side,script
for,—Rupert—Rupert—
against,"—if I could interrupt, that’s not fair—"
for,"—reaches into many, many pockets to do —"
against,"The Nation has a circle— No, could I just say we are— —the old model, reader-supported—"
for,"Well, but you’re supported by a foundation, I don’t know about what—how much comes from your pocket or your family’s pocket but you’re really not talking about the media business, you’re not talking about journalism, you’re talking about a philanthropy, which is great, and that’s another conversation that we might have, but if you’re talking about a robust, self-supporting, profit-making, entrepreneurial, live, real, continuing reason for being business, that’s something different. Now in your—everything you’ve said is incredibly noble, and it’s good, I wish it would happen, but it’s not the media business. And maybe you’re not a part of the media business which I would argue that you’re not. That you do something else. But the proposition is about the media business. It’s the mainstream media is actually at various times, it’s been the biggest business in this country. And you’re talking about something that is you know, worthy but not really, the discussion—"
against,"Well first of all I mean I think that it’s really, the issue is not…what do we think of Plans B through"
for,"Look, wait, wait a minute— —here, here’s the problem, here’s the problem with that. I mean, okay, there’s a lot of moaning and handwringing about what’s going away and it—that somehow new media is ending the old media, well no, we’re in a transformational moment, things are ending and other things are beginning. Where you don’t go, and this is surprising to me. Are you arguing for an explicit protected subsidy of these media divisions, of these news divisions of these organizations where, somehow in the federal tax code they’re going to be permitted some status, some subsidy that’s going to allow them to survive because we’ve decided, that it’s constitutionally important to maintain these businesses? You don’t argue that— You don’t argue that."
against,"You say we can’t let it go away— But—but John, do you disagree then with George Washington who did subsidize the distribution of newspapers, the founding fathers were very explicit, that the government had a role—"
for,Then why didn’t you argue that there—
against,"—in regulatory policy, tax policy—"
for,But George Washington was on your side.
against,I’m sorry—
for,Why didn’t—why didn’t you argue that up there if George Washington was on your side? because it’s a young crowd— That’s not what you said.
against,"Geor—I’m talking about— I think this debate should not be about business models, it should be about, how do we salvage and revive—"
for,"But, but—"
against,—using elements of the mainstream media—
for,"—but Katrina, it could only be not about business models—"
against,Quality of journalism—
for,—because you’re not— —you’re not in a business.
against,"am in the business, Michael—"
for,"Well, this is, if you—"
against,If you don’t think I’m in the business—
for,"Well, the, Katrina’s point is to remove this from a business discussion. In other words, and let’s be clear about what she’s saying, she’s saying, this is about journalists, this is about what journalists want. This is live having the health care debate decided just by doctors. It’s not true. I mean it doesn’t work that way. Nothing works this way, except if you want to just sequester something and make it part of— I don’t know, maybe a university—"
against,"You know, you know, let me jump in— She gave—she gave — gave him my proxy— The—let’s take these hardcore business guys at their word, over here, okay—"
for,"Public radio, David."
against,"The,— The… Let’s just think about what they’re doing, Katrina is apparently guilty of running a magazine that doesn’t make money. Newser is an interesting model which involves either imitation or theft of other material depending on which— Politico—"
for,"Or abbreviation of stuff, of David Carr stories which are vastly too long, who’s the last— —who read a full David Carr—"
against,"Good one. Good one, have any of you— Have any of you ever read Michael in Vanity Fair? "
for,take that—
against,"—a shining diamond, anyways— These guys…these guys are saying, your business is over, we’re the new crowd. Their models are completely and totally untested, with the exception of John, public radio has been an amazing model that’s produced an enormous amount of journalism. But it’s not a for-profit model—"
for,"If our models are— Can new media fact-check mainstream media for a second, because there are profitable models, Politico in its third year, 120 employees—"
against,What about the money—
for,"—come on David, David—"
against,—that went in.
for,"David— profitable. Doing serious nonpartisan journalism. The Huffington Post which you can argue is partially aggregator, is not profitable now but if you look at its traffic which this month surpassed the Washington Post, if they weren’t in a heavy investment mode, could probably be profitable. What you’re also forgetting to know, to note, is that it’s early, we’re all trying to figure out the business model, we haven’t even started to charge for content. Trust me, people, you’re going to be paying for content , a lot of it is going to be new media content, and I think the whole argument over here is, we’re not saying get rid of mainstream media altogether, we’re saying, get rid of it, get rid of it the way you’ve been! The reason you guys are arguing that you survive or that people should vote with you is that by adopting all of our techniques, by get—the speed, the transparency, the openness, the Twitter, all of the things that are thriving in new media, that’s—we’re equipping some of the mainstream media institutions, to have at least a chance of survival and there aren’t that many— Pardon, I think they are, I do think they’re on our side without knowing it. And I think they would privately concede that they’re on our side. But I can’t tell the difference— —between…I can’t tell the difference between, are you arguing that your institution should be maintained as they are now, or are you simply saying, I want to know I have a job when the New York Times goes under. I mean is that the argument. Because the latter one I’m not interested in. The former one I am interested in, of course there are things about the New York Times, and there are qualities of the mainstream media that we want preserved. They aren’t the core of those businesses—"
against,"Well, the—"
for,"—and the strategy for making those businesses profitable is not to do more of that, as we’ve amply demonstrated, they do less of that now—"
against,"But we do want some of the qualities preserved, and that is why we are against “Good riddance to the mainstream”— Yeah, “good riddance” is not—"
for,"Luckily they are—they have been preserved, there’s a lot of new media institutions that have the same values of fairness, of—same values of accountability. And thank God for it—"
against,But you’re— MAN —and that’s where the growth is— There are old mainstream organizations— MAN That’s where the innovation is— the innovation in the industry is coming—
for,Let me just say here is how—
against,"Well I hate the pessimism too. But John Hockenberry, John made a very eloquent case about the First Amendment a few minutes ago, and he and I were together earlier today and I mentioned the Balco case, or, the problems that came up in the Balco case with the government, and he said well, at least we have the First Amendment, or we have the First Amendment, something to that effect. And the reality is the First Amendment did not help us when Alberto Gonzalez was the Attorney General. The First Amendment did not help us as that administration, the previous administration went Circuit Court by Federal Circuit Court, to take away the rights of reporters to maintain the confidentiality of their sources and do their job. The First Amendment didn’t mean anything in that circumstance. And so, we’re all great believers in the First Amendment, I would assume. But it really required years of hard work, years of struggle, and millions and millions of dollars, for newspapers whether it’s the San Francisco Chronicle or the New York Times or the Washington Post, or the Riverside Press Enterprise, to make sure that the government was held accountable, to the notion of the First Amendment, that there was a First Amendment and that there would be people fighting for it. So, I think that was a false sort of argument to make about the First Amendment, I think the argument is very different—"
for,"Sadly you used the worst case for endorsing the mainstream media. The war was endorsed by the mainstream media in the United States, the war in Iraq was the worst moment of the mainstream media in the United States, similar to the—  These were aspects of the Bush administration that were not questioned by the mainstream media, it was only much, much later, that the media stepped in and questioned those points. And indeed— —the mainstream media apologized for its endorsement of both the war and some of the tactics of the Bush administration, long after the fact. The idea that you were on the front lines of being accountable to the government run amok under the Bush administration, is just completely at odds with the facts—"
against,So to maintain mainstream media you would like us to be perfect.
for,"No, no, no, I’m not saying that, I’m just saying—"
against,You’re saying we have flaws and we’ve agreed we have flaws—
for,—you’re picking the wrong period of time to win a trophy for.
against,"We—you’re saying we have flaws, we agree we have flaws— What would you know about the conduct of the war in Afghanistan right now, you as citizens, you as a broadcaster, absent mainstream reporting. Who has boots on the ground—"
for,"David, David, the prob—"
against,What—just say—
for,You’re absolutely right—
against,"—what is Twitter, going to tell you about what’s going on in Afghanistan."
