side,script
for,"Yeah, I want to make three points. First of all, if eight out of 10 Americans are living paycheck to paycheck, do you think eight out of 10 Americans are happy with their health insurance? Probably not."
against,Which one is lying then? Which 80 percent?
for,"Second of all -- yeah, second of all, the question about whether healthcare is a right ultimately is your decision to make in this vote. If you believe healthcare is a right, and should be a right, and should be secured as a right by our government, then you should vote for this resolution. If you believe that healthcare is a scarce asset that's monetized for profitability, then you should vote against this resolution. Third, health insurance and healthcare are different questions. One of the failings of this whole debate here and at large is the conflation of the question of insurance and healthcare. Medicare for All versus private insurance is simply a question of who pays the doctor. In the present system, we're all paying health insurance companies. They take 20 percent or so of what we pay them to spend on administrative costs and profitability for shareholders, and then use that other 80 percent to pay the doctors. In this program called, ""Medicare,"" which serves 60 million Americans -- 60 million Americans who most need healthcare, the highest acuity of Americans, only two percent of dollars paid to Medicare go to administrative costs. Medicare is one of the greatest organizational triumphs in the history of humankind, and that's no exaggeration."
against,"I think that it is a fair point and a good question to say, ""Why doesn't everybody have access to healthcare?"" And again, I take Joe's point, you know, that healthcare and health insurance are two separate things. And what we really ultimately care about is, when you need to see a doctor, can you see a doctor? Are treatments being developed that really solve problems that we need to have solved? It's not about insurance, per se, and things like that. Having said all of that, it's one thing to say, you know, something like, ""Medicaid,"" which is a federal program that's split with the states that deals with poor people -- poor people have access to Medicaid and they get into the system, and then they can't see doctors, because there aren't any doctors who will take the payment schedule that Medicaid puts forward. Same thing with Medicare. Increasingly, doctors are saying, ""You know what? I can -- I -- if I take a Medicare patient, I've got to take 40 percent less money than I'm going to get from a private company."" That's a problem. Again, the main thing to think about here is, ""How do you deal, not with the mass of people who are doing okay in a system, how do you deal with the hard cases, the poor people, people with preexisting conditions?"" That, we can deal with, not by destroying the system, and blowing it up, and turning it into Medicare for All, but rather by directly addressing people who need help."
for,"Several things. I mean, first of all, many of the people you're talking about who are doing okay are doing okay until they get sick. That's a fact. Your insurance may seem fine until you are really sick, until you need chemotherapy, until you are diagnosed with cancer, until you are struck by a motor vehicle. The reality is, is that that's when you real -- when you see the flaws in the current system. That's when you experience deductibles that are thousands of dollars. That's when you realize that your networks keep you from going to certain doctors at certain hospitals. So, I want to rewind briefly and respond to some of the comments that Sally made in her opening statement, because I think those are really critical. She painted a pretty scary picture of what healthcare is like in countries that have universal taxed finance systems, like U.K., France, Canada. Sounds like really scary stuff. In Canada, it's funny, because the man who's regarded as founding the Canadian universal system, Tommy Douglas, is regarded as a hero in that country. In the U.K., the NHS is commonly referred to as the national religion of that country. It's funny that if these systems are so bad that people really actually seem to like them very much, not only that, they are petrified of taking the U.S. system on. That's unquestionably true. You know, you heard a lot about waiting times in those nations. Pretty scary stuff. What about all of the people in the United States who are on waiting lines that are infinite in length because they have no health coverage at all? How about all of them who never get to see a doctor or never get to take a medication they need? There is no waiting list. They just don't get it. You know, the final point I want to make is this idea that there are cords of Canadian medical refugees heading south of the border for healthcare. That comment has been made for decades, and it's easy to make it, but once you actually look at the facts, you realize it's off. In the medical health policy journal Health Affairs, there was a scientific study of this issue that found no systematic evidence for Canadians fleeing south of the border to get healthcare. Yes, some do, but it is not a systematic problem. So, this is the fact of the matter. About 10 percent of our healthcare spending goes towards physician salaries. Now, a lot of people would like to see that lowered, but the reality is you can move to a Medicare for All system and keep that the same. That's not where the savings come from. The savings come from the fact, as I said earlier, that private insurance companies take 12 percent of their overhead -- of their premium dollars for overhead versus 2 percent interest on Medicare. Our hospitals use 25 percent of their revenue just for billers and coders and administration, twice the portion of hospitals in Scotland, for instance. So, -- and finally, there's big savings to be made on pharmaceutical companies, which are getting away with murder by basically charging whatever price they want -- -- because they have a monopoly. Not a very free market-oriented system. So, that's where the savings come from. You have hundreds of billions of dollars in savings on administration and drugs and drug prices, and you can transition to a Medicare for All system, and hospitals and doctors will be okay. We're not going to suddenly get into boats and, you know, ship off to ."
against,"Yeah, it's actually higher than that. The number of people who are covered through private insurance is closer to 80 percent, I believe. But, in any case, this discussion of, ""Medicare is great, because it only charges two percent,"" or, ""it only spends two percent on administrative costs."" That is because Medicare is geared towards retirees who are politically the most connected and, you know, powerful constituency in America. Any time the government goes to say, ""You know what? We're going to cut down on Medicare fraud, and billing abuse, or just mistakes,"" people go bananas. Old people go bananas, they call their Congressmen, and it gets stopped immediately. In -- Obama's chief economic advisor, Christina Romer, did a study in -- you know, during Obama's years in office and found that 30 percent of Medicare's budget could be cut without affecting medical care. There is a huge amount of waste in Medicare right now as we know it, which is already bankrupting the country. There's no incentive to look for fraud, and bad billing, and things like that."
for,"Nick Gillespie: For private insurance -- for private insurance, yeah, they go after waste, fraud, and abuse, because they have to. Whether or not we cut 30 percent of Medicare's budget without affecting medical benefits, I can tell you we can cut 100 percent of private health insurance and we can improve medical outcomes, because the essence of private insurance is about making profit for their shareholders. And the question that you have to ask is a philosophical one. It isn't solely one about numbers and cents. It is a question of, ""Do we want a society where the profit motive informs who lives and dies?"" I'm a capitalist. I'm a business person. I'm an entrepreneur. I think many things are totally suitable to the profit motive, but some things aren't. We've tried this system of a profit-oriented health insurance industry, and it's left 80 million people, disproportionately women and people of color, either uninsured or under insured. Correct. Well, but let's keep in -- let's keep in mind -- -- that 22 billion -- that 22 billion is the profit for shareholders. That doesn't count the tens of billions that go to executives, the tens of billions that go to unnecessary administrative work, all of which is ultimately a tax on low-income Americans who are disproportionately women and people of color. So, it's a much bigger pie than just the $22 billion of profitability."
against,"You know, can I just quickly say insurance has been around as an economic instrument, you know, for centuries. It is not based on cheating people. It is based on figuring out how you can pull risks and make a profit off of it. There's nothing wrong with that. And again, I want to stress this idea. We keep saying -- I mean, I think you guys are claiming that medicine somehow is a totally different -- it functions totally different than other parts of the economy, where it is a good that should be held in total advance of all laws of supply and demand. I mean, you -- why isn't food treated the same way as medicine by your light? And again, I would just argue we can deal with people who don't have enough food. We can deal with people who don't have enough healthcare without blowing up the entire system in a way that is going to create a place where we're all waiting for old-style medical treatment. Oh, I thought I'd be talking too much, so -- Well, I mean, I have talked about the U.K., and about Canada, and about doctors and how they’re paid, the fact that my cousin graduated four years ago as an orthopedic surgeon. After two years, not one of her friends who are orthopedic surgeons was able to get a job in the province of Ontario, and -- That has happened because the provincial government has a cap on how many orthopedic surgeons that they have. Meanwhile, you have all these people in Ontario on waiting lists to get hip replacements, shoulder replacements, knee replacements, and there are young docs waiting to do the work, and they can't work, because they can't get paid. -- because the government is the sole payer."
for,"So, first of all, it is true that there are some waiting times in Canada that exceed the United States. Other single-payer countries, including the most recent Commonwealth Fund data on international health system, finds that getting a same-day or next-day appointment is actually more likely in France and in the U.K. than in the U.S., even if the U.S. is better than Canada. So, this is -- these are misleading statistics. But I want to just go back to one point that Nick just made, which is that the reason why these, you know, overhead costs are so low on Medicare is because they're not clamping down on fraud. That's a very unfortunate argument to make within one week of ProPublica releasing a detailed investigative report saying that private insurers are doing nothing, basically, to crack down on healthcare fraud. That's not the reason why traditional Medicare has such low administrative costs; it's because they're not spending all that time wrangling with providers over costs. And so, that's simply not correct."
against,"So, are you saying that there's no fraud -- waste, fraud, and abuse, or mispayments in You want to -- Sure, go. Well -- Well, first of all, there are only three countries in the whole world that have true single-payer systems -- i.e. all private coverage is banned -- Canada, Cuba, and North Korea. As I mentioned, the U.K. -- -- has a private system, and about 10 percent of Brits actually have private care. And they -- it's used a lot, and companies do help to provide that. So, it's an important point, that Canada is a true single-payer system. In the new World Health Organization study that just came out on cancer survival rates five years out, Britain was the worst in five out of seven cancer survival rates. Pancreatic cancer, U.K. -- in the U.K., it's 7.9 percent. Lung cancer, U.K., 14.7 percent, 21.7 percent. All of these statistics are really scary. In the United States, we have all the new developments in cancer care, CAR T, stem cell treatments. These things are developed in the United States, not in these other countries that have price controls and have government taking a major part of our healthcare system."
for,What sort of was invented by a insurance company? None.
against,What's that?
for,"Which one of these innovations -- which one of these discoveries, which one of these great new advances in medical science was achieved by AETNA, Blue Cross/Blue Shield --"
against,They're not in the research business. They're not.
for,it's irrelevant. It's irrelevant.
against,"It costs $2.6 billion from the pharmaceutical biologic idea, to bring it to market. Most don't make it. Only about 1 in 10 make it through the trial -- And we -- they take place here. You don't go to Canada to get stem cells. People come from Canada here."
for,"On the question of outcome, which is ultimately what most matters, longevity in the United States is declining. Did you know that the average lifespan of someone who is in the bottom 70 percent of income -- 7 out of 10 Americans -- their average lifespan is decreasing. I can't think of a more damning statistic about the failure of our health insurance system. I want to add that there's all these illusions the other side has made about quotas on the number of doctors who can be this, that, or the other. These visions of government-run hospitals. None of that has anything to do with Medicare for All. Medicare for All is simply a question of, who pays the doctor? Medicare or private health insurance? Currently, private health insurance takes your money, keeps a lot of it for their executives, for their profitable -- profit-oriented shareholders, and rations care to people who most need it."
against,"Sure, I'm happy to -- you know, I am a very late baby boomer. I'm in the second-to-last year of the baby boom generation, which -- and I'm not going to collect Medicare. Medicare will be bankrupt before I'm even there. I don't think that any entitlement should be based on age. I think all entitlements or all public assistance should be based on need. Seniors currently get a ton of money from the government, both in the form of Social Security and Medicare. I think that should go to poor people regardless of age. I think Medicare, as it is currently constituted, it covers less than 50 percent of its costs through various taxes and premiums and things that people pay into it. It is a big problem, particularly in an aging nation. I'm not in favor of Medicare for All. What I am in favor of is a free-market healthcare system that functions like food delivery, that functions like housing, that functions like buying books and TV and clothing and things like that, where we let the market work and do its wonders, and then we subsidize and help people who are not getting enough."
for,"I'll make a 10-second comment. Before Medicare, most seniors had no health coverage. They went without care; many died as a result. That is no longer the case today. That is a huge progress. The idea that that should be turned back is unfathomable. No."
against,"I just want to say that Medicare and Medicaid under Bernie Sanders’ plan, and Pramila Jayapal, would be eliminated. There would be one single-payer government healthcare plan, the Indian Services plan, and the Veterans Administration, which is a single-payer healthcare system. And if you want to look at problems, look at the V.A."
for,"One of the underestimated advantages of moving to a Medicare for All system is the tremendous increase in transparency that it would bring to our healthcare system and the improved research, knowledge, and treatments that would come with that transparency. Presently, and Adam can speak to this as a clinician, the medical community relies largely on information it's gleaned from the Medicare system about treatment, outcome, quality of care, procedure. What would happen in a Medicare for All system is the amount of data that we would have would quadruple, quintuple, and likely increase the research and outcomes that are generated from a medical care system. That's an underestimated element. It also speaks to one of the weaknesses of the private insurance system, which is tremendous opaqueness. We don't know, really, about outcomes. We don't know about procedures. We don't know about costs and contrasts to the Medicare system. It's incredibly transparent. So, I think you definitely see an increase in quality over time from the increase in human knowledge that would be born of a Medicare for All system."
against,"I want to second Joe's request for less opaqueness or opacity in the system. Whether it's Medicare or the private system, you know, I can remember a moment -- this was some years ago -- for the first time, I was on a high-deductible plan. A doctor -- my doctor prescribed a brand-name prescription drug, and I said, you know, ""How much is that going to cost?"" And he was like, ""I don't have any idea."" And I was like -- you know, in the way -- in the examination room, it's like, ""Could you find out?"" And so, he had his nurse go, and they went to my insurance company, found out on the pharma copy, and they said it was like $30 a month or something. And he's like, ""No, that's pretty high. I can give you a generic that's $2 a month. Why not do that?” We need that kind of system -- that kind of clarity in every aspect. That's exactly what is lacking in today's system. It's lacking in Medicare -- -- as well. And if -- when Bernie Sanders say, ""You will not have any premiums, no copays, no deductibles,"" those price signals, which really matter, go totally out the window. So, I actually think Medicare for All means nobody's going to know what anything costs anymore. That's a recipe for disaster."
for,"That's not true. That's not how the Medicare system works, and we're not proposing, quote unquote, ""single payer,"" health insurance in the abstract. We're proposing specifically Medicare for All, and the Medicare system is the most transparent health insurance system in the world, and we're proposing that we extend it to all, that transparency extended to all."
