side,script
for,We put out a report. We're on our 15th edition. We document --
against,"Gary, it's totally --"
for,-- the list of all the schools.
against,-- it's -- your definition of for-profit is wrong and the way you define data is wrong. We heard -- there's a charter school --
for, They're completely -- -- I can show you --
against,"-- I can make those -- but he also -- -- and he also said that there are charter schools -- -- that have 10,000 kids, and that's not true. Charters often have a hundred schools. Contracts are not schools. And that's the difference. So, you're -- You're misleading."
for,"Well, I mean, charter school size -- I mean -- charter schools -- a single charter school in Ohio, 14,000 -- more than 14,000 students. They've had more than 18,000 students at one point in time. I mean, this is --"
against,What kind of school is that?
for,-- publicly-available data. 
against,Are they in a room? Public schools that for a host of reasons can't serve all special needs students will contract out those services.
for,You can’t buy and sell schools.
against,Will contract those services. You've had the private sector involved in public education for many years and there's a role for that because there are times where the public sector cannot or chooses not to provide that service.
for,"I mean, is there a trend towards privatization and private control of education?  We agree. And that's where this conversation started, when they decided that they were going to privatize buses, that they were going to privatize food services. Now, they've decided that they want to privatize our schools, the entire deal. So, I think that that's -- yes, I agree with you. There is a slow roll towards privatization and private control of our schools."
against,"I don't think he said that. I don't think he said that. That's -- again, it's a distortion. What Gerard said is only 15 percent, it could be more and who cares what the tax status of a company is if our kids are learning. Let's think about this."
for,"Well, here's why --"
against,"And those thousands of kids that used to have to wait online, and still do, to get into the Success Academy schools because New York City couldn't figure it out after $20,000 per child."
for,"So, we're at a watershed moment for education. We have a secretary of education, Betsy DeVos, who believes in the private control and privatization of education. In Michigan, as Gary talked about, more than 80 percent of those schools and if you look at the CREDO studies, even if you don't believe them, let's just set aside all the problems, they have a negative impact on students in that state and there's a negative impact -- I'll say it again, of charter schools on students in the state of Michigan. They have the lowest transparency and accountability standards in that state also. So, the question is, do we want to see Betsy DeVos' vision for the entire United States? The New York Times reported on this and said that in Detroit, there's no good choice."
against,"You know, in 1991 -- I'm sorry. If there's a slow roll to privatization it's -- let's take a look at your teacher pensions. Most of you who are teachers and principals will retire with a good pension because your investments are, in fact, invested in for-profit or profit-making adventures. Just take a look at that. If you're against privatization on the school side I'm not sure how you're against privatization when you're going to retire for better market. So, I'd also like to give some context to Detroit and other places and go back to data and states, because there's something a lot of people don't quite realize when you talk about context. There is no one set of data or stats that tell us where every single person and every single student was and is after a certain amount of time. What you have to do is you actually have to pull that data out, analyze it, and make sure that you're accounting for every single variable. Where does the state get its data from? School districts or authorizers of charters. When school districts report data, some of it is two years behind. Some of it's just hand coded and inaccurate. These are not -- well, my point is -- My point is, data is not the issue. We have studies. We can talk about the studies. We've got studies that show 15 percent learning gains in Washington, D.C. -- The issue is whether or not these schools are working for students through a variety of the same kinds of multiple measures that educators are clamoring for today."
for," There's data. Data's all over the place. You can see different things. You can torture it. It'll confess to a lot of things. We -- I think the big issue tonight and I think it's a little bit of an unfortunate matchup is that we have two academics on this side and we have two people representing advocacy groups. Your job descriptions require -- Oh, okay. But let me talk about -- just -- I've looked at the data. I have to look at all the data, I've done these comprehensive evaluations."
against,"Yeah, so do we, every day."
for,I've visited more than 700 charter schools in my state evaluations. We've collected the data and it -- we don't -- we produce the reports and you selectively consume them.
against,"Well, and that's -- -- but you know, but you know, and your pedigree aside, the data is not the issue and that's what I want to go to. Detroit was falling apart in 1991. I was in Detroit in 1991. Detroit's issues have nothing to do with the fact that charter schools showed up. Detroit was an issue because, like Baltimore now, like so many cities -- Chicago right now, we have not yet allowed families, educators, and students to have schools that are personally tailored to their needs. We have bureaucracies control the rules. We have states that control the rules. We have union contracts that tie the hands of the greatest educators and make them want to leave. And that's why they go and star these charter schools. So, Detroit kids were actually benefited from charter schools, and those that didn't want to stay around, left."
for,"So, you know, really, I'm not sitting here saying that we should do nothing to help Latino and African-American kids. A professor at Cal State came to us in the University of Michigan showed that, depending on which side of Eight Mile you lived on was what kind of school you were going to get. And the thing is that, that's on purpose. Unfortunately, our society has decided that poor children are going to get a lesser education. And it's the inequality that's built into the system and, when you have a friend that -- you're having a conversation with a friend, and they want -- they don't want to talk about what you want to talk about. What do they do? They change the subject. And that's really what's happening here, is that we're talking about charter schools when we should be talking about the inequality. And what we should also be talking about is how charter schools exacerbate the inequality that we see in schools."
against,"So, two points, one, I don't have a Ph.D. like those guys, but I am literate. And I can actually decipher data. When I lived in Florida and both Virginia, I had an opportunity to work with PhDs, had to go through their data. Now we look at charter schools that are private and public. So, that's part one. Part two, you can't boil the ocean to cook an egg. If the argument is going to be that inequality we must fix first before we challenge or attack charter schools, you're in for a very long ride. What I think we should do -- -- what I think we should do is use the conjunction, ""and."" While we're fixing our public-school systems to address inequality, let's also use charter schools to do the same thing."
for,"And I actually agree with that statement, but let me add to it, ""And we must fix charter schools, make sure they're transparent, make sure they're accountable until such a time they are overrated."""
against,"So, I guess one of the things I have to say -- I am absolutely going to answer that. I don't believe that there are some bad charter schools, some good charter schools, and some average. That's a quote that came from the New York Times in 2009 after the first CREDO study and people have used it and repeated it like it was conventional wisdom. And it's hogwash. 90 percent of the charter schools in the country are working for kids. The 10 percent that don't are already on the watch list or in order of being closed. So, we're not -- we don't need to fix charter schools any more than we have to fix academics. We have to allow the options that are making those equitable opportunities help kids. You're worried about equity? Let's talk about equity.  The charter schools are not overrated because they are serving parents and students' needs by choice. What we should be doing -- You mandate -- what's -- what would we like better? You open your door and you are zoned to your traditional public school because of your zip code? There's nothing more inequitable than that. Versus, you allow a parent to make a decision among institutions that are not only highly transparent, charter schools are micromanaged to death in ways that you cannot find in traditional school. Can you paraphrase that again? There were so many points to take. I wasn't really a virtue itself. The point is, you're allowed -- you're leading to help your students get an education that you feel best helps them. And that institution is not just for choice. It's a publicly accountable choice. Right, right.  Charter schools are not overrated because parents are permitted, as opposed to being zoned to schools that we already know are failing, to make a choice for their students. Well, in a publicly-accountable institution. You can't just cut it off there."
for,"There's many forms of school choice.  There's, within districts, school choice intradistrict school choice programs that -- with -- that maintain the governing structure -- means that the public is still going to have more transparency and control. My big concern with the charter school choice option is that it's become a vehicle for privatization, less transparency, and it's been a vehicle that's accelerated segregation by race, class --"
against,Are those magnet schools working? Are those magnet schools working?
for,They are.
against,"Yeah, how do we know that?"
for,The studies -- are working better. They're working better.
against, That's because they're choosing the kids to go there.
for,They can -- they can use quotas --
against,They're selecting -- --
for,-- so they can provide voluntary -- -- integration by race -- -- and class.
against,"If you look at the transparency, take a look at the state of California. Julian is a professor at Sac -- well, Sacramento State. I took a look at their numbers. 2016 -2017, 35 charter schools in that state closed and identified exactly why they closed. In the fiscal year, right now, there's nearly seven that have closed. You go to a Department of Education, and they say, ""We're going to close a school, either driven by the authorizer or a number of factors."" Those schools close. They tell you why. Academic malfeasance or financial. How many public schools have you seen close because students didn't do as well? If they closed, it would under-enrollment"
for,"Well, I'm glad you brought up the California -- I want to make two points about this. I mean, first, you want to ask the communities of color about what they think about charter schools opening and closing in the middle of the school, at the -- you know, whenever it's decided that they want to close and fold up shop? I think -- it's -- that's something we really have to struggle with, which is that -- is that the best thing for us? Yes, it's -- 711s open and close, but as the center of a community, do we really want charter schools open and closing? There's -- I think, 2,300 charter schools have closed the last 10 years. Don't quote me on that number, but I think it's about that. Well, I think there's more than 7,000, 8,000 charter schools now. 6,700, about. Well the idea -- So, the idea is that -- -- this is a market-based approach. Vote with your feet, right? Now, the idea is that we can just willy-nilly open and close schools. But these schools -- we're talking about families. We're talking about communities. And so, the question is -- are there -- and that's not really the point here today. But there are other alternatives. I don't think any of us are against parents being able to choose, and I'll speak to that in my closing remarks. But there's one other thing that I want to talk about with transparency and accountability. Do you think it's reasonable for us to know what the teacher attrition rate is in charter schools in California? Do you think it's reasonable for us to know what the discipline rates are in California? Well, the California charter school lobby does not want us to know that information about the schools that we're paying for. And to me, that's transparency and accountability."
against,"We talk about charter schools as if a 25-year sentence, there's been no growth. Take 2017. When you submit your application to a charter school authorizer, most of them are local school boards. Some are state, some are universities. Some of them now include in the application, ""In case you have to close, what is your contingency plan?"" I agree with you. We don't want to throw students out in the snow -- I guess we're in New York; there's snow -- versus California, southern California. Those things are tough. But we've actually matured in how we think about how to use laws and processes. So, there's things in place; we're still learning across the process. But remember, this is 25 year -- this is a 25-year learning curve. We're still on a learning curve with traditional schools too."
for,"I think -- let's go back to the legislative intent. It's beautiful. I like the idea. Small, innovative, locally run, not run by for-profit or non-profit corporations outside the state. We have some of our charter schools being run outside of our country, where the headquarters are for those companies. Here in Manhattan.  It's -- the corporate headquarters is in Sweden. Sabia -- or Sabis, another school with headquarters in the Middle East."
against,"It's not true. It's not true. These people start -- they're international people, if -- we're going to talk about immigration now? If people from all over the world create opportunities for kids. Sabis actually is a leader in the Middle East, and it actually runs -- ran private schools here. It was invited to open up a charter school in Springfield in the early part of the Massachusetts charter school, and it does an amazing job for students. They actually have a U.S. headquarters. But that's not even -- so this is really interesting, right? So, we've now heard that there's this -- it's privatized. Let's go back to the original Ted Kolderie, who is the original author of the Massachusetts -- Minnesota charter school law, who is the -- we call him the godfather. He talks about -- -- diversity -- yes. In a good way. You've got that part of my people.  It is about -- it was not just locally controlled. It was educators entering into contracts -- that's charters, to create opportunities for students to be -- have their needs best addressed with parents making choices under a high standard run by and publicly accountable to states and taxpayers. Now, how do we know that that happens day in and day out in Washington, D.C., New York City, yes Michigan, Arizona. Because where we have studies like the one Bob Rosenkranz mentioned upon opening apples to apples randomized control trial studies we know what works. So, that -- those studies plus financial transparency -- -- but I just want to say one more thing. Those are the states that we don't have nationwide and those are not the studies that my -- the opponents of charters on the right of us are talking about."
for,"It was difficult for me to follow that, but -- -- I -- yes, please."
against,I can repeat it. Would you like me to repeat it?
for,"Let's look at the body of research. I've spent a lot of time with my doctorate students looking at the body of research. The smaller studies -- case studies, tend to be more favorable towards charter schools. The larger scale studies tend to have mixed findings or negative findings. The studies that are funded by federal or state education agencies tend to be negative. The studies that are funded by the advocacy groups, they tend to be positive. I mean, it's a lot of research out there, but when we look at the research, we have to look at the scope of all the research and overall, charter schools are overrated."
against,"It means you actually change the way the classroom is structured because you don't have to account for a certain amount of seat time in the class and you have freedom from curriculums so you can say in the case of New Country Day school in Minnesota you're going to go in the water for half of the day. You're going to explore what's there. You're going to come back. You're going to put it in beakers. You're going to look at it under microscopes, that kind of experiential learning. Much more started in charter schools ported over. Some of the first non-public Montessori's were charter schools and they were copied by districts. The way teachers are paid or retained and rewarded was very much performance-based pay, was not on the table folks, until charter schools came along."
for,"So, just allow me to question the premise, which is that if I work for Banana Republic and I walk into Zara, do I expect Zara to roll out the red carpet for me? And so, charters are based on competition. They're competing with each other and with public schools. So, the very idea that somehow the original vision of Al Schanker and others that we are going to share and be innovative runs contrary to the current conversation about how charters should function as competitors and as a market."
