side,script
for,"We're talking about a couple of different things here. What we're talking about here is the ability of Americans to get together as -- in groups together to speak to each other and to speak to other Americans. And you can't point to a single member of Congress, to a single independent expenditure where they have felt this kind of pressure. It hasn't happened. And it's not going to happen. Now, we can argue about the rules we may need to ensure the independence of these groups. But we think these groups should be able to independently raise as much and speak as much to the American people. The difference between Americans getting together and speaking to other Americans is one thing. Americans and contributing directly to candidates may be a separate issue. I'd also like to point out that before the SpeechNow decision and the Citizens United decision, there were many states, in fact a majority of states in the country that allow unlimited contributions not only to independent expenditure committees but to the candidates themselves. I think what we should be looking at is the quality of the government in those states. And Pew, along with Governing Magazine, Pew Charitable Trusts and Governing Magazine, rated the states for quality of governance, efficiency of providing services. And the states, six of the best managed states in the country were states where there were unlimited contributions allowed to these types of super PACs, and most of these states also allowed unlimited contributions to the candidates. So good government, efficient government is consistent with people having full free speech rights. John Donvan:All right, so two attacks have been made on your argument that money is corrupting. Number one, they said there's no evidence that politicians are -- once in office are arguing --- are operating as agents of the people who funded them, and, secondly, that there is superior or equally good government in states that have unlimited contribution."
against,"So let's -- -- go back to the first one for a second. I think in the first instance, I think Mr. Keating is fighting yesterday's battle as it relates to whether groups are allowed to gather together and form super PACs. They are. The question is should there be rules around that and what should those rules be. Our principal argument in ours is that those rules are virtually nonexistent now, and that's a real problem. You're suggesting that there is no evidence of independent expenditures corrupting. I would say we're at the early stages. This is kind of like the year after they invented television, we're looking at television ads, right? We're seeing the first wave of these independent expenditures, and so not clear that that's true, but we're actually not even arguing that, that shouldn't happen, we're not arguing that people shouldn't be allowed to come together in groups and speak in a collaborative voice, in a collective voice. We are arguing that if the evidence presents itself that that is, in fact, corrupting, that you might want to go back and consider regulating that activity as well, but what we are saying is that the rules around independence and separation from the candidates are clearly not there."
for,"Could I just ask just a quick question? So do we now have unanimous agreement on the panel that super PACs should be permitted -- are we all in agreement on that? That would be great, because then --"
against,"What we just said was that we are starting the first year of this wave of money in federal elections. We don't know yet what the effect is going to be. And what Jonathan just said was, ""If we find out that they have the same corrupting potential that contributions have been found to have, found by the Supreme Court to have, based on lengthy trials, that then they, too -- we will have to look at whether they should be limited."" One of the things that the court did, as I explained in my opening comment, is to say there's a difference between our own independent speech and a contribution to something. The Supreme Court has never faced this question of what happens when you take your own money and you contribute to one of these super PACs and somebody else then decides how to spend the money and what to do on the advertising, is that really your own independent speech which the court has said can't be limited, or is that a contribution to a group, and they have found contributions can be limited to prevent the demonstrated danger of corruption."
for,"I think there's -- there's a problem here with the definition of ""corruption."" I mean, if you take a very broad definition of it, it's basically any inappropriate consideration, right, that causes you to vote a certain way. Well, some of it is actual quid pro quo corruption where you hand the guy a pile of cash and you say, ""Vote my way,"" and that's definitely illegal, if you can prove it. But if what you're saying is that politicians tend to be grateful for people who support them, or to people support them, then it's true, but that would apply to celebrity endorsements, that would apply not just to super PACs but obviously also to rich people spending their own money independently, which has always been legal, it would apply to voting a certain way because you like the way the lobbyist from that corporation dresses, you think she's pretty. I don't think that's illegal, but it seems improper. You can vote for terrible policies for all kinds of reasons. I think we should be focused more on the policies. I mean, people vote for terrible policies because they have crazy ideologies that drive them to do it, you know. So I don't know why we're focused on this one particular area where there's potential for improper considerations when there are all kinds of other considerations that people might deem improper, and shouldn't we be focusing more on the results, the performance that people actually deliver once they're elected. Is it a good performance, is it bad? And part of that whole process is being able to speak on both sides of that.John Donvan: I want to move on and I -- just give me a second and I'll -- I'm going to ask your permission for this -- I want to move on to the second point that David was raising before when I interrupted him. So do you want to respond to that point? And then I'm going to go back to where David was talking before about the actual execution of the rules and regulations."
against,"Sorry, which one was that? Okay, sure. So just in responding to this question of corrupt -- I think that there are important features that distinguish the different types of influence from the influence of money, right? In the first instance, with money and we're talking about a class of individuals who have a disproportionate and clear influence over the political process. You made a comment in your opening statement that the increase of money and sort of the increase of spending has generated more diversity of thought. Well, I don't think that we can rely for political diversity on disagreements between rich people. That's not a political process that allows for a full and open debate. And so let's talk about results -- Let's talk about results for a moment, right? Because when we talk about corruption, we talk about the appearance of corruption, what we're talking about is the integrity of the system of representative government. It's about the belief that citizens have that the people who they elect to office are representing them. And the evidence shows that less than 10 percent of Americans in a Gallup poll believe that their elected representatives are actually working in their interest. That's a dangerous place for a democracy."
for,"You know, one of the benefits of all this new regulation and all these new laws that we've had basically since the mid-1970s is we've been able now to track how attitudes about government have changed. And what has been found is the states that have the strongest laws, the most restrictive contribution limits, the people have no more faith in those governments than the states where there are unlimited contributions. This has no affect in the people's opinion about the appearance of corruption or the corruption of policies at the state level. So it simply doesn't work. If the idea is that people are going to have more faith in their government from these restrictive laws that are very complicated, burden speech, and prevent grassroots groups from forming easily, they simply don't work."
against,"On that, I think we have to recognize -- it's not a reach at all -- that there is, in this, a fundamental difference between the federal government in Washington and what is happening at the state level. The federal government has this enormous power. TheLibertarians in the room will be happy I'm saying this. But it has this enormous power over the purse, the tax system, the way much of American life works. And so it makes sense that if you were seeking a major tax break, if you want your aircraft carrier bought, the big money that you would be trying to influence what Congress does, that, it seems to me, is why we see the amount of money being spent on federal elections, and it's vastly more than is going to be spent in state elections, because the benefits of that extra money, if you get your aircraft carrier, your special tax break, the bill that hurts your opponent and saves you, that's huge for the interests that need that."
for,"Well, I would agree that we need to have more clarity about what's permitted and what is not about fundraising, candidates, and these single-issue PACs, and, I think, single-issue -- single-candidate super PACs. And I think part of the problem is no one has asked the question whether a candidate can raise money for one of these single-candidate PACs. My view is the candidates cannot do that, and they should not be doing that. And I think it would be helpful if that was made clear. But the laws --"
against,"So, just to be clear, do we have agreement on this panel that there should be more regulation of"
for,"Well, I -- this is part of maintaining the independence. I don't have a problem with that because I've said I think independent groups -- I think Americans should be able to get together and independently of the parties and the candidates, be able to speak about where the country should be headed, what candidates should be elected or what candidates should be defeated. These are the rules that exist today. I think a lot of people say, oh, there really aren't any laws against coordination. I mean, the idea that someone used to work for a candidate, it wouldn't be surprising that they would support the candidate. They probably worked with them. They've seen the candidate as a good person, maybe a good leader potentially. It wouldn't be surprising -- -- they'd want to get involved."
against,"Well, I heard David say -- -- it gives me great hope in the outcome of the debate because I heard him say that there are rules in place. We may need more rules, and that would seem to support our side of the proposition. But let's talk about the rules that are actually here. You know, David -- I think David has to say that it's important that these groups be independent because the Supreme Court said, in allowing these independent groups to exist, that the reason they wouldn't corrupt and therefore could take unlimited money, they're totally independent of candidate and party committees. As I think Jonathan did a good job of saying, totally independent of candidate and party committees? You do have former campaign aids, lawyers, fundraisers for the candidates running these things. Unfortunately, one of the few times the FEC has not dead locked in the last couple years was actually agreeing that candidates could raise money for these super PACs as long as they did so within only limited amounts. We have incidents this year of the candidates traveling with the principal funder of a super PAC, candidates thanking the super PAC when he left the race saying he couldn't have done it without them. This seems to me not to be totally independent of candidates and parties."
for,"-- get rid of these limits on contributions to candidates then you can raise whatever money you want to raise for your own message, and you will be responsible for your own message, and you can't play this game of saying, oh, we can't coordinate. I can't talk to them. And you have to be responsible for your own speech. That's not to say that you get rid of the genuinely independent voices. But I think if what you're worried about is this sort of sneakiness, you know, it's kind of like, you know, a prostitute who pretends she's an escort, or you go into a head shop, and they got all these fancy water pipes, and it's for -- you know, for use only with tobacco or other legal herbs. And you might say these are very dishonest people. But in fact, it's bad laws that produce that kind of dishonesty. So we've got bad laws we should get rid of."
against,"Can be, yeah. And again, as Trevor indicated -- the Supreme Court actually didn't do a terrible job with this when they addressed the question in Buckley, to say there are different considerations when you are speaking yourself that has a stronger interest than when you are giving money to other folks, when you're making a contribution. And so the limits and the rules that you put around that have to be appropriately tailored to how strong the interests are. Well, I mean, the answer is, of course. When you're talking about the First Amendment and political speech, you're going to have a free speech issue when you are regulating money in politics. But that doesn't -- that just starts the question. It doesn't answer the question. The Supreme Court itself, in Citizens United said government can't choose among speakers. Listeners have the right to hear every speaker. The government's role is not to decide who speaks. Great absolutist language. The next case that comes along is a group of foreigners who say, good, I want to speak. I live in New York. I happen to work here. I'm not a U.S. citizen. There's a law that says I can't speak. People should hear me. It's a First Amendment right of the American people to hear me. The court throws them out on their ear. So this is not a clean-cut issue. You look at this in balance among other things, as the court has done: The integrity of our government, the importance that people have confidence in the decisions beingmade, and then you look at where the money is spent, how it is disclosed, what we know. Those are all aspects of this."
for,"Well, I mean, this particular exception was just kind of pulled out of thin air. But there are other kinds of restrictions like those that prevent fraud. I mean, that's a kind of speech restriction, but it has to do with preventing a right violation. And other -- you know, other exceptions like obscenity that I don't necessarily agree with. But I just never -- have never bought this particular argument. Seems invented from whole cloth. And I want to say one thing in favor of disagreeing rich people. Is that how you put it, I mean, don't knock them. I mean, first of all, you have people of more modest means, as David pointed out, who can pool their money as a result of having super PACs. But there is something to be said for disagreeing rich people. You've got billionaires, you know, who favor Democrats, and you have billionaires who favor Republicans. You've got a bunch of rich guys who got together and put together a group called ""The Campaign for Primary Accountability,"" which I love, because what they do is they go around the country. They look for entrenched incumbents of both parties, and they target them for defeat. And I think this is a great thing. And just to give you one example of what most people will consider to be a progressive outcome, there was a congressional race in Texas where Sylvestre Reyes, who was a long-time congressman, very comfortable, terrible on the war on drugs. He was challenged by a guy named Beto O'Rourke. I think that's his name. He's a former city councilman. And he got help from the campaign for primary accountability. And I don't know how much it helped him, but it presumably helped him somewhat, and he won. So you now have a guy who is written in favor of legalizing marijuana, written a book about it in fact. It says we need serious drug policy reform, replacing a hard line drug warrior. Both Democrats, right? So that's an example of how rich people -- disagreeing rich people can -- can aid progressive causes. And of course in the Republican presidential primaries, you had Rick Santorum and Newt Gingrich -- these are not the greatest examples, but they did hang in there a lot longer than they would have, thanks to rich guys who gave money to super PACs supporting them. Mitt Romney had challengers who were different in some particular ways from him, not identical, in some ways better than him on certain issues, you know, it's not a great group to pick among, but -- -- but it -- very clearly they could stay in that race. That race was more competitive than it otherwise would have been, thanks to the super PAC money."
