side,script
for,"Well, there are a lot of debates about the amount of delegation we can give to administrative agencies, et cetera, but that actually doesn't come into play in the examples that we were talking about here that I gave earlier. And he talked also about how, you kno w, the King vs. Burwell case, the difficulty in interpreting what, ""an exchange established by the state,"" means. I'm talking about clear examples where the law says, ""This law is going to come into effect on such and such date,"" and the date has been actually changed, or the --"
against,"No, it's often true that Congress includes statutory deadlines in the way it imagines that a law will be rolled out. In the case of Obamacare, as the law was rolled out the administration realized that there were complexities that made it difficult to impose some of the time constraints that Congress had put into the statute. Now, it turns out -- So the Affordable Care Act, Obamacare, which provides for national exchanges and in theory affordable health care for all, rolled out over a period of a couple of years. And, as Carrie says, the statute include d a number of targets. Times when certain parts of the law were intended to go online. Now, not all the parts of the law actually went online at that time. And it is, in fact, very common with respect to the Clean Air Act, with respect to the workplac e safety laws. Going back decades, almost every time thatCongress enacts a large ambitious social program, the administration has taken longer to roll that law out than Congress had initially anticipated ."
for,"Yeah, but he -- and he didn't even just move the law, that one -- once, he moved it three times. And that is just to give the broad picture. There's not enough time. There's -- 15 times he changed deadlines in the statute, seven different provisions that he had given up subsidies that weren't authorized, you know, seven different progra ms he invented new waivers for. It says, ""These territories aren't covered --"" There's so many ways he's changed this law, it's almost hard to count. If we had elected Mitt Romney last time around and Romney had suddenly decided that the employer mandate doesn't have to be enforced, the individual mandate doesn't have to be enforced, we're going to have a whole bunch of new waivers that weren't inthis, people would be screaming bloody murder. They would realize that the Congress passed this law, it has to be enforced. Just because President Obama was in favor of the law doesn't give him the right to come back and, yo u know, concoct all of these exceptions in order to try to make it less politically palatable when it comes to enforcement."
against,"Yeah, I mean, the problem is that the other side here is taking this 18th century conceptio n and trying to impress it on the 21st century. What's going here is the Congress produces these massive statutes, hundreds of pages long, which are supposed to solve very difficult social problems. These statutes will have dozens of deadlines in them, sometimes even hundreds of deadlines in them. Dodd -Frank Act had something like 220 deadlines or regulations that were required. And Congress is guessing, you know, it ’s saying, ""Well, you know, this is what we would like you to do. Please try to do i t."" And the -- and presidents of all type, from both parties, they implement these incredibly complex programs. Sometimes they hit deadlines. Sometimes they miss deadlines. Sometimes they adjust things because they don't work properly.  Now, you have to use common sense when you evaluate the president. If the president is trying to advance the goal of the statute, then he's clearly not usurping Congress's power. He's simply acting with more information in light of changing events, in a way that Congress could not anticipate. The problem with the Mitt Romney example is it merely brings into mind somebody who would deliberately subvert the statute. If a president deliberately subverts a statute by ignoring deadlines or whatever it is that are actually essential to the operation of the statute, then at that point you can say, perhaps, that the president is usurping Congress's power. I cannot think of a real example where that's happened in recent history because presidents are re latively conscientious about rolling out the statutes-- I should be able to defend myself. So, let's take two quick points. Immigration law. Congress passes a law, deport 11 million people. Congress passes another law. ""Here's the money to deport 400,000 people."" These laws are at a contradiction. The president has to figure out what to do. What he does is he makes priorities, which is what the president's supposed to do. Second point, President Reagan comes into office on a deregulatory agenda, a deregulatory political agenda to use Michael's word. First thing he does is he issues an executive order, 12 -291, which says that all agencies should do cost benefit tests when issuing regulations. This will have the natural effect of limiting the number of regulations that the agencies will issue. And in addition, he cut bac k on antitrust law and other types of enforcement. Now, what was going on here is that the president was using delegated policy -making authority that he had received from Congress over the decades. He was doing that legitimately because Congress had give n him the discretion to do those things.John Donvan: All right. I want to go to questions. There are a few other things we have not gotten to, the matter of recess appointments, the matter of making war. If any of your questions want to go to that, I would be extremely grateful, but you might also have your own idea. So if you'd raise your hands, again, I need you to ask a very terse question. I'm going to be pretty tough about that. Make it a question that comes down to about 30 seconds. And I'll come -- I'll start right down here. And if you stand up, a microphone will be brought to you. And if you can tell us your name."
for,"Yes, that's -- that is the effect. But actually, that's part of the intent of the Constitutional design, that the president isn't given just a broad authority. The Congress certainly knows how to give that flexibility and some of this delegation to administrative agencies i s how they deal with it. If they think there is going to be an issue that's going to need some tweaking, they can m ake a broader language within limits. But that's not how our Constitution sets it up. It doesn't h ave an escape clause for if the law turns out it's not working a s intended or if the law turns out that people don't like it as well as theythought or there's just speed bumps, as you said. It simply isn't the Constitutional system."
against," I agree completely. And that's exactly why Congress in the 1930s started to give more power to the president and that's why the Supreme Court in an unbroken string of precedents over the last 80 -odd years h as supported that vision of the Constitution. C ongress passes statutes that say things like, ""Clean up the air to protect public health,"" or ""Regulate communications in the public interest."" That's the standard given, and it confers tremendous policy -making authority which makes for a more flexible, responsive policy -making process, a more democratic one."
for,"The administration has taken the interes ting position that the war against ISIS is authorized by the AUMF, the authorization for use of military force that George Bush was given by Congress to fight al -Qaeda on the theory that ISIS, even though it's a competitor and in some ways an enemy of ISIS is in fact an offshoot of ISIS. You know, President Obama, after asking Congress to repeal the AUMF, has now used it not only to fight an entirely new organization but to move from Iraq into Syria. I didn't mention this as an example because I don't think it's entirely clear- cut. There is in fact an AUMF out there. Eric made the argument that you can stretch the language to include it. President Obama is apparently rather uncertain as to whether he has this authority or not, but he hasn't be en willing to go to Congress and have an honest debate about w hether we should be engaged in it. The Supreme Co urt has consistently said that appropriations are not a substitute for authorization of the actions ."
against,"So as Eric said, we didn't use the word ""abdication,"" and for good reason, because, well, legally, the Supr eme Court has, since the 1930s, sustained the notion that it's lawful for Congress to delegate important policy -making power to the president for just the reasons we stated, Congress lacks -- as a deliberative body, lacks the capacity, doesn't have the tim e to answer all these questions itself, and it also lacks the expertise to do so. And that means as a social matter as well as a legal matter, it's a good thing that Congress has the authority to delegate this power to the president."
for,"I think I definitely agree with that. I mean, our system is broken in many ways. The idea was to have these checks and balances that were supposed to work against each other so that the institutional interests of Congress would be working agai nst the institutional interests of the president. And they would each be kind of policing those boundaries. And that is supposed to help us maintain the system. It doesn't allow tyranny to take over, right? I hope I'm not sort of veering into T yran nop hobia. But our challenge is -- But our challenge is that now -- and maybe even in some ways it's the political parties have become too -- too committed perhaps to defend ing their own party rather than defending their own institutions. So you'll have, in cases of both Bush and Obama, I think, their partisan interests of the members of Congress will defend their own president's party rather than actually standing up for those boundaries. We used to have people -- I mean, Senator Robert Byrd was known as a real institutionalist who stood for the interests of the Senate, not just the interests of his own party. And unfortunately, there aren't that many people l ike that anymore. So it's important for us to remember what those boundaries are, and, you know, help to remind the government. We need to have people policing these boundaries -- See, I think the way our system works is that we have institutional checks. The courts are an institutional check. Congress is an institutional check. Ultimately though, it is going to be the public that is the only real check. And as long as our members of Congress and our judges do not believe that the American people care about checks and balances, then they are not going to be very motivated to do this. And I think that the public has a very real role, not a direct role, but a powerful real role in motivating our political system to care again about the way in which our government is structured."
against,"Well, I'm glad to hear Michael quoting from my book again or paraphrasing perhaps. One of the arguments in the book is that it is, in fact, the public --"
for,Love the book.
against,"-- pardon -- the public -- yes, good -- the public and the press and the party system to some extent, they're all of these institutions that have arisen which control the president, that make sure that the president doesn't go too far. And then there are -- of course, there still are real institutional constraints. Obama did not get everything he wanted from Congress. Bush did not get everything he wanted from Congress. No president has gotten everything that they want from Congress. Bush, Obama, previous presidents have frequently found themselves thwarted by the courts, not neces sarily the Supreme Court, it could be a lower court as well. So the -- there are a great many constraints on how the president can behave. Michael McConnell:But may I just say why -- the only thing I disagree with Eric's book about, I mean, much that -- a lot of it is really very good analysis. But Eric believes that law no longer constrains the executive and should no longer constrain it. But the ""unbound executive"" means that the executive is not bound by law, still bound by a lot of things, culture and politics and so forth -- I think that law is a very important part of the constraints on the executive. That's not -- it's the -- the argument of the book is that the traditional system of separation of powers as it existed in the 18th century has lost the force that the founders wanted."
for,"I haven't heard the question yet. Well, of course we're in a different world, but we're in a world where it is as important as ever to make sure that our -- the elements of our government operate according to the limits. It is so tempting -- you just loo k around the world at the Putins and the Chavezes and the Berlusconis in Italy. We have seen so many countries taken down the road of executive unilateralism, and it is not a good thing. Yes, the world has changed, and it's given --"
against,"18th century, population three million, homogenous population, people lived and worked on farms, small towns and states could do all the law and all the administration that was necessary. Today, population 300 million, global economy, global defense needs, the states can no longer handle this administratively. You need a national government to do this, and you need a strong leader of the national government to run the government."
for,"I think we still have a government of the people by the people for the people. The government still should have its powers limited by those given to it by the people in the Constitution. And so, well, yes, things have changed. Those limits are still necessary. And you know, maybe if the government does a few -- some fewer things and doesn't invade so many aspects of American life, they would actually have time to achieve all of it. But I think our constitutional limits certainly are still there. And even if w e don't need it anymore, the question still stands. Did he usurp the powers of the Constitution? "
against,"The question is, ""What are those limits?"" And there are two views on the table. One is the view that we should adopt the limits that we had in the 18th century, with all the facts that Eric said. The other is that we should have the limits that the Supreme Court has endorsed over the last century, acknowledge the realities of today. And all of the examples that we've talked about have all been examples, really of democratic responsiv eness by the president to w hat the public wanted. That's what Carrie started with -- the idea that we should listen to the people. And that supports our position."
for," Have you ever w ondered why we go through all this trouble of having elections every two years for our Congress and four years for the president? It really would be a lot more efficient, I'm sure, to just give all the power to one person. They can make the laws. They can execute the laws, et cetera. But the reason our framers chose not to do it that way is because they had experienced what happens when you have all that power concentrated in a single government. Their belief was that it leads to tyranny. And t hat's why they created the Constitution, with its separate checks and balances, because they thought that was the best way to preserve our liberty. When we're talking about these constitutional powers, it's those same powers that applied Washington, applie d for Lincoln, applied for Nixon, Bush, and Obama, and they're the ones that are going to apply to Hillary Clinton and Donald Trump. Hillary Clinton has already said she is going to take President Obama's executive orders for immigration and go even furthe r with them. Donald Trump said essentially the same thing. He's going to use executive orders too, except he said he's going to use them much better and they're going to serve much better purpose than what he's done. So, I don't know -- they're going to be gilded or something. But the problem is, President Obama did promise to restore the constitutional balance between Congress and the president, but he didn't. He was tempted by the power of the office, by the expediency, or just -- in his mind -- by the greater good. I think there's a lot of people here who do think, ""Well, maybe this isn't working.  That may be true. Maybe we do need to amend our Constitution. Maybe we need to change it to -- in some ways."" But even if we think this, you don't have to show that our country has devolved into tyranny to acknowled ge, confirm the proposition of this debate, because I think it's clear from w hat we talked about -- the rece ss appointments we haven't even had a chance to discus s. I don't think they rebutted anything I've said on that -- and the appropriations the president has clearly overstepped his bounds, including re -writing the law, the authorization of war without Congress, et cetera. Because the president has done so repe atedly -- he has usurped the powers of Congress -- I ask you to vote yes in favor of the proposition."
against,"So, when I was a brand new lawyer, fresh out of law school, I interviewed for a job in the Department of Justice, in a little unit that spent its time investigating municipal police departments. And the year of my interview was 2000, right in the middl e of the George W. Bush/Al Gore presidential race. And in the interview, I recall vividly asking the lawyer what would happen to the work the unit did if Bush won the election rather than Al Gore. And he was a little bit annoyed. But the reason I asked him was exactly the reason why Eric and I are here tonight, arguing against the proposition. It was because I knew that each presidential administration comes with a mandate from the people and a set of priorities that might be different than the last preside ntial administration. And that's a crucial point, right? That's what gives an administration the power to pivot, to focus on issues that are socially important in the moment. That's why the Justice Department t oday has recently been able to reinvigorate it s investigations of local police departments after the events of Ferguson and Baltimore and elsewhere. T hat's democracy, it's not tyranny, and that's why you should vote against the proposition."
