side,script
for,"Well, I think I've said what I wanted to say on this, and there's no doubt, whatsoever, that Ben Bernanke has not changed his position. He's not recanted . The opposition are trying to suggest that he's undergone a complete volte -face which is total and complete nonsense . Now, of course, there are different sorts of QE . There are different stages in QE . The motion doesn't say, by the way, ""This H ouse Believes That Central Banks Can Print Prosperity Limited to QE1 or 2,"" or whatever. It says, ""Central Banks Can Print Prosperity."" Why are you narrowing it down to some particula r episode?"
against,"Because --Roger Bootle: To distort the debate? Well, first of all, I want to have a good debate . So let's -- Yeah, but -- no, but I -- but let's look at the numbers . I mean, what we're -- if you really want to talk about QE, the stages of QE, the first stage of QE that was th e, ""Let's put out the fire,"" stage of QE ended in basically -- in 2010 . And we've gone on - - we went on for four more years . And so, I think, from a time perspective and from a money printing perspective, the vast majority of money printing happened when we all agreed that the crisis was over and the central banks around the world have begun to try to stimulate growth and stimulate employment . And I think that's where we've seen -- -- massive distortions -- -- and massive opaque Wall Street subsidies."
for,"If this were a Woody Allen movie, Be n Bernanke would walk out on stage now, I think . That would be actually quite good. John Do nvan: -- It's certainly straightforward . It's very straightforward. This is a debate. There are rules . There's a motion . The motion is very simply -- I -- let me -- I'm answering the question. The last time I was here, John, you cut me off at a critical moment a couple of years ago . So, let's not go through that again . The motion is -- That was -- oh – ."
against,"-- playing chess . Okay? And I say a queen is more valuable than a pawn. And you show me a position where I can sacrifice my queen and save the pawn . Say “See ? Pawns are more valuable than queens.” Okay ? They have found a position which we all agree with, that we need to bail out the banks in a crisis, okay ? We -- you can let them hijack the debate and have the point. We agree with the point . Nobody debates the point. Some crazy guys, you know, in the Republican primary might debate the point . I don't know. Nobody --John Donvan: I have to -- I have to -- What we're really engaging in -- -- is money printing -- -- to create growth. We agree with the -- Every time.John Donvan: In your very technical, dry sense of the motion, they just lost because they said it worked that one time . Okay. You can go ahead and do that -- If you let them hijack the debate. And the reason they're hijacking it is because it's really tough to -- -- defeat the other --"
for,"Well, first of all, on this point about the money still sitting on the books of the banks -- this is a simple theoretical point you've got to get clear. The banks can't get rid of the money. Whether the policies work ed or not work -- the money is going to sit there on the books of the banks . So, you saying, you know, the money is sitting there on the banks' bo oks means nothing whatsoever . Now, on the point where -- .John Donvan: I just want clarification from what he means by it. It means nothing whatsoever ? You have 30 seconds, and then we're going back to Roger."
against,"Give me something. All right? trillion dollars in the U.S., of 4 trillion has been printed and is sitting in the banks . And actually, the banks are making, right now, about $8 billion a year just by banking at the Fed. So there is a -- there is an actual consequence . There's some bonuses going out because of it, at a minimum."
for,"Well, this is just basic monetary economics, I'm afraid . The banks collectively cannot get rid of the stuff. Bank One tries to get rid of it by betting down for deposits or lending it or buying securities . What does that do ? It passes it on to other banks . There's no way that the banking system collectively can extinguish the money . So simply saying that the money's still sitting on banks' books does not advance your argument at all."
against,But there's very few ways to measure this.
for,"No . Now, the notion that it hasn't worked very well, it certainly hasn't worked perfectly . I must say, it would be a rather strange expectation, I think, to have a broken financial system . You pump money in and whoosh, suddenly everything works perfectly . Of course, it didn't work perfectly . But in looking back at the evidence, y ou’d think thatAmerica was feeling recession . In fact, what happened is you've had a pretty decent recovery . You've had millions of jobs created . Okay. There are bankers that have earned obscene and absurd amounts of money . And I am no defender of that and I'm pretty sure Simon isn't, either . But you mustn't conflate these two. Just -- just because the central bank has created money that hasn't automatically gone into --"
against,"I think we can measure how much money has been used. It's very easy, and it gets to the question of prosperity . One is to look at business investment as a percentage of GDP . It's been tepid. We've seen no rebound . In it, it has gradually come back slowly over seven years . If this works, quantitative easing, or fiscal stimulus, we should have seen a rebound . We saw no rebound whatsoever . We can also look at mortgage lending as another example, which is what banks predominantly do . Mortgage lending is way down from where it was in the past . We can look at business lending from the banks . There hasn't been a lot of business lending from the banks . And so by real measures of the economy, we know that the economy is down. And it's not like we saw in normal recessions, a rebound and then growth. We went down unusually to a very low base, and we have had be low average growth from that base onward . So we have seen no rebound off the lower base . And if you're going to make the argument that quantitative easing will create more lending, it will create more business activity, it will stimulate business investm ent all the things that create prosperity, you have to show some evidence that in fact it has accomplished that. But we have seven years, six or seven years of data that we can look at, and we can see –"
for,"So now I think Ed is conceding the substance of the motion to us. So -- so let me explain . Let me explain why . Let me explain why . Let me explain wh y, John . So we agree -- he just stated very clearly, that there has been -- or he said -- he discussed the consequences of the greatest financial crisis since the 1930s . That it was the crisis that brought down investment that brought down employment, that destroyed businesses . I would remind everyone that in the fall of 2008, there was no credit to be had on reasonable terms for almost anyone, individual or firm in this economy . And that was the financial crisis . The response to financial crisis, Ed m entioned lender of last resort. What that means, and I think we would agree on that is, when you lend to firms that are about to fail . So specific lending to specific firms . That was part of the response in 2008 . But the real response was to push back and to resist the collapse of credit . This is where the printing of money -- so the printing of money, the creation of money that goes into the financial system, eases credit, makes credit more available, lo wers interest rates of various -- m ak es it possible to get a mortgage, makes it possible to have a credit card, take out a student loan. All of that comes from the monetary system and the financial system . And the response at the Federal Res erve is what Andrew was doing, and he was worki ng very hard on, and I know it was frustrating, and it didn't go as well as it might have, but it was the biggest financial crisis since the Great Depression."
against,"So I want to make a really sort of pragmatic point, because I think a lot of times when you have debates like this, you get into high theoretical, very well intentioned debates . But I want to talk about the actu al transmission mechanism. I think Ed made a really good point, which is that you actually – s omeone has to explain how quantitative easing works . And when I was in the Fed, it wasn't just that I was losing hair or getting frustrated . It was the reality t hat what we were seeing was we were pumping a lot of cash into the big Wall Street banks with the intention, potentially, of credit easing, of improving the credit conditions for the average American . And what the banks were doing instead and what they've continued to do over the last seven years, effectively, is to use that cash for their own speculative purposes . And so in terms of the actual knock- on impact and knock -on benefits to the man on the street, those did not actually manifest themselve s. So if you look at that -- I have a couple of facts . So basically, over the last seven years, you've seen the big Wall Street banks basically increase their lending from 7.3 trillion to 8.1 trillion, so about 10 percent . And you've seen them actually just increase their bond holdings, their speculative bond holdings from 2.1 to 3.7 trillion. That's 75 percent. And that's not even the stocks that they're buying and the that they're buying."
for,"Yes, the fact that the banks have used some or even indeed all of the money to buy bonds doesn't prove anything at all, frankly. It doesn't negate the transmission mechanism of monetary policy whatsoever . In buying bonds, adding to the demand for bonds in the market, they've raised the price of bonds, lowered the rate of interest on bonds . And of course, they bought the bonds from someone or other. And that's pushing the monetary impulse all the way through the economy."
against,"I f the price of credit is going down, and they're not lending on some level, again, we're seeing that there's not a -- we're pushing -- pushing on a string, right? I disagree. -- not able to be done on consumption or on investment. I disagree with both these guys . What makes lending easier -- what makes lending easier -- I'll take it . What makes lending easier is corn in the silos, not printing IOUs, okay? You can print all the IOUs you want, and they're going to sit in the bank unused, the money, the real savings, are sitting in the bank . They haven't been loaned out. They haven'tbeen used to fund business investment. They hav en't been used to increase mortgages, to raise construction . We see no increase in construction what banks traditionally do . Okay ? It's not printing IOUs that makes loans cheaper and easier to get . It's having real savings and a real economy . It's not accounting. Accounting can facilitate it in weird ways like, for example, in a financial crisis, when everybody's grabbing their money trying to withdraw it from the bank . But on an ongoing basis, what the Fed has tried to do over the last s ix years, okay, is print IOUs. It hasn't created a nickel of bushel of corn in the silo . It has not made it easier or harder to lend."
for,"Yeah . Ed, are you in favor of the gold standard ? These are --"
against,"But, no, of course not."
for,-- exactly the gold standard --
against,"This is another example of setting up the silly strawman and trying to debate against a strawman . And the reason for it is -- -- because they can't defend QE -- -- beyond their bank run. So what I would say -- I just have a very quick response to that which is, again, if we want to talk about the knock- on impacts and the real numbers, since 2008 in America we have a 70 percent consumer spending economy, right ? We all know this. In America, over the last seven years, the rate of growth of consumer spending has been 1.7 percent, which is the most anemic consumer growth on record in the history of the United States . So to the extent that we not only have fiscal stimulus, but we actually have had massive money printing . Apparently, it's not really trickling down to the people who are actually buying things."
for,"These are very cheap, rhetorical techniques . I'm disappointed that a New York audience would fall for this . Anyway… So we -- the economy collapsed . The economy -- we had a very deep financial crisis --"
against,"If it would have worked, we would have seen a rebound like we see in every other recession -- I do not a gree with that. I think it was -- I think it actually had basically no impact . And -- but -- and I will even say the Fed itself -- S imon Johnson : Zero impact, quantitative easing had zero impact . Now we'r e getting to the real question. During QE2, the Fed actually changed the rationale for basically what it was doing . It stopped talking about credit easing because it actually wasn't stimulating credit creation to buy your Apple iPhone . It started talking about the fact that it was generating a wealth effect, that it is actually -- by pumpingmoney into Wall Street banks and seeing all of these speculative investme nts, it was actually --and buying assets itself, it was actually increasing investment demand for assets, and pushing up prices of all assets, all the stock markets, all the bond markets. And basically that's been the argument of the Fed basically since QE2 started . And, ultimately, I would argue that reflects partially the failure of QE1 to do what it was supposed to do beyond stabilizing the banks, and, two, it show s you basically where there's much more distortionary effects basically over time . And we can get into that."
for,"Andrew, are you saying quantitative easing had zer o effects on the economy?"
against,"No . What I would say is that it actually benefitted the Lloyd Blankfein and Jamie Dimons of the world, and I would say that actually in -- if it actually did make any impact by increasing stock markets in the U.S. in which 20 percent of Americans own, the top 20 percent own 80 percent of stocks or where it actually potentially is increasing i ncome ine quality , and it's potentially where savings rates have -- you know, where all of us -- our savings accounts are basically at zero. McKinsey has estimated has actually penalized average Americans over $400 billion in forfeited savings on their savings a ccounts. So I would actually argue maybe it's actually hurting the middle class and obviously disproportionately benefitting the rich and the banks."
for,"Well, I think what it did was it helped to make credit more freely available . It boosted confidence and activity in the financial system . And the process of that boosted probably both consumption and investment spending . In other words, it strengthened the forces of economic recovery i n the country. Now, that hasn't been a benefit to every American, but look at the number of jobs created . You've got to take a view on what the situation would have been like without this assistance . As Simon said, we'd experienced the worst financial c risis since the Great Depression. We've had a recovery . During that process of recovery, what's the policy been? Actually the policy has been not just to keep interest rates very low but to pump money into the economy, and for all sorts of w ays, which is there in the textbook, which has been explained this evening, that policy works to increase the flow of credit, increase demand in the economy . The previous question was exactly right . The point is about demand, not supply . With increased demand that enables the economy to grow more strongly."
