side,script
for,-- or they fall.
against,"I'd love to take on the topic of inequality. I think there is way too much inequality in this country. If you look at the top 1 percent, it gets about -- -- the top 1 percent today gets about 20 percent of the income. One thing Jared has been doing is he's been referring to the period 1973 to the present. It's really important to unpack that period. From 1973 to 1990, there was very little growth of grade with developing countries. The growth of trade over that period was with countries just as rich as the United States. And we were selling things like cars back and forth to each other, the same type of stuff. Since 2000, trade with developing countries has exploded, particularly trade with China. Now, let's go back to that top 1 percent share. It doubled before China entered the WTO, from about 9 percent to about 20 percent. Since then, it's risen by one percentage point. If you look at it after taxes and transfers. It's share off the top 1 percent has fallen by 1 percent. Economists who study an equality widely know that the fastest period of increasing inequality was in the 1980s when we weren't trading very much with Mexico. We were trading barely at all.  First of all, two things. Two things here. One I think correctly measured real wages are higher. The idea that people are worse off materially than they were in the early 1970s I think is absurd if you look at the set of material goods that people have today compared to then. But second of all, even if they were, that doesn’t prove it was trade. That's what I was just getting at, John. That the period of expanded trade with developing countries is not the same as the period of very rapidly rising inequality and sometimes that calls into question Jared's causal link between trade and the statement about the working class."
for,That's okay. The hourly wage numbers are as I recited them. that's not controversial in James.
against,You can use -- if you use CPI --
for,"James acknowledged that. The reason why middle-income families have higher incomes now in many cases is not because they have more wage growth than I'd said, I've just given you the statistics, it's because they're working a lot more hours. They've compensated for stagnated wages with more hours of work. Now, that's not necessarily a bad thing. A lot of that comes from more women in the workforce, which is a very positive advance, but it's -- the wage stagnation is a real factor that's at the heart of our case for undermining the middle class. Now, the 1980s was a period of large, big, negative trade deficits that put our manufacturers in competition with workers in other countries who weren't necessarily from developing countries, I agree with Jason's point there, but we were on the losing side of that competition as is demonstrated by the trade imbalances of that period."
against,"I want to come in because again, this is part of the issue we're having. We keep conflating the stagnate wage story with globalization. Let's look at some of the other factors that are driving the pressure on wages affecting American families. We know that, for example, the labor share GDP's been falling cross advanced economies including the United States and lots of careful studies that have been done, including a recent one by the IMF that's looked at what's been driving the declining share of wage income in the national income and it concludes that half of that is probably technology. The portion of that that's only attributable to trade is at best a quarter. So, that's one factor. Then you've got the other factor that's going on which is the fact that productivity for a very long time we used to count on the fact that whenever we had productivity growth you'd have wage growth. That has not been as true recently as has been historically. So, wages aren't quite growing up as much as productivity does. So, we have to look at all these factors."
for,"Well, it isn't just globalization, but the question is -- and the question isn't whether globalization is the only factor that has undermined the American working class. It is whether globalization has undermined the American working class and what Jared and I would argue is that there are a lot of factors, as you say, and we would agree with that. A lot of factors that happen at the same time, the technological innovation, the attacks on unions, the regressive changes in the tax code, the failure of American business to invest in infrastructure and in skills, but a lot of those things, what I would argue is you can't separate them and as Jared said before when you look at -- even if you look at trade and technology, if you are beset by imports, you're a business owner in the United States. You're producing something and you find that cheap imports are flooding. One response is going to be to automate and to shift away and so you can't take apart automation and globalization so easily and also, I would argue that multi-national corporations have used the power and the wealth, as Jared said, that they got from trade agreements and globalization they used that power and their bargaining power to attack unions and to undermine minimum wage and to erode living standards in a whole slew of ways."
against," Globalization brings benefits. Globalization brings costs. I talked about some of those benefits. When James and I talk about it being small, we're not saying it's a small cost; we're saying some of the costs that people identify are relatively small. To give a sense of how you could do -- measure that, the Bureau of Labor Statistics used to do a survey every year of how many mass layoffs companies conducted, and they went and figured out the reasons why companies conducted those layoffs. They found that 3 percent of them were because of trade, because they'd moved jobs overseas, because they had closed because of trade. Now, if that was the only thing that trade did, and trade was 3 percent of the mass layoff problem, and there was nothing else to trade, then we would join the other side. But our point is that when you're talking about the downsides, that's on the downside. That's one way of quantifying it. To do that upside-downside again, there is the study by David Autor , et al, that Jared cited -- excellent economist. 2.4 million manufacturing jobs lost to China from 1999 to 2011. The way they did that study was they looked at local areas and figured out which areas got more imports. And the ones that got more imports lost jobs. Another economist -- the head of the National Bureau of Economic Research Trade Program -- the organization Thea used to be on the Board of -- used that exact same thing, but he looked at local areas that increased exports and asked what happened to jobs there. And then he added up the two, and you came out 700,000 jobs ahead -- that's labor demand; other stuff is going on in monetary policy -- because of trade. So, absolutely. 2.4 million jobs lost to imports to China. At the same time, many million more created due to U.S. exports elsewhere. After all, when we opened up China's market -- -- the imports went up 886 percent."
for,"There are clearly benefits to global trade. There are clearly benefits to global trade for everybody who takes their wallet out and goes shopping, in whatever class you're in. And that's why I object to the opposition's use of this counterfactual, this other world where there's no trade at all. It's like somehow the idea is that either trade is undermining the working class or, if there were no trade, everybody would be worse off. That's not our point. Our point is that under the trade regime that Thea described in her opening statement, we have undermined the working class such at that their bargaining power, their compensation, their democratic voice has been damaged. It's not the only thing that's damaged them. And by the way, I think it was James a minute ago -- said, you know, ""It's not 90 percent."" Nothing is 90 percent. You can't find any economic causal factor that gets you above 15 or 20 percent in any of this debate. So, that's a red herring. Globalization, as implemented in the U.S., is one important factor undermining the well-being of the middle class."
against,"Well -- Well, I think if the argument is, ""Let's fix how it works -- I think we'd agree with that.""   But that's not the argument. That's not the argument. So, they keep going to the side of ""the way we've implemented it doesn't work."" But that's not the debate. The debate is, who's to blame? I think it's important to actually look at some of the factors. One of the things that's quite striking -- and there was a Congressional effort around -- America Competes -- I was part of the commission that looked at this -- and we looked at, what is changing over the last 30, 40 years in the American economy in a way that impacts workers? There's a bunch of things. One of them is the fact that the amount that we invest in skills and training has actually been declining for a very, very long time. So, we've done things like reduce our investments in skills and training in a way that's affected all workers. We've changed how the private sector largely works. So, you've got these things around -- so, for example, you mentioned unions and so forth. We've done other things, called -- one example is the word fissuring . So, for example, if you are a company that's focused on your core business --which is a good thing -- you then outsource -- even if it's in the United States -- services, whether it's janitorial services and so forth. The career pathways, skills, and ability of those people to do well has dramatically diminished. So, I think, as you think about this, then, all these other factors that in fact probably affect larger numbers of workers because again, I keep coming back, 11 percent of the American work force works in manufacturing, 20 percent work in trading sectors. There's a much larger economy out there that ordinary Americans are working in where they're not facing these things directly and it doesn't work ."
for,"And yet travel around the country and go to those areas of the country where manufacturing used to be a prime mover and I think what you can see is that the kind of trade, the kind of globalization that we have engaged in and I think it's important here that globalization -- I'm going to define it as the set of rules around trade, international investment, immigration. It isn't, you know, whether we trade it not -- it is what rules -- what are the policy choices we made as a country? And I think it is important to say that going forward we can make a different set of choices and that's the argument I would make. I wouldn't say we need to stop trading. We need to stop investing. That is idiotic. You can't in 2018 think that that's realistic that we're not going to trade. What we can say is that as a country we have to make a different set of choices because the choices we've made have hurt working people. They have undermined their bargaining power. We have written these trade agreements that have imbalanced power towards multi-national corporations. They didn't want to export more stuff to other countries. They wanted to move the jobs. They wanted to use these trade agreements as a way of arbitraging governments against each other and workers against each other and they succeeded, and the outcome has been that we undermined America's working class with the kind of globalization that we put in place."
against,"Oh, could I talk a little bit about -- So, let's talk about manufacturing for a second. It's declined enormously in the United States. It's created huge problems for communities across our country. It's also declined, by the way, in China. It's declined in Germany. It's declined in the Netherlands. It's declined just about everywhere. You know, I'm talking about employment right now. Employment peaked in 1979. Does anyone know when manufacturing production peaked? June 29th, 2018. We're producing more than we've ever produced before. That gets to James' point that we're producing it with fewer people. In fact, if you look at the shrinking of the manufacturing sector, in the 24 years before NAFTA we lost 11 percentage points of our manufacturing sector. In the 24 years since NAFTA, China's entering into the WTO and the like, that's stable -- that reduction has been at a slower pace. It's been at 7 percentage points a year. So again, a really key thing, everything James and I are arguing is not that there aren't problems out there, but let's not just say there's a problem, there's trade, ergo trade must be the problem. Let's try to look a little bit deeper as to whether the cause and effect really bears out in the evidence and on the case of manufacturing if we got rid of our manufacturing deficit entirely our manufacturing share of employment would be 1 percentage point higher and that's assuming that it didn't get hurt by all of the inputs to our manufacturing sector that we get from ."
for,"I wanted to make one point about the U.S. versus Germany. So, in the U.S. we have 10 percent of our work force in manufacturing. In Germany they have 20 percent. If we had another 10 percent of our work force in manufacturing that'd be 15 million more manufacturing jobs so I don't think those comparisons should leave that difference out."
against,"I guess I'd say -- -- Jared said, you know, there's no problem -- you know, there's no factor that explains 15 percent of a problem. Our argument is that this is minus 15 percent of the problem. And in fact, I think it's -- by placing too much weight on globalization, we've made these other problems worse. Because if you think our problem is -- with our trade deficit is caused by China, it's not caused by China; it's caused by mistakes that we make here in the United States. And if you think -- if you get distracted and think that steel tariffs are a way to help American manufacturing, as opposed to investing in training, investing in American industry -- I think a lot of the protectionist debate has distracted us from the real problems -- the real solutions, and made these issues worse. Well, let met me --   I was concerned -- I think that there's a tremendous sense of alienation and people feeling that, in fact, the economy doesn't work for them -- that in fact, their future prospects don't look very good, and that where they live is, in fact -- there's very little optimism. But I think a lot of that goes to the broader issues we're talking about, around what is it that's happened to incomes -- the ability to have a living -- an ability to live, an ability to send your kids to school? And a lot of that has its roots in this income stagnation that we're talking about. And the big drivers for that -- let's not forget, you know, a big part of the income stagnation -- we just had a massive recession and a financial crisis, which explains a lot of it. Then we've got these other structural things -- like labor share of income -- that are starting to change the way the economy works. And then we've also got -- one of the things about automation, by the way, which I spend a lot of time on -- if you look at the occupations that are growing versus ones that are declining, many of the ones that are growing look a lot like care work. And a lot of them don't have great wage structures. So, if you look at just this income question, some of it is coming from the occupational skill shifts that are occurring that's creating this sense of anxiety and so forth. And there's -- and part of it has also been a bit of a gendered problem, because, in fact, many of the occupations that have declined have mostly been very male-dominated. And so, you've got these societies of people who are no longer earning the kinds of incomes that they had. So, we have to look at these wider issues. And to simply point to that globalization, just because it happened around the same time --"
for,"I think your question is really important, about the non-economic ways in which globalization has undermined American workers. And if you think about things like dignity, and voice, and power -- and you think about -- put yourself in the shoes of an American worker who's been making a product, who's making an excellent product. Who is incredibly productive, who is hardworking, and yet, his company is going to move his job overseas or her job overseas because there are workers somewhere else who don't have basic human rights. They don't have the right to unionize. They maybe aren't protected by their government. Or maybe even that the company is going to dump the toxic waste straight into the river -- and because the rules that we put in place in globalization aren't doing a good job of protecting us from that kind of undermining and arbitrage, then that is an unfair reason to lose your job. So, we think about the level playing field. The other thing -- you know, I think Jason mentioned about, you know, the steel tariffs, about whether other countries are playing by the rules. When other countries like China undermine the rules, break the rules -- the international trade rules -- by subsidizing, by subsidizing exports, by otherwise intervening in the market in a way that is unfair -- there's no way an American company can survive with American workers. And so, our goal is to think about what are the -- what kind of rules could we have put in place for globalization that would have helped American workers have that sense of agency and of dignity, and that their work was valued? And the other thing that I would say, in terms of power and alienation, is that a lot of American workers feel betrayed by politicians from both the Democratic and the Republican party. Politicians who campaign saying oh yeah, yeah, I care about your job and then when they got into office -- --- they bought -- No, I'm saying when the politicians put in place trade agreements that hurt American workers, it didn't protect their jobs, it didn't protect against unfair trade practices."
against,"Could I just -- could I pick up one -- Off of what Thea just said, she just said when China's breaking the rules. That's because there's actually a set of rules right now that govern things like searches, that govern things like dumping, that govern things like illegal subsidies."
for,"Yeah, but we don't enforce them."
against,"And we can act -- We brought -- Thea, we brought --"
for,That's the problem. We can.
against,We consistently won --
for,We can but we don't.
against,We have consistently won in the WTO when we brought cases. We include rules on child labor in trade agreements and you see big improvement --
for,But we don't enforce them.
against,"--- in child labor in the countries. Those have become more enforceable. TPP had enforceable in a way that NAFTA wasn't, in part because of you. In part because you've kept pushing on the labor. Those labor standards. Those rules are the rules that we're --"
for,"Jared, very quickly, because I want to get in one more question. I'm pretty shocked by Jason's claim that globalization is, you know, he said it's a negative 15 percent meaning that it actually contributed to the well-being of the working class. You know, I cited this number from a widely accepted study that 40 percent of the manufacturing job losses in the 2000s from the China shock were concentrated. This gets to your question a second ago, were concentrated in geographical areas. Those same authors went back and looked at the political implications of that concentration and found that it wasn't people like Thea and I making these arguments that gave us Trump. It was exactly the opposite. It was the elitists who wouldn't allow our arguments to be elevated that allowed Trump to surface. And we have a surplus in services is what you were saying. Yeah, yeah. I mean, I -- I don't think there's a problem with that and it is I think one of the areas in which the U.S. does have a comparative advantage, so to speak, which is that we do a very good job. Also, you know, incoming foreign investment I have no argument with incoming foreign investment. I have no argument with trade and services. The question is whether we're regulating it appropriately, whether we have the right set of rules in place and one argument I would just make quickly about services trade is that we actually need more rules. Like, for example, in movie making a lot of countries subsidize movie making or TV exports and so on and we don't have any protections against subsidies in the service sector trade as we do in manufacturing and so that's an area where the trade laws could actually be improved to do a better job protecting that trade. But I don't think that undermines our argument in the least bit."
against,"I was going to add one -- Jared keeps citing this careful study. I think he's referring to the work that David Auter and David Dorn did. I'm struck by a particular quote that I've just found I'm going to read to you by David Auter. He says, ""Over time automations had a far bigger effect than globalization and would have eventually eliminated those jobs anyway in the long run."" So, I think as we think about the particular impacts I think we underestimate the impact of automation in particular, especially since we care about the American working class. Let's look ahead a bit. What's automation and technology going to do to the work force over the next decade or two?"
for,We're not debating that today.
against,"Yeah, but we're having -- but it's important because if we're going to fix things if we care about the American working class, let's focus on the big problems and the big questions. The structure of how our corporations work. The structure of how we treat our workers. The way in which technology is going to have an impact."
for,If I could quickly --
against,That's where we should spend time.
