side,script
for,"Well, I don't think the Israeli counterstrike is vulnerable. I mean, Israelis have nuclear weapons that can't be located, can't be destroyed. And so I think that launch on warning is not a necessary strategy for the Israelis. It might --"
against,Can it wait till Tel Aviv is bombed and then launch against There's only three cities in Israel the size of Staten Island.
for,"You know, the United States was just as vulnerable as Israel. We had 24,000 nuclearweapons locked in on us. They would have damaged us just as badly as half a dozen on Israel. The result would have been the same. And it probably would have been worse for the rest of the world; indeed it would have been catastrophic for the world as a whole. And we lived with that for 40 years. And all of these problems with launch on warning -- now, I quite take the fact that these regimes don't have the controlled mechanisms, the command and control or even the technologies that will make this a safer world. And so I fully acknowledge that there's an element of risk there. I fully acknowledge that Israel shouldn't live with a nuclear Iran if there's a better option. I'm just arguing that there may not be a better option."
against,"Yeah, well, first of all regarding rationalism and Khomeini. Khomeini, two years after the Iraqi invasion of Iran, he could have signed an agreement. He could have stopped the war, but he continued with the war. And the reason that he finally agreed to a ceasefire was because the revolutionary guards actually imposed it on him. The other thing is that Iran isn't like China which was going through a process when it acquired nuclear weapons. China was already moderating its revolutionary zeal. Iran is going through what we would call the second generation of the revolution. I mean, we're already in this sort of Robespierre style second generation of the Iranian revolution going back to the pure concepts of the revolution. Now, but that really isn't the real issue here. The real issue here, I think, is that analogies are absolutely irrelevant. You never walk into the same stream in the same place twice. And certainly when one stream is in China and the other is in the Middle East. Secondly, the dynamics of multilateral nuclear states is completely different to the dynamics of two main ."
for,"Let me remind you, it was not bilateral. It was tri-lateral. China was for '64."
against,"China never had the strategic capabilities of the Soviet Union, and the Chinese didn't have the missile capabilities at the time. And most of the Cold War was clearly a Warsaw Pact against NATO. It was clearly bilateral. So the fact that nominally you also have Britain and France, et cetera, and you have China, that did not make it multilateral. So it doesn't matter, though, because we're not talking -- and as a historian, I find it difficult to discuss analogies because we think that stories tend to think that God is in the details. And the details on the Middle East is that we will have a poly-nuclear Middle East where we will have a Sunni world which is going to see a Shiite nuclear power as an existential threat to the Sunni world. Anybody who's read the best seller in Saudi Arabia, ""The Protocols of the Elders of Qom,"" which tells how the elders of Qom wanted to destroy Mecca and Medina, realize that they see this as existential as well. And so we have to understand that this is the situation. This situation does not auger well for stability."
for,"By the way, they’ve never threatened Israel with nuclear weapons, never. Never -- never. You never find one -- No, no, because --"
against,"anybody who reads the materials coming out of media which is related to the Iranian Revolutionary Guard, I'm not even going back to Rafsanjani with his famous statement. But very senior Iranian people connected to Khamenei have madeallusions which could clearly be understood that way.  If the Ayatollah Khamenei's aide, Rahimian is saying that he's going to replace Israel with a big holocaust, I don't think they're putting pumpkins on the catapults. You know, I mean, I don't think you have to stretch it --"
for,"So this is the rhetoric. This is the rhetoric for other reasons. They are not going -- If they could do it, they would have done it. But they don't mean they are going to use the nuclear weapons in order to achieve this goal, no. No way."
against,"I beg to differ. I just -- -- I think that one of the problems -- and this, I must say -- we as Israelis tend to believe people who say that they want to exterminate us. We have some very, very good historic precedence -- that somebody said they want to exterminate us and they tried to do it."
for,So you --
against,So I don't -- I --Reuven Pedatzur: So Khamenei is
for,"So you believe that the minute they'll have the weapons, they'll try to --"
against,"No, I didn't say that."
for,-- destroy Israel.
against,"No, I didn't say that. I said that given circumstances in which there will be escalation, that no party in this region will be able to prevent -- will have dominance --"
for,"I don't agree, because what will happen, it's what happened between the two super powers."
against,It won't.
for,"Means of communication will develop. I mean, I think what -- a benign explanation, and I'm not arguing that one should necessarily accept the benign explanation, is that the Iranians are simply arguing for amulti-ethnic state, encompassing all of historic Israel, to include the West Bank, which is the Hamas position, for instance. It's not that the Israelis should go away. It's that Israel should go away and that a multi-ethnic state encompassing both Palestinians and Israelis should continue to exist. Interestingly enough, there are extremists, but viable parties in Israel who also think that the Israeli state should encompass all of the West Bank. The difference is that they think it should be a Jewish state, whereas the Iranians would argue it should be a multi-ethnic state."
against,"John Donvan: Well, Jeffrey Goldberg. Just very briefly on that. What will happen was Israel's enemies realized that -- talking about pushing the Jews into the sea was not really a great PR strategy. So what they did was they changed the language, and they said, we don't want to push the Jews in the sea. We just want to get rid of Israel as a Jewish homeland and let everybody live there together. But then they also say, as the a toll laws say, all the Jews who aren't from there have to go back to where they're from, which leads to these incredible statements, and I heard this from many Iranian officials -- The Jewish should go back. The Jews from Germany should go back to Germany. The Jews from Poland should go back to Poland. Were they able to get away with it. But I -- They already tried, John. They already tried."
for,They can’t get away with it.
against,"They already tried. I know a thing or two about Hamas, and I read their websites avidly. Maybe that's an aberration. And their main website, they have constantly the Hadith from the prophet saying that the last day will not come until the Muslims kill all the Jews and the last Jew will hide behind a rock or a stone, and the rock will call out, ""Muslim, there is a Jew hiding behind me, come and kill him."" Now, I don't call this a multi-ethnic -- That’s very liberal. -- a multi-ethnic state. This is constantly -- Environmental. -- and they have these on their TV, you have children called up to quote it, and they get prizes for quoting things like that --"
for,If you've seen this website yourself?-- -- talking about – rhetoric.
against,"We're not arguing, by the way, that the Lubavitchers should get nuclear weapons. I mean, you know -- I have a general -- -- I have a general predisposition against letting nut job religious fundamentalists, that's the technical term -- -- all stripes, get hold of nuclear weapons. It's a pretty simple point."
for,"It's very nice if they don't have the weapons, but if they have, then what? Then what?Yes."
against,I think we already described what could happen.
for,Then Israel will our time.
against,"They have limitless escalation. Like I said, if Hamas has the protection of the nuclear umbrella -- the Iranian nuclear umbrella, it can be much bolder than it is today. Israel will then have to --"
for,"Doing what, more than a thousand missiles?Jeffrey Goldberg: Yeah. Twenty thousand?"
against,"Yeah, Hezbollah has 50,000 missiles sitting in Lebanon pointed at Israel right now."
for,"I mean, quoting from extremist websites is one thing, but as far as I know, the largest Jewish population in the Middle East that doesn't live in Israel lives in Iran. Jewish population in the Middle East that doesn't live in Israel lives in Iran. The largest Jewish population that doesn't live in Israel."
against,"There's 25,000 -- The Jews in Iran are under what -- it's called ""dhimmi,"" they are under protection. That's something else. But -- Jews have fled Iran."
for,"-- nuclear weapons are extremely useful to deter people from using other nuclear weapons or from destroying their regime. There was one option that the United States would lose if Iran had a nuclear weapon, which it's lost with respect to North Korea, and that is to invade and overthrow the regime. That would be off the table. We might do other things to them. We've got 5,000 nuclear weapons. They've got two or three. There's almost nothing we could do to them, short of threatening to overthrow the regime, which would cause them to use their nuclear weapons. And I think Israel has never had the capacity of invading and overthrowing the regime, and Israel's not going to use its nuclear weapons to respond to rocket attacks from Hamas. It's got other conventional responses to that which it can fall back on whether Iran has nuclear weapons or not. And Iran is not going to start a nuclear war to protect Hamas. We're not arguing that it's impossible. There's no historic -- there's no historic example of successful compellence since 1945. There's no case in which a nuclear power used its nuclear power to compel some other country."
against,-- analogies of such small effects have absolutely no scientific relevance.
for," I mean, history --"
against,"No, no. From history, you can bring up things from history but you have to bring up things from relevant history in a relevant region, in relevant circumstances and culture. What happened between --"
for,"So what is relevant, Shmuel, what is relevant?"
against,-- has had nothing to with what happens in a region where people are --
for,"Jeffrey said -- Jeffrey said that Israel will have a hard time. We always have a hard time.Jeffrey Goldberg: No, look -- Nothing will change."
against,"Yeah, you always have a hard time. Some of it's self-inflicted, some of it is inflicted from outside; the proportion of the stuff that's going to be inflicted from outside is going to grow much great. You know, and Jim Dobbins is right. I mean, he's right. The day after Iran gets a nuke, you know, chances are Israel will still survive. I mean -- and it's a remote possibility that Israel could survive two or three or four years, but I really do believe --"
for,A remote possibility?
against,"I really do believe that Iran getting a nuclear weapon -- and, by the way, it's not the Israelis who believe it, it's the U.S. that believes this. I think -- look, I believe that every three to four -- let's say every three to four years, there's another confrontation between Israel and one of Iran's proxies on its northern border or its southern border."
for,But there's nothing to do --
against,"The next time there's one of these conflicts, I'm afraid that they're going to spin out of control. By that point, Saudi Arabia might have nukes, Turkey might have nukes, Egypt might have nukes. I don't see this as… As President Obama said repeatedly, that is, you know, to introduce so many nuclear weapons to such a small space that is already politically unstable, politically volatile, is a recipe for disaster.John Donvan: So when Jim Dobbins said this debate isn't literally saying Israel can survive, you actually are taking it literally, that you think Israel cannot survive. Oh, I read the instruction sheet wrong? Oh really? No, I believe that -- I believe that it makes it -- that it makes it very, very --"
for,"Who immigrated to the Who immigrated to the United States, Jeffrey, with 25,000 missiles aimed at every target in the States."
against,But it was never the level of animosity --
for,And I hope that we'll survive more than three years.Shmuel Bar: -- and the level of -- the level of conflict --
against,", you know -- you know, you should survive forever, and that's what we're talking about. And I just don't see -- I don't see a Middle East that's poly-nuclear as a hospitable place for --"
for,"Jeffrey Goldberg: -- that already has multiple dysfunctions. I agree, it's not a nice neighborhood. There's no automaticity to the -- There's no automaticity to the idea that Iran's gaining nuclear weapons is going to proliferate. It's a risk, like these other things. And it's a risk that the U.S. takes seriously, which is one of the reasons why it's threatened to bomb Iran. It's not as if there's a gulf between the Israeli leadership and the leadership in Washington; they both agree that they should bomb Iran rather than allow it to have nuclear weapons, they just disagree about when. The United States had a peer competitor that had in many cases, more nuclear weapons than we did. People invested. We had huge immigration. People went to New York and Washington, and they knew that they were going to be exterminated if there was a war. They were right in the hair trigger, wherever else the bombs fell they were going to fall there. Did it stop building? Did it stop immigration? Randy: First of all, there's a difference in margin of safety.  Why is there a difference? Why is there a difference?John Donvan: Jeffrey, you have to say, first of all, there's a margin of safety issue."
