side,script
for,ISIS has used chemical weapons by the way.
against,"-- in the alternative -- in the alternative scenario would have been a far greater problem and something that for which President Obama would bear some responsibility. I think we actually achieved a better outcome by not using force. And moreover, on the optics, it always gets cherry-picked, the red line, because, of course, no one talks about the optics of a threat he did follow through on militarily, which was taking out Osama Bin Laden."
for,Look. Any president who had Osama Bin Laden in his gun sights and didn't take him out would have been impeached and deservedly so.
against,That's not true.
for,And I don't think h got a lot of credit for that.
against,That is not true.
for,"But more importantly, I mean, how you can paint this as a success. Half a million people dead, 13 million refugees, something that is destabilizing Europe, and the regime is still using chemical weapons. By the way, the Islamic State has used chemical weapons. This is not me talking. This is the United Nations talking. This is not -- this is not success. And it is, I think, as the Soviets used to say, no coincidence that Vladimir Putin felt that it was okay to do what he did in Ukraine, a state he had guaranteed. Georgia is a much more remote place. This was very different. And to get involved in disrupting our politics. Think about that. Think about what we've just been through. And the administration has not reacted. You know, did he get some things right? I'm sure he did. The question is whether he got the important things right. And the question is, did he do the things that he said he would do and that any reasonable person would say a president should do? One of which should be to stand up to the Russians when they try to deform our political process."
against,"I don't want to talk over Eliot's applause lines there, okay? The question cannot -- a president's record -- the motion is, is Obama's foreign policy a failure? That's the motion. It cannot be on the each’s. It has to be on the overall record. It has to be on, are we better off in our foreign policy than we were eight years ago? It is unassailably true that we are better off in every way. Had Russia or China or any other contingency come about in 2008 or 2009, our capacity -- our military capacity to actually deal with another threat was tremendously limited with 180,000 troops deployed in wars in Iraq and Afghanistan that were not really going to be resolved with that much American commitment. And where we're making similar levels of progress, there's a much lower level of commitment."
for,"It's November 29th, 2016, and it's still impossible to have a conversation with an Obama administration official without immediately hearing the words ""George W. Bush."" That's a concession of failure. If they had a successful record – -- to run on, if they had successes to tell, they would cite them. I recently watched a video, actually, of Eliot's -- an interview that Eliot did with Derek over his book. And it's a -- you can go to the website and look at yourself. What was the website, And Eliot -- and Eliot asked Derek, ""Are we better off in the Middle East today than when President Obama took office?"" And Derek said, ""No, of course we're not."" And he asked, ""Are we better off in Europe?"" And Derek said, ""No."" And the fact is, if he'd asked, Are we better off in Asia? Derek would have had to say no to that as well. So even by that standard, President Obama has failed."
against,"Of course. I mean, those regions are all going through historic changes, none of which really has much about -- to do with the United States, right, whether you're looking at the migration challenges in Europe or the changing power dynamics in the Asia-Pacific or the meltdown that's occurring in the Middle East. The question in my mind is what position is the U.S. in to do something about it? We could be wrapped around the axle in Syria for the next decade. Believe me, I think leaders in Beijing would like nothing more than for us to spend the next 10 years worried only about Syria. And in terms of successes, I think the Iran deal is a success. We can debate that. I think the climate change agreement is a success. I think the end of a failed policy towards Cuba is a success. And I think the state of our alliance relationships around the world are stronger today than they were eight years ago."
for,"I think anybody who looks at the North Atlantic Treaty Organization realizes it's going through a major crisis right now. Now, that is because of Russian reaction -- because of Russian action. But I would also say it is because the Obama administration was extremely hesitant in how they reacted to the Russians very early on. For example, pulling ballistic missile defenses that we had promised to the Pols and the Czechs at the very outset of the administration. But if I could, I'd like to ask, in a way, a question back. So, our colleagues have talked about the long game. But in that case, if you look at the Iran deal, for example, 10 years from now, the Iranians have the legal cover -- they certainly have the technology, because they have thousands of centrifuges. They have the ballistic missiles. They have self-inspection on their weapons facility. They'll be able to develop nuclear weapons. And there's not a whole lot that we can legally do – Yes, the deal does allow for that. Similar with climate change, yes, you have an agreement, but if the next president, as he promises to do, tears it up -- which I think is likely, then how can you claim it as a success? And, in fact, part of the problem is the Obama administration, by failing to conduct proper treaties with Congressional consent -- set itself up for that. Same thing with the TPP, the Trans-Pacific Partnership. So, these are not going to be long-term successes."
against,"I think that the fact is that the Obama administration shifted America from simply being in a morass in the Middle East and Afghanistan to being able to do much more on the world stage on a whole host of issues, including in Asia, where the rebalance ensured that we had more connectivity, more involvement with all of our Asian partners, where we were able to start shaping events in a part of the world that is 65 percent of economic activity, and where our future is actually going to depend -- much more than it's going to depend on the Middle East. After all, we have energy independence. The United States has shifted to a model of working with others. Right now, Iraq is fighting ISIS. We are doing it -- we are supporting them to fight ISIS. We are not re-invading to do it for them. We really got off-track by thinking, one, that everything was our responsibility, and two, that we were somehow omnipotent and we could actually simply turn on the switch of American charm and American military might, and fix far-away problems in faraway cultures by –"
for,"They're suggesting that he's cleanly wrapped up the challenge in Iraq, which is, of course, not true. We have thousands of troops on the ground today, trying to -- instead of having prevented ISIS from taking Mosul in the first place, we're now trying the very violent and bloody and difficult task of working with the Iraqis to try to take it back. I actually think of Iraq as fundamentally three failures: the withdrawal from Iraq. There was the original failure -- they failed to get the Iraqi agreement -- the Iraqi government to agree to a status of forces agreement that would have allowed us to keep troops in with appropriate legal protections. After he failed to do it, he failed to understand that he needed to keep some troop levels there anyway. And then he failed to understand his mistake on withdrawing troops prematurely until 2014, after ISIS had already run Mosul. So, it's not that he has kept us out of a quagmire, it's that he’s ignored the obvious facts on the ground that would prevent -- allowed us to prevent some of these events from taking place in the first place."
against,"Yeah. Well, I – -- yeah. I think -- just one broad point, and then specifically on Iraq. I mean, our opponents are trying to deny that there's alternatives, right? And Joe Biden's got a great line, which is, ""Don't compare me to the Almighty. Just compare me to the alternative."" And in some ways -- I mean, you have to think of -- Barack Obama inherited a situation that was a very difficult situation. And this gets back to my relay racer analogy, which is the best he could do is use this time in office to make as much progress as he can and turn a more sustainable situation over to his successor. And this gets to the Iraq point -- which is sustainability."
for,"But he didn't say, ""more sustainable."" He said sovereign, safe, stable Iraq."
against,It –
for,He celebrated it through the 2012 campaign.
against,And Iraq has been a huge –
for,He said –
against,-- setback. Absolutely.
for,"He said, ""Responsibly ended the war in Iraq."""
against,"Yeah. Iraq has been -- was a huge challenge for the previous president and this president. But in terms of sustainability – And the presidents before that. And -- absolutely. In terms of sustainability, the first war against ISIL, which was then known as Al-Qaeda in Iraq -- cost -- which was from 2007 to 2009 -- Eliot and Kristen knew about this very well -- cost the American taxpayer $10 to $12 billion a month. Hundreds were killed, thousands wounded. The current fight against ISIL, where we're working by, with, and through our partners on the ground -- American airstrikes -- has cost the American taxpayer total, in two years -- since 2014 -- 10 to $12 billion –"
for,"But there are options between 150,000 troops on the ground and between what we have now. For example, there was the 20,000 troops that General Austin recommended, or there was the 10,000 troops that both Secretary Gates and Secretary Panetta recommended. Instead, the reason we're in this mess is because President Obama rejected the advice of both his military commander and his Secretaries of Defense. Our influence in Russia is minimal. I think that's -- that is abundantly clear. I mean, for all the talk of sanctions – Well, I think it's pretty clear that the Russians are not particularly apprehensive about any reaction to us, which is why they've been willing to do the things that they've done in -- not only in Ukraine, which is really right up against the borders of NATO, but in the United States. I don't think I can stress that strongly enough. If I could use a different example as well, the so-called pivot to Asia. So, at the heart of that was something called the Transpacific Partnership, a large trade treaty which was also very much a strategy -- strategic deal that was really going to cement the block that would balance China. The president was unable to persuade Congress to go along with that. That thing has fallen apart. The Chinese have already started something called the Regional Comprehensive Economic Partnership, and our allies, the Australians, just signed up for it. Now, can you say it’s not his fault? Can you say it's the fault of the Republicans? Can you say it's the fault of Congress? Can you say -- if you want to blame Bush, go ahead. It's a failure. It is -- we have less influence in Asia."
against,"We have less influence in Asia today than we did at the beginning of President Obama's term whether or not the Transpacific Partnership can go forward. At least he tried. We do not have a president coming in that plans to do anything but tear up such agreements and not stand by allies. The fact is, President Obama spent considerable time, as did every other leader of his cabinet, in the Asia Pacific. He stood by the prime minister of Japan and he made an iron clad commitment to the Article V mutual defense commitment of the United States to Japan. He went into building a relationship with China where we can actually both find ways to be constructive, for example, on climate change. We can hopefully succeed at dealing with some serious challenges where we have major disagreements and conflicts. We made progress on cyber. Let's see how that goes. And then we're going to have issues where China acting as an independent nation is going to do things that really irritate us and those -- the question is, how do we respond to those? Do we have the capacity -- does the next president have tools at his or her disposal that he can use to deal with these sorts of challenges? In 2009, those tools were very limited. Our engagement in the Asia Pacific was, to be frank, pathetic in the Bush area."
for,"Except that the TPP began under President Bush. The Korea Free Trade Agreement was negotiated and signed under President Bush. The landmark India Nuclear Deal was negotiated and signed under President Bush and the China strategic dialogue began under President Bush. You're grossly exaggerating the novelty of our investment in Asia. Absolutely. The gravitational pull of China's growing economy is even greater and really our one tool to try to counteract that was the TPP, which has now failed for lack of political support. In fact, it was the one thing on which Donald Trump and Secretary Clinton agreed."
against,"John -- I mean, look, there are only two countries that benefited from the events of the 2000s and the decisions of the Bush administration, that was China and Iran. And there -- when we inherited that situation, President Obama inherited in 2008, what we had to do was arrest the decline of the United States so we could be on better footing in dealing with China. We needed to shore up our alliance relationships in Asia Pacific, and be more involved diplomatically, militarily, and economically in the challenge of Asia Pacific and I think that happened. So, to get to Russia, just to answer Eliot's question, he's raised it a couple of times, Eliot doesn't know and I don't know what the administration has done in response to Russia in this cyber-attack on our election. So, let's not -- you know, we don't know, right? The administration's been very careful when talking about it. But again, I go back to why was Russia so interested in influencing the outcome of our election? I mean, Barack Obama was pretty clear on who he wanted to succeed him, his Secretary of State during the first term, and it seems to me that Russia's interest in the outcome was that they thought they were going to get a worse deal if Hillary Clinton, a continuation of Barack Obama's approach to Russia, would be elected. Well, Russia was a problem for George W. Bush when it invaded Georgia in 2008. It's certainly been a problem for Barack Obama. We got something out of the reset in the first two years. We got fear of nuclear weapons. We got Russia agrees to sanctions on Iran, which was critical for the Iran deal. We got a resupply route into Afghanistan, which helped our soldiers in need of resupply. We -- it was a transactional deal and we got a lot out of it."
for,"First to -- you know, your original question on Asia. When the president of the Philippines, with which this country has had a very long relationship, refers to President Obama as the son of a whore, then the chances are that our influence there is less than it used to be. You know? I think that's pretty self-evident. With regard to Russia, I mean, you know, it was pretty striking to me what Derek -- what you just said. We don't know what the administration is doing. The administration was well behind civilian, non-governmental cyber authorities in saying, yes, it was the Russians who went after the DNC. Yes, it is the Russians behind some of the fake news websites. And it's not that hard to figure out. It is stunning to me, actually, that even as his own candidate is going down in flames, the president couldn't even bring himself to speak about it."
against,"I mean, Vice President Biden said, we know it was Russia, and we're going to respond, but I'm not going to tell you how."
for,"Right, which is the right approach given the kind of -- in this kind of – I mean, I really do want to – I really do want to -- I love secret plans. I really want to come back to this Asia issue. This idea -- the election of Duterte is like the election of Trump. It is an anomaly, it is something that he couldn't have foreseen how to deal with. It would have been the same for any American president to have to figure out how to deal with that. The next president will have to deal with that in the Philippines. But Vietnam, Malaysia, the -- Myanmar opening up and moving towards democracy, many countries that were not very interested in doing anything military with the United States have grown extremely interested in partnering with us. The relationship with Vietnam is absolutely transformed. It is because the United States said, ""We see, we want you to be able to have good relation, constructive relations with China and good, constructive relations with us. And oh, by the way, we are here to help make sure that international norms continue to be followed in the Asia-Pacific, and we're going to be your partners."" And they had responded."
against,"Well, I think there's no question that one of President Obama's greatest frustrations as he's leaving office is the fact that globalism -- globalization is under assault from all corners. And certainly, one of the projects of his presidency, and I expect of his post presidency, will be to continue to make the case on behalf of the United States and the world for the benefits of globalization but also the huge challenges globalization presents and what we need to do about it. Again, I don't think that that's part of whether it's a success or a failure of his foreign policy. I think he's tried to project the foreign policy in the way he engages with allies and the way he's tried to engage with adversaries, and the way he's projected American power in the world and diversified the use of American power in the world to put us in the best position possible to deal with the increasing challenges of a globalized world."
