side,script
for,George Borjas --
against,-- has found that over 20 years there's a less than five percent wage effect for the people at the very -- for a high school dropout.Kris Kobach: So you can see there is a wage effect. And other -- economists challenge him and say --
for,I agree.
against,"-- it’s less than one percent, and other economists who studied it say that so the division is between over 20 years for the -- only the 10 percent of Americans who drop out of high school, that for them it’s between one and four, and for everyone else it’s actually gains is wages --"
for,Can I see if we agree on this point?
against,-- for everyone else it’s gains in wages because having low skilled people there makes the productivity of the higher workers go up.
for,"So do we agree on -- do we agree on the Borjas numbers? Says that if you have a 10 percent increase in the number of laborers in a given industrial sector you will have in the short term a decrease in wages of seven to eight percent, and in the long term a decrease in wages of three to four percent, in the long term. So we agree on that, they can decide whether that's significant or not."
against,"Three to four, three to four."
for,I think that’s significant.
against,"For other high school dropouts. no, no --"
for,Because the numbers today are so high of people coming from a particular area into a geographic area that bring the culture -- That makes is much more difficult to assimilate.
against,"People in the second generation, even among poor -- children of poor Mexicans, everyone learns English. And the third generation, three-quarters of the people can’tspeak Spanish anymore, can’t speak to their grandmother. People are learning English as they did in the past. Where I want to shift the conversation is, I believe that the policies of our opposing team would actually make integration or assimilation harder, not easier. They want to keep people on the wrong side of the law, not let them make restitution and get right with the law and come into society. They want to end birthright citizenship so that the children of immigrants grow up not as citizens, which every study that’s looked at it has shown makes the parents less likely to learn the language and integrate."
for,"Well, actually, it’s to encourage people to leave and comply with the law and go home. That’s the idea. Now, but let me -- let me give one more point on assimilation, and that is one of the greatest engines of assimilation -- I think we can all agree on this -- is the public schools. In the past for the last 100 years or so, the public schools have been the primary engine of assimilation. That engine is not working anymore. According to a study done at a highschool in San Diego, I think in 2002 or 2003, after three years of high school, the proportion of students self-identifying themselves as Americans went down 50 percent. The proportion saying they were hyphenated Americans, in other words, Mexican-American or something like that, went down 30 percent. And the number that they were saying they are a foreign nationality after three years of high school went up 52 percent."
against,"And that study was done in the middle of the battle over Prop 187, which was denying benefits to immigrants --"
for,That was in 1994.
against,"-- had commercials on TV saying stop them coming -- I know the study you’re talking about, Rumbaugh’s study, and what he was showing was that when there’s an anti-immigrant climate, people get alienated and identify with their group. And that’s exactly what I would argue your side is creating, is an anti-immigrant climate that drives people to identify with their group and not assimilate."
for,"Sure, the logical argument is this: If people come into this country illegally, especially illegally, we should all go, huh, well, you're an immigrant, and therefore we should be happy about the fact you're here. We should not -- we should not raise our concerns about it. We should not say that people should come into the country the legal way. There is a door. 180 -- 165,000 people a month come in today still legally. We are the most liberal country in the world regarding to legal immigration. But the minute we start talking about the fact that people are violating American laws to get here, that's all of a sudden making it an uncomfortable place for immigrants. Well, bologna. I will not accept the idea that you can't talk the rule of law and be critical of people coming into this country illegally."
against,I agree with you that illegal immigration -- I agree with you -- Tom Tancredo:What's wrong with that? -- that illegal immigration is not what the country wants. And I agree with you --
for,But you want to grant an amnesty.
against,"that we need enforcement of the rule of law. But the problem is our system makes it hard to enter legally, and we don't have enough places for the workers we need. And then we make it easy to enter illegally."
for,"A million -- a little over a million and a quarter people coming legally every year. And by the way, as you know, Tamar, the number of visas that are allowable for people to come here and work in the agricultural arena, H-2A, I believe, are unlimited. Right there you could have 10 million people come tomorrow and on their visas. You don't because -- Just a moment. You don't have that because -- All right.  Here legally. Here legally and are U.S. citizens -- -- primarily. But let me correct a number Julián mentioned. The census bureau, the actual number, you’re right, 308 million total people residing in America, approximately 36 million are aliens, and that includes legal and illegal. So it's about 12 percent -- -- of the population. And that is basically -- 11. -- -- million is illegal. You do the math."
against,"That is a good question. Are you guys against just illegal immigration, or are you against immigration, period?"
for,"I'm telling you what we are in favor of is increasing the percentage of aliens who are exactly the ones you're talking about, the job creators, the entrepreneurs that are starting the companies. The way you increase that percentage is you reduce illegal immigration to zero, and you change our priorities about legal immigration, and you give higher preference to people who are skilled."
against,And who --
for,"We can accept the cream of the crop, and we should."
against,And who's going to grow our food? And who's going to take care of our old people? And who's going to work in hospitals?
for,"Well, the 14 million unemployed Americans would be a starter. Mayor of Detroit has already responded to that, I think. Yeah, Mayor Bloomberg, you notice he didn't suggest that the illegal aliens come to any particular borough of New York. And the citizens of Detroit weren't asked whether -- you know, they're facing unemployment -- whether they would like a large number of unskilled folks to come in and help revive their economy by taking a job they're already --"
against,"You can make light of this, but I mean, it's true. Go to any immigrant neighborhood, they revitalize the neighborhoods. They open shops. They open restaurants. They've taken burnt out neighborhoods across the country and revitalized them on the same way they create small businesses, and they're -- and they're consumers. Yes, I don't know if we really want to send them all to Detroit. But the truth is immigrants bring economic vitality, and they create jobs. He's on to something.Julián Castro: First, as I said earlier, the studies have shown that immigrants as a class have a higher rate of founding businesses than native born U.S. votes. Mayor Bloomberg is correct, and that's why he has made the economic argument very powerfully for both more legal immigration and then doing something with the 11 million folks who are here illegally. It is not realistic that you're going to deport 11 million people because it would decimate the American economy and because -- and this isn't about dollars and cents, but because these people are human beings. They're human beings."
for," What our opponents have done here is very skillful, really great at it, and I give them credit for setting up all kinds of straw man arguments, you know, that if you are opposed to immigration, you don't understand that some people who are coming here are patriots and want to be -- well, of course, it's absolutely true. Nobody's suggesting that every single immigrant comes here under that premise. But the idea that you -- when you say you can't deport, I don't have any -- I have never once, in as many millions of words as I have expended on this topic, suggested everybody's got to be deported. All I've ever said is, look, all you have to do is obey the law. All you have to do is restrict the ability of a employer to give a job to somebody who is here illegally. People self-deport when that happens. It happened in Arizona. You do not have to round people up. These are all cannards. These are all things that people on the other say to make it look as though we're all people who are just waiting and biding our time until we can get these people out of our country. "
against,Your policy is even worse than deportation.
for,"Why is it hard to suggest that obeying the law would be a good way to deal with -- -- the immigration problem? How do you -- what's the deal?Tamar Jacoby: The theory behind this policy -- the theory behind the policy that Tom Tancredo and Kris Kobach are advocates for is called attrition through enforcement. It's, let's make immigrants' lives so miserable that they go home of their own accord. First of all, it doesn't work. Many immigrants who are here, the unauthorized immigrants, are people who have been here for five years, 10 years, 20 years, who own homes, who own businesses, who are married to legal Americans. They have citizen children. You might get a few to go home. But most are not going to go home. And honestly, I don't think that's how we want to deal with this population. These are people who we said, ""nudge, nudge, wink, wink, come on in. Do some work for us.”"
against,"And now we're saying, let's make their lives so miserable that --"
for,"Statistically -- statistically, attrition through enforcement works. And it's basically the idea. It's the same law enforcement approach you have. You have a section of highway 95 where there are no police officers patrolling. You don't say, well, the only options are to have an amnesty, i.e., have no speed limit, or to catch 100 percent of the speeders.  Which would mean to -- Okay.  We have the numbers. Arizona, more than any other state, has tried to encourage people to leave. Give disincentives. Take away public benefits. From middle of 2008 tomiddle of 2009, the overall illegal alien population in the United States dropped seven percent. In Arizona, in dropped 18 percent, more than double the national average."
against,But most of them didn't go home.
for,The only difference was the enforcement.
against,But most of them didn't go home. They went to other neighboring states right next to --
for,Then why did the Mexican -- why did the Mexicans – why did the Mexican state of
against,"That's true, but it does make the point that they ."
for,Why did president --
against,"-- many of these people anymore. Mexico, they’ve been out of Mexico for 10 or 15 or more years, they're married to Americans, they have citizen children, Mexico's not home anymore. They leave and go to Oklahoma.John Donvan: Okay. I'm getting in my ear to go to some more questions and there's a woman in the fourth row, and thank you."
for,"I'd like to answer one her points, though. The designation, by the way, is by the Southern Poverty Law Center which designates lots of people lots of things, but the bit about no human being being illegal, the reason I use the term ""illegal alien"" or ""alien unlawfully present in the United States,"" is those are the terms used by federal law, and being a lawyer, I try to use the terms used by law. The word ""undocumented immigrant"" does not appear anywhere in the entire United States Code. the term ""undocumented worker"" does not appear. I understand that perfectly well. I understand it perfectly well and -- I'd love to take it, because, yeah. Because these questions really are a lot of fun -- I’ve got -- but -- -- now, let me just -- Let me try to make this interesting because that's what a constitutional law professor does. Really, no, the question -- the doctrine you're talking about is preemption doctrine. That is the idea that some things that Congress can only do and some things that they -- and the states can do alongside Congress. The United States Supreme Court last opined on this in 1976 about a California immigration law and said, yes, the states can do things to discourage illegal immigration. There is a case before the United States Supreme Court right now, Whiting versus Chamber of Commerce, we should have a decision within the next month or so, this will be the first time the Supreme Court has spoken in 35 years. So the precedents are very clearly there, and that's why many of these cases, the states and cities are winning. It's really interesting, the census has what’s called a current population survey and they do these every month and they do a really big one in March. And they actually give them to everybody and illegal aliens answer these surveys. And so they’re based on very large surveys done by the Census Bureau. And those numbers, the 11.3 million, those are generally agreed upon numbers by both the Pew Center and by the Center for Immigration Studies so I think there’s broad agreement --"
against,"Something technical, we agree on something technical."
