side,script
for,"I have no idea. Let me just -- I would never speak for 300 million Americans. And that's one of the beautiful things about this country. And I think the -- you know, I agree, obviously, with a lot of what Jon has said. Go back to the beginning of the evening when we were asked to think about end of life care. Now, do you really think that Americans want an insurance company making decisions about the end of life care? No. They've already seen that model and rejected it -- That you can't do that. They told us, I’ll read that evidence. I don't think they want the government making those decisions. I think we know who makes those decisions. It's the family. It's -- those are the only people who are ethically well situated to make those tough calls. And so we must, in the end, invest in families, the authority to make decisions, invest in them, their insurance. Invest in them the information and the ability to make those decisions and center this system around families and Americans, not around these large government entities. What does that mean in practice? I'm an economist. I mean, economists are practical people. You follow your nose and incentives. If I have an insurance policy when I'm 21, and then I develop an odd thing where I have to have my kidneys transplanted, I'm stillon that insurance policy. Any insurance company now has to recognize they've got me for life. It's not a one-year sign-up proposition where they can minimize on preventive care or they can try to cut off covering some things. They have to deal with the right lifetime incentives. Pay for the cheap prevention up front. A lot of them eventually want to do that. And align the insurance and the medical incentives to transform the way we deliver medicine in America. That's what we need. And in the process, guess what? My insurance goes with me from job to job, job to home when I stayed home with my kids. You don't have to spend the whole time fighting over who works full time to get the insurance. It's madness. Americans are rearranging their lives for the insurance. Let's rearrange the insurance so it fits American lives. That's what this system will be."
against,"Sure, absolutely. Well, first of all, to start, there's a pilot program funding for malpractice reform. You know, believe it or not, people who wrote the Affordable Care Act, and I would include myself among this, actually believe that there is some money to be saved by reforming the malpractice system. So there's money out there for --"
for,"Can I just say the big problem -- I will stipulate late one thing I want to get very clear on the table. I support exchanges. I support -- I always support good competitive markets. And you can build exchanges that enhance competition left to do that. There is a lot in the bill that is bipartisan. It's in the delivery system reforms, not in the coverage expansions which are madness. But they're all tiny. They're pilots. Pilots have a terrible track record of actually turning into real policy. In fact the road to healthcare hell is paved with pilots and demonstrations. And that's a pilot and a demonstration for a known problem. If you've got a problem, fix it. The problem with this bill, it doesn't fix what we know is the issue, healthcare costs. Instead, it's got a bunch of pilots that Congress will never actually implement. And it doesn't fix the biggest source of our problem, which is the Medicare system which pays for fragmentation, pays for overuse. It's a fee for service system. We have more problems created by those programs than this could ever solve."
against,"I have to respond to this because really, you know, that's amazing for you to say about the Medicare program. We had legislation under the Republicans to reform Medicare, to introduce private insurance plans into Medicare. And what is the result? We now know that those plans cost Medicare an extra $1,000 per beneficiary compared to what it would have cost Medicare just to deal with them in a traditional program. So."
for,"No. I'd like to -- -- 30 seconds of getting facts straight. The problem is the healthcare bill. Medicare Advantage is one way to shift it from one person to another. Tax policy, which he said would save us money, doesn't. It just shifts the bill around from one person to another. The problem is the bill. This law does not change our healthcare bill. That's its issue.Jonathan Cohn: Can I just say --"
against,"With all due -- did you read the bill? I mean, I -- is. And did you read the -- I know you've cited CBO reports. There are page -- I mean, we all know it's a thousand-page bill. Let me tell you -- Okay. Well, the type's very big. That's how they do congressional -- Okay. Whatever. You know, I think if you condense it -- true story, if you condense it, it actually comes down to about 300 pages, which you know, is less than a John Grisham book so take that into account. I'm actually not a John Grisham fan. But your mileage may vary. But I mean there are -- and you yourself admitted the delivery reforms in there--you think they're not big enough, okay? And you know what? I would agree with you. I would like those delivery reforms to be stronger. So here is a proposition. You're talking about repealing Obamacare.Male Speaker: Yes. How about let's reinforce it. Let's make those bigger. Why do you want to go back and start from scratch?"
for,"I have to raise an issue which your side has raised, and that is you say it gives people choices. It takes a lot of gall to say that it gives people choices. For example, in Medicare Advantage, it repeals Medicare Advantage for millions of Americans and takes them off."
against,It reduces subsidies that are .
for,"No, no. It takes -- it will drive people off of Medicare Advantage. Every expert agrees on that. Two, you say that people will have choice of plans. There is one plan prescribed by the government, actually has three different components, but that's it. Three. Secretary Sebelius can grant exemptions. She already has too many companies. She has the ability to impose new benefit mandates. She has ability to say what premium increase is effective or not effective. The notion that this bill gives the average American more choice is ridiculous. It's going to take away the choices Americans have now, and it's going to force them into essentially a one-size-fits-all plan. When you say, for example, to employers, that your costs are going to up, such as AT&T, to the tune where you could pay the fine for not insuring every one of your employees and still save $2 billion, they're going to have no choice but to drop their coverage and put people into the government-run plan."
against,Can I just respond to this because this is the second time that you've mentioned this. John Shadegg:Let me finish. Let me finish. If AT&T or any of these other companies wanted to drop coverage now --
for,"No, he can go. That's fine. I mean --"
against,"Under current law, if any of those companies wanted to drop coverage, they could do it legally. This law introduces a penalty for dropping coverage. So how can you say that the law encourages them to --"
for,"Precisely because right now they choose to provide that coverage for their employees because that competitive market requires them to do that. People want good coverage. If they drop that coverage, there's no place for those employees to go. Under this bill, they will all get government subsidies. And oh, by the way, AT&T can take that $2 billion savings and add it to people's salaries. So the notion that this is going to give you more choice, when, for example, we don't allow interstate competition in health insurance now. Your employer makes the choice of your plan. You can't hire -- You can't fire."
against,"And you know, it makes sense. And then, gosh, why would AT&T keep providing coverage? If you're right, and I know Doug has written a paper on this also, if you guys are right, that in offering all of these subsidies companies are going to drop, then we should see that in Massachusetts right now because that's what they have in Massachusetts. They offer the subsidies, and companies -- but you know what? It hasn't happened. Employer-sponsored insurance in Massachusetts -- No, no, no, no. Let me... It hasn't happened. And the best estimates from the experts are that it won't happen. And there's a very complicated -- I mean, I could go through all the math -- I read Doug's paper on this, and I know it seems like it makes sense, but it doesn't happen. Would it happen right now with Medicaid? And you know, you don't see company -- half the people who qualify for Medicaid --"
for,"Actually, number one, in Massachusetts, we're down to, I think, to only four carriers. Several of them are in dire straits. Many of them have demanded from the governor that he allow them to raise rates. The governor has said no. And some of them -- -- are on the verge of folding. Now, let me ask you something. The plan, under Obamacare, says that if you're in an exchange, a government-run exchange, and you only offer the policy that the government exchange allows, then you can get a subsidy. Every Republican plan says let's give every single American a tax refund, a tax credit to go buy the plan of their choice. Now, I guarantee you, if we do that, so we say to every American, you get a refundable tax credit, a refund, and for the poor, it's cash, to go buy the plan of your choice. And you can buy your employer's plan. You can buy in the individual market. You can join a new group sponsored by the Kiwanis club. You can join a new group sponsored by -- No, I would not mandate it because I think freedom is a hallmark of this country. And I think if we offer great -- Well, let me tell you how my plan works. It offers every single American, every single American that refundable tax credit if they don't make enough money if they do not enroll because they are homeless and don't get the notice we automatically enroll them because we know their Social Security number and we knew it as one point, they show up for care somewhere, and they say, ""What plan did you enroll in?"" And the individual says -- she's a mother of three that was moving from Idaho to Arizona on the day that the notice came to her, she says, ""I didn't enroll.""They look her up on a Social Security number and they say, ""Oh, yeah, you're in the pool."" ""And you're covered."" That's the way Paul Ryan's bill works, that's the way Tom Coburn's --"
