side,script
against,"So, the one thing that we're acting as though is though if we don't have the Supreme Court ride to our rescue, all of this data is suddenly going to be available to the government under no restrictions whatsoever . Since Smith against Maryland was decided, Congress has enacted and amended the rules on electronic searches four or five times . We can rely on democracy to make these decisions . The average age, by the way, of a Supreme Court -- 70 years . You know, I don't know about you; I am a boomer and I'm sick of having boomers make these decisions . There's no reason why we should ask the Supreme Court -- Yes . My argument is we should not turn -- right now, these records are not subject to Fourth Amendment analysis under Smith against Maryland . The argument is, “Well, that's going to open us all in a digital age to --” Yeah, I can do it. So, in Smith against Maryland, the cops were investigating calls to a woman -- harassing calls to a woman . They got a pen register on a suspect's phone. A pen register records all the numbers that he dials.John Donvan: And it does it down at the phone company. Down at the phone company . And essentially, they had c all data records on this guy for several days until they realized yes, he's making the bad calls. And the court said yeah -- John Donvan: And the court said, “Well, when you dial a phone number, that's not a secret because you just dialed it . You put it out into the world.” Okay . So, that's what the court is using now to say that the metadata is not a secret. Do I have that pretty much nailed,"
for,"And something that, P rofessor Yoo said as well, which is that we shouldn't trust courts to safeguard our individual rights . And I think that reflects a fundamental misunderstanding about what the Bill of Rights is about. The Bill of Rights was designed to withdraw from political the majorities the decisions that affect the individual rights of people who can't protect themselves through political constitue ncies. It was precisely for that purpose that the Constitution and our framers placed those decisions in unelected, tenure -protected judges so that they could safeguard individual rights . And so I think the wrong answer is to say we should l eave our individual rights to Congress, particularly this Congress or the next.John Donvan: John Yoo, do you want to respond to that?"
against,"As I often say, you know, nothing the opponents could say would be as mean as what my Korean mother would say to me, so -- nobody laughed at that? I guess that's just Korean humor."
for,We know she's here. We don't want to get in trouble.
against,"Yeah, you don't want to be in trouble with my m other here. So, there's a number -- a number of things to say, most of which I've forgotten because I was telling jokes . But the problem with this view of the Bill of Rights is, I quite agree the Bill of Rights is there to protect minority rights . I missed it in their presentation. I didn'thear any discussion of any minorities who are being singled out here for mistreatment by the government. This is a surveillance program that works on everybody . In fact, there is no way to know what the race or gender of the people whose data's being collected for . If there were cases -- if it was targeted -- say, for example, if the IRS was only considering the applications of conser vative groups or liberal groups for tax s tatus, that would be targeting a minority group, right? target some for their ideology . Then I think you would have a much better claim . This is not about --"
for,"Well, that would be relevant if we were making a claim under the equal protection cla use of the 14th Amendment, but instead we have a specific text in the Constitution, the Fourth Amendment, which prohibits these types of searches. So that's what's violated, not equal treatment under --"
against,"No, I disagree."
for,mom.
against,"I disagree because, you know, again, the text of the Fourth Amendment says that people have a right to be free from unreasonable searches and seizures, and so that's why you have to look at democracy . My claim is not that this means this is not to be done . It's that all of us in society have a view on what's reasonable and unreasonable . It's not a monopoly of five justices of th e Supreme Court to tell us as a society what is reasonable and unreasonable . And we have, as Stewart mentioned , in previous cases, looked to Congress and the president and the courts all together picked by us in elections to decide what's a reasonable search when telephones came along and the internet comes along. John Donvan:And on the point of reasonable versus unreasonable, Alex Abdo, I want to take it to you, something that, John, you said that's opening remarks. He made the argument that the program is not unreasonable -- see, I think basically his context was being in a -- you know, in a war situation that it's a security situation, that reasonable is weighed in the context of larger consequences . And his argument was, if it's saving liv es, if it's defeating the enemy, then it stops being so unreasonable because of the stakes involved."
for,"I think that's a narrow way of viewing the Constitution, but it's not particularly surprising that professor Yoo makes that argument. You know, professor Yoo made the same argument with respect to the fact that war time authority trumped individual protection against torture . And I think that's a wrong way of viewing the Constitution."
against,"I -- that's not correct, by the way . But go ahead."
for,"We can discuss that another time . But in any event, the question of whether --"
against,Let's discuss it now. I mean --
for,"I'll withdraw that . I apologize. Sure. So , I think the Constitution protects us from unreasonable searc hes and seizures. And the initial question that you need to ask is whether it is ever reasonable for the government to engage in bulk collection . And the problem with going down that route is we would end up in a society that the framers could not possibly have envisioned which is that the government would always, for good purpose, it would say, collect vast quantities of information about people who've done absolutely nothing wrong . But even if you think that's an acceptable way of thinking about the Co nstitution, the problem with our opponents' arguments is that two separate review groups, both with access to classified evidence, who 've now reviewed the case that they're relying on to suggest that this program is necessary, have conclude d that it simply isn't necessary. T hat the government could have accomplished its interest through the targeted use of surveillance orders to these companies or to other companies."
against,"So , the notion that you can somehow figure out -- well, there's something like mass data collection, and we'll just say, that can't be collected without implicating the Fourth Amendment is just as Alex said, superseded by the march of technology . There are a million subpoenas today for call data records for law enforcement purposes . That means tens of millions of records in the hands of government agencies on what amounts to a mass basis . There are ten million suspicious activities reports filed by financial institutions about their bank account holders because they want the government to know about what's happening . Is that mass collection? There are 4.5 million medical records reviewed by Medicare, your medical records and ours, reviewed by Medicare, looking for fraud every day . All of those things are things that serve important antifraud purposes that the United States government is pursuing . If we suddenly start to say, it's mass collection, it must be a Constitutional problem, we're going to have a line -drawing problem to beat every line -drawing problem we've ever seen."
for,"No, I don't think I would. Everyone to have reviewed the way that the NSA should go about its business says it should go about it in a targeted way . And that the key to protecting the country is not thr ough suspicionless surveillance of everyone, but through very targeted efforts directed at those who are doing us harm . I think that's the lesson of the two review groups who reviewed this program . That's the conclusion that the president himself has come to . I think that's what's also consistent with our Constitutional values. I think when you're talking about bulk collection, yes.John Donvan: Let me go to the other side, just see if they have a response to that. You've already, to some degree, answered that . But John Yoo, if you want to take it on."
against,"Yeah . I mean, I think that that shows how unreasonable the other side's position is that that no matter how much the security threat goes, they are unwilling to bend and allow certain kinds of searches. I think that choice is actually allowed to us under the Fourth Amendment by saying ""reasonable searches and seizures."" I was there on 9/11 . And we were confronted by an enemy that snuck i nto the country, communicated by email and phone calls . How did we even find them ? How did we even know they were all hijackers toget her? We looked at exactly this kind of data to piece it together . Of course, this is going to be the way we would need to catch such people in the future . Look at what our great terrorist enemies now -- I'm really worried, actually . I think the threat is much greater now than it was earlier because we have an enemy, ISIS, that controls a lot of territory, population, sophisticated weapons and is beheading Americans abroad, and we are doing very little about it . I think we need to have such kinds of prog rams in effect to stop them from getting over here."
for,"Yeah, I just wanted to s ay, you know, especially when you bring up a lot of these very frightening scenarios, I think it's important to remember that, as Alex pointed out earlier, these bipartisan commissions that have access to the classified data have not found that this bulk dat a collection has led to the prevention of an imminent attack . You know, I think I might take a slightly softer position than Alex on this in the sense that the Fourth Amendment doctrine does allow for exigent circumstances, exceptions to a warrant requ irement, and that's -- but that's very, very narrowly circumscribed."
against,"Let me just take this briefly . The last 10 years, this program has not produced an enormous number of successes . It is designed for an attack from a safe haven that is carefully planned . We've had 10 years in which we've wiped out the safe havens . We've put boots on the ground in Afghanistan to make sure that al- Qaeda could not plan attacks there . Only now is there a new safe haven where we can't put boots on the ground . We are in a different world . And the idea that this program might not have been particularly effective in a time when there was no safe hav en does not tell us what it will be like in the future. So , let me try that . You elitist New Yorker, you. Let me try this. Burner phones make it much easier for you to make one phone call and throw the phone away, buy another phone, make one phone call . It makes it much harder to find people, and it's certainly impossible to say, ""I have a wiretap order on this person,"" and to be able to get all of their calls . But what you can do, again, you can use the pattern of their calls to identify people as suspect. If you use a bu rner phone to call a safe house in Yemen, the government ought to be able to find out about that call and then to look at the pattern of calls -- Okay. John Donvan:-- yeah, but I wanted to let the other side take a crack at that question because you are being presented again and again with situations where the defense of the nation -- the cases increasingly amaze that the defen se of the nation would be enhanced it is argued by the ability to do these searches or seizures, and that, therefore, that affects the reasonableness issue . Do you -- let's hear from Alex on this one."
for,"Yeah, I think, again, one of the easiest responses is simply that this issue has been analyzed by two bipartisan groups of individuals who concluded that we can engage in targeted collection of information to solve these problems . You know, one of the repeated hypotheticals has come from Stewart about the Safe House in Yemen. And in that particular example, which was the pre -9/11 one that NSA supporters have used as the best example for why they need this program . Both -- or maybe it was just one of the commissions . But one of the commissions very carefully studied that particular example . And they decided that it would have been very easy for the government to have used targeted surveillance requests to uncover the link between the Safe House in Yemen and the parties on the U.S . end because they had the phone number of the Safe House . Indeed, they had to have the phone number because that's the only way they knew about the Safe House . And they could have taken that phone number and gone to the three major telecoms in the United States and served them with this order . And they would have very quickly uncovered the existence of the Safe House. That's what the commission concluded . And I think the same is likely true for burner phones."
against,"Do you think we so distrust ourselves that we need justices and Supreme Court Justices five to know what a burner phone is and then to figure out the right rule ? You know, I mean, the Justices of the Supreme C ourt, they probably think a burner phone is something that's too hot to touch for a little while . You got to let it cool down. They have no idea what burner phone -- J ohn Donvan: Well, like the moderator, they could just ask the question and find out the answer very quickly. John Yoo:Do we so distrust that we can't make that decision through legislation to figure out the best way to -- the worst thing would be if the judges set a rule down in concrete, and then set our response in a way that we can't take account of evolving technologies . I think it's much better for a legislature, Executive Branch to study the problem, figure out the best responses as we go along, as new technology develops."
for,"Yeah . You know, we have already made this decision . We the people ratify the Fourth Amendment . And so, I think that to make it seem like that's still in play just disregards the Constitution. But I, you know, I want to make a point about law enforcemen t. And, you know, the Fourth Amendment does not yield to concerns of efficiency . The Supreme Court very clearly stated this just at the end of its last term when it said that, “ If the police want to search a S martphone when it's arresting someone, that would be a great way to find really good evidence.” And, in fact, they did in those cases. They have, you know, pictures of this guy with guns in front of a car that used in a shooting . But the court said that privacy comes at a cost. And when that cost is efficiency, that must yield to the concerns of the Fourth Amendment. So, you know, these Justices understand technology . They have clerks. And they have said tha t digital is different when it comes to the Fourth Amendment, and that the Fourth Amendment doesn't just yield to make things easier for law enforcement in all circumstances."
against,"They could, but that's -- but they haven't done it yet. And now lower court has yet. Instead, in all -- there's lots of other contexts where the court has adopted this balancing approach . I was going to say, metal detectors at airports . Aren't those searches ? Drunk driver checkpoints, aren't those searches ? Urinalysis drug testing for employers . I mean, there's lots of contexts, actually, where our government has been allowed to conduct broad, non- particularized searches that are considered fairly minimal in order t o stop a great threat to public safety . If our justices don't --"
