side,script
for,"Actually -- right, so I don't quite agree with that. Right, so and let's take practice and current practice as an example, righ t? We used an autho rization for the use of military force, the 2001 authorization of which Professor Amar is so fond, right, to invade Afghanistan and to detain an intern over the course of that war , and indeed the broader war with al- Qaeda, tens of thousands of prisoners . A nd we repeatedly -- and Congress embraced this, the president embraced th is, the courts have embraced it -- repeatedly invoked the international law of war, internationa l humanitarian law, the law of armed conflict , exactly those laws. So if we thought i t required a declaration o f war as such to do that, everything we've done more or less . To -- So, the United States has an obligation under its treaty commitments, which afte r the supreme law of the land, and to observe that law of w ar in any armed conflict, and it would say it applied here."
against,"I suppose if there were no evidence on which the president could make a determination, and that an attack on that party or that group would or could reasonably be thought to deter future attacks on us , if the action taken were so inappropriate or so bizarre, so farfetched, if the group itself had -- did not have -- has never had -- did not share the objectives, the weapon sources and funding with the persons and groups that aided the perpetrators, finan ced them and planned the attacks on 9/11, yes, I think that would go beyond the statute. I'll just emphasize this one point. When we start talking about all the crazy things the president might do, all the odd groups he might suddenly decide to make war on, we have not silenced the Congress. We haven't stopped our political pro cess. When the president really does decide that, I don't know, the New York Yankees or Norway or something is the next associated group, we have ways of stopping hi m. And the way we do it is not by both houses of Congress approving air attacks."
for,"Well, the administration has changed its own criteria for what it includes in associated force s, a term that doesn't appear anywhere in the AUMF. It used to require co -belligerency with al-Qaeda. ISIS is not a cobelligerent with al- Qaeda. It's an organization that is not only in competition with al -Qaeda , but at times actively fighting al -Qaeda affiliates. So, you know, I think at some point you have to re ad that organization out of the definition. And they were concerned about the legal basis for this and how open -ended it was two years before they shifted to expand their own definition to allow ISIS in. Before the -- Intelligence Squared U.S. 31 4/1/15 -- yes -- -- the Obama administration attorneys were -- there was a -- you know, from what you -- from what you can tell from public accounts of it, a pretty fiery debate over whether they had the authority, even before ISIS came on the scene, to stretch the law as far as they'd already stretched it."
against,"Well, I suppose -- -- wouldn't be just the Senate, of course. It would be a resolution subject to the constitutional principles of bicameralism and presentment. It would require the House and the Senate and the -- that would be presented to the president for his s ignature, and it would all depend on how it was worded. And one of the things I believe that the administration was proposing is, ""Maybe let's swap out the existing AUMF,"" which actually does not have a sunset, with one that would actually not merely supp lement it, but supersede it, and supersede it in a way that actually was perhaps more limited, that did have a sunset provision , and other things. So it all depends on how it would be written.Intelligence Squared U.S. 32 4/1/15 Yes, I think there is. I think that Congress is the standard. Let me make this absolutely clear. There are many persons who believe that the president's Article II powers, standing alone, would be sufficient for him to wage war against the Indeed I do. Indeed I -- it's not just what I think. It's w hat the Congress thinks. John Donvan:Intelligence Squared U.S. 33 4/1/15 Gene Healy."
for,"There's a long history of Congress's feeling compelled to continue wars and to provide funding for wars that the president has launched. In Libya, as I recall, there was no specific -- separate appropriation for the Libyan conflict. It came out of the Overseas Contingency Fund . And what's more, the House actually voted down authorization. At some point, when you say the preside nt can go and wage war wherever he wants a nd if Congress funds it, that's fine, you've sort of turned the Constitution on its head. You've put all the checks that are supposed to stand in the way of unilateral action, and then Congress -- and then the president's action stands unless -- as you know, in the Vietnam War, there's an actual effort to defund it. I think that puts -- that makes things exactly backwards. Indeed. It wo uld render -- -- the declare war clause and the associated clauses there, effectively moot. If all Congress had to do to authorize war was appropriate funds, then why include a declare war power at all? What would the point of that ever be? And we just talked about how perfecting it, in the sense of international law, can't be it. In fact, the administration itself doesn't make the argument that the funds Congress has appropriate d for military action, part of which -- a large part of which at the beginning was in defense of our own assets in the region, to the extent that they were being attacked. The president himself says the conflict has gone much beyond that now. But the president himself doesn't rest on that. He says he rests on his Article II Authority and then he asks Congress for additional authorization, which is why the House and Senate are debating the need for a new authorization now."
against,"Look. I could understand why -- John Donvan:Intelligence Squared U.S. 34 4/1/15 Philip Bobbitt. -- you want to talk about Libya. I could understand why you want talk about the president. But this debate is not about Libya, and the president is not here debating with Professor Amar and I."
for,"Actually, this debate is about whether the president has exceeded his constitutional authority by waging war without Congressional authorization."
against,"True. And I am quite happy to take it on that stand. If you find that the pre sident has exceeded c ongressional authorization, that he needs a declaration of war -- that the c ongressional authorization was ill -considered, that he is going to them now because he thinks he doesn't have the authority -- a charge that was just made, whi ch is not the way I read the president's statements -- he's been quite clear --"
for,I didn't say that.
against,"-- that he does not need this authority , which is the way I read it. I'll leave it to you. He can -- A khil Amar: H e already has it. Yeah. If you believe this -- if you believe that the funding was just a lark, it has nothing to do with authorizing the war, that Congress is being gulled into this, well, then you should vote for our opponents. 19: 55:23"
for,"Professor Bobbitt, you have a pretty broad view of what appropriations authorize. If I -- looking at the Foreign Policy article that you -- that is on the Intelligence Squared websi te, I believe you said in 2013 that the very fact that Congress funded bunker busters meant that they couldn't be surprised if the president decided to launch them against Syria. Isn't that a pretty broad view ofIntelligence Squared U.S. 35 4/1/15 -- it's so rt of if I lease my -- if I give my employee a compan y car I should not be able to complain if he takes it on a joyride."
against,"Maybe not, but if you give him a tank you shouldn't be surprised if he -- G ene Healy : If he uses it to invade another country? If he doesn't go to the movies with it. Well, it all depends on what it says, but our position is Congress already has spoken , and spoken about as clearly as it is possible to speak in the English language."
for,"Thank you. To agree with our opponents on tonight's motion you'd have to accept some pretty extraordinary propositions. You'd have to believe that the president has not just the power to repel sudden attacks, but the right to launch them. You'd have to accept the proposition thatIntelligence Squared U.S. 37 4/1/15 three days after September 11 , Congress delegated its war powers to the president in near perpetuity , one Congress, one vote, one time; and that tha t war can be conducted for decades to come on a need- to-know basis with minimal public debate. You'd have to swallow the notion that seven months of regime change bombing in Libya isn't war for constitutional purposes. It isn't even hostilities under the war powers resolution , so long as -- and this is the actual argument they've made, the administration that is -- it's not hostility so long as the country we're bomb ing can't easily hit us back. That last one has what I think are pretty stag gering implications in an age of remote controlled warfare. It's also, I have to say, a somewhat grotesque doctrine for a humane , internationalist president to advance. Put starkly, it says, ""Killing a bunch of foreigners isn't war; war is what happens when actual Americans might get hurt. Then it's serious. You might even need congressional authorization ,” unless, of course, our president thinks there's an emergency threat to our humanitarian values, as in Libya. Well, our constitutional values demand debate and authorization before the resort to deadly force. They demand a vote. Tonight, please vote, ""Yes,"" on the motion, ""The President Has Exceeded His Constitutional Authority by Waging War Without Congressional Authorization."" Thank you."
against,"So you've heard it suggested by our distinguished opponents that the president can't go after ISIL because it's a different group than al -Qaeda. And you've heard questions about, ""We ll, how similar this has to be ?"" Here's at least one just very basic point that has gone unrebutted for the entire conversation. Some of the leaders of ISIL were the le aders of al-Qaeda on 9/11. And that's not true of Norway or the New York Yankees or Brooklyn or the leaders of China, for that matter. So the authorization of the use of military force that Congress passed was not limited, didn't mention al -Qaeda by name. It talked about other organizations that may have aided or harbored al -Qaeda , either before or after the fact. It said, ""Its purpose is to prevent future attacks."" It has no sunset provision, and yes, these folks are sometimes at odds withIntelligence Squared U.S. 38 4/1/15 each other. Frankly, that's what win ning a war means: that you want to divide the folks on the other side. You want to have sufficient military strength so that they start to squabble amongst themselves. That's actually how you win these conflicts and serve the ultimate purposes that are emphatically authorized by Congress, preventing this from happening again by affiliates of the same organizations that hit New York the first time."
for,"Thank you. So I would like to know the names of the membe rs of ISIL that were part of al-Qaeda when it attacked us at 9/11. The leader of ISIL, al- Baghdadi, right, was radicalized when the United States invaded Iraq after 9/11, another nation that was not responsible for the attacks of 9/11 . I think the fundamental point a s this, right? There is a difference between al -Qaeda and ISIL, enough of a difference that there needs to be new authorization, and the president himself, the expert that Professor Bobbitt suggests we look to first, agrees with that, which is why he has gone to Congress. More broadly, the framers of the Constitution wanted it to be hard to go to war. They imposed a series of checks in order to make it hard. We were going to have appropriations for military funding in the full vi ew of God and everyone every two years. The Constitution requires it. Now we fund military operations substantially through funding contractors ; through different departments, the funding is hidden. They wanted citizens to be -- to serve in the military . These days about .5 percent of Americans serve in the military. 80 percent of us support the troops, 90 percent of us can't find Afghanistan on a map. Congress and Congress's ability to say, ""This is the war we want to fight, these are th e reasons, these are the people "" -- Congress is one of the last and most significant checks we have of limiting, constraining, in any way slowing the march to war that we might otherwise be inclined to take. The president has asked Congress to help us define what that war is. We should keep this one last check. You know, I was briefing some young Congressional staffers last week on what thisIntelligence Squared U.S. 39 4/1/15 would mean if they passed a new authorization. And they despaired of Congress taking any action. You can t ell them, ""It's not despairing. We think you should take action."" Vote for the resolution in this debate."
against,"Why is your vote important tonight? It's because many people in our country have been thoroughly misled into doubting that of which they should be confident: the legal basis for the presiden t's actions against the Islamic State ; and feel confident about widespread popular opinions of which they should be very dubious. One of those opinions is , the wars in Afghanistan, Iraq, Syria, Nigeria, Yemen, Somalia, and Libya have nothing to do with each other ; that a global terror network is just a fantasy , full of sound and fury. Another is that the Congress must adopt a declaration of war , or yet a ne w authorization, which the president does not say is required, to authorize an otherwise constitutional war. Pressure groups have become quite eager to frustrate government action by mobilizing public opinion on the grounds that the Obama a dministration is acting unlawfully. And we've seen this in area after area. We hope you won't be a party to this. The interplay between the president and the Congress should not be a game that has the zenith of insight in the question ""If that's what you meant, why didn't you say so?"" Rather, the strategic and moral problems we all know we face should inform on our opinions as well as our decisions."
