side,script
for,That came—
against,Death camps. meant happy camps—
for,"That came wonderfully into exactly what I was going to say, we have had Katrina used as an example and I thought to myself as I always do it must be wonderful to be a conservative because, you can take control of the government, make a mess of things and say see, that proves my point, isn’t that wonderful. And I would also add—"
against,"You can, you can be—"
for,"—since John Stossel— Since John Stossel has used vote-counting, you know, it’s not that the government’s, this particular government isn’t able to count the votes, it was sort of that they didn’t want to?"
against,"But do you—what’s your plan to deal with Republicans, do you want to abolish them or are they part of your plan."
for,"Medicare has its problems, but has continued to function. We have a well-established system, it continues—Social Security, is a system that’s working with high efficiency. The point is to get this thing— It is. If you have—pay any attention it works fine. And if you—"
against,"If you pay any attention to Medicare you have to know that one-third of the money spent is wasted, that it rewards doctors—"
for,And private insurance—
against,—for medical errors—
for,"And private insurance? That’s the thing, I— Actually, can I just —I wanted to ask a question. And— —and I wanted to ask, actually two questions, to the audience. First, how many Canadians, would Canadians in the room please raise your hands. Okay, not as many as I thought. Okay, of those of you who are not on the panel who are Canadians,, how many of you think you have a terrible health care system. One, two— Bad move on my part. I’ve got a selected--all right, I won’t try it. But I will say, that—"
against,We should check their papers.
for,"Well, we’ve got—no, that’s… —gotta be honest, and—"
