side,script
for,"Here's the problem. Yeah, that's nice for people who do have cable TV. Unfortunately, many people don't have Discovery Channel. So for those poor people out there who have no access, what are you going to do? You just assume they're going to catch it on the tube. Oh, no. You're not supposed to be watching TV because if you watch TV too long, you get this big. So, I mean, you're going round and round. Why not just sit there? Why not do what Alice Waters did in Berkeley, the Martin Luther King middle school? She built a garden. She had the kids grow stuff. Kids who grow and eat it."
against,"Well, I just -- I love Alice Waters' cooking, I'll tell you. I think it's awesome. But I think her social policy is rather questionable because she wants everybody to be like they're an upper class white woman in Berkeley. And that's just not going to happen, right, for all kinds of reasons. Now, what I'm going to emphasize here is that the government's theory seems to be something along the lines of, people are fat because they have not been given the information that it is more desirable in this culture to be thin rather than to be fat. I don't think that's correct. I think this information is -- is not exactly a state secret. It's been widely disseminated.Dr."
for,"Well, let's be clear, though. It's not the information. It's the opportunity to act on it. I think what Pamela described in terms of in the inner cities of the country—you don't have sidewalks, you don't have safe places to be physically active, you don't have access to grocery stores, so what you're talking about is the opportunity -- That's absolutely right. Dr. -- to leave -- Yeah, in some -- Look at what Louisville did. It changed the zoning laws so that within so much area you had to have grocery stores and you had to have parks and playgrounds, so the government can, in fact, produce the opportunities for people to have access."
against,"Oh, really? "
for,The fixation here is on healthy lifestyles.
against,"What was your report called, Dr. Satcher, your 2001 report? Was it a report on healthy lifestyles? "
for,"No, the first ever surgeon general's report was on smoking and health and it was on cancer, but that wasn't the focus. The focus was on getting people to stop smoking. "
against,So are you in favor of getting people to stop eating? 
for,Getting people to stop -- getting people to eat -- to engage in healthy lifestyles.
against,"Well, I'm all for engaging in healthy lifestyles, but I'd like to point out that -- Dr."
for,That's the role of government.
against,"-- one of the most interesting things about this debate is that if you had a time capsule, everything that's being said by the advocates of the government's position here was said almost literally word for word in the 1950s. Remember -- some of you may remember -- President John Kennedy -- I don't remember it actually, but I've read about it -- initiative for the president's council on physical fitness, right? John Stossel:I remember that. John remembers it, right? That's right, all that kind of thing, , you know, that we're all for, and, you know, for being healthy in that way. John Kennedy was actually a wreck physically but they hid that quite successfully at the time because -- but anyways, that's another story. The thing is, it's really striking, if you looked at the literature, the government officials were saying in the 1950s the same thing they're saying today, they're saying, ""Americans are getting horribly fat, and it's going to cause this huge health crisis, and if we don't do something about it, the Russians are going to just come in and push us over and takeover --"" ""-- and it's, you know, the terrorists within,"" and all that stuff, and nothing that was ever predicted took place. But this is one area I have found in terms of government policy and social hysteria and moral panic where data simply doesn't move anything because people have such a fixation with the desirability of weight loss that you can talk all you want about how we ought to have healthier lifestyles, but what people really want to do is make people thin."
for,"No, we don't want to make people thin. It has everything to do with the government -- -- because they don't have resources. Where are the play yards? Where are the parks? Where are the bike paths? I just want to say, though -- It would be very interesting to find these studies that Paul is quoting saying that obesity was a major problem in the '50s. There's no such study. We looked at every --"
against,"Forty percent of the American population was, quote, unquote, ""overweight,"" in 1958, 40 percent, so apparently if there's been an epidemic, we've had an epidemic for a long time. "
for,"But overweight -- I want to be clear about ""overweight,"" because I know you've written, saying that people who are overweight are healthier. Many people who are overweight are athletes who are muscular or people who work out, so we admit it in our books, we acknowledge that the BMI is not reliable in people who are muscular, who are athletes, and who work out. So I think that's a distortion."
against,"My understanding is that there are just as many or more parks, playgrounds and sidewalks as there have ever been. People can exercise if they wanted to. And John, you talked about they’re responding to this national emergency. That’s the justification for government, and I think you’re right. And that always is. The crisis is the friend of the state. But there -- the specialists always have emergencies. It’s terrorism or global warming or Y2K. Remember, the planes were all going to crash, and the killer bees were coming up from Mexico, were going to sting us all to death, and Bird Flu and plastic bottles. It’s endless. It all requires government to intervene, to raise your taxes and to limit your freedom."
for," John, where the hell do you live?John Stossel: Right here in New York City. Honey, listen, get out of New York -- get out of New York and live, right. Go out to the hinterland. Go out to places where people don’t have these --"
against,The hinterland is one big park.
for,"Very seriously, John. I mean, really, what we’re looking at is the ability to be able to give people options. We keep telling people to go out and do whatever. Eat less, move more. You give them food deserts. You don’t give them anywhere to move that’s safe. And then what do you have? Where is that obesity? Do I see a lot of obesity out here? I don’t think so. Again, go to the hinterland. John, keep looking. It’s up there somewhere. Dr. You don’t have to go to the hinterland. There are many areas in this city and surrounding cities where it’s not safe to get out and walk in the street. It’s not safe. There’s no safe place."
against,It’s safer than it used to be. Crime is down. 
for,I’m sorry.
against,It’s safer than it used to be. Crime is down. And obesity is up. 
for,And it’s down in great part because of the same leadership that’s now saying that we’ve got to change the way we direct food to people. We’ve got to intervene to make sure that people know what they’re eating.
against,"No, the association exists, but the relationship is complex, right. I mean, the notion -- do we know that diabetes causes obesity? How do we know that obesity doesn’t cause diabetes? Right, we -- in other words -- Dr."
for,We don’t know -- we don’t know the cause of breast cancer. That doesn’t mean we don’t screen for it. We do know the association.
against,"Well, yeah, but David, I don’t think -- Dr."
for,"In public health, we deal with associations."
against,Do you want to just perform mastectomies on women who don’t have breast cancer so they can avoid getting breast cancer? 
for,I don’t get the connection.
against,The connection is --
for,"Okay, Paul, Paul.  In our laboratory, in the laboratories of many of our esteemed colleagues around the country, we’ve made it very clear that excessive visceral adiposity, a lot of fat deep inside your belly, is highly associated with a pro-inflammatory state, which increases the risk of diabetes, coronary vascular disease and cancer, period. I have that much literature to back up."
against,"Yes, that’s right."
for,"And you know what? You can get rid of visceral body fat -- In addition, Paul, the information that you presented showing that overweight is okay by me is actually wrong. And that has been refuted by at least two pooled meta-analyses publishes in Lancet and the New England Journal of Medicine by my colleague, Dr. Walter Willett from Harvard and by leading epidemiologists around this country basically refuting your --"
against,"Yeah, well, first of all, visceral body fat can be very effectively dealt with through changes in activity levels. It’s not going to -- There is a correlation between visceral body fat and increased health risks. That’s quite true, but the notion -- look, again, I want to emphasize the willingness to talk out of both sides of the mouth on this issue is just astonishing to me. You have people coming here and say obesity, obesity, obesity, right. We have this huge crisis. And then I point out this is a bunch of nonsense. And then it gets flipped around into, “Well, we’re not really talking about obesity. We’re talking about lifestyle.” This isn’t called, you know, “Is lifestyle the government’s business?” This doesn’t have a picture of a lifestyle on the front of it, right. It has a picture of a --"
for,"Now, let’s be fair. Obesity is an outcome, in many cases, of unhealthy lifestyles. It’s not that simple. We differ in terms of metabolism. There’re some people who can eat a lot of calories and not gain a lot of weight. There are other people who gain weight easily. So everybody’s not equal. We’re not stigmatizing people who are obese. Read the surgeon general's report, clearly says this is not about appearances. It's about health. And the way to improve health is to change lifestyles. That's what the report says."
against,"Well, they mention the NIH and basic research. And there is a better argument to be made that that does promote the general welfare. But if the general welfare means the obesity police or the lifestyle police, then there is no limit to what government can do. Then they can reach into every crevice of your life. They can ban the dinner you're about to have. They can ban fat -- -- and ice cream. You used to work at ABC. You can't be a neutral journalist.  Well, that's part of it. I mean, Thomas Jefferson said it's the natural progress of things for government to grow and liberty to yield. Government always grows. It starts with information. It moves to taxes. Then it moves to limits on what you can consume. And now that we have Obama care and the government says we're going to pay for your health care, then that's an argument to say, we have the right to have exercise police come into your home and make you improve your lifestyle. "
for,"You start off by quoting -- -- Lincoln, so I'll quote Lincoln who said that it is the role of government to do for people what they cannot do for themselves. And that's what we're talking about here."
against,People can't lose weight for themselves? 
for,"Not if they don't have safe places to be physically active, not if they don't have access to fresh fruits and vegetables. And they can't be biggest loser because they don't own a TV."
against,"Well, that's going to be helpful. Well, couple things. First of all, if you're concerned about rising medical costs, which you would be in favor of if you believe that obesity kills people, then much obesity is possible because what drives medical care costs through the roof is an aging population, all right? That's where the health care costs get spent, right? In an elderly population, supposedly obese people are all going to die before they get to be old, right, which is, of course, nonsense. But if you really did believe that, that's what would drive down health care costs. Secondly, and I think more fundamentally -- and I just want to repeat this again. We cannot make fat people thin, okay? So even if it was desirable from a social perspective to produce a society that did not have a lot of fat people in it, you cannot do that in a developed economy, right? We have a situation in this country where we somehow got it into our heads that everybody can be within a certain narrow range of body mass if they have a healthy lifestyle. That's -- there's absolutely no reason for believing that that's true or that it's in any way necessary. So I mean, I'll tell you what, you know what really would reduce health care costs more than anything else? I can do a back of the envelope calculation right now. We can reduce healthcare costs by $1.7 trillion a year out of the 1.9 trillion that we spend by just having everybody be between the ages of 20 and 29. That would drive health care costs down to the floor, right? But nobody is suggesting that we do that. And this is the same thing. It's suggesting that we have a population that is going to be completely above --John Donvan: Okay. Both your opponents want to speak. "
for,"That's a great question -- -- that you raise. Let me just say that 80 percent of Medicare costs -- and Medicare is the most expensive program that government supports in terms of health. 80 percent of their costs are due to preventable diseases. And certainly, half of that is related to obesity and Type II diabetes. There's no question about it. So it is true that the government has a self-interest to try to help people to develop healthy lifestyles. And we're not even talking about obesity. We're talking about the benefits of healthy lifestyles generally. Less diabetes mellitus, which is a major driver of costs of Medicare and other health programs. Can we quit saying that we're trying to aim for turning fat people into thin people? This is -- just end it now, please. This is ridiculous. We're going for healthy, and we're going for fit. We don't want life spans. We want health spans. We want the highest quality of life we can have. And if you started out at 250 pounds, and you're a 5'4"" woman, and right now you're 180 and a happy camper, God bless you. So long as you're fit and happy. And we're also forgetting the head in this whole thing too. We're not science fair projects here. We forgot our heads. The stress factor here, of course we talked about stigma. No one wants to stigmatize. I'm a physician. I see this every day. I feel that pain and that -- and I feel that compassion as I try to help someone go south from 250 or whatever. What we're going for is health --John Donvan: Okay. -- and fitness."
against,"I don't understand what you're talking about. The highway trust fund is already taken from drivers who pay the gas tax. And something like 20 percent of it is used for things like bike paths. So it's already being spent on these things. Our government is spending $3.8 trillion. You want them to build grocery stores now? I mean, government can't even count the votes accurately, and you want them to fix lifestyle problems? This is a mistake.John Donvan: Let's go to David Satcher. "
for,"Well, I think we ought to be clear. You know, we are the government, and it is the role of government to create the conditions in which people can be healthy. That's how we define public health. That's how the Institute of Medicine defines public health. It is the role of public health to create the condition. It's a collective effort to create the conditions in which people can be healthy. And that's what we're talking about."
against,"But aren't there more opportunities to be healthy now than ever before? Per capita income, a bicycle is cheaper than it used to be. There are more soccer leagues than there ever used to be. There's more awareness of physical activity."
for,"Oh, I'm so sorry, did you forget about the fact that in the grand majority of schools across this country physical education is all but eliminated, it's gone?"
against,"Well, let's get rid of government schools --"
for,And so we have --
against,-- and we'll have better school.
for,"-- and then in addition, John, in addition, John, for soccer, I'm sorry, that costs money. You have to have money to buy those soccer clothes. You have to have money to join the league. And those kids don't have it. So let's just see now. We eliminated recess. We don't have physical education. And now we don't have after school. And where do they go? To the tube, they just sit there.John Stossel: I just have to disagree --"
against,-- New York City any kid can join a soccer league and if he doesn't have money the equipment will be given free. There's plenty of charities around to pay for that. 
for,"Let me remind you that schools are supposed to be the great equalizers in this country. In other words, kids come to school, some of them come from communities where they have adequate places to play, access to fresh fruits and vegetables. Other children come from homes where there's no place to play safely, no access to fresh fruits and vegetables. At school at least they should be helped in developing lifetime habits of physical activity and good nutrition. Yeah, I think it's an excellent question. The government's role can be put into three categories. One is this assessment where you really monitor the health of the population, and you give us this kind of information that we can act on. The second one is assurance that everybody has access to the opportunity to lead healthy lifestyles. The third one is policy. And you're right, it is the responsibility of government to develop guidelines for healthy eating. The Nutrition Act that's just passed is an effort to say, ""If we're going to have free breakfast, free lunch in the schools for 40 to 50 percent of the children, we must make sure that those lunches are healthy, that they have adequate fruits and vegetables,"" I agree with you. The third role of government is policy development, and that policy is made in such a way as to make sure, number one, we have the information that we need, we’ve got to have labels on the foods so we know what we're getting, and also you've got to make sure the children who are receiving these lunches are getting healthy foods. That is the role of government."
against,"Dr. Satcher, I think you're confusing intention with results. It's nice that we have this good intention, but government doesn't get the results. Some schools now have banned vending machines. A University of Pennsylvania study -- banned vending machines that sell unhealthy food. They studied it. They found the kids eat just as much junk food, no difference in weight loss. You earlier said that, you know, the schools are supposed to be the great equalizer. They are supposed to be, but government schools are more segregated than private schools. It doesn’t work. Government fails."
for,"Well, well, I don’t agree that governments fail. Now, the study that you’re talking about, I don’t think anyone, even the ones who carried it out would see that as a conclusive study. What they said was to date, we don’t see the evidence that changing the vending machines -- We are going to keep working to help children develop lifetime habits of good nutrition and physical activity. I think that’s our responsibility. And that’s what the schools have to do."
