side,script
for,"So Zeke -- So Zeke, I was the CEO who went to Mid Atlantic. I'm the one who led that entire process."
against,You can show it can be done.
for,"I led it in an environment that was integrated, that was prepaid, that had technology on all of the patients, and brought in with me a huge amount of leaders. It can be done. The problem is it can't be done across the states."
against,"John. John, can I say something?"
for,Tell me how -- -- how does Kaiser -- -- how is Kaiser Geisinger -- Geisinger better? How is Geisinger going to make -- make inroads in You're not going to answer the question.
against,Okay. Let me --
for,Yeah. How is it -- -- going to make an inroad in --
against,Actually -- actually Robert is an inspiration for me and he's given the answer to that question.
for,Okay.
against,"Here's how -- what he says from his book. Okay. This -- actually Robert should bring his chair over here. Look at this. Is this you, Robert? So it says transforming the conditions of American medicine will be difficult but possible. And ""Mistreated"" outlines the steps necessary to transform American medical practice. The first step -- so here's the answer, Shannon, from your partner, will be awakening, becoming aware of patients, how we're mistreated. That's the first step. From there we will need youthful optimism. We can't make this a terminal illness. We have to fix this. We have a collective confidence that our problems can be solved. That will be followed by years of hard work. And at the end I hope we will have freed American medicine from the outdated cottage industry -- -- it resembles today. Robert -- Robert Pearl 2107."
for,"Yeah. But you've got to read the whole book to find out, David, that it's - There's a difference between being -- -- not going to happen in Pittsburgh. There's a difference between being terminally ill and dead. We're not saying it's dead. We're not saying it's dead. We're just saying it's terminally ill and something radically different than just moving along little steps at a time -- things will get far worse --"
against,"You know, my wife --"
for,-- before they get better.
against,"-- is an ICU doctor and when they're terminally ill we've got to go slow. We've got to talk to the family. We've got to listen. If we do something radical in the ICU I think we would all agree that's a mistake. Before 2010, before --"
for,"Okay. I think this metaphor -- -- too far. This metaphor has gone too far. It's time to -- -- call a moratorium on the patient, the healthcare system as a patient in the ICU."
against,"Before 2010 we were all fee for service except for a few holdouts like Kaiser, like Geisinger. We put into the Affordable Care Act a mechanism to have payment transformation which was led by Medicare but not only by Medicare. We've had states adopt payment transformation for their Medicaid programs. I mentioned Arkansas and Tennessee as but two example. Ohio is doing stuff and so are other states. Oregon's doing some interesting things with its Medicare population. In addition we have private payers that have entered this space and are using various different payment mechanisms to shift. I'm working with the Blue Shield firm in Hawaii. They're trying to move all their primary care doctors in the state of Hawaii to capitation. It's not easy and it takes time. And those changes are happening throughout the country. It is not just a few points of light. It is tens of thousands."
for,I don't think so at all. He's talking about these very small places that can do something.
against,Kaiser's an $80 billion organization.
for,"What physicians -- Physicians learn it's always easier to do more than to do things more efficiently and better. If you actually follow the thinking through you're going to end up having to close hospitals, have fewer specialists, make massive investments in technology, and just think back to when they tried to close naval yards. The protests that are going to happen are going to be massive. This change is going to be so radical that I think we have to understand the amount of pain that's there. And that's why we see it as being terminally broken. Not impossible, but the likelihood is people will turn around and go back before most of them progress. And by the way, Hawaii is a -- a very, very interesting place because there's really only two insurers. Well, there's Medicare. But there is HMSA, which is the Blue Cross/Blue Shield, and there is Kaiser. And that's -- and it's a -- that actually makes a difference."
against,"Shannon, that's true of many states. Alabama, the Blue Cross plan has 80 percent of the market. Tennessee, the Blue Cross plan has 80 percent of the market. The fact is, you have big insurers across the country. You have CIGNA and many others that are trying to move to Capitationmove to steering patients to efficient providers. You have the Massachusetts Blue Cross and Blue Shield plan which introduced the AQC, the alternative quality contracts --"
for,Which primary care doctors loath.
against,"Wait a second. Which brought down costs and improved the quality, but it took four years of working hard at it. And it is -- has to be sustained. And if we start out now, and we are doing this, and you're lifting up the pot and saying, after one year, ""Is it boiling yet?"" That is too early. Change takes time. It takes four years before you get the maximum change and then 10 years. It is going to be resistant. There's no doubt. But we have data, as David says, driving the system. We have changes in financial -- financial incentives driving the system. And we also do have the closing of hospitals -- -- and the shifting of incentives. It's okay. That's fine."
for,"I know. Which point do we respond to? There's so many coming In a streak. Yes. Fee-for-service – They like it a lot, yeah, 78 percent say they don't want to change. Well, you can say, ""Too bad,"" but at some particular point, as I say, in a fee-for-service world, what they're going to do is to start to increase divide The problem right now in -- you know, what David and Zeke is talking about is the same thing we're talking about. I think what we're arguing about is the likelihood of it happening. And we're basically saying it's not likely to happen because the hospital will find a way to pay fee for service. We say they're moving towards pay for value capitation. We're talking about small pieces. We're not talking about taking entire populations like Geisinger has or Kaiser has or Mayo has, that's able to scale that. We're talking about doctors in small offices trying to manage all of that. You know, even this very radical Medicare payment under MACRA, nine plus nine Midas. First of all, that's only about quality. It's not going to affect the costs very much. And we're still talking about 10 percent. The overall practice, the idea having a single electronic record, do you know how difficult that's going to be to get every document in the community? So we're saying the scale is so huge -- -- it's effectively . And --"
against,So -- so --
for,"Well, I'd like to make a couple -- -- just a couple, and then I want David -- Number one, Zeke, I'm not saying that you look after a year and you say, ""Oh, not working. It's terminal."" That's not true. That's not what we're saying. It's that it is a massive, massive problem. Number two, it does take time. And number three, we have one state that's globally budgeted all of its hospitals. And it's going along pretty well. It's not like they have suddenly become all -- everybody's at risk instantly. They're moving slowly. It's the state of Maryland. But they're getting there. But it took -- it took a big shift in somebody saying, from the top, ""We're not going to pay you fee for service anymore. We're not going to pay the same way."""
against,"So -- and, Robert, you've got to agree with me on this. Doctors that are coming out of training now are not going into private practice. They're joining Kaiser and Geisinger. They're joining -- they -- when we -- when I used to hire doctors 20 years ago, they want to know how much money they made, when they became partner and all that kind of stuff. Now they want to know, can they still go to Haiti, can they be -- is it team based? And, you know, what's the live white -- live-work balance? It's going away fee-for-service. Kaisers of the world are where people -- or large medical groups are where people aregoing. So to say that this fee-for-service thing is going to kill us, got us where we were. Let me give an example. It has to go away. No one is going into fee-for-service. It just doesn't make sense. So it's going to take time. There's a lot of doctors who are 40 years old or 50 years old are going to stay in fee-for-service. But the new ones that are coming out, 90 percent are – -- Can I give an example of how we have – That's right. You know, when I was at UCLA, we diagnosed the first case of AIDS. We did more organ transplants than any hospital in the United States. We invented Herceptin. Those things don't come from Washington, D.C., right? They come -- those innovations happen in our academic medical centers. They happen in place that's try to figure things out differently. And this health care reform thing is going to happen the same way. And it's because communities, people like our audience are going to say, ""You know why we have to do it this time? Because we can't afford not to do it. Because if we don't do it, we don't have money for roads, we don't have money for schools."" It's a different day. I think we have a moral imperative to get it right. And I think it's going to get pulled by our communities. So can I just say something? I think it's synergistic. It's partially from below, with innovative doctors and hospitals. It's partially from above that changes the financial incentive. Let me give you a very good example of where we've had massive change in the system. It's far from perfect. But before the Recovery Act in 2009, there were 9 percent of hospitals had electronic health records. No doctors had electronic health records. We put in incentives to say you had to health -- electronic health records. I'm not saying it's nirvana. I'm not saying it was rightly done. I oppose many of our regulations and thought they should be different. But today, seven years later, every hospital has an electronic health record. All doctors are getting onboard with it. And we are going to see, in the next generation, those APIs are opening up."
for,The APIs that Epic opened this week.
against,Okay. And the second thing I would say -- just let me say it.
for,"So two things. First, you're absolutely right. Hospitals have done it. Fewer than 20 percent of physicians’ offices can communicate with that machine even though it's next door. And that is going to be the big leak. It's not getting a hospital to be able to do it to meet regulatory. But I want to talk about --"
against,"The whole point is it's not impossible to do that change. And communication between the hospitals is, again, something that is going to be required of them. And that is going to make a big difference."
for,"So between San Jose and San Francisco, Silicon Valley where I live, there's 10 hospitals doing heart surgery. Three of them do fewer than 300 cases a year. That means that 65 days a year, they're not doing anything. Guess what they do? They're raising their prices to be able to pay for the inefficiency that's in place. I've seen no change. I've not heard a single CEO talking about closing their thing or putting their systems together. You're going to have to take them and make sure it happens. And that's going to require far more."
against,"Robert, where is the most complicated -- who does the biggest volume of complicated surgeries in Kaiser Permanente, not UCLA, not Cedars."
for,I understand.
against,"So you're saying -- in a market, people are driving by nine or 10 hospitals, through traffic to go to Kaiser Permanente."
for,"But they have no choice right now, David, because they bought the insurance that forces them to go there."
against,They have great outcomes.
for,And that's the point that I'm saying.
against,"What do you mean, ""No choice""? It's fantastic."
for,"It happened. If you're going to make it happen, and you want to make it painless, want to make small baby steps, want to have demonstrations, but it sounds great, and nothing's going to change around the cost or around the hundreds of thousands of lives they're losing every year."
against,"No, look. Here's another good example of where you see change and you see change in exactly the kinds of areas that Robbie is mentioning. CALPERS, the California Public Employee Retirement plan, has gone to reference pricing for a lot of surgical services. They say, ""We're going to give you X amount of money. You can go to the most expensive person doing that procedure. You have to pay the difference between the 24,000 we're giving you and the 45,000 they're charging."" What happens when you put reference pricing in? Those people charging 45,000 reduce their price because people aren't going to pay that delta."
for,"One operation, Zeke, one operation they're doing for total joints –"
against,"No, they're doing it for card -- they're doing it for cataracts, and they're going to spread it. These are cases that were spreading around the country. You keep saying -- you keep saying, ""Oh, everything's an exception."" Everything can't be an exception. These are good examples that are going to be generalized. And that's why you are optimistic in your book--"
for,"You know, I actually -- I find myself agreeing with a great deal of what our opponents say. I think --"
against,You want to come over to our side too? Should we do the voting now?
for,"Not at the moment. But the piece that's really important that you just said, Zeke, which is that the innovation is bubble -- has to bubble up from underneath. But there are some things that have to be imposed from above. And the shift in payment has to be imposed."
against,We agree.
for,"So who's going to do the imposing? Medicare hasn't done it yet. I'm hoping at some point it's going to move to some kind of global budgeting for hospitals, and that it's going to start giving -- it's going to start putting physicians at risk. But are the private plans really going to move this direction? Are they going to do it? And are they going to do it in a way –"
against,"You know, Shannon, I’ve had an opportunity to work in an academic medical center and now in an integrated delivery health system. It’s a culture and an understanding that takes years to develop. And to do it immediately, to turn the switch, would be a disaster."
for,I know.
against,"So you’ve got to start it with upside risk only, and then upside and downside risk, and then greater -- I mean, it’s an iterative process to get us there. And if we push it, I think we’re really -- it’s a recipe for disaster."
for,Maybe we should see and look -- look and see what happens in the state of Maryland.
