side,script
for,"There are families who obviously don't have certain kinds of resources. But again, I think we have to tailor our comments and our thinking to the normal range here -- because there's an example I'm going to talk about a little bit later, of a family where educational resources were not so widely available in the home, but in the community, they were. So, this is a great example of a child crafting her own environment, creating a world for herself that was meaningful out of what was there, which did not necessarily have anything to do with the home."
against,Yeah.
for,"And we see this all the time with twins raised apart. I mean, Paige, you raised the comment of these ""what ifs."" And that's such an interesting question. But we have answers to ""what if"" questions if we look at twins raised apart. They are the only people in the world who can see what their life might have been like if they had different parents, different communities -- even different countries sometimes."
against,"Yes, it is. And to be clear, I'm not arguing that genetics are unimportant. We've mentioned one type of twin studies -- twins reared apart, which is both twins were given up by their biological parents, and both were raised in an adoptive family. But there's a different type of study that we could be talking about, which is one sibling is adopted away and one stays in his or her biological family, which is a different sort of what if -- not if you'd both been adopted by the sorts of people who are allowed to adopted children, which is not -- in many ways, the lower range of environmental adversity -- but what if you had stayed behind in your biological family versus an adopted away? There was just a large-scale study that was done using that design in Sweden, using the entire population. And they find that, even for things that we know are very inheritable -- like IQ -- there's still this effect of being raised in a different environment. So, that study estimated that increase of between 4 and 8 IQ points if you were adopted away into a different family, compared to the sibling that was staying in their biological family."
for,"Yeah, what we're talking about there is a mean difference, not individual differences. So -- You know, as -- the good point you're making, that if children are raised in extreme poverty, that will have an effect. But it's a mean effect. What we're asking here is about the similarity between children. So, like, if you take weight, you might be surprised, you know, weight is 70 percent heritable. That means that the differences we observe in this population, in this room, about 70 percent of the differences are due to genetics. Adopted siblings -- that is, unrelated kids reared in the same family -- correlate zero. Adopted apart siblings who share genes, but not environment, they correlate just the same as siblings who share genes and environment. So, that's what we're talking about here. It could be that -- you know, it -- the basic issues -- we're talking about ""What is?"" not ""What could be?"" and Paige made some very good points. We can only describe the samples we've studied, and these are WEIRD samples, as you say. But they're representative of the population. But they're not talking about what could be, the what ifs that Paige was talking about. I don't think we're in disagreement about that. John Donvan: Is that a random group? Well, I've done adoption study -- Colorado adoption study -- for 40 years now. And we've had adoptive parents, and matched non-adoptive parents. And again, they're -- this was Colorado -- and that's not representative of the world. It's primarily Caucasian samples. But we did have matched non-adoptive families and adoptive families, and they give you the corresponding results that you would expect."
against,"I think we can say -- and this is -- there's evidence -- is that adoptive parents are somewhat atypical in that they’re somewhat better educated; they have good finances, because they’re carefully screened by agencies. So, given that difference, then you have to ask yourself, is that trait relevant? I mean, the difference may be there, but is it relevant to the trait that you’re studying, and if it’s not, then the difference doesn’t matter."
for,"Yes, well, in our study that was one of the big things, but we studied the end of the swinging ‘60s, so these were children born to what they called then illegitimate mothers in the early 1970s before abortion and contraception were available. So, that was mostly religious-oriented. They went to these religious homes to have their child, and then they went back, so they really were quite representative. But there were other adoption studies where that’s not the case. So, we’re only describing the samples that we studied; we do the best to make them representative, but they don’t represent the world. They describe what is, not what could be in another culture, in another time, on another planet."
against,"Well, I -- look, again, this is something that I think we do agree, you know, with our opponents about, which is that, yeah, you should basically understand that if your child is very, very shy, you know, that she’s not doing this to, you know, embarrass, that this is what she’s fundamentally about. And therefore, you should be able to, you know work with that as opposed to work against it. And, you know, I think, you know, Robert and I debated each other in London about a year ago, and we -- there was one person in the audience who said, “I don’t think you’re actually disagreeing with each other,” and on that point I don’t think we are. But I do think that it’s, you know, very easy to then flip into, well, okay, then it doesn’t really matter what I do. And, you know, that’s a very slippery slope, because I do think that for every child, the understanding that the parents bring to what their basic personality is, is fundamentally important. But the other thing is that you shouldn’t then say, “Okay, well, you know, this is what they’re about. I can’t do anything about this; there's nothing I can do about this.” I mean, that’s where I think you can get into serious problems and not be what you need to be, which is to provide the kind of structure and love that every child needs."
for,"You know, Ken Mitchell just wrote a wonderful book called Innate, and he makes the distinction between children’s behavioral traits and their actual behaviors, and this touches upon a point that Annie was just raising, that if you have a shy child you’re probably not going to make that child outgoing and extroverted, but you can help that child get a little more comfortable in certain situations by giving them support and things of that sort. So, parents can nudge children in various directions. Yeah. Well I think there was a number of different questions there, really. And the last one was, can we disentangle nature and nurture? And I think, based on 100 years of research, using different designs, you know, that have different problems -- twins, adoption -- they converge on the same conclusion of the importance of genetics. So, yes, I think you can disentangle them. And the answer is consistently in the populations we study -- that genetics is very important. We haven't even mentioned DNA; the DNA revolution is going to change everything. We can now estimate genetic influence with DNA itself, in unrelated samples. And it's coming up with significant estimates of genetic influence too. So, I -- if that was the main question, I would -- you know -- very much say -- -- the answer is yes; we can disentangle them. Yes. Of course."
against,"So, I love that you brought up -- -- parenting intervention for depression. It reminds me when I was training as a clinical psychologist. I had a supervisor who said that the most common diagnosis for children was what he called NRFUP , which was normal reaction to effed up parents. So, but I also love that you brought it up, because it reminds us that we have more than one causal tool in the toolbox. So, I think twin studies are beautiful, because they capitalize on this natural experiment, the natural experiment of twinning, or this natural experiment of children who have been given up for adoption. But they're not the only experiments that we have. And I think, looking, in particular, at parenting intervention studies -- and even intervening in things that we don't typically think of parenting, but just increasing parents' socioeconomic resources, and how do they respond do that -- give us great causal purchase about the effects of parenting on kids. Regarding whether or not you can ever disentangle nature and nurture -- so, I'm going to -- I'm reminded of something from, actually, your own book. So -- from -- in ""Far from the Tree,"" you talk about musical prodigies, at one point in time. And you talk about how -- is it innate talent or is it practice? And when you're looking at people who are at the very, you know, extreme ends of talent, you say, ""Well, we can't possibly describe all of this with practice,"" right? There seems to be this role of innate talent. But if no one ever touches a musical instrument, then, obviously, they're not going to be -- have any sort of musical talent. So, for any one person, how much of it is talent? How much of it is practice? It's impossible to say. And we're talking about the effects of parenting -- I'm really thinking about, like, what is the average treatment effect. So, across people, what is the average? And then, I think we can, actually, come back to a -- if I've averaged across 100 people or a population -- ""This is it."" So, I don't think we can ever say, for an individual: ""What is the dynamic cocktail that has made them who they are?"""
for,"Yeah. I just want to clarify something about heritability -- or genetic influence. And I think Paige is getting to that at the end of her comment. It's that -- when we talk about numbers -- 50 percent, 40 percent, we're talking about populations. Variation from person to person. But in a single individual, you cannot pull apart genes and environment. You can't say that, for this child, 80 percent of her intelligence score is accounted for by genes, and 20 percent is by the environment. And I think that's a concept that's critical to understand. It's not difficult, but it's one that unfortunately gets lost. And all of this is always done in the media, and it's just not clearly explained. If you get my -- one of my books, you'll see, I have a glossary at the end. And it's very clear there too. I’m sorry? Well, I think it’s -- I think it’s probably possible. Maybe Robert can speak to that with a polygenic score. No, these DNA scores that predict people’s behavior -- they also are population statistics. They -- you know, it’s an average, and as Andrew said, some people -- a way to 70 percent heritable, some of us may be that -- we are primarily for genetic reasons, some for environmental reasons, but we’re averaging out across the population. Yeah, so that there are single-gene causes of obesity studied, but also there are illnesses and environmental factors that can cause someone to become obese. Yes, that’s the thing about the DNA prediction, is you can predict as well from birth as you can from later in life. My polygenic scores -- I’ve published the proof file of polygenic scores in my book Blueprint, and the highest score I had was for weight. I’m meant to be a genetic fatty; I’m at the 94th percentile genetically. But that doesn’t mean that I can’t do anything about it, and it’s only talking about, you know -- it’s a population statistic."
against,"Yeah, but I -- you know, I think it’s really interesting that the polygenic score issue is something that we have to think about really, really seriously, because it is something that could potentially be used to -- let’s say, at birth that a parent is told that their child has a, you know, 70 percent chance for developing -- I mean, you had a very high chance of developing schizophrenia in your polygenic score. And I think that this is a very scary direction to be going in because I think that labeling children is both pernicious, I think it’s very, very limiting, and I think it’s terrifying. So, I don’t think it’s -- I think it’s not just about -- I mean, I think the idea that, oh, this would help parents to just, you know, accept who their child may be, I think you have to be really careful here because, in fact, I think it can be the reverse. Well, I think that, you know, it’s interesting. We haven’t really talked about it until this moment, because I think that it’s something that could easily be abused. It’s not something that right now has been, I think, discussed enough, and the ethics of it are, I think, very, very scary."
for,"I can. You know, the polygenic score is new, but think about all the other new things that have been introduced into medicine. For example, in vitro fertilization in 1978 was considered something terrible that was going to ruin the dynamics of families. It seems to me that if these polygenic scores get more precise, and they will for sure, parents want to know everything they can about their child. If you knew that your child was at some risk for an illness or something of that sort, you’d want to know about it so you could take precautions. And wouldn’t you be angry if that information were available, and it was withheld from you? I think this is something we need to think about for the future. is that correct? Is the debate still 50-50 between genetics and environment when we look at Yeah, well, this is part of the DNA revolution, so it goes back to the previous question a bit. But when I said you can use DNA itself to estimate heritability, it involves some technical issues about these tips that measure millions of DNA differences. The problem is we’re limited to those that we actually measure, so we’re underestimating the total influence of genetics. But the point is with one hand tied behind our back we’re estimating about 50 percent of the heritability found in twin and adoption studies, and this is only in the last few years. Once we do whole-genome sequencing where we get all the DNA differences, there's a recent study that show that we will be predicting almost as much heritability as twin and adoption studies. There's a lot of technical stuff behind all of that, but that's the short answer. Also, I'll just add that while most traits do show about a 50-50 genetic/environmental split, some show higher. Autism is much higher, maybe 70/80 percent. IQ seems to be about 75 percent, and there are some that are lower, like job satisfaction, at 30 percent."
against,"I would say that I view this question as much more open scientifically than, I think, Robert and Nancy are giving us credit for. So, I think one possibility is that it's technical issues, and that, as we sequence more of the genome, we'll recover some of the twin estimates of heritability. But I also think it's possible that the twin studies are over-estimates, and that what we're getting from molecular methods are more accurate. And I think, if we surveyed the statistical genetics community, we would see a lot of division around whether or not they think this is a problem that is eventually going to settle around the twin estimates. So, I think there's more doubt than, perhaps, they're portraying here."
for,I would just say it's all very new stuff.
against,"Robert Plomin: This is all in the last few years. Yeah. Well, no -- I -- -- I think it's a great question, because we focused on parenting tonight. And you know, frankly, parenting wasn't even a verb, you know, a number of years ago. So, the idea that, you know, parents have -- that it's all on parents is ridiculous. Thankfully, what influences our children and who makes us who we are has everything to do with our peer relationships. There's a lot of research that, actually, it's not parents; it's your peers -- that, you know, where you go to school, where you live -- these are incredibly important influences on who our children become. And that's why -- you know, what I think we'd have to get back to here, which is very important, in terms of evaluating the research and the argument, is that just because the environment is very difficult to measure, because there's so many of these factors. It's unsystematic, and it's -- as Robert said -- doesn't mean that you should just throw it away. I mean, if we told you that, you know, chocolate cake makes people happy, it doesn't mean that love doesn't make people happy. It doesn't mean that you just discount all of the other things, because it's very difficult to measure. So, I think that's a very, very important question."
for,"This raises an important point -- that genetics is defined very narrowly, as inherited DNA differences. Anything that you can't explain with that is called ""the environment,"" and parenting is only one part of that. So, it's a very good question, and it's true that we haven't studied all aspects of parenting, where there would have been thousands of studies trying to measure these things. And it may be, as you say, that we just haven't measured the right things. But at some point, you got to say --"
against,?
for,"No. You've got to say, we -- what we're finding is stuff that isn't measurable, and I think, is idiosyncratic and non-systematic. And this is just ""stuff happens."" If you look back on your life and say, ""Why are you doing -- why am I doing what I am?"" it's a whole bunch of these chance events, where one thing happens, and it leads to another thing. The woman who asked the question about the environment, I also think that was a great question. And when we talk about the environment, we're also talking about the pre-natal environment. And I'll let you know that identical twin wombs are much less alike than people think they are. There's stresses on one fetus that might not be relevant to the other. And the fact that identical twins are so much like, despite that, really shows that there's a buffering system going on and that genes do make an effect. Also, I liked Ann's comment about how the environment encompasses so many things. But I must say that one of the recent parenting newsletters from the New York Times, they actually reported how much time parents spend reading, singing, and working with their children. And you know what that average was? Fifteen to 20 minutes."
against,"Yeah, I mean, I think that the -- well, first of all, I think that -- how many of you have done 23andMe? Yeah. I mean, so, look, I think that the idea that the genie -- the genetic genie is out of the bottle and that there’s enormous curiosity, especially for someone like you, to trace and, you know, to find out that you have this, you know, heritage, basically. You know, I think this is the direction we’re going to go in, and I’m not saying, “Oh, no, we can’t do that.” But I do think that, you know, how it affected you and how it made you think about how you -- you know, your own personal narrative. You know, as a therapist, basically I work with the stories we tell about ourselves. You know, yes, you may have, you know, been given a certain genetic hand, but how you end up, you know, explaining who you are to yourself and to your therapist or to somebody, you know, you’re in love with or any of the other people that we relate to is an incredibly important part of our own identity and how we evolve. So, I think that that’s the part of this. We don’t know how a polygenic -- how, you know, DNA gets, you know, to where you are. I mean, it doesn’t really -- at this point, polygenic scores don’t really tell us anything about the pathways from those polygenic scores, from those DNA differences, to the person you are, and that’s what I think is something that we have to get, you know, a lot more information on."
for,"Well, we know that people pick their friendships based upon similarities, not on differences, and I’m not saying that you recognize genes in another person, but you’re going to find somebody that you’re compatible with. People spend a lot more time with their peers than they do with their parents. I think it’s not surprising that peers do have an influence. One of the twin studies showed that peers had an influence when it came to juvenile delinquency. So, I think that it does make sense, but I think that there’s room for both genes and environment in your particular issue."
against,"So, two thoughts on that. The first is you’re pointing out that there’s a whole system. So, where do kids meet their peers? They meet them at school; they meet them at temple; they meet them at summer camp. But who’s putting them in those situations? The parents. And I think it’s difficult when we’re thinking about the when we're thinking about the interrelated web of people -- to pick out one person and say, ""Well, it's the child's genotype or it's the peers, or it's the parents that scaffolded and structured this entire environment."" That being said, if we're thinking about responsibility, the parents are the grown-ups in that situation, right? So, if I'm going to say, ""Well, why is my 7-year-old acting up?"" Well, I blame the other 7-year-olds that he's happened to meet in school, or I can think about, ""Well, who was in charge of this classroom? Who's in charge of putting my kid in this social environment?"" So, all of that to say, I think -- it comes back to Andrew Solomon's point of, can we really disentangle this interconnected web of people? The second point I wanted to make is that, in the wake of Judith Harris's book, there was a number of twin studies. Robert did an enormous amount of work. I've done some of this work too, where we try to say, ""Okay. Well, can we account for some of this non-shared environment -- these twin differences in something, by measuring something about the peer environment?"" And that has largely been a really frustrating research endeavor, which has led, I think, to Robert's conclusion that this is randomness; this is unsystematic. I take a different view. I sort of think of it as -- you know, if we think about humans' efforts to predict the weather over most of human history, I think most of human history, they would say, ""Well, this is random. This is the capricious acts of vengeful gods. We can't predict this. So, therefore, it must not be systematic; maybe this has something to do with -- you know, whether we've made the right sacrifices or not."" But actually, it was just that we didn't have the appropriate models for modeling complex systems. So, when I think of non-shared environmental differences between twins, and how difficult it is to pin it on something like ""It's this peer group or it's this aspect of parenting"" -- I don't think that means that the environment is random noise or unsystematic. I think that we are at the point that pre-modern people were with trying to predict the weather. That doesn't mean that climate change isn't real; that means that weather is still unpredicted, not unpredictable."
for,"Okay. Professor Segal mentioned one of my favorite sayings or phrases about nature and nurture, and that is that parents are environmentalists until they have more than one child. So, with your first child, you can explain anything environmentally. That's the problem with environmental hypotheses. But when you have more children, you start to say, ""God, they were different from very early in life. I didn't do that."" And you start to take genetics more seriously. This is how I met my wife, Judy Dunn , who is a developmental psychologist and the doyenne of sibling relationships. And when I met her in the early 1980s, she was perplexed by a finding that was consistent across the studies: siblings in the same family are so different, even though they have the same parent, who seems to be treating them pretty much alike. And so, we met at a conference in 1981 in London, in which she gave a talk on this from an environmental perspective. Why are siblings so different when their parents treat them very similarly? And then, I -- it was followed by my talk on ""Why are siblings so different from a genetic perspective?"" So, this sparked our relationship, which led to a true marriage of nature and nurture. So, our -- what we're trying to say today is genetics is much more important than parents know. Parents don't have as much control as they think they do. So, what we're suggesting is to liberate parents from the shackles of this burden of the nurture assumption, making them feel responsible for the way their children turned out. So, please join our free parents movement, and click on the blue icon, showing that you're in the favor of the motion, that parenting is overrated. Thank you."
