side,script
for,"Yes, we have."
against,"-- 10,000 -- No. You're assuming that 10,000 years ago it happened at the same speed. And your measurement is based on that. So Hume's point is this: Science provides general propositions based on experience, but he said we should always be willing to accept new experience that proves the opposite. A good example of this in Western philosophy -- Sure."
for,"Right. So like a popular thing in Skeptic magazine, there's psychics and people that cantelekinetically move objects with their mind or so on. And there's an example of this where there's a man who can move the cursor on his computer just by thinking about it. Now, it turns out he's a quadriplegic, and he has a chip in his brain that enables him to do this. But if you don't know about the chip, it looks like a miracle. Once you know the technology, it's no longer miraculous. This is Arthur C. Clarke's third law. Any sufficiently advanced technology is indistinguishable from magic. I contend that there's no such thing as the supernatural or the paranormal. There's just the natural, the normal and the stuff we haven't explained yet. And when something unusual like that happens, we should go searching for the mechanism behind it. Is there a chip in the brain? So if it's true that, say, God heals cancers or whatever due to prayer, this should be a measurable thing because this is what we -- Okay. Fine, fine, fine. say that in fact that's very important. Science -- I agree with you in that. Science could only prove was wrong, not something that's absolute true. So you're right. If I drop a ball a million times, and it falls, I, in principle, could imagine an experience where it wouldn't. But it's highly likely it's going to fall the next time. But you use the keyword, ""experience."" We wait then for an experience that contradicts the known laws. So if tonight when I looked up at the sky, the stars rearranged themselves that I am here in Aramaic or ancient Greek or whatever you want, then I might say, you know, there's something to it. But the point is there's been no -- there's been no experience that violates the fact that the laws have existed throughout all time."
against,"Lawrence, you haven't had such an experience."
for,"Right.Ian Hutchinson: But there are probably people in this room who have. So the question fundamentally comes down to what counts as empirical. And in science, of course, what counts as empirical are things that we can do experiments on, we can do repeated observations. So science depends upon reproducibility. But if we were to reduce some phenomenon to a reproducible behavior, we would have reduced it not into an explanation, a definition of what a miracle is. We would have reduced it into magic, or we would have reduced it in a new law of nature. So it's in the nature of miracle that it can't be reduced into scientific form. And in the end, science becomes essentially powerless to say, one way or another, whether a miracle -- -- a miracle that happened, and tell me one that happened that you can show happened. But even so, even if there was one, aren't you curious as a scientist how God performed the miracle, what forces of nature she used and so on to make it happen?"
against,"Of course. And so, for example, so we would say, as Christians, for example, that --"
for,Thank you.
against,"-- the big bang, the creation of the universe, was a miracle. Why was it a miracle? Because it used no known law of nature. It was in a sense supernatural. The universe."
for,But that's just because you didn't understand it.
against,"But you haven't -- see, here is the thing. When we talk about experiments and reproducible things, you're talking, for example, let's take, for example, are there beings on other planets, right? It's an empirical question. Right now."
for,"In principle, it's an empirical question, yes."
against,"Empirical question. Right now, there is no evidence that there are creatures in outer space."
for,Yes.
against,"Therefore, have you refuted that belief?"
for,No. But it's not an illogical one like the notion that --
against,You haven't refuted it because --
for,What?
against,You haven't refuted it because you haven't produced --
for,It doesn't require me to suspend the laws of physics in order to believe it.
against,"But if I were to believe in creatures in outer space, I wouldn't be irrational, would No. Miracles simply say that the laws of physics are incomplete, that the laws of physics are generalizations that reflect the limits of human knowledge. These aren't nature's laws. They're Newton's laws. And it took an Einstein to modify them."
for,"So when the sun stood -- so these biblical scientists who thought that the sun went around the earth because that's what they thought when they were writing, when the sun stopped in the sky, of course, had the sun been going around the earth, that would be fine. But we now know that actually the earth goes around the sun. And the fact that the sun moves in the skies and the fact that the earth rotates. So had the sun stopped in the sky, the stopping of the rotation of the earth would have produced forces which would have destroyed all life on the planet. But that somehow doesn't violate the basic classical physics. But -- and every now and then, that's possible?"
against,Who are these biblical scientists you're talking about?
for,"Well, you know, the horn blowing, the sun stopping."
against,"The people who thought that the earth was the center of the universe and the sun went around it were Christians who, like non-Christians, were taught by scientists. That's where they got the idea. They weren't biblical scientists. They got it from you guys. Okay. So in the 18th century, as science really got going, people thought that there were deterministic laws of physics and that once you understood the initial conditions, you could solve those laws and the result was absolutely determined. I think Lawrence will agree that what science has found out in the 20th century is that that is simply not true, that there is, in the universe as a whole, as we discover it by science, some deep uncertainties, some undefined behavior which, in the end, cannot be considered to be deterministic. In other words, a deterministic universe in which there's no room for God to operate is simply not the way we think about the universe as physicists these days."
for,"Let's say, Ian, that petitionary prayer actually works. Again, as a physicist -- Petitioning to the deity to, say, cure my cancer or whatever. And it happens. Wouldn't you be curious to know how the deity or whatever it is reaches into the world, stirs the particles, reconfigures the DNA so the cancer cells quit replicating so rapidly and so on. And the moment you figure that out as a scientist, it would no longer be a miracle. It wouldn't be supernatural. It would just be part of nature. It's like, so if I recant this prayer six times between 10:00 a.m. and 11:00 a.m., this is the effect. It's a measurable,determined thing. That's just now incorporated as part of science."
against,"Well, let's be clear that it's never been a religious position that if we have a natural explanation for something, that means that God is absent or that God didn't do it. It's always been a biblical viewpoint that even on things which we know are part of nature, God can be considered to be active in those things. So while this discussion on miracles is interesting in itself, one shouldn't be misled into thinking that the only place that God can act in the world is through those things which are so extraordinary that ."
for,"John, I just want to correct an error that -- I mean, I don't think you , -- -- so I want to just make it clear. The laws of physics are deterministic. The Schrödinger equation which is the basis of quantum mechanics is a second order differential equation, and, therefore, the laws are deterministic. Our observations aren't deterministic, but the underlying laws are deterministic. Nothing's changed in 400 years. And so it's really important --"
against,-- there’s no way the universe isn't deterministic.
for,"You start with an initial condition for the equations of quantum mechanics, and the evolution of the system is determined unambiguously --Male Speaker: It has to happen. It has no uncertainty. Your measurement of the system has uncertainty, but the evolution of the underlying system is completely determined."
against,"You know, I'll accept the slight correction --"
for,Good.
against,"-- that -- but the point, nevertheless, remains exactly the way I said it, which is that the universe is not deterministic. What science does is try to explain the universe by deterministic laws, and by looking at the world and trying to say, ""How is it completely reproducible and in accordance with these universal laws?"" And what it finds out is that no matter how hard we try, we're actually unable to have a complete description of the universe of that type. And this was such a shock that even as great a scientist as Albert Einstein was repelled by it --"
for,That's wrong.
against,"-- and that's why he said, you know, ""God doesn't play dice with the world,"" because he just could not abide it. But I would say by and large the majority of physicists today think that Einstein was probably wrong and that actually there is inherent large --"
for,"Yeah, I guess what I want to say is it's not -- we don't have a complete description, we do, quantum mechanics as far as we can tell is a complete description. We have a complete description of the probabilities. We know with 100 percent accuracy if you perform the experiments that were described in the paper under your name, that with a distribution, the results will occur with a different -- with that distribution exactly. And, of course, because they did, you were able to write your paper. Well, so where do we get our morals from? It can't be from the Bible because almost nobody obeys certainly not the Old Testament. And most of the New Testament-- I mean, death penalty for adultery, there goes half of Congress. I mean, nobody -- -- nobody is going to do this, right? So we pick and choose. We cherry pick from the Holy Book based on something else, something else that's happened that I referenced in my opening statement of there's been this other change that's happened, this secularization of morality. That is, you have to actually have good reasons for why you hold certain moral principles, and you should be able to articulate them. And so that's been the changer. So even if you and I both listen to the still small voice within to decide what's right or wrong, Dinesh, I'm claiming you're not getting it from the Bible and I'm not either, we're getting it from somewhere else. I think we've evolved this propensity to have moral emotions, and then culture tweaks them, and we've been getting progressively more moral. But I think science does tell us what's right and wrong --John Donvan: Lawrence Krauss speak. I think science does tell us what's right and wrong in a real way. Yeah, we have learned -- for example, the scientific facts that certain animals can suffer, for example, affects our decision of whether -- of how we should treat those animals, whether we should eat them or not eat them, or the scientific evidence that certain people of certain colors don't have different intellects, different capabilities has changed the way we deal with other humans. Science has determined the way we behave in the modern world. Yeah, I think so because it's telling us how the world actually works."
against,"I don't think it's the case that it tells us right or wrong. I think science does often inform us in ways that help us to implement our morals and our ethics more effectively, more fairly, more accurately, and more truly. But in the end it cannot tell us whether it's right or wrong to do something because categories of right and wrong aren't scientific categories."
for,"Well, the Bible certainly doesn't tell us, either.Ian Hutchinson: Well -- Where do you get it from? Yeah, where do you get it? I mean, does God -- does God speak to you and tell you?"
against,"I'll answer that. First of all, we don't get, none of us, morality from the Bible. It's not like I read the read the Ten Commandments and went, ""Oh, stealing is wrong, wow. Didn't know that before. Killing is wrong, incredible."" I already knew that. How did I know it? I knew it because of what Adam Smith calls the impartial spectator, the voice of conscience. So it is the contention of religious believers that the voice of conscience has been implanted in us by God. Now, you say it comes from evolution, and we say it could have been implanted in us by God through evolution. Now, just to say that science tells us facts doesn't mean that science changes our morality. If I were to step on a stage and stomp on a dog, there'd be a universal wave of revulsion in the audience, although presumably the matter would be more controversial if it were a cat, but -- -- science -- my point is science can tell us the dog feels pain. But the idea that we shouldn't cause pain to others, that's a moral proposition. Science is merely altering the fact which puts that moral principle into motion. So we have widened our circles of morality based upon new facts, and science can provide those, but science isn't actually telling us what's right or wrong at all."
for,"Absolutely, there are -- there are -- there are functioning scientists who can believe in God; there are functioning scientists who are pedophiles -- -- there are functioning scientists who are -- no, I'm serious, I mean, the point is scientists are human-- Well, in the Catholic church it's not so different, but -- Okay, but what -- yeah -- okay, but what I want to point out is that people can believe -- people are not fully rational. The point is --"
against,"But that -- That's actually quite -- That's actually quite contrary to history. I mean, what got modern science going in the first place was a belief in the faithfulness of God, of a creator who'd made a rational creation. And a good case can be made that the reason why science as we know it, modern science, grew up in the west, was in part because Christianity, in its philosophical and theological viewpoints, including the belief in God and God's faithfulness, served as a kind of hospitable environment in which that science could grow up. So it's actually not the case that the scientists of history had to say tothemselves ""I'm going to become an atheist when I go into the lab."" Many of them went into the lab precisely because they were not atheists. I think there's a presumption that science explains the material world, and science does it with material explanations --"
for,Yeah. Physical causes have physical --
against,"So it is a presumption of modern science, not a proof, but a presumption that's beyond the material world, there is nothing. So take, for example, the fact that as humans weexperience consciousness. We know that there's something in us, consciousness, that can't be reduced simply to materialism."
for,How do you know that? The fact that something is not known does not imply it's God. You better not get back on --
against,"Right. But neither -- so consciousness is an immaterial thing that may have a material explanation. And the keyword is ""may."" And yet you as a scientist believe it does."
for,I don't believe anything. I just want to learn how the world works--
against,-- you just said that all causes are material.
for,I'll wait for the experiments and the theory.
against,"Ah, okay. So in other words, in other words, you're presuming -- I'm simply saying, as a scientist you are closed off to the possibility of nonmaterialexplanations. True or false?"
for,"No. I told you if the stars moved around today, I'd be really thinking there's some intelligence in the universe. There's just never been such an observation. So until there is, I'll assume the reasonable logical thing, since there's never been such an observation, there's unlikely to be one. That's all. As a scientist, I can say what's likely and what's unlikely. I don't believe anything. I can say, is this likely or unlikely. That's all."
against,"I think this is very important because throughout your book, you -- this is called ”A Universe from Nothing."""
for,"Can you hold it up? Absolutely, the universe."
