side,script
for,"No, we say new energy -- the energy sources aren’t new. The energy sources have all been there, but the transfer has been to talking about clean because we care about emissions. And that’s really what -- I mean, why do we do this at all? Because we care about what we emit. And if you don’t buy into human change or human-caused climate change, there are still serious environmental hazards that happen from burning hydrocarbons, right, so we care about clean. And think about an industry that’s focused on people using less energy, and actually, by using less energy, bringing down the cost of energy, that would be the cleanest form of energy because you’re not emitting at all. So, we’ve done a variety of things as a state that looks at how we go into homes where people have fixed incomes, low incomes, but they don’t have very efficient homes and we try and do what we can to modernize those homes and bring down their energy costs. Well, no, I mentioned energy efficiency somewhere in my opening and probably didn’t give it enough play perhaps because I do think that it is this powerful part of our thinking about clean energy, that we can build an industry around it. And, quite frankly, a lot of that industry has to do with the construction industry. If you look at this goal that we would reduce our emissions by 80 percent by 2050, there are people -- scientists -- who believe that we could get there, 40 percent of the way there, just by retrofitting the built environment, and that’s about energy efficiency.Robert Bryce: But still, I think we haven’t answered Steve’s fundamental point, which is the motion is “Clean energy can drive America’s economic recovery.” I’m all for efficiency. Who isn’t? Every engineer in the world is for efficiency. We are getting dramatically more efficient. Today, in America, we use about the same amount of oil as we did in 1973 even though we drive twice as many miles and have twice as many cars, but clean energy, the motion is about the production of energy. That’s the key point."
against,But I think that that is not what the motion says. That is not what the motion speaks to.
for,"The motion is about clean, and it’s how you define “clean.”"
against,"Okay, then tell us what clean is, because I’m still confused."
for,"I think the governor had a very strong point that clean is about -- it could be defined as reducing emissions. And so, by improving the efficiency of a coal fire power plant and natural gas turbines, that, in our definition, is clean."
against,"John, if I may. By that definition, all fossil fuels are clean. A few facts then about this. We have tripled the amount of coal burned in this country since 1970 and reduced sulfur dioxide emissions in that same period by 70 percent. And the EPA expects that we will fall a further 50 percent from current levels just based on existing control technologies that are going to be retrofitted on plants. Right now, changes in technology for burning oil mean that emissions from our car and truck fleet -- of conventional air pollutants are falling by about eight percent a year on net. The EPA’s own projections, which they never seem to talk about much, project that emissions of conventional air pollutants from the car and truck fleet will fall about another 70 percent over the next 20 years. And I’ve been saying for a long time, “But our grandchildren are going to say, ‘Smog? What was that all about?’” And actually, having grown up in L.A., believe me, that’s an impressive thing to say."
for,I really can’t imagine that you’re saying that we should not -- that we should sustain this level of emissions from coal burning plants that we currently have.
against,"No, what I’m saying is that your definition of clean is incoherent."
for,"No, no, it’s not because you can look at the different kinds of things that we are undertaking to lessen emissions. And if you’d rather, the operating principle here is that we should look at emissions. You pick out sulfur dioxide. We’ve done a good job with sulfur dioxide, but if you put in place -- let’s take natural gas -- natural gas, you decreased sulfur dioxide and nitrous oxygen by 70 to 80 percent. You wipe out the mercury. So you’re not mentioning mercury. We have lakes in this country we don’t eat fish out of because of the mercury that is part of coal pollutant."
against,"Mercury emissions, by the way, have fallen 60 percent in the last 15 years, by the way."
for,You can eliminate the mercury through natural gas services as well.
against,"Thank you, John. Can you say that one more time? We are using more natural gas. Why are we using more natural gas? The coal industry is under obviously a lot of regulatory pressure for mercury. I think it’s appropriate. But they’re also under regulatory pressure for coal ash. That’s certainly appropriate. But last year, in 2010, according to the EIA, the U.S. used more natural gas than it ever has, 24.1 trillion cubic feet, and yet still the price of gas has fallen. That is incredibly good news. Your position is that natural gas is clean. I agree. Your other position is that somehow that fossil fuels are not a benefit to the economy, which I think is completely untenable. Let me move on to one other point. That is clean energy, the fundamental question here -- clean energy adds nothing to the economy. It is only a substitution for existing electricity. Do I care -- these lights. I like electricity. But if this wind -- if this electricity is coming from a wind turbine or a solar panel and it costs twice as much as the electricity I might get from a coal-fired or natural gas-fired power plant, where is the benefit to me? I’ll gladly pay for a nicer tie or nicer --"
for,"Well, actually, I think you’re wrong on that point. I mean, if you look at the numbers, and I know you’ve got the numbers because you said clearly you have all the numbers."
against,They are important.
for,"You know, the IEA, for example, has done a study of the amount of subsidies that go for the fossil fuel generation globally. I believe that number last year was 312 billion. For renewables, it was about 37 billion. So we’re not really comparing apples to apples here. So I’ll just start with that. But secondly, I want to clear up this point about what --"
against,"Well, let me just address the subsidy question. The effective subsidy for wind now is two cents per kilowatt hour. But let’s compare apples to apples and take it to per million BTU cost. That is an effective subside of $6.44 per million BTU of energy created by the wind industry. The market price, the market price for natural gas today is under $4. Okay, fair enough. I want a flat screen TV. We have flat screen TVs in our house. I don’t want a wind turbine next to my house. The demand for -- Okay, why not ?John Donvan: The point is the price of the energy. Oh, come on, but it was a good one, yeah, ."
for,"talking about the history of energy innovation and technology development, and if you look back through the history of how these costs came down the cost curve because it was not always that easy and that cheap to drill for oil and natural gas. Governments had to be involved; these industries had to be helped along with industry."
against,"Well, but how long do we need to help them? In the Carter administration we heard that solar energy was going to be the dominant form of energy by the year 2000. What happened? The problem here is not about subsidies, it’s not -- it’s not even about want to or belief in global warming, it’s basic physics and math. I sound a little wonky here, it’s all about power density. How much power can you harness from a given area, or volume, or mass, and that’s where solar and wind just fall down. We’re talking about one watt per square meter for a wind turbine, for an -- even a marginal natural gas, well, we’re talking about 20 or more watts per square meter. This is basic physics. It’s not about want to or government policy. The reason these energy sources have not been able to get off of subsidies is that they’re fighting uphill in terms of physics. Well, this raises an interesting point about how there is no form of energy that doesn’t have some kind of environmental tradeoff except maybe for that bicycle generator the professor made for Gilligan. So environmentalists are -- have a whole bevy of lawsuits against those solar power projects right now in California because they’re built on the habitat of the desert tortoise and other endangered species, and there are separate lawsuits to block the very long transmission lines you have to build to bring them into Southern California. At last count there are 70 wind projects around the country that are facing environmental lawsuits to stop them for various impacts. You know, we get upset when birds die from a spill in the Gulf of Mexico, okay, fine. Windmills kill about 10,000 birds a year, and they also kill a lot of bats. And, you know, bats, as you know, have sonar. Do you know how wind -- and they don’t run into the blades like birds do. Do you know how they kill the bats? Air pressure changes by the blades explodes their lungs, so there’s no form of energy itself, the point is, is that not only have we heard that fossil fuels are clean, but so-called clean energy sources have their own environmental defects, and I’m still waiting for acoherent definition for clean for you that doesn’t conveniently feed into whatever it is you guys like."
for,"Well, first of all, I’m a fan of frogs, but not of bats, so I’m not actually going to take that argument on."
against,What about birds? How do you feel about birds?
