side,script
for,"I do want to -- I want to acknowledge as Professor George did at the beginning that we have been colleagues for some time. And, like, that moment right now was just part of why I have always appreciated and enjoyed -- I mean, no seriously I do think that in public space we punish people for learning. And that is -- it’s a bizarre and bad thing that we do. Like, the idea that if you change a position because you learn something or you change your mind and we hold it against you like, “Oh, you used to think X and now you think Y?” So, I just wanted to affirm that, first of all."
against,I think before -- interrupt just to say not only do I appreciate that comment very much. I want to build on it because I think what’s happening in this moment in our policy -- Yeah.
for,"Right. So, I just -- I wanted to affirm that, and at the same time, prior to the follow-up around abortion, there was a lot of, what I think, were some false choices being made around sort of the big government/small government conversation that I think probably initiated with the Cabrini-Green, Chicago, like, bad neighborhood moment that happened that just kind of kept going. And I just want to just pause for a second, because I do think that some of the false choices -- and I’m going to call them false choices. Because I think it was like as though all the choices have to be made by a bunch of wealthy, white people who don’t live there who will either help -- -- or not help or -- so let me just -- so I -- I also might be wrong here, so I’m going to stop in a moment. But let me just suggest that one way to think about the covenantal relationship is the idea of “Nothing about us without us.” And that the primary folks who are decision-makers about any public policy that primarily impacts their lives ought to be the people whose lives are being affected. So, that this idea, for example, that these communities -- I mean, the immediate movement to a bad neighborhood, for those of us who grew up in these bad neighborhoods or lived in these bad neighborhoods or -- is like -- I mean, I -- the level of appalling that that sounds to me is distressing. And so, what I want to suggest is that both conservatives and liberals, when they are people of privilege racially and economically, tend to perform that, and that is troubling. However, what we have seen from the left is that they tend to have a larger tent party that has also included lots of black and brown people who have, through the structures of governance, had more opportunities for leadership that means that more of the “Nothing about us without us” happens on the left, allowing for that to at least be challenged more frequently. Part of what I would like to –see in conservatism is more of that --"
against,"Yeah, so let me tell the whole story. What happened -- One minute. One minute. It’s a whole short story. What happened in those neighborhoods is social planners went in there and saw these wood buildings that were low and looked rickety, and they said, “We’re going to get these people out of the wood buildings; we’re going to put up these new brick high-rises. They’ll all be better off.” What they did not see is the people living in those neighborhoods had social relationships, had webs of dependencies. They’d created ways of surviving and helping each other. There was social capital there, and they tore that down, and by their own outsider, elite vision, and built up -- made them materially better and socially and spiritually poor. And that was exactly what I was offended by about the liberal programs about that. It was super-materialistic, but it totally ignored social capital, human relationship, and covenantal relationship."
for,"Sure. I’ll do it . First of all, Melissa made, I think, the most important point tonight, is that there was more opportunity on the liberal side. We are far from perfect, and it was liberal social engineers that torn down Cabrini-Green and made it worse. I mean, tore down the buildings, and that’s true. The opportunity we give is first through affirmative action. I don’t think affirmative action’s all that great, but I think it’s a lot better than nothing because it gets people in the tent. Here’s what really needs to happen. I -- What? Because we are all in this together. And unless everybody has a place at the table, then America fails."
against,"-- and fairness. One is, equality of outcomes, equality of wealth, that’s what the liberal tendency is toward. The other is equality of opportunity and social mobility. That’s what the conservative one is for. We’re both for equality, we’re both for fairness. My own view, shaped largely by my experience growing up in West Virginia and watching what happened there, is that we should have our focus on equality of opportunity and the kind of economy that will generate social mobility to enable people to rise up as -- -- as millions of --"
for,"I just want to -- I just want to deal with empirical realities as a college professor who knows a lot about, for example, admissions, that the most aggressive affirmative action policies currently occurring in undergraduate college admissions are for men, because right now, if we went -- No, no, no! No, we’re not going to do pretend world. She’s right. Not with me at the table. Right now, if we did admissions -- -- solely -- if we did admissions solely on merit, then undergraduate freshmen classes would be 65 percent female. Correct. That is true. And so, right now, if we want to have a conversation about affirmative action, we’re going to talk about the fact that in order to -- -- have gender balance -- -- you would have to bring up -- because -- No, we’re not going to do pretend world. Not with me at the table. We’re just not -- I am totally respecting -- -- relative to . We can’t talk about race if -- -- if actually affirmative action is for boys. But you said -- You said -- you said, “underprivileged people.” And affirmative action is for boys, and they’re not underprivileged. Right. But you set out affirmative action as a thing, as though we all know what it is. And what I am suggesting is, no, we don’t. What I am saying is that the most aggressive affirmative action currently in existence -- -- is for boys. Oh, it doesn’t. That’s why I -- -- have not been talking about affirmative action. Trying to racialize affirmative action? Because I want -- I want us to be talking about what we’re talking about. So, are we talking about race-based admissions? Great. Alright. So, I think that race-based admissions really ought to be about the fact that there are reparations due to people because of slavery and Jim Crow. And so, instead of having -- -- really any other conversation that’s about some other thing, we should just talk about the thing we’re talking about."
against,"I’m a squish on this issue. You know, if somebody is discriminating, it doesn’t get admissions even though they have higher test scores, higher grades, higher everything else, and they’re denied, that’s unfair to that person. If we have a class that’s wildly unrepresentative of the country at large, then that’s unfair to that school. So, these are two competing goods. And how you break it down, my own solution is more a class-based system. I think that would sweep in a lot of the people who are -- who are underprivileged of all races."
for,"I didn’t argue for a race-based system. You cut me off. I said you -- you get people in the tent, and if you have to use affirmative action or whatever reason, you do it. And then, you make sure that the people who are do -- on the admissions committee look like the student body that you want. That’s the real key because we all tend to hire people like ourselves. Everybody does it without exception on race, religion, or anything else. And if you know that in advance, then you can make adjustments in your institution. When I had to run the DNC, which is the most diverse party on the face of the earth, I made damn sure the people who were doing all the hiring looked like the party so that everybody would get a shot. And the implicit bias that every single one of us has towards hiring somebody that we haven’t beat -- and mistaking that for confidence is -- can be adjusted for. But you can only do that if your institution looks like the institution that you want to build in the future."
against,"Well, I’ve written two books on -- on this subject, and I can hardly compress it into a 30-minute -- 30-second statement. I’ll just tell you what my view of marriage is. I do think the competing view can be defended with serious arguments. And I’ve engaged with people on the other side about the arguments. My own personal view is that marriage is the relationship, historically and into the present, until the past 15 or 20 years, the relationship that unites a man and woman as husband and wife to be a father and mother to any children born of that union, conferring on the children the benefit of being brought up in the committed bond. The marital love of the two people whose coming together as a biological unit gave them the gift of life and conferring upon them the additional benefit of being brought up with both maternal and paternal influences in care. Not every family will have a father and mother. Not every family will be intact. But in my view, that should be the ideal. Now, I would -- if I had time, I’d have to defend every single one of those propositions because they would all come under attack, especially from an audience where -- where we are. I mean, it’s very easy to lose a debate over same-sex marriage in New York."
for,I would just say --
against,I’m sorry. Go ahead.
for,"-- because you want to -- you want to separate religious marriage from state marriage. And so, I think that that is a fine definition within any given religious context. And I believe that religions ought to be able to make choices about how they define marriage within the context of their faith. But that the state should have -- should not make those distinctions. And so, the state should recognize all marriages equally. It’s a question of the state."
against,"It’s -- can Can I jump in just a -- I fervently support gay marriage, but it’s interesting how different the language I would use. I believe in marriage because I think it’s the noblest institution in which people give self-sacrificial love to each other. And so, I support gay marriage because I think God made gay people as he made straight people. He wants all people to be within marriages if they want to be within a marriage. And so, my position always was, we shouldn’t allow people to -- gay people to get married. We should sort of elbow them into it. It should be like, “Are you married yet? Are you guys getting married?” Just because I believe in marriage."
for,"David, I -- it’s -- It’s funny you say that because during the time that my husband was proposing to me, I’d be like, “Oh, my gosh, why do we have to get married?” And he said, “You’re such a love Republican.” So -- Yes. But this is -- Just -- this is a point I was going to make in my closing. But this is -- this is emblematic of why I actually think we have the high ground on this side of the table. This is about fear, a change of institutions that is uncomfortable for people. We understand -- and we have our own fears. We’re human beings. I mean, we’re not different than you are. But I believe this is about the future and about hope, not about fear and hoping that nothing changes. Look, not only is marriage changing, sexuality is changing. We’re undergoing, right now, all this business with the sexual, you know, abuses and stuff. This has been going on for a long time. This has been going on, certainly when I was in college it was going on. I have a feeling it was going on a hell of a lot longer than that. People are speaking up. Why? Because we’re renegotiating gender roles in our society. They’re speaking up on campus, they’re speaking up -- -- it’s happening in the ."
