side,script
for,"make a point there because that is an important point, and actually we did that. We had them as Nick well knows signed up in advance for tough negotiations in 2006 when we offered tough sanctions. When we offered direct negotiations, the deal was, that the allies would agree ahead of time that they would support tough sanctions on the Iranians if the Iranians did not agree to suspend enrichment. The Iranians did not agree to suspend enrichment, we got Security Council resolutions which the Russians in particular, as Nick knows because he spent hours and hours dealing with the Russians, managed to take every single tooth out of. Now we’ve, since the Obama administration has been in office, had the Russian foreign minister in Washington, and he’s announced that in fact he doesn’t believe it’s time for tougher sanctions against the Iranians. But, I think it’s very important for people in the audience, first of all to look at the wording of the resolution, the question is not all of the questions that Nick and Ken are trying to get you to focus on, it’s not should we go to war, it’s not, should we do diplomacy or not diplomacy, the question is, is our current policy going anywhere. That’s the question, and I find it really fundamentally irresponsible, for Nick and Ken to act like, let’s just give diplomacy a chance ‘cause we haven’t done it before."
against,"Right. Liz and I are, I’m not gonna engage in attacks, Liz and I are friends and we’ve been colleagues— Oh— —it’s not true that we also—it’s not true that we live in alternate universes. But it may seem that way. Now what happened in 2006 when the United States government made the most ambitious offer we’d ever made…and I really commend President Bush and Vice President Cheney and Secretary Rice for order—authorizing that. We made a very good offer and the Iranians turned it down, that’s the Iranians’ fault, they walked away at that time. But what hadn’t happened— What hadn’t happened is that we did not have explicit promises from the Russians and Chinese, much less the Germans, French and British, as to what type of sanctions would follow. And so what Ken and I are arguing is that, it would I think behoove itself to President Obama, to make a very explicit deal with Moscow and Beijing, before the United States sits down at the negotiating table, the Russians and Chinese will specify the type of sanctions that would ensue, should negotiation fail. That would be a stronger position that we had in the Bush administration."
for,"this policy was actually sold internally, because people were told that we had commitments that there would be sanctions if the Iranians in fact did not suspend enrichment, now maybe you’re—now maybe you’re, it’s semantics about specific sanctions."
against,"The tough—the word “tough” is not accurate. I negotiated that deal, ahead of time—"
for,You negotiated—
against,—and I negotiated—
for,—for weak sanctions.
against,"No I didn’t. I didn’t. I mean let’s be fair about this, Liz. Let’s be fair about it. I served in the Democratic administration and Republican administration. The policy of both President Clinton and President Bush has not worked…and we oughta have the courage to see it—"
for,totally agree with you—
against,—and the courage to admit it—
for,agree with you.
against,"And so what President Obama is trying to do, is to create a new type of diplomacy, it is very tough-minded. It allows us to fall back on military force if we have to, but it does give diplomacy a chance for the first time. We did not have commitments, for the type of specific sanctions that would go into play, and you haven’t seen that in 2006 and ‘7 and ‘8, these were very weak UN Security Council resolutions, admittedly. And now we’ve gotta have a different way of going forward, with diplomacy. So if Liz and Dan say, diplomacy’s failing, President Obama’s failing, then I think what they’re really doing is leaving him with one option and that is war and they can’t deny that—"
for,"‘Cause it takes two parties to participate in a diplomatic process and right now there’s only one party participating in it. So we can call and call and call all we want, but they’re not participating, and I know we’re asking everyone here to vote on this motion, as Liz alluded to earlier, the Arab world which is closest to this, is already voting. How they think diplomacy is going, how they think the current strategy is going, I just wanna read you an editorial from the Jordan Times. It says “Arab capitols have all the right to be worried about a new adventurous US policy in this part of the world that may again not succeed as planned. Washington surely cannot dramatically shift its policy vis-à-vis the countries in the Gulf. The new administration lo—risks losing its barely-regained credibility in the region, if it does not consult its friends about its new standpoints in the area, new friends should not come at the expense of old ones.” This was not written at the height of the unilateralism of the Bush administration, this was published in the Jordan Times today. The Arab world is deeply concerned, that the message the administration is sending is it’s gonna cut some sort of grand bargain potentially with the admini—with Iran at best, and at worst, leave an open-ended process which is this, we’re calling and calling and begging them to come to the table and they’re never responding, and oh by the way the clock runs, and a nuclear bomb appears at the end of the day. So, debating, you know, giving diplomacy a chance, not giving it a chance, we’re perfectly prepared to give it a chance but just listen to those closest to it in the region. They don’t believe that there’s any reciprocity on the other side."
against,"Sure. Look, I think the truth is that the Iranians don’t want to be in these negotiations because they’re very happy with the status quo, that’s the regime. Okay, and that’s exactly a point that Dan and Liz have made, they’re absolutely right. We’re dealing with an Iran that is at least bifurcated, what the people want and what the regime want are often two different things. And that’s ultimately the goal of the diplomatic process. Is to put the regime on the horns of a dilemma. To say to them you can have what you want or what your people want, but not both. And you’re going to have to choose. And what we’ve seen with this regime is, while they are autocratic, while they control absolute power in Iran, they are very sensitive to public opinion. They don’t like to be put in the position where it is clear that what they are doing is the exact opposite of what their people want. And what their people want is a thriving economy. Their economy is in desperate straits at the moment, it is going down the toilet. Comprehensive international sanctions could push it over the edge, and the regime is extremely fearful of that. On the other hand, what we can offer them if they do the right thing and that’s what we threaten them with if they do the right thing, if they do the right thing what we can offer them is the economic support that they so desperately need. The lifting of not just the international sanctions but of our own unilateral sanctions, the provision of trade credits, investment guarantees, and everything else. We say to the Iranians, you have two paths. You can choose the path of darkness, you keep your nuclear program and your support for terrorism and everything else, and we will cripple your economy. And that is something that your people will not abide. Or, you can do the other way, and we will make your economy thrive— Come on…Dan, do you really believe that even after the Iranians have nuclear weapons we’re gonna let them take over the Saudi oil fields? We did a pretty good job of keeping the Russians out of Germany, I think we can keep the Iranians on the other side of the Persian Gulf. But, they’re much weaker, that’s my point."
