side,script
for,"Chrystia Freeland: Hang on. Hang on, Joe. Hang on, Joe. It is a particular problem for the United States for two reasons. The first is we collectively -- I mean, I'm very passionate about this because figuring out how to make the technology revolution 21st Century economy work for the middle class, I think, is the biggest challenge of our generation. And for the western world to figure it out, we're going to need a strong American lead and we're going to need America to accept that this is a problem. Let me respond? I think that the issue of equality is an interesting moral issue, but it has nothing to do with what we're debating about today. We are talking about whether the United States is declining or not relative to other nations. We are not talking about where the United States was 50 or 100 years ago. It was a hell of a lot more unequal in those days. We are talking about by the measures that we normally use to measure power, economy, military, education, research and development spending, scientific achievements. Those are the measures as opposed to anecdotes that measure up or down."
against,"No one in the British Empire, the Roman Empire, the French Empire, would say we're going to have a good deal for everybody. What they said is there's rich and poor, elites and everybody else. That was the deal. So yes, we have these other things going for us, but fairness, income distribution, that is the heart of the American dream. When you take that away there's nothing left of America. We are different."
for,"I’ll go now. Yeah. I'm sorry, but how much better than the top slot in absolute relative term do you have to be to win this debate? The Euro is dissolving as a global currency. Three trillion dollars has flooded the United States in the last five years. Skilled migration is at all time highs. By every measure that matters the United States has not fallen behind. It's pulling ahead. And that assumes that we keep maintaining a trade system that hasn't benefited us for 30 years. God forbid we have a bad hair day."
against,"I'll tell you where America is number one. We're number one in terms of incarceration. The percentage of people behind bars in the United States has doubled. And this is just developed countries. We're not talking about Angola here. Just the OECD members, the developed countries. America is Number 1. Number 2 are our friends, Chile, who have less than half that rate. Turkey is Number 10. Remember that midnight express? They only have one quarter of incarceration rates. So, that's -- we are number one incarceration, which is a major dysfunction of society."
for,"Turkey has more -- -- journalists in jail than any other country in the world that I know of. Let me just say something about decline. I think decline is a relative issue. It's not an absolute issue. I am taller or fatter, or thinner than you are. Just to say that I'm taller, or fatter, or thinner is not a very interesting issue unless I compare myself to others."
against,"Right. A couple of reasons. First of all, I think America rightly measures itself not against Turkey. Is America supposed to be proud it imprisons fewer journalists than I said -- no. No. Hey, Joe, I didn't interrupt you. so, that's really not good enough. America really is the city on the hill, and America needs to measure itself against itself. I'm arguing decline on two main points. One, America is failing Americans. And this is not about some, you know, namby-pamby NPR-ish, you know, ethical, moral point. This is about saying the middle class is falling behind. And you talked, Peter -- movingly, about generation Y. If we talk to the Generation Y, people here -- there are no good jobs for Generation Y. Generation Y is being Uber-ized and task rabbit-ized. And that is a problem. And Generation Y knows it."
for,"Let's talk about America's past. You want to make this relative to the United States's past rather than the rest of the world, that's fine. Andrew Jackson's wife was accused in a live debate of being a prostitute while she was first lady. Gridlock is normal. John Adams was accused of being a hermaphrodite with any of the positive characteristics -- whatever the hell that means. Gen Y doesn't have opportunities? Let's take it from the economic side. Look back to the 1800s. We had an empty continent that anyone for the price of a KIA car could load up the family, head west, take land that we stole from the natives, and be exporting grain for hard currency to war-torn Europe within six months. That will never happen again. Because there's not another continent."
against,"I'm glad Peter brought up Andrew Jackson. He's one of my favorite presidents for two reasons. Number one, he abolished the central bank of the United States. We went for about 80 years with no central bank, thanks to Andrew Jackson. But the other thing he did -- he paid off the national debt. I don't mean he ran a budget surplus. I mean, there was no national debt. Zero. At the end of the Jackson administration. Today our debt is over 100 percent of GDP. Now, the last time it was that high -- and this is sort of Joe's point -- you know, it was the end of World War II. And Paul Krugman says, ""Hey, we had a 100 before. No big deal. We got out of it."" Yeah, but we won World War II. We had 60 percent of global GDP. Today we're declining on a relative basis. We have debt. We didn't get anything for the money. The Fed printed the money -- actually the amount of money the Fed has printed is roughly equal to the amount of additional debt in the last five years. They have monetized the debt. There is no way out. The -- when this collapses, they'll be -- they won't be -- -- able to do it again."
for,", relative decline. And relative decline, by the way -- let me tell you -- of course the United States had 50 percent of GDP and 45. The rest of the world was destroyed. The point is, its share has held steady for the last 50 years. But let me get away from this. Let me talk about gridlock, about the inability, you know, the inability to govern. Do you know what gridlock looked like in the days of Jefferson, when they used to shoot each other? Okay. That was just a debating point. Let me say something about how, in spite of this so-called gridlock and ungovernability, how this country got out of the great recession? It flooded the country with liquidity. It went into heavy deficit and it recapitalized the banks, this gridlocked country, that totally polarized country, as a result of which this country is now growing at 3 to 4 percent. What about the Europeans? I'm sorry to compare the United States to other countries, but where are they in terms of growth now? They've tried something. It doesn't work. Do you know with the banking system in China, you just hold a little match to it and it will explode like a nuclear weapon."
against,"Can I -- -- well, I think -- I think that there is a big problem in how the Western industrialized economies are operating, and I think it's partly to do with rent seeking and, you know, the inside dealing and changing the rules of the game to suit elites. I think it's mostly to do with the technology revolution and globalization. And the economy today is not delivering the kind of good middle class jobs which were behind the rise, certainly of America, but also of Western Europe and Canada, in the postwar years. That's gone. We're living through a second industrial revolution, comparable in its scope to the industrial revolution. And you might say to me, ""Oh, okay, well, that's fine because the industrial revolution, it sort of worked out. And it did, but it took two world wars, a great depression, the long depression in the 19th century, oh, and also a communist revolution in Russia and China before we --"
for,50 percent unemployment in southern Europe.
against,"-- hang on, hang on, hang on, hang on, hang on, hang on, hang on. I didn't interrupt you guys. Don't be sexist and speak over women's voices. It happens. I'm sorry. It does happen, okay? So, it -- so communists -- we were on communist revolution -- Yes. Studies show it. Read Sheryl Sandburg. Anyway, so communist revolutions in Russia and China, and then the Western world figured out this was a crisis. Industrial revolution was great, but you needed a new social and political accommodation so that it worked for the mass of society. And it was -- hang on, hang on -- John Donvan: -- and as a sexist, I'm going to -- We need to do the same thing now. That's why gridlock ."
for,"No, I mean, actually in terms of the -- -- industrial revolutions, I am in complete agreement. But, wow, if it's going to hurt here, it's going to wreck everybody else. I want to bring up -- go back to a point that -- -- I did, Social development, social revolutions as part of technological change are as old as technology. No, it's going to hurt. Gen Y in particular has to find a new way of doing things because, let's be honest here, government is not going to lead the way in a private enterprisedriven system to whatever comes next. We didn't do it the last time around. We didn't do it the time before that. We're not going to do it this time around. And from my point of view, that's neither good nor bad. It just is. But Jim brought up a comment that I really want to get back to on the dissolving of the U.S. dollar. Into what? Ever since the euro zone decided to confiscate insured bank deposits to bail out Cyprus everyone moved out. What's left then? The yen, the yuan, less than 2 percent that's actually traded? You got the Swiss Franc and the Canadian dollar are the next two. Those cannot be a global currency. So the United States -- -- not suggesting for a heartbeat that I think printing currency is a good idea, but we are the only country in the world that can actually do it because, you know why? Three quarters of it isn't even held here because it's a trade system."
against,"Yeah, I'll respond to two points. There's an old saying, ""You're entitled to your opinion. You're not entitled to your own facts."" Joe, I wish -- -- you know, Joe, I really wish we were growing at 3 to 4 percent, as you said. The fact is in 2014, the U.S. economy grew at 2.4 percent growth. Since the end of the recession, it's 2.2 percent. The debt is growing faster than that. We are going bankrupt. We are on the road to Greece. So, those are the facts. Now, on Peter's point --"
for,"What's going bankrupt? Just tell me again, who’s going bankrupt?"
against,"Well, okay, let's get to that. So this goes to Peter's point, nobody's going to replace the dollar, you're right. It's not going to -- it's not going to be the yuan, Peter, it's not going to be the yen, it's not going to be any of those kinds of things you mentioned. But I'll tell you what will replace the dollar and sooner than you think. The Fed printed $4 trillion to get us through the last recession. What happened was they substituted public debt for private debt. So, you're right, the banks are propped up. But now all that debt's on the balance sheet of the Fed. When the next liquidity crisis comes, what are they going to do, print another four trillion, eight trillion, 12 trillion? What is the confidence limit? There is only one clean balance sheet left in the world. When crisis comes, the world is going to be reliquified by the IMF using the special drawing right, which has been around since 1969, SDR's world money -- and, by the way, China will have a big vote, the U.S. will lose its veto. That's how they're going to reliquify the world. So, by the way, we won't have it in our pockets. The dollars will be walking around money like Mexican pesos or Turkish lira, but the big stuff, the price of oil, balance of payments, that'll be in SDRs -- Okay, so, first of all, there wasn't a point made, which I totally agree with, about the excellence of American elite universities. Your universities are great. I went to Harvard. I loved it. The problem with American education is it is a symptom of this wider problem of the hollowed out middle class. American education isn't delivering to the people at the bottom, in the middle. And that's -- you know, everyone in this room is going to agree with that. It's -- whether you're on the right or the left, you know that's the case. And in a winnertake-all economy, which is today's high tech economy, that means that social opportunity is being blocked, too."
for,Did you pay your way at Aha.
against,From the province of Alberta.
for,Let me give you a number -- -- 60 --
against,"Thank you, Sandy Taggert ."
for,"-- 60 percent of the so-called elite universities, 60 percent of those students are getting scholarships in one way or another. This is probably the best ladder of advancement you can get is the so-called ""American elite universities."" When I look at these kids in my seminar at Stanford, and I blame them for not knowing American history and then they all look up, and I see Korea, China, India, and so on, so that is one thing. One other point, the next -- once people concede the best universities in the world, they say, ""Yes, but what about secondary education?"" Again, one has to look at the numbers. Most Americans don't know it, but there's an OECD -- regular OECD study called PISA, Program of International Student Assessment. And, lo and behold, that maligned American high school, when it comes to reading and math skills, these kids are pretty much in the middle of the Italians, French, Israelis are far down, and Germans. So, that American state school system, which has been maligned for the last hundred years, is delivering pretty good stuff, at least it is not as everybody thinks, at the rock bottom."
against,"Yeah, I'll take it. Two reasons, first of all, strongest biggest problem is the middle is stagnant at both -- on income and on wealth. And employment is a real -- those good jobs for the middleclass are vanishing. That figure that I cited about comparing 20 to 50-year-old men in the U.S. and France, the fact that employment is lower in the U.S., that's a real issue. So that's the biggest reason. And inequality doesn't matter if the lowest are moving up, but they're not moving up. That's the problem. They're getting lower. That's the problem."
for,"Those of you in Gen Y who have college bills, they suck. I totally relate. Those of you who are in Gen Z, did you know that the cost of education if you don't go to Harvard is probably going to drop by 90 percent by the time that you're in college because you'll be able to attend schools online? Now, that's a problem if you're a college professor at the University of Wisconsin, but if you're somebody who's an education consumer, you are on the verge of the fastest advancement in the educational quality ever in the history of this country. And you know what? No one planned it. Well, I don't know, but I don't --"
against,That's the problem.
for,that question in 1940 who knew what they were going to be in 1960. That's the whole point of change.
