side,script
for,"-- with our -- no. We re-did NAFTA, but let's see if we actually get --"
against,If the Democrats will vote for it.
for,"-- get it enacted -- -- and essentially, you threw out a perfectly good agreement."
against,It was not. It was not a perfectly good agreement.
for,"The president brought a perfectly good agreement that was working in order to make cosmetic changes so he could claim a political victory. And now, the question of North American free trade -- -- is in doubt --"
against,That's actually --
for,"-- okay, because not only is the president not conservative --"
against,That is actually not true.
for,-- he's incompetent.
against,"The fallacy of Bret's argument is that there's some other way that we could get these nations who are imposing tariffs on us -- we have tried begging. We've tried pleading. We've tried everything other than an actual tariff, which, Bret, is not a tax like a normal tax. The tariffs that we are imposing are meant to go away. The president is begging, ""Please let me take these away. They're not going -- they're only going to stand as long as the unfair trade situation endures."" So, it's not a tow tax position, to put a tariff in place, to try to reduce the tariffs that our producers have to see on the opposite end in the other country. So, it is a conservative position, and I really don't think you can say that these tariffs are like other taxes that are intended to generate revenue, ongoing, for decades –"
for,"Possible. Possible. Oh, yes. Yes. Let me -- let me talk about a corollary here. In 1994, in California, Pete Wilson was the governor -- a Republican governor. He wanted a second term. There wasn't much excitement for a second term at that time. So, along came Prop 187, a measure that went hard at illegal immigration, to deny benefits for illegals. That's how it was cast, as a way to gin up the Republican base and get people excited to come out and vote again for Pete Wilson. It worked. Pete Wilson got a second term. Does anybody remember anything that Pete Wilson was able to do in the second term in California that justified the fact that, in the past quarter century now, since Pete Wilson was governor -- or won that second term -- only Arnold Schwarzenegger, who later switched parties, and an insurance commissioner have been elected as Republicans statewide in California. That's it. As Bret mentioned, there are no Republicans representing California from Orange County, Reagan Country, in Congress anymore. California may be a generation before they elect another Republican to office, because that Prop 187 campaign, much like it has done elsewhere in the country, it can galvanize people for a while, maybe for a cycle or two. But in the end, it turns people off. It turns off minorities. It turns off women. It turns off suburbanites. And so, you sacrifice a generation, and you think, ""Man, we might get some policy goals in the next year or two."" Look at the long term. Look at the long term, at what you're doing for the party, because people don't want to be associated with it. Yes. We would certainly like it to be a Republican. And this notion -- this narrative that's been built up, that Donald Trump is the only one that can cobble together the electoral college and win is just a fallacy."
against,"I would suggest that Jeff is in la-la land if he thinks the Republicans have a chance at winning California or should even be, at this point, spending a lot of money and effort trying to win California."
for,I'm not saying -- my point was that it was an analogy.
against,"Well, no, but it -- but your point is that we could -- yet, somehow we could or we could have if only Pete Wilson hadn't favored Prop 187. Prop -- most Californians don't remember what Prop 187 was, which was more than 20 years ago. It was, of course, something that he used in that election, but that is not why California is where it is in terms of the Electoral College. California is where it is because of Demographics and because of the high tax policy, highest in the country with state taxes, that has pushed so many people to Texas. And this is one of the biggest stories in the news. I think we all agree there is a mass exodus of U.S. citizens to places like Texas and Arizona which had lower tax structures or no tax -- no income tax in Texas."
for,We can --
against,"As of -- because of that, the Electoral College today is not what the Electoral College was 30 years ago. You have states that are going to be in the Democratic column like this one no matter what the republican president does, and no matter who he or she is. You have states in the Midwest, like mine, that haven't voted for a democrat since 1964, and they probably won't vote for a democrat for the next 50 years. We have gotten to an Electoral College where, now, so many states are off the table, and we're all competing for the small number in the center. And you have to look at it that way. being realistic."
for,"I would just -- I would just say that a good maxim in politics is to imagine that you only have friends or potential friends. The Trumpian maxim is to imagine that you only have enemies or likely enemies. California was the home of Richard Millhouse Nixon and Ronald Reagan. Reagan was the highly successful governor of the state. The reason it's not high tax California is because republicans lost it on the immigration issue. They lost it by becoming not a party of opportunity, and entrepreneurship, and optimism, but becoming a party about borders and bigotry. That's why republicans lost California. We should be imagining, as republicans, ""How can we win it back?"" because the Republican Party could, in a better scenario, have something to offer California. Lower taxes -- taxes are a huge problem in the state. Overregulation is a huge problem in the state, but we have no purchase as republicans. Why? Because we've driven away minorities by demonizing them and by demonizing their cousins in Mexico and in Latin America, and by becoming a party that's obsessed with cultural issues and not what California is about, which is the free -- the spirit of opportunity, enterprise, and imagination."
against,"Yeah, well, I -- as I said earlier, I think that it's a very consequential election. I think that, yes, a lot of policies are temporary. I think a lot of the changes the democrats want to impose on this country are long-term in nature and very, very damaging to what we think of as America's core values, and the essence of our success, capitalism, individualism, free enterprise. Those things are the reasons this country is great and the reason this country is exceptional. I would like just to mention a couple of things. I understand that Trump has made, obviously, a very big issue of illegal immigration. Please stop conflating illegal and legal immigration. This administration has done nothing to discourage illegal -- legal immigration, and in fact, has talked about increasing it. Secondly, Trump received a higher share of the Hispanic vote in 2016 than Mitt Romney. Very recently, there was a poll, admittedly a small poll, so I wouldn't take this to the bank, where 50 percent of Hispanics said that they would vote for him in 2020. Guess what? Hispanics are very interested in jobs, in wages, and they are doing much better under this president than they have done in a long time. I don't think republicans have completely walked away from every sect of our minority communities."
for,"I was just going to say that's often the narrative, as well, that the president is not against legal immigration, only illegal immigration. The only proposal that he has supported -- the White House has supported in Congress that we voted on, would have been one that cut legal immigration by half. And the president supported that. So, this notion that he's going to support more legal immigration, I haven't seen it, so it certainly doesn't make it into policy."
against,"I'll take it. Look, I'm a father of five young girls. And we are very, very conscious of what we watch on TV, what they're exposed to. And we're -- as parents go, we're some of the most, you know, strict there are. And -- but I'm not afraid of having them listen to President Trump or the way he talks. The reason is -- well, no, he -- this is -- this is important because your point is that there's a character question, and there's -- look, oftentimes politicians -- this is one of the reasons Trump won. One of -- politicians speak in polished, canned terms. You have all seen it. Jeff and I have seen it where they just, every word is so fluffy, and it's meant to appeal to anyone no matter where you are. Trump is very direct, and he says exactly what's on his mind. I've been in cabinet meetings in the Bush administration where everybody walked out of the meeting wondering what was the president going to do. With President Trump, you don't have to be in a cabinet meeting to know what he thinks. He's going to Tweet about it a few minutes after the meeting is over. He is the most open president we have ever seen. And so, I think, yes, his coarseness is certainly a fact. But his honesty and directness with the people -- telling you, hey, you may not like it. Telling you exactly how he feels is also refreshing. So, I don't see his character is expressed in his criticisms as being a moral factor. Yeah, thank you. Well -- -- it's New York."
for,"I guess one message of hope if he wins again is that we have limited the president's terms to two. So -- but that's a long time as I said in the opening statements. We have a lot of damage internationally to clean up after two years and what will be four. After eight, these things start to cement. And so, it is a problem. But there is that hope that -- and I do believe that the party will tire of it eventually and will say, ""We did this. We justified this for this man."" And so, in the end, ultimately, I think the party will come to that realization. I'd love to. The -- from an immigrant's perspective, I see the hope in several ways. One is wages, the 3.4 percent increases in wages. Those have benefited people and overwhelmingly served the bottom half of the economic ladder which is overwhelmingly immigrant labor, legal immigrant and illegal immigrant labor. Growth in the 3s percentage-wise, which is extraordinary. That provides economic opportunity for immigrants who are legally here in the United States. And finally, if you poll this issue -- and I've seen every poll there is on this question just about -- the people who are most opposed to illegal immigration are usually legal immigrants because they did it the right way. And so, there is importance in rewarding those who do it the right way."
against,"I'm happy to start on that. I think you will find -- perhaps I'm wrong, but I don't think you'll find much sympathy for Green New Deal amongst these four people or other radical approaches to curbing climate change. It isn't that conservatives don't believe in climate change, although I don't think it's something that, like a religion, has to be believed in or not. I think we have to assess it, have to watch it, have to respond to it if it seems appropriate. But I think what we are looking at in this country right now amongst conservative Republicans is the view that we don't want to give up America's -- one of America's greatest competitive advantages as we look at our place in the universe, which is an incredibly abundant resources of natural gas and crude oil and also coal. Well, I -- yes, I do. Yes, okay. I agree."
for,"Well, I mean, I think this is absolutely important because Donald Trump was elected on the promise that as a businessman, he really knew how to get things done. But what we've seen -- and this is no secret in the management of the White House, how many chiefs of staff, there were three or four, multiple secretaries of state, defense, CIA. This is the management of this administration. And scandals that are genuine, at the Interior Ministry, at EPA, other ministries -- other departments of government. That's a serious problem and a serious failing that these -- that our opponents seriously, you know, simply don't want to address -- -- which is that in addition to a foul ideology and a mood of constant denigration of our opponents, we have a government that's not functioning and an inability to pass any kind of bipartisan legislation. Think about George H.W. -- Just one point. Think about George H. W. Bush getting -- raising taxes in order to balance the budget or getting the Americans with Disabilities Act passed. Think about Ronald Reagan getting tax cuts through a Democratic Congress. That's because Republicans, at that time, didn't see Democrats as the enemy of the people. They treated them as partners in making the country better. I don't think it affects it at all. I'm delighted that the -- that Mr. Mueller found no collusion. I'd like to see the full report, obviously. All Americans should be happy about that. But most of all, my friends on the other side should be particularly happy that the president did not succumb to voices on Fox News and within his own administration to fire Robert Mueller. We now have a conclusive investigation that all Americans can get behind. The media certainly has a lot to think about it, in terms of the way it dealt with that story. There are all kinds of problems. But the simple fact is that Trump should be happy that he didn't give in to voices in his own party demanding that he simply liquidate the investigation. And by the way -- by the way -- that investigation was well-founded because the president continued to act in ways that gave reasonable people suspicion that there was questionable behavior in his campaign and throughout his presidency. Oh, sure. As was mentioned in Kris's opening statement, that I held up judges in order to protect Robert Mueller, I did. I'm glad I did. I'm glad he was able to finish his report. That's important, for us to know what's going on. And I think everybody, left and right, is glad that he finished his report. So -- but it doesn't change my position. I never assumed that that campaign was in a position to or capable of collusion. And so, I -- my opposition to the president has not been based on colluding with the Russians at all."
