side,script
for,"Yeah, Jim, you’ve fallen into my trap. Of course. So, you’ve fallen into my trap by citing the fact that every company should be expected to compete, and should, in fact, probably be extravagant, be gluttonous, be greedy, be slothful, be wrathful, and be envious, and of course, hubristic. Every company should, because that’s what companies should do, they should compete, they should win, they should crush…"
against,"No, they should win, they should not crush— MAN Siva, you’ve fallen into your own bog—"
for,"And by that, by that I say, it is for the companies to violate the seven deadly sins, and not to pretend they don’t, and it is for popes and poets to warn us against it. hate to be a textualist, but I brought the registration statement with me, right, let’s see what it says. Don’t be evil. We believe strongly that in the long term we will be better served as shareholders and in all other ways by a company that does good things for the world, even if we forgo some short term gains. The question is, when does Google, faced with a conflict between what’s good for the world sacrifice its own interests. I don’t think it’s doing that."
against,"Let’s look at Yahoo, may it rest in peace. Shall we have a moment of silence for Jerry Yang, dearly departed.  Yahoo was the last old structure, the last old media company. Google is a new company. Eric Schmidt was asked recently by Jim Kramer how much they could make by putting ads on their home page. Some untold billions of dollars, he said. They chose not to do that. Is that good versus evil? I actually argue it is, because Google recognizes that it’s not an end, like Yahoo. It’s not an old media company, it’s a new media company that gets us to what we want to get to. That itself is a virtue. I think the problem we’re having here is defining the fall from grace. And if we all define it the way that you are trying to hold Google, then we’re all going to hell, because— That word evil does it."
for,"So, Jeff has compared Google to Wall Street firms and said, wouldn't it be great if Wall Street firms had that motto chiseled in their buildings. He’s compared Google to newspapers that have local monopolies, and pointed out that newspapers, of course, fix prices on advertising. And now he’s compared Google to Yahoo. None of that matters. It does not matter that any other company behaves badly, or behaves in an evil way, because none of those companies ever were foolish enough to chisel such a motto into their buildings or their financial filing statements. Now that, the fact is— …that Google has set its own standard, and has not met its own standard."
against,"It has set its own standard, and I believe it has met it. It has aspired to do good. It has, as I said, engaged in an evil world to make it better. To me that’s the opposite of evil."
for,"It was an aspirational statement— …and just as many of us make promises that we have to acknowledge we are unable to keep, Google has been unable, virtuously and continuously, to keep its aspirational promise. I think it’s a good thing that Google made that aspirational promise. The question is whether it ever violates it, and the answer is plainly that it does."
against,"It, no, I'm—a little access is a good thing, but I'm arguing something more important. It’s not collaborating with the regime, it is… It is infiltrating the regime, it is spreading information within China, it’s exposing people to the virtues of knowledge. It’s changing their expectations. It’s creating more transparency. Long run, you will see that Google is going to change China by opening those cracks. Every time you open a crack and insert something in it, it starts to crumble. No, we believe in disclosure regardless. Even if you wish that Google did differently in China, and I, frankly I do, I wish they’d use their power. The important thing is to realize the basis upon which they made this decision. And they used their “don’t be evil” pledge as a basis to debate and decide this. They made their decision not out of pure greed, but out of the belief, agree with it or disagree with it, but out of the belief that they were trying to do good."
for,"Yeah, I’ll— don’t want to argue that, that making this material available is an example of evil, what was evil was the hubris in arguing that they could fly above the basics of copyright when they do it. And Larry and I have had this argument going on for about four years, we don’t want to invite everybody else into it, nonetheless, we— We’re at, we’re at loggerheads on it. But I do want to point out that of the hundred and twenty-five million dollars that Google willfully paid in the settlement, people don’t give away money for nothing, they basically were paying the authors and the publishers ninety-one million dollars to settle the damages that were claimed by the authors and publishers.  Simple math. No something for nothing. The extra services that Google is now providing will take up thirty-four million dollars of that that hundred and twenty-five million. So, in fact, the settlement was a concession that they probably had flown too close to the sun— Yeah, don’t focus on the dollars, focus on a different issue. So the basic structure of copyright law is, subject to fair use, you have to get permission. Google has done something incredibly clever, evil, I don’t know, in the settlement which is, by turning it into an opt-out class action, and now I just said a bunch of legal words that you're not going to like, they’ve effectively changed the default position with regard to how copyright’s consent system works. That’s either brilliant because of the orphan works problem, clever, or evil, I don’t know.  Very much so, I think. Maybe the public interest at the same time—"
against,"They also served the interests of people who want to read books that were no longer available, and authors to get payments. "
for,"Thanks a lot, she’ll love you for that. In the case of John McCain, I'm actually with John McCain in wishing that YouTube would exercise a little more judgement before it automatically pulled the, the campaign videos down, although I understand the practical reasons why that’s important, and I understand why, under the Safe Haven rules, they would have the knee jerk reaction. But Google actually could afford to review some of those videos in the middle of a political campaign to make a judgement about whether they were fair use or not, and I wish they had. MAN But complying with—"
against,"With all respect, I think you're showing little faith in mankind. It’s not Google you have a problem with, but man. Yes, even in a financial organization there can be someone who would ask the question, force the issue, is this evil? And similarly in Google, there is not only that, but there is also the self interest that Google does have a brand and a reputation. And if Google messes with us, we can use the internet and find ourselves on Google to get Google back. And we will. So Google, in its enlightened self interest, I believe would not mess with us. JOHN DONVAN OK, just a time check on where we are. We’re about halfway through the head to head discussion. Just a reminder, I'm John Donvan, your host and moderator of this Intelligence Squared US Debate where the motion is: “Google Violates Its ‘Don’t Be Evil’ Motto.” “Google Violates Its ‘Don’t Be Evil’ Motto.” We have three debaters for and against, and we are, at this point, taking questions from the audience, and we have, yes I see you Madame."
for,"Yeah, so on the question— On the question of demise, I think that the question is, is Microsoft, who wanted to buy Yahoo before, still a natural purchaser. Obviously the scuttlebutt in today’s newspapers and online is that the change in management yesterday may increase that possibility. So if you ask what the natural deal is, that’s the natural deal. It’s not obvious to me that deal will actually matter. Maybe Esther’s in a better position to talk about that, but that seems to me the most natural next move for Yahoo."
