side,script
for,"But that's how they're sometimes enforced. Can I give you one example? A Brandeis professor, a tenured Brandies professor, been there for many years, was subject to a secret investigation for racial harassment, found secretly guilty of racial harassment because he uttered the term ""wetback"" in class in the course of explaining its use as a pejorative. That's not an unusual case. We see cases like this all the time."
against,"These are outlier cases, clearly. There's a huge literature in my discipline of philosophy on slurs, and there's two different theoretical positions that if you are using the slur, then you -- then -- then you also aren't -- if you're mentioning the slur, just, you know, you're talking about the word, then you're still slurring, and the other view says, ""No, you're not slurring."" So I have been at a million talks, discussions. I've taught classes where I and others have used many slurs. I've taught at five different university campuses, from state universities to Ivy League campuses. So I'm just not seeing the point about slurring. And some of the other cases -- can I address one case that Wendy mentioned in her opening remarks? Intelligence Squared U.S. - 19 - 3/2/2016 Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 So the Laura Kipnis case, which I just think, having been connected to the philosophy department at Northwestern University, the -- which is a complicated sexual harassment case that involved many people in my discipline, it's been factually misrepresented in the media. Kipnis was asked to retract factual claims about a very sensitive, complex sexual harassment case that involved members of my community. And I believe she shouldn't - - they shouldn't have asked the administration to legally do this. But I think to take that very complicated personal case and use it as some kind of example is wrong to --"
for,"Jason and Shaun, I think we might be talking about different things, because it seems to that, really, this debate should be about whether or not certain things that are undeniably going on are justified or not. And so, for example, if the president of Claremont McKenna has to resign because she has been arguing in favor of bringing disadvantaged students in, but says we need to bring students in who don't fit the mold, and that's determined to be hate speech, clearly, whether or not there was any actual code that stipulated this, there's something going on. Now, the idea that that was just an exception seems rather odd when I'm just assuming that our audience here, both physical and virtual, are here because we've been reading the news for the past year -- -- and we've seen so many of these episodes, such that in addition to -- very quickly. I lost count of how many students in my office at Columbia I've had tell me that the atmosphere chills them in terms of feeling they can talk about these things. And we read about this in the newspaper all the time on campus --"
against,"Yeah, I couldn't disagree more. I mean, listen, there are over 5,000 colleges and universities in the country, and many of their presidents say reckless things, and they are not being called to resign or demanded to resign as was the case that you laid out at Claremont McKenna. So I agree with my debate partner here that the examples that are being cited are -- they're outliers. And I would love to know how the story concludes with the Brandis professor. Was the person fired? So the person was apparently, secretly investigated for saying these things. Well, you know, I met a student last week who told me that his professor, on the first day of class, looked into the audience and said, ""I want all of the pretty women to sit in the first two rows of class."" That professor -- somebody should probably pull him aside and say that, you can't say these kinds of things to women because not only is it offensive to the women, it's also instructive to everyone else in the audience, all of the men. It says to the men that, yeah, it's okay for you to leave from here and go off into the world and become a Congress person or a CEO or something, and say these things to women, without any sort of consequence. So --"
for,"Shaun, I am all in favor of educating people about these sorts of things. The sorts of things you're talking about certainly should not go on. But the question here, the analogy is somebody who trashes the kitchen every time they make a meal and then somebody comes in and defends them, saying, ""Well, they should be able to eat,"" the issue is degree. Yes, people should be taught not to say these disgusting sorts of things. But the sorts of careers that are being wrecked, the people who are being disinvited from campus after campus for wanting to say rather reasonable things, there's a new mood in the air. And I don't think it does this debate any good to pretend that that mood has been something created by NPR and the New York Times. I just want to say quickly that -- -- I think in many ways we're talking past each other. You guys have suggested that we are somehow saying that student protests are violations of free speech. I strongly defend the right of students to protest anything they want to protest in however many uncivil terms they want to use. The problem is that a lot of these protests are aimed not at trying to convince other people not to use certain kinds of language but to try to get them punished for using language, to try to get administrative sanctions, to -- you know, that -- to try to enforce these multiple speech codes that prohibit this kind of language."
against,"So it is true that campus codes did make the 13 list. If you look at all the student demands across the country, in the top 13 campus codes, a demand for campus codes was 12th, mentioned by a tiny fraction. But I just want to mention what I think is the underlying issue here, and it's hit by John in his opening remarks, leftism. Intelligence Squared U.S. - 22 - 3/2/2016 Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 As usual, leftism, the idea that leftism is a threat, that leftism is threatening free speech, this is not a new point. And the claim -- as a leftist, I can tell you -- I can tell you -- Noam Chomsky told me he has never been invited to a political science department to speak despite his many, many books. It -- sure, there's a problem of leftism in physics departments that only have 5 percent Republicans. But I think that it's very telling what the issue is. It's always tough to be confronted with one's political views. All of us on the right or the left, you know, it's tough. As a leftist, my students who are conservative confront me. And it's tough, and I'm embarrassed. And I'm saying -- I say, ""I'm sorry. I'm going to try to not do that agenda,"" and I go home. And I get hate mail for my political views. That's what happens in political debate. My family -- my wife here would like me to back off some of my leftist speech. And so --"
for,"No, no. No, no. I'm -- No, I -- no, I didn't talk about the power of shaming. Intelligence Squared U.S. - 23 - 3/2/2016 Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 I -- look, I've been accused of being a racist -- I don't think it was from me. I've been accused of being a racist. That's fine. I mean, I don't really mind when people call me names because I think they're mostly discrediting themselves. What we're saying is, is that when you ask that someone who you consider has made a racist remark be officially punished for that remark, that's a violation of free speech -- -- and that happens very often. Well, I talked about the chilling atmosphere when I was talking about an official Title IX investigation. That's a different issue. Intelligence Squared U.S. - 24 - 3/2/2016 Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 Yes. Yeah. Jason, I love the left. It's not that the left is wrong. The problem is when the idea seems to be that if you don't agree with the leftist position, then you are ignorant at best and immoral at worst. I'm claiming that that is the new environment. But more to the point, when someone, Shaun, is told that they're a racist -- and I don't know if we're all going to admit this or not -- yes, I did write a piece saying that antiracism is America's new religion because it is. When someone is called a racist in America in 2016, it is practically equivalent to calling them a pedophile. Therefore, when you call someone a racist, you're effectively silencing all but the bravest people who most enjoy an argument. That's just the point. Call somebody a racist, you've shut them down. And it's happening a lot."
against,"I almost don't know where to begin here. I have, way too much. So, I want to go to this notion of people being punished for saying certain things. Yeah. Intelligence Squared U.S. - 25 - 3/2/2016 Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 No, I -- I can take it. Okay. I'm ready for it. The thing is, that when someone says what you are saying or doing feels racist, or sexist, or homophobic, to me, the person who hears that shuts him or herself down. Right? No one's saying that, ""Well, you can't keep talking. Shut up."" No -- but the person who is being held accountable for saying something hurtful to someone else shuts him or herself down, silences him or herself. Right? That's what happens. Could I just have one quick thing on this? I think the debate -- I think it's not clear what the debate is about. It's not free speech. It's about racism and anti-racism. And free speech really doesn't have anything to do with it. Intelligence Squared U.S. - 26 - 3/2/2016 Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203"
for,"We're focusing on racism tonight partly because so many of the recent protests have been anti-racist protests. And I don't think any of us would disagree with you, Shaun, about the really bad climate on some campuses, and about the kind of bias that some students experience. I don't think any of us are saying that's not real. I don't think any of us are saying that's something that shouldn't be protested. We're simply saying something very different. We're saying, when you effectively protest that, by saying that whatever we consider ""bias speech"" should be outlawed, then you're posing a threat to free speech. But I also want to point out that when we talk about speech being restricted on campus, we're not just talking about speech that's involved in these battles about racism. We're talking about students and faculty being punished for criticizing the administration. We're talking about, you know, people just making stupid jokes. I mean -- and this goes back 20 years. We're not talking about a recent phenomenon. So, I think we can get a little sidetracked. If our subject is free speech, I think we can get a little sidetracked if we focus too much on racism on campus, because that's not the only place this comes up. It's coming up a lot in claims about sexual harassment and sexual violence as well. You know, John, actually, I think -- to be constructive -- I just want to throw something in here, because I don't want to be misinterpreted and I don't want Wendy to be misinterpreted. I think it's time for a brief anecdote. It is fall of 1984. I'm at Rutgers University. I walk into an intermediate German class. First thing that the teacher says is, ""I think you've got the wrong class."" No. There could only have been one reason. It was quite clear -- that woman hated me for the whole semester. Now, this was straight up racism. Now, to be honest, I didn't walk around crying. I didn't remember it for a very long time. I kind of enjoyed how backwards she was, and now she's dead and I'm sitting here. That -- Intelligence Squared U.S. - 27 - 3/2/2016 Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 -- that's -- -- a whole other thing, what's -- how do you respond to these things? But more to the point. If that happened to my daughter today, I would hope she would complain. So, I'm not saying that these sorts of things are not to be talked about, and where something really nasty happens, it is not to be shouted to the heavens."
against,"Wendy, it could be that maybe we're talking to completely different students and hearing completely different things, because quite honestly, when we have students in our studies who are talking with us about the realities of race on their campuses -- by the way, our studies also include white undergraduates. We want to hear white students talk about the racial climate as well. But when we hear students of color unpack these painful stories and these micro aggressions and stereotypes, and other things that have happened to them, we ask them, ""What is it that you want the institution to do?"" Never once -- not once have I heard them say anything about a speech code."
for,Can I get --
against,"They want the curriculum to reflect their humanity. They want -- -- they want the consciousness of their professors and their peers to be raised so that people don't do this to future generations of students of color on their campuses. That's what they want. They don't say a thing to me about speech codes. Intelligence Squared U.S. - 28 - 3/2/2016 Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203"
for,"Can I get a -- Quick example. A protest at Amherst college fairly recently, students demanded that other students who put up posters saying ""All Lives Matter,"" be punished. Let me -- can I just quickly read you a couple of examples? Duke University protesters demand that fac -- I'm paraphrasing -- faculty staff, nonacademic employees be put in danger of losing their jobs and nontenure track faculty will lose tenure status if they perpetuate hate speech that threatens the safety of students of color. The University of California not long ago put out a list of micro aggressions, things that people weren't supposed to say."
against,"Wendy, with all due respect, you're not on a college campus. I'm at Yale, I know -- our conservative students our party of the right, our party of the left. I respect all of these students deeply, and that they can't engage in these debates, that they can't stand up for themselves, well, that's -- that's a little bit patronizing. And our students, both from our -- the conservative students and our leftist students, I learn from them every day, and I learn from their debates every day. And I just don't think they should be taught --"
for,Sounds like you're putting words in my mouth. I didn't say they couldn't stand up --
against,"I disagree with that. There are students on hundreds of campuses who are talking about affirmative action now. Intelligence Squared U.S. - 30 - 3/2/2016 Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 Like literally like right now, probably while we're here at this debate, somebody is talking about affirmative action on a campus somewhere. I -- no. And, you know, when John said that, I wrote in my notes here, ""How do we determine which topics aren't up for debate? And who gets to determine?"" So as somebody who defends leftist positions and is called a communist, an extremist, you know, irrational, I'm used to this. Anyone who takes a position on a political issue is sensitive to the insults that are directed against this. This debate is not about free speech. It's about leftism because it's being claimed that one side -- that the slights against conservative positions are somehow more damning and more felt. We all feel them. Our --"
for,"Jason, imagine the things I've been called. Intelligence Squared U.S. - 31 - 3/2/2016 Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203"
against,Yeah.
for,"Oh... You know, I -- we keep coming back to the same kind of disconnect. And we have -- I think the problem is that we have a very basic difference of fact. I mean --"
against,"Thanks for your question, Matt. To be sure, I don't want anyone's speech to be suppressed in any setting. So even at a fraternity party, if someone said something that sounds a bit off color, I would want one of his fraternity brothers or someone at his party or whatever, to engage him in a conversation about it, not with the goal of shutting him down, but to actually -- again, we're on a college campus. And fraternities are on college campuses, so I would want this to be a space where even peer teaching Intelligence Squared U.S. - 32 - 3/2/2016 Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 and learning and engagement is happening. So I think that this should happen everywhere. I'm not saying that, you know, again, we can't talk about things like affirmative action. What I am saying is that if you have a, perhaps, seemingly unpopular view about affirmative action, don't shut yourself down. Don't just withdraw from the conversation because you're scared that no one is going to like your position. You know, put your position in there. Continue to fiercely debate it."
for,"We're hearing tonight, ladies and gentlemen, that the left feels beleaguered on America's college campuses. Just take that in."
against,"John, can I just respond quickly to the point about the left that he just made, just very quickly? My point was that everyone feels beleaguered on college campuses."
for,And they don't necessarily look to sanction the people who are beleaguering them.
against,"I've taught at three universities now. And never did someone hand me a handbook that said, ""Here's what you can and can't say."" Honestly, unless something just like really falls into the category of persistent hate speech and persistent harassment, I can't even imagine. I don't know a colleague, I don't know a person at any of the three places where I've been a professor who's been fired for saying things."
for,"FIRE has a recent case just out of Louisiana where a teacher -- Okay, I'm sorry, yes. The Foundation -- yelling it falsely in a crowded theater. The Foundation for Individual Rights in Education, which fights for speech rights and due process rights on campus -- has this -- a case coming out of a Louisiana state college involving a teacher of longstanding who -- I think it's a teachers' college, she teaches Intelligence Squared U.S. - 35 - 3/2/2016 Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 people how to be teachers -- she's been fired or denied promotion because a couple of students in her class objected to what they thought was crude language. She is now suing the State of Louisiana. Students have a right to demand anything they want to demand. But -- and here's where we have another problem that we haven't discussed. Shaun has mentioned hate speech a couple of times. I bet the four of us would have different definitions of hate speech. I bet -- I don't know how many of you are out there, but I bet there are almost as many definitions of hate speech as there are of you out there. And that's one of the problems with trying to restrict speech is that it's very hard to come up with objective narrow standards for speech that should and shouldn't be permitted. And what we're seeing on campus now are some very expansive notions of what constitutes something that should be just, you know, out of bounds racist speech or sexist speech or homophobic speech. It's what John was referring to in his opening when he said that there are so many things now that are put in the category of advocating genocide as things that should be beyond the pale. And that's the problem with a lot of these speech codes which are enforced."
against,"Wendy, for the first time tonight here's where we may find agreement. I bet if we brought together a group of women and a group of men and asked them to make us lists of what characterizes sexism and misogyny, I bet those lists would look very different. And that -- you know, it --"
for,So what?
against,"-- it would be wrong of us to say that -- -- it would be wrong of us to say that the women are overreacting or that they don't have a right to suggest that -- Intelligence Squared U.S. - 36 - 3/2/2016 Prepared by National Capitol Contracting 200 N. Glebe Rd., #1016 Arlington, VA 22203 -- men understand the boundaries of what qualifies as gender harassment and as sexism."
for,"I would only say that -- -- what you just described is yet another brick in the wall we're building, showing that the sorts of things Wendy's referring to are not just one-offs, that we're talking about a general American climate that demands address. And the climate is one in which free speech is not eliminated -- that wasn't the point -- is free speech being threatened? Once again, your question has suggested that the answer is, ""Yes."""
