side,script
for,"I'd like to interject a minor point on the descendants of slaves issue. You might think that all recipients of racial preferences are descendants of slaves. I'd imagine it's a minority of racial preferences because many of the black beneficiaries of racial preferences , so called , are foreign born, immigrants from Africa and many are Hispanics and there was no slavery of Hispanics in this country. As for the Freedmen’s Bureau, which Professor Chemerinsky brought up as an example o f the original intent of the framers, that was a reparations program for freed slaves. It wasn't an in perpetuity preference program for all descendants of freed slaves and all other people who look like them. And I think it's fine for -- I think it's fine for school s to try to bring in students who have a diversity of backgrounds and perspectives. The problem is when you use skin color or what country your ance stors came from as a proxy for those backgrounds and experiences. You can't look at somebody and say , “Oh, you're black. You must have this background and this perspective. ” You've got to look at the individual."
against,"That's actually ignoring exactly what I said. It's not that someone is saying, “You're black , you hold this perspective. ” We're saying that , “You’re black. I'm sure that the fact that you are black in an America where race very much matters where we're still fighting a nd battling against racial discrimination impacts the way that you see the world, whatever that perspective is, it's important to bring that to the table, ” and you get at that by looking at the whole student. No one's looking at just the race box. We're actually looking at the entire application and getting a sense of who that student is as a person and making sure that classrooms offer diverse perspectives. In fact, it would be wonderful to have blacks and Latino students who are both libera l and both -- who are conservative, who are Republicans, and who areDemocrats. They're not asking for a black person who holds a particular view, but looking to see and assess the whole person knowing that race will impact and influence their views. I've been a law professor now for 36 years. I've taught subjects like criminal procedure and Constitutional law in classes that are almost all white and in classes with a substantial number of minority students. When you talk about things like racial profiling of the police , the discussion is vastly different with a significant number of students of color who've experienced it compared to an all- white class. When you talk about affirmative action the conversation is different. That's why diversity matters, because it benefits all students and the education of all studies and prepares students for the multi -cultural society we live. It's not that a particular student comes with a specific viewpoint, but it does mean that race matters in how we experience the world, how we're treated, and we need to have all those experiences in the classroom."
for,"I'm sorry. The goal of the university? Well, the Supreme Court has made diversity, which originally meant diversity of thought, but has migrated toward s racial diversity, the touchst one for whether a racial preference program is legal or not. Now they've hedged it around. You have to havevery, very, very strong proof that you get just the right kind of racial diversity and as much of it as you need, before you can use racial prefer ences, and my position is that they have not satisfied that. But that comes from the Supreme Court. Now a lot of scholars – No. It doesn't. Well, it obviously -- we're taking a more absolutist position than the court has ever taken."
against,"Okay.John Donvan: Deborah Archer. So I think we have to first start by distinguishing affirmative action from negative action. And negative action is where a university will take steps to artificially keep low the numbers of a certain group. And so, it seems like there are allegations -- that universities are engaged in negative action against Asian and Asian American students . If that's true, then we absolutely shoul d do something about that. Universities should explain what they're doing . But we shouldn't confuse negative action with affirmative action . That's right. No . I'm not saying it's not relevant. I'm saying it's not the -- I'm saying it's not the final decision . Certainly, numbers -- SAT scores, LSAT scores, are good indication to judge a wide range of students that can be s uccessful at your university . But it shouldn't be the end. And if I can make one more point about -- John Donvan:Sure. -- Asian and Asian American students -- Asian and Asian American students benefit from affirmative action the same way that everyone else does . Whenever you allow a university to engage in a holistic review of that student, the student's going to benefit. And for Asian and Asian American communities in particular, it's important . Not all Asian and Asian American stu dents have access to a high quality education. They aren't all as successful educationally . In particular, Cambodian students, Laotian students do not fare as well academically as Korean students or Japanese students, or Chinese students . Laotian and Cambodian students have lower graduation rates than black students . And so, to say that “Asian” students don't benefit from affirmative action is just simply -- -- wrong . And it's a wedge issue. It's to put a wedge -- put a wedge between the people of color."
for,"Let me interrupt you-- right there . You keep using the phrase “affirmative action.” -- racial preference. That's what we're talking about here, okay? Well, yeah . I mean, this gets worse and worse . It's like, well, some Asian Americans are getting discriminated again st. But -- -- let -- Well, they admit -- I think what they just admitted was that Chinese American students, and Japanese American students, and Korean American students are being discriminated against by the use of racial preferences . But that's okay. Because, in the ir view, there's the possibility that Laotian American students and Filipino American students may get preferential treatment. And somehow or other, that makes it okay."
against,That's actually not at all what I said.
for,"Well, I think t hat is what you said ."
against,"-- Mr . Clegg – that’s mischaracterization . We are not saying to discriminate against anybody based on race is okay . I want to go to your question, no college"
for,"So you’re saying no – Erwin Chemerinsky : -- please, please – Stuart Taylor : What’s a racial preference ? What's racial preference if it's not discrimination based on race?"
against,"Yes. Directly. No college or university ever has accepted students based on just grades and test scores . College s and universities always look to a wide range of factors, in terms of w hat the student can add to the student body and the diversity of the school. I mentioned, ""geography."" I mentioned, ""legacies."" I taught for a long time at U.S.C., I'dventure to say the football players there had lower grades and test scores than other students, or I taught at Duke, the basketball players probably had lower grades and test scores. That's because they brought some other talent to the forefront. There are a much larger pool of students who are qualified to do the work than the number who will be accepted. And so in deciding among them, many factors go into consideration. It is not discrimination to say that one of the things that's considered in addition to athletic talent or legacy is also, ""What does a student add based on his or her race to the diversity of the school?"" It's wr ong to equate preference with discrimination."
for,"I think the case that's made publicly, there is no doubt that the grades and tests ] -- that many Asians with grades and test scores far higher than anybody else's are being rejected by colleges because they're Asians. There's no doubt about that at all."
against,"Yes, because -- -- they're Asians, absolutely."
for,"I think because they're Asians, but the rationale not used here tonight but often used for this is, ""Well, the people we're accepting are better in other ways. They have better leadership qualities. They're contributing more to diversity,"" whatever. This is a slur on Asian -Americans, the idea that – -- ""Well, if they have higher test scores and grades, they've got other qualities that aren't as good.""Roger Clegg: And a quick point on test scores and grades, Erwin I think said all of us would be against large racial preferences. Well, I think we just won the debate. If all you have to establish is that the racial preferences are large, that's undisputed. There are 300 to 400 SAT point average differences in a lot of the colleg es. There are corresponding GPA differences. There are huge achievement differences within the college. And that's pretty large."
against,"I think – No, but we're not debating -- we're not arguing here about, ""What 's the best form of affirmative action."" The resolution you're asked to vote on is, ""Does equal protection forbid racial preferences?"" In order to vote affirmative, you have to conclude that all racial preferences, however small, are unconstitutional. No court cases ever said that. I also want to just make a quick point. You said that, that there are large racial preferences is undisputed. That's not true. There are many people -- many prominent social scientists who dispute everything that you've said before. Erwin mentioned Richard Lempert , Ian Ayres, Richard Brooks, Derek Bok They've all disputed the points that you're making. And I think we need to take a step back because everyone else is using the term, ""preference,"" I'm not, because I don't think it's a preference. What universities are doing -- hundreds of universities around the country -- what they're doing is looking at the whole application. It's not a preference. If it was a preference, we'd have far more than 20 percent black and Latino students at most colleges and universities. I also want to dispute the use of the word, ""discrimination."" Erwin mentioned this. There is no symmetry between race conscious measures that seek to include traditionally excluded groups and invidious discrimination that seeks to include people because of a sense of superiority or hatred. John Donvan:All right. Those are not the same thing."
for,"I don't think that you can draw a meaningful distinction between floors and ceilings that way. I mean, if you are setting ceilings for some -- or if you're having a floor for some, you're setting a ceiling for others. And there's no question that what's going on here is not -- just is an effort, yes, to increase the number of students who are of particular races and ethnicities. But the means for doing that is by discriminating against people of other races and ethnicities because there's too many of them. If you have underrepresented groups, then you must have overrepresented groups. That's just logic. But I want to address the statements by both of our adversaries that all the mismatch argument I was making is nonse nse and there are all sorts of scholars who have attacked it. Yes, there are all sorts of sch olars who attacked it. I also just sat down yesterday and wrote a list of more than 20 distinguished scholars who have supported our mismatch arguments in various important ways. Now, we're not going to resolve the scholarly debate here. I can say the difference between our scholars and their scholars is that theirs have been discredited completely and nobody has even challenged most of the points made by our scholars. Nobody's challenged, and I didn't hear them challenge, the fact that there are huge racial gaps in grades and test scores within every university. Nobody's challenged that African- American students who want to do science have to drop out of it in disproportionate numbers because they can't hack the competition. And all of us would agree against large racial preferences. We've talked about that already. If you gave him a couple more minutes, he'd have gotten to 10. Erwin Chemerinsky : -- the first is the relationship between the Constitution and policy. This is important. The Constitution does not prohibit all use of race. It doesn't prohibit all use of sex. It says that the government can discriminate even on the basis of race if it's ne cessary to achieve a compelling purpose. What we're arguing is, ""What's the compelling purpose and is it necessary?"" So you can't completely separate the policy and the Constitution. And, second, in terms of diversity, what study after study has found i s that interracial association does break down stereotypes, that interracial association in college and law school and medical school better prepares those who are graduating to deal with a multicultural workforce. And commonsense bears that. If we deal with those who are different from us, we're then better prepared to deal with those like them in the future."
against,Just -- can I add something?
for,"-- and not only that, but it's something that will make John I think feel better, too, and that is a way to sort of explain why this constitutional argument immediately becomes so laden with policy considerations. And that is because what the Equal Protection Clause means , and what the Supreme Court, believe it or not, has said that it means, it's got this right, is that racial d iscrimination is forbidden by the 14th Amendment unless, as I said, the government has a really, really, really, really good reason. And so that's why what we're talking about tonight immediately becomes, ""Well, okay, is there a really, really , really good reason for the discrimination that state universitiesare engaging in?"" That's why, you know, this debate about the Constitution has become so much a policy debate. And that -- It is -- that's right. And I think that in order to answer that, we talk, first of all, about whether there is anything good that comes from these random interracial conversations, which is what the diversity argument bo ils down to. And I think that those -- that premise is weak. I think it's even weaker when you consider that a lot of these lessons could be achieved through means that don't involve racial discrimination. You know, you don't have to have -- rely on these -- the happenstance of these conversations in order to teach students that not all black people think the same way. If you're in law school, you can assign th e opinions of Justice Clarence Thomas and the opinions of Justice Thurgood Marshal l and figure it out that way, but even after you've done that if you think that there is still something -- -- to the -- there are these possible benefits, you then have to weigh against all of these costs."
against,"I actually just don't even know where to begin. Let's start with the lessons can be achieved in other ways. One of the lessons or benefits of affirmative action programs is that they equip us with the skills that we are going to need to engage in an increasingly global economy. That's happening for the first time for many students in college and it's an important skill to learn. You can look at the protests that are going on, on university campuses around the country and see that having real , substantive discussions about race are difficul t. It's the first time that many people are having those conversations because we are incredibly segregated in K through 12 education and we are getting more segregated and the Supreme Court has tied our hands there. We are segregated in our communities and our housing. We -- the Supreme Court just recently recognized last term that it's growing with racial isolation in our communities. Where we can start to bring people together to have these important discussions to gain these skills of cross -racial c onversations is in colleges and universities."
for,"Yeah. A couple of related points that relate to diversity and also to stigma. I think it's important to understand that probably 95 percent of America n colleges and universities would have just as many minority students if there were no racial preferences as they do now. The few -- there are some at the top, the very most selective, that would have fewer for a while, and I'm not sure how long a while it would be, but it wouldn't be a catastrophic drop. They would still have a significant number. They wouldn't have as many as they do now. They don't now have as many as to be proportionate to the population. And more that would graduate. So, you know, diversity -- it's not diversity is dead if racial preferences don't continue."
against,There was.John Donvan: Okay. Let's hear 10 seconds. I can present you the statistics. It's just not true that 95 percent of college s and universities would have the same diversity. It's just the opposite.
for,"Berkeley and UCLA, two of the eight or so campuses of the University of California had a dive in minorities after racial preferences were banned. They've crept back up. There are now more Hispanic and black graduates than there were before Pr op 209. That's been true for a long time and the other universities, the people who didn't get into Berkeley or UCLA, they weren't just disappearing or going, you know, out to do hard labor, they were going to other UC campuses and they were doing better. They were having better graduation rates. They were having better science retention rates, and in general they were doing better. The racial stigma, which I quickly wanted to say, they say there aren't any studies on racial stigma. I'm not an expert o n racial stigma studies. There are some things you don't need a study to understand. If you have an enormous gap between two racial groups in academic achievement at most colleges in the country, that creates stigma all by itself."
against,Can I just very quickly ? Sorry. Can I very quickly just address --
for,I think that's wrong.
against,-- the race conscious -- I don't think it's wrong.
for,That's not what I've read.
