side,script
for,"Yeah, I don't think Steve answered the question at all about workers' salaries and how well they're doing."
against,"Well, workers' salaries under the gold standard went up. You take any period of time, they went up in real terms, which is why our wages in real terms are the highest in the world."
for,"Yeah, I wonder about Dickens and some of the stories of that period. "
against,"He was an Englishman, the last I heard."
for,"Yeah, but I just wonder. The fact is, is that the example that Jim gave, where the Asians were beginning to develop products at cheaper prices and all this kind of stuff, implied a decline in U.S.wages. Absolutely positively, unless the U.S. government was pushing to keep the wage levels of U.S. workers up. And so I believe that, in fact, the movement to a weak dollar had a lot to do with the fact that we had a growth in Asia coming, and product was coming in much cheaper and basically undercutting, well, not only Detroit, but California, and the -- if you look at apples, or whatever, they're -- none of them are made in the United States, right?"
against,"Because the reason -- the reason, John, we got cars coming into this country starting in the late '60s was that unfortunately for a period of time the Germans and Japanese made a better car and people preferred that to what was being turned out in Detroit, which is how they got in trouble. It's not American workers. When other foreign companies came over and established car plants, they could turn out excellent cars. Our workers made excellent wages. It wasn't because cars were cheap, people felt they worked better, whether the low end of the car line or the high end. That's good competition."
for,I'm finished.
against,"With a cheaper currency, you pay more for what you buy, and you earn less from what you're -- John Donvan: Yeah, if you move it a little bit closer and then -- Okay, -- Okay, with a cheap currency, you pay more for what you buy, and you earn less from what you sell. Now, tell me what are the advantages of a cheap currency. Yeah, look at the price of gasoline, $1.25 in the late '90s. What is it, three and a half, four, $5 today? How does that help a family? How does that increase their ?"
for,"I want to change this issue a little bit, that -- No, no, I want to deal with the question in the following sense, which is that what goes on in the real economy is actually much less associated with what goes on in terms of the inflation that in fact you're attributing it to, and in particular, that a lot of things you've talked about in terms of high growth and so forth, or whether you have good institutions, a good legal system, and so forth, so what we really need to focus on is a narrower issue that -- does a strong dollar actually help the economy? Does it hurt it? Does having a good dollar yardstick help the economy? Does it hurt it? I think that's very important, but not -- let's not get into this view that having a strong dollar, or gold standard, or weak dollar actually solves all of our problems. This actually solves very little of the problems. It's still important.James Grant: The gold standard --"
against,"I mean, the idea that our fiscal affairs after 1971 when the dollar lost this anchor, what remained of the anchor -- the idea that our fiscal affairs were not affected by our capacity to print dollars to infinity just strikes me as something on its face --"
for,"I would actually disagree with that. I think you're absolutely right that we went through an extremely bad period, we actually call it the great inflation period. It was extremely bad policy --"
against,"I mean the -- I mean, the --"
for," And also the fiscal irresponsibility, but this is a choice of the governments are spending too much relative to what they take in."
against,"No one in the face of the earth could resist the temptation to emit the reserve currency which we are privileged -- or not privileged to , into the world at interest rates now prevailing -- manipulated interest rates, John, in the federal reserve. That's why they're 2 percent the world over. It's not as if we are improvident in a way our forbearers were not. They had strictures, they had a system within which they had to run their affairs. They had to balance the budget, that was the norm of the monetary regime and ruling the norm of monetary regimes over today is debt. And it's not -- as John himself said, it's not going to end well."
for,"I think that there's an argument being made here that what happened in the '70s iswhat's happening today, and there's an argument being made, also, that we cannot manage ourselves, our money, without having some Procrustean bed that we're forced into. I don't agree with that at all. I think that's really our point, is that you have be flexible; the dollar has period where it needs to be strong. I -- Paul Volcker is one of my heroes. He did everything right when he came in. And I was there for the Saturday night massacre and I did not have a good time, but it was the right thing to do when he all of a sudden changed the way that the fed manage money and interest rates shot up by 4 percent over the weekend. That was a very, very good shock for the U.S. government, and it was a brilliant stroke. It had nothing to do with the price of gold, it changed it a great deal, but it really was a decision made by the fed and, obviously, with the agreement of the Treasury."
against,"It's like saying if you change the measuring rod, that'll increase prosperity. Why not change the number of minutes in an hour? Let's say you increase the number of minutes from 60 to 70 -- All right. But I'm making -- but I'm making -- But I'm making the point. All right, you use whatever analogy you want. Flexibility in terms of a -- of a measurement is not the way you cure economic problems; what it does is reduce -- brings in a factor of instability so you don't know what you're going to get paid back in, you suppress people's wages. Why is that -- why is that a good thing? What country has ever become, in modern times -- what country has outpaced, in terms of a standard of living, with a weak currency, chronically weak currency, than those thathave had traditionally strong currencies? Argentina -- -- 150 years ago thought it was going to be a rival of the U.S., but it went in for funny money and they're paying the price for it to this day."
for,"First of all, I wouldn't want to say that the dollar -- the value of a dollar should be the tool we're using. What we do need is the technology in order to keep the dollar yardstick working in a way that we can actually plan in the future, know what the price level is going to be next year so that we actually can make good decisions. We actually agree on that. The question is what kind of technology do you want to use? Do we need to go back to the era with -- So what I mean by this is that one technology is actually to tie the dollar to gold. That's a technology. Another kind of technology that you can use is, in fact, what central banks have been adopting and actually very successfully in terms of something called inflation targeting. They have actually adopted a policy of saying ""We're trying to keep inflation stable, in the last 10, 15 years have been very successful at doing that. They have not solved other problems like financial stability, but there are reasons why that has to be a concern of a separate nature. Sorry that I got you so upset. And if your -- if your bowtie got unraveled, that's the question that I want to ask."
against,"Look, inflation is a defined term. I think it is worth noting that the inflation of house prices, which went unremarked by our financial scholars at the Federal Reserve. The inflation in house prices almost brought this country, financially speaking, down. Now, the CPI or the, whatever the Fed’s preferred measure of inflation, was fine. Unbeknownst to the Fed and hundreds of monetary scholars on the payroll, some of them whom I’d keep by the way, just for the sake of equity. Unbeknownst to these experts, there was building up in the economy, something that models didn’t even look at, which is a huge build up of unsupportable debt, mortgage debt in the banking system and outside the banking system. Now inflation is not a certain threshold reading on a CPI inflation, it’s too much money. Chasing something we’ll know about after the bubble burst. Now it could be inflation of the checkout counter, that was 1970, but you must keep up, right John? Must keep up with the modern times and inflation can be an inflation of bond prices, of equities, of LBO debt, of Greenwich real estate. Because by the way, the rich get richer in a regime of low interest rates, and they get richer big. They get richer big because they borrow for nothing. So inflation is a much subtler term than the Fed knows or acknowledges to this day. And they can’t control it. It’s like a bubble underwater. They squeeze part of it and another part of the bubble protrudes."
for,"Again, the issue is, you’re right, the bubbles can be very disastrous, particularly ones that involve credit markets. And we’ve just gone through a terrible period this way. But in fact this has been happening through history and in fact has been happening frequently when we’ve had gold standards and also when we didn’t. During the gold standard era, we actually had these bubbles all the times in the U.S. We had financial crises about every 10 to 20 years, so you’re right that this is something that we have to worry about. But catching the -- basically the strong dollar policy that you advocate is not going to produce the outcome you want. We actually need policies to think about moderating credit cycles. That’s something we have to worry about. I think we agreed on that. But in fact tying to gold, maybe you see it, but I sure as hell don’t/"
against,"Well, and if you look at some of the financial crises in the 19th century not to mention the 20th century, it’s precisely when there’s fears that the U.S. was going to go off the gold standard. We briefly did during the War of 1812, played around with silver, which led to the panic of 1819. We had banks that weren’t regulated in the 1830s, they’d issued a lot of currency so we got a panic in 1837. And on and on you go. So it doesn’t prevent people from doing crazy things. But what a gold standard will do--and why gold? What it means is you have a fixed measure value, like a north star. Better than any other thing in the world, gold keeps its intrinsic value. It may go up a little bit, down a little bit, but it’s the best thing we humans have on earth for stability. So all it is is a measuring rod, making sure, the market should determine, not mandarins at the Fed, how much money is needed in the marketplace. And under a gold standard, if you have a vibrant economy, plenty of money is created. If you have a stagnant economy, money’s not created. Stable and also flexible.John Donvan: John Taylor."
for," Gold has been standard, 1800, 1200, the same year.  My foot."
against,That says more about the dollar than gold.
for," Stable, gold is a fantastic speculative tool and was in the 1800s and is today."
against,"It wasn’t the 1800s, and what part of the 1800s was it a speculative tool"
