side,script
for,"So just to develop that point. Animal spirits, Gillian rightly emphasizes, come in two forms. One is, let's invest -- and we may see that in stock prices. There's also animal spirits in the bond market. So, what does the bond market say? The bond market is worried about inflation for exactly these reasons. When the bond market worries about inflation, interest rates go up, and that's pressure on Steve -- I hope you're right, Stephen, because then we're all going to live better. But I fear you're up against the same economic realities, the same constraints as we've all been up against. And by the way, the Obama administration broke 3 percent -- in fact, broke 4 percent growth for at least two quarters I think in 2014. Quarterly growth tells you nothing. The long-run growth, that's what we're talking about, is exactly as Jason said, is driven by demographics. And the budget's going to matter. The debt is eventually going to catch up with us ."
against,"Not at all. And I think just picking up on the demographic point, just to underscore how difficult and how challenging this is in the U.S. context, we need to think about not just the quantity of people in the work force, but also the quality of the people in the work force. You don't have to believe me. Go and look at the OECD PISA statistics. This is a survey that the OECD, which is a club of wealthy advanced countries around the world, that basically looks at how these countries are forecasted to grow over long periods of time. They have an annual survey, the PISA survey, that looks at how people, young people, perform in mathematics, in science, and in reading. The United States, 10 years ago, was in the top three. Today, it's ranked in nearly number 30 around the world. This is not an investment -- this has not been an investment particularly in minority groups who will be the majority in this country by 2050 by some estimates. And you cannot have a country long term that is expected to be successful just because you have the short-term tax cut. When you have underinvested in a population that, if you expect is going to contribute to long-term economic growth."
for,"Well, which challenge are you talking about, I mean, in particular? That the -- I am of the belief that we are at the beginning of a productivity revolution, you know, that we could see the greatest period of, you know, productivity in history. I mean, we're seeing it in automation, we're seeing it in robotics. And that is part of the -- I think the explanation about how you get to higher growth. I think you're going to see, you know, dramatic rates of increase in productivity. Productivity is related to capital investment. Now, of course, we need more human capital investment no question about it. And the other point I would make -- and this is where I, you know, probably disagree with Donald Trump -- we -- look, we can have an increase in our labor force. There's 7 million Americans who would be and should be working but aren't working because we've seen the decline in our labor force participation. We've got to find ways to drive those people back into the workforce. But also, I mean, you hinted at this. We have an opportunity now to attract the best and the brightest and the smartest people from all over the world to the United States. Donald Trump, I think, quite correctly, wants to move us towards a merit-based immigration system where we can get, you know, the people who have the highest skills, highest talents, the people who have excellence in whatever area it is. That gives us a great advantage to achieve this high rate of growth. I mean, first of all, I think it -- On Dambisa's point. I mean, how you're going to address an issue like preschool, where the United States is 22nd out of those OECD-rich countries behind some less than rich -- fully rich countries like Mexico and Chile that have gotten into the club without having adequate resources. It's not something we can do. I want to get back to the animal spirits question, because that's going to come up in the session; I’ll bet the next one as well. Animal spirits -- first of all, they're not self-sustaining. They can help you for a bit, but then, if they're not justified by real activity, they can send you crashing back down. They’re a little bit dangerous. Second of all, I'm not so sure how much of them we do have in the United States. John, I don't know what you invest in; maybe you invested in U.S. equities over the last year. If you did, you did pretty well in the U.S. stock market. You would have done even better in the U.K. stock market, the German stock market, the French stock market, the Canadian stock market, the Japanese stock market. U.S. growth this year came in faster than anyone expected, which is a great thing. Came in four tenths higher than what the IMF was projecting. Germany, France, the U.K., Canada, Japan -- they all came in six tenths, eight tenths, 1.1 higher. So, you’ve seen a lot more animal spirits in the global economy. To say it's all due to a tax cut here in the United States I think is ."
against,"I just want to come back to this issue of animal spirits again, because I have enormous -- It basically means how you feel. If you get excited, you want to rush out and buy a new car, a new Jacuzzi, whatever else, start investing, that kind of stuff. And I have great respect for economists and their wonderful models and all their numbers and all their data, but at the end of the day, most of us live economics through not just our wallets but through stories. And I strongly believe that one reason why the Democrats lost the last election was they had no clear-cut story. Trump, for better or worse, had a story that he could tweet out, if you like. And I do think when I talk to business leaders today that what is going on in their minds is a story about American growth coming back on to the radar screen. When I talk to, you know, households, when I talk to people, you know, who are not grown-up economists sitting in debates like this, there's a sense of, actually, the story is changing. And you might disagree with that; you might say the data doesn't back that up; you might say they're going to be disappointed. But right now, if you look not just the stock market, if you look at polls of consumer confidence and corporate confidence, it has risen dramatically, and that is a story that really matters."
for,"Well, I'm an emphatic yes. I think that when you ask the question, why did we hit this inflection point -- and I don't think there's any question as we look back. There was an inflection point in the economy, and it was November 7, 2016. And you saw what happened to the stock market; the stock market rose 700 points the day after the election. And the -- and it's, you know, been on a boom ever since. We’ve ratcheted up growth from 2 to 3 percent. I think we can get 4 percent this year. And that didn't happen by accident. I think it happened because of -- partly because of the anticipation of this tax cut. But I think an even bigger factor was that, as my buddy Larry Kudlow likes to say, on November 7th, 2016, the war against business was over in Washington. And that is -- a good example of that is what Trump has done with regulations. And it isn't even so much the pullback of regulations -- because there haven't been -- that many regulations have been pulled back, but some important ones. It's more that Trump has just slammed the brakes on the regulatory process in a very, very efficient and productive way. And that has, I think, unleashed a lot of activity by businesses in terms of their capital spending, in terms of their hiring, and so on. Look, regulation can strangle businesses, and it was excessive under Obama. This is a president who is -- if you ask me one, you know, one word about Donald Trump, he is pro-business. He is pro-American business. He wants to make us number one. Pulling back on those regulations will be another factor that has a very positive impact on our future growth in this country."
against,"I declare yes, but not emphatically. And this is going back to what we talked about a moment ago. This is, to me, once again, smoke and mirrors. We were promised a group of policy changes which actually swept Donald Trump into the presidency. We were promised infrastructure reform. We were promised tax reform, including repatriation by corporates at a discounted rate. We were promised healthcare reform. And on the back of that, we have basically seen the market decide that the promises of deregulation were going to be so aggressive that they were going to support, at least in the short-term, economic growth. The truth of the matter is, as I mentioned earlier, these are Band-Aid solutions. We have not yet heard much in terms of infrastructure. And just to put a finer point on it, Japan -- just to remind you, the -- candidate Trump promised aiming for a trillion dollars of spend. The Congress -- well, certainly the Republicans were saying that they only wanted 600 billion. I just want to remind you that Japan had multiples of that, in terms of infrastructure spend, and it did not translate into economic growth. We have not even yet heard anything about that infrastructure promise. Today, a lot of people are hanging around, saying monetary policy is loose. We're still seeing lots of promises in terms of fiscal policy and the path of deregulation. And that, to me, is not founded on a solid ground. I believe that the deregulation is the promise; it's not yet actually happened. And therefore, I believe that deregulation will be ultimately the downfall of this economy."
for,"No. I agree with Stephen that there has been an inflection point in this economy recently. It was in early 2009, when the Obama administration turned the corner -- with a great deal of help from the Federal Reserve -- and we pulled out of the greatest recession -- -- we had. You're reading into my 90 seconds. We have the greatest recession since the 1930s. We pulled out of it. The stock market came back. If President Obama had a fault, it was that he didn't talk about the stock market enough. That was the greatest recovery you've ever seen in your lifetimes. That was the most consecutive quarters of job growth you have seen -- anyone has ever seen in American history. That was the inflection point. And in the midst -- how did they make that recovery happen? They did a lot of things. But I tell you, one of the things that -- to do with it is they fixed finance. Yes. They regulated finance. They took a hard look at consumer protection and the way people had been ripped off. They looked at systemic risk and the way that some of our very good friends in the city had got too big to fail, and they tried to grapple with that. They regulated finance in a way that did not destroy or disrupt that long-lasting boom. So, it's not deregulation driving growth today, it's the responsible moderate regulation of finance, along with sensible short-term and reasonable -- but not sufficient, perhaps -- long-term growth measures that's given us this opportunity that President Trump and his advisors are now about to squander. Thank you. I declare no. I was going to establish my credibility by criticizing President Obama. Simon already made one of the criticisms. He was terrible about tweeting about his stock market record. Even though the year after his re-election, the stock market went up more than it did under President Trump on there were precisely zero tweets from President Obama in that year, not something President Trump could say. Another thing is, if he was at war on American business, he did a very bad job as measured by the stock market valuations, as measured by the longest consecutive job growth that we've seen in our country. If you want to tout up what's happened under deregulation under this administration, you have two choices of sources that I'm aware of. One is the White House did a report that documented the total cost reduction from all their regulations. They said it was $570 million. That's .003 percent of GDP. It's a White House number. I divide it by two. The American Action Forum is a conservative think tank. They said 378 million. That's .002 percent of GDP. I'd also divide that number. The last thing I'd say is the key to a successful economy is not to be pro-business, it's to be pro-market. And being pro-market often means regulating businesses, having antitrust, having competition, having rules so that people can play fair, compete in a way that's good for the economy, not just for their shareholders. Thank you. I'll just -- I'll just mention one, you know, that I think has had a -- is going to have a very positive impact on the economy, and that is something that the Federal Communications Commission did about two months ago, which was the rollback of what's called the net neutrality rules. Now, that, by some estimates is -- that, by some estimates -- and it gets to Simon's point about, you know, more capital investment. There’s good indications that we could see 4, 5, $6 billion of new infrastructure spending by Verizon, AT&T and other companies as a result of that one deregulation. So, if you want to see the real-world effects of a deregulation, that's one. I'll just mention one other is the coal. You know, everybody said the coal industry is dead in America. Donald Trump is lying to the American people when he says he can bring that up -- bring that back to life through easing some of the EPA regulations under Obama. The coal industry is back big time. We've seen something like 50,000 increase in coal jobs. We've seen a 12 percent increase in coal production in the United States the last year. That doesn't sound like a dying industry. And that industry is back in part because of deregulation. Yeah, the -- the change in net neutrality -- The change in net neutrality, which is a huge deal, and which I -- which I think is nowhere near as favorable to the economy as Stephen said is not deregulation. That's changing the nature of regulation to favor some very big incumbent players. So, it's a redistribution. That -- that's -- that's the theme of the policies here. The tax changes we've just been talking about are a redistribution. Four-fifths of all the tax changes -- cuts will end up going to the top 1 percent. Net neutrality being abolished is the equivalent in communication policy space of exactly the same thing. Redistribution towards the top end, towards people who are already rich. That's not deregulation. Let me -- let me talk about one deregulatory action that I think actually has helped the stock market. There's a chance it would have a miniscule positive for growth, but it's a terrible idea. That's something called the Conflict of Interest Rule, or the Fiduciary Rule, which it used to be that a retirement broker could give you advice based on kickbacks they were getting rather than your own self-interest. Obama made a rule against that. That's a practice that cost middle class families $17 billion a year. Our rule is going to end up costing -- would have ended up costing, on the brokerage, it's probably about $1.5 billion a year. So, for middle class families, this rule was a really good idea. But by delaying and potentially gutting that rule, the Trump administration will take money from the middle class, give money to corporations. You might see the stock market go up. You might see some tiny help to growth, but people are going to be much worse off as a result of that. And that's why no regulation is based on just looking at the cost side. You balance the costs and the benefits, and things like this are enormously on the beneficial side."
against,"So, I think it would be crazy if anyone here said that the idea of no regulation at all is a great equilibrium. And I think no one here is saying that. This is -- we're talking basically of the balancing act. As someone who spent a great deal of my life in the financial industry, I would like to defend it a little bit. Please don't boo and heckle yet. And the point is, I think governments have gotten away with a narrative that is not completely accurate. Government asks the banks and the financial institutions to help support the housing for all policy in the United States, which has been supported by both Republicans and Democrats alike over many, many decades. This is the idea that Americans should be entitled to have access -- to basically own their home. Sounds like a great goal. The fundamental problem was that at a time when the economy was growing, we knew real wages were on the decline. We knew that the debt, which today in every single class, government debt, corporate debt, household debt, credit card debt, auto loan debt, student loan debt is over a trillion dollars. We knew this was going to be a problem, and yet, the government encouraged the banks by making promises -- and I'm not saying the banks were not culpable through the derivative markets, et cetera. But they did ask the financial institutions to make loans and to provide lending support to people -- Simon is shaking his head emphatically. I sit on the board of a bank. I know what was going on. We were asked to essentially lend to people that you would not lend to ordinarily to help support a public policy initiative, which is not one that I would say was a bad idea. But the bottom line is we have to take responsibility for what government -- the choices that governments make. And so, I think it's really -- I think this whole issue you've deregulation -- yes, should there be regulation? Absolutely. Companies are not in the business of going out of business. That is not a good initiative. And yet we have banks that have gone out of business because they did make loans to people and to -- into sectors where they -- that were sub-prime. It was never the initiative or the goal of those institutions to do something that would actually ultimately cause them their life. Yeah. I just wanted to make a general point before Simon and Dambisa start having a sort of private argument about banking rules. And the problem is this: That regulation is fantastically complex and in the weeds. And deregulation is also fantastically complex in the weeds. And the reality is we don't really know exactly what is going on, let alone what the net cumulative economic effect is going to be. And we won't know for a long time because, you know, I've learned to treat the Trump administration as being something like an Agatha Christie novel or film in that you know, whenever you get a commotion in the kitchen, you start looking for a body in the library. And what the president's doing with his tweets is the ultimate weapon of mass destruction. It really is. You know, the journalists start scurrying into the kitchen and forget about the body in the library. And right now, you know, in the last week or two – ProPublica just did a great piece about this, looking at all the things that have happened in the last week where we've been distracted by the ""s-hole"" comment. And when it comes to deregulation, things are happening in the weeds or not happening in the weeds. The one thing that's very clear, though, and this is a cost that no one's talking about, is that as we start ripping up rules, as we start talking about ripping up rules, for businesses, the climate just got a bit more uncertain and confusing. And whether if you're trying to work out -- That's never good, no. Whether you're looking at what's -- what the new rules are for M and A, I mean, yes, on the one hand, they're having -- ripping up net neutrality. What about AT&T? Where are we going with all of that? For many businesses on the ground, what's happening is uncertain. And now liberals have to come up with some kind of alternative narrative as to why the policies they said were going to fail have been such a success."
for,"Well -- This is the second time you brought up the stock market, but the stock market has done better in most every other country in the world -- Well, why is that? -- than it has in the United States -- Why is that? -- over the past year. The stock market did better in many years under President Obama than it's done in the last year. And you go on about this anemic recovery, ignoring the fact that the demography was completely different. So, the working-age population is growing at 2 percent a year under President Reagan, zero percent a year under President Obama, who, by the way, we went through a massive financial crisis. So, you need to find some other argument for how Trump has made things better than they've made them in Canada, the U.K. -- well, the U.K. is growing less than us, but the stock market’s better -- Japan, France, Germany -- Just one second. -- all these other countries. Can I answer that question? The United States is the hub of the world economy. When we get it right, the rest of the world starts to get it right. There's no -- it's the same thing that happened -- It’s the same thing that happened in the 1980s. When Reagan rebuilt the American economy the rest of the world got their act together, and we had a 25-year period of the greatest period of prosperity in the history of the world. But, Steve, our growth rate was actually higher than all the other advanced -- most of the other advanced economies from 2012 through 2016. Right. This past year it's been lower than most of the other advanced economies. The economy grew at 1.6 percent in Barack Obama's last year in office. It was declining. The economy wasn't growing faster, it was decelerating, and now it's accelerating. I mean, how do you -- how do you -- George W. Bush had some good years, too. The best way to get growth is to deregulate the financial sector. Gillian knows all about this. She and her colleagues cover this around the world all the time. Deregulate finance, let the banks do what they want, let them take more risk, let them have less equity on their balance sheet, let them go crazy. And they did go crazy -- Dambisa, no fault of yours -- they did go crazy in 2003, 2005, 2007. Were they aided and abetted by the government? Yes, sure they were, but that's deregulation. That's what it meant to deregulate. And, by the way, the Clinton administration was involved in that also from the 1990s, so don’t get too smug out there, okay? But if you pump up your economy, if you do juice your economy with this, if you juice your economy with fiscal stimulus -- I read The Wall Street Journal, and, yes, I do read the editorial page sometimes, but what it tells me, if I juice my economy, if I run up the debt, if I get the financial sector fired up I will get short-term growth. And then? What happened, Stephen? What does the Wall Street Journal say will happen? They say that you will have a downturn. They say you will have a crash. Now, if Stephen Moore is willing to say here today and for the record that as long as the stock market goes up everything is good, and Trump is doing fine, and as soon as the stock market turns down we have to reevaluate, I'll take that. I’ll walk away very happy this evening. Because you know what? Prices go up, prices go down, Stephen. the stock market. And I don't think -- I mean, Simon, I agree with you. I don't think Donald Trump should, you know, judge his record by the stock market, because you're right, the stock market is a roller coaster --"
against,"Yeah, I don't want to eat into too much time, because actually I was -- -- preparing myself to go to battle against Simon, but actually I think we actually largely agree, which is that excessive deregulation is not an equilibrium that you want to seek, and that the governments were in many ways complicit, aided and abetted the financial crisis. I do think some regulation is required and is important, but I -- again, we're speaking to a smart audience here. Don't listen to us. Go and lift the lid, and see what is actually going on in the bank balance sheets. Go and look and see what the governments are doing to really understand the situation. A lot of what is on bank balance sheets, even to this day, are massive loans that were made to government and municipalities, and to local authorities, and education, and particularly in Europe. By the way, how else did they finance their big welfare and social programs? It was because the banks were, through license to trade and regulation, were forced to make loans that, actually, they knew were not going to long term be sustainable. So, there is a middle ground."
for,"First of all, if you look at the energy sector, the biggest factor there is prices. So, the price of oil is up 40 percent. With that, employment in the oil industry, investment in the oil industry is up. Those go up and down together. If you'll look at the shift from coal to natural gas, a lot of that was reflected in relative price changes in those two. That is an example where I do think there are -- you could have deregulation that is a very small plus for the economy and a very large minus for society as a whole. And that's why, when you do regulation, you don't do cost analysis. You do cost benefit -- -- analysis. What? Well, there are, absolutely. You can put a -- the companies are very good at putting a price tag on what it's doing to them. And you can do things, like, a ton of carbon. We have a National Academy of Sciences blessed methodology for figuring out each ton does about $40 of damage in present value. And then you weigh, what's the cost of dealing with carbon versus what's the cost of this? And by the way, the cost of dealing with carbon is a lot lower if you do it today with notice, than if you wait ten or twenty years and do it without notice. It's a lot cheaper to not build a new coal-fired power plant than to build one and then 10 years later be told you can't use it anymore."
against,"Oh, wow. Well, this will be a segue way into the trade debate, because the point I'd make is that if you're looking at the cost of environmental regulation and deregulation, it's worth putting that into an international environment, because one of the great areas right now is -- even as the U.S. deregulates or goes backwards in some ways, on the environmental side, countries like China are moving forward, and you know, essentially eating America's lunch at things like solar panel technology. So, it has to be seen within a much wider context than just the U.S. economy. And if Donald Trump really does want to make America great again, maybe he should be looking at the competitive aspect of making America green again too. I declare yes. Some of the arguments have already been made. The underlying growth prospects -- which should support corporate activity and long-term investment -- are getting much weaker over time. But perhaps the most important indicator that the stock market, to my mind, is overvalued or is certainly run overseas -- is the fact that the dividend to retained earnings ratio, which is the ratio of how much money corporates are giving back to their shareholders versus what they're retaining for more investment, has been over 100 percent in virtually every sector over -- through -- over 2017. This means that our CEOs -- the very same CEOs who are at the helm of many of the -- America's greatest corporations -- do not believe that there's a long-term prospect for investment that is actually going to generate returns above the cost of capital. So, in that respect, I am concerned that the stock market has been -- has gone much further than it should have. The risk-reward in many of the stocks is now actually deteriorating. And more than that, I would say, we do know that a lot of the support has come from low interest rates, loose monetary policy -- and to the extent that we are expecting or that the market is expecting a pricing and three rate hikes this year, and that means there will be a drain on liquidity in the system, I think that we'll start to see quite a significant correction."
for,"I say no. I'm an immigrant to this country. I see a couple of immigrants on the panel with me, and I -- how many people in the audience here are immigrants, who were not born in the United States? So, it's -- Yeah. Well, I see about a quarter -- about a quarter of a hen's drop . What a -- what an incredible country. What an incredible country. They can bring people here, they can give them opportunity, they can put them to work, and they can have them pay tax. That's a combination. That matters here. No one else in the world can do this. No one else in the world has been able to do this in the past, not like this. And no one -- no other country in the world will be able to do it in the future. What is the stock market? The stock market is the value of the profits, the future profits, expected profits of all the companies that are based in your country. It's based, though, that the fundamental value of that is you. It's you as consumers, it's you as -- it's you as producers. It's you as workers. It's you as families. Now, we may disagree. For example, Stephen and I have about exactly what it would take to get growth higher. And that's a fantastic debate. And I'm from a country that prides itself on its democracy. This democracy is a lot better than the one I came from. We have the discussions, we work things out, we have the problems. Now, I happen to think that the policies of this president, if I may use a technical term, as he -- the kind of term he likes to use. I think his policies are rubbish. It doesn't matter. We're having a discussion. We will work it out. We will be a greater country, a bigger country with more profits. And eventually that drives stock prices, eventually, not commenting on short-term stock prices, ever. You will get there after this president. I'm going to declare no for exactly the opposite reason that -- -- Simon declared no, both grounded in the same equation, which is the stock market is the present discounted value of corporate profits. Corporate profits are the fraction of GDP that goes to corporations. That fraction has risen a lot in the last 15 years. I would expect that fraction to rise more still, things like the corporate tax cut that we've seen will raise that fraction. So, without any increase in GDP at all, just a larger fraction, about 30 percent more than historically going to corporate profits justifies a higher stock valuation. The second thing that justifies a higher stock valuation is the denominator in that equation, which is the discount rate that's taking things from the future, moving them back to the present. The way you do that is you look at what your alternatives are. And your alternatives right now are bonds which have an even lower rate of return. And so, when you're taking those things to the future, you're comparing how you could do in the bond market to how you could do in the stock market. All of a sudden, it makes that little extra return look attractive justifying a high valuation as well. The flip side of this high valuation, though, is a low expected return in the stock market going forward. It costs us about $27 for each dollar of future earnings that we're generating. That's an underlying rate of return closer to three or four than the 8 percent we've gotten historically in the stock market."
against,"Well, because it gets more debate, I would say yes because one reason why the kind of numbers that Jason has been talking about makes sense is, if you believe that interest rates are going to stay low for a long, long time. As I said before, if you think you're going to have growth, then it's hard to keep arguing indefinitely that interest rates will always stay low. And if you think that interest rates are going to stay low, then you have to believe that central banks will keep pumping up the global economy by keeping policies super loose for a very, very long time. Asset prices of all sorts around the world have been elevated by an incredible tsunami of liquidity from central banks. I mean, around $10 trillion have gone into the global economy or the financial system under some measures. And that is a lot of money. So, I think that sooner or later central banks will be forced to start reining that in. When that happens, I think people will be shocked. I think we've been living with this impression of calm for a long time, which has been partly pumped up by what central banks are doing. And I think that as interest rates do go up, then stock markets will start to look a lot less attractive. And if you want to find a sign of just how much spare liquidity is floating around and, as Jason says, just how hard it is to find places to put your money if you're worried about stocks, just take note of the fact that right now my 14-year-old daughter has friends in her class who are busy buying Bitcoin because such is a mania. If you're a teenage boy, Bitcoin is big right now. And that to me is a sign of a frothy financial world."
