,Speaker,Script
12,Glenn Hubbard,"Thank you. Thank -- I'd certainly like to thank Intelligence Squared and the Richmond Center for an event on topic this important. My partner, Art Laffer, the eponymous economist, will follow with some great thoughts on why raising tax rates is the wrong place to start. But I just want to make two points this evening. First, raising tax rates on the rich is both counterproductive and unnecessary to fund the government that Americans have traditionally had. I'll come back to that point. Second, if we do want a larger government, and that's a political choice, the extra taxes to pay for that government will largely come from the non-rich. Now, let's start with how high tax rates are. If you look at survey data and ask Americans what they think is fair that about a quarter or a bit more would be fair in taxes paid. If that's true, the current and projected marginal tax rates -- that is the tax rate on the next dollar that you earn -- are very high for upper income folks, 35 percent for ordinary income. And, if you're New Yorkers in this audience, you know that by omitting state and local taxes, I'm leaving a lot on the table here. And 15 percent for dividends and capital gains, but of course corporate taxes were already paid there. And, on top of that, there's an estate tax that taxes money that had already been taxed once or twice in someone's lifetime. All of these taxes are set to rise substantially next year, 40 percent for earned income, 44 percent for dividends, 24 percent for capital gains, and beyond. Now, the calls for higher tax rates really raise two concerns. First, if you step back, they treat the nation's income as an already big pie, and it doesn't really matter for the size of that pie how it's sliced. An economic observation of that is that ignores a lot of incentives that taxes have on the decisions we all make. Those sorts of incentives would lead to lower activity, lower jobs, and lower incomes. The second choice here is that the real fiscal policy choice facing the nation is really about the size of government. And here my observation isn't economics, it's just arithmetic: if we want the larger government, we all will have to pay for it. The bulk of the taxes will come from the non-rich. Now, let's start, first, on the cost of raising tax rates. Now, I can look out and tell that your favorite course in college was, of course, economics, and you remember, from the public finance lecture in that class, you can boil it down to a simple sentence: if you tax something you get less of it. And economists worry, particularly, about tax rates that are already high. Now, some of the somethings we get less of are work and saving. And, here, I just want to offer you a forecast, and I should be honest with you that President Bush once said about me that ""Glenn can't even forecast the past."" And I think what the president meant was data get revised, but you take that for what it's worth. But economists, like me, and my own academic research, have forecast changes in taxable income from changes in tax rates. The responses of high income taxpayers are not only absolutely high, they are much higher than the responses of other tax payers. Of particular concern in this regard is the taxation of business income. High business taxes discourage investments in machines and ideas and jobs. More than half of Americans who work in the private sector work for businesses whose owner pay taxes at individual rates. Raising taxes on those business owners discourages hiring, discourages investment. If you make a comparison of next year's tax law, with higher rates, to the much bally-hooed Bowles-Simpson plan, you'd find that the lower tax rates in Bowles-Simpson that are financed by broadening the tax base, would raise investment in businesses by 54 percent, and raise hiring by 14 percent. And high tax rates don't necessarily produce revenue. The fact that revenue shares and GDP haven't varied substantially across periods when the top marginal rate was more than 70 percent, from when it was less than, or about, 28 percent, suggests that we have a lot of lost taxable income and a lot of wasteful tax planning when we have high tax times. The right answer is tax reform to raise money from upper income households by broadening the tax base, and to seek expenditure reform that also reduces benefits for those tax payers. Now, what about the larger government? Before the financial crisis, federal spending in the U.S. averaged about 20 percent of GDP for many decades. What if we decide we'd like a bigger government? Let's say 25 percent, or maybe a larger number, like many European countries. Shouldn't raising tax rates on the rich pay for that government? Well, the simple answer is no. Or, more accurately, it can't. If you look across the OECD, the club of rich industrial nations, you'll find something that may surprise some of you. The U.S. has the most progressive tax system. And, in fact, the U.S. tax system actually decreased inequality more than any other country's tax system. So you think to yourself, ""Well, how can this be? We're thinking of European nations with large government and social welfare programs."" But the answer is simple, for reasons of arithmetic, that is, there's just not that much income at the top, and economics, consequences for investment and for jobs would be too grim, those nations actually use broad based consumption taxes, like a VAT that are borne by all citizens to fund their spending. So the real choice is the size of government. That's the debate we need to have first. Taxation should be fair, but it should also seek to advance growth and living standards. The right tax system for this country can accomplish both. And so, for the government of the size that we all have been used to before the past few years, we can, we should, accomplish both fairness and growth without raising tax rates on high income individuals. If we, the body politic, want a larger government, we all must pay. The rich are not a plug number in a budget gambit for a free lunch. For the proposition, The Rich Are Taxed Enough, the answer is clear, and it's yes."
13,Robert Reich,"As you can see, the economy has worn me down. But we're in a recovery. Look. I think this is an absurd motion, and I urge you to vote against it when you have a chance to vote against it again. It's an absurd motion for the following reasons. Number one, we have a huge budget deficit. Even if we didn't want to expand the size of government, even if we want to contract the size of government, we still have a gigantic budget deficit. And the debt is about 85 percent, by some measures, of gross domestic product. And the question is how do you get the deficit down? How do you get the debt down? Well, almost everybody who has looked at the issue has said it's got to be some combination of tax increases and spending cuts. The Simpson-Bowles commission, to which my esteemed colleague referred to, said, ""Well, we have one dollar of tax increases for every three dollars of spending cuts."" But there have got to be some tax increases, and the real question here isn't the size of government, the real question here is who is going to bear the brunt of the tax increases. Is it going to be people mostly at the top, or is it going to be people who are in the middle, or is it people who are poor? And I want to tell you in terms of common sense and logic and fairness, it ought to be people at the top. Why, why, why? You can applaud, but don't take away from my time. Why? Because number one, people at the top have never had it so good. I mean, the percentage of total income in this country going to people who are in the top one percent, has doubled over the past 30 years. It used to be 10 percent back in 1980. It's now over 20 percent. That is people in the top 1 percent are now getting over 20 percent of total income. If you're in the top one tenth of 1 percent, your share didn't just double, it actually tripled over the last 30 years. If you're in the top one-one-hundredth of 1 percent, your share quadrupled of total income over the last 30 years. The richest 400 Americans have more wealth than the bottom 150 million of us put together. And this kind of asymmetry, this kind of distorted gap between the top and the wealthiest people and everybody else is really something new in this country, at least within people's living memory. It wasn't this way in the '50s or '60s or '70s. It wasn't even nearly this way in the '80s. So, if we're going to have to raise taxes, obviously fairness and logic would indicate you raise them on the top. Now, Glenn Hubbard is talking about, ""Well, you have a negative effect, a negative incentive effect."" Come on. In the immortal words of Joe Biden, ""Malarkey!"" I mean, look. The tax rate -- the marginal tax rate on top incomes -- go back before 1981 -- for at least three decades before 1981, the top marginal tax rate in this country was at least 70 percent. Under Dwight D. Eisenhower, President Dwight D. Eisenhower, Republican, who nobody would have accused of being a socialist -- Bill O'Reilly would not have called him a communist -- and yet the marginal tax rate on the top incomes under Eisenhower was 91 percent. If you get rid of all the deductions and tax credits, it's still -- the effective tax rate under Eisenhower is closer to 56 percent, much higher than anybody today is talking about. We're talking -- right now, we're talking about thedifference between, what, a 35 percent tax rate and maybe going back to Bill Clinton's days? I mean, this is a ridiculous debate. It should not even be debated obviously. Given where we were before and where we are now, we shouldn't even be raising this question. I mean, they will say higher taxes have a negative impact on economic growth. Well, guess what? In the three decades before 1981, when taxes were higher on the rich, the economy on average per year grew faster than it has grown since 1981. There was no negative impact on growth. I mean, George W. Bush reduces -- remember 1981 -- 2001, 2003, he reduces taxes on the wealthy, saying, ""Oh, we're going to get this huge increase in growth, and we're going to get all kinds of jobs,"" using and spouting supply-side -- excuse me, Art -- nonsense -- -- and what did we get? We actually had less growth. We had fewer jobs, even before the great crash. We had an economy that did not perform nearly as well as it did under the president I was very proud to have served under, that is Bill Clinton, who raised taxes. We had the largest and longest boom in modern memory, 22 million new jobs were created. That wasn't a negative growth, that was not a slowdown in growth. We raised taxes, 22 million new jobs were created. I was secretary of labor during those times. I created every single one of those jobs. Thank you. Thank you very much. So just to -- in summary -- -- we have to raise taxes in order to deal with the budget deficit, regardless of what your particular ideology is about a smaller or larger government. Number two, the rich have done extraordinarily well. Everybody else hasn't. In fact, median family incomes since 2000 have actually dropped 8 percent. You want to put more taxes on average working people? No. That's simply not fair. It's not going to work. Number three, the rich right now bear a lower, smaller, marginal tax burden than they have at any time in the post-war era. Of course you have to raise taxes on the rich if we're going to get on with the business of this country. So please vote against this silly proposition. Thank you."
14,Arthur Laffer,"If I can just start with this hotel you guys got for us today, I had the craziest thing happen. I came in a little early. And I went down to the health club. And now, I'm not an exercise freak or anything. But I was down there. And this absolutely gorgeous woman walked in. She's just beautiful. And the manager of the health club was standing right next to me, so I said, ""Excuse me, by any chance do you have a machine that would attract someone like that to someone like me?"" And the guy says, ""Yes, I do."" And he took me over to the Citicorp ATM. And I just want to say that the rich are not the Citicorp ATM. If you look at this world, and I -- but, Robert, you're a favorite of mine, and you have been for years; and, Glenn, you did a great job on this; and Mark, I'm anticipating your comments and -- but look at it, you got -- there would be three reasons you could possibly want to raise tax rates on the rich. You're jealous of them, and Robert may be but he's one of them. And the other thing is, you're going to get more revenue. And you're going to create prosperity. Those are the other two. And I'm going to land on the last two and look at the facts if I can. I mean, in the 30 -- if you look at the growth rate there, we can go back in time, but, you know, if you look at the periods let's say from the Roaring '20s, we cut tax rates back then from 73 percent to 25 percent in the Roaring '20s. It was called the ""Roaring ‘20s"" for a reason. We had enormous expansion of growth, output, and employment. The top 1 percent of income earners, now, we have great data on the top 1 percent of income earners. The IRS really likes to know how much you owe them. And we have great data. The top 1 percent of income earners, their taxes as a share of GDP soared during the period of the Roaring '20s. If you look at the 1930s, we raised the highest margin -- well, we first had May of 1930 we had the Smoot-Hawley Tariff. Then Hoover raised the highest tax rate on the rich from 25 percent to 63 percent. Then Roosevelt on January 1936 raised it from 63 to 79 percent and then up to 83 percent. There's a reason why it was called the Great Depression. The economy was in a shambles in large part because of the tax increases. The revenues from the top 1 percent of income earners as a share of GDP went down during this period. You look at the Kennedy period where we cut the highest tax rates from 91 percent to 70 percent. We also put in the investment tax credit, accelerated depreciation, cut the corporate rates, did tariff reform as well -- the Kennedy-run tariff negotiation, tax rate -- it was called the -- it was called the ""Go-Go '60s,"" if you remember, a boom in the economy, and tax revenues from the top 1 percent of income earners went up during that period as a share of GDP. We then had the four stooges, Johnson, Nixon, Ford, and Carter. Which I consider to be the largest assemblage of bipartisan ignorance probably ever put on planet Earth. If you look at that period, we had stagnation for 16 straight years. The stock market collapsed during that period. Tax revenues for the top 1 percent of income earners went down as a share of GDP. Then we had -- then we had Ronny -- oh, excuse me, the sky is opened, the sun shone forth on the planet, the grass turned green, the animals, they multiplied, the children danced in the street, but we cut the highest tax rates of everything we could find. We had Steiger-Hansen in '78, then we cut the -- I mean, under Reagan, cut it from 70 percent to 28 percent. If you look at the whole periodfrom 1978 all the way to 2007, we cut the highest tax rate on earned income from 50 percent to 35 percent. We cut the highest tax rates on unearned income from 70 percent to 15 percent. We cut the capital gains tax rate, we cut all of these tax rates across the board. We had a boom, and it wasn't just Ronald Reagan. Robert, your president, by the way, cut the capital gains tax rate dramatically; he got rid of capital gains taxes on owner occupied homes for everyone, he also got rid of the tax on retirees working, which was the group between 65 and 72. He also put in welfare reform, he also cut gtovernment spending as a share of GDP by more than the next four best presidents combined, and he had the greatest secretary of labor of all time -- But he was a big taxer. We had huge growth during that period. If you look at what happened to the tax revenues from the top income earners -- you know, in 1980 tax revenues as share of GDP from the top 1 percent was 1.5 percent of GDP. By 2007, tax revenues from the top 1 percent of income earners was 3.2 percent of GDP, it more than doubled. Let me tell you really honestly, you're not going to get the money from these guys. You're not. They can hire lawyers, they can hire accountants, they can hire deferred income specialists, they can hire congressmen, they can hire senators -- They can hire -- when you see a group of people hanging with the president, don't for a moment think it's a group of street people trying to explain to the president what it's like being poor. They're in there for some reason and they find it. You know, what you really want to do is get a low rate, flat tax, where you have no exceptions, no exemptions, no deductions, none of that stuff. And get them out of the business of trying to finagle their tax codes, get them out of the business of trying to influence government, get them into a position where they create prosperity and economic growth. And that is the way you got to go. We all want increased tax rates on the rich, but we want to do it not by raising rates, which won't work, we want to do it by lowering rates and broadening the base. And if I can correct one other little mistake, Robert, just a little one. Simpson-Bowles lowers the highest tax rates on the rich, and so does Rivlin-Domenici. They lower rates, they broaden the base. In '86, we cut tax rates on the rich dramatically, from 50 percent to 28 percent. In the Senate, 97 votes for that, three against it, including Joe Biden. What was his malarkey comment? Excuse me, maybe he was looking in the mirror. But you also had Bill Bradley, you also had Howard Metzenbaum, you had all of these -- and you had Chris Dodd and you had Teddy Kennedy. Everyone knows that you don't create growth by raising tax rates on the rich. You can't love jobs and hate job creators. And you can't tax an economy into prosperity, it ain't going to happen. Thank you very much."
15,Mark Zandi,"Thank you, John. Thank you. Thank you, John. Thanks, Intelligence Squared and Bob Rosenkranz for the opportunity. I did notice that on Amazon the price of my book is falling; demand, supply, you know. We need a little more demand here to help me out. Let me begin by saying that, you know, it's obvious the American economy has very serious challenges. But I would put two right at the top of the list. The first, this is in no particular order of importance, but the first is, the skewing of the distribution of income consumption and wealth, and the second is our fiscal problems. The statistics here are pretty startling. Let's begin with the income distribution, wealth distribution. If you take the top 20 percent of income earners, they take home over 50percent of the nation's income, the top 20 percent take home 50 percent of the income. They consume 60 percent of the total pie. So, from cars to clothing and everything in between, they consume 60 percent. And they own 90 percent of the wealth. These are pretty skewed statistics. And the more startling thing is they've gotten more skewed over the past 30 years. You know, you go back to the early 1980s, late 1970s, these statistics were very different. I'll just give you one example. I mentioned that the top 20 percent accounts for 60 percent of the spending. If you go back to 1980, it was closer to 45 percent. So, it's skewed, and it's getting more skewed. Our fiscal problems are obviously very significant as well. If you go back to the year 2000 -- we'll give Bob credit for the 22 million jobs. Should we give you credit for the surplus in the year 2000, too? Okay, Bob. Let's clap for that. There was a surplus, 2000. We've been running deficits ever since. The last fiscal year just ended. We had a deficit of $1.1 trillion. You can ask, ""Well, what's going on?"" Lots of things. There's the wars. That's $1.2 trillion over the last 10 years. That's Afghanistan and Iraq. There's the Bush era tax cuts. According to the nonpartisan Congressional Budget Office, that cost us $1.6 trillion over a 10 year period. And, of course, there was a recession, the great recession, and by my calculation, that's cost us about $1.8 trillion over the course of the last 10 years. You add it up, it's a lot of money. So, we've got some big problems, very significant issues we have to tackle. Now, the bad news is that -- it sounds pretty bad -- The bad news is that if we -- these trends will continue if policymakers don't act. If they don't act, these trends will continue, and this will harm economic growth, become very self-reinforcing in a negative way. Take the deficits. If policymakers continue on with current policy, if they don't do anything with the current tax rates, if they don't cut spending as agreed to as part of the sequestration, if they don't address the payroll tax holiday, you can go on and on and on, well, the nation's debt-to-GDP ratio is going to go from the current 70 percent -- and, by the way, it's doubled over the last 10 years from 35 to 70 percent -- it'll go over 100 percent by 2025. Now, all good research would show that we got a problem if that happens. The world's not going to work for us. At some point, investors are going to balk. Interest rates are going to rise. It's going to affect investment, productivity growth, and our living standards. That has to change. And the income and wealth distribution, the forces that are driving that aren't going to -- are firmly in place, and they're not going to change. There's many. Globalization -- a great recent piece in the New York Times, going over this, globalization, technological change -- these are all really very good things for our economy. We need to continue on with the process of globalization and certainly technological change improves all our lives, but clearly it affects the distribution of income and wealth. I'm a person with no skills and talent, I'm getting creamed by trade. I'm competing against low-wage workers in China and India. I can't compete. I'm just getting crushed. And, of course, high income households are benefitting enormously, right? I mean, Glenn, Art, Bob go off to China, they go off to India, they go off to the UK to give a speech, they get paid very well. Unfortunately, I'm not in their class, you know? I don't get paid as well. But, it's globalization that allows them to get these great returns, and their income and wealth rises. And I think the problem here is that if we don't address the skewing of the distribution and wealth, the disenfranchised are going to say, ""Enough!"" And they're going to stop the process of globalization, and they're going to rebel against the pace of technological change, and that's going to be to everyone's detriment, including higher income households. Now, here's the good news. We can solve this problem, and we can solve it together in a combined way. We have to think about addressing our fiscal problems through the prism of the income -- the distribution of income and wealth. So, we need to cut government spending? Absolutely. We have to do this. But, we have to do this in a way that's intelligent and maybe means-testing for entitlement programs. You know, take -- change the entitlement programs for the wealthy into insurance policies, but that only goes so far. We don't want to go to the point where the insurance policies become a welfare program and we lose support for things like Medicare and Social Security. That'd only take us so far. So we have to address taxes. If I were king for the day, I wouldn't raise tax rates on anybody, and I don't think we need to, right? I am all for tax reform. Let's close the deductions, let's close the loopholes, let's make the tax code fairer, broaden the base, I'm all for it, but let's use the revenue to address our fiscal problems, not to cut tax rates, until we're able to do that, right? I mean, that is the best way, that is the way proposed by Simpson-Bowles, that's the way proposed by Domenici-Rivlin, and that is a bipartisan way. So this is not hard. It's -- we can do it, and that's the good news. Now, let me end this way with a personal note. I started my own company back 25 years ago with a good friend and my best friend and my brother. And I wasn't in theproverbial garage but I was pretty close. It grew into a pretty good size -- a small business. I had 100 employees when I sold it to the Moody's Corporation. And the reason I'm telling you this is because I wanted to let you know that I'm not just an egghead. You know, I look like one maybe, but I'm not. So I look at these things through the -- in terms of data, theory, and experience. And my experience says, ""You need to vote against this proposition."" Thank you."
16,Arthur Laffer,"Yeah. No, it's not. It's totally not. And let me use an example if I may, Warren Buffett. He was sitting there asking my friends and I need to have higher tax rates, and I looked at his letter to the New York Times, and he said he paid a little less than 7 million in taxes, and he said his tax rate was 17.4 percent, which I did the math, hold back, I'm a wiz, but I divided it. He had adjusted gross income of $40 million in that year. I then went to Forbes. His wealth increased from 40 billion to 50 billion. I went to the Bill and Melinda Gates Foundation, and what you found there is he gave 1.75 billion to the Bill and Melinda Gates Foundation, not counting his sons’ foundations or his daughter's foundation. Now, as a definition of ""income,"" to me income is what you spend, what you give away, and your increase in your wealth. It s called the Simon definition of income. If you look at Bill Gates -- I mean -- if you look at Warren Buffett, his income that year was $12 billion, and he paid 7 million in taxes. That is a tax rate of six 1/100th of 1 percent on his true income. That is obnoxious. But it's not because of any rates raising would change that tax. You've got to broaden the tax base by getting rid of all these exclusions, deductions, eliminations, and tax true income at low rates. And that is what's fair. The guys who play the game, and you look at the Forbes 500 and you see all of them with their tax exemptions, look at all the 501c3s, all the loopholes. That's what we've got to go after, not raising tax rates on the last three people who actually pay it."
17,Robert Reich,"I keep on hearing my good friend Arthur Laffer talking about broadening the base. Now, do you know exactly what he's talking about when he talks about broadening the base? Because it sounds good, doesn't it? I mean, you want to broaden the base; everybody wants to broaden the base. But, Arthur, let's be specific. Are you willing to close loopholes that the very rich are mostly taking advantage of?"
18,Arthur Laffer,Yes.
19,Robert Reich,"Okay, now, wait a minute. Isn't that an increase -- doesn't that mean a tax increase?"
20,Arthur Laffer,"No. I'm not -- I thought we're talking about tax rate increases here. We've all gone to that it's tax rates we're talking about. Everyone wants to raise taxes by creating prosperity, it would be stupid not to."
21,Robert Reich,"Arthur, Arthur --"
22,Arthur Laffer,"We are talking about tax rates here. At least me.Mark Zandi: Oh, no, no, no, no, wait, wait, wait."
23,Mark Zandi,"Wait, wait, wait. The proposition, The Rich Are Taxed Enough. Taxed. What we're arguing is that we want to raise more tax revenue. We'd prefer to do it by broadening the tax base. I would love to do it. Now, we have to look at it from a clear eyed perspective. Can we really -- we've tried, and we've done it once or twice, to broaden the base sufficiently, to raise revenue. But, if we can't, then we raise tax rates. But everyone would agree that we want revenue, and we want to do it through broadening the tax base."
24,Glenn Hubbard,"Three quick points here. First of all, there's been some discussion of Bowles-Simpson, but I think it's important for everyone to understand the marginal tax -- the top marginal rate in the Bowles-Simpson compromise plan is 28 percent. And that's financed by broadening the tax base. If we have a healthy tax system, the growth that that engenders will, in fact, raise revenue, yes, but it's not by raising tax rates. Second point, in fairness, is the OECD point that I made. If you look across industrial countries, the U.S. actually has, by far, the most progressive tax system. We rely much more on taxes that affect high income individuals that peer countries, and we do so for the reason I suggested. The third point I want to mention, if you add up all the tax increases on the rich that are currently being discussed in Washington, it's about 1 percent of GDP. The Congressional Budget Office has come up tonight. They would tell you that the long-term problem in Social Security and Medicare alone is on the order of 10 percentage points of GDP. Anybody who's selling you that taxes on the rich are going to get us out of the fiscal hole doesn't know the math."
25,Mark Zandi,"Glenn, just one thing. Glenn, are you already saying -- Glenn, are you saying that the American system, compared to Europe, is more fair than any European tax system?"
26,Glenn Hubbard,"I'm saying it's more progressive, I think it's --Mark Zandi: Is progressive fair?"
27,Glenn Hubbard,"We need a progressive tax system. The question is, can we balance progressivity and growth? We definitely can."
28,Robert Reich,"Okay. First of all, the reason that the European tax system looks more progressive than ours is because the gap between the rich and the poor in Europe is not nearly as great as it in the United States. We have the highest gap between the rich and the poor. Secondly, Arthur Laffer just admitted something that I hope you heard. That is that when you close loopholes that are taken advantage of, mostly by the rich, you are, in a sense, raising their taxes. They're actually providing more in taxes. The proposition we are debating is whether the rich are taxed enough. We are saying, Mark and I, that that is wrong. The rich are not taxed enough. If one way we use to get the rich to pay more is to close, for example, the carried interest loophole that allows private equity managers to treat their income as capital gains taxed at 15 percent, that means that Mitt Romney will be taxed more than he is now."
29,Arthur Laffer,"Come on. You got tax rate reduction. If you did tax rate reduction, broaden the base, and you created prosperity, of course we all want more revenues, we don't want deficits. I mean, no one wants it. How do you get it? The way you get it, by the way, is the Reagan, Kennedy, Clinton, and also Harding and Coolidge did in the U.S., lowering tax rates and creating prosperity with a broad base. That's what this proposition is. The tax rates --"
30,Robert Reich,"-- logical avoidance is going on on that side of the aisle.John Donvan: Actually, I want to put that question to you, Art."
31,Arthur Laffer,I’m bigger than you are.
32,Robert Reich,But just barely.
33,Glenn Hubbard,"No, well, that's just not true unless it's a parallel arithmetic because the marginal tax rates are coming down at the same time. So, what you're doing is raising revenue in a more efficient way. Some individuals may pay more. And, if the economy grows, virtually everyone will pay more, and that's just fine. But, raising marginal tax rates, which has been the siren song of the tax debate, is just wrong."
34,Arthur Laffer,Do you agree that we should lower tax rates on the rich?
35,Mark Zandi,If we generate tax revenue.
36,Arthur Laffer,Okay. I think you just agreed with us.
37,Mark Zandi,Can I make a few points --
38,Mark Zandi,"Yeah, absolutely. You can't --"
39,Glenn Hubbard,"You can't do that either in the short-term or the long-term. So, let's be clear. The current budget has spending full three percentage points higher than traditional levels in the country. It is proposing to raise taxes on high-income people by 1 percent of GDP, and we just don't know what happens to the other two. In the long term, as I've said,just Social Security and Medicare alone are 10 times the cost, even of the most optimistic tax increases. So, taxes aren't even an important part of this conversation. And, to the extent that they are, they would have to follow the European model, which is to raise them on everyone, a consumption tax."
40,Robert Reich,"We're getting tangled in a semantic dispute, and I want to be very, very clear about what we are actually arguing. There are two ways of raising revenues. Almost everybody up here agrees, I think, that we've got to raise some revenues. We may have to do a lot of spending reductions as well, but we've got to raise some revenues if we're going to deal with the budget deficit problem. There are two ways of doing it. One is raising marginal income tax rates, and the second is closing loopholes. Now, the question really is when you do one or both of those, are you going to have the rich paying more, or is the middle class going to have to pay more, or the poor going to have to pay more? What Mark and I are saying is that when you get more revenue, either by closing loopholes or by raising marginal rates, the rich should end up paying more as a matter of logic, as a matter of fairness, as a matter of history, as a matter of common sense."
41,Arthur Laffer,"Let's just talk about it. Of course you do. I mean -- and there's nothing wrong with the rich paying more in taxes if -- with the prosperity, which is exactly what happened, what I showed in the numbers there. During the Roaring '20s, the rich paid more as a share of GDP by lowering rates dramatically. If you look at the Kennedy period, the rich paid a lot more as a share of GDP by lowering rates dramatically. Under the Reagan/Clinton period, the rich paid a lot more by lowering rates dramatically and creating prosperity. That is the dream, and that's where we go. You cannot balance the budget on thebacks of the unemployed. You just plain can't. And that's what you have to do."
42,Robert Reich,"I think that when Arthur Laffer, my dear friend When you just said --"
43,Robert Reich,"-- when you just said that it's fine, it's fine for the rich to pay more through closing loopholes, I think you just lost -- -- the entire debate. But -- but beyond that, I want to point out, this is an interesting historic footnote -- Arthur, you keep going back to the 1920s, the Roaring '20s, there were two years over the last century, two years in which the richest Americans took home the highest percentage of total income in America. Those two years were 1928 and 2007. Now, does it strike anybody here interesting -- -- as a matter of what happens when the rich take home so much of the total income, does it strike anybody here that there may be a consequence? There may be."
44,Robert Reich,The motion should not be voted for. It's an insane motion.
45,Mark Zandi,Can I make one --
46,Mark Zandi,"Let me advance the ball just a little bit, and that is -- -- it's very important to look at effective tax rates, so that's how much I pay in tax relative to the income I earn, not the marginal rates, it's the effective tax rates. And if you look at effective tax rates across the income distribution, and not just income tax but you consider the payroll tax, you consider the incidence of corporate tax, excise taxes, you know, you roll it all up, this is data, you can go look it up, it's Congressional Budget Office data, and they have it over time, it's true that effective tax rates have fallen for everybody across the income distribution since the date it begins, 1979, 1980, but it's also true that it's fallen very significantly for higher income households. And, in fact, interesting statistic, for the top 1 percent of earners, the decline in the effective tax rate, 1979 to 2010, has declined by more than any other income group, the effective tax rate. So you can argue, and this is often the argument you will hear, that the wealthy pay their higher share of total taxes, but the reason is because they'reearning so much more income, and their effective tax rate is a lot --"
47,Glenn Hubbard,"Yeah, again, if you look both at shares of income and shares of taxes paid, the U.S. is the most progressive, the CBO, not to get too much into the weeds here, really is not attributing the corporation income tax in any way that's really going to change those numbers, and on tax reform and growth it is certainly the case that if we broadened the base and lowered the rates we would get growth. Otherwise, why are we going to do tax reform? And that's fine, but that will raise revenue. But we are not arguing for non-revenue neutral tax changes. It's up to you to argue that raising marginal rates, which you've referred to a few times this evening, actually is the way to go."
48,Robert Reich,"John, you asked me, ""Why is it relevant that in two years, that is, 1928, and 2007, the rich took home the highest percentage of total income that they've taken --"
49,Robert Reich,"-- it's relevant to the motion in the following way, because behind this motion is a question about the relationship between fairness and economic growth. That's what we are discussing tonight. And my contention and the contention that I think Mark agrees with as well, is that there is not an inconsistency between fairness and economic growth. In fact, the rich would do better with a smaller share of a rapidly growing economy than a large share of an economy that's dead in the water. Why? Because it's dead in the water because the distribution of income is so crazy."
50,Robert Reich,"And that's why -- and that is directly relevant to the point that Arthur and Glenn are making, or are attempting to make -- -- and are not making actually very well --"
51,Arthur Laffer,"There he was almost nice, but seriously, I mean, the point of it here is ""Let's take the '20s that you're talking about."" We had those tax cuts. We had that growth. We have the rich becoming very prosperous. There's nothing wrong with the rich being rich. The problem is when the poor are poorer. The dream has always been to make the poor rich, and during the '20s, when we had the Roaring '20s, no other country did the tax codes we did. After World War I they all stayed in depression the whole time. That is the key here. There's nothing wrong with the prosperity we had from the '80s on. But I'll tell you what happened in the 1920s -- and they paid a lot more in taxes."
52,Robert Reich,"And the exact same thing happened leading up to the crash of 2008, and that is the median wages were stuck in the mud, the -- really the growth and the gains from growth, went to the top. What happened? People in the middle, in order to maintain their standard of living, they borrowed, they borrowed, and they borrowed. And people at the top gambled, and they gambled recklessly. And those bubbles exploded in 1929 and in 2008."
53,Glenn Hubbard,"Mark very helpfully, earlier, referred to a lot of structural problems facing the country. Those are problems that are subjects of another debate, but it is very important to ask the question to you, Mark, or to you, Bob, how is it that raising marginal tax rates on high income people gets at any of those structural problems? You referred to globalization, there are skill gaps among low income people, I'm not connecting the dots, from your tax policy to dealing with the problem that actually should concern America."
54,Mark Zandi,"Yeah, that's a very good question. I think it's important that we address the distribution of income and wealth, because if we don't, we're going to have the situation that Arthur joked about but is very serious. And that is that the wealthy will capture the system. Art joked about buying a senator, buying a congressman. I don't think that's a joke. I mean, I think that's a very serious issue."
55,Robert Reich,It's happening.
56,Mark Zandi,And we can't allow that to happen.
57,Mark Zandi,"This is the reason why we have to be very, very conscious of this. We have to have enough revenue that goes to the government, to be able to build out the infrastructure we need. We need the revenue to go to the government sufficient to educate the population and bring the skill attainment of those workers that are getting creamed by China up, so that they can compete in a global economy. We can't do that unless we have sufficient revenue. Now, we all know revenue is very low, 17 percent of GDP. Since 1980, the revenue to GDP ratio was averaged 19.5 percent. It's very, very low. Government spending is high. I'm all for getting government spending down. I think that's absolutely correct, but we also have to, in a balanced way, get revenue up --John Donvan: Mark, can I bring --"
58,Mark Zandi,Can I make one other point? I have to make one other point.
59,Mark Zandi,Because this goes right to Arthur's --
60,Arthur Laffer,Yeah.
61,Mark Zandi,"You know, Arthur, you may be right. You know, you may be right --"
