,Speaker,Script
10,WILLIAM EASTERLY,Two-thirds of official aid.
11,GAYLE SMITH,"And la—no, that’s not true of official aid, an increasing amount of official aid goes to non-government entities and private-sector groups, lastly, I think there’s a contradiction here that we may wanna tease out. I—I think I heard David say that aid is flawed because it’s designed to develop people from afar. But Bill’s arguing that aid is flawed, because it has not developed people from afar. And I think there’s a contradiction there. It’s, it’s wrong because it aims to develop other people, which, I mean I would actually agree with David that that’s not something we can do. But Bill, it seems to me you’re suggesting that it’s wrong because it has failed to do just that."
12,DAVID RIEFF,"Well, what I think is impossible is the notion of aid as the centerpiece of development, uh, in Africa, that’s—that—I mean my view, for what it’s worth, is simply that, the whole system of international development is structured around various modalities of aid. That’s why I brought up the trade issue which I insist is a real issue despite what Mr. McArthur said, because the terms of trade are stacked against Africa. To use only one example, they’re not only stacked against Africa, they’re stacked against other parts of the world as well. But, you know, to put it, you know, very bluntly that, you know, that, this is a—the system of trade at the moment, is in an age of rising commodity prices, nonetheless, uh, structured so that the actual producers of commodities get screwed by the, by the system, the international system of trade. So, my view is simply that, by making development aid from the outside, whether it’s national governments, or inter-governmental institutions, the centerpiece of what you’re doing means it’s always going to fail. And I think that we’re— the thing that troubles me about the, if you like, the, the—those arguing against this motion is false—I, I, I mean obviously, somebody who grew up—I grew up in the ‘60s, and I remember leftists of my type, uh, saying at the time, well, of course the Soviet Union’s no good and Cuba’s no good and… China’s no good and Korea’s no good and… Albania’s obviously no good. But that’s actually existing Communism. What there is, there’s this wonderful Communism that we could somehow create. And I think the lesson, this is a point made by the critic of development, Colin Leys, in his famous book, that at a certain point you have to say, you had to say, even if you remain—if you were on the left, and I remain on the left, uh, I wanna be clear about that, uh— In this call above all others. Um, but, uh…but the, at a certain point, people on the left had to admit that this was a lie. That there was not actually existing Communism and ideal Communism, the—what actually existed was Communism. Period. That’s—"
13,DAVID RIEFF,"Well, the disagreement is, if you’re saying that— My emphasis on trade, John, is not the Doha Round, I mean if, if you’re, if—we agree about the Doha Round. JOHN McARTHUR I’m just saying that the, the trade is good, but it’s not huge in quantitative terms, to… Bill Easterly I would say, I don’t know what you expect to buy for 30 bucks per person. You think—I say a, a million people, 1.3 million people on anti-retrovirals in five years and you say huh, old story. I say, 360,000 kids a year not dying, you say, huh, old story. I say 20 percentage point boost in primary enrollment in barely a decade, you say huh, old story. I really don’t know what you expect to buy for $30 per person. These are practical things, I’m not defending, as I said at the outset, everything that’s been done in aid policy, I’m not defending all of the machinery. Professor Easterly and"
14,WILLIAM EASTERLY,"No, of course, it’s prolonging their lives, that’s great, I salute that, uh, but, let’s— JOHN McARTHUR Is that harm or is that good?"
15,WILLIAM EASTERLY,"That’s good. But let’s, let’s be clear about these—let’s be clear about these numbers, for many African countries, aid is 20 percent of their GDP. If they had invested that— JOHN McARTHUR That’s $300 per capita, it’s 40 bucks—"
16,WILLIAM EASTERLY,"If they had invested that, then the ex— expectation of the aid advocates was that they would’ve had economic growth. And that simply is what did not happen. It did— it did not get invested, we did not have growth."
17,GEORGE AYITTEY,"Hello, well first of all, uh, let me thank the Intelligence Squared, uh, for having this debate. And, I personally as an African, I find this very amusing that I can see proponents for and against, uh, aid. And I think— those of us on this side, really believe that, you have to separate the humanitarian impulse, from the record of aid itself. I mean on the humanitarian impulse, we all wanna help, as a matter of fact, a lot of people here say that it is the moral obligation of the rich to help the poor. But the record on aid has been a disaster. And that’s what a lot of us do, of us on this particular side of the table, want to change. And what we’re saying is that, look, the current system of aid harms Africa. And I think John McArthur said that, no, uh, there, there, there are a new group of people… He calls them the cheetahs, I disagree. And, uh, he believes that, aid can be reformed and help the African people. But…fact of the matter is, more than 600 billion has been poured into Africa since 1960, with nothing to show for it. Except the marketing of black elephants and crumbled infrastructure and decaying buildings. There are a couple of misconceptions about aid that we need to clear up. First of all, aid—foreign aid is not free. It is a very soft loan. Which is given to a government. On—at concessional rates. Now the second thing about aid is that, aid is tied. 80 percent of US aid to Africa is spent right here in—in America. On American contractors, American suppliers, and so forth. French aid is even worse. When China gives you aid they don’t just send you materials, they also bring in the labor, and, and, uh, materials and, you know, set up towns for their workers for example. Now…one of the things which has been missing in this piece, is that, nobody asked…whom at all do we want to help in Africa, nobody asked that question. It is assumed, that if we give aid—if we gave aid to Africa, automatically, it will help, lift the people out of poverty. And this is one of the reasons, it’s one of the fallacies of aid. It’s one of the reasons why it’s so difficult to come up with success stories, of aid in Africa. We can find countries, that the US aid has been able to reform politically, we can’t find countries where US aid has been able to reform politi—economically. Right now as we speak…out of the 54 African countries, only 16 of them are democratic. Less than 10 can be characterized as economic success stories. Forget about intellectual freedom. That is in the Stalinist era. What Africa needs, and as a matter of fact I testified before the Senate of Canada this past June. And what I laid before them, yes, they want to help Africa. But they themselves, came up with a report, Canadian report, Senate report, of 40 years of Canadian aid failure in Africa. What to do. Now we’re not suggesting, now don’t help Africa. But if you want to help Africa, folks, please, for Pete’s sake, ask the Africans what they want. Don’t assume that you know better than the Africans. What Africans want, three things, reform, reform, reform. Reform the abominable political systems, reform the abominable economic systems, and intellectual systems, give Africans the freedom, so that they themselves can decide what is good for them. Such freedoms are lacking in Africa. So to me, this debate really…is, currently, the aid system is rotten, it’s not helping the African people. And if you want to help the African people, what I’ll propose to you, and this is what our side is coming up with, is smart aid. Smart aid is that which empowers the African people to instigate reform from within. The ruling elites are not interested in reform. We all know what the problems are, bloated bureaucracies. Corruption! We want to trim government expenditures in Africa. The elites are not interested, you ask them…to cut government spending. And they will set up a Ministry of Less Government Spending. Now this is the hippo generation, they are not interested in reform. You ask them…to curb corruption, and like in Kenya, they’ll set up an Anti-Corruption Commission. But then, when it snakes too close, they sack the, uh, corruption czar, and shut the whole thing down. Africans know what they want. And if you want to better help the African people, ask them. Thank you."
18,C. PAYNE LUCAS,"Good evening. For a moment, I thought George was describing America. You know, I come from Washington D.C. where last week, week before last, $40 million was stolen by some employees inside the government. And when Bill talked about 600 billion, I thought about how much of the six—how much money do we spend in Iraq and Afghanistan every month. I mean I…I’m, I’m stunned, that we are suggesting that all we need to do, is get the bags of money, take ‘em to Africa, give ‘em to the Africans, and let them decide and bypass the government. Well let me tell you something this evening, I don’t care how you vote, that’s not going to happen. ‘Cause we want to know, what’s happening to our money. Everything is changing. That’s one thing about AID, it’s always changing. Let me say one thing. Sese Seko Mobutu. Every time we talk about corruption, we talk about Mr. Mobutu, who stole millions of dollars in the Congo. Well, why shouldn’t he have stolen them. We were in the Congo to start with to stop Communism. Not to help the poor people of the Congo. We were not there for that purpose. We know that. We wanted the Congo’s precious metals, and we wanted to keep the Russians. So he is Mr. Corruption. And if I gave a test tonight to the people in this room, of how many corrupt politicians or corrupt states in Africa, not very many people here would pass, I didn’t know we had so many countries doing so well until Mr. Ayittey’d spoken. We got 16 countries, got 18 countries—doing well. That is an enormous track record. Now for every Mobutu, that you have in Africa, you have some non-Bu—Mobutus. I wish for example, that President Mandela could’ve been here tonight, to have heard these remarks. He would’ve grabbed some of the people by their throat and said, what do you mean! We know people who’ve attacked Bono for…for his notion that we ought to be digging wells all over Africa. That people walk two and three miles a day in search of water, not in search of water, in search of bad water. We need all the help we can get, why do we turn to America, because we are a generous nation. We know President Bush said when he was in the campaign the last time, he said, we’re not going to engage in nation-building. We’re gonna let the people do their own thing. But when we got to…Iraq, we found out, we’d better start doing some nation-building. And on the one day we hated the UN and the next day we were begging UNDP to come and help us solve the problems…in Iraq. One of the reasons that we have to help Africa, and I know we discounted all these programs we had over the years, small pox, we discounted onchocerciasis, thousands and thousands of Africa, Africans involved in river blindness, we found a cure for it, working with the private sector, and working with AID. So, millions of acres, acres of land have been liberated because we solved this disease. So, let me just say, for every corrupt politician in Africa, we have a history of some great politicians in Africa. There was a man who headed up a country by the name of Tanzania, his name was Nyerere. I can't recall the new president of Tanzania, but we’re talking about his work in Tanzania, and how this country is moving forward. We had a place called Liberia, and for use we propped up Tubman in Liberia, and people said, when is it going to change? One thing about Africa, it is capable of change, and that’s what we’re working with. We now have a woman in Liberia by the name of Johnson Sirleaf, who walked into a living hell, and now is going to build a nation state. She will not be able to build it without the help of the American community and the development community. We have a chance to do something in Liberia, one of our own quote, unquote, colonies. Why do we do it, why do we work with Americans, why do we do things in Africa, because we know how to get things done. Sometime we start out the wrong way, but almost invariably at the end of the day we end up in the right way. Then they say, well you know, we can't find the, we can't find any good politicians in Africa. In Mozambique there was a man by the name of Joaquim Chissano. This year he was voted five million dollar peace prize for the way he ran his country with good governance. I remember when people were giving him hell, but he said, wait, I’ll prove to you that we can run this country and bring help to the people of this country. So he got a five million dollar prize for doing things right. We also know about our president in Mali, who’s doing a great job in Mali. These things don’t just happen. Our ambassadors and our aid agencies, they work night and day trying to make all these things happen. This is a complicated world we live in. Africa got fifty-three countries, eight hundred million people, and by the way, don’t discount colonialism, don’t say that we want to go back to the old days when Africa had free trade, and everything was wonderful. In the old days everything was not wonderful. In the old days people were sick and often they did not know it. And then some people make the arguments that, why are we involved in anti-retrovirals? We should have a program of treatment, of, of prevention. Sure we should have a program of prevention. But if your family, they have HIV/AIDS they want some of that anti-retroviral. So we gotta do that. And what we are saying here tonight, we have to change all the things that we say. No, aid is not right, but we have an opportunity to change it. One thing we have learned over the years, our programs must be owned by Africans, they must be African led, they must be sustainable, and they must be accountable."
19,C. PAYNE LUCAS,"In the age of technology, we don’t need to wait two years to find a crook in Africa, our computers can find them almost overnight. So when we apply the technology, we can identify the crooks. And let me tell you something else, 9/11 will be coming back unless we respond sooner than later, and if we don’t respond to Africa and their needs, the Chinese will, because the Chinese are coming, and they don’t ask questions about democracy, and good governance, and freedom of the press, and justice, they just want the raw materials."
20,C. PAYNE LUCAS,"No, I don’t, I mean, I was surprised that we have sixteen democracies in Africa. I don’t think Nigeria was exactly a democracy under president Obarsaso , Obasanjo, but I have to really give him a great deal of respect for the fact that he managed a nation of a hundred and fifty million people without any great fall down of war and decadence. And on top of that, he appointed a woman by the name of Minister Ngozi, who went out and looked for corruption. So when you start to think like that and change like that, the message is getting through. You don't ignore Nigeria. And when you start to talk about aid, let’s not forget, when you talk about six hundred billion dollars of that, how much of that went to Egypt and Israel. We have, we have to support those places because we have strategic interests in those places. And sometime aid itself is, is not related, it’s related to maintaining our relationships So those cannot be ignored."
21,GEORGE AYITTEY,"Well, first of all, let me address some of the comments made by C. Payne Lucas. And that is, look, take Nigeria, for example, please do not minimize the issue of corruption. It is a very serious problem that we have in Africa. Take Nigeria for example. Between 1970 and 2000, more than four hundred and fifty billion in oil revenue flowed into Nigerian company coffers. Now, according to Nuhu Ribadu, the chairman of Nigeria’s anti-corruption commission, of that amount of money, four hundred and billion was stolen by Nigeria’s military rulers. That’s a huge amount of money. Sure, certainly we can point to Ngozi, who has been a reformer, but what did the Obasanjo regime do to reward her? They sacked her. And now. If you look across Africa as a whole, the African Union itself says that corruption alone costs Africa one hundred and forty-eight billion dollars every year. Now, that’s more than five times the foreign aid Africa receives form all sources. So, the issue…as a matter of fact, Africa doesn’t need aid. The aid resources Africa needs can be found right there in Africa."
22,C. PAYNE LUCAS,"Well, I want to make clear, if you think that, uh, this corruption in Nigeria grew out of, uh, Obasanjo’s regime, I think you're wrong."
23,GEORGE AYITTEY,didn't say that.
24,C. PAYNE LUCAS,"We all, we all know Sani Abacha was the person who stole all the money in Nigeria, but the Nigerians, we got rid of him too, didn't we? Every time we find corrupt politicians—"
25,GEORGE AYITTEY,"Sani Abacha was worth five billion. Babangida, eight billion, you can go all the way back. Now, this didn't start, OK, recently, is start all the way back since the 1970’s."
26,C. PAYNE LUCAS,"Well I, I don’t disagree with you. You’ve got to remember one thing, in this country, this country alone, and in the world, Korean, and Tehran, and Japan, and from the Civil War all the way up to Teddy Roosevelt, corruption was rampant in this country, but these countries still grow, they still became powerful countries. Corruption alone does not destroy our country, it’s the amount of corruption. We’ll never eliminate it completely, but we can set in motion the conditions that will help eliminate this terrible thing."
27,GEORGE AYITTEY,"Please, let the Africans—"
28,C. PAYNE LUCAS,And that’s why the Africans now have played at something called knee pads too—
29,GEORGE AYITTEY,"Let the Africans decide for themselves how bad corruption is. And that sort of comparative analysis doesn’t help us. If you try to place corruption within Washington context, for example, suddenly there is corruption, um, in DC, in DC government, and now the latest toll is that, you know, forty-three million dollars have disappeared because of tax fraud. But please, don’t compare that to Africa. Let the Africans themselves determine the incidence of corruption and how important it is to them."
30,GEORGE AYITTEY,"Well, the United States, the, um, World Bank, United Nations can be helpful, um, in reforming, try to help Africa reform. But in the past they’ve been more of a hindrance. And that is one of the, look, if you want to reform Africa, there’s six basic institutions that you need. Number one, you need an independent and free media. That’s the first critical institution. Americans take their media for granted. The second institution that you need is an independent judiciary for the rule of law. The third institution that you need is an independent electoral commission. Five, four, I'm sorry, you need a, um, independent, you need to have an independent central bank. And then you want to have a neutral and professional armed forces and an efficient civil service. Give Africans these six institutions and it would do most of the cleaning out of Africa."
31,GAYLE SMITH,"Oh! OK. Um… Do you honestly, and any of you can take this, uh, your, your motion suggests that there is causality between aid and the continuation of poverty in Africa, sort of like saying there is a mortgage crisis in the United States, and therefore we should get rid of banks. And my question is, are you suggesting that aid is the tool that is ultimately responsible for the eradication of poverty in Africa? George, when you say that Africans want reform, reform, reform, and you support a motion that says aid is doing more harm than good, are you suggesting that aid is the tool that’s going to bring about reform? My question boils down to wanting to understand whether you're giving aid far more potency than it actually ever could have, or indeed should have."
32,WILLIAM EASTERLY,"can take the first one, and… So, what I was talking about was aid and economic growth. The expectation—"
33,WILLIAM EASTERLY,"Yeah, OK, thank you. Uh, what I was talking about is aid and economic growth. The expectation of the aid advocates was that aid would be invested and would create economic growth, that is a steady rise in living standards of the poor population, and would gradually lead them to exit from poverty. And that is what has not happened. Uh, there has been aid but zero growth. Now, John called this a spurious correlation. Now, if any of you really do want to get tortured by economists I can try to give you some explanations of how economists deal with spurious correlations, but we have— JOHN McARTHUR I was actually referring more to the Ethiopian shootings and aid."
34,WILLIAM EASTERLY,"We have methods for, for dealing with, uh, correlations. We control for lots of other factors. We deal with causality, which is causing which. And at the end of the day the answer is pretty much the same, that aid does not generate economic growth. That was its promise, that, that promise it has failed to keep."
35,GAYLE SMITH,"But, but, if I may just very quickly, um, I consider myself one of those advocates, I have never ever presumed that economic growth was going to come, come about in Africa because of aid alone, and I, and I think the fault underlying your motion is that presumption. And I think what this side of the, the table would argue is that aid is one of those tools, and that it is having an increasingly positive impact, but that there are multiple other tools that must be brought to the table. There are the terms of trade. There are world market prices. There is governance. There is ending conflict. There is the arms trade. There is climate change. There are any host of other factors that must be brought to bear if you want to reduce poverty in Africa."
