,Speaker,Script,Round
27,DAVID ROTHMAN,"Yes, sorry—",
28,DAVID ROTHMAN,No—,
29,DAVID ROTHMAN,"Oh, okay—",
30,DAVID ROTHMAN,"We wouldn’t be here if we were talking about futures markets, we’re here for one—",
31,LLOYD R. COHEN,That’s not true.,
32,DAVID ROTHMAN,What—,
33,LLOYD R. COHEN,I’ve been arguing for this for 20 years—,
34,DAVID ROTHMAN,You— But you’re not what’s captured the public attention and you’re not what’s driving the interest. What’s driving the interest—,
35,LLOYD R. COHEN,Really—,
36,DAVID ROTHMAN,—is— You’re not.,
37,LLOYD R. COHEN,I’m very —,
38,DAVID ROTHMAN,"What’s driving the interest is, donation from living folks. None of us—look, we could quibble over this or that with a futures market— already I thought we heard—",
39,LLOYD R. COHEN,So you’re willing to switch sides and come to—,
40,DAVID ROTHMAN,"No, no, I’m not—",
41,LLOYD R. COHEN,—this side and be with me on that one.,
42,DAVID ROTHMAN,No—the reason why I wouldn’t switch sides—,
43,LLOYD R. COHEN,Ah—,
44,DAVID ROTHMAN,"—with you, is because of my fear of the contagion effect. If we—",
45,LLOYD R. COHEN,"Oh, the slippery slope nonsense—",
46,LLOYD R. COHEN,There is no slope here—,
47,LLOYD R. COHEN,"There are sharp, clear ledges.",
48,SALLY SATEL,"Okay, so I can address my question—",
49,SALLY SATEL,Okay.,
50,SALLY SATEL,"Yes, Dr. Childress, I wanted to ask you… In nineteen—I’m going to quote you something you wrote in 1992. And then we work up. You said, “It would be odd to structure a system designed to promote altruistic behavior, with the result of saving human life”—and you’re referring to the UNOS system—“when a system that relied on financial incentives could save more lives.” So I took this to mean that an altruistic system would be preferable to an incentive system, if it saved more lives, an incentive system would be preferable to an altruistic system if it could be shown to save more lives. Well, okay, that was 1992. Fast-forward 14 years to 2006 when you were the head of the Institute of Medicine Report on organ donation. And in answer to the question that the report posed, what should we do about even considering, even pursuing a pilot trial of incentives, you had said—or the report said, but I know you concurred—“it is not time yet.” Now the report spent a lot of time—I’ll be quick—on cadaver donation. I’ll just say very quickly…believe it or not, even though two million people die a year, perhaps 20,000 are eligible to become organ donors, it’s just not that easy to be eligible, as a cadaver, so even if we used every deceased person, there wouldn’t be enough. So your focus on deceased donation would not help. I’m all for it, let a thousand organs bloom, I’ve never heard a policy frankly I didn’t like, that would increase. But that’s not gonna be enough. So my question to you is—",
51,SALLY SATEL,"—if not—we’ll get to—here it is. If it wasn’t time then, in 2006, when is it going to be time. How many more people are going to have to die until we can have your permission, to finally, at least have a trial of incentives.",
52,JAMES F. CHILDRESS,"First of all, I still affirm all those positions and they’re not incompatible with each other. Basically, my view is that, we should give the kind of system we have preference—and by the way, it’s not simply an altruistic system. People have a lot of different motives for donating organs. We get confused when we identify altruism with donation. People are often donating, say for example because they want to gain some meaning out of a tragedy that’s occurred. They may be donating as a living person, an organ again because of the relationships involved, but don’t have to do specifically with altruism. I think we have not yet given a fair chance to the system we have, in that we have not yet put the resources and energy into it. Okay? That is one person’s judgment about it, I see Amy frowning a great deal but you’ll get to respond to it in a moment, I still have— Since the question was five minutes long I get that much time in response.",
53,SALLY SATEL,It’s only three minutes.,
54,JAMES F. CHILDRESS,"Now…there are only 13,000 to 16,000 people who are declared dead by neurological standards, who could probably donate organs. There are another, on a conservative estimate, 20,000-plus who are declared dead by cardiopulmonary standards, and that is a direction that the IRM report recommended, that at least merits a trial but since I happen to agree with Lloyd on this, not much else, but at least on this, that we ought to be giving preference to the cadaveric system over the living in part because as Amy noted, we actually don’t know a lot about the long-term risks, which we do need to know. So it’s a matter of structuring this in terms of preferential systems, and the IRM report did not rule it out completely, that held, that let’s—",
55,JAMES F. CHILDRESS,—see if this will work.,
56,JAMES F. CHILDRESS,"Oh, I will—",
57,JAMES F. CHILDRESS,"Lloyd, you know that I find much about your…",
58,FRANCIS L. DELMONICO,Do we all get a question?,
59,FRANCIS L. DELMONICO,Okay.,
60,LLOYD R. COHEN,"Frank, you get two questions.",
61,FRANCIS L. DELMONICO,That’s fine.,
