,Speaker,Script,Round
10,Dr. Ross MacPhee,"Thank you, John, and thank you, audience, for coming out on a night like this. It's definitely a night that only a woolly mammoth would love. So it's 2019. And ready or not, de-extinction is becoming a thing. But what kind of thing is it? Since there aren't any truly de-extincted creatures yet, despite what Stewart just said, tonight's proceedings are going to be mostly about hypotheticals, about things that may or may not happen, sort of the natural history equivalent of waiting for Godot, for a character that may come with tusks and a trunk, but may not come at all. As Lynn has already noted, de-extinction is not really about bringing back completely extinct species. That is species whose phylogenetic twig has been broken off at the base, and there's no way of bringing that link back. Instead, it's, from my point of view, a form of genetic cosmetic surgery. Using sophisticated hybridization techniques, as George is going to tell us about, we turn -- or hope to turn Asian elephants into mock mammoths and band-tails into Ersott's passenger pigeons. Now, as Lynn made clear, we're not against synthetic biology, absolutely the opposite. It has a great contribution to make to conservation biology. At the same time, we disagree with our opponents concerning the role of de-extinction, of trying to bring back species and plant them into ecosystems which they have not been in before. Now, I try to think of myself as a practical sort of fellow, so here are some issues that occurred to me that are important to talk about. There is no track record yet of de-extincted individuals being successfully raised from zygotes to adults and then generation after generation, so that we can be sure that there are no hidden disasters, epigenetic, genomic, what have you, lurking in your manufactured genomics. There is no methodology that's in place to gauge in advance how de-extincted creatures are going to impact other species that are in the environments that they've been introduced into. And there is no surety at the end of the day that the new life thus created -- if the experiment fails, what happens to them? And what happens when interest lags? So what, if anything, justifies de-extinctions? Supporters say that we can undo the harm caused by human over many millennia, or we can restore diminished ecosystems. And certainly, at some point, we may see, emerging from George's lab, some curious looking Asian elephants that will have long hair and curvy tusks and small ears and that sort of thing, and their genomes will perhaps be around 1 percent mammoth. But these creatures won't be anything, and that's the point. They won't constitute a natural evolutionary species until and unless there is a real wild herd made up of multiple individuals living in and adapted to their place on Earth just like real species. George and Stewart agree, and in fact argue, that a good place for their restored woolies would be high latitude Siberia. And in addition to that, they could help save a real-world problem and at the same time restore a lost ecosystem. So, let's look that. The idea’s that the engineered elephants would act as sort of combination earth movers and gardeners. They'd turn up the ground, the tundra while foraging. They would keep tree growth down as a result. They would be manuring all over the place with the feces and therefore creating the kinds of soil conditions which would be appropriate to grow grasses and forests. You keep that up long enough, and you get what's called the mammoth steppe, which used to exist at high latitudes back in the Pleistocene. And as a bonus, you would slow down global warming. How would you do that? By decreasing the albedo, which is the reflection of solar energy, in these areas, getting the snow to linger on the ground longer and thereby reduce the amount of carbon dioxide and methane being degassed into the atmosphere. So this seems totally win, right? Jumbo gets a job. That's nice. And the planet will be saved. It's a great storyline, but it's an objective fantasy, and that's the point about the extinction. Permafrost take about 2 million square miles on the planet now, about 17 percent of the total surface. If you had only one mammoth per square mile, you can do the math. The numbers really don't matter because it would take years and years and even centuries in order to bring back ecological conditions of the sort that we're talking about here, a grassland. And meanwhile, you’d have to provision your mammal fence at the rate of 300 to 500 pounds per day per animal because elephants don't live on sphagnum moss and pine needles. It is said that you can't walk twice in the same stream. Where can you solve engagement by plugging de-extincted species or replicas or proxies or looky-likeys, or whatever you want to call them into ecosystems where they have no meaningful role to play and where their roles have been taken over by others? You don't rejuvenate degraded environments by coming up with implausible jobs for genetically engineered animals whose connection with any real ecosystem either never existed or was severed thousands of years ago. George and Stewart are well-intentioned, brilliant visionaries, but they are on sort of a nostalgia tour, sort of a bringing ""Back to the Future,"" an adventure where the means become the ends. To which I can only say, ""Hubris, hubris, hubris."" Thank you.",1
11,Dr. George Church,"So the phrase, ""Don't bring back extinct creatures to life -- back to life,"" isn't about technical feasibility. And it gets mixed up a little bit like saying that we can only get to 1 percent is about whether we could, not whether we should. So, I'm going to make some assumptions that we could. I am happy to talk about the details, though we're having this happen. Is there no circumstances under which we should bring back any extinct creature? Should we -- or should we at least see if there is some value and is there some cost effective roots of that? Should we do some experiments? It's not about all sorts of things we wouldn't want to happen. It's what the ones -- small number of things we would want to happen. So what are the top concerns? We've heard a number of them already: the environment is no longer adequate. That is, there are 17 million square kilometers of Arctic, and it is still quite cold. The cost will take away from other conservation projects. We can -- we have made a business, my lab has, of bringing down costs. And we've seen these costs come down as much as 10 million-fold for reading and writing DNA. Doesn't guarantee that will happen. But the interesting aspect is that, if we can endow these creatures with new capabilities, derived from ancient, we might make the conservation practices on living species more suitable. So at this point, I think there is this component of purity. It has to be a pure species. But we know that many species are hybrids. And I think to some extent, when -- I had a problem that Lynn had, which was I was -- I wasn't that fond of marrying back extinct species. Oh, I want to bring back -- I want to make new species. I want to make species that are more adapted to the modern world. But if we can use ancient DNA to do that, should we? That's the question. The extinct animals could be lonely. There could be behavioral issues. The answer is, bring back a herd. And diversity is certainly an issue. If we can bring back one, why can't we bring back hundreds? In fact, the diversity could be even higher than it's ever been because we have -- we can draw from many different eras which were not -- as long as we loosen ourselves up a little bit about this idea of hybrids. There's a lot of hybridization that occurs in mammals. I can say this -- I have to admit, I am a hybrid, that I am partially Neanderthal. So let's get loose about that and embrace this diversity. I think it's certainly an excellent point that has been made here. Do we -- is this just something that we're doing as a stunt, or we're feeling guilty for our ancestors having killed these things off? I think that's almost irrelevant. The question is, ""Do these species have something to offer us? Do we have something to offer modern species like the Asian elephant, which is endangered?"" It's endangered both because it is living in a land that in conflict with humans, and there's a serious herpes virus to which it is succumbing. Maybe 25 percent of the offspring are getting this herpes virus. Can we create a new homeland for them, which is -- does -- occupied by some of their hybridizing friends, the mammoths, and get them away from humans to this vast territory which they could help in all the ways that Ross mentioned? They could help us with our problems, where we don't want 1,400 gigatons of carbon to be released in the form of methane and carbon dioxide. And if they could be part of the solution of keeping that cold and causing grasses to be better at carbon sequestration, there's a positive argument there. I don't think this is cosmetic surgery. I do believe that, you know, it -- our -- what is it that we're really worried about? Are we arguing against rewilding? I don't think so. Are we arguing against introducing a few genes -- or sorry, changing a few base pairs because mammoths and Asian elephants are extraordinarily closely related. Not only is there plenty of evidence for hybridization, but they're more closely related to each other than they are to the African elephant, which has hybridized with the -- with Asian elephants. Are we worried -- are we worried about the microbiome or the viruses? We've shown that we can eliminate the endogenous viruses from a species, the first of such with the pig. We've done that. We now have living pigs, showing we can do quite a bit of engineering on a species, and it's going through multiple generations. So we're doing some of the things that Ross asked us to do. Where the microbiome is going to be a combination of the microbiome of a living fauna that are being brought back into this land by the Zilmals , for example, in Pleistocene Park in Siberia, and the microbiome of the closely related Asian elephants. The behavior is something that can -- that I think that if we keep putting lines to, we can handle as well. These are technologies. So the question is not whether we can, it's whether we should. So please vote that we should bring them back.",1
12,Stewart Brand,I --,2
13,Stewart Brand,"Yeah. I mentioned the sort of retribution, getting it back redemption aspect because some people buy that. I don't. I think the -- what happened in the past was done for its own reasons. That's long ago. Those animals are all gone. We -- you know, we owe them a lot; we can't do anything for them.",2
14,Stewart Brand,So -- thank you.,2
15,Stewart Brand,"And I think what we're talking about is the present and the future. In the present, we are losing fauna like mad. We're losing wild animals like mad. And we need more bio-abundance, more of the populations we have, and more kinds of populations. Some of them, we know, are particularly affected in the past -- this is not nostalgia; it's just science. And the same reason you brought wolves back to Yellowstone, because it needed that apex predator, and Yellowstone was improved when they were brought back. That's the same with all of the extinct species we're talking about bringing back. You know, they’re either an ecosystem engineer -- like passenger pigeons were -- changed the forest; we made it a mosaic; or they were a keystone species. Mammoths were in several respects. Or they're umbrellas species, like the heath hen, which will encourage conservationists on the east coast to make it more of a mosaic, like you see when they prospered here. The dodo especially, Mauritius wants the bird back because it will change Mauritius as a nation, as an island, if they have that bird back. They completely go into conservation. So, that's why.",2
16,Dr. Lynn J. Rothschild,"Well, first of all, when you talk about something like wolves in Yellowstone, wolves have not gone extinct. They had not been out of Yellowstone all that long. And it was more predictable, what was going to happen. And actually, it hasn't been great for the elk and the deer. It's great for the other species. But as you get farther and farther away from a natural ecosystem, you're going to have more and more unintended consequences, whether they're viruses or bacteria there that are waiting to be revived, or there are other creatures that have come into fill these niches and so on -- there are too many things. In fact, I didn't become an ecologist academically because it is so complicated.",2
17,Stewart Brand,Yes.,2
18,Dr. Lynn J. Rothschild,You just can't predict what's going to happen.,2
19,Dr. Ross MacPhee,"That's great, George. I like that. Okay, so let's have a little tundra reality. I work at high latitude in both polar regions, so I know a thing or two. The tundra is not all the same. It varies greatly over distances. The problem that our opponents took up is the idea that, if you could convert what is there now to a productive grassland, you would reduce albedo and, therefore, reflect more heat energy from the sun, which would prevent carbon being released into the atmosphere, dot, dot, dot. But here's the real problem with these scantly explored issues. The average albedo is around 30 as the mark, 30 percent reflectance. Grasses are about 35, which means that they're more reflective. So what's there now with the mosses? It's around 30, or 25 to 30. It's only bad when you get down into trees where it's going to be 15 to 20. So if you look at those percentages, and you think about the enormous effort for these animated machines, the bison and the horses and the elephants that they want to adapt for northern conditions, does this make any sense? Wouldn't you just send out a bunch of guys with chainsaws, some caterpillars, if this was something that would really work in order to turn over the tundra so that you get the kind of grassland that you want? I want to make another point. And I thought that Lynn did express this, but I'm going to underline it.",2
20,Dr. Ross MacPhee,Yeah.,2
21,Stewart Brand,"Just a month ago, George and I were Pleistocene Park in northeastern Siberia. First time for me in the Arctic. You as well, I guess. And what we saw is that they were indeed using, in their case, caterpillar tractors to knock down trees. They would rather have mammoths, but they don't have them yet. They have a lot of other grazing animals like the musk oxen and the Yakutian horse and so on. And those creatures are making grassland. Grassland fixes carbon. They are replacing tundra, just themselves, without mammoths, with some tractors. And it's not just the albedo effect. When the animals are there trampling, getting down to the grass in the winter, they trample snow, and by reducing the snow load, the soft snow load on the ground, they are measuring the temperature of the permafrost. The ground gets colder with thinner snow layer, same as if we went outside right now with ordinary clothes instead of what we've been wearing. And that is just one of many long-term beneficial aspects, I think, for a climate. And basically, you're moving in the direction of, as you have the grasslands in Africa, of a very rich abundance of wildlife. The -- Sergei Demoff has basically studied -- done the statistics from the bones in the ground. There used to be 100 times more bio mass of animals in that whole biome than there is now.",2
22,Dr. Lynn J. Rothschild,"That's marvelous. But there's nothing that you said that convinced me that you now need to add a mammoth to the equation. You can trample all you want with the elk or the deer or whatever that are coming in, and you can increase the albedo, and you can do all this stuff. You've done it all without the mammoth. You do not need to bring that into the equation.",2
23,Stewart Brand,I agree.,2
24,Dr. Lynn J. Rothschild,"Oh, thank you.",2
25,Dr. Ross MacPhee,"So, let's start with a simple question. What is the size of",2
26,Dr. Ross MacPhee,"Well, do the math. You've got 2 million square miles to deal with if you really wanted to make a dent. And the dent that you're going to make, given that the albedo differences are not that extreme in any case, just doesn't warrant, in my view, creating animals for this purpose. I'm going to go off in another direction. You know, there was huge reaction to the Chinese scientist, Hu Jung Qui , who decided that what he wanted to do was, using CRISPR, get some zygotes that were not going to probably suffer from HIV if they got infected because they'd have the right genotype. The reaction to that was so enormous all over the planet because he got no permission for it, no real permission for it. It was the wrong thing to do. So why do we think we can do this with elephants? Elephants are sentient creatures. They have self-awareness. Human babies, until they're 6 months or a year or so, are not self-aware. Your dog isn't self-aware. So why are we considering them the kind of property that we can mess with to take an Asian elephant, which is not adapted to the polar extremes at all, punch in a few genes that'll give it more body fat and hair and all the rest of it, and then set them loose. Is that really their job?",2
27,Dr. George Church,"Excellent point. And I sympathize. However, they are currently not having such a happy life going extinct. And faced with elephant endothelial herpes virus. So if we can -- I agree that we should be humane. We should do something that's to their benefit, not just the benefit of the planet and our selfish needs for a slightly warmer, colder planet --",2
28,Stewart Brand,"George, tell them what we discovered in Florida when we went down to the Ringling Brothers Elephant Center, and they told us the worst problem they had with Asian elephants is herpes virus. And we'd never heard this before. One quarter of all young Asian elephants are dying from this virus that they can't reproduce in the lab. What did you say?",2
29,Dr. George Church,"Well, it immediately struck me as an opportunity to make the virus and make a resistance to it. And that has been -- it's also benefited our work on herpes viruses for humans. So there will be spinoffs, but there will be spinoffs for the elephant species as well if we are thoughtful about it.",2
30,Dr. George Church,-- which I think you're encouraging us to be.,2
31,Dr. George Church,"I think the ends and the means should be humane. Both should be humane. Every stage, we should be evaluating very it carefully with the kind of agreements that are represented at IUCN.",2
32,Dr. George Church,"And I totally agree that we should be -- the elephants should be part of the equation, not for nostalgia, but for their sake, modern elephants today.",2
33,Dr. Lynn J. Rothschild,"I mean, I -- it doesn't assuage any of my concerns about de-extinction, but it's exactly what I said I think is a good idea, that we are really talking about gene therapy. And maybe that involves de-extincting individual genes, going back to an ancestral type of resistance to something or use the example of DNA damage or whatever. That's perfectly fine. But we're just talking about a couple of genes. And I think George or Stewart mentioned earlier, we're, what? People from European ancestry are roughly 1 or 2 percent Neanderthal, and we're talking about woolly mammoths being, you know -- it’s about the same percent elephant, but I don't walk around calling myself a de-extincted Neanderthal because I've got 2 percent Neanderthal.",2
34,Dr. George Church,"Well, we actually share -- I'm 3 percent Neanderthal, but even the part that's not Neanderthal shares a lot with the Neanderthal, okay? So, I mean, we're basically so similar that we apparently got along.",2
35,Stewart Brand,Very well.,2
36,Dr. George Church,Very well.,2
37,Dr. Ross MacPhee,"I think something needs to be very clearly stated. The motion is about de-extincting completely extinct species. And what -- the examples that you've talked about are examples of facilitated adaptation for living species. And we are completely in complete agreement. The idea now that, with synthetic biology, you can help a species -- endangered species that are having a problem so that they get more competitive, so that they survive and so forth, is great, but the point is they're living. When we're talking about reaching back in time 10,000 years because we can now with ancient DNA and get genomic sequence for something like a woolly mammoth, that's a different thing. These are huge mega beasts. Where are you going to put them? Siberia? That's the best place? That's what they would like, if you could ask them? I don't think so. So here's my point; the de-extinction agenda, the real de-extinction agenda, which is bringing back completely extinct species is really more of the same thing, which is utilizing the planet, its resources, asset-stripping it for our purposes. It's not for repairing ecosystems that, in a sense, don't need repairing anymore because we're already 10,000 years down the pike from what they were. The planet's getting warmer. Whether or not we get elephants up into northern Siberia is not going to change the equation sufficiently to turn the whole process back. The real problem, as usual, is us.",2
38,Stewart Brand,"Ross, you’re sort of saying that this might take two centuries is a problem. I see that as a solution. I think that taking on these long-term, multi-generation, multi-century conservation projects is exactly what civilization needs to be doing. It's the kind of scale that we need to think about in terms of climate change and dealing with climate change. Woolly mammoths and the mammoth stuff are not going to fix climate change. But they could be, over the long term, part of the stabilization employment by replacing what is falling with what is -- what could fix carbon. As far as it being a habitat, the mammoth steppe was once the world's largest biome. There's a lot of landmass in the northern hemisphere, and it is now -- I just saw a map today on Twitter -- the largest, in-tact wilderness is the north of Canada, Alaska, and all of Russia. That is a great place for elephants. Elephants used to be everywhere, including right here. We had Columbian elephants here. The new standard breed was woolly mammoths back in the day, as you know. And to get them back in that environment is probably a great place to start. If we're getting them back, lots of places in the world, they don't have be restricted to Africa or Southeast Asia anymore.",2
39,Dr. Lynn J. Rothschild,Absolutely.,2
40,Dr. Lynn J. Rothschild,"Well, I think that there's a very big temptation to personify the idea of a species. Species are these abstractions that don't have feelings. It's the individual organisms do. We don't have feelings as humans. We have feelings as individual creatures, and what I worry about a lot here is what's going to happen. There have been attempts at de-extinction. No one’s mentioned it yet, but the Bucardo, for example, and so on. And you have to go through an awful lot of pain and suffering, and attempts to get a single one that might live for a few minutes. But even if you pull off all the technology, it doesn't matter, because then you've got the inbreeding depression. You've got all the problems of not having a mom, and not having people -- other organisms to learn from, and not having the right microbiome and so on. And so, each of these individuals, I believe, will be suffering for something that we could be solving a different way.",2
41,Dr. Lynn J. Rothschild,That's correct.,2
42,Dr. George Church,"Yeah, I agree that if we're talking about, ""Could we do it?"" you may be right. Maybe we can't do it, okay?",2
43,Dr. Lynn J. Rothschild,Yeah.,2
44,Dr. George Church,"But the question is, ""Should we do it?"" right, if we can? And I think we have to disentangle those a little. I completely sympathize that I believe we can do it, but that's not what's at debate here. I think they can -- we can find intermediates where they can be trained by current elephants, and then those intermediates can train the next generation of elephants, okay? And it's not a guarantee, but if we take causative steps, the question is, ""Should we?"" And if we can -- if we can show along the way -- can show that, then I think we should.",2
45,Dr. George Church,"Well, that’s not what the debate is about. Yes, we should stop.",2
46,Dr. Ross MacPhee,"I'd like to ask the person who asked the question -- since she's from South Africa -- you know there are game farms there, and you know that lions in particular are raised for hunting purposes --",2
47,Dr. Ross MacPhee,"-- so that wealthy North Americans can come in and shoot them in a barrel. That's not de-extinction. Once again, we have the living species, but it's the same thing, when you think about it. It's using nature for our own ends because the means doesn't -- the means are the ends, as usual. So, when you tell me that we should bring rhinos back, I think -- northern rhino sub-species back, I think that's a great idea. But then what happens? Who's going to take care of them? Who's going to ensure, for as long as it takes -- indefinitely -- that nobody is going to go in there and, you know, destroy them once more? None of these safeguards are recognized at the time that they need to be, which is what this debate should be all about -- that the safeguards need to be in place, discussed, ironclad, before we undertake any of these de-extinction experiments.",2
48,Stewart Brand,"The northern white rhino is a wonderful example, sort of in our direction. Ryan and I have met some of the last northern white rhinos at the San Diego Zoo before they died. And there is a biotech workaround -- which is now in progress -- to basically use cryopreserved tissue from the last of the northern white rhinos -- and they have a variety of them so there's genetic diversity there -- to basically plant embryos from them in southern white rhinos, which there are quite a lot of, and to restore the northern white rhino population. And there is desire in Kenya to get them back; the last one died a while ago. There's a whole support group there for making that happen. So, this is an actual case of, right now, happening, with an African megafauna, biotech being applied to bring back an extinct species.",2
49,Dr. Lynn J. Rothschild,"Yeah. I'd like to say that working at NASA, I often hear people say, ""Well, if we screw up the Earth, we can always go to Mars as Plan B."" And this, to me, is the same sort of argument. ""Well, if we kill off the rest of them, we can always de-extinct them."" What you should be doing is conserving the last of the ones that are there. And if you can't do that, de-extinction is not Plan B.",2
50,Dr. George Church,"I agree that we should not be using this as Plan B. But the technology that we're developing for de-extincting genes and species is exactly the technology that we need for conserving the living species. And that's why I'm excited about it; not nostalgia, not so we can shoot at them, but so that we can help living species, especially those living species that are important for our survival. That's the selfish part.",2
51,Stewart Brand,"Thirty-five years ago, when the frozen zoo started up in the San Diego Zoo, the moral hazard argument was brought that you should not do this. It's going to make people feel relaxed, if you're just being able to cryopreserve viable DNA and viable cells --",2
52,Stewart Brand,"The frozen zoo was where they were going to do cryopreservation of tissue samples from living species that were endangered, with the idea of keeping those at hand just in case. Animals -- so for study. And it was -- careers were broken because of people complaining that it's a moral hazard here that's going to make people relaxed about extinction and, therefore, don't do it. One, no such thing happened. Extinction worries continue, and they will continue, and they should continue. Two, an enormous -- a whole domain of really important scientific research opened up because you can study the entire genome of the species. At Revive & Restore, the reason we're able to go in and think about and act on bringing back basically extinct alleles and, frankly, we're going to clone back into life the twin of one of the black-footed ferrets that died 35 years ago. When we bring it back to life in the next few months, it will add genetic diversity to the inbred population of Fort Collins, Colorado of the captive-bred animals that are there. Instead of having seven founders, they will move up to eight and maybe nine. So already, you've got a benefit happening there.",2
