,Speaker,Script
10,Dr. Ezekiel J. Emanuel,"Thank you very much. I do want to remind you that the topic here is: are drugs driving healthcare costs? It's not, do we want more research on drugs? Do we want cures of diseases that we can't control, like Alzheimer's? It's about drug pricing and driving healthcare costs. We agree with John Donvan. We agree with Paul, right? We all want drugs that are actually beneficial for us, have minimal side effects. But we don't want those drug prices of $150,000 per year to take those drugs. And how much you save on Alzheimer's all depends on how much they're going to charge for that drug, which, by the way, was not mentioned. So let me review a few points with you as to why in fact it is drug prices that are driving high healthcare costs. First, I want to remind you what Neera said about that drug Gleevec, which is a cancer drug, to treat chronic myelogenous leukemia, or CML. It's a great drug. It took a disease that was a chronic disease – but blasted off and killed people in six months and basically made people live a very long time with the disease. The drug was introduced in 2001, as Neera had said, at about $3,300 per month. It has gone up about 300 percent. No added research to the drug. No new innovation in the drug. The price just went up because the drug company had a captive audience and there was no cap in the United States. And let me point out, that drug is 71 percent cheaper in the next most expensive country, Switzerland, where that drug company sits at home and it's substantially cheaper in Germany, England, Canada than even that. There are multiple drugs out there on the market that are about $150,000 per year, don't cure anyone, ameliorate the disease, but are hugely expensive. For multiple sclerosis, the FDA recently approved Lemtrada, $150,000. It reduces multiple sclerosis flares from two and a half in every two-year period to one point 75 in every two-year period, does not cure one patient, $150,000 for that drug. There are plenty of drugs in cancer that are similar. No one in this room, well I'm not sure, this is New York. Many in this room may be able to afford that, but most Americans -- -- where the median income is $56,000 a year, cannot afford those drugs. Do you know who pays for that extra money? You do, through your higher premiums and your taxes. Let me make a second point. Drug costs are going up faster than any other segment of the health care marketplace. Since 2008, six years -- eight years, brand named drugs, those drugs that have the big sales name, right, have gone up in price 164 percent. Regular inflation in American society? 12 percent. In 2014, drug costs went up 13 percent, 2015, 8 percent. Compare that to the rest of the health care marketplace. Hospitals went up about 4, 4.5 percent. Doctor visits went up about 4.8 percent. Drug costs are going up much faster than the rest of the health care marketplace. And that's going to carry on into the future, because the most expensive part of drug costs are those specialty drugs and those specialty drugs are going up at 20 percent, and they're the ones drug companies are bringing to marketplace. Here's one quote, ""The cost of chemotherapy drugs for cancer is increasing at a rate significantly higher than other cost components of actively treated cancer patients driven largely by those specialty drugs, but chemotherapy drug increases have been offset by slower growth in other areas like cancer surgery."" So, it's drug prices that are driving high costs in cancer. Third point. Drug companies claim that they need these high prices to pay for research. Remember, most of them spend less than 20 percent of their dollars on research. They spend more on marketing than they do on research at all. And drug companies are hugely profitable. The average profit in the drug industry is 15 percent, but Diliad, which had that new hepatitis drug, profit margin 55 percent. Biogen 33 percent. Even Behemoths like Pfizer are at 15 percent. And compare that to other industries. Cars. What's the profit margin of car makers? Six percent. Big oil. Big dangerous oil, 8 percent. The pharmaceutical industry is the most profitable industry in the United States. They could use with a little less profits, and still have plenty of incentive to do all that research. And we should compare drug profits -- drug company profits, with the people who they're going to say are the bad guys. Insurance companies. None of us like insurance companies and I'm not here to defend a single one of them. But their profit margin is nowhere near drug company profit margins. Drug company profit margins, I mean, Aetna, 4 percent profit margin. Cigna, 5.5 percent profit margin. Humana 2.4 percent profit margin. Substantially less than 15 percent and substantially less than 55 percent. Let's conclude by noting that the United States government gives drug companies a monopoly through patents and FDA marketing exclusivity, and then we don't regulate their prices. We know what happens when you give a patent or marketing exclusivity and a monopoly to a company. It exploits the monopoly by just jacking up the prices, and that's what drug companies have done. Every other country in the world regulates the prices. We in the United States, we grant the monopoly and then we say, why are prices so high when we don't regulate them. So we have to actually control drug prices. Either the drug companies do it, or we do need the government to step in and actually control drug prices."
11,Lori Reilly,"Thank you. In the 1990s, HIV-AIDS was feared not just because of the human toll it was taking on society. It was also feared because of the strong financial impact it was having on our healthcare system. But in the mid-1990s, combination therapy treatments came to market. And since that time, HIV-AIDS death rates have fallen by 86 percent in this country. Today, it's chronic disease and treating patients with chronic disease that are responsible for 90 percent of all healthcare costs. Just one of these -- diabetes -- is responsible for $245 billion in costs. We have medicines to treat patients with diabetes. We know how to treat them and we have guidelines that tell us how to treat them, but yet only one in three patients today is adequately treated for their diabetes. If we did more to get those patients treated and have them adherent to their medicines, we would save $19 billion in this country. But the real tsunami, in terms of healthcare costs, is coming in the not-too-distant future, when we can anticipate spending a trillion dollars to care for patients with Alzheimer's disease. If we do nothing to address those costs, they're coming. I don't know of any other way to address those costs, other than innovation. And the good news is that we're making strong progress in our science. Today, immunotherapy medicines that are hitting the market are using the body's own immune system to fight back against hard-to-treat cancers. And we're seeing that progress already, with cancer death rates falling 23 percent just since 1991. When we talk about health care costs, though -- and Zeke mentioned it -- Hepatitis C is one that comes to mind. But what people don't often talk about is that before these new, innovative treatments hit the market, we were spending $30 billion a year in this country to treat patients with Hepatitis C, and those costs were projected to climb to $80 billion in 20 years. But again, innovation happened. New medicines hit the market that took a disease that killed five times as many people as HIV-AIDS does in this country and cured it in eight to 12 weeks of time. And something else happened. In under a year, we had two additional Hepatitis C medicines that came to market, and the price of those medicines fell by 40 to 60 percent, in terms of what they cost before. From a clinical perspective, we've cured a million patients from Hepatitis C in two-and-a-half years. That's more than the previous 20 years combined. While it's clear that the launch of those medicines in 2014 caused prescription drug spending to grow, and we hit a high-water mark of 12.5 percent in 2014, the government actuaries, though, predict over the next decade, spending for medicines will be in line with all other forms of healthcare spending costs. Why should we believe the actuaries? Well, let me explain. The system in our country works like this. When a brand name medicine gets approved, it can expect to get competition from another brand name medicine in under two years of time. And the example I just used, with Hepatitis C, that competition happened in less than a year. When that competition happened, prices fall. In addition, we have generic entry. And when generic entry happens, typically, 10 to 12 years after a product hits the market, 80 percent of costs drop for that product. Market share shifts overnight. Today, 90 percent of all medicines used in this country are generic. And we have something also very different. Neera mentioned in her opening that we have all of these different payers, and they don't have enough pull to get -- to actually negotiate with our companies. Well, that's untrue. There are three large pharmacy benefit managers in this country that buy on behalf of 75 percent of all prescription drugs. And they use that leverage extensively to drive big discounts and big rebates from companies, to the tune of $115 billion last year. So, to say that there's not competition in our marketplace is factually incorrect. And the difference between medicines and all other forms of healthcare is that our costs do fall over time. We don't have generic hospitals or generic doctors. The cost of procedures, like an angioplasty, have gone up 66 percent, and there is no signs that it will ever fall. But the price of medicines does fall over time. I'm not going to sit here and argue, though, that solving the healthcare challenges that we face are somebody else's problem. We all share in trying to get to a better system, and we do believe that there are solutions that can be out there that will address some of the cost challenges we face. Paul mentioned the need to reform the FDA. Today, there are 4,000 drugs sitting at the Food and Drug Administration, generic drugs, waiting to get approval. The average time to get a generic drug approved at the FDA today is four years. That's too long. Getting generic medicines to the market sooner increases competition. We also need to ensure that the FDA can keep pace with the regulatory science and the new advances we're making so that they can review brand name drugs quicker and get those to market so that they compete with other brand name drugs. And we also need to address the challenges to moving towards a value-based healthcare system. We embrace the movement towards moving towards a value-based healthcare system, but we also need to recognize that today there are challenges that make it difficult to do so. The need for future innovation is clear. Drug costs, though, are not unsustainable. Disease and the costs associated with disease in this country is what is unsustainable. While the solutions that you're going to hear espoused by my opponents tonight attempt to glorify some of the systems that we see abroad, they typically fail to acknowledge the real consequences when governments seek to set prices, intervene in markets, and determine the value a given medicine has. Those decisions are best left to patients and providers. I urge you to vote against the motion tonight. Thank you."
12,Dr. Ezekiel J. Emanuel,"No, I mean, the fact of the matter is that specialty drugs, which are those drugs used for cancer and multiple sclerosis and rheumatoid arthritis are -- drug companies are investigating those. They are in fact going up at much higher rates, 20 and 25 percent price increases. And those are the drugs that are increasingly going to the FDA and being approved. And the fact that the actuary has predicted one thing or another, it has no bearing on that future, because the actuary has been wrong over and over again about his predictions of health care costs. He actually said that Obamacare would cost about $1 trillion, it is actually coming in substantially lower than his prediction. On the drug costs, I think he hasn't factored in the fact that we're going to have more of these specialty drugs used more frequently, and the fact that there's no limitation on the prices. He has to guess what drug companies are going to charge. What we've seen is they'll charge the limit."
13,Dr. Ezekiel J. Emanuel,"And by the way, let's point out, Mylan charged $600, got all this attention --"
14,Dr. Ezekiel J. Emanuel,-- and never rolled back their price.
15,Dr. Ezekiel J. Emanuel,"Yes,"
16,Dr. Ezekiel J. Emanuel,I’m the speaker.
17,Dr. Ezekiel J. Emanuel,I'll try to behave.
18,Paul Howard,"I want some more of whatever Zeke's drinking. Look, I mean, the dissonance here is this: They're pointing to individual drug prices and saying they're going up, up, up, up. And we're pointing out that, look, there are powerful negotiators, these large insurers that are standing between consumers and getting enormous rebates that last year cut drug price increases from around 12 percent down to a net 2.8 percent. Zeke had pointed to specialty drugs and saying, that's where the cost is going, funnily --"
19,Paul Howard,"Well, funnily enough, it doesn't keep going up, up, up forever, because what happens is biosimilars, the generic versions of these expensive injectable drugs, enter the market and compete. Now, look, there's not an infinite amount of complexity here. We saw, during the 1990s, people really -- and Lori spoke to this -- saying, oh, my God, how are we going to afford all these statins or HIV drugs? The market adapted, and we did, and drug prices fell. Commercial spending fell as early as 2000 -- as late as 2012."
20,Neera Tanden,"So there is just two facts here that I would like spell out, just to remind everyone. We don't -- we can all have estimates of the future. The reality is, in 2014 alone, just to reiterate, prescription drug prices -- all prescription drug prices, not just specialty drugs -- that all prescription drug prices increased by 12.2 percent. It was 8 percent last year, but that, of course, in both years is the fastest rate of growth for any part of the health care system. When you look at Medicare -- the Medicare actuary, Medicare officials see prescription drug prices as the fastest growing part of the health care system. We can have projections into the future, but this is our lived experience. And one of the reasons why you see Republicans and Democrats naming prescription drug prices as their top concern on health care issues, finding a rare area of bipartisan support is because we are living this experience of paying exorbitant prices for drugs. Exorbitant prices that people in other countries don't pay and still have access to quality drugs."
21,Lori Reilly,"Thank you. What Neera quoted was actually not price growth. That was spending growth. And spending growth is the combination of price times volume. So she's right that in 2014 we did see spending growth increase. And a large part of the reason that we had that, again, was new treatments for hepatitis C that are curing a disease that kills five times as many people as HIV/AIDS, that was going to cost our health care system $80 billion over the next 20 years' time. If you look back at the entire last decade in terms of spending growth for prescription medicines, we were less; less in terms of spending growth compared to hospitals, compared to doctors, compared to home health care. If you look going forward over the next decade, we're expected to spend $2.4 trillion more on health care in this country. 85 percent of that additional 2.4 trillion is attributable to hospitals, doctors, home health, nursing homes, everyone but prescription drugs. We're about 15 percent of that increase going forward."
22,Dr. Ezekiel J. Emanuel,"It's always everyone else. Let's get clear on two important points. One of the reasons patients are noncompliant with their medications, a very large reason they're noncompliant with their medications, is prices, because prices are very high. Just take the diabetic example that was given before. Insulin in the United States, non-discounted price, $372 for a month of treatment in the United States compared to $46 in France. Genuvia, another drug for diabetes, $330 in the United States compared to $35 in France. That's a major reason for noncompliance. The second point I want to address is, they're saying, look, all we need is competition. But the fact is you get a lot of competition in the drug market, and it doesn't necessarily drive down prices, because as I mentioned before, doctors don't know prices. Here's an article from JAMA just this August. Competition between two or more brand name manufacturers selling drugs in the same class does not usually result in lower prices. For example, consider the statins for cholesterol. We have six that were off patent and generic and two that were on patent and the price for one of them on patent increased 91 percent from $112 to $214 per prescription and still sold the last for Astra Zeneca. Prices doesn't matter on competition in the health care marketplace."
23,Dr. Ezekiel J. Emanuel,Because there's -- patients are not buying them.
24,Lori Reilly,"Thank you. Part of the issue that Zeke is pointing out has to do with how insurance companies treat cost sharing for medicines relative to any other part of the health care system. Today patients are asked to pay on average 20 percent out of pocket for their prescription medicines. Compare that to hospital costs out of pocket, 4 percent. Physicians under 10 percent. So it's no surprise that when patients go to the pharmacy counter, they're asked to pay more for their medicine out of their own pocket and that's how our insurance system works today. Zeke mentioned list price growth, and that's an important thing to remember here. List price growth is not the price that a PBM, one of those three large PBMs pays for a product. He specifically mentioned insulin prices. The net prices for insulin are cheaper today than they were three years ago. Cheaper today than they were three years ago, but part of the problem in our health care system is that we have a rise in high deductible health plans where today patients are being asked to pay out of pocket that list price. The payers, the health plans, are not providing those discounts back to the individual patient. Something's wrong with that system when a patient is asked to pay full price for something when the payer or plan gets it for 50 percent off. That's what's wrong with our health care system and that's what we need to focus on, and I would just say one more thing, which is in regards to Zeke mentioned statins. I want to talk about hepatitis C since it was recent. As soon as the introduction of Hep C --"
25,Lori Reilly,40 to 60 percent --
26,Lori Reilly,Okay.
27,Neera Tanden,"Yeah. I think we should really take on -- I want to take on both of these points. I -- you know, I'm no great fan of the insurance companies for sure, but we should recognize here that one of the reasons why people don't really have access to good data around list prices is because pharmaceutical companies aren't transparent about prices. A great way for us to instill some competition into the pharmaceutical market is for us to all as consumers have an assessment of these prices, what's going into them, how much research dollars are driving into the cost, how much marketing dollars are driving into the cost, but they won't share that information with us because they think that's information only they should have. If you believe in markets you should believe in transparency and if you believe in transparency you should believe that consumers should be able to evaluate that. But one of the reasons why I don't think they want to drive to a value-based system is because there are so many costs unrelated to the value of the drug that are driving this, marketing and sadly, high profitability. Again, pharmaceutical companies are the highest profit margin companies in the --"
28,Neera Tanden,-- much more than insurance companies to which I agree we could have a lot more competition there as well.
29,Paul Howard,"Well, the thing I find kind of amusing of Neera and Zeke's point, especially Neera, is, you know, what's the right profit? I guess you know. I mean, maybe it's the automotive industry's 6 percent. How about fast food, 2 percent? What other industry do you want to be more profitable than the one that's attempting to get a cure for HIV? I mean, the challenge that we're talking about here is that we actually want two things. We want R&D to be as inexpensive as possible so many more people can bring medicines to market and compete and then primary care indications we do see prices fall after these rebates that the insurers get. We want to make sure those are passed along to patients. So, the challenge here is look, if you want to see someone else -- if you want to see investors send their money somewhere else into a less risky industry, maybe software, the next Snapchat, by all means, cut the profits for the pharmaceutical industry. Those investors in those companies can send their money elsewhere."
30,Neera Tanden,I need to respond.
31,Paul Howard,No. The number is what is it that you need to get? What is the profit margin you need to get to reward your investors? And that's --
32,Neera Tanden,Okay.
33,Paul Howard,-- for the risk that they bear.
34,Neera Tanden,"I'm so loving this. So – -- I think I'm so pleased that you mentioned venture capital, right? Because I think -- the kind of prototypical example people have today is not the traditional pharmaceutical company that's plowing so much money. But we know it's -- this does not really happen, but there's the theory that they're plowing so much money into research, and they're basically doing that in order to find that miracle drug, which we all hope they do. But what's actually -- the biggest change in the pharmaceutical market is the rise of the Martin Shkrelis of the world, which is an essential -- you could call it ""venture capital,"" you could call it ""vulture capital,"" but the idea of it – -- is essentially to use the monopoly power of particular drugs to drive the highest prices to -- for individuals, and basically live off the system to extract profits. That is the newest innovation. And truly, like, existing pharmaceutical companies recognize that as a challenge. And that is -- in a system where you do not have true competition -- is a challenge. And I appreciate -- I do not want to set the profit margin for a company. But when there is a drug that people literally have to choose between bankruptcy and paying -- even when they have health insurance -- I'm sorry to say, I think 55 percent might be something you might bat an eye at. I'm not saying I'm going to set that price. But we live in a world where at least you could admit -- at least you could admit that should trouble you."
35,Neera Tanden,Absolutely.
36,Lori Reilly,-- product was off-patent --
37,Neera Tanden,Absolutely. Took advantage of the system --
38,Lori Reilly,-- off-patent --
39,Neera Tanden,-- --
40,Lori Reilly,"-- had no generic available. We do need to find opportunities to make sure – -- if we've got 90 percent of drugs on the market today are the generic, let's make sure that we have a competitive market for generics, too, when drugs go off-patent."
41,Dr. Ezekiel J. Emanuel,"So, let's --"
42,Dr. Ezekiel J. Emanuel,"Let's just make two points here. The first is, the 15 percent I quoted, on average of profitability in the biotech pharmaceutical industry was across the whole industry. Of course there are going to be some winners and some losers, but the fact is, it's the most profitable industry in the United States. And I would ask, does it have to be that high? The second thing I'd like to do is just -- let's take apart the Hepatitis C drug, since they think it's such a big drug. So, a lot of the research was funded by the NIH, the initial research. Then, a small biotech company started, and they put in about a billion dollars of research. Gilead came along and bought them for $11 billion. And then, way above what the amount of research they had put in -- a super-premium price. And then Gilead priced Sovaldi at $84,000 per patient, made back its $11 billion before a year. They were selling almost $700, 800 million per month of the drug. That's their best example. They have made a huge amount of money. They are 55 percent profit margin. Did they need the 55 percent profit margin? Did they need to get all their investment back in one year? This was a company where a lot of the research was done by the public, and only a billion dollars of it was research --"
43,Dr. Ezekiel J. Emanuel,-- 10 percent.
44,Lori Reilly,Yeah.
45,Lori Reilly,"Absolutely. So, $50 billion dollar is what was spent on biopharmaceutical research to bring a Hepatitis C medicine to market. And that $50 billion -- 99 percent of what was done failed, never got to market. Gilead was successful in bringing the first product to market to treat Hepatitis C. It was launched at a price that was neutral to existing treatment. And just to give you an idea of what the existing treatment was, it was a drug -- three drugs, actually, that had to be taken for almost an entire year, that worked in less than half of the patients, that made patients so sick they typically stopped taking the medicine. And then a new medicine came along, cured the disease for 95 percent of patients in eight to 12 weeks of time. And in less than one year, we had competition from two additional products, and the price of those products have dropped 40 to 60 percent. So we can talk about hepatitis C, but to me, it is a good example of how competition in our marketplace works, and it works very, very quickly."
46,Neera Tanden,"Just under that example, I will remind the audience, Gilead made back its huge profit margin in a year, right? And the competition -- the competition that came in under your fact scenario, two competing drugs came in a year in, right? So the issue there is, why does Gilead have to charge that high a price --"
47,Neera Tanden,-- to begin with?
48,Dr. Ezekiel J. Emanuel,"And also, they had a lower price in England."
49,Dr. Ezekiel J. Emanuel,I can impersonate him.
50,Paul Howard,"You think you can. Look, Zeke has written about this. Zeke, you've written that you think actually the Hepatitis C Sovaldi is a good deal, right? Look, you're cherry-picking in a different sense. There was another drug, Incivek from Vertex, that was launched I think in 2011 that had a 75 percent cure rate that then got withdrawn from the market because Sovaldi was so much better. So there are all these examples. And we can talk about the NIH. Look, 88 percent of drugs that go into clinical trials fail, right? The entire biotech industry until just a few years ago was in the red. So we can look around and see, oh, my gosh, there's some remarkably profitable products here. But actually a lot of what they do is fail. And Gilead is under, you know, stock pressure right now because they're looking around at their competitors, they're taking huge decreases in their profitability because they're facing competition. You can't look at a snapshot in time."
51,Dr. Ezekiel J. Emanuel,You can't look at a snapshot --
52,Dr. Ezekiel J. Emanuel,"You can look -- you cannot look at one drug and one drug and say, 90 percent fail. You have to look at a portfolio because like good investors that are investing across a portfolio, and across that portfolio, their profit margin is 15 percent, the highest profit margin of any industry in the United States. So they're doing quite well even with all those failures. They know how to make a huge profit."
53,Neera Tanden,"I'm happy to respond to it. You know, I think we all want every part of the health care system and there -- to reduce costs, and it's absolutely the case that prescription drugs, when it replaces a -- you know, a surgery or a longer form of cure, that's important, absolutely. But I think the thing we have to remember is the question here is, can we do it at higher value for you the consumer? That is the question. You know, if you argue that over the long run, value will go up, then there's no argument against any higher price for any drug. And the question is, that's not how any other industry works. You know, when we're thinking about the iPhone or a new car, it's not like, oh, the thing is -- it's replacing something in the future. They are facing competition right now. And the one thing I just would like to say before we get to questions is to remind everyone here that we're also in a world in which this is not a traditional market because everyone here is subsidizing this industry with the research we pay for. It is a massive subsidy in a sense to the pharmaceutical industry which then turns around and charges all of us who are subsidizing them through our taxpayer dollars, the highest price they can charge."
54,Paul Howard,"Sure. I mean, look, I think one of the problems that Neera's pointing toward, which I actually think there's a version of truth in that is, when align all the costs and say, for this person, what's the best way to keep them healthy for as long as possible? The technology that does that the best is going to be, in many cases, an effective prescription medicine, sometimes a generic, sometimes a branded drug. But then if you say to the doctor, “Here you go, here's your bundle, you use the thing that's most important to keeping this person healthy and keeping costs down,” that is the right alignment here. But you guys are singling out drugs like they're widgets. So let's just push down the price here on this thing, and it could turn out that then someone is in worse health later because you're not using the technology that's most efficient to get to where you say you want to --"
55,Dr. Ezekiel J. Emanuel,"But, Paul, these --"
56,Neera Tanden,We want them to --
57,Dr. Ezekiel J. Emanuel,"-- $150,000 drugs for cancer, for multiple sclerosis, they do not cure anyone. They extend life in cancer at most, two, three, four months. They do not cure anyone. They're $150,000. Multiple sclerosis drugs, they reduce the number of flares. They don't cure anyone. It is false to say all the drugs are like Sovaldi for Hepatitis C. Most of these super high expensive drugs are not curative, and they do not actually make people walk around and dance who otherwise didn't. And they don't substitute for hospitalizations and surgeries."
58,Lori Reilly,"Well, first of all, I would say just because the government isn't in the business of setting prices -- although I would say for a lot of our market they do because we pay a very -- 60 percent rebate in Medicaid. We pay a 50 percent coverage discount in Medicare part B. We pay 30 -- 340B discounts at half of the hospitals in this country. So there are a number of our prices that are regulated by the government. But I would say just because in the commercial private sector side that the government hasn't stepped in to control the prices, don't confuse that with there isn't cost containment in our sector. To the contrary. We have essentially three purchasers that are buying our drugs. They have huge leverage. One of them buys on behalf of more people that are the entire country of France. What does that mean? They have a ""take it or leave it"" policy. Just this past week, one of our companies who makes insulin announced that they're cutting 1,000 employees as a result of the fact that the competition in the insulin marketplace is driving further and further in deeper discounts. And it's because of that leverage that they have, it does keep costs in check. Yes, 2014 was a big year. I am not going to sit here and deny that. But what I ask you to look at is, look at the last past 10 years. The spending growth for drugs was below virtually every other type of health care, meaning every other form of health care spending was growing higher. Go forward the next decade. We're in line with where spending is expected to be for virtually every other segment of the health care system. So, we do have costs containment in the health care sector, in the prescription drug sector. Just because it isn't the government deciding how much to pay for something doesn't mean that there aren't --"
59,Lori Reilly,-- other powerful purchase --
60,Dr. Ezekiel J. Emanuel,Yes.
61,Dr. Ezekiel J. Emanuel,"Pfizer, if we had a more regulated price, is not going to suddenly start producing cars and not suddenly going to go into the media business, right? It's in the pharmaceutical business. And if it's price margin went from 14 percent to 10 percent, it wouldn't get out and dissolve itself. So that's a false argument that innovation would go away."
62,Lori Reilly,"Could I just come back to that, because I --"
