,Speaker,Script,Round
12,Reuel Marc Gerecht,"I tell you. I mean, I'm going to define this fairly narrowly, you know? I think President Trump has some flexibility in his definition, so I'm going to utilize the same flexibility. I -- if you look at Saudi Arabia, is it really an ally of the United States in the sense that -- can it allow the United States to diminish its footprint in the region, and can it help build an alliance against the Islamic Republic of Iran -- which is the most convulsive and lethal force in the region? And I think the answer there has to be no. I mean, the Saudis are incapable of using ground troops in any meaningful sense. In Syria, the Iranians, the Russians, and the Assad regime have slaughtered hundreds of thousands of Sunnis, and the Saudis were able to do nothing. Saudi Air Force has some power, but let's be honest. If the Americans aren't there lending a hand, they can't really do anything. You don't trust them. I think that has come clear in the Yemen war. There's a good reason for the Saudi to be fighting in Yemen. However, I would disagree in the way that they have done it. I don't think it's been terribly productive. And again, it's largely because MBS in particular goes his own way, and he's not reliable. And I would say -- I mean, just take, for example, the murder of Khashoggi. I think it's fair to say that was a botched effort.",
13,Reuel Marc Gerecht,"I would just say the Iranians do a vastly better job. I mean, you cannot -- the Saudis cannot --",
14,Reuel Marc Gerecht,-- actually kill someone competently.,
15,Barbara Slavin,That's an odd way to put it.,
16,Bernard Haykel,"Yes, I'm with Michael on this one. I think that Trump has basically seen the -- the lie of the land in the Middle East and he's seen in Saudi Arabia a regime that is willing to do certain things that are profoundly in America's interests, the first of which is the complete cessation of all funding to Islamists and to Muslim political radicals throughout not just the region, but the entire world. Saudi Arabia now is in a transition away from Islam being a fundamental core element of its identity towards a -- a country that is more like a normal country where nationalism is the -- is central to the identity of the country. The second thing that this regime is doing in Saudi Arabia is that it is trying to change and modernize its society by clamping down on reactionary Islamists domestically. It has given greater rights to women, something that was thought impossible before the present regime in Saudi Arabia. Women are now in the public -- in the public arena. They're in the workforce. They're driving. And this seems to me to be a momentum that cannot be stopped. So, on a number of -- on a number of issues Trump has been right to support this regime. Now this regime has also made terrible blunders in Saudi Arabia, the killing of Jamal is only one. The -- Warren Yem is the other but you can't, you know, pick and choose your allies and we are stuck with Saudi Arabia. And we want it to move in the right direction.",
17,Barbara Slavin,"Yeah, well, look, I'm not arguing that we should cut relations with Saudi Arabia. I just think we need more balance in our relations with various countries in the region and I think that embracing this blind anti-Iran position was a particular mistake and I know we're going to get to that, but there are other places. I mean, we have the United Arab Emirates. We have Qatar. We have our biggest air base in Qatar. So, we don't really need Saudi Arabia for that. I support the idea that the Saudis are trying to reform, but you know, they've got most of the advocates of reform in prison, including a number of women who, you know, wanted the right to drive and so they have the right to drive, but instead these women are in jail. I just think --",
18,Barbara Slavin,NBS is --,
19,Barbara Slavin,"Because I think NBS has shown that he has terrible judgment, that he's reckless and cruel. And he is not somebody that we should put a lot of faith in. I think we have to be very, very careful and not put all our eggs in his basket.",
20,Michael Doran,"Look. There are realities of power in the world. There's realities of power in the Middle East. We are not going to remake this -- this region into an image -- into our own image. We're not going to -- we're not going to coerce these people through military force and we're not going to -- we're not going to entice them to be like us. We have -- we have interests. We have to focus on those interests and we have to think about who are the most influential actors that can help us. The problem we have in the region now is the rise of Iran. Iran is spreading its influence all over the region through proxies. It's delivering to them precision weapons. They're threatening all of our -- all of our allies and especially Israel and Saudi Arabia sees the region exactly as Israel does and it's using its resources and its influence, which is considerable, in in Europe, in Washington even, to put to -- to project a picture of the region and our interests and their interests that is identical to Israel’s interests.",
21,Barbara Slavin,"I’m sorry, but, you know, the war in Yemen has been a gift to Iran. Every stupid thing MBS does is a gift to Iran. He is not a reliable ally --",
22,Brett McGurk,"Look, I’ve worked with MBS, and he actually is someone who you can reason with. If you simply give him unconditional support, as Trump has done -- again, no ambassador in Riyadh for two years in the Trump administration. There was no ambassador there for two years. We had no various senior level engagement, because everything was going around the entire national security team. I actually know something about the region. But I keep hearing, “Trump sees this. He sees this.” Trump doesn’t see anything. There’s no strategy behind this. Trump -- Trump is being described -- he’s being described as a close friend of Saudi Arabia. This is a man who has said repeatedly that King Salman, the custodian of the two holiest mosques of Islam, a very important figure, would be gone in two weeks without our military support. That’s what Trump says to him. He embarrasses them; he diminishes them. He brings MBS in the Oval Office with posters of ships and boats. As a senior leader said to me, “It looks like you’ve been bought.” He is not benefiting Saudi Arabia, and I speak, again, as a friend of Saudi Arabia. I agree with the moderate reforms. That has to happen. We’re not helping. We’re making it worse.",
23,Barbara Slavin,"No, I’m not --",
24,Bernard Haykel,"-- a civil war in a country that produces over 10 million barrels of oil a day; a country that when we tell it, “Well, you need to produce more,” because there’s been a cutoff or shutoff of oil either in Libya or Venezuela or wherever, they will do it. They are an ally of the United States. They’re not perfect, far from it. They have lots of warts, and we should put pressure on them to fix those warts. But to pressurize them to behave in exactly the way that we want them to behave is not going to work.",
25,Barbara Slavin,Trump policy.,
26,Reuel Marc Gerecht,"Not really. I mean, I think the primary thing I always have to be concerned with Middle Eastern societies, particularly a traditional one like Saudi Arabia going into transition, is its fragility. So, I think the primary American objective with Saudi Arabia is “do less.” I think it should be -- we should want them to do less outside of Saudi Arabia, and we should probably want them to do less inside of Saudi Arabia. I’m not a terribly big fan of the argument that says we want authoritarian leaders to coerce their societies into progress. I think modern Middle Eastern history tells you just the opposite, that these progressive leaders, the ones that are usually embraced by the West, end up uprooting traditional society and actually bringing on that which we wanted them to actually stop. It makes the situation worse. It makes it into a pre-revolutionary situation. So, I think the United States wants evolution in Saudi Arabia -- all societies evolve -- but you would want to do it conservatively, and you do not want to see the Saudis, particularly MBS, start trying to throw its muscle around the region, because it’s just going to muck it up.",
27,Brett McGurk,"I just -- the war in Yemen was mentioned, but even on the war in Yemen -- and I agree what the Iranians are doing in Yemen is terrible, but on Trump’s watch, the UAE, the only real ally with Saudi Arabia and Yemen, is leaving. So, the whole record here, I think, speaks for itself. It just has not been beneficial to Saudi Arabia or to our interests.",
28,Barbara Slavin,"Jared Kushner, Trump’s son-in-law, developed a relationship with MBS before he was crown prince, and he pushed him and pushed him, and I’m sure that had some influence in Riyadh, because there were others who could have been named crown prince if not for the mucking around of the Trump administration and Trump’s son-in-law.",
29,Michael Doran,I want to --,
30,Michael Doran,I want to make --,
31,Michael Doran,I want to make --,
32,Michael Doran,"I want to make two points. One is this: since the murder of Jamal Khashoggi, this is the -- everyone in America knows his name. We’ve got in China --",
33,Michael Doran,We’ve got in China -- we’ve got a million people in concentration camps. There hasn't been as much attention on that as there has been on Jamal Khashoggi.,
34,Barbara Slavin,That's true.,
35,Michael Doran,"Why? Why? It's not because of Saudi Arabia. It's not because of MBS. It's because of the relationship between Jared Kushner and MBS. It's all about -- it's an indirect way of going after Trump. We have become an incredibly parochial country, where our domestic debate -- -- we now talk about foreign policy discord debate -- discord points in our domestic debate. This is not the way -- this is not the way to run a good foreign policy.",
36,Michael Doran,One last point --,
37,Michael Doran,"-- very quickly, very quickly.",
38,Michael Doran,"The Yemen war -- we had a great deal with Saudi Arabia for many, many years -- 75 years. They bought our arms, and they didn't use them. And then, the deal was, we took care of the region around. And under Barack Obama, we said to them, ""We don't do that anymore. The Iranians are moving into Yemen? Your problem. Not ours."" The Iranians are building a Hezbollah in Yemen, with precision weapons that can hit Riyadh -- a G-20 capital with which, as Bernard said, has some of the largest reserves in the world. And we -- what do we do about that? Nothing.",
39,Barbara Slavin,Yeah. Look. I don't see it in domestic political terms. Jamal Khashoggi was lured --,
40,Michael Doran,You just did.,
41,Barbara Slavin,"-- was lured into his own consulate in Istanbul and butchered. I'm sorry. You know, I think that's -- whatever the Chinese may do -- you know, they have their own human rights abuses. But this was appalling. He was someone who lived in the United States. He was a peaceful advocate of change in his own society, and there has been no accountability --",
42,Michael Doran,The Iranians --,
43,Barbara Slavin,-- for that action.,
44,Michael Doran,"The Iranians and Hezbollah -- -- the Iranians and Hezbollah and other Iranian proxies have uprooted 10 million people in Syria. They have killed 500,000 people in Syria. Every one of them has a name.",
45,Barbara Slavin,"Yeah. Well, I would put that on the --",
46,Brett McGurk,"Could you draw pictures? The thing is, not only unconditional, it's also abusive; because I mentioned what President Trump has said about King Salman. I think that's very important.",
47,Barbara Slavin,Yeah.,
48,Brett McGurk,"Look. Saudi Arabia is a critical ally of ours. We have to engage with them. I've spent a lot of time in Saudi Arabia. But what's happened in the first years of the Trump administration was just a total green light, and you saw all sorts of reckless behavior, which has damaged our interests. Our allies in the region now are divided. The UAE, a critical ally of ours, is leaving Yemen. Donald Trump -- you might think -- wants to be more present in the Middle East, to correct for some of the mistakes of the Obama Administration, but he says publicly, ""Why are our ships there? What are we doing there?"" There is no confidence in the region that Donald Trump wants to be engaged in the region. So, it has to be a level of engagement with a very close partner of the United States who shares interests of ours, but also has a lot of differences with ours. But when you're not engaged, when you don't have an ambassador, when your Secretary of State is cut out of the loop, you end up seeing reckless behavior. It creates a classic moral hazard.",
49,Brett McGurk,"The solution is to have -- I mean, finally have a strong ambassador in Saudi Arabia, you're engaged --",
50,Brett McGurk,"Yes. You have to. You have to be regularly engaged, and say, ""This -- if you do this, that will be very bad.""",
51,Bernard Haykel,"Yeah. I mean -- I totally agree. I mean, I think that the relationship with the United States and Saudi Arabia -- this highly personalized form of the relationship -- is not helpful to either side. We have to build institutional links, like we used to once have, between the intelligence services and so on -- but also, to explain to Saudi Arabia that ""If you're going to be an ally, that's -- that establishes certain limits on what you can do.""",
52,Bernard Haykel,No. No. No. I'm not arguing on the other side.,
53,Bernard Haykel,I think that -- I think that you have to give Saudi Arabia support for all the good things that it's doing --,
54,Bernard Haykel,"-- and then you have to tell them discreetly that certain things that they're doing are wrong, and they have to -- they shouldn't do that.",
55,Reuel Marc Gerecht,"I mean, the primary problem is that President Trump is continuing the policy of President Obama -- and that is the disengagement of the United States from the Middle East, the retreat of the United States from the Middle East. When the United States retreats from the Middle East, guess what? Other people are going to go on the vacuum -- in this case, MBS -- and MBS simply can't handle it. Saudi Arabia as a society can't handle it. So, you want more of America, less of Saudi Arabia.",
56,Michael Doran,"We have to start from the assumption that we're not going to do more. This is the point. We're not going to do more, and we have to work with the powers that exist -- the powers that are comfortable with the American order. There is a country in the region -- Iran that is trying to overturn the American order and it's supported by Russia. We have to look at the region very clear -- in a very clear-eyed fashion and work with those people that want to keep the American order and keep stability, fight terrorism, and -- and keep the problems of the Middle East in the Middle East and not elsewhere.",
57,Barbara Slavin,"Yeah. The Iranians are an opportunistic power and they are profiting from the numerous mistakes made by the United States and its allies in the region. Mike, you served in the Bush administration. The invasion of Iraq was the main reason why Iran has more influence in the region.",
58,Michael Doran,Brett --,
59,Barbara Slavin,And I -- I --,
60,Michael Doran,Brett worked on Iran. Not me.,
61,Barbara Slavin,"You know, I don't think it's fair to bring -- bring Syria into this. What's happened in Syria is terrible, but let me just say that NBS, you know, it's not just Khashoggi. Sixty-four of the Saudis detained in the Ritz Carlton Hotel, their whereabouts are unknown. Thirty others have been forcibly disappeared. Luzane Al Hafluel , one of the champions of women driving, has been rotting in prison tortured. This -- we have influence in Saudi Arabia. We don't have influence with Assad. We should be doing something about that.",
62,Reuel Marc Gerecht,"Yes, yes.",
63,Reuel Marc Gerecht,"Sorry. Yeah, I mean, I look at this fairly straightforwardly. One, at the historian in me says, you know, it's a little too soon to tell, but what we do know I think as a general rule, it's not a good idea for American foreign policy to be built on self-deception. That's essentially what the JCPOA is. We're deceiving ourselves of its value. It should not be built on blackmail. That's essentially what the Iranians are doing. They're saying if you do not do -- if they don't publicly do certain things with the nuclear program clandestinely, they can do whatever they want because the system of verification that deal is so awful that we'll give you billions of dollars in return. I also think appeasement isn't a terribly good start for American foreign policy and that's essentially what we're doing. We're appeasing the Iranians. We're giving them billions and billions of dollars and they can use it any way they wish and the way -- one of the ways they use it is by expanding their influence in the Middle East by engaging in mass slaughter in Syria and I think we should always dwell on that the Iranian role that they've had in Syria. They've essentially run much of the Syrian armed forces. They have been the masters on the ground and yet we're giving them billions of dollars to engage in the slaughter of hundreds of thousands of people and to move millions from that country. I think it's just a very unwise policy to deceive yourselves in thinking that down the road it's going to get better. We should approach this realistically. Now, we do not know what Donald Trump is going to do. No one does, including him.",
64,Bernard Haykel,"I would say it is absolutely safer and that is because Iran took advantage of this deal to build up its ballistic missile capability to -- it used the money that was given to it by the United States to spend not on its own population but on proxy fighters and militia men who fought in the Syria civil war. They built better drones, better guidance systems for their missiles and their drones, which we’re now seeing being deployed in Yemen that are threatening the Straits of Bab-el-Mandeb. The Iranians basically took advantage of this deal and said, “You know, well, we’ll halt this nuclear stuff,” which they can always restart, and in return we gave them a pass on all the other stuff that they were doing, which made the region much more dangerous than it ever has been. So, I think that, you know, it is definitely safer, and it is also -- and I agree here with Reuel, which is that it is built on a deception. It’s, in fact, built on a form of hubris and pride. The United States believed -- certain elites in the United States; you’ll hear this view in a minute -- felt that we could move within the Iranian -- within the different circles of power in Iran, we could kind of push the moderates against the more extremists, and that the deal would help the moderates. This is all hogwash. Iran is a theocracy; it’s run by one man, and that man is no moderate. Thank you very much.",
65,Michael Doran,"Yes, I’m with my colleagues here. I agree with every word that they said. It was a massive self-deception, and, you know, one of the things that we know now from the atomic archive, which the Israelis spirited out of Tehran, is that we didn’t understand how far along Iran was in terms of building a nuclear weapons program. It was much more advanced in terms of weaponization than we realized, and we also didn’t realize that they had -- that they were continuing a clandestine program. It’s all much clearer now. What they did back in 2003 when the United States went into Iraq, they were afraid that George W. Bush might attack them, and their -- some of their program had been discovered and was being investigated by the International Atomic Energy Association. And so, what they did is they started to emphasize the parts of the program to declare the parts of the program that could be plausibly explained as part of a civil nuclear program while putting deeper underground the hidden parts. And when I say underground, I mean actually underground, like the Fordow site, which was built solely to enrich uranium to build a nuclear weapon. And under the JCPOA, they have kept Fordow, and they haven’t done any of the repurposing of it that they were supposed to do according to the agreement. So, what we have done is given an international cover for them to continue their covert program. It’s --",
66,Michael Doran,-- a massive self-deception.,
67,Barbara Slavin,"The world is definitely not safer without the JCPOA. You notice that these gentlemen are all referring to missiles and other issues. The deal was supposed to prevent Iran from developing a nuclear weapon for at least 15 years by preventing Iran from having sufficient material to make a nuclear weapon for 15 years. It provided for the most intrusive inspection system ever negotiated, and Iran was in full compliance with this agreement when President Trump withdrew. Since he did that -- -- the Middle East has become a much more dangerous place than it was before. The Iranians were patient; for a year they did nothing. They took no steps. But after a year, and after the Trump administration imposed a total embargo on the sale of Iranian oil, all of a sudden there were sabotage incidents in the Persian Gulf, and the Iranians have begun to exceed some of the limits set in the JCPOA. We are profoundly not safer. In terms of their regional influence, this is something that goes back a long time, has to do with other mistakes made by the United States, and the fact that our own diplomacy is so poor should not be a reason for railing against the Iranians for having influence in the region. We were safer with the deal; we could have built on it. Now we have nothing.",
68,Brett McGurk,"I’m also a no. I just think, “Look at the facts.” On June 21st, just a couple months ago, President Trump tweeted that he was cocked and loaded to bomb three strikes in Iran, but then 10 minutes before the strike, he said, he stopped it, because he learned at the last minute he might kill 150 Iranians. So, just think about that. We were on the verge of a new military conflict, which even if you think that strike was justified, and I could actually argue that case -- it would have been launched with no thought to the consequences, no planning for the consequences. Iran would have reacted. How would we have reacted? And up the escalatory ladder it would have gone. And how did we get to that point? Trump pulled out of this deal without any consideration of what would happen or what would come next. And the question for -- on the resolution is not whether the JCPOA is a good or bad deal; the question is whether the world is safer. I will stipulate: Iran is a terrible, terrible country under the leader of Ayatollah Khamenei. Iran has killed colleagues of mine. Iran is an enemy of the United States of America. But is the world safer without the deal? The answer is no. Since Trump left the deal with no plan, Iranian behavior in the region has gotten worse -- even according to the Secretary of State, Mike Pompeo. It's gotten more aggressive, targeting oil tankers in the Straits of Hormuz. It's actually increased support, in many ways, to its proxy militias. It has dramatically strengthened its ties with Russia and China, our two great power competitors. And if we get into an ill-conceived war with Iran, we will lose the century to China. There's a lot more to say on this topic, but given the time, the answer is no.",
69,Reuel Marc Gerecht,"I'm not sure how you can argue that. I mean, I think it's fair to say that Iran's behavior before they pulled out of the JCPOA was abominable. It was atrocious. It was hideous. It was during Obama's administration that the Iranians went wild in Syria, and President Obama did nothing. A part of the reason why he did nothing -- I think -- because he was gunning for this nuclear deal, and he was gunning for the illusion of having some diplomatic breakthrough with the Islamic Republic. And I just have to get back to this, we don't know what the Iranians are doing clandestinely. The JCPOA is like Swiss cheese. The notion that we have an idea of what they're doing clandestinely -- was, I think, disproved by what happened immediately after the deal was sealed, and that is, we went back into -- and this sort of robot-controlled -- Iranian-controlled inspection, and what do we find? We found two more particles of uranium. What did the IAEA do? Nothing. It did nothing because no one wanted to do anything. The Israelis gave the IAEA information about a warehouse in Tehran, which came out of documents that were seized. What did they find there? Uranium again --",
70,Reuel Marc Gerecht,What have the IAEA done?,
71,Barbara Slavin,From an old program. From an old program.,
72,Reuel Marc Gerecht,But -- they could be cheating. We don't know. We didn't interview any of their --,
73,Reuel Marc Gerecht,-- scientists.,
74,Barbara Slavin,How do you --,
75,Reuel Marc Gerecht,We didn't get the paperwork. We didn't follow any of the standard protocols that the IAEA uses.,
76,Barbara Slavin,"Uranium -- it -- particles like that can -- as we know, they have an enormous half-life. How do you know that this didn't date the --",
77,Reuel Marc Gerecht,Let's go find out.,
78,Barbara Slavin,-- to the previous work which was scrapped in 2003?,
79,Reuel Marc Gerecht,"I agree with you, Barbara. Let's go find out. Let's go back in there and inspect.",
80,Barbara Slavin,But how are we supposed to do that if this deal is collapsing? And what's the IAEA going to do --,
81,Reuel Marc Gerecht,The Europeans --,
82,Barbara Slavin,-- if we have no agreement?,
83,Reuel Marc Gerecht,The Europeans can call for that anytime they want.,
84,Barbara Slavin,I'm sorry. We've undermined the deal.,
85,Michael Doran,And I won.,
86,Michael Doran,Decisively. No.,
87,Michael Doran,John Donvan: Go ahead.,
88,Michael Doran,"The -- I think what Reuel is saying is that the IAEA is not going in and inspecting because the powers -- the JCPOA powers have sent a very clear message to it that they don't want them to go in and inspect sites, because they know that if they go to a military site and demand inspection -- as they have the right to under the JCPOA -- the Iranians will say, ""Get stuffed."" And that will end the JCPOA. So, there's this -- there's this dance going on, this self-delusion -- where the IAEA is not asking questions that it knows it's going to get a bad answer to.",
89,Brett McGurk,"Look, they have a nuclear program. We gave them this Particles for Peace program that Eisenhower started. We actually started their nuclear program. They then made a clandestine program through and the Russians and the Chinese, but they have a nuclear program. This is the real world. I'm not ideological about this. I'm very practical. How do you deal with the nuclear program? The two ways, diplomacy through a deal is not going to be perfect. We want to buy as much time as you can or a military strike. And all assessments of a military strike as reported in the New York Times are not disclosing anything you're going to set the program back by one or two years and then what? So, I mean, the question is do you favor a military strike to set back the program one or two years? Or do you favor very imperfect diplomacy to buy time? You hear a lot about the fact that since sanctions came back on Iran they have a lot less money. Here's the truth. They spend very little money on these proxy groups. Even according to State Department figures that came out last year, they spend about $2 billion a year max on their proxy groups. You are not going to sanction your way to better Iranian behavior. I agree with my colleagues to the right of this stage. I don't like the Iranians. They're an enemy of the United States of America. We have to work with our allies around the world to build alliances to make sure that we contain their behavior and push back. But we're at risk by this unilateral policy, as I mentioned, of losing the sentry here in the region to China and Russia. I was in Beijing not long ago. The Chinese have a very sophisticated Middle East policy. They have -- investing in four countries with comprehensive strategic partnerships. Iran, Saudi Arabia, Egypt, and UAE and the Saudis are embracing this posture. We are increasingly isolated by the way Trump has gotten out of this deal and I do not believe it's working in our interests.",
90,Bernard Haykel,"Well, I mean, I would say -- I would say that coming out of this deal has basically just lifted the veil on -- on this regime and on the people who have been trying to pretend that this is a regime that can moderate, that can change, that can become different, and the -- the way in which Iran has often been described is that there's --",
91,Bernard Haykel,Yes.,
92,Barbara Slavin,Premised on -- that's nonsense.,
93,Bernard Haykel,"Absolutely. Absolutely. The deal was premised on the notion that there were these two factions within the -- within the regime and that ultimately some form of normalization would -- would -- would happen, would come out and result from this deal because people within Iran would -- would say look, you know, such benefits have come out of this. We need to become closer and -- and -- and better -- have a better relationship with the west and that's just never going to happen. This is a regime that every Friday in its principle mosque, every Friday for 40 years has cried out, ""Death to America,"" every -- imagine if --",
94,Bernard Haykel,"Well, first of all, I don't think that delay actually, as my two colleagues have -- have argued was actually possible. Second, it gave them a pass on all this other stuff that they were doing. And, you know, if you -- if you had stopped everything, the ballistic missiles, the proxy stuff, then fine. I would -- I would think -- I would say this is a good deal, but it's not that.",
95,Brett McGurk,"So, I just -- Barbara can argue the intricacies of the nuclear deal. That's really not my area. I'll just say they're starting the nuclear program again. I don't think Donald Trump realizes the corner into which his national security team has put him in. The decision will be do we do a military strike or not and Trump has already shown he doesn't want to do that. So, we have a maximum pressure policy without the backbone of a president that's ready to see it through. So, even if I took this, and I agree with a lot of what my colleagues to the right of the stage say. This -- this strategy just really makes -- makes no sense, but the question really is they have a nuclear program. This is reality folks. And in terms of the entire internet -- the intelligence community, all the agencies of the intelligence community, in their report they say, and they've said it consistently now and the State Department just confirmed it a few months ago, Iran is not now going through the mechanisms through which to produce a nuclear weapon. They have not done that since 2003.",
96,Brett McGurk,"Look, it's a dangerous world out there as President Trump has said, but sometimes you have to trust the unanimous judgment of the intelligence community and recognize the intelligence community --",
97,Brett McGurk,They can be wrong.,
98,Reuel Marc Gerecht,"There's an incredible track record on nuclear issues, let alone so many other issues, in getting things wrong. So, I mean, the 2007 NIE said clearly they had stopped developing their nuclear weapons program. The Israeli archives that were snitched out of Tehran clearly show that’s false. It is an untenable position now.",
99,Barbara Slavin,"Maybe Netanyahu is running for re-election. If there were a real facility in Iran working on -- working covertly on nuclear weapons, he would have disclosed it to the world. Instead he had some pathetic announcement the other week -- think about some facility -- it wasn’t even clear if it was nuclear or missile -- that the Iranians had destroyed. There is not at present a program, a dedicated program, to make nuclear weapons, but there will be --",
100,Barbara Slavin,"There will be if the United States stays out of the JCPOA, if the sanctions remain, and this agreement falls apart.",
101,Reuel Marc Gerecht,I think --,
102,Reuel Marc Gerecht,"-- a logical mind has to look at the Persian material -- and I don’t think you’ve looked at it, Barbara, since you don’t know Persian -- that if you look at the material, it is clear there is a program. That program continued after 2003. Now, why would the Iranians have stopped a program that they invested -- a clandestine program which they knew the Americans and others were going to come after? Why would they stop it?",
103,Barbara Slavin,Well --,
104,Barbara Slavin,"Well, it’s their own money--",
105,Barbara Slavin,-- you know.,
106,Barbara Slavin,It was their own oil money. We didn’t give them anything.,
107,Michael Doran,"Well, look, I mean, Brett, I say this with respect and love and --",
108,Brett McGurk,Uh-oh.,
109,Barbara Slavin,Uh-oh.,
110,Michael Doran,"-- great -- you’re talking out of both sides of your mouth. Right? On the one hand, you’re saying we need to contain Iran, but on the other hand, you’re saying, “Well, they have a nuclear program, and there’s nothing we can do about it, and, oh, by the way, the main actor in the Middle East who’s going to help us contain Iran in the Arab world, Saudi Arabia, we have a problem with them as well.” So, when you start adding up all of the different positions you’re taking, you’re really saying we have to give Iran a pass. And there is not -- the choice is not between war and giving them a pass. The choice is containment, just like we did with the Soviet Union throughout its entire history. One of the problems with the deal is that -- there are two major problems with the deal. One, it did not stop their program in any way. It just allowed them to reconfigure it and gave an international legitimacy for a program that continued, and it handed them enormous resources to pursue their aggressive policies across the region, and that’s why they’re now in Yemen, which they weren’t before until the JCPOA. It’s why they are now running the show -- they’re more influential in Iraq than we are, and they are running the government basically, certainly the military forces, of Syria.",
111,Michael Doran,All of that --,
112,Michael Doran,All of that happened within the context of the JCPOA. It’s not simply a nuclear deal. It was a pass to Iran writ large.,
113,Michael Doran,How many months are they away now? How many months are they away now?,
114,Brett McGurk,"According to the intelligence -- look, according to the intelligence community -- and you can -- it’s a year. The point -- but, Mike, the point is they have this program. It’s a fact. Do we --",
115,Michael Doran,We bought --,
116,Brett McGurk,-- bomb it?,
117,Michael Doran,We bought 10 months.,
118,Brett McGurk,Do we bomb it?,
119,Michael Doran,We bought 10 months --,
120,Barbara Slavin,That’s a lot of time.,
121,Michael Doran,-- and gave them all of -- gave them -- opened all the doors of the region to them --,
122,Brett McGurk,Okay --,
123,Michael Doran,-- and gave -- and bought 10 months.,
124,Barbara Slavin,"When the stupid Bush administration invaded Iraq, we opened the region to them. I mean, you have to look at all the factors. This is not the fault of the JCPOA. This is the fault of foolish and stupid U.S. intervention in the region, support for autocratic regimes like Saudi Arabia. I mean, Iran has an affinity with these groups. Why? Because many of them are oppressed Shia minorities. If Saudi Arabia treated its own Shia better, there would be no room for Iran to play. If Saddam Hussein had not oppressed the Shia majority of his country, we would not see what we have now.",
125,Michael Doran,"Barbara, I --",
