,Speaker,Script
29,Alan Dershowitz,"-- focusing on the wrong words. I'm not denying that the right to bear arms might have some current relevance as part of a right of self-defense. What I am arguing is that prelude to the operative words of the amendment clearly have become obsolete, a well-regulated militia being necessary to the security. Now, the answer that David gives is you want the Deacons of Justice to be able to come and have an armed conflict with the Ku Klux Klan. Now I was in the south during the Civil Rights Movement. The last thing Martin Luther King wanted was to arm the people and the civil rights workers. He wanted to confront violence with peace, and a well-regulated militia would've included the Ku Klux Klan. They were the citizens. They were the ones who were worried about the government taking away their civil right to have a segregated community. And the answer that my opponents give is if the Ku Klux Klan is armed, then we ought to arm civil rights workers, and let's have a war. I think Martin Luther King gets the better of that argument."
30,David Kopel,"-- those who want -- the majorities that want to oppress minorities like the Ku Klux Klan with local police connivance, they're always going to have arms and I applaud your presence in the south. You perhaps might not have been on the summer March from Mississippi to Memphis led by Dr. King where the Deacons for Defense were there and, in fact, were providing personal security for Dr. King himself."
31,Alan Dershowitz,And how did that end up for Dr.
32,Alan Dershowitz,How did that end up for Dr. King? Not very well.
33,David Kopel,The availability of a gun.
34,Eugene Volokh,I don't understand what you're saying. The assassins are going to have the guns. The question is whether people ought to be able to have guns to defend themselves.
35,Alan Dershowitz,The assassins have an easier time getting the guns when they're easily available in society.
36,Eugene Volokh,"How do you propose making it hard for an assassin in a country -- How do you propose making it hard for a political assassin who is willing to throw away the rest of his life essentially for his act, making it hard for him to get a gun in a country where there are 300 million guns. Alan Dershowitz:That's the point. That there are 300 million guns. I want to live in a country where there are not 300 million guns."
37,Sanford Levinson,"Okay. Ninety percent of the American public, rightly or wrongly, but 90 percent of the American public thought that the Senate should at least take a vote on enhancing background checks. It never got to the floor of the Senate. Last night I think the NRA invited people before the debate to chime in with their views, and I was told before we came out that the current vote is something like 43,000 against the motion and --"
38,Sanford Levinson,Yes.
39,Sanford Levinson,"Right. And --John Donvan: And it's 90 -- it's 46,000 against the motion and 700 for the motion."
40,Sanford Levinson,"The strongest argument for substantive constitutional rights is when you believe that a vulnerable minority is likely to be victimized by what Americans learned to call ""the tyranny of the majority."" Whatever your views are on gun control, at least right now -- and throughout most of American history -- it is so wildly unlikely that the -- however many people own the 300 million guns -- because most people who own guns, I think, own multiple guns -- that they are comparable to Jehovah’s Witnesses, say, or some other vulnerable minority that they need the special concern of judges, basically, to make up public policy for the entire country."
41,David Kopel,So --
42,David Kopel,Sure.
43,David Kopel,"Constitutional rights are not only for persecuted minorities. I don't think ABC, CBS, the New York Times, and the New York Daily News are comparable to Jehovah's Witnesses either. And it's very important that there be a strong First Amendment to protect them. And in Nebraska, where the right to arms is culturally strong, the Second Amendment is still necessary for exactly one of the issues you raised -- the right of legal permanent resident aliens to obtain concealed carry permits to carry handguns for lawful protection as law-abiding American citizens can do. And unfortunately, there are in this large and diverse country just about anything that you can say is nationally popular is going to be nationally unpopular with some local group of people who don't celebrate diversity and respect all rights. And in places like New York City and San Francisco and Chicago, with their irrationally extreme anti-gun administrations -- absolutely the Second Amendment --"
44,David Kopel,-- --
45,David Kopel,"People in Washington DC would have no right to defend themselves in their home against a violent home intruder, for example."
46,Alan Dershowitz,Even if they voted that way -- this is interesting. What you're --
47,Alan Dershowitz,"-- in argument for diversity, that would deny the people of New York the right to show their diversity by saying, ""We don't want to be like Montana. We would much prefer to have fewer guns."" That argument is rejected in the name of diversity?"
48,David Kopel,"Diversity is not suppressing someone else's rights. That's no part of diversity. Diversity is respecting everyone's human rights fully. Alan Dershowitz:And respecting them from a point of view of the majority prevails when you have different views, and different cultures, and difference societies, and different attitudes, and different approaches. And if the people of New York City have a different view from your view, why should they not have the right to express that view and have it implemented?"
49,David Kopel,Because --
50,Alan Dershowitz,Isn't there a right to a gun-free society as well? Why don't we have that right?
51,Eugene Volokh,Is there a right to --
52,Eugene Volokh,Is there a right to a blasphemy-free society? Is there a right to a --
53,Alan Dershowitz,"No, because blasphemy doesn't hurt anybody."
54,Eugene Volokh,"So, but the whole point of individual rights are that they are trumps on majority rule."
55,Alan Dershowitz,"Sandy Levinson said, you need to have the right to blasphemy, otherwise the Jehovah's Witnesses would be prosecuted. The reason ABC and NBC have the First Amendment rights is we can't distinguish between them and the Jehovah's Witness handing out a leaflet. The basic right belongs to the Jehovah's Witness. The derivative right belongs to ABC --"
56,Sanford Levinson,"All right. I'm just a Texan. I think we ought to be aware that there's something strange. Again, what everyone's views are about gun rights in the United States -- there's something strange in referring to them as a human right, because -- and here's, I think, where Alan's point comes home -- it really is quite remarkable that among the roughly 190 countries or so that are currently in the U.N., there are a grand total of four that recognize some kind of constitutionalized right to bear arms. And you discover that the Mexican constitution allows reasonable regulation. So, it may be -- I mean, this is -- again, topic for a different sort of conversation -- it may be that there is something about American culture that recognizes that it is a right within the United States. It's part of American exceptionalism that guns are treated much more seriously than anywhere else in the world, but human rights arguments really do have a universalistic overtone. We talk about intervening in foreign countries because they don't recognize human rights. So does David suggest that we invade --"
57,Sanford Levinson,-- one or another of the 108 countries --
58,Alan Dershowitz,But guns are necessary for self-defense. I think that's what David means.
59,Sanford Levinson,"No. I'm talking about -- no. I'm not making that argument. I'm simply talking about nomenclature that it's one thing to say we in America are committed to certain rights, some of which look very, very odd to the rest of the world. We could talk about hate speech in this context, and you and I both agree that hate speech is protected by the 1st Amendment. Most countries around the world don't protect hate speech, and they're decent liberal countries who simply have a different understanding of what free speech means. All I'm saying is that an argument based on the particularities of American culture is very different from an argument based on human rights."
60,David Kopel,"The United States is unique with its exclusionary rule against illegally seized evidence being used in court. We have much stronger rules against the establishment of religion than most other countries do, but I think the fact that many countries have gone away from what was traditionally their respect for much of their history of the right to arms and of the right of self-defense, does not denigrate that right from it existing at all as a human right. As the United States Supreme Court said, the right to assemble and the right to bear arms are both found wherever civilization --"
61,Alan Dershowitz,Which countries have moved away from the basic right of self-defense?
62,David Kopel,"Oh, England."
63,Alan Dershowitz,England? England. Self-defense. You mean to have it enacted stand your ground laws?David Kopel: No. It means their guns laws are structured --
64,Alan Dershowitz,"No, no, no. I'm talking about self-defense. Great Britain common law provides for a fundamental right of self-defense. I challenge you to name one country that has abolished the right of self-defense."
65,David Kopel,"England has gravely restricted it in practice. Fortunately under intense popular pressure they had some reforms a couple of years ago, which restored some of it, but they have the principle of proportionality."
66,Alan Dershowitz,Of course they do. That makes sense.
67,David Kopel,"Well, no. Not as it works in England, because if you're a woman and a guy who weighs 200 pounds more than you is beating you to death with his hands and fists, under English law you can only -- could only fight back with your hands and fists. You couldn't shoot that person, because then you, the victim, woman, would be escalating."
68,Alan Dershowitz,"On the other hand, the NRA proposes a law whereby if you're in your car and can go from zero to 60 in one second, somebody comes over to you with a knife and you have the option of running away, you have the right to stand your ground, pull out your oozie and kill him in cold blood. That's the NRA's position on self-defense. There are absurd NRA positions on self-defense. There are reasonable --"
69,Alan Dershowitz,"I prefer the English rule to the Florida rule. John Donvan:-- the NRA's stance on gun control tonight, but we are -- this point did come up in terms of the constitutional issue. Your opponent -- speaking out to the side that's arguing that The Constitutional Right to Bear Arms has Outlived Its Usefulness, your opponent said well, you know, the constitution -- the amendment may be there, the right to bear arms may be enshrined in the law, but that doesn't mean that you can't limit gun control. That, in fact, the Heller decision specified all sorts of situations, guns in the hands of mentally ill people, felons, et cetera, that as it is your hands aren't tied, in fact, to effect gun ownership laws in the United States, and I just want to have you respond to that and then hear what your opponent says in response."
70,Sanford Levinson,"You know, I agree with that."
71,Sanford Levinson,"Most Americans, if you poll them, believe a) that there is some kind of fundamental individual right to own firearms, and b) that there ought to be reasonable regulation. So, the question is who ought to decide at the end of the day what counts as reasonable regulation? I believe precisely because there's so much difference -- good faith difference of opinion, that this is an America of the 21st Century, a subject for legislative resolution. You won't like some of the particular solutions, but that's what federalism and political diversity is about. But none of us on this panel is arguing that the state can never ever limit guns, and at least as a political preference, neither Alan nor I would support in the United States in the 21st Century a proposal to ban any and all firearms, but we're talking about reasonable regulation and who ought to make reasonable regulation."
72,Sanford Levinson,"Well, but there's a tension here, because -- I mean, for the first 200 years of our history, the Second Amendment really played no role in American constitutional law, if you define that as judicial decisions, especially at the national level. It's only been in the last six, seven years that it's played any role. So, the debate, in part, as well, should the Second Amendment now really be invigorated so that five to four majorities of the Supreme Court will decide whether or not Martha Stewart should be able to have a gunfor self-defense? And it appears, although Justice Scalia didn't offer even an iota of a reason -- that he said, ""No, she doesn't get it."" Or do you want these -- let's say, hashed out? Either the Second Amendment really has some genuine bite to it or it's an expressive aspect of the Constitution --"
73,Sanford Levinson,-- as it has -- as it was for roughly for the first 200 years of our history.
