,Speaker,Script
16,Jennifer Rubin,"All right. America First is such a silly idea, not even Donald Trump could adopt it. He has, in essence, repudiated most of what he advocated during the campaign, because America is the leader of the free world. It does guarantee the international order that has kept the peace, that has provided prosperity to democracies for 70 years. He has, for example, gone ahead and dropped a very big bomb on Afghanistan. He is reviewing the battle plans. He still wants to be engaged and wants to destroy ISIS. He is not leaving NATO. In fact, he's been glad handing and affirming that NATO is no longer obsolete. You can differ with how he's gone about it, but it's very clear that in concept, he has not applied it because it cannot be applied. America must be the leader. If not, bad actors take over. We've seen plenty of examples of that. And so, in that, I commend him."
17,Jamelle Bouie,"I declare no. So, I think it's worth going back to the origins of the phrase, America First, right? This is a phrase from the 1930s. This is a phrase associated with isolationism and anti-Semitism. It is a phrase adopted by people who did not want the United States to go to war against Nazi Germany. That origin is relevant to how we think about what America First means in the Trump administration. What it means in the Trump administration are policies that don't put Americans first, they put particular kinds of Americans first. Immigrants are not put first. Muslims are not put first. The kinds of Americans favored by the Trump administration are -- it's an exclusive category. And so, if that's what we mean by ""America First,"" sort of this exclusive ethno-national division of the country, then obviously, no, it's nonsense. If we're going to broaden it out to mean, ""Oh, yeah, America is great. We should do things for Americans, that sounds cool,"" then, like, yeah, of course people are going to say ""America First"" is a sound policy direction. But in terms of its practical applications, as we're seeing from this administration, it's bunk."
18,Kris Kobach,"Well, I would say that when he articulated the view America First throughout the campaign, I don't think he was doing so with echoes of the 1930s, in people's minds. I think most people probably don't think of that when they think ""America First"" -- especially in the context of the last few years, where you've seen -- you know, you name the international institution where the United States seems to be paying more of its fair share and getting less of its fair share out of it. And so, you know, while I certainly agree that there is that history, I don't think that this phrase has the same meaning today."
19,Jennifer Rubin,"Oh, come, come Kris. I think we know exactly what that means, and we know -- Mr. Bannon -- what it means. We know that Donald Trump practically endorsed Marine Le Pen, who is a fascist, who is an America First in French garb. So, of course we know what he means. We also know what he means when he hires people who have indeed dabbled with, encouraged anti-Semites, white nationalists. We know exactly what he means."
20,Ian Bremmer,"Sure, we know where it came from -- because a lot of people didn't want to get involved in World War II, Charles Lindbergh and the rest. But I mean, my point is not -- look, the issue we are debating here is not whether we like America First or whether we'd vote for it; it's whether it's sound. And you know, when I look at the geo -- the economic recession of 2008, the United States had to respond with TARP, a trillion dollar bailout. Bush and Obama. You know why? Because if we didn't, our economy was going down with everyone else's. We are now talking about a geopolitical recession -- whether the United States wants to be fighting wars in Iraq, and Syria, and Afghanistan -- places like that. There -- if the United States doesn't do as much, Syrians can't swim here. Obama actually said, ""Look, ISIS is the JV team."" The rest of the sentence was, ""In their ability to hit the United States."" That's true. And the fact that I would like us to be a country where the Statue of Liberty really stands for something, and we're not anymore -- doesn't mean it's not sound policy. It just means I'm not happy with it."
21,Rich Lowry,"Well, again, this is a theoretical discussion. Donald Trump does not know the historical resonances of this phrase. It was 70 years ago. As Kris points out, most Americans do not know the historical resonances of this phrase. If we are debating this question in the 1930s, I would be on the other side. We are not in the 1930s. And you know, Ted Cruz -- I guess Jen would consider him an anti-Semite as well, or budding anti-Semite, because he actually used this phrase during the campaign. And it was just a way --"
22,Jennifer Rubin,"No, he's just unprincipled."
23,Rich Lowry,"Okay, fine. But he's not an anti-Semite. So you actually -- people can use this phrase and it's okay. And the way Trump means it is to denote, we're not going to engage in major land wars to try to democratize other countries, and we're not going to harm our economy to supposedly save the planet, and we're not going to welcome anyone who wants to come here, whether they are going to thrive in the society or not. That is common sense."
24,Jamelle Bouie,"So, the notion that American politicians should work in the interests of Americans is banal, right? That's just what politics is. And so, to use a phrase like ""America First,"" regardless of whether or not Donald Trump knows its origins, actually conveys something. Words have a meaning; phrases have a meaning. Symbols have meaning. And so, whether or not America First is a sound policy direction, depends on what America First means in our history. And what it means is not simply putting the best interests of Americans first. What it means is a particular vision of nativism, a particular vision of exclusivity, a particular kind of America that works for some of us -- people who look like me, not in that group."
25,Jamelle Bouie,And works for others.
26,Rich Lowry,You're contradicting yourself.
27,Rich Lowry,-- you're saying --
28,Rich Lowry,"So, you're saying Donald Trump doesn't know the real meaning of this phrase, but he really means it in this nefarious way?"
29,Jamelle Bouie,"No, no, no, no, that's not what I'm saying."
30,Rich Lowry,"So, you're saying he doesn't understand what it means."
31,Jamelle Bouie,"That is not what I am saying at all. What I'm saying is that America First has a meaning independent of Donald Trump. And whether or not Donald Trump likes the fact that it has this meaning actually affects how we should understand what it means for it to be sound policy. And then when we look at the kinds of things Donald Trump is doing from immigration policy, from refugee policy, from appointing or nominating Jeff Sessions to be Attorney General of the United States, then there is a connection between what's happening today and that meaning in the past. And that is --"
32,Kris Kobach,"We are a democratic republic. We are a place where the voters have decided in the Electoral College who is going to be president and that's the way the system works thankfully. And the point is that we can say, ""Well, this term meant something to an audience in the 1930s. They would have thought something else."" But we're talking about the English language as it's used today and America First, Buy American and give priority to American interests is what the Trump Campaign articulated. And, like it or not, he won the election largely because that was his central message or that was the theme that united the, ""Make America Great,"" message."
33,Jennifer Rubin,"And now he's not following it. It's one of the policies -- one of the stances I'm very pleased he has thrown overboard with a whole bunch of the other ones. He is engaged in Syria. He issued -- ordered for a purely humanitarian strike, something President Obama did not do. He is bent on defeating ISIS. So, I suppose he does think that ISIS and Syria and Iraq pose some sort of threat to us. He has reaffirmed NATO. Sure, he wants them to spend more money, but every president does. He just makes a bigger deal of it. Every single Secretary of State has tried to get NATO to pay up. He is taking on the North Korean threat. That's an international project. He's trying to work with China to get North Korea to disable their nuclear program. This is not America First. This is good old internationalist sound thinking, respect for our allies, American leadership in the world."
34,Ian Bremmer,"I'm sorry, I --"
35,Ian Bremmer,"-- I think the point I guess I push back hardest on is the notion that America First, if you don't say it's nefarious, is banal. And I don't believe that at all. You obviously don't either because you're saying he's arguing against it. Leaving aside that inconsistency, we have unilateralism is what Trump is about, right? America First is basically saying, ""There are a lot of alliances we've had around the world and we've been constrained because we're forced to act in certain ways. There are values of liberal democracy which, frankly, we don't live up to very well. But we're going to be aligned with countries because they support it. Trump's saying, ""I'm going to work more closely with the Turks. I'm going to engage more closely, if I can, with the Russians."" Again, you may not like it. That is a very different kind of policy and, certainly, you can have a bomb of Syria and be America First because you're not asking your allies in advance, ""Oh, will you do this with me?"" or, ""Am I going to get support for that? Then I'll go in,"" no. Trump did that unilaterally in a fairly limited and defined way on the back of support from his defense advisors. That strikes me as perfectly consistent with America First."
36,Rich Lowry,"Yeah, these -- yes, there have been some contradictions, but Trump said throughout the campaign he was going to bomb the heck out of ISIS. So, it's not surprising that he's bombing ISIS for a contradiction or a contradiction of America First. Same thing, Jenn is shocked that President Trump dropped a big bomb on Afghanistan? This is the least shocking thing that's happened in the last 90 days. North Korea -- look -- go and read his foreign policy speeches. Last April, last fall, he talks about North Korea being an enormous problem that he's going to focus on and he's going to try to pressure the Chinese to do more about it. So, I think Jen has kind of a definition she has made up of America First that is totally removed from things that Trump actually has said in formal speech."
37,Jennifer Rubin,"Well, let me give you --"
38,Jennifer Rubin,Yes.
39,Rich Lowry,It was a mild corrective. It wasn't a direct attack.
40,Jennifer Rubin,I'll give you 20 seconds.
41,Jennifer Rubin,"Donald Trump, for example, said, ""Who cares about Ukraine. Let the Ukrainians in or let the Europeans do it."" He's not doing that because of course that's an insane policy that would destroy the concept of national sovereignty that would put NATO at risk. He has dumped that. Good for him. That's not an -- that's not an America First policy. That's a Europe-Western Alliance First policy."
42,Jamelle Bouie,"I want to harp on this point that, like symbols are a thing and they actually mean something, that, again, if we were simply talking about and we were talking about mirrored unilateralism. You would say is unilateralism a sound policy if you were talking about if should the United States government focus its material resources on American citizens. Primarily, we would use that terminology, but America First has a particular symbolic meaning. I grew up --"
43,Jamelle Bouie,-- let me say this.
44,Jamelle Bouie,"I grew up in southern Virginia. I grew up in a lot of -- in places where lots of people flew confederate flags, some of them my friends, people who said no, this is just a symbol of my southern heritage. This is just a symbol of my sense of defiance against an overbearing government. Whatever. It remains true that that symbol has a meaning independent of what those people want it to mean and that when evaluating what they're doing you have to keep that meaning in mind. And so, we can -- you can -- this is not to say that you shouldn't think America First is a sound policy direction, although I do not; it's to say that you can't simply bracket what the phrase actually means in American history."
45,Jamelle Bouie,"So I don't necessarily see that as a contradiction. It is -- so, what I'm arguing is that there is this history that America First has a pretty well-defined meaning in the context of American history. Trump does not know this whatsoever, but Trump is taking actions that are consistent with what that meant in American history. And so, regardless sort of what Trump cares about or what Trump knows as observers and as people analyzing this, we should keep that in mind."
46,Kris Kobach,"I'm finding it hard to comprehend this position because you're saying that the term -- the words are almost forbidden to use because if you use them, you bring up images of the past, but the rest of us are saying this is so obvious that we have to put America First, so maybe we just have to use a synonym for America First because that particular term is incorrect, but I would even disagree that, you know, you're saying that he has echoes of the 1930s America First, no he clearly doesn't. He's willing to project American power internationally when he feels there is a clear balance of interest in favor of the United States. So, I don't think America First today means isolationism. America First today means we're going to see if it's good for us. If it's good for us, we will strike internationally. If it's not good for us we're hanging back."
47,Jamelle Bouie,"Admittedly I was thinking more of the antisemitism part, but that's fair."
48,Jamelle Bouie,Jamelle.
49,Rich Lowry,"-- what is -- sorry. What is the war, world war that we're staying out of? Trump actually thinks, and other people think, we're in a war with radical Islam and he has been completely consistent saying we're going to go and smash them by any means necessary and he's in favor of enormous military build-up. So, if your argument is just sort of inadvertently somehow symbolically he's returning to the policies, that's just obviously not the case."
50,Jennifer Rubin,"Well, --"
51,Rich Lowry,Thank you.
52,Jennifer Rubin,"-- well, Rich because he's very clever, has managed to define anything that Trump does as America First regardless of whether it's in support of an international alliance, regardless of how it is and we can play that game because in essence as several of my fellow debaters have said, it's meaningless because all presidents pursue their self-interests."
53,Jennifer Rubin,"To some degree it is. What he was saying is that, and this is I think sort of the menace that is at the heart of his philosophy, that somehow elites, and we can talk about who he thinks those are, have sold out America by helping other people at our expense. I don't think that was ever true. I don't think even in his worst days that's what either President Bush or President Trump -- or President Obama was doing. But that's the tale he has told and the phrase he uses is meant as an invective towards other people who have opposed his views. He says you haven't put America First, in essence you've been a traitor. And that's the language and that's the dialogue that Donald Trump uses."
54,Ian Bremmer,"Very important point here, which is that there is a belief on the part of many in the Trump administration, that you have a series of U.S. CEOs, U.S. bankers. They say they're American, but actually, there's nothing American about them. They will hide behind their shareholder and fiduciary responsibility. And if it turns out the taxes happen to be cheaper in Ireland, they'll do a corporate inversion. They're not American companies anymore. And the perspective is that those organizations, with immense money and special interests, have been able to capture the American political process against the interests of the average American. That makes a lot of sense to a lot of average Americans, and why they don't support a lot of the free trade. I don't think that's fake; I think it's real. It doesn't resonate with me, a wealthy New Yorker, but it resonated with my brother, who voted for Trump. And I think that's interesting. Finally, we should remember where America First came from in this campaign, which was Maggie Haberman and David Sanger interviewed Donald Trump on foreign policy. It was the first time -- and they asked if he was an isolationist, and he responded strongly against it. He's like, ""No, people are taking advantage of us. I want better trade deals. We're the superpower. We should act like it on behalf of the American people."" And they said, 'Well, what about America First? Would you consider that a good definition of you?"" And he said, ""Yeah. Yeah. America First sounds good."" So, look. If you think the New York Times is anti-Semitic, and that they were the ones that pulled this from the 30s, you can have that. That's not my view personally."
55,Rich Lowry,I am a yes.
56,Rich Lowry,"The timing here is quite notable. On the night of the election, futures fell precipitously. Paul Krugman predicted the market would never recover. And immediately thereafter, it went on a huge run-up. And it's not hard to understand why this happened. The market considers tax cuts, deregulation, infrastructure spending to be stimulative, because broadly speaking, they are stimulative. In fact, most economists agree that if you cut the corporate tax rate, that directly increases corporate profits, and therefore, makes companies more valuable. So, just the expectation of corporate tax reform alone would be enough to drive the market up. And even Democrats of good standing -- like the former Obama economist Austan Goolsbee -- said this fundamentally is the dynamic that's driving the markets. So, to vote on this resolution, you don't have to vote on whether you like Trump's economic policies; you just have to acknowledge what's obvious -- the stock market and Wall Street like his economic policies."
57,Jennifer Rubin,"That will be a no. The stock market obviously got very excited once they thought the promise of Donald Trump and the policies that -- some of the things Rich listed were going to come their way. In fact, none of that is coming their way, and that's in why you saw the bond market begin to tank last week. It's coming to a realization this man is not capable of delivering on tax reform, he's not capable of delivering on healthcare, he's not capable of delivering basically on anything that has to go through Congress. He has done some regulatory reform, and they sort of like that. But ultimately, what does Wall Street tell us? It's a prediction of profits. And if profits are not there, the market will go down. Linking his success to the market is a very dangerous strategy, and when there is a course direction that goes the other way, I'm sure Rich will be arguing that Donald Trump had nothing to do with it."
58,Jamelle Bouie,"No. So, the resolution, right, is the stock market is saying Trump is good for the economy. Do -- is the stock market correct? Right? Is the stock market --"
59,Jamelle Bouie,"Right. Is the stock market -- should we trust the valuation of the stock market? Now, for my part, I'm not sure that I do -- I certainly -- you know, I save some portion of my savings in an index fund, you know. I hope the stock market does well. But in terms of the broad economy, how it works for most Americans, how it works for ordinary people, I'm not sure that I trust the stock market's evaluation of whether or not Trump is good. And looking at the Trump Administration's proposed policies from tax reform which is heavily weighted towards the wealthiest and the largest corporations to health care, it is weighted towards taking it away from people. I think the stock market is wrong, that the Trump Administration is not going to be good for the economy for the reason that the Trump Administration will be harmful to the vast majority of Americans who participate in working that economy."
60,Ian Bremmer,"Oh, it's really close. I'm going to say, ""Yes,"" though in another 100 days I'd probably say, ""No."" It's -- no, no, no, because it's in the process of getting to, ""No,"" but it's still saying, ""Yes,"" right now. I mean, when you talk to actual market participants, they're still kind of thinking, ""Yeah, it's really hard to govern the United States. It takes a long time even with Republicans in the House and in the Senate, but everything he's saying on tax sounds good to us. We like it."" And executive orders, regulatory rollback -- the fact is it may be bad for the environment, but over the course of the next year, year and a half, you're going to see frackers with a dollar to two-dollar cheaper ability to produce energy. That's not only a tax benefit for the average American, but it's good for that economy. Coal certainly isn't coming back on the basis of anything that Trump is doing but, again, we're not talking about that. Long term, is this good for the dollar? It may not be, right? If you're going to trade war between the U.S. and China, that's a problem. How about a war with North Korea? We'd hate that. Does any of that price into the market? Absolutely zero. The market is very short term and, right now, the animal spirits -- you just saw the markets in Europe go up on France. That's ludicrous except for the short term. Right now, markets are saying Trump's good."
61,Kris Kobach,"Obviously, yes. I mean, I don't see -- I mean, it's difficult to argue otherwise. I mean, if you look at the graph of the Dow Jones, right up until November 4th, it's going along at -- well, I guess from your perspective, it's going along like this and then, on November 4th, which is the Friday before the election, it's at 17,888. And then the next week it rockets upward and continues on an upward climb until the beginning of February and it's up above 20,000. It's been above 20,000 since the beginning of February, sometimes getting as high as 21,000. But it stayed way up there. So, I think that this isn't coincidence. It's causation. Clearly, the election caused the stock market to surge. I think Rich is right. A lot of it has to do with corporate earnings, right? Corporate earnings drive the stock market and the Trump Administration, along with many in Congress, have said that they want to reduce the corporate income tax which is among the highest in the world. If the corporate income tax comes down, the corporate earnings go up. And then you also see consumers. It's not just the companies. Consumers -- the consumer confidence index also took a positive switch right after the election and has remained positive for 22 weeks. So, clearly, it's good for the economy from both perspectives."
62,Jennifer Rubin,"Picking up on what Jamelle said, the question here is whether it is good for the economy. And I don't think some of my fellow debaters really homed in on that."
63,Kris Kobach,Is that really the question?
64,Jennifer Rubin,"Yeah, that is, whether it is good for the --"
65,Kris Kobach,But the stock market thinks it's the stock market.
66,Jennifer Rubin,The stock -- well --
67,Jennifer Rubin,-- we've had a little discussion about that.
68,Jamelle Bouie,I'm changing my .
69,Jennifer Rubin,"Exactly. And, to that point, I think it's not, obviously. We have real systemic problems in the United States having to do with low productivity. The things that Donald Trump is proposing, by and large, do nothing for those things. They would make some of the worst in many instances to the extent that we need inputs in education, science, and the rest. He's really sort of decimated that part of the federal budget which is the good stuff that people like. He has this notion that a supply-side tax cut dug up from the 1980s is the way to go that is going to give relatively little to the small guy. So, the issues that we're facing, which are, ""How do you prepare American workers to get the open jobs?"" not simply to make jobs, but to have Americans to fill them, that is, in large part, the problem that many people are trying to solve and I would commend you to take a look at a piece today in The American Enterprise Institute --"
70,Jennifer Rubin,-- which essentially makes that case.
71,Kris Kobach,I don't look consternated at all.
72,Jamelle Bouie,"Those investors are most concerned with their short-term economic prospects, and I'm sure that for them there is something happening here. The promise of deregulation, of tax cuts is great for them, but if we're talking about the economy at large, the economy is not simply a bunch of Wall Street investors, the economy is producers. It's ordinary workers. It's tens of millions of people, hundreds of millions of people whose prospects it's not clear Trump will actually be good for. And so, I think the investors are wrong and if the resolution here is evaluating whether or not they are right or wrong, I'm still going to stick with here."
73,Rich Lowry,"So, the question is whether the stock market is right."
74,Jennifer Rubin,Would you like to change your vote?
75,Rich Lowry,"Well, I mean, these are people who are --"
76,Rich Lowry,They really have money in the game. They're not just journalists popping off and --
77,Rich Lowry,"I guess all of us up here qualify for that except maybe Kris. And the economy has been dragging along at 2 percent or less growth and I think part of the market rally was just relief. There's not going to be more regulation. There's not going to be higher taxes and I don't think the Trump agenda is a complete one, but it's a good start to deregulate, take the boot off of the government off businesses, to get a corporate system that actually makes sense. We have the highest corporate tax rate in the advanced world, which is a huge drag on our companies, and I'm not a fan of infrastructure spending, but at least in the short term that is stimulative. So, I don't think the stock market is irrational."
78,Jennifer Rubin,"Unfortunately, Trump doesn't seem to be able to do any of this. We don't see any evidence that he's able to deliver on these very large legislative projects. Now, maybe, things will turn around dramatically, but if you haven't done something in the first hundred days and in fact you've failed in the first hundred days on each of your big legislative initiatives with the exception of the Supreme Court, that doesn't bode very well. So, I don't know whether these people are good market watchers. I suppose they are because they make their living, but they're bad political watchers because they haven't evaluated how poor he is at delivering."
79,Jennifer Rubin,"That's the market, not the economy."
80,Kris Kobach,"Well, but the -- exactly. And the market -- the free market decisions in turn drive the strength of the economy. And so, if you look at -- sometimes we do have a stock market where the stock market is going up and consumer confidence is not especially high. But here we have an interesting coincidence of the stock market going up dramatically at the same time that consumer confidence is also turning around in a dramatic way. So, therefore, I think the stock market is going to be reflective of people buying, people building homes, manufacturers investing in plant and equipment, and so therefore I don't think it's much of a stretch at all to say if you're going to bet money on the stock market or bet money by investing in your corporation now's probably a good time to do it because all the factors are put -- and let me just give you a couple numbers, Pew Research says that Americans currently hold the most positive assessment of the U.S. economy since 2007. Gallop Small Business Index reflects the fact that small business owners are the most optimistic they have been since 2007. So, if you have this confidence and optimism it's almost self-fulfilling in the way our economy works."
81,Jamelle Bouie,"One interesting wrinkle to throw at you, Kris, is that immediately after the election when asked about their assessment of the economy and broken down by partisanship, Republicans immediately went from being no this economy is crap to this economy is great, and so how much of what you're describing is actually representative of anything? How much of it is just sort the irrational passions of partisans? And in which case -- I don't quite understand how you can then say oh well look, Trump is causing all of this. Trump is actually doing something here. When the actual conditions on the ground have really changed."
82,Ian Bremmer,"Yeah, so, look. First of all, the United States is not Turkey or Russia. Corporations don't expect U.S. officials to do an awful lot. They just want the government to keep working. You ask the average American CEO; will they invest more in this market as long as you don't actively break it. In other words, don't break through the debt limit. Don't shut government down, but I don't want you to touch an awful lot, right? Like, I don't want a lot of additional legislation. From that perspective, accomplishing little on the legislative front, and regulatory rollback, is kind of a corporate wet dream, right? So, you know, I do think that if you want to go animal spirits, as it were, that is going to get you more benefits, and it definitely shows that the economy is doing better, and that the stock market is doing better. I think the likely connection of that to the average American worker is increasingly distant."
83,Ian Bremmer,"""It's not good for us long term."""
84,Ian Bremmer,"Former Secretary of Treasury, now professor at Harvard. And -- but Democrat, right? I mean, a serious Democrat. No fan of the Trump administration, no fan of the Secretary of Treasury, no fan of this entire team -- in fact. I think --"
85,Rich Lowry,Is there anyone he likes?
86,Ian Bremmer,Yeah. We get along very well --
87,Ian Bremmer,"Right. But we even had a guy -- this was a guy who clearly was saying that in the short term, the response to your question -- one of the biggest Democratic minds on the economy recently -- believes that the stock market is right on this."
88,Jennifer Rubin,"I guess Kris and Rich owe Barack Obama a huge apology, because if their definition is that the stock market takes off, that's good for the economy, the stock market had a huge run-up during President Obama. So, obviously, that's not what we're talking about. What we're talking about is growth in average wages. We're talking about employment, we're talking about a higher participation rate, we're talking about, in essence, a recovery for the middle class. And the things that Donald Trump has recommended are not really going to get us there. Some of the things that he might want to do might get us there. But again, he's not getting infrastructure spending. He's not getting any of this through. So, as -- the ability of someone to deliver on an agenda that is responsive to the actual needs right now -- which are low productivity, a mismatch between labor and business -- he's not going to do it for us."
89,Rich Lowry,"Yeah. I would say the persons on each side should have a little note of modesty here. George W. Bush pursued a very traditional Republican economic policy. It didn't work out so great. President Obama pursued a very traditional liberal economic policy. He stabilized the financial system in the midst of the financial crisis, which is significantly to his credit -- partly responsible for the stock market running up. But it hasn't worked great either. And I think Trump, at his best -- and this is an optimistic interpretation -- is going to do kind of these traditional stimulative things to try to create a broader environment of -- for growth and create more jobs. And he's going to focus on the lower part of the income distribution, where people have really been hurting and haven't felt the recovery. And he's going to try to get a tighter labor market down there -- not just through more jobs, but discouraging foreign competition, both by trying to create a culture that tilts more against outsourcing and also by reducing the flow of low-skilled immigration, which comes in here and competes against low-skilled native and legal immigrant workers."
90,Jamelle Bouie,"I'm just -- so, I'm skeptical that any of this will actually happen for Jen's stated reasons, right, that we have no actual concrete evidence that President Trump or his team is capable of carrying -- pushing through or carrying through any kind of legislation to that effect, and that's assuming -- that's like -- that's buying your premise that this stuff would help low-wage and middle-income workers. For my part, even if Trump were successful, the kinds of policies that the Trump administration supports, they say nothing about wealth inequality, they say nothing about racial wealth inequality. They say nothing about the concentration of business and corporations across the country -- which does have a deleterious effect on people in the middle of the country. The Trump administration's healthcare policies would directly take money out of people's pockets. So, you know, add it all together, and you have a footprint for the typical American that is very negative. And if we're thinking about the economy in broad terms, beyond just Wall Street and investors, then again, if we're looking at that resolution, I don't think there's much evidence at all that Trump would be great for the economy."
91,Kris Kobach,"Okay, I see Jamelle and Jenn shifting a little bit to say, ""Okay, yeah, we're not going to be able to win this debate on GDP growth, so we're going to have a more nuanced view of what, 'good for the economy,' means."" Well, I'll take them on, on that. Jenn says, ""good for the economy,"" means that the lower-income workers see wage improvement. It is undoubtedly true that there has been wage stagnation for I think going on seven years now. You have just seen wages just flat in blue-collar jobs. Now, if we do what Trump is already doing -- he doesn't need to wait on Congress to do this. He's already increased removals of people illegally in the country. We are at 21,000 now since -- as of late march and a year ago we were at 16,000 over the same period. You will, with the removal of these individuals, open up jobs for Americans who are out of work. And that will, in turn, cause wages to go up, too, as we -- as you decrease the supply with the illegal labor leaving the pool. And that's why blue-collar workers did something really amazing that ended up winning Pennsylvania and Michigan for Trump as they voted overwhelmingly for Trump because they know intuitively that in the job market where they are fighting fist to fist for those jobs that this will improve their chances of holding jobs and improve the level of wages. Another example is favoring jobs over -- when you have jobs versus environment conflict, Trump has said he's going to pick jobs. So, Keystone Excel, he's already done that. And so, that's another example of jobs created in the short term without having to wait on Congress."
92,Jennifer Rubin,"Well, I suppose if you believe that throwing out illegal immigrants is going to create whole jobs and industrial jobs in the Midwest, then Kris is right. If you actually think that the problem for those displaced workers has nothing whatsoever to do with illegal immigrants who aren't even in the states that we're talking about, then I think that's not a very good immigrant. So -- Nor do I think, for very classical conservative economic reasons, that Buy American makes any sense whatsoever. It doesn't. We have American companies that have supply chains. That doesn't make any sense. We have foreign companies that are located here that employ lots of people. So, that doesn't make any sense. So, a lot of the stuff may make them feel good. Maybe they don't like illegal immigrants for other reasons. But it's not going to help the economy."
93,Kris Kobach,"Look, we have illegal workers in every state. And when you have that, a large presence of illegal labor, it takes what once were --"
94,Jennifer Rubin,"They're tiny in these states, tiny."
95,Kris Kobach,It takes jobs that once -- and you also suggested that these are jobs that Americans won't do anyway. Look at meatpacking.
96,Jennifer Rubin,I didn't say that.
97,Kris Kobach,"In Kansas, we have illegal --"
98,Jennifer Rubin,I didn't say that.
99,Kris Kobach,"-- labor has displaced U.S. citizens in meatpacking. Meatpacking used to be a job a U.S. citizen could raise the family on and have a really good wage. We have a team -- a football team in the NFL named after the meatpacking industry. Now, everybody seems to think that's a job that U.S. citizens won't do and it's in part because the illegal labor has come in and depressed wages so U.S. citizens don't take those jobs. Union --"
100,Rich Lowry,"depressed wages, not illegal immigrants."
101,Kris Kobach,Union and nonunion. It's true in union and nonunion meatpacking plants. Doesn't matter.
102,Rich Lowry,"I think Jen believes in classic free market economics except for when it becomes the supply and demand in the labor market. If you have something like 40 percent of workers in this country without a high school degree who are immigrants, that is going to have an effect on people's wages. And I --"
103,Jennifer Rubin,I do believe in classical economics.
104,Rich Lowry,"-- and free market -- I love free market people who say, ""Supply and demand always applies, but we could have as many immigrants as we want. It has no effect on our economy or on our wages."""
105,Jennifer Rubin,"That's because -- that's because, Rich, you don't understand the labor fallacy, the lump of labor fallacy, which is that it's not like supply and demand, that because workers also create demand also for other industries, that it doesn't work that way."
106,Jennifer Rubin,"So, I would suggest you pick up a --"
107,Jennifer Rubin,-- book from the Hoover Institute and that'll explain it.
108,Ian Bremmer,"Labor increasingly is going away or coming because of technology, not because of globalization, not because of those jobs moving. And, I mean, look. No one -- this wasn't addressed under Bush. It wasn't addressed under Obama. It's not being addressed under Trump. So, we can take that really off the table. It's not about that. What's interesting is are we going to see -- given the business massive inequality, are we going to see increased economic growth under the policy to be put in place? And in the short term, the answer to that, according to not only economists and the animal spirits and the markets and the investment is obviously, not evidently, ""Yes."" Is it sustainable over the medium to long term? Probably not, especially with the kinds of policies Trump's going to put in place that everyone else is talking about. But that's not the question."
