,Speaker,Script,Round
10,Amy Traub,"Great, thank you.",1
11,Amy Traub,"I'm a researcher and I've worked on a lot of studies over the years on Walmart and its business model. But I was talking recently with someone who knows Walmart really well. Her name is Emma Raid , and she's been working at a Walmart in rural Pennsylvania for about six years. Emma has a lot of frustrations on the job, but she likes working with customers, and she's good at it. She works as a cashier, mans the customer service desk, works in auto sporting goods, self-checkout, and hardware. She covers a lot of departments because her store is severely understaffed. And after six years, Emma Raid is paid $10.20 an hour, pretty much the same as workers who have been at Walmart for six months. Recently, she got a 40 cent raise and, at the same time, management started cutting back her hours so she was earning even less, making it difficult to keep up with her car payments. A million Walmart workers are in Emma Raid's position. Walmart's business model is pretty simple. The company pays its workers poverty wages. It offers few benefits and it manipulates workers' hours and understaffs its stores. That low wage business model serves one purpose. It's so the company can maximize profits that go to some of the wealthiest people on the planet. There's a growing gap in our country between the wealthiest few and everyone else. Our economy is really deeply out of balance and Walmart is at the center of that story. Consider wages. Let's take Walmart at their word, that they now pay their fulltime workers an average of $13.69 an hour. A fulltime worker at Walmart only gets 34 hours a week, so that's just over $24,000 a year. That's still below the poverty line for a family of four. And half of Walmart workers only work part time. Like Emma Raid, many of those part timers would like fulltime employment, but Walmart refuses that. Clearly, it's these 1.5 million U.S. workers at Walmart who feel the immediate effects of the low-wage business model. But it also takes a toll on all of us as taxpayers. Many Walmart workers sign up for Medicaid so they can go to the doctor. At the end of working a long shift, many Walmart workers still have to use food stamps so their kids don't go to bed hungry. They need it to get by, because however hard they work, Walmart wages aren't enough. A congressional report from 2013 found that a single 300-employee Walmart Supercenter may cost taxpayers nearly $1.75 million every year. We're all -- all of us in this room -- underwriting Walmart's profits. And those profits widen the gap between the wealthiest few in our country and everyone else, pulling our economy further out of balance. I want to take a step back now and look at the other half of the inequality equation. Where do Walmart's profits go? Walmart netted $15 billion last year. Sam Walton's heirs still own about half of Walmart. These six billionaires are some of the wealthiest people in the world. So, on the one hand, the Walton heirs have inherited wealth that expands each year as the company pays dividends. On the other hand, the workers, like Emma Raid, who help generate that wealth, worry about holding onto the car that gets them to work every day. It doesn't have to be this way. Our economy thrives when people have money in their pockets to cover the basics, to keep the lights on, to make rent, and to spend their paychecks on groceries and new shoes for the kids. That money goes into our local economies to lift up and strengthen the entire community. You might hear tonight that Walmart's business model is just how it goes in the retail sector. But other retail companies have shown you can pay workers a living wage, offer good benefits, and fair schedules, and still turn a profit. I mentioned Costco earlier. They pay employees higher wages, offer good benefits and stable schedules, and Costco can still complete with Walmart's Sam's Club on price. We also will be hearing a lot tonight about Walmart's recent investments in its workforce. But the incentives for front-line managers to keep payroll costs down to a minimum haven't changed. The business model is still centered on paying workers as little as possible and offering as few benefits as possible. And so, if Walmart had made changes that gave workers a real chance at sharing in the prosperity they helped generate, you might find me on the other side of the stage tonight. But they haven't. The question we're grappling with tonight is Long Live Walmart. But Walmart's business model isn't worthy of a long life. It's a prime example of the inequality that keeps working people living on the edge of poverty -- a business model that has funneled profits to the ultra-wealthy, and a model that undercuts the fundamental promise of our country that hard work should pay off. My partner, Nelson Lichtenstein, will be talking about the negative impact Walmart has on its suppliers in the U.S. and overseas. And over the course of this debate, we'll demonstrate that Walmart's business model is driving poverty and inequality, and it doesn't deserve to live long. If you agree that there's a better, more equitable way to operate a business in this country, you should vote no, against the proposition.",1
12,Richard K. Vedder,"Well, we've been told that Walmart's one-and-a-half million workers are treated rather shabbily, that Walmart could be -- easily pay their workers much more. So, at one point Amy has said $5 an hour more -- that it could -- we've been argue -- we can talk about that, and we will in just a minute. But first I want to talk about something that my partner John talked about. There are a million-and-a-half workers at Walmart. There are more than 100 million people who buy the products of Walmart within the United States, much less those in the rest of the world, much less the ones that are producing goods for Walmart overseas. What can we say about them? Well, let's take Jason Furman. He's chair -- he was chair of the Council of Economic advisors under President Obama. He summarized the literature on the impact of Walmart on consumer prices very nicely. And I quote, ""A range of studies has found that Walmart prices -- Walmart's prices are 8 to 39 percent below the prices of its competitors."" The single most careful economic study coauthored by the well-respected MIT economist, Jerry Hausman, found that grocery sales by Walmart made consumers better off to the tune of 25 percent of food consumption. That's a couple thousand dollars to a poor family. Huge difference. And then he went on -- and I quote again, “The collateral damages from efforts to get Walmart to raise wages and benefits is way too enormous and damaging to working people and the economy for me to sit by idly and sing Kumbaya in the interest of progressive harmony."" Now, not only has Walmart lifted many Americans out of poverty by providing goods at lower prices, it has done so by paying billions of dollars, at least $6 billion every year in federal income taxes, and more billions in sales and property taxes. Au contraire to Amy, I would say Walmart is -- runs a private antipoverty program that actually benefits taxpayers. Now, there are arguments that Walmart puts -- John mentioned this -- puts established business out of -- puts established firms out of business. That happens sometimes. But why? Does Walmart force people by gun point into their stores to buy? No. As Sam Walton himself once said, about a competitor that closed its door, that -- actually, I got this quote from Nelson. ""You can't say we ran that guy out of business. His customer is the one who shut him down. They voted with their feet."" So, that's the story of Walmart. Now, why can't Walmart pay the 800,000 or so of the lowest paid worker, say, another $5 an hour? Which at one point Amy calculated, and I think correctly, would cost only $6 billion. This is a $450 billion company, after all. But we're living a little bit in the past today, I must say. Walmart's profits are no longer 15 or 16 billion. Their newest statement came out show them around 13 1/2 billion. They have fallen 20 percent in the last four years. In fiscal year 2017, the company made less than 3 cents of profit on every dollar of sales. In the last four years, the Standard & Poor's industrial index has gone up enormously, almost 50 percent. Amazon stock has risen 250 percent. Walmart's stock is lower than it was four years ago. Amazon's total stock worth is double that of Walmart. Just as Walton revolutionized retail trade a couple generations ago, so Amazon is doing that today. Walmart is in a fight for survival, investing heavily in Internet sales expansion. To forego that investment to finance above-market wages, would eventually put the company out of business, hurting not only thousands of stockholders, thousands of workers, rather, and, by the way, stockholders, but millions of low and middle income customers who benefit from Walmart's low prices. Many of these people don't have computer access. They can't afford to start shopping on Amazon or with some of the critics of Walmart's, their favorite stores like Whole Foods. So, that's where we stand, folks. Walmart's a good company. Costco is in a different world. We can't even talk about Costco. They're the biggest seller of champagne in America. The people at Walmart don't buy champagne.",1
13,Nelson Lichtenstein,"Well, as Amy said, the -- we have to be against the proposition which says, long live Walmart in its current state. Certainly, we aren't asking for the physical destruction of the company, but we want it to change its business model, change the way it does its business because Walmart today offloads so many social costs, costs that should be part of the company itself onto its workers, its suppliers, and U.S. taxpayers. This is true and this is particularly important because, in fact, as Richard just mentioned, Walmart is not unique. 40 years ago, it was a revolutionary force in retail, and I wrote about that in a book. But today it's a mature company. It's not -- it's growing but not particularly fast. But -- but it actually is setting the standards for the rest -- all of retail, of which, by the way, in the current political moment, you know, bring back factories, there are more retail workers in the United States today than there are factory workers. In West Virginia, there are more Walmart workers than there are coal miners. So, this is a very important question, not just for Walmart, but for the rest of the country. And Walmart admits that. Walmart says that. In an advertisement of just a little while ago -- a few years, they had a quote, an advertisement, says, ""Walmart saves the average family about $3,100 a year no matter where they shop. Save money, live better. Walmart."" No matter where they shop? What they were saying there is that all of our innovations in logistics in suppliers, in the wage structure such as it is, have been adopted by our competitors. So, no matter where you shop, you go to Target, you're still going to save money over and against what it would have been 25 years ago before all these innovations took place. They aren't saying that Walmart is cheaper than, you know, Kroeger or Target, but that compared to what it would have been, if nothing had changed in American technology or law or labor relations or anything, then you save money. Well, that's the case with automobiles, with everything we buy, that things do get cheaper over time in part because of innovations that are there. I want to make just two points here. I think I have just time for -- yeah. One is this, there's social costs, and they are -- and John discussed this question of poverty. These social costs fall upon people that are supplying the goods that Walmart sells. And the most horrific example of this took place in Bangladesh four years ago when 1,138 people were killed in a factory that collapsed that was producing for Walmart as well as other Western suppliers. Now, why did that building collapse? Well, the approximate reason was it was poorly engineered. But the ultimate reason -- and this has been agreed to by all those who've studied it -- was that the firms that were in this building supplying Western retailers, and European as well, were under a tremendous squeeze. They were being squeezed week after week, year after year, to reduce prices, get stuff out on time, you know, and meet the standards of these companies. Now, yes, of course, people were being employed there, and I'll get to that in a second. But the squeeze meant that it's a kind of a pathology of the supply chain. And Walmart -- Sam Walton, pride themselves, yes, we reduce those prices, reduce the costs every year, and we insist that our suppliers do that. One of the problems is, Walmart doesn't even know what some of those suppliers are because it doesn't care. Out of sight, out of mind. ""Just get the goods to us on time and under budget."" Now, the -- of course, these workers had flooded into Dhaka, they flooded into coastal China. Yes, there has been tremendous poverty reduction -- and here I agree with you -- by the industrialization of the -- of East Asia. But we never measure, in the United States or anywhere else, our progress in terms of how far we are above abject poverty. If that were the case, let's go home. You know, yes, of course, we're much better than we used to be. What we measure is by how much those people who are doing the work, where they're doing the work, whether they feel themselves aggrieved, whether they think there is possibility for a more equitable sharing of the wealth, whether it's in Asia or in the U.S., and along -- and in terms of that, the answer's unquestionably, ""They do,"" because they've demonstrated it. There are 100,000 demonstrations and strikes in China every year. There was a general strike in Bangladesh after the collapse of this building. These workers, yes, they had jobs, but is it for us to say, ""You should be happy""? They were unhappy. They made it clear. And I think that is something that Walmart and other western suppliers have not been sufficiently taken accountability for. Now, as a result of that collapse in Dhaka, a -- the ILO and others set up a system of legal accountability and about 200 firms signed on to that, mainly European. Walmart, most notably, did not. And I think it didn't because it did not want to take responsibility for what it was doing in East Asia. One more point I'll make just before my time is up, this question, yes, Walmart does reduce prices. No doubt about it. But the -- and that's been going on since 1970, so, say about 20 percent of your budget of a working-class family you can buy at Walmart, food, you know, clothing, et cetera. If you agree with us that if Walmart changed its wage structure higher, other people would have higher wages as well. Then, those workers who are -- would get more money and, yes, they save money at Walmart, good thing, but they can also spend those higher wages on health care, education, transportation, mortgages, and all those other things that eat up the rest of the budget. And you can't buy them at Walmart, but higher wages will. Thank you.",1
14,Amy Traub,I went to a Sam's Club.,2
15,Nelson Lichtenstein,I'm not for boycott -- I'm not for boycotting it. It's --,2
16,Richard K. Vedder,"John, my underwear is from Walmart, that I'm wearing.",2
17,Richard K. Vedder,Costco.,2
18,Amy Traub,"Yeah. Working people today in America are under pressure under two sides. One the one side, we have stagnant wages the last 30 years in this country, largely. And Walmart really has a lot to do with that, with tremendous influence throughout the service sector, and really the core of our economy -- in pushing wages down. On the other hand, we have, as Nelson mentioned, skyrocketing costs for things you can't buy at Walmart. The cost of childcare is just out of control. Can't buy that at Walmart. Healthcare -- the cost of trying to send a kid to college. These are things you can't buy at Walmart, and I would argue that those stagnant wages and those other costs out there -- that cost of housing as well -- that makes a bigger difference for working families in this country. And Walmart is pushing people into poverty.",2
19,John Tierney ,"You're right that other sectors of the economy have gotten more expensive. And the problem is that we don't have people like Sam Walton there. I mean, the -- I mean, Nelson's argued before, for instance, that the major parts now are housing and education. And the problem there is that those are the most heavily regulated and unionized parts of the economy. There hasn't been efficiency there. They just kept going up and up. And thank God, that Walmart has actually been pushing its prices down so people can afford these other things. And the idea that we need more regulation, more unionization in Walmart -- so it gets as expensive as colleges do, and as expensive as our public education costs. And I mean, I think Walmart has been saving people against those problems.",2
20,Nelson Lichtenstein,"Well, I mean, you would like the Walmartization of the entire universe. I think that that is another debate. We can have that debate about regulation or whatnot. Actually, in fact, of course, Walmart was a -- in its earlier years, and subsequently, has benefited enormously from various kinds of governmental services. For example, the interstate highway system. Walmart could not exist -- its supply. Its 156 distribution centers could not exist without rapid and efficient, you know, movement on the -- on government-paid highways. So, that argument you're making, that we should Walmartize everything, it's kind of both utopian -- even from your point of view -- and it doesn't reflect the next 30, 40 years.",2
21,John Tierney ,"But Walmart customers pay for those highways with taxes. I mean, it's not as if it's a gift from, you know, the --",2
22,Nelson Lichtenstein,Not when they were built.,2
23,John Tierney ,-- their customers paying for it.,2
24,Nelson Lichtenstein,They didn't -- Walmart didn't exist when they were built.,2
25,Richard K. Vedder,"I think Walmart has been a positive effect on the economy. Walmart -- there are some things that Walmart can't do. I don't know that Walmart is terribly good at teaching neuroscience in their stores, doing brain surgery. There are some things that Walmart can't do. But Walmart, you know, has been terribly maligned, I think, unfairly -- as my -- as John pointed out -- by a concerted campaign led by the unions, particularly the United -- the UFCW -- that's directly attempting to make this into a mean ogre. They pay cashiers -- go onto payscale.com. They pay their cashiers -- and Amy mentioned these numbers, roughly -- $10.17 is the sort of mid-range estimate, from bottom to top. That's what Home Depot pays. It's more than Kroger -- which, by the way, is a unionized store --",2
26,Richard K. Vedder,"Some people -- not everybody is going to be in the middle class. Not everyone has the skill sets to do this. And incidentally, many of these people, who earn $10 an hour, have spouses who are working. They're not -- this is not the sole source of income for all of these people. So, sure. Are there some people in poverty because of low wages? Yes. Will there always be? Yes. In every society, there's going to be people -- some people making more than others.",2
27,Richard K. Vedder,"And it's naive to say, ""Let's pay the low-income people more.""",2
28,Amy Traub,"Well, listen, I think we've seen that there are a lot of different ways to run a business and a lot of different ways to run a retail business profitably in this country. Costco, I want to say, does not directly compete with the Walmart -- Walmart stores. They compete with Walmart's Sam's Club stores, which are wholesale clubs like Costco, and charge pretty much the same prices and pay much better wages. But it's not just Costco. We see companies like Trader Joe's in the grocery sector, and Quick Trip out West in the convenience store sector, and these are companies that pay higher wages, offer better benefits, keep their employees a lot longer so they have lower cost of turnover than Walmart has. Their employees are more productive, and they -- they are profitable companies, and very low cost as well. And so, there's more than one way to run a successful business in this country. You don't have to pay poverty wages to be successful.",2
29,John Tierney ,"I mean, we always hear oppressed the workers at Walmart are, but you have scenes like that, 23,000 people. There's five or 10 applicants for every position. Nobody is forcing people to work at Walmart. It's providing jobs that people want. And it's nice to think that we could pay them all $20 an hour, but, I mean, Costco, for instance, Costco doesn't operate in poor neighborhoods. Its customers are much more affluent than Walmart. And it's just a different business model. I mean, Brooks Brothers pays its salesmen more too, but that doesn't mean that Walmart can.",2
30,Nelson Lichtenstein,"It means there's a tremendous hidden unemployment in this society. It's true for every major employer, the post office and -- that's where they all -- whenever there's a big opening, you get thousands and thousands of employees. The argument that they can work somewhere else, this -- this is the kind of argument that we heard century -- centuries ago, as if people have a choice. They -- you know, that there is-- Walmart sets the wage scale for the bottom of the working class, and people have to adhere to it. I want to make now a full-throated defense of trade unionism right here. The United Food and Commercial Workers has organized the grocery sector. It -- when Walmart comes to a town, the UFCW opposes that because Walmart will undercut the standards established by the unionized -- that they took decades to establish. What is the main difference between working at a union store and Walmart? I'll tell you what it is. It's not the beginning wage, which is the same. It is that you can have a career working at a unionized grocery store, 10, 20, 30 years. You can get a pension, you can actually buy a house, whereas at Walmart, the policy of the company is in fact to churn the work force, to churn it, because that then -- you then get lots of people coming in at the bottom. And I know this because I interviewed people, and I read their memoirs. And so, Walmart -- the beginning wage is often the same as a unionized store, but you can't have a career at Walmart, insecurity is built into the job.",2
31,Richard K. Vedder,"Well, yeah. And I -- I don't want to talk specifically about the unions, but I think it's interesting that here is a company with a million and a half workers, with thousands of stores in the United States that is not unionized. It's -- if you even believe Walmart is a nefarious company that sort of plays loose with the labor laws, they still have to deal with the National Labor Relations Board. They still have to follow the Wagner Act, the Taft-Hartley Act and a whole variety of labor -- so why are the Walmart employees -- are they somehow docile people that somehow have been hoodwinked by this company and that they are doing things against their own self-interest? I don't think so. I think the people at Walmart -- and I shop regularly at Walmart. I think they're pretty intelligent people who are trying to make a go at life. And I think they're doing the -- they're doing what they think is the best thing for themselves.",2
32,Amy Traub,"Yeah. Look, people are desperate for work. They need to work. That doesn't make them unintelligent. It also doesn't mean it's okay to mistreat them. You know, I think we've seen, in this last election, surprising -- I would imagine quite a few of us in this room, we've -- it's taught us a lot about just how unhappy working class Americans are and how dissatisfied they are. We've lost high-paying jobs to mechanization and to globalization and to the destruction of unions in this country, and now a growing share of our economy is made up of low-paying service jobs like working at Walmart. And if that's what the jobs are that you can get, then, of course, that's the jobs people are going to take. These are increasingly the core jobs of our economy. And it's clear people aren't happy about it.",2
33,Amy Traub,Yeah.,2
34,Amy Traub,"Oh, well, we are -- we are living in a world that Walmart has shaped to a large extent. They have pushed down wages -- in pushing down their own wages, and Nelson can speak to this very well, and has -- they have pushed down wages throughout the retail industry, throughout the service sector, and to a lot of their suppliers as well.",2
35,Amy Traub,Yeah.,2
36,John Tierney ,"This is not a debate about unions, but the overriding message -- I mean, we keep hearing from labor union leaders that workers want these unions. But the message from workers over and over again to union leaders is, we're just not that into you. They vote against them all the time. You know, they've lost so many elections. Workers -- I mean, I've been in unionized, you know, newspapers and nonunion newspapers, and I think the -- the nonunion ones have a better chance of survival, treat their workers as well. And I think workers realize that, that the other workers have a union organizer at Walmart and did it all make their lives better? No. It'll probably end up costing them jobs and putting them out of business.",2
37,John Tierney ,"I don't think any company -- I mean, right now Walmart is really struggling against Amazon. I mean, it's big. You know, but you're always susceptible to a new competitor. Walmart can't force people to work for it. It can't force customers to buy its product. It is big, and it has that influence. But, I mean, you know, Trader Joe's and these companies you're talking about, why doesn't Costco go into poor neighborhoods and start undercutting Walmart with its workers? Because it doesn't know how to do that. Walmart --",2
38,Nelson Lichtenstein,"That specific question. Walmart has made a big deal that it solved the problem of food deserts, right? You've heard of that phrase, ""food deserts""? Which means, let's get some stores in inner cities. I made a study of this. Walmart has been in Houston, Dallas, Atlanta, big cities, Memphis for 40 years. 30 -- at 30 and 40 years. Are they in the poorest neighborhoods in those cities? No, they are not. People -- there are food deserts in this country because people don't have enough money. That's why we don't have big stores there. So, Walmart, in the recent years said, oh, we'll put stores in inner city Chicago, or inner city Washington, D.C. That -- they do that as loss leaders. That's their way of getting into the metropolitan area. But they don't do it either.",2
39,Richard K. Vedder,"Well, I want to comment on that somehow Walmart is this huge corporation that has this enormous power over the American economy. Let's agree that there's 1.4, 1.5 million workers at U.S. Walmarts. Those figures -- Amy used 1.5. I've seen 1.4. What is the size of the American labor force? How many people are working in America? 150 million roughly. Walmart is, at best, 1 percent of the labor force. Even in retail trade, if you add all of retail trade and maybe retail and wholesale trade, it's way under 10 percent. Walmart is an important company in America. No doubt about it. That's why we're having this debate where 300 people are sitting in this audience, braving the rain to come. But, that doesn't mean that they are omnipotent or that they control everything. I just think we've got everything way out of proportion here.",2
40,Amy Traub,"Yeah. So, the retail industry is 10 percent. 10 percent of our economy. And Walmart's reach goes beyond the retail industry. They go throughout the retail industry. They go beyond the retail industry. Maybe, Nelson, you'd like to speak to this as well, because I learned it all from your book.",2
41,Nelson Lichtenstein,"Yes. Walmart -- Sam Walton was famous for his -- one of his innovations early on was, we're going to squeeze the suppliers. We're really going to squeeze them. Now -- and there was a lot of -- that was a good thing in some ways because some of these suppliers, they went to New York and had parties and then bought stuff and came back to the South. So, it's good to do that in some ways. But they made that a kind of a -- part of their DNA, and they relentlessly squeeze them. And so, for example, that would mean that the companies in the American South that were producing for Walmart, every year they had to reduce prices. If the company wanted to raise wages, no, we'll go somewhere else. And Walmart would often tell companies, ""Well, you can get -- you can make it cheaper in China, so we urge you to go off shore."" Once in China, it didn't -- that wasn't the end of the problem because there, the continual squeeze on suppliers -- the ILO and other international organizations have tried to rectify that, tried to condemn that. That -- you -- we can, in fact, raise the general wage level, not just for Americans, but throughout the world that can be done. It is not true, ""The poor you will always have with you."" I really think that is something we should reject. At various moments in the United States, in American history in the '50s and '60s, we had a wage compression. We can do that again.",2
42,John Tierney ,"The squeezing down cost is good for -- I mean, there are more people who use those products than make them. So, it helps everyone. It helps every company do that. And the idea that Walmart can somehow magically raise everyone's raises I just find -- it just doesn't make sense to me. And the Walmart -- and talking about the poor that you will always have with you, you know, my answer to that is it's amazing that we have reduced two thirds of world poverty thanks to this system that is -- a system as you say has been this Walmart cost-cutting that has found new ways to employ people around the world. It's found ways to cut prices. I mean, this has been the greatest reduction, and it's -- and it happened not during the period of people look back on. I know the '50s and '60s when people all belonged to unions, it happened in this era of this retail revolution we had the biggest reduction in poverty in world history.",2
43,Amy Traub,"Well, Nelson spoke to this Rana Plaza disaster and this situation that --",2
44,Amy Traub,Yeah.,2
45,Richard K. Vedder,Well --,2
46,Richard K. Vedder,-- let's talk about that.,2
47,Richard K. Vedder,"Yes. No, that's -- it was a good comeback, Amy. I'll grant you that. But let's talk facts. The reality is that the workers in Bangladesh who went to work for a factory that collapsed were probably making, let's say, 50 cents an hour. I don't know what they were making, a dollar an hour, 50 cents an hour. Nelson's nodding his head. We agree on something. I want to stipulate that. So, they're making 50 cents an hour, no, a dollar an hour. The question is, what would they have made if they didn't work at Walmart, if they didn't have a job, if they didn't have the opportunities? How did the textile workers in New England -- now, I'm an economic historian, Nelson, so I can keep up with you on history? What -- they made 25 cents an hour in 1820. In 1860, they were making a dollar an hour. By 1900, they were making two, three, four dollars an hour. What I'm saying is, people who are poor have to be given an initial step towards becoming wealthy and rich. And the way they do it is they take jobs at the bottom and they move up. And Walmart has enabled that in Bangladesh and in many, many other countries in the world.",2
48,Nelson Lichtenstein,"The question is not, ""What would they be making back on the farm?"" Of course, it would be less. The question is -- back on the farm. Of course, you'll be less. The question is, what do they want when they're in the factories? That's the question. And I'm glad you raised it. I have your book here. I just read the section about the Lowell Mills in 1812, where farm women from New England were brought to the mills -- not unlike Bangladesh today -- absolutely. From Professor Vedder’s history, however, you would think that the increase in wages and welfare of the American people throughout the 19th century into the 20th took place in some automatic, inevitable fashion, without struggle, without politics, without strikes, without demands. Of course, all those were essential. This was not something that just sort of happened. And the same thing will be true in Bangladesh and South China. These -- the standard of living there will increase, but only when the people there are -- demand it, and we don't -- and I don't want Walmart to be an obstacle -- or other retailers to be an obstacle to that improvement in their working conditions.",2
49,John Tierney ,"The main reason that the life expectancy has gone up around the world and people's lives have gotten so much better -- I mean, union leaders like to take credit for laws that were passed. But the basic thing is that people got rich. We had the Industrial Revolution, and it's capitalism that has done it. I mean, Amy, when you talked about the -- I'm giving Walmart too much credit for poverty in the third world -- well, it isn't just Walmart, but it's capitalism that did it. And we're talking about Walmart in two ways here. We're talking about it as a company, but then you also kind of wave your hands and say, ""Well, we can just change Walmart and that will change the rest of the whole system."" And I am saying that it is a system. It's a capitalist system. It's a market. Walmart cannot change by itself. And unless you're talking about, basically, world socialism or some great, you know, world regulation -- Walmart can't single-handedly change that system. But it is that system that makes people richer. I mean, it isn't -- laws help, but rich countries can afford to have great labor laws. You have to get rich first.",2
50,Amy Traub,"Walmart has changed the world by itself. It has certainly changed the United States. It's changed a lot of the world. Walmart -- we're living in a world that Walmart shaped here. And so, absolutely, they can raise wages. They-- that's something they could do.",2
51,Amy Traub,"John Donvan: -- in a very serious way, that if they fool around with their business model, they may go broke.",2
52,Amy Traub,"Well, they've already had a lot of challenges to their business model, right? That's why they've had to have a much smaller wage increase than I would advocate for, but they have just raised wages. And the reason they've done that is because their business model is in trouble of low wages. You're in trouble when even Walmart workers can't afford to shop at Walmart. That's a problem. And so, Walmart, they need to change. They should change. And they can.",2
53,Nelson Lichtenstein,"Well, I mean, it's already happening, of course. There had been this movement around the country for $15 an hour, and where that does take place -- actually, it's good -- Walmart and other retailers, and actually, Walmart has not objected -- they objected when someone would say, ""We want you to raise your wages."" But when it says, ""We want all retail to raise wages,"" well, they're on -- you know, in the -- they're -- competitively, they're in -- on an even playing field. So, that's just one example of that. Regulation, public policy, health insurance. Walmart's had a big problem with health insurance because they didn't -- it was very expensive. Walmart actually supported the Affordable Care Act. Most people don't know that. And because it would be very beneficial to many of their employees who were making so little, so this was a public policy that came in and would in fact -- I think did in fact -- has improved the life of some of these workers. And that's a good thing. That will have an impact over time. So, these are both incremental things. You can't, you know, revolutionize the company on a dime, but I think that public policy moving in that direction can make the company both similar to other retailers, and I think it's already moving in that direction, and then raise the general floor for retail in general.",2
54,John Tierney ,It's nice to talk about --,2
