,Speaker,Script
10,Michèle Flournoy,"I think that it's something that ‐‐ it's important to understand ‐‐ is in order to break their narrative of victory, you have to roll‐back territory. You have to take territory away from ISIS. And the way in which we're arguing to do that is to look to the actors who do have the political will to fight, but have not been given the support or conditions. So, for example, this is not about trying to retrain a largely Shi'a Iraqi security forces to go into Sunni areas. What we need to do is, first, with a political strategy, push the Iraqi government towards a policy of inclusion of the Sunnis. If the exclusion and the persecution of the Sunni populations ‐‐ that has created the fertile soil for a group like ISIS to come in. They are willing to fight because it's their home territories. But they need two conditions. One is they need to know that after they fight and shed blood to kick ISIS out, they will be in a different Iraq, that they will have some prospect for self‐governance and support, and that re‐inclusion in the Iraqi society. And number two, they have to know that they're fully supported, that we have their back, that someone has their back. And here, it's not a matter of U.S., you know, brigades and divisions. It's a matter of giving them not only trainers on a base, but combat advisers who will help advise them when they're in contact with ISIS."
11,Dov Zakheim,"Yeah. A couple of things on that. First, we've been promising this to the Sunnis for a long time in Iraq. Why should they believe us? Number one. We haven't done it until now. And who knows if we can do it?"
12,Philip Zelikow,"Dov, that's not true. We did it in 2007 and 2008."
13,Dov Zakheim,Absolutely right.
14,Philip Zelikow,I saw it.
15,Dov Zakheim,You saw it. And where are we today?
16,Dov Zakheim,We walked away from it and ‐‐
17,Dov Zakheim,‐‐ the problem is ‐‐
18,Dov Zakheim,"‐‐ this is problem is ‐‐ and this is our problem in the Middle East ‐‐ you know, remember we backed the Shah 1,000 percent? Ask the Shah where he is these days. Pushing up daisies. The fact of the matter is we have made promise after promise. And let me tell you something else. This whole fight we have with the Israelis? Do you think the Arabs look at that and say, ""My God. They double‐crossed Mubarak. They double‐crossed the Shah. They're double‐crossing the Israelis. Can we really trust them?"" Yes. You were right. What you did in '07 and '08 was absolutely right. What has happened since then? And by the way, let's look at Syria. Who did the Syrians want to fight first? ISIS or"
19,Dov Zakheim,We ‐‐
20,Dov Zakheim,"Absolutely. The point is that if you're talking about bucking up people to fight against ISIS, you don't have the people to buck up because we don't have the credibility to buck them up. Does that come to the point?"
21,Dov Zakheim,Can't happen.
22,Philip Zelikow,"We're not saying the status quo works. The resolution is not supporting the status quo. So that's a ‐‐ but what we're saying is to change the status quo you have to lead with a different political strategy. So, that promises the Sunnis the self‐government. Yes, many of them feel betrayed. They feel betrayed because the U.S. did not have their back after 2008, for various reasons. And so, you have to give them a situation in which they are the dominant population in Syria. That's majority rule in Syria. And then in Iraq, therefore, a protected minority, up in the north and in the south. And that's doable. In fact, the Iraqi prime minister, for the first time, with the council of ministers, has moved forward, with U.S. pressure, and the laws that would actually put in place the devolution of power down to the provinces to an unprecedented level combined with a constitution that would give those provinces the money proportionately to their population out of the Iraqi budget. Combine that with the kind of military support Michèle refers to and then you have a strategy that's realistic. But think about the alternative."
23,Philip Zelikow,Do you give up on them and let it go?
24,Philip Zelikow,"But the point was can they fight? Yeah, they can fight. If you give them the kind of support, they've proven it. What they want above all is to fight to control their own homes. Is that a realistic goal? Yeah. That's a realistic goal. That's the goal of national liberation. That's not what we were fighting in Vietnam ‐‐"
25,Dov Zakheim,"Well, first of all we're not talking about patience here. I thought Anne‐Marie laid it out very well. We do want to keep pushing them. Nobody said to stop even the bombing. We continue with that. We arm the Kurds. We do train. The point is all of that is not going to defeat ISIS. It's going to contain ISIS. That's the point and it's going to take time. It's going to take time to recover from the fact that since 2008 when you were last there and doing what you did, we are now in 2015. Seven years and by your own statement in those seven years we have not progressed. It takes time and you have to contain and do the things we're talking about and that you're talking about. I'm still convinced that the reason we sound so similar is they're making the best case for us."
26,Michèle Flournoy,No we aren't.
27,Michèle Flournoy,"I mean, I think that ‐‐ because I think Anne‐Marie said, containment is really holding them where they are and we are saying holding them where we are is not enough, because as long as they have the territory they have they will continue to have momentum. They will continue to recruit. They will have a basis from which to launch operations and eventually there will be attacks of significance on the United States. The containment is a recipe for increasing risk and cost to the United States. So yes, the containment may be an initial phase on the way to defeat, but we have to proactively roll ‐‐ keep ‐‐ prevent them from spreading elsewhere and roll them back where they do spread. Not by going in by ourselves, all by ourselves, but by empowering the local populations who have the political will, the legitimacy, but maybe not the means and support they need to be effective."
28,Michèle Flournoy,I don't think we need to have a U.S. brand. I think the most legitimacy ‐‐ the people we should be supporting in the fight against ISIS are the Sunni ‐‐ the vast majority of Sunnis in the world who are just as appalled by them and find them just as abhorrent as we do except they're living with them.
29,Michèle Flournoy,We have not adequately resourced ‐‐
30,Philip Zelikow,"There are two key flaws in this argument. First, we have not adequately resourced or tried advise and support. So before you get to that argument the only thing that will work is a U.S. invasion. Can we at least just try a proper strategy of advice and support? And give it a try because the second flaw in their argument is this, they assume that this is a stable equilibrium, that a devastated Syria with half the population displaced and millions of people in refugee camps in all the surrounding states ‐‐ that can be stably maintained for who knows how long to come. They can just stand on that tightrope for hours and hours. We're saying they know they can't stay on that tightrope. Eventually they're going to fall off that tightrope and then you ask yourself which way do you think that goes as the Middle East descends into all out religious war."
31,Dov Zakheim,"Look. Look. Resources, $500 million bucks to train 60 people. That's a tremendous payout."
32,Philip Zelikow,Because we wouldn't fight Assad. That's why we could attract new recruits.
33,Dov Zakheim,Okay. So do you want to fight Assad? Now you want to fight a two‐front war.
34,Philip Zelikow,‐‐ Syrian civil war.
35,Dov Zakheim,"You want to fight both sides. That's great. Well, I hope we figure out which side we shoot at first."
36,Philip Zelikow,That's how you bring the Sunni coalition together.
37,Dov Zakheim,"Hang on. You want to put ‐‐ first of all, how much money should we fund the Saudis whom we want to fight for us? I mean, the last time I checked they weren't going around with a tin cup."
38,Michèle Flournoy,"That's not what we're arguing, Dov."
39,Dov Zakheim,"So it's not the Saudis. It's not the Emirates. It's just these people themselves. Again, how did the Iraqi Army that we were training, and we poured billions into these guys, what a great job they did. So they weren't fighting for their homes, you say. Okay. What do you think would happen if we poured billions into the Sunnis in Iraq? Do you think the central government would let us? They won't even let us pour money into Kurdistan. So you really think they're going to let us pour money into the Sunnis? And one other thing, you're making the assumption, and you've said it, the Sunnis are appalled. I don't know that the Sunnis are appalled. I know that English‐speaking Cambridge and Oxford educated Sunnis are appalled. Absolutely right. I will not quarrel with you, but how many people are funding these guys? This is just like the Canadian IRA ‐‐"
40,Philip Zelikow,Frankly you get to a tangle. It's just so hard. They're so mixed up. Let's just leave them be and it'll be okay.
41,Dov Zakheim,We're not saying leave them be. And even if we we're still not saying leave them be.
42,Philip Zelikow,"When this region disintegrates you don't think we will be called back in? Do you think the day after a thousand Americans are killed in a mass casualty attack that the president ‐‐ you're going to go to the president of the United States and just tell him doing more about it is too hard? I went through 9/11. I saw what happened after 9/11. , saying Afghanistan was the least accessible place on earth for U.S. forces, but man, it was not too hard after 9/11."
43,Dov Zakheim,Wait a minute.
44,Michèle Flournoy,We're not asking for the Saudi military to come in and fight in Iraq and Syria.
45,Michèle Flournoy,"We're asking for the support to the Sunnis who live in Iraq, who want to be self‐governing and to be included in the Iraqi society. Look at the number of Sunni groups on the ground who are fighting ISIS now in Syria without adequate support. No one's talking about bringing in the Saudi Arabian military or the UAE. We're talking about helping the people who live on the ground in Iraq and Syria to reclaim their own lives and communities and—"
46,Philip Zelikow,Should we just let them go?
47,Dov Zakheim,"No, but ‐‐"
48,Philip Zelikow,"Fifty percent of the Saudis now sympathize with ISIS. That's the product of the status quo and we should therefore say gee, this really is too hard. I guess Saudi Arabia is going to go down the tubes, too? Where do you stop this?"
49,Philip Zelikow,Dov Zakheim was talking about ‐‐
50,Philip Zelikow,So ‐‐
51,Dov Zakheim,You're letting me talk.
52,Dov Zakheim,The ‐‐
53,Dov Zakheim,Thank you.
54,Dov Zakheim,"Thank you very much, Mr. Moderator."
55,Dov Zakheim,I happened ‐‐
56,Dov Zakheim,"‐‐ to be in the Pentagon when they were picking up body parts in 9/11. So, I don't need to be lectured about 9/11. Look. Do you honestly think that even if we got rid of ISIS, we would get rid of a 9/11? There was no ISIS in 9/11. And Al‐Qaeda is still there. And there are all these franchise terrorist groups ‐‐ some of whom call themselves ""ISIS,"" some of whom don't, who could ‐‐ who are just as intent on going after us. That is not the issue. To throw up the bugaboo of some individual bomber going after us, and therefore, we somehow defeat ISIS ‐‐ it just doesn't work."
57,Michèle Flournoy,But this is where I ‐‐
58,Michèle Flournoy,‐‐ I am bothered by ‐‐
59,Michèle Flournoy,I'm sorry.
60,Michèle Flournoy,"You know, you're right in the sense that there will always be violent extremists of one sort or another. What we need to focus on is trying to address the conditions that make whole communities vulnerable to being with them. And there, we have an approach that has not been tried and has not been fully resourced to do that in Iraq. And I think that's a much harder problem in Syria. But there are things that we have not tried that can also do that in Syria. And so, I think getting wrapped around the axle about how much military intervention are we talking about is a very important question. But the fundamental issue is what can and should we do to address those fundamental conditions, because if we don't address them, this threat will reach out and touch America."
61,Philip Zelikow,Did your Syria ‐‐ did your strategy to intervene aggressively ‐‐
62,Philip Zelikow,‐‐ to end the Syrian civil war require lots of U.S. troops on the ground?
63,Philip Zelikow,"So, you ought to just come on over here now."
64,Michèle Flournoy,"I think the ‐‐ you know, the reason why ‐‐ one of the reasons why containment works, vis‐a‐vis a superpower in a state like the Soviet Union, was because it was coupled with a robust policy of deterrence and the threat of massive retaliation. These concepts are not operative when you're dealing with ISIS. What are we going to do to deter ‐‐ I mean, ISIS ‐‐ deterrence of the Cold War sort does not operate when ‐‐"
65,Michèle Flournoy,‐‐ you're dealing with a transnational terrorist organization.
66,Philip Zelikow,What's an example of what's worked with a terror organization?
67,Philip Zelikow,"You know, it's interesting ‐‐"
68,Philip Zelikow,"‐‐ when someone said today that, ""Maybe we didn't need to worry so much about a catastrophic threat,"" it turned out that the recently retired head of the British Secret Service was at the table. And he said, ""When I was listening to you say that, I was thinking that neither I nor any leader of any security service I know of would have understood what you are talking about."" If the ‐‐ the threat picture that they are seeing, the threat picture that caused the director of the FBI to publicly say two weeks ago that ISIS is now the leading threat on his agenda, the reason the FBI has been picking up ISIS supporters in all 50 states of the United States during the last month ‐‐ that's because of the threat picture that they are seeing. And that's this year. That's not 2016. That's 2017. You just think about the way this develops in time, because this is a much larger safe haven than Al‐Qaeda ever had."
69,Michèle Flournoy,I think the –
70,Michèle Flournoy,"This is about both. I think we have to make the case that ISIS is a threat that will directly, touch ‐‐ threaten Americans, whether we want that to be true or not, and that the kind of political strategy, the kind of coalition, the kind of effort that is going to be needed to actually turn the president's and the vice president's words into actions ‐‐ which has not fully happened yet ‐‐ that will require U.S. leadership. And nobody else but the United States can lead that coalition to beat this organization."
71,Philip Zelikow,"The presumption that Israel is relaxed about ISIS ‐‐ ‐‐ which would ‐‐ you know, any member of ISIS if he were to encounter an Israeli citizen in ISIS territory, there's going to be a really gruesome video the next week, okay? So the notion that‐‐put yourself in Israel's position. They have a lot of things going on in their world right now. Palestinians. They're attacking Hezbollah in Syria, which is also fighting on Assad's side. So, the notion that gee, let's see if we can attack and bomb ISIS so that Jewish airplanes are bombing ISIS and that helps us recruit Sunni Muslims? So I think the Israeli's have kind of figured out that that's not the path to a successful coalition strategy to defeat ISIS."
72,Dov Zakheim,"Well, as I said, I don't think ‐‐"
73,Dov Zakheim,"‐‐ I don’t think that right now we have the national will to do this and frankly even if we started spending the money and, you know, we do spend money on these sorts of things, this takes time. In effect what you're doing when you ‐‐ if we were to do what you suggest, we would be containing them. We wouldn't be rolling them back at that point. They wouldn't lose an inch of territory because of that. It takes time. If you want to undermine them this is one of the ways to do it. What you're talking about is radio‐free Europe, voice of America updated to 2015."
74,Michèle Flournoy,"The administration, the Obama administration, has very successfully put together a 60‐nation coalition, but what we haven't yet achieved is a coherent strategy where everybody's pulling in the right direction, the same direction. One of the things that our partners need to be convinced of is the degree of U.S. commitment. I think if the U.S. shows that commitment we have a lot of leverage to get others to be using the money they're already putting in to this theater in a much more productive and effective manner. So, we're not going to be funding this alone. We have 60 nations signed up to help. What we have to do is use our commitment to better leverage and focus ‐‐ to better focus the efforts of the whole coalition, and we have not done that."
75,Dov Zakheim,"With respect, you earlier said we don’t want to rely on the Saudis. We want to rely on the locals."
76,Michèle Flournoy,"No, I said I don't want to have Saudi forces coming into Iraq and Syria."
77,Dov Zakheim,"Okay. Well, our ‐‐"
78,Michèle Flournoy,That's different than asking the Saudis to help fund a proper strategy that we have helped to put together.
79,Dov Zakheim,But part of our ‐‐ is our coalition only for funding? Is that what we're doing here?
80,Michèle Flournoy,"No. Of course not. There are other things as well, but do you think ‐‐"
81,Dov Zakheim,"Well, what are those other things?"
82,Michèle Flournoy,‐‐ it's a smart idea to put Saudi forces in Iraq and Syria? I don't.
83,Dov Zakheim,I'm not the one suggesting it. You're the one suggesting it.
84,Michèle Flournoy,No I didn't suggest it. You put words in my mouth.
85,Dov Zakheim,All I'm saying is you said that it's the local forces and now you've got a 60‐nation ‐‐
86,Michèle Flournoy,Local Syrian and Iraqi forces fighting ‐‐
87,Dov Zakheim,"Right, and now you're talking about a coalition that's doing what?"
88,Dov Zakheim,I answered the question.
89,Michèle Flournoy,"I think the question was in the face of still vibrant ISIS in Iraq and Syria, you can't ‐‐ how can you get to the political progress that will ultimately resolve these situations? You argued for diplomacy and political settlement on both sides of this border as part of your strategy as well, but you can't get there as long as ISIS is a vibrant force."
90,Michèle Flournoy,"We believe that we do and we've explained it, but I think absent that, you are condemning this region to perpetual instability, civil war, violence, and the launching ‐‐ the incubation of terrorism against the West. And against us."
91,Philip Zelikow,"One of the things I had the sad task of doing years ago was to be the Executive Director of the 9/11 commission. This is the commission that was called upon to investigate after the fact what had happened. And of course, for years before 9/11, we knew Al‐Qaeda was at war with us. Well, we weren't sure they were going to come to the homeland. And besides, if you looked at the problem ‐‐ and people did ‐‐ it was just so hard. Look at who we'd have to work with in Afghanistan ‐‐ the Northern Alliance. The politics of the Northern Alliance were nightmarish. There were thugs and warlords among them. And besides, if you wanted to do something with some special forces, there'd be risks to Americans. And of course then came 9/11. And then here I am interviewing generals, and national security advisers, and even former presidents. And it's ""Wish we coulda, wish we shoulda."" All the things that ‐‐ all the options they thought of doing, they considered, and they were too costly, too risky. And the politics of Afghanistan was too hard. But was it really then better now to then have to occupy Afghanistan and we're still there 14‐and‐a‐half years later, because we didn't take the risks, the messy politics, the hard laboring with some effort? Instead, we ended up with catastrophe and a catastrophic commitment of the United States. If you want to avoid that kind of catastrophic commitment, vote for the resolution, because we need to nip this in the bud. We need to deal with this infection now before the gangrene spreads and the surgeon brings out the hacksaw."
92,Michèle Flournoy,"One of the most searing memories of my time in the Pentagon was a visit to Dover Air Force Base. Dover Air Force Base is where the remains of fallen U.S. servicemen in Iraq, Afghanistan, wherever ‐‐ are brought back to the United States. It is the first place where the families of the fallen are able to receive their loved ones. On the night I was there, my first visit, it was bitterly cold. We were waiting on the tarmac for what seemed like forever, for a large military transport plane to come in. Eventually, the plane came in, landed, and taxied to a stop on the tarmac. Off to the side, nearby, away from the press, was about ‐‐ were about a dozen grieving, grief‐stricken families who were there to receive a father, a husband, a brother, a daughter, a sister. And we waited for what seemed like an eternity. And eventually, the back of the plane opened to reveal a row of flag‐draped caskets. And one by one, each of those was lovingly carried by a group of soldiers off to an awaiting family. It was a just unbearable and devastating scene. This was the cost ‐‐ the human cost of war. This was Americans who had sacrificed everything for their country and families who would never again be the same. When we think about how we're going to fight or how we deal with ISIS, we need to think about Dover, the human cost of the choices we make and the choices we fail to make. And I am here today firmly believing that if we do not adopt a more‐robust and well‐resourced strategy, where we're not doing it all by ourselves, but we are leading an international coalition to fight this horrific movement, we will spend more blood and treasure down the road."
93,Dov Zakheim,"In 2002, I was asked to help get troops and funds for that coalition ‐‐ first the coalition in Afghanistan, then the coalition in Iraq. I got money. I didn't get any troops from Muslims. Not one Muslim country sent troops in, as I recall. Some helped with training in their own countries. To talk of coalitions is to talk, essentially ‐‐ if the Brits want to play again ‐‐ of a U.S.‐U.K, coalition with a lot of other flags. It's not going to work. General Petraeus is right. The surge worked. Phil, you’re right. With over 100,000 troops. And I remember sitting next to the Deputy Secretary of Defense and testifying, who then said that General Shinseki was wrong when he said we needed several hundred thousand troops to win in Iraq. We did put six figures of troops in Iraq. Lots of troops in Afghanistan. But that's behind us. It's not 9/11 anymore. It's not 9/12. We have a history of being in there. They don't want us. So, we have this Hobbesian choice: put in loads of troops, beat ISIS back ‐‐ roll them back, as you would like ‐‐ and take the risk of alienating the Arabs. Or alternately, holding them in place, doing all the other things you talk about. But it'll take time. It'll take money. It'll take will. And it ain't going to happen overnight. And I go back to what I said earlier. You have made the best arguments for containment ‐‐ with the exception of my partner, of course ‐‐ that I've heard tonight. We cannot beat these people unless we are absolutely committed to more money, more troops, more will. It ain't going to happen. Thank you."
