,Speaker,Script
10,Dr. Lisa Bielamowicz,"I want to start with a little self-help moment. Hello, my name is Lisa. I'm a doctor, and I take my kids to the CVS Minute Clinic. It happened two weeks ago. You know how it is. Your kids start school. I have an elementary school student -- a 10-year-old in fifth grade. She comes home one weekend, Friday evening: sore throat, fever to 102. You guys tell me; what does she have? Strep throat. Absolutely. It's Friday evening. She needs antibiotics. I don't prescribe anymore. So, of course the doctor's office is closed. So, what do we do at 8:00 p.m.? We go down to CVS. We put our name on the list. We mill around, looking at magazines and hairbrushes for the better part of an hour. We get seen by the nurse practitioner. We are out in an hour-and-a-half, antibiotic in hand. She's back in school on Monday. Seems like it was fantastic, right? Now, while I was sitting there, I was remembering that I am going to be coming to you and defending the negative -- that retailers aren't going to be the ones to transform healthcare. So, I started thinking, you know what? There was something with this visit. It hit a very important note, but was it going to the doctor? Is it going to replace my daughter's pediatrician? Absolutely not. You know what it felt like? It felt like we were meeting with the nurse across a card table in a broom closet in the back of CVS. So, serve to point. But is it truly transformative? And I'll be the first one to admit that I am not up here to convince you that Washington and the government is going to be the main change agent. But I want to give you some thoughts about what retailers would have to do if they're going to truly transform healthcare. I think there's two things that are really important. Simply: are they in it to really change the system? What's their motive for getting into healthcare? And then, second, are they going to tackle the really big problems and the big cost drivers that are the reason that we are 30 percent more expensive than the next highest spending Western country? And more importantly, will patients like you trust retailers to help them make those big healthcare decisions? So, I've been really blessed in my time working in healthcare to get to work with a lot of providers, doctors, hospitals, health systems -- including Mayo Clinic -- as well as several of the major retailers. And I've gotten an inside window into their strategy in healthcare. Take CVS. These guys have been at it for a long time. Did you know the first Minute Clinic opened here in Minnesota 20 years ago? They are still doing the Minute Clinic thing. Haven't really expanded much past it. You talk to them and you say, ""Well, why haven't you been able to grow this as quickly?"" ""Well, we were testing out different business models. We're not sure where we want to go with it. And we have found real obstacles to growth right inside the store."" You know who their biggest obstacle is? The store manager. That guy is bonused on revenue per square foot -- how much dog food and shampoo you buy when you are in CVS. He doesn't like a dozen people with the flu mingling around in the back of the store. Now take Wal-Mart. I spent some time with them in Bentonville , Arkansas. Wal-Mart will tell you -- why are they interested in healthcare? Yeah, there's a lot of money there. They think they can make money on it. But they're more concerned about you and how much your healthcare costs. They think we are spending so much money as individuals that it is hampering our shopping power. They think if they can lower healthcare costs, they could in fact increase their revenue by three to five percent. They want to get into healthcare so that you can buy more junk from Wal-Mart. That's their value proposition. It goes back to the same retail game. Quick care leading to quick profits. Any of us who have been in healthcare know that change doesn't come quickly. It's frustrated venture capitalists. We're not like any other industry. They come in. They want to turn profits around quickly. It doesn't happen. Retailers are going to get frustrated. And if they're going to really make a dent in healthcare, it can't just be about primary care. That's seven percent of total healthcare spend. I think we all agree it should be more, but it is what it is. It can't even just be about pharmaceuticals. That's about 10 percent of health care spending. You have to tackle the big stuff: Hospital care, specialty care, the 10 percent of patients who account for 80 percent of costs who have really big, significant problems going on. And I started to think about that visit to the Minute Clinic. We all trust CVS or Wal-Mart or Walgreen's or a virtual interaction with a retailer when we pretty know -- much know what's going on. I knew my daughter had strep throat. You knew my daughter had strep throat with one sentence. But I would ask you, if they're really going to transform health care, are they interested in figuring out which hospital you should go to? Are you interested in having them tell you which hospital you should go to? So, to vote yes, you have to believe they're serious about that and that you would trust them to be your partner when it's your turn to walk through the hospital door. Thank you very much. And I hope you will consider our defensive position."
11,Dr. Rajaie Batniji,"Nobody knew health care could be so complicated, so explained President Trump last year. He continued. ""Let it be a failure. We'll blame it on the Democrats."" Ladies and gentlemen, Washington is broken. And a broken Washington cannot save our health care system. The results speak for themselves. Washington responds more to the interests of pharmaceutical companies, big health insurers, and hospital systems than it does all of us who are accessing care. Hospital payments since 2000, up 60 percent. Pharmaceutical costs, up 69 percent. We see -- I looked last night to look at the stock price of the major publicly traded health insurers, 300 percent of where they were just five years ago. Now, this isn't a red state issue or a blue state issue. It was a Democratic administration that took affordability out of the Affordable Care Act and gave a multiyear, multibillion-dollar concession to big insurers so that they would support the bill. It was a Republican administration who gave up Medicare's ability to negotiate drug prices for seniors. The result, insulin, which cost $20 a few years ago for a senior, the same medication now costs that senior and his payer $700. Now, Washington is broken. Can we trust it to fix health care? There are two beacons of hope that I see; the first is the American employer and the alliances that employers are forming today. Keep in mind American employers are paying 88 percent of private health insurance costs. 88 percent. And when they pay for health care, they're paying at a rate of 189 percent of Medicare according to the Congressional Budget Office. So, employers have effectively become the piggy bank that is financing the runaway growth in health care spending in this country, paying for that proton beam machine the hospital didn't really need because there's a very suitable one right next door, paying for that fancy new wing. And this cost comes back into our Medicare costs and our Medicaid costs because now the federal government also has to keep these hospitals afloat who have built these institutions of exploitation to get more revenue from the private sector because they could. They were unchecked and unrestrained. Employers are beginning to take action. And I see this in what Amazon, Berkshire, and JP Morgan are doing. And when Warren Buffett says that he and his fellow CEOs are attacking the hungry tapeworm that is eating at the American economy, they mean it. And every CEO in America has woken up and begun to pay attention to their health care costs, recognizing that we can move from a system of health care that is sponsored by employers, to one that is driven by them, that goals toward the outcomes, that focuses on improving the health and wellness of our people and the bottom lines of our economy. There's another beacon of hope, too, that I see. And that is what we see in retail. Like employers have an incentive to drive towards radical transparency and direct first-dollar payment, so, too, do retailers. Right here in Minnesota, we saw, for the first time, that retail clinics produced costs that were 40 to 80 percent cheaper than urgent care as their primary care as in a study, and with no worse quality. We've seen the same thing happen everywhere insurance ends and retail begins, areas that aren't covered by traditional insurance. Look at the cost of Lasik eye surgery, down 30 percent over the last 10 years. Nothing else in health care decreases in costs. Look at the cost of in vitro fertilization. As technologies improve, the costs have come down. We always see the inverse in health care. Even specialty surgeries. Look at the Surgery Center of Oklahoma where you can get on Google, and you get a price list for a knee replacement, and it's 20 percent of the cost of the competing institution. We see this across the board. The question tonight is about who will have the incentives to reshape pharmaceutical distribution and care delivery and move us out of a world of secret negotiations where the winner negotiates the best deal into a world where we are rewarding the best service. And normally, this would be an important question, but it's particularly acute in today's political climate. Over the last two years, Washington has moved to defund the Children's Health Insurance program, defund Planned Parenthood. Today, the House passed a bill that seeks to remove $1.5 trillion from Medicaid and 500 trillion -- $500 billion from Medicare. A court system that is set on taking away a woman's right to choose. Ladies and gentlemen, Washington is coordinating an assault on the health of women, children, the elderly and the poor. We have an American economy and a set of incentives in retail and employer enterprises that are looking to take it back. Will Washington save our system? Please join me in voting for the motion to prove that America can save the health care system."
12,Rosemarie Day,"So, the United States has some of the most innovative, life-saving treatments in the country -- in the world. But, for the 28 million uninsured Americans, those treatments are completely out of reach. And for the 82 million Americans who have health insurance but can barely afford what they've got, they are deferring care and actually not getting the care they need, which actually puts their lives at risk. So, who are these people that are being left out of our health care system? It's actually the American workers who are fueling our economy. It's the delivery drivers who bring Amazon's packages to your door, and other people in the gig economy, which happens to be one of the biggest growing segments in our economy. For those people, they don't have health insurance, and their only option for health care is to either cross their fingers or show up in the ER. So, in this lack of access to health care, we lag way behind comparable countries. We lag behind in other measures. You've heard the other debaters talk about this cost in quality. In fact, we actually spend twice as much in this country, and we get half the results. So, these measures, cost, quality, and access, those are really the measures of how an entire health care system is performing. And we could be doing much better in these measures. In fact, we're failing in many of them. We do need to save the U.S. health care system. And the question on the table is, will retail alliances save us? I'm here with Lisa, my partner, to argue that, no, in fact, they will not. The bottom line is that if you want to address cost, quality, and access for all, then retail is not enough. Let's start with cost. We spend 18 percent of our GDP on health care. Other countries spend 10 percent. If we want to reduce our health care spending, retail is not enough. As Lisa mentioned, if you go to CVS they can provide you with some convenience and that's great, but that's not actually addressing the major cost drivers in our system. If we look at quality measures, things like hospital admissions from preventable disease or life expectancy, we lag behind other countries. It's frankly kind of embarrassing. To improve those quality measures, we really need to invest outside of health care into the social determinants of health. If we want to bring in terms of access our hundred million American workers, including those Amazon drivers, into the system, retail is not going to solve that. And why isn't retail enough? The first is that -- the first reason is that retail alliances are for profit. There are really three main reasons, for profit, they leave people out, and they don't have the scale. So, in terms of for-profit business, a retailer's bottom line is really not society's bottom line. They are not oriented towards doing the common good. They need paying customers. They take a short-term view. They have to. Their priority is their shareholders, not what's good for society. So, if you're a low-income Medicaid customer and you have a lot of different complex needs or you're an Amazon driver in between gigs, retailers don't really see you as a money-making opportunity. And that's not to say there aren't a lot of for-profit companies doing great things, but again, their priorities are their shareholders. If we turn to employers, let's look at what they're doing. They actually leave out most of the population. They insure less than half of our population. That's 151 million people, which is a lot, but the scale of the employers who can actually drive change is very small. It's less than half of that and when you look at the alliances like Amazon, Berkshire Hathaway, J.P. Morgan, they only cover a tiny fraction than a million people. So, providers are not going to make changes if they don't feel like they've got the people coming in the door who are really going to be able to affect that change and I submit that employers don't have that scale. In fact, it's government that has that scale. Government is playing an increasingly large role in the role of payer, both for Medicare and Medicaid and if we look at that silver tsunami that's coming at us, that's only going to grow. So, ultimately retailer's and employer's scope is limited. Retail alliances are not enough. Washington actually has to be part of the solution and I would submit that Washington is us. Our health care system is vast and complex, but it does require systemic solutions. Washington won't solve all of our problems. I run a for-profit health care consulting firm, I admit, and I know that Washington and government can hinder private enterprise. But I've also seen firsthand how government can work. When I helped start up the Health Connector in Massachusetts, we served as a real catalyst for change and we found a way to collaborate. We found a way to bring industry and the government together to build a model that ensured hundreds of thousands of people. We were a convener. We leveled the playing field and we ensured equity through subsidies. So, when you look at the health care industry it is unique. It's actually full of market failures like monopolies, short-term incentives, all kinds of things that the private sector won't solve on its own. We need Washington at the table. So, I'm excited about the debate. I'm a big fan of innovation. I think that that is part of the equation, but it's not going to address cost, quality, and access for all. For a health care system as vast and complex as ours, we have to have retail employers. They are necessary, but they're not sufficient. We need government at the table and we need to see that other developed nations have actually made that successful. They provide overwhelming proof that this can happen. We don't need scattershot solutions. We need a better functioning system. So, I urge you to vote no on the motion that retail alliances will save us."
13,W. Gregg Slager,"Well, I think -- first off, I think that if you're lowering your healthcare costs for your employees so you can buy more goods -- she called it junk; there's a big portion of America that doesn't think it's junk and it's survival for them -- I think that that's important, because what you've done is you gave them choice. You've reduced healthcare costs, which is not a choice, and you gave them choice. So, I think that's important. And I think also -- you can look at some of the exercises that some of these retailers have gone into. CVS took cigarettes out of their store. $2 billion of sales. Gone overnight -- two -- because they want to be viewed as a health provider. And also, two, I think -- you know, they are building trust too. I think, if you think about retailers and what's going on in the market today, is that they're becoming more mission based. They're trying to build trust. And what that -- want that to do is they want to be able to serve more of their communities' issues and problems too. And frankly too, I think -- you know -- when we look at some of these big problems as well, John, I think, you know, part of this is not sick care. This is healthcare. This is helping them live healthier lives. This is nudging them. This is helping them with nutrition. This is keeping them -- those are the big problems. I mean, you look at diabetes and heart disease –"
14,W. Gregg Slager,Yeah.
15,Dr. Lisa Bielamowicz,"If you're talking health and wellness, I mean, is CVS really interested in that? I'll agree that they waived the flag on cigarettes, but I was out in one in California a couple of weeks ago. There was still liquor and Cheetos all over the place. They are still selling those high profit items. And I agree. Giving patients -- low income or high income -- the choice of a $60 cash primary care visit versus going to the doctor -- which, if I have to pay cash for, it is probably 120, 150 bucks -- is a very important choice. But by changing that calculus, are we going to tackle the really big cost driver's in healthcare?"
16,Dr. Rajaie Batniji,Yeah.
17,Dr. Rajaie Batniji,"If I may, you know, Dr. Bielamowicz, you make a -- you made a great point in a few pieces that you wrote recently. You know, four months ago, you wrote an article titled, ""Wal-Mart will Bring Everyday Low Prices to Healthcare,"" where you actually made the case the Wal-Mart wouldn't just provide healthcare services in their stores; but they were going to be able to provide primary care, low-cost insurance products, steering members to preferred hospitals. You took the argument further than I would. You were quoted just two months ago, explaining that Amazon's -- and I quote -- ""Amazon's scale will allow them to negotiate prices in a way that the drug industry has never seen before."" And you continued, ""They have a company ethic of returning these kinds of savings to consumers."" So, Dr. Bielamowicz, I think you've made our argument more impassionate –"
18,Dr. Lisa Bielamowicz,Yeah.
19,Dr. Lisa Bielamowicz,"Well, I mean –"
20,Dr. Lisa Bielamowicz,"-- there is no doubt that these companies are going to affect change in parts of the -- the exact same two that I said when I was giving you my opening remarks. Primary care is seven percent of healthcare spend. They are definitely going to change the way that primary care is delivered. I hope, both as a consumer and a physician, that Amazon comes in and pulls the rug out from drug companies. That at best, 10 to 15 percent of spending. Remember how much of the drug spend is stuff that actually happens in pharmacies. A lot of it is in other places. Amazon's not going to touch that. When you look at other retailers, look at CVS. What are they in addition to being a retailer? Well, let's look at their balance sheet. $177 billion of annual revenue, 120 billion of that comes from being a pharmacy benefits manager, one of those secretive middle men who makes tons of money off of you and me and the employers by negotiating and coming up with secret drug prices. I would argue, are they a retailer, or are they a middle man? When you actually –"
21,Dr. Lisa Bielamowicz,-- look at the company.
22,W. Gregg Slager,"Well, I don't -- I don't agree with that. I mean, if you look at the top two pharmacy chains, they have 20,000 retail locations amongst them. So, we have 5,500 hospitals in this country. If you look at, you know, the large retailers like the Wal-Marts and others, you're adding another 10 or 15,000 locations here, too. So that's one thing. In terms of getting care to the communities, I think it's really important. And a lot of them are in rural locations, too, that are underserved, that can't get to a doctor. Forty percent of them don't have primary care physicians. So, this is the only place that they're going to get their care. So, it's very important to them. And a lot of them have these -- they're diabetes, they have heart disease, they have the big contributors to the five percent that make up 50 percent of our health care dollars. So, if they can engage with them, and they can help manage behaviors, and they can do more preventive type -- type activities, regardless of whether, you know -- whether or not it makes more profit to them because they buy more things, I mean, if it's reducing our costs of care, that's big, okay?"
23,Rosemarie Day,"Yeah. So, I think there's actually evidence that the retailers in these clinics and such do not try to locate in areas that are underserved. And so, it goes back to my point about that complicated Medicaid patient. We have -- we were looking at a study in Chicago that showed that there were actual complete almost blackout areas where the retailers wouldn't go because they don't see it as a money-making place to have a clinic. And so, we've actually ended up seeing some pharmacy deserts to go along with the food deserts that we talk about in urban areas."
24,Dr. Rajaie Batniji,"So, I think -- and my partner, Gregg, made this point. You know, retailers, when you go, and you're going to that retail clinic, they -- they know who you are, they know about you, they're very familiar with you. But that's actually not the entirety of the story. It's actually more, to me, about how their incentives are aligned and how they're competing. They're competing to be the most convenient solution. They're competing to be the lowest cost solution for you. And that is really important if you think about the fundamental care issues that face us, whether it's chronic disease management, and I think even retailers are getting into more advanced things. I think, to me, the definition of retailer isn't just a pharmacy store, it's anybody who's bringing a retail approach to health care. That could be a surgery center. That could be an employer who has worked with a local provider system to change the dynamics of the game."
25,Dr. Rajaie Batniji,Why –
26,Dr. Rajaie Batniji,"Because your incentives are fundamentally aligned. In today's world, who gets rewarded is who strikes the best backroom deal. And in the future, who gets rewarded is who provides the best service at the best price and takes care of the member and delivers outcomes."
27,Dr. Lisa Bielamowicz,I would –
28,Dr. Lisa Bielamowicz,I really find it interesting. You mentioned in your opening remarks Surgery Center of Oklahoma. I know those guys. They're a bunch of orthopedic surgeons who opened an ambulatory surgery center and are doing something very interesting with transparency and reference pricing. I don't think anyone would call them a retailer. I agree that they are applying --
29,Dr. Lisa Bielamowicz,-- some retail tactics.
30,Dr. Rajaie Batniji,Absolutely.
31,Dr. Lisa Bielamowicz,How are they paid? How much of their business is cash?
32,Dr. Rajaie Batniji,All of it.
33,Dr. Lisa Bielamowicz,"Oh, no, that's not true. They don't take insurance? That is absolutely not true."
34,Dr. Rajaie Batniji,It is true.
35,Dr. Lisa Bielamowicz,"No, they –"
36,Dr. Rajaie Batniji,"Now, what happens is –"
37,Dr. Lisa Bielamowicz,The Surgery Center of Oklahoma –
38,Dr. Lisa Bielamowicz,-- takes your insurance.
39,Dr. Rajaie Batniji,"Employers contract with them, and then they have a defined price. But there's no negotiation. The price list is the price list."
40,Dr. Lisa Bielamowicz,"Because they're still operating within the traditional confines of employer-sponsored insurance. They do see Medicare patients as well. They do contracting with the State of Oklahoma. Again, are they a retailer who is transforming health care? No. They are a very traditional provider that has existed for decades, who is very smartly taking some ideas from the retail world and applying them to make the traditional system better."
41,Dr. Rajaie Batniji,"I think this point is sort of beyond the context of the debate. Whether or not Surgery Center of Oklahoma is a retailer or not, they are bringing a retail approach to health care. And that's what we need. That's what every employer in America is driving toward. When Amazon, Berkshire, and JP Morgan announced their initiative, what they seek to do is to do exactly that, to reward quality, to work directly with provider systems so that it's easy for them all to replicate what we've created in the retail space of clear, simple transactions and rewarding for value."
42,Dr. Lisa Bielamowicz,"I agree that Amazon, Berkshire Hathaway, JPMorgan has some Amazon juju. But why haven't other employer alliances like the Health Transformation Alliance, which had IBM, HCA, over two dozen large companies, they haven't done anything –"
43,Dr. Lisa Bielamowicz,-- apart from cutting a few drug company contracts.
44,Rosemarie Day,"Well, I think the key is who can actually be a customer. It has to be somebody who has a way to pay for something. They have to have an ability to pay. And so, whether that's their -- coming out of their pocket or the employer that's covering their insurance, or they're on the Medicaid program and that's actually a government subsidy, somehow there has to be some money for the transaction. And there are a lot of people who don't have access to any of those things I just mentioned, and so they're shut out. So, we don't have a hundred percent customer base. And that's where retail's bottom line is, not society's."
45,Rosemarie Day,To some limited extent. But there are still people who simply can't even access that.
46,W. Gregg Slager,"They're -- they can't -- if they can't access that, they probably can't access other -- other care facilities as well, too. So, I think there is a better chance that they can access care -- care in a retail environment, too, because think about retail as well. I mean, the reason why they're lower costs is because they're subsidizing the bricks and mortar. They don't have these towers. They don't have these ivory towers full of doctors that they -- that get baked into the prices. They're -- you know, the $4 generics or the -- or, you know, $4 for the employers or $40 visits, those are -- those are rock-bottom prices, too. There's many more areas of the continuum of care that they are being cut out of currently in the way that the old model works."
47,Dr. Lisa Bielamowicz,And we talk about the ivory tower. What about the ivory ICU. I don't see Wal-Mart having a $4 ICU or a $4 operating –
48,Rosemarie Day,Thank you.
49,Dr. Lisa Bielamowicz,-- room.
50,Rosemarie Day,"So that the better point for me to make is actually that it's not just about the sniffles and the kind of low-hanging fruit, if you will, that a minute clinic can deal with. It's the more intensive needs that they're shut out of."
51,Dr. Rajaie Batniji,"I don't think we're arguing that you're going to go and get a, you know, triple coronary bypass in a Target dressing room. Nor are we arguing that government should completely abdicate its role. And, Rosemarie, with all due respect, the argument that employers are only covering half of America and therefore can't exert change on the system just doesn't hold water. Employers are the largest payer in the health care system. 151 million Americans compared to 50-some million Americans on Medicaid, 60-some million Americans -- I'm sorry, 50 some million Americans on Medicare, 60 some million on Medicaid. Employers are the biggest payer in the system and they're the business class passengers. They're paying the highest prices to these provider systems. Employers do have the ability to exert their power and finally start acting like the biggest purchasers in the system and get prices under control and federal programs will benefit from that by having lower prices and a more responsible system where we contain runaway growth."
52,W. Gregg Slager,"If you don't mind. I think that's a great question and as we talk about transforming the health care system, too, we totally agree that government has a role in here, too, and I think one place where we fail in this country that other countries do a much better job of is in our social care and in our social network, and creating those safety nets. So, I personally think that the government and retail should work together to figure something out like that, but I really do think that social care is really something that we really need to invest in."
53,Dr. Rajaie Batniji,If I may add just briefly –
54,Dr. Rajaie Batniji,"I work as a physician. I used to work at homeless clinics in San Francisco, a city that is plagued by a significant homeless problem. You know, I asked the question, and Rosemarie made the point that, you know, Medicare and Medicaid are great negotiators. But I'd ask -- you know, if I'm running a homeless clinic -- which I've done in the past -- would I prefer to pay Medicare and Medicaid prices for a bandaid and Tylenol, or would I prefer to pay Amazon prices? And I think that the change in the distribution that we can have is going to be meaningful. And it's going to allow us to provide better care for the poor. And it's going to free us up to provide -- invest further in our social safety programs, to expand Medicaid. Government has a very important role to play in the future of our system. Our point is that government isn't going to save our system, but rather retailers and employer alliances are going to drive costs down, and the homeless will benefit from that, as will the weakest of all Americans."
55,Rosemarie Day,"So, I think that you know, there's still going to be the forgotten people until they actually have some money to put on the table. And so, government needs to play that role, to not forget about the folks -- and particularly folks who are homeless. That is absolutely where we need to have a social safety net. And our country does very poorly relative to others, in terms of our investment in social services. So, that's something that we have to have the collective will to do. And I do think that retailers can partner in that. I think there are innovative programs where -- I know in Boston, sometimes the doctors are prescribing food and other basic things. And they partner with local retailers to be able to offer that in a convenient way in an urban area, so that we don't have a food and a pharmacy desert."
56,Dr. Lisa Bielamowicz,"I do like the idea of a trickle-down healthcare benefits to the homeless -- employers and retailers are going to lower costs, and it'll make its way to –"
57,Dr. Lisa Bielamowicz,"What I would like to give every homeless person access to is a federally qualified health center, which provides fantastic primary care and mental health benefits to a lot of Americans. Federally qualified."
58,Dr. Rajaie Batniji,I can certainly speak to it.
59,Dr. Rajaie Batniji,"I think it's definitely the latter. We're moving to a system where everyone recognizes that having direct primary care that's comprehensive is important. It's not only occurring in the retailers that you think of as, you know, drug stores and otherwise. But employers are increasingly offering that kind of care at their facilities. I see this in the employers I work with that offer on-site clinics that go beyond just urgent care, to primary care, behavioral healthcare, and some even going further than that -- and imaging centers and so on. And so, I think that the transformation that you're seeing of where care occurs, and to ensure that it occurs at the best possible price point and the most convenient location goes beyond having just urgent care. It's all encompassing, and it also is reflected in how employers and others are working with provider systems to create those kind of risk arrangements."
60,W. Gregg Slager,"Well, I think it's going to evolve. I mean, it's certainly going to evolve as we talked about -- as we talked about this -- yeah, more money is going into consulting rooms and expanding the care facilities in these large retailers. So, I -- yeah, my expectation is that it is going to continue to go -- some of these -- some of these entities, I mean, there are -- there are food deserts and there are pharmacy deserts, too. But some of these retailers, they're the -- they're effectively the community centers. They know all the people in the -- in the neighborhood. They come in -- Wal-Mart has 150 million visitors to their stores every -- every year. The -- you know, the engagement that they have with the folks in their community I think is really, really important. I think it's going to help them in terms of, you know, preventable -- preventable care. I think the health care as opposed to sick care, I think it's going to stop ER admissions, too. And I think they're going to continue to evolve in that. They've got a -- they've got a built-in advantage, I mean, because people are going there. They've got the convenience, they've got the access. They're also subsidized as I mentioned. I mean, their buildings are subsidized so it can continue to drive lower cost care throughout the continuum."
61,Rosemarie Day,"So, it's hard for me to judge whether Wal-Mart really is creating a sense of community compared to like that mom and pop pharmacy where they knew you over the long term."
62,Dr. Lisa Bielamowicz,And now pop's out of a job?
63,Rosemarie Day,"So, you know, maybe in some spots, that's true. But I really see Wal-Mart as a pretty big corporation cycling, you know, millions of people through its doors every day. I'm hard pressed to see a true community there, unlike what we talk about with the federally qualified health center or a doctor who has a long-term relationship, you know, with their -- with their patients. So, I do think it's difference. And I want to just comment, I think there have been some really interesting things coming out of government in innovation and been really the center for innovation that's part of CMS that helped spawned the ACOs, and all of that change in clinical approach has actually come from government. I don't think we've seen as much of that originating in the private sector at least yet."
64,W. Gregg Slager,"As I mentioned, I think that's a good thing because what you've done is you've moved something that was not by choice to something that is by choice, something that's a burden to something that's an opportunity. So, I feel strongly about that, that -- and, you know, we have to think about those families and what they're -- what they need in their life. Do they need to pay more for health care or more for other food and essentials to create the kind of -- help the social determinants and help the other impacts on health outside of just visiting the health system."
65,Dr. Lisa Bielamowicz,"So, there's two points that I would make, first being, okay, they might free up a little bit of your disposable income by changing how you buy a drug or get a flu shot or a sore throat visit. That's a fantastic thing. But if they're really going to transform the system, you're going to have to trust a retailer to partner with you on something like cancer care. Are you ready for that? Are you going to like Wal-Mart telling you where you have to go to get your chemotherapy? That's just a question you have to consider. Second, I would also not go directly to retail as the only solution that can free up more of our disposable income from health care. As my opponent said, employers working in different ways could do that, too. It may not be my necessary political stance, but a lot of people are arguing that Medicare for all would do that for the average American. So, I think there are myriad ways we could get there."
