,Speaker,Script
10,GRAY DAVIS,"The state is not an abstraction. It is the sum total of the energy, the vibrancy, the creativity and the innovation of 37 million people. It is an exciting place to live because when we have problems, we don’t moan and groan. We don’t bemoan our fate. We say, we are going to solve it, we are going to figure it out, we are going to do something different. So for Andreas to dismiss all the energy, the excitement, the creativity that is producing the iPhone and the social networking, and alternative energy, we… My God, we have got ExxonMobil investing 600 million dollars into a San Diego project that will turn algae into oil. I mean, if that’s not the establishment saying you are doing something smart in California, I don’t know what that’s about. Now to say that’s not part of the state, to say that the state is just some civil servants and some black boxes, we don’t know anything about it. The state are human beings, getting up every day, doing their best to make the world a better place. Expecting to succeed, frequently succeeding, but realizing that risk takers though they are, failure will eventually… Well, failure will occasionally occur."
11,SHARON WAXMAN,"Governor, did you say 60 million…?"
12,GRAY DAVIS,"Wait, let me just…"
13,SHARON WAXMAN,…or 60 billion? I just want to point out…
14,GRAY DAVIS,"Let me just say this… That failure will occur occasionally when you take risk. But they don’t see failure as the end of the journey—they see it as an occasional stop on the road to success. That’s what separates California from a lot of other parts of the world. And that’s why it is—and will continue to be—a successful state, despite what is happening in Sacramento."
15,SHARON WAXMAN,"Yeah, I had a question. ExxonMobil, you say was 60 million dollars in San Diego?"
16,GRAY DAVIS,600 million dollars…
17,SHARON WAXMAN,600 million dollars…
18,GRAY DAVIS,…in an algae to oil project.
19,SHARON WAXMAN,"Right, OK. So the last quarterly statement for ExxonMobil, they were… Their profits were in the multiple billions of dollars. So in terms of their investments… And that’s a small multiple for…"
20,GRAY DAVIS,"Yeah, but algae to oil…"
21,SHARON WAXMAN,…for a company like…
22,GRAY DAVIS,And they are… And we are looking into algae and oil in New York? Are we looking to algae and oil in Kansas? Are we looking to algae and oil in Mississippi?
23,ANDREAS KLUTH,They are in Nevada and Arizona…
24,ANDREAS KLUTH,"…and especially—if you want to talk about the green economy—look to Denmark, China, Israel…"
25,GRAY DAVIS,"Well, wait…"
26,ANDREAS KLUTH,"Yeah, and it’s not in California…"
27,GRAY DAVIS,"Andreas, let me, in your article…"
28,GRAY DAVIS,…in your article…
29,ANDREAS KLUTH,"Actually, I limit it to the United States."
30,ANDREAS KLUTH,"Well, one state."
31,BOBBY SHRIVER,"just… And since Lawrence is so funny and so experienced, I just have to do a few little, catch ups here. They don’t win if there is another failed state. That’s not true. It, it’s whether this is the first failed state. So he would have to say that New—and which he was actually saying…"
32,BOBBY SHRIVER,…right here in New York—that New York is the first failed state. Maybe that would give him a little bit of a point. But
33,BOBBY SHRIVER,really don’t think that that’s what it is. Let me do a couple of things. Berkeley is a great university. Do you know what it costs to go to Berkeley a year? Who knows? 30 plus thousand dollars a year.
34,BOBBY SHRIVER,"Is that a public university? It’s owned by the public, but when you say “Find a better one than Berkeley…” That’s not a public university. The original act that created Berkeley…"
35,GRAY DAVIS,"Bobby, that… Bobby, that’s…"
36,BOBBY SHRIVER,"Just, just… Can I make one other…?"
37,GRAY DAVIS,"Well, that isn’t right…"
38,GRAY DAVIS,Undergraduate.
39,BOBBY SHRIVER,… in the L.A. Times…
40,GRAY DAVIS,The graduate schools…
41,BOBBY SHRIVER,…then it was lies…
42,GRAY DAVIS,"The graduate schools of Law and Business—for several years—have been allowed to float up. And they are—as Sharon suggested—25, 30 thousand dollars. But Ph.D. candidates are very low. So it’s still a… it’s higher than it should be, but it’s still terrific compared to other alternatives available to students…"
43,SHARON WAXMAN,But when you have a student revolt for this…
44,BOBBY SHRIVER,"Let me just stop for a second. You do have a student revolt, but I just…"
45,SHARON WAXMAN,That’s true.
46,BOBBY SHRIVER,"…and I got the number from the L.A. Times, so… And this is after the new editions, so maybe that’s wrong… Even to me, at 10 grand, it’s… For a people who have modest incomes…"
47,GRAY DAVIS,agree. And I totally agree with you…
48,BOBBY SHRIVER,…10 grand of after tax money…
49,GRAY DAVIS,…that it’s not fair to them.
50,BOBBY SHRIVER,"…is a real thing. The second thing is: I think if you support—which I do too—a constitutional convention, your… When did people have constitutional conventions? The National Constitutional Convention was…when there was a big ol’ mess at hand. You don’t have a constitutional convention when things are going great. So if you support… Right? Right? So if you support…"
51,BOBBY SHRIVER,"And let me, and let me, and let me just say. If you support a constitutional convention—and I think you should ask all three of these gentlemen whether they support it or not—."
52,BOBBY SHRIVER,"—they have to lose, because now you… You don’t have…"
53,BOBBY SHRIVER,…a constitutional convention…
54,BOBBY SHRIVER,…in a successful—or a less than failed state—.
55,VAN JONES,Yeah. Exactly. Well… First of all…
56,BOBBY SHRIVER,Oh yeah.
57,VAN JONES,"…you are conceding the point—which is that we have, in California, the tools to continue to solve these problems. One of the things that is so exciting about the State of California is that people who have ideas get a chance to actually act on them—maybe to excess at this point. And I would have no problem with rolling back some of the detritus as it accumulates on our constitution. But we actually have the problem solvers, and the tools to solve the problems. And when you say you have a failed state—which you are, and which you are suggesting. First of all, you are trying to take off the table the economic successes. The economic successes are a function—especially in the clean tech area—of policy successes, of political successes. We have been able to put aside partisan differences on one question, which is: If we are going to have the jobs of tomorrow in California, we have got to have the technology of tomorrow…make the products of tomorrow…and we have been able to get that done. And that sets the table for the forward motion that you are talking about. So when you try and take off the table… It’s striking to me. I have never heard of a failed state where the eighth largest economy in the world… I have never heard of a failed state that is literally one eighth of the output for the entire country. California is to the rest of the country what Germany is to the EU. And I don’t hear anybody calling Germany a failed state, whatever problems they may be, that may be there. And so I think again, you are conceding—when you talk about the fact that we are talking about a constitutional convention, and we are talking about a whole raft—that California forward and other folks are talking about a whole raft of fixes—we have got the tools and the innovation and the determination to fix the problems in California."
58,VAN JONES,…and so we are not a failed state.
59,VAN JONES,"Well, well… If you want to go with that… If you want to go with that analogy… I am saying that the patient is not dead."
60,ANDREAS KLUTH,"Sure. So if you say , if you want to change it to California is dead… And I can tell you we are not debating that, and we are not arguing it…"
61,ANDREAS KLUTH,"What we are… By the way, I agree that failure—as you said—is an occasional stop. I happen to be writing a book at the moment about how failure and success are imposters. But you have to be honest that a failure has occurred, in order to fix it. Californians are honest about it—that’s why they will pass the two initiatives that will call for a constitutional convention—just as Americans, after the Revolutionary War, called a constitutional convention because the Articles of Confederation were a failure, and they accepted that and admitted that first, and then you start fresh. So you need to admit honestly that a failure has occurred…then you move on, move on. A few… Just a little bit of mopping up. About the public universities. What is the still remaining excellence of the university system a sign of? It’s a sign of the Pat Brown legacy, when California was not a failed state. What are they dismantling? I wrote a story about this. I asked professors and the president of the UC system. A professor at UC Santa Cruz of astrophysics told me…the excellence is being lost in her department as we speak because of the budget cuts. The people she was hiring to be good professors have defected because they know there is nowhere for them to go in their careers. They are going to more competitive, private or other public universities in the state and world. So don’t get confused about this public university. It was a sign of something working well 30 years ago… And you are… You will see—when it’s gone—that something failed today."
62,BOBBY SHRIVER,On a per capita basis?
63,SHARON WAXMAN,"No, that’s… Exactly."
64,BOBBY SHRIVER,He kinda misses… He kinda missed that…
65,VAN JONES,"Well… The problem in California isn’t primarily a revenue problem. I mean, there are… We had a courageous governor, frankly, who was willing to do what needed to be done with regard to the so called car tax. And the five billion dollars was on the table, and that’s off the table. And we are the only state, in California… The only oil producing state in the country that doesn’t tax the oil when it comes out of the ground. It is a billion dollars a year… There are revenue sources that are available. The problem in California right now is—which is why we are here—is that we haven’t agreed on the vision for California going forward."
