,Speaker,Script,Round
15,Marielena Hincapié,"Thank you, John. Good evening, and thank you for the opportunity to argue for this motion tonight. I'm an immigrant from Colombia, a proud naturalized U.S. citizen, and I'll be voting on November 8th. I firmly believe in the promise of America, a promise which my parents, Acturo and Theresa , believed in. They were textile workers. They had a second and fifth grade education. They made the courageous and selfless decision to come to the United States. Why? For a better economic future for their children just like millions of immigrants before and after them have done, including many of you who are listening and watching tonight. We're asking you to vote for this motion to give undocumented immigrants a path to citizenship for three reasons. One, we are a nation of laws. Two, we benefit economically, and three, it's good for our society. First, as a lawyer, I know that we are a nation of laws, but I also know that not all laws are created equal. We at the National Immigration Law Center work very closely with policy makers to draft and defend good laws, but we also sue over unjust laws like Arizona's infamous racial profiling anti-immigrant law SP1070. The rule of law is important, because it provides predictability, consistency, and when applied well, not discrimination. Unfortunately, our immigration law is none of that. Our immigration laws are dysfunctional and out of date. We elect Congress to represent our best interests to solve the nation's most pressing issues and to update those laws when it's necessary. Immigration is so important that it's spanned political walls. Most Americans agree with Angie and me that the status quo on immigration is unacceptable and that a path to citizenship is the way to go, but Congress has failed to act in the last 25 years. Instead, we have a system which U.S. citizen children go to school not knowing whether they're going to see their mother or father at the end of the night. You have folks who as Angie described have lived here for decades, but they still don't know whether they're days, months, or years away from being deported. You even have people in Louisiana who can't marry the person they love simply because they lack the documents to do so. How many times have you heard people like our opponents say that undocumented immigrants ""broke the law and therefore they should not be rewarded?"" Not only is this false, but it overlooks our own role in complicity in creating this dysfunctional system. Here's the thing. We've been sending confusing and hypocritical messages for the last quarter century. We hang a keep out sign on our border while our economy sends help wanted messages. Similarly, our federal government says it's unlawful for you to work here without authorization, but if you're working and you're earning wages you must pay taxes. Undocumented workers can't get a social security number, but the federal government gives them a tax ID number to pay their federal taxes, which benefits all of us. This is dysfunctional. What we need instead is predictability, consistency, and laws that can be applied in a nondiscriminatory fashion. Congress must create a clear road map that shows restaurant workers, nurses, entrepreneurs, and all the citizens in waiting how to get into a line for citizenship, as well as to create a line for others. The second reason to vote for the motion is that the economic benefits are clear. The road map we create should focus on the contributions that people who are here are already making to our communities, economy, and society. At a practical level, it's good for our bottom line. Recent studies show that when young immigrants who have been able to get work authorization and temporary protection from deportation like Martin Batalla Pedal who is here tonight, we all benefit from that. They're able to more fully participate in society. They're able to buy big ticket items like cars and homes. All of that helps our state coffers. People like Martin have been able to lift up their families, communities, and society as well. According to a recent study -- to recent surveys, their wages have increased by 42 percent. And many of them are also investing in themselves by pursuing their educational dreams. The Congressional Budget Office, in 2013, predicted that immigration reform would increase the GDP by 3.3 percent in 10 years. The greatest cost, perhaps, is that of unrealized potential. I'm talking about people like Chris Mercado, who is here tonight as well. He's an entrepreneur who dreams of using his technological expertise to address society's problems. Chris is a New Yorker. He's lived in Queens in the same house since he was age 6, when he arrived from the Philippines. He is an aspiring citizen and represents American innovation. Yet, there's no way -- no line to get in, no paper to fill out -- for him to become a citizen of this country. Finally, creating a path to citizenship is good for our society. It's in line with our American values of fairness, equality, and dignity. It recognizes the 11 million undocumented immigrants for who they really are -- Americans at heart and citizens in waiting. Our opponents want you think of undocumented immigrants as outsiders, as others. You heard from Rich. They see citizenship as a prized possession. I would argue that such a viewpoint has led us down dangerous and exclusionary paths before. Our country has had plenty of experience excluding entire segments of our population. When we denied African Americans and women the right to vote, Congress acted. When there was rampant discrimination against African Americans, Congress acted and passed the Civil Rights Act. Your vote tonight is a message to Congress to act and provide a path to citizenship. Thank you.",1
16,Steven Camarota,"Well, I just want to thank IQ-squared for inviting me. This is exactly the kind of unemotional, fact-driven debate that we'd like to have and we need more of. So, my hats off to you for an excellent program. And your goals seem to be unassailable. Let's start with some facts about the illegal immigrant population. Rich talked a lot about general principles -- rule of law, it repeats the mistakes of the past. I'm going to give you a little bit more information to help you think about this question. One of the most important facts we know about illegal immigrants is that, on average, they have about a 10th grade education. There are some less-educated immigrants than that -- illegal immigrants -- and some are more. But on average, that's what it is. The overwhelming majority have only a high school education or they didn't graduate high school. Actually, we think a majority didn't graduate high school in their home countries before they came. This tells us a lot. It tells us what their likely income is going to be in the modern American economy. It tells us, equally important, which Americans are going to be competing with illegal immigrants for jobs. Now, we think there are about seven, eight million illegal immigrants currently holding jobs in the United States. And the good news is, the vast majority of Americans don't compete with them for jobs. They're at the very bottom of the labor market -- on average, given their skills. But the problem is that it's the poorest Americans who do compete with them for jobs -- Americans who -- getting out of prison, Americans with a disability, Americans who themselves didn't graduate high school. And that also includes lot of less educated legal immigrants. My opponents tonight identify strongly with illegal immigrants, and I understand that, and I think that's some to their credit. But we also have to keep in mind that Americans, even if they're not well-represented in this room -- the roughly 13 million who don't have a high school education, who research shows compete directly with illegal immigrants -- if we let every illegal immigrant stay, the job competition stays. Now, you might say, ""Well, they might not undercut the native-born anymore,"" but the bottom line is, you still fundamentally increase the supply of labor precisely among the most vulnerable part of the labor market. Just to give you one statistic -- of high school dropouts in the United States who are of working age, only 42 percent have a job right now. It's a historic low. Their real wages have declined. We don't have a shortage of people without a high school education. And they have done extremely poorly. Let me talk very briefly about the impact on taxpayers. Again, what we know is people who don't have a lot of education don't make a lot of money. They use a lot in services, including illegal immigrants. The National Academies of Science just released a study indicating that even if you project out 75 years, people who come to America with a high school degree or less are an enormous fiscal drain. On average, about $150,000 during their lifetime. And amnesty, a legalization or citizenship, will make immigrants eligible -- illegal immigrants -- for even more programs, likely increasing that. Legalization doesn't change the underlying demographics about educational attainment and the moderate American economy. The total cost of letting all illegal immigrants, saying -- giving them citizenship is likely to be about a trillion dollars to taxpayers. No, it's true. Illegal immigration does make the economy bigger. More people is a bigger economy. But there's no evidence it makes the native-born richer. What it mainly does is benefits the illegal immigrants themselves if all of them get to stay, and it tends to come at the expense of taxpayers and the poorest and most vulnerable American workers at the bottom end of the labor market. Now let me talk about something very briefly. And this is important. There's no administrative capacity to even process 10 million applications. Our immigration service just gave out citizenship to 900 criminal aliens. They were all due to be deported. But the system is so screwed up. The bureaucracy is so overwhelmed they all got citizenship instead. When we had our last amnesty in '86, between one-third and one-quarter of the people who got it then did so fraudulently. Now, in the real world, any legislation that passes will be a massive undertaking, a huge giveaway to special interests. In 2013, the legislation that would have amnestied the illegal immigrants was longer than the New Testament and was filled with all kinds of special interest perks be and giveaways. It was so complicated no one read it. Everybody admitted they hadn't read it. And that's exactly what we're debating here. If we were to move to give citizenship to illegal immigrants, not only can't we process all those applications, but it would be the kind of legislation that we pass so often in Washington where I live, one that no one reads and few people understand. Now, what's the alternative here? Well, the alternative is to start with something sensible, not rewarding everyone no broke the law. The alternative is they actually begin by enforcing the law. We're not doing that right now. Do you know that we have over 900,000 people in the United States who've actually been ordered deported by immigration court, but we never followed up, so they're all still here basically. That's our immigration system. You know how many employers -- there are about a hundred thousand employers that hire illegal immigrants. Do you know how many got arrested in 2015? Maybe 50. That's our enforcement regime. So I'm proposing we actually try something we haven't tried before, which is enforcing the law. We control the border, we go after the employers who hire the illegal immigrants. We get the cooperation of local law enforcement. If even some illegal immigrants go home, it's good for American workers, it's good for taxpayers. It restores the rule of law and it avoids this kind of radical idea that we should be handing out citizenship. And we don't need some big piece of legislation. Just enforcing current law would go a long way to moving the ball forward. Thank you.",1
17,Angela Kelley,"Yeah, no, it's not fair to lots of folks because the laws haven't been updated, as I said, for 25 years. And we have a lot of people in this country illegally who are living with someone who has a green card or is a U.S. citizen. They have a qualifying family member. But as I tried to describe -- maybe not too clearly -- what happens is that because they've been here without status, we punish them. There's a penalty. There's a bar; 10 years without status. So, let's say I have a green card, and I marry Steve because he's so super handsome. Steve, we're madly in love, right? You've been living here illegally, but I have a green card so I can apply for him, right? Now, it's a two-year wait. But let's say that's okay. Now, he has to leave the U.S. to get the green card at the embassy in La Paz, Bolivia, because he's actually Bolivian. He doesn't look it. And when he tries to do that, they say, ""Mm. No. No, sorry. You were here illegally. Ten-year bar, Steve. You're not coming back to Washington to live with your beautiful wife, Angie."" That's the problem, right? So it's not so clean, right? It's not as if we've got all the undocumented people living in one apartment building just being undocumented and breaking the law. It's because we have a broken system.",2
18,Rich Lowry,"Well, first of all, let me say, Steve is a very lucky man.",2
19,Angela Kelley,Thank you.,2
20,Rich Lowry,"Look, of course it's unfair. Gallop did a survey recently around the world, and there are about 120, 150 million people who want to come here. And our opponents' position is, yeah, you get not only just to stay, but to become a citizen if you jump the border or if you overstay your visa. Now, in every -- you know, in particular instances, there may be complications, there may be sympathetic cases. But to have that general rule as a matter of category, you're going to make it possible for all these people to be citizens is manifestly unfair. And we've all known people who have grappled with the immigration system, which is a nightmare. But most of the people we know do everything they can to stay within the rules. And the idea that illegal immigrants are Americans at heart I think is a little hard to take. They're workers at heart. They come here to earn more money than they can at home, and they oftentimes send a lot of it home. But 1986, they were given the opportunity, ""You can be a citizen."" What mattered more to them? Staying and working. So this is a key weakness in our opponents' case. Every single problem they identify can be dealt with an amnesty or a legalization without going all the way to citizenship.",2
21,Marielena Hincapié,"Sure. And a couple of things I would point out, one is this notion I think what you're saying, Rich, about citizenship. It's not as if people were to become citizens tomorrow; they would apply and then become citizens tomorrow. Look, the last bill that the Senate passed by bipartisan vote included a 13-year wait. This -- what we're saying is create a line, create a path to citizenship. Let people know what the criteria is. That bill in particular and every bill that's been out there has included a penalty, background check. People have to show that they pay taxes. There are all of these things that people would need to do to earn citizenship. And they would be on this path which, again, the last bill, would be a long and arduous task.",2
22,Marielena Hincapié,Yes.,2
23,Angela Kelley,Well --,2
24,Marielena Hincapié,Yeah.,2
25,Angela Kelley,"-- that's a great point. But you know, this is what's been contemplated in legislative proposals, is that we clear out the family backlog, right, so that Steve and I can be reunited much more quickly. And there isn't a single undocumented person who gets legal status until that family backlog is cleared out.",2
26,Angela Kelley,"Because that's, again, the complexity and how these are interlocking.",2
27,Marielena Hincapié,Yeah.,2
28,Rich Lowry,"But these requirements you mention, they're almost always entirely window dressing. The penalty that illegal immigrants are going to pay, are you really going to make a poor illegal immigrant pay a $10,000 fine here she can't afford? Or --",2
29,Rich Lowry,"-- learning English, there's never a requirement they actually learn, they have to go to class. I went to a lot of German classes. I don't speak a word of German. And the idea they have to pay back taxes when most of them don't earn enough to actually owe a federal income tax liability. In fact, are probably owed money by the federal government in the form of the subsidies we give low income workers. All that is boo bait for Bubba to kind of dress up this proposal and make it sound more appetizing --",2
30,Angela Kelley,"Well. I'm not sure who Bubba is. Look, you don't need to learn German to go to work every day. You don't need to learn German so that you can call a doctor when your baby is sick, but immigrants who are here, they want to learn English. They know that that is their ticket to a better life and that is a ticket for their children for a better life.",2
31,Rich Lowry,So you're saying it is window dressing--,2
32,Angela Kelley,So what I'm saying is --,2
33,Rich Lowry,That requirement in law is window dressing.,2
34,Angela Kelley,"The requirements of the bill learning -- pay taxes. Absolutely that we have to go through background checks, that we will know who is in this country.",2
35,Rich Lowry,You're contradicting yourself.,2
36,Angela Kelley,Makes a lot more sense than the status quo where we don't know and they're subject to exploitation and it makes us all more vulnerable.,2
37,Steven Camarota,Right. Rich has a really great point. What advocates have done --,2
38,Rich Lowry,At least Steve thinks so. If I lost Steve I'd be in real trouble.,2
39,Steven Camarota,"But the bottom line is, advocates for the amnesty have focus groups and they know the public likes the idea of saying hey, they're going to learn English. That's not something that's actually in the bill. It's something the advocates say is in the bill. All you have to do is sign up for a class. They're going to pay taxes and it's even implied they'll pay back taxes. As Rich said, given the income of illegal immigrants, they don't owe any. In fact, we'd probably have to pay them through the earned income tax credit. This is just the kind of thing -- the bill actually put people on a path to citizenship. Some of them got it very quickly. Some of them had to wait a long time and some of them would've gotten it much earlier than 13 years, but the talking point is 13 years. Remember, the bill, as I indicated, is this thick. It's got many more words in it than the New Testament. No one in this room, including myself, can read the whole thing and even understand it, and that's what we're talking about here.",2
40,Steven Camarota,A bill that's impenetrable.,2
41,Marielena Hincapié,So as someone who has read that bill from front to end.,2
42,Marielena Hincapié,"Let me say a couple of things. This is not just about what the bill and all the various bills that have been out there. This is about immigrants who are indeed paying. Look, the institute for taxation and economic policy, not immigrant advocacy group, right, ITEP , talked about at the state and local level immigrants are actually paying 50 percent compliance. They pay more in income, 8 percent of their income, more than the top 1 percent in our country. So immigrants are indeed paying taxes at the federal, state, and local level. Every single bill, immigration bill, that has been out there has excluded immigrants from having access to federal public benefits, even to Obamacare. This is the center of capitalism and even under this administration an undocumented person can't pay out of their pocket to have access to Obamacare. So, this notion that immigrants are taking more from our country is not what the facts are saying.",2
43,Steven Camarota,"Look. There's a lot of research on this question, but the government actually collects a survey and it does identify the illegal immigrants. It's called the Survey of Income and Program Participation and the fraction of those households receiving various forms of welfare benefits is extremely high. It's over 50 percent. That said, that high welfare use rate is not because the immigrants are all lazy and it's not because the illegal immigrants all came to get welfare, rather as I indicated, it reflects their educational attainment, income, family size. That's what causes it. If you decide to let every illegal immigrant stay, you have to understand that given the education there's an enormous cost for taxpayers.",2
44,Marielena Hincapié,This reminds me --,2
45,Marielena Hincapié,"Just one really quick thing on the benefits. Again, facts really matter and the social security administration's actuary says undocumented immigrants are contributing into the social security and Medicare system $13 billion a year, 13 with a B, billion dollars a year. Between '96 and 2003, undocumented workers paid $90 billion into the social security and Medicare system, benefits that they will not access, they will not be able to access.",2
46,Rich Lowry,"Well, look, we have a tax system in this country that is set up to benefit two categories of people. One, Donald Trump who doesn't pay any federal income taxes.",2
47,Marielena Hincapié,Undocumented workers pay more than him.,2
48,Rich Lowry,"And two, low skilled workers who are working but aren't making a lot. The tax and the welfare system are set up to help exactly those kinds of workers. Remember, you know, most illegal immigrants from Mexico are high school dropouts. They don't have a high school degree. It's -- they come here. They want to work hard, but it's very hard for people with that level of education to thrive in our society, let alone to contribute to the upkeep of our federal government through their taxes, when, again, most of them aren't earning enough to actually pay federal income taxes. So, this fiscal argument completely falls down.",2
49,Angela Kelley,So --,2
50,Angela Kelley,"Yeah. So, here's the good news, guys --",2
51,Angela Kelley,"-- is that if people get legal status and they are able to naturalize and become citizens, then they are able to get jobs that better match their skills. The person who drove me to the airport is probably, like, a doctor in Nigeria. And he drove me to the airport. And we know people like that. So, you will have a better complementary -- where workers will actually be doing the jobs that they are trained for if they are able --",2
52,Angela Kelley,-- to get citizenship.,2
53,Angela Kelley,Right now --,2
54,Rich Lowry,-- real quickly.,2
55,Rich Lowry,"Even if I accept that argument, that's no reason to give that person citizenship. And that's, again, the weakness of your case, is you're not actually defending the resolution. You've come up for -- reasons for legalization. You're not telling us why citizenship is imperative or good for the country.",2
56,Angela Kelley,"Okay. So, let's talk about --",2
57,Angela Kelley,"-- what the alternatives are, right? So, what would you do -- to --",2
58,Rich Lowry,There's one person out there who really –,2
59,Rich Lowry,Yes. I got Steve and that guy.,2
60,Angela Kelley,"So, what are the alternatives, right? Do we round them up and deport them all? You said you didn't want to do that, right? Do you like the status quo? Do you think that makes sense? Steve seems to be really upset about it, because of the impact that you claim it's having. Do we give them less than citizenship and have them be in second-class status? What we know about that is that people actually earn less. It's not good for you to be in a second-class status where you can't -- you're at the mercy of your employer. That's not a good thing either. So, just tell me, guys. What is the answer? What are we going to do?",2
61,Marielena Hincapié,And we have a dark history in our country of having people in second-class citizen status.,2
62,Steven Camarota,"Look, we tried this before. The reason that an amnesty, and legalizing everyone, and giving them citizenship doesn't work is we know it doesn't work. We did it in '86. We gave almost three million people citizenship, and we ended up with 12 million or 10 million illegal immigrants now. The solution here is to begin not with something radical, like citizenship for everybody who broke the law. The solution is to actually enforce the law. That's what we need. If we can get some illegal immigrants to go home on their own, some will be deported -- it's good for American workers. It's good for taxpayers. On the question of whether illegal immigrants pay taxes, absolutely. My own research shows they pay well over $10 billion, and that was years ago. That number has got to be $50 billion illegal immigrants likely pay in taxes. But based on the evidence we can collect, they're using about $100 billion in services. And again, it's not their laziness. It's not that they all came to get welfare. It's -- it reflects their education level. And I should put out, when we look at legal immigrants with that level of education, we get basically the same numbers. When we look at the native-born with that level of education, we get basically the same numbers. Legalization doesn't solve the problem for taxpayers.",2
63,Steven Camarota,We know that for sure.,2
64,Rich Lowry,"And let me take -- let the record show when I asked why we needed citizenship, she asked, ""Oh, are you going to deport everyone?"" And the only argument for citizenship that I can discern is there might be some small hypothetical wage benefit to the illegal immigrants themselves. But again, every single problem they are surfacing and pointing to can be dealt with a policy short of citizenship. It might be a policy that Steve and I --",2
65,Rich Lowry,-- disagree with --,2
66,Rich Lowry,-- but short of citizenship --,2
67,Angela Kelley,You first --,2
68,Marielena Hincapié,"I wanted to go to the issues that Steve mentioned in your opening, Steve, about the alternative being enforcing our laws. Well, you heard from Angie and I that what -- we have not updated our laws in 25 years. The only thing we have done is enforced our laws. In 2012, the federal government spent $18 billion on border and interior enforcement, more than all federal law enforcement agencies combined, more than the DEA, ATF, FBI, Secret Service, U.S. Marshals. I can go on and on. That is not where we should be spending our law enforcement dollars. But we have been. And this administration has actually deported more people than every previous administration in the last -- since Eisenhower, basically.",2
69,Marielena Hincapié,And then separately -- I'm so sorry. Just one last thing --,2
70,Marielena Hincapié,"-- is they seem to -- actually, you know what? I'll save this argument for later.",2
71,Angela Kelley,Okay.,2
72,Marielena Hincapié,-- concerned about workers --,2
73,Angela Kelley,Yeah. I mean --,2
74,Angela Kelley,"-- first of all, they're not eligible for public service. So what Steve generally is really pointing to is their children who, yeah, they cost. God knows my kids cost, right? So we count them as a cost, the immigrant household, where kids are expensive, but then they grow up and they --",2
75,Angela Kelley,Sorry?,2
76,Angela Kelley,"Because -- because all children -- I mean, what would be the alternative, right? And all children are costly because we spend money educating them. The parents are not eligible for any benefits. We're investing in the kids --",2
77,Marielena Hincapié,Who are U.S. citizens.,2
78,Angela Kelley,"-- who are U.S. citizens. And then when the kids grow up, guess what? They do well. They earn money, right? And so that you have to look at the ledger on both sides. That's one. Two -- give me another second here.",2
79,Angela Kelley,Because they keep --,2
80,Angela Kelley,"They keep wanting to -- the 1986 law known as IRCA , right? And what IRCA said -- this is signed by Ronald Reagan, and it gave legal status, eventual citizenship for those who took it, for people who had been here since 1982. The law was passed in 1986. You already had four years of people who were here that weren't even eligible. And it set up something called ""employer sanctions,"" where employers had to start asking you for a document, which you guys still have to do, right? When you go to a job that you've been accepted for, you have to fill out an I-9 form. But what the law didn't contemplate is that people will continue to come. That was the failing. It didn't anticipate a future flow. So people would come with smugglers, not with visas. That's what has to change. And this notion that that was some kind of a magnet, that's not true. There was a lot of research done after IRCA passed. The numbers of illegal crossings actually initially went down --",2
81,Angela Kelley,-- and then they leveled out.,2
82,Steven Camarota,"Kids do cost money. But the bottom line is, with the children of illegal immigrants, an enormous fraction get all the food assistance from our -- are enrolled in Medicaid. The family is allowed to live in public houses in many cases. And they do get cash benefits on behalf of their U.S.-born children. In the survey research, they admit this. They don't -- they don't even realize that that's an issue. Many children -- many immigrants do not get those things. The reason that illegal immigrants are so costly is because of their educational attainment and resulting income. That's the bottom line. Here's the -- here's the take-home point. If you're a native-born person who doesn't have a high school education, you too are a fiscal drain. But it's your birth right to stay here. When we're talking about illegal immigrants, that's a very different question. And to Rich's point, even if you want them all to stay, does that mean they all have to get citizenship? One of the things to think about, about even illegalization is programs like the EITC, the earned income tax credit, and the additional child tax credit. Our two biggest cash programs, illegal immigrants right now can't get them. Once legalized, the previous bill that we just talked about, that supposedly barred folks, clearly made them eligible. And that's in the tens of billions. That program is pushing a hundred billion dollars, those two programs, together in total cost. That's a very big deal, and that's an added cost we get from legalization.",2
