,Speaker,Script,Round
11,Yasheng Huang ,"It is going to be in the city of Shenzhen, across from Hong Kong. I second very much what Michèle had said about these developments at a national level. At the local level in that region, Shenzhen is actually very similar to Silicon Valley. It is an immigrant city; it draws talent from the rest of the country, as well as from the rest of the world. We have had a number of graduates from MIT who have started enterprises in that region, and they have done extremely well in terms of incorporating technology into production. The other thing that we need to be mindful is time and technology are a function of creativity, talent, and the intelligence, but they are also extremely expensive and costly. At a time when this country is not investing in science and technology, somebody else has to do it, and so far, it is China that has been investing very heavily in science and technology. They’re producing all these great graduates, and then, if you look at IT, yes, it is true that there’s a problematic situation in their country. It is improving. But the other thing is that the new area is data. IT is not as important in big data as it is in other areas.",3
12,Parag Khanna,Yes.,3
13,Parag Khanna,"I vote ""Yes,"" but I should have voted no because you got the tense wrong. China already has the next Silicon Valley, not will be. If you think about it, China already has half the world's most valuable companies. It already leads in augmented reality, artificial intelligence, autonomous vehicles, drones, mobile apps, 5G, and even bike-sharing. When I pull out my iPhone, millennials in Asia laugh at me. They think it's garbage compared to the Xiaomi phones that they use that have 40 megapixel cameras, batteries that last for two days, and are actually waterproof. They have the venture capital market, as Michele mentioned. Some of the world's largest IPOs. Last year, the Hong Kong Stock Exchange beat out the New York Stock Exchange for the number of IPOs. You have government support, of course, that was also mentioned. Just like Silicon Valley has its origins in support from the defense sector of the United States, so too, of course, does China. The Made in China 2025 campaign is only going to accelerate in the wake of the trade wars. They seek to protect themselves from any technology areas where the U.S. wants to cut off supplies. And remember that Silicon Valley was primarily supported with American money. But today, if you look at China's technology sector, it's supported by global companies and even Japanese firms, like SoftBank, which gave AliBaba its start, and it's also poured money into other Chinese companies, like Anh Financial. Sovereign wealth funds from around the world also investing in Chinese tech. So, why is China already the next Silicon Valley? Because both China and the rest of the world have made it that way.",3
14,Susan Thornton,"Well, it falls to me to declare no.",3
15,Susan Thornton,"Of course, I'm going to have to use some qualifiers, because these are strong arguments. But it strikes me that the U.S. has gone in a 180-degree shift from being confident in our capitalist, market-oriented, you know, innovation ecosystem, to being very, very worried and afraid. And you know, we talked a little bit -- Bob did earlier -- about our systems differences. I think -- you know, Silicon Valley is not in California. It's not in China. It's a state of mind. You know that 75 percent of the tech workers in Silicon Valley are foreign born. You're not going to get that kind of an ecosystem in China. You're not going to get in Shenjiang. You're not going to get it Jong, Guangzhou, and in Beijing, where all the universities are. China is starting to close down for its intellectual space. University professors are being told what they can and can't teach. Students are feeling more inhibited about what they can study. And I think there's still a long way to go for China, to get to be the next Silicon Valley. They've spent decades trying to build an airplane and haven't been able to produce one yet. So, there are limitations. There are problems, obviously, with the ecosystem there. Now, it's not to say that we should count them out. They're certainly starting to go further up the innovation ladder. I think this shows why the U.S. has to pour more money into basic research funding. And we should keep our country open to all kinds of foreign-born geniuses, and not just stable geniuses.",3
16,Ian Bremmer,"Yeah. I'm going to declare ""Yes."" But it's not because I'm convinced the Chinese are going to win; it's just because if there is a next Silicon Valley, it's obviously in China. You know, you look at the big $1 billion startups -- the tech unicorns, such as they are. Forty-two percent of those in the world today are in the United States in 2018. Forty percent are in China. The rest of the world gets the remaining 18 percent. That's it. So, it's pretty obvious, right? If you want to look at where the big technological developments are coming from, they're coming from the Americans and they're coming from the Chinese. Now, to be fair, a lot of that investment is not coming from the entrepreneurs in China; it's coming from the state. And the reason that they are getting advantages right now in places like voice recognition, facial recognition, as Parag mentioned, is not because they have better scientists; it's because they have more data. So, it's not at all clear, in five, 10 years, is AI and technology going to look like the space race, where it's the government versus the government, which means China wins -- or does it look more like all of these entrepreneurs doing moon shots, most of which fail -- some of which are tremendous -- in which case the Americans win. But whoever you decide to pick, the next Silicon Valley, indeed, already is in China.",3
17,Susan Thornton,I guess so.,3
18,Susan Thornton,"And also, status, economic top-down kind of direction.",3
19,Susan Thornton,"Okay, yeah. I mean, so I think basically, you know, we've been through this before with the end of history in 1991, governments trying to pick winners and losers, and that didn't work out too well. I think the Chinese have, you know, come a long way in trying to develop and marketize a lot of the parts of their economy, but they don't still have the ability to support their bottom-up entrepreneurs. I mean, Jack Ma was basically made to step down from Alibaba. If private entrepreneurs get to be too prominent in the Chinese system, they will not be allowed to go further. Private entrepreneurs have been arrested under the anti-corruption campaign, and there was a big article yesterday talking about many entrepreneurs in China who are trying to leave. And a lot of Chinese are trying to move their money out, so the political retrenchment that we're seeing in China is having an effect on the overall future picture for China's development.",3
20,Michèle Flournoy,"I think Susan's right in that -- to the extent that China's intent to become the technological leader is thwarted, it will be their own government's fault. It will be the government getting in the way of itself and of its own policies. But I think that, you know, we had it in our mind that true innovation happens in our Silicon Valley. It's the moonshots. It's having the benefit of the best research in universities, entrepreneurs who can go after something that nobody ever thought of before. It's that creative process of discovery, whereas China's been excellent at the applications, once something's established, applying it in 1,000 different ways and sort of making progress that way. But I don't think that stereotype is holding. If you look at -- in 2017, the number of patents and patent applications for AI-related issues -- four times as many in China than in the United States. So, there's some kind of shift going on here. And again, I agree the biggest threat is the Chinese government's own policies to -- that could undermine itself. But right now, in terms of intent, and resources, and momentum, China does have an advantage.",3
21,Susan Thornton,"Well, they do have 30,000 engineers waiting to work in whatever plant moves over there. So, there are some inherent advantages that they have. And, like I said, they have managed to innovate, but they -- I mean, I guess it maybe hinges on the definition of Silicon Valley. I mean, Silicon Valley is these moonshots. It's not this incremental innovation, and so I think they're -- you know, the Chinese say they have a built-in advantage of marketization and scaling. They want the innovation to come from the U.S., from Silicon Valley. That's what they talk about, and they'll do the scaling up. I mean, you figure out who makes the money in that scenario. I think that's something we need to worry about, but I do think there's a qualitative difference in the kinds of innovation that you're talking about. And so, I think Silicon Valley is not going to be replicated in China. Now, Shin Jung is a logistics hub for almost everything that happens in the tech sector, and that also can't be replicated in the U.S. So, I'm very worried, actually, about this fragmentation, this economic cold war, which is the title of our piece, because I don't really see how these things can be separated.",3
22,Ian Bremmer,"Well, first of all, you do have big companies like Microsoft and Google that desperately want to maintain, you know, sort of lab work jointly with the Chinese, because they find that the level of innovation and cutting edge support that they're getting there is very important. They don't want the Americans to be in a position where they suddenly cut that off. But the other thing I would just ask is, ""Is Silicon Valley really as entrepreneurial and moonshot-like as it used to be?"" I mean, we're talking about some behemoth companies that are acting like functional monopolies. They're capturing the regulatory environment. Once they get, you know, real-scale, then suddenly they start acting -- state cap is one of the reasons there’s so much tech-lash going on in the United States. So, you know, I think it -- no question that there’s extraordinary entrepreneurship in the companies that are still being started in garages that have ideas that the Chinese aren’t themselves developing. But if we really ask ourselves what Silicon Valley is today, I think it’s not quite what we continue to do our screenplays about.",3
23,Yasheng Huang ,"Well, let’s remember that the political repression is all on the social scientists in China. It’s not scientists, engineers, and technologists. In fact, I would argue that Chinese scientists and technologists enjoy far more academic freedom than their counterparts in the United States. In this country, we the problems of trying to do research in stem cell research -- right? Stem cell area. And in China, they have just come up with a CRISPR technology application, genetically edited babies. I’m not advocating that, but this is an example to show that the political treatment of social scientists and political treatment of natural scientists are fundamentally different. There’s a famous book called Lonely Ideas that documents the inventions in the former Soviet Union. The Soviet Union actually invented all of these ideas and made tremendous technological breakthroughs. What they failed to do was connect those inventions to economic development. China is able to do that, to do both the inventions as well as connections to economic growth.",3
24,Susan Thornton,"Well, I mean, I think I agree with Yasheng, what he’s saying about the political repression mostly being on the social scientist side, but --",3
25,Susan Thornton,"But I think there’s still an effect of this overall controlling top-down mentality that the government has in the economy, in resource allocation, in the system of local government and the tax collection. I mean, it kind of permeates the entire system.",3
26,Susan Thornton,"Well, I mean, it is true that Chinese work very hard, whether they’re in social sciences or natural sciences, and we’ve -- you know, we all have seen people who keep a bedroll under their desk in the office in case they have to sleep overnight. They have this 9-9-6 work schedule where you have to work from 9:00 a.m. to 9:00 p.m. six days a week, and you get one day off on Sunday, so that is a concern for sure.",3
27,Susan Thornton,You could step it up.,3
28,Michèle Flournoy,"It means that in some areas they’re getting a boost , and they’ve had trouble -- where they’ve had trouble innovating, they see -- they’ve tried to get a leap ahead or a leg up by starting with some proven designs and plans.",3
29,Ian Bremmer,"There are places that are dying to have it. There's also places that are killing to have it, right? And that's, I think, part of the issue. We've talked about how the United States and China have different systems, in terms of who's able to develop technology. We haven't talked about how technology itself is changing. Let's keep in mind -- you know, 10 years ago, 15 years ago, 20 years ago, when you were talking about big breakthroughs in technology, you were talking about the communications revolution. You wouldn't have been showing the Matrix behind the screen, here. You'd be showing someone on a smartphone, and you'd show, you know, sort of -- you know, thousands and thousands of people in Tahrir Square -- in Egypt -- or the Orange Revolution, or the Rose Revolution, bringing down authoritarian regimes. Today, when you talk about technology and advances, you are talking about enormous top-down, vertically-integrated organizations, either companies or governments. And they're using big data to engage in surveillance. They're using that to make enormous amounts of money, and also to ensure greater political harmonization and in their own top-down civic society. I think that is a place where the Chinese actually have a significant advantage over the Americans. And it is going to change the way we think about Silicon Valley.",3
30,Susan Thornton,"I just want to make the point the most of these technologies are dual-use. We were looking, at Yale, at sort of the export of surveillance cameras, and other kinds of systems, and to the Middle East, and found out that most of the exports to the Middle East are coming from U.S. companies. There's a story out about police in China are exporting DNA sequencers. You know, but police in China are using those DNA sequencers to find out that people who had been put in prison 20 years ago have now been exonerated because they were not the perpetrator. They have a problem with forced confessions in China. So, you can use them for good or ill. If you're using it in Xinjiang, obviously, it's terrible, and heinous, and we should be very upset about that. But the technologies themselves aren't the problem. It's what the governments are doing with them and how you attack that. And I think that point needs to be clear, because we have a lot of companies that are making similar types of equipment.",3
31,Yasheng Huang ,"China is an authoritarian country, authoritarian society. The government doesn't have big data. They have other tools to control the population. In fact, if you look at the population control program, it was extremely effective and successful, in terms of curtailing the fertility rate, without any use of the big data and the technology. So, I think this idea that, somehow, China suddenly has become a Big Brother country as a result of Big Data, that's just misplaced. It has been an authoritarian country for the last 2,000 years without the big data. And we also need to distinguish between access to data and the application of the data. All the applications of the big data have been the result of companies such as AliBaba, Ahn Financial, and Tensen. But in China, the government has special access to this data. So, you can make technology available to other countries that have privacy protections, that have restrictions on the ability of the government to gain access to the data, without involving the technology itself.",3
32,Parag Khanna,"So, Huawei, as many people know, has, certainly, origins and still strong links to the Chinese government. It is the leader and it is now -- has the largest share, probably, in the world, of the global telecommunications hardware and equipment market. But that only amounts to 30 something percent. And now, that it's exporting those technologies and implementing -- installing fiber optic cables, Internet hardware, telecom stuff -- sort of all over the world -- there's pushback against it. At least five or six countries now have now banned Huawei from installing that equipment in their countries. And there's –",3
33,Ian Bremmer,"I declare, ""No.""",3
34,Ian Bremmer,"Well, sure. I can actually put those two together, because one of the reasons it's not a trillion-dollar blunder is because they've invested 50 billion so far, and they put out loans for 300. So, I mean, come on, guys. I mean, give them a few -- give them a couple more years before they can make a trillion-dollar blunder. It is a -- an enormous set of strategic investments in infrastructure in countries around the world, driven by Beijing. It is not as much multilateral as its hub and spoke, and you could call it the Chinese equivalent of a Marshal plan, except that democracy is not one of the driving pieces of conditionality. No, I don't think it's a trillion-dollar blunder, and not just because they haven't actually spent that much yet. First of all, it's marketing genius. You know, you go to Davos, and you see a few heads of state. You go to the Belt and Road Summit, and you see more than anywhere in the world, except at the United Nations General Assembly, and they're all there to do strategy at the convening of Beijing, who they want to write more checks. That's pretty extraordinary. You see that there are lots of countries in the world that are willing to do more Beijing's bidding politically because the Chinese are the only ones that are able to do long-term strategy and put cash behind it. So, for example, I was with the -- this was the Slovak prime minister the other day who said that he spends more time with the Chinese prime minister in the regular east European 16 plus one format of summitry than he spends with most of his neighboring country, men in his position. And he, as a consequence, is wanting to align his country much more economically with the Chinese. You're seeing how, in Peru, they do about a third of their business with the U.S., a third of their trade with China, a third with Europe. But because it's the Chinese government, they're doing much more alignment with the Chinese as a whole. I -- you put these things together, and you see that it's an extraordinary, not just marketing plan, but a way for the Chinese to development real political leverage around the world that, otherwise, they'd have a hard time picking up.",3
35,Michèle Flournoy,"I declare, ""No"" --",3
36,Michèle Flournoy,"-- because I agree that the BRI will enable China to gain a strategic foothold and influence in key countries. What's not yet clear is how successful they'll be, as there has been some backlash generated in some countries. So, let's start with the benefits. China has demonstrated that the model can work in places like Shri Lanka, and Pakistan, and Greece, and it's believed that BRI brings them several benefits; first, new export markets, promotion of Chinese currency, tariff reductions, access to new trade routes, and most importantly, as Ian said, political influence. But there has been a backlash. A number of small debt-ridden countries are now more concerned about the risks of signing up. They witnessed Shri Lanka who was forced to give China a 99-year lease to a strategic port, because of -- they could not pay their debts to Beijing. And so other countries now fear a similar face -- fate. You've seen Malaysia, Maldives, Sierra Leon, and -- among others, backing away from BRI projects or trying to demand refinancing. So, it’s definitely hit some bumpiness in the road, but the real problem is that the U.S. and its allies do not have an answer. We don’t have a counteroffer, a rival alternative. I think one of the places we could compete more effectively is in the digital Silk Road, in working with our allies to offer an alternative to some of these Chinese companies like Huawei that risk creating intelligence networks abroad for the Chinese as opposed to telecom openness and transparency.",3
37,Yasheng Huang ,"I declare yes. So, remember, the question is whether or not it is a trillion-dollar blunder, so it’s a finance question. All I heard from our other two previous speakers -- they’re talking about political payout, so even though they say no, I don’t think they answered the question. So, the Belt-and-Road program is based on a false premise, which is that you need these massive investment projects to jumpstart economic growth. If that principle had been correct, the countries that today are the top of the economic pyramid would be countries such as Egypt rather than England. Egyptians were capable of building great projects; ancient Chinese were able to build great projects -- the Great Wall; the great canal. The falsity with that idea is that, in fact, if you look at economic research closely, the infrastructures happen after economic growth. They are typically the result of economic growth, and this is the devil of doing social science, because they often in social science -- actually, all the time in social science, two things happen at the same time, and we don’t know which one is the cause, and which one is the effect. Correlation doesn’t mean causation. Much of the relationship between infrastructure and growth is actually the correlation --",3
38,Yasheng Huang ,Okay.,3
39,Parag Khanna,"I declare no. The Belt-and-Road initiative really began well before it had a name. You know, we used to call it the Silk Road, and in a way, the cross-roads of Asia knitting itself back together through this process of infrastructural connectivity across this vast space of Afroeurasia, it’s actually called -- Europe, Africa, Middle East, and Asia -- connecting -- reconnecting is really something that is as inevitable as history itself because it was interrupted, basically, by colonialism and the Cold War. And now, with colonialism and the Cold War over, the Soviet Union collapsed about 30 years ago. Since that time, the process has been underway. It just acquired a name a couple of years, the Belt-and-Road initiative. But I personally have been backpacking through a lot of those countries for at least 20 years, so it’s been going on for a long time, and it’s going to continue. In some ways, it’s just getting warmed up. In fact, a study that the Ram Corporation did looking at the trade linkages between pairs of countries that are part of Belt-and-Road said that it is win-win. Countries are winning and gaining from the trade intensity that is growing through the relationships. Citigroup, an American bank, obviously, said that Belt-and-Road is moving away from just one-to-many, sort of whatever China wants, to many-to-many as everyone gets involved, and indeed, I think that China has succeeded more than it even anticipated. It’s unleashed this case of FOMO, right? Fear of missing out. Because now that China has announced Belt-and-Road, the U.S. has its USIFDC; Europe has its Asia Connectivity Initiative. Everyone is launching connectivity initiatives; everyone is getting involved in infrastructure finance, and that’s just going to make sure that the broader process of connectivity succeeds even further. So, my punchline on this is, you know, Beijing built lots of roads, but all roads won’t lead to Beijing.",3
40,Susan Thornton,I declare yes.,3
41,Susan Thornton,"I think what we’re going to end up with, actually, is a lot of bridges to nowhere. You know, the U.S. had a great idea, too, for connectivity. It was called the New Silk Road. It was supposed to connected Afghanistan with all these other countries in Europe and Russia, and we tried to do these projects, and guess what? No one would pay for any of them. And do you know why? Because they were dumb. They were dumb, and they weren’t going to make any money, and nobody wants to pay for projects that are not going to make any money and bridges that are going to lead to nowhere. And a lot of these projects -- a highspeed railroad from Beijing to Moscow? Are you kidding me? I mean no one is going to be on that train. How is it going to make money? So, the Chinese are going around writing lots of checks. Great. Again, it’s an issue of what systems do we believe in? You know, we have market capitalist economics because it produces efficiency, and this is not an efficient set of projects. It's not an efficient set of financial investments. And I think the Chinese are going to end up wising a lot of money.",3
42,Yasheng Huang ,Don't raise the --,3
43,Yasheng Huang ,-- expectation --,3
44,Yasheng Huang ,"No, I -- well, I agree with Susan. The Silk Road was the result of private sector activity. And private merchants were trading across Eurasia. And -- whereas Belt and Road is almost a -- completely a government project. And the Chinese economy itself didn't succeed because of infrastructure. China started out in the 1980s with terrible infrastructure. In fact, in developing countries, the most reliable measure is the length of the railways. If you look at China and India -- India, because of the British -- there are a lot of railways. India had longer mileage of railways, as compared with China in the 1980s. It was the Chinese economy that took off. China only began to build infrastructure in the late 1990s, after 20 years of the economic growth, which provided savings to the banking system; it provided tax revenue to the government. And therefore, the government was able to build railways, and highways, and other --",3
45,Yasheng Huang ,-- infrastructure.,3
46,Yasheng Huang ,It's really following the economic growth rather than jumping-start the economic growth.,3
47,Ian Bremmer,"Oh, okay. Look, I think it is the right strategy for us to criticize it as really stupid, since we obviously, as a government, are not going to otherwise be able to compete with it. I don't think a lot of people are going to find that compelling around the world. Number one; a lot of this is marketing, and it's effective marketing. Again, only 50 billion has been actually spent. It's like when the Saudis come over and they tell Trump, ""Here's $100 billion we're going to buy in defense"" -- but in reality, almost none of that actually happens. But it sounds really good; they can Tweet it. That's part of this. So, let's not pretend they're spending a trillion dollars. Secondly, do not tell me that politics do not matter as a give-back for what the Chinese are spending. Politics matter –",3
48,Yasheng Huang ,--,3
49,Ian Bremmer,"-- an awful lot. Well, don't --",3
50,Ian Bremmer,". I mean, you know, maybe at MIT that passes. In most places --",3
51,Yasheng Huang ,"You -- actually, we --",3
52,Ian Bremmer,-- it's --,3
53,Yasheng Huang ,"-- MIT , okay?",3
54,Ian Bremmer,"Okay. I didn't think it would, because they have a strong political science department at MIT, which you don't visit. But look -- -- no, but that --",3
55,Yasheng Huang ,Maybe she does.,3
56,Ian Bremmer,"The fact -- -- the fact is that the Chinese are deeply satisfied with the idea that three BRI participants in Latin America have switched their view on Taiwan towards China more recently. The Chinese are deeply happy with the fact that the E.U. can no long put together joint statements opposing China in the South China Sea building islands. Why? Because they're getting money from the Chinese. Those things matter for the Chinese, and they're very happy with the return on that investment. Security. Hambantota Port. Sri Lanka. The Chinese put some money in. The Sri Lankans weren't able to pay it back. The Chinese took it over. What does it mean? They can develop a base in Sri Lanka that they weren't going to get otherwise. Sri Lankans aren't happy with that. The Chinese are. Final point. Even economically, they've done a few things right. Go talk to Mr. Takas -- Takas. Harvard-educated -- I hate to say it -- economist, right? Who's going to be the next prime minister of Greece. He would much rather work with the Americans. But the Chinese have invested in Piraeus Port in Greece. It's been on time -- two specifications that's created local Greek jobs, and they're now starting to invest in a broader urban center. Thessalonica port, it was the French with the Russian oligarch. It's been a disaster. One other port that was going to be built by some American Greeks, they talked really big, never actually got it off the ground. Greeks want to work with the Americans, but they're stuck working with the Chinese.",3
57,Parag Khanna,"Yes and no in the sense that already China wants to protect its supply chains, right? It depends so much on commodity's imports from the Middle East, from Africa, and from elsewhere in Asia. And therefore, as those trade networks expand, it wants to protect those supply lines. And therefore, it naturally wants to have not only its, you know, coast guard there, but even, you know, naval vessels and so forth to protect those supply chains in the ports. So, you do see the expansionism, but that doesn't make it a new colonialism, because in the intervening centuries since colonialism more or less passed, or in decades, you have sovereignty, you have democracy, you have transparency. You have countries scrutinizing everything that China does, and pushing back against it, which is what Michele began to point out. So even if China wants to do something, like, for example, have submarines, and warships, and whatnot dock at port to port, because now they have a lease on it, guess what. They're not going to be able to do so, because the political backlash is so strong. And you're seeing that backlash everywhere, because it's not a colonial world anymore. Let me just make another point, though, building on what Ian said. Strategic ROI is why they're doing this. In geopolitics, you learn about something called the Malacca Trap, the Strait of Malacca that passes between Singapore and Indonesia is the narrowest Maritime chokepoint in the world. Not only China, but also Japan and South Korea, depend on having all of their commodities flow through that narrow channel that they don't control. And almost all of their finished good exports flow through it in the other direction. So, it is priceless for China. It is worth $5 trillion to have terrestrial corridors through Central Asia to reach the Middle East and to reach Europe. They just keep on spending.",3
58,Susan Thornton,"I mean, I think the question is whether or not the Chinese are going to benefit from this project, and I still stand by what I say, in general, that these projects are not profitable. They're not sustainable, and they're going to result in more backlash over time. Certainly, there's political license that goes along with a lot of things that they're doing, and that -- you know, we'll see how that works out over the long term. It hasn't worked out so well so far in Malaysia. It may not work out so well in the Maldives. It's not working out so well in Venezuela. So, I mean, we have to see, but these are things that could go either way. And, in a lot of cases, with the sort of -- kind of throwing-their-weight-around attitude that the Chinese have, it may not work out so well for them. But I do want to say that, you know, shipping by Maritime routes -- so there's a built and there's a road. Confusingly, the road is on the sea, and the belt is over the Tianshan Mountains in Central Asia. And it's going to cost $50 trillion to extend those trade routes through there. Trust me. But on the sea routes, I think it does make a lot of sense for the Chinese to develop that, actually, if they can do it. And whether it's for military purposes or not, there is an economic angle there.",3
59,Michèle Flournoy,"Look, I think the primary motivations for China undertaking this initiative or not economic, they are actually strategic and political. Strategic access to critical minerals and markets, alternative trade routes to get out of the Strait-of-Malacca problem, political influence that may translate into votes in support of their position on Taiwan, or South China Sea, or something else down the road. And, in this current environment, sort of putting forward a new face, China is the alternative new leader to the United States that you can turn to and rely on for investment in your country, to be a force for good. This is -- there is a ideological competition going on here, too. So, it's not about their economic ROI. It is about the strategic and political ROY.",3
60,Susan Thornton,"Yes, it's taking advantage of the perception that America is turning inward, that we are not as engaged, that we cannot be relied upon to lead, and to be a partner and ally.",3
61,Parag Khanna,"You know, I think if we oppose Belt and Road because we're not part of it, I think it's just part of this reflex new cold war mentality that sort of says, ""Well, we missed the train. You know, well, I guess we didn't want to get it -- on it anyway, and China's just going to screw it up,"" it's just not true. All of the research on Belt and Road projects, as an aggregate, point out that, again, it is win-win, right? So, we may -- our news headlines are going to point to countries that railway was too expensive, or that hydroelectric dam was -- you know, we paid for with non-concessional lending rates, you know, 5, 6 percent. Let’s renegotiate that. It doesn’t mean that these countries don’t need the infrastructure. And we chronically, chronically -- and this is a point I’d love for you to respond to, Yasheng -- we chronically underestimate the demand for infrastructure. We think we’re so -- “Well, let’s just wait; the market will decide when it’s necessary.” Not true. When the first train started going from China over to Europe about three, four years ago, people started saying -- people were complaining, saying, “Oh, well, it’s full of goods from China that are going to be dumped into European markets. The Europeans have nothing to sell; they’re never going to catch up; they’re going to be empty.” Within three years, the Europeans have mostly caught up, and they’re sending lots of stuff back the other way. Most estimates of the Trans-Eurasian trade volumes, which are $1.6 trillion today, put it at about $2.5 trillion by 2030. Right? So, in other words, there is going to be utilization of this infrastructure. And if you go to Kazakhstan, you go to Mongolia, you go to lots of countries that are part of Belt-and-Road -- pretty much all of this, because they are joining it voluntarily because it’s not a colonial world -- they’re doing it because they want to. They’re doing it because infrastructure and connectivity enhances their trade; it creates jobs; it diversifies their economy.",3
62,Yasheng Huang ,"Yeah, so the railway shipment is four times as expensive as shipment by sea, so it’s -- I recognize the point you made. It’s not going to be a major transportation mode. I think it’s interesting to hear the comment “$50 billion is a small amount of money.” Actually, for China -- China’s GDP, the second-largest in the world, on the per-capita basis it’s right in the middle of the 198 countries in the world. It’s the middle -- middle-income country. It’s right in the middle, so we’re not talking about a rich country. It is a middle-income country. Shelling out $50 billion here, $50 billion there -- sooner or later, it’s going to be a $1 trillion investment. So, I’m not going to trivialize $50 billion. At the same time when China is doing this, 60 million rural children in China are left in the countryside without any basic education. There’s an excellent book by Scott Rizell , Basic Education in China. Chinese governmental health has neglected investing in rural areas, in public health, in basic education, and they are spending this largesse on other countries. So --",3
63,Yasheng Huang ,It’s not sustainable because it’s happening at the extreme expense of the domestic investment --,3
64,Yasheng Huang ,-- in public health and public education.,3
65,Ian Bremmer,"A lot of Americans felt the same Flint, Michigan, and say that -- how can we possibly be putting aid out internationally when we’re allowing people to not have water that’s clean in our own backyard? And I think the answer is that we can actually walk and chew gum at the same time, and the Chinese have been saying, “Oh, we’re poor; we can’t do anything.” The fact is they’re the second-largest economy in the world, and they’re about to be the largest economy in the world. They’ve gone from extreme poverty to a middle-income country right now. There’s no question, though, a lot of people in China are suffering. I would argue that a lot more of the suffering in China still happens at the hands of political decisions than it does because of economic incapability. Look at Shenyang. The Chinese government as a whole is not particularly sympathetic to either of those conversations. But that’s not really what we’re talking about here. We’re not saying, “We’ll just spend the $50 billion on these investments to have more strategic and political leverage as opposed to being able to take care of those folks.” I mean, let’s face it, it’s like asking the Americans, “What are we going to do with our defense budget? Oh, let’s spend it on education instead.” That is not the conversation that we’re having.",3
66,Yasheng Huang ,"That does not have anything to do with the tradeoffs investing in science and investing in education. I’m talking about investing in projects that clearly do not have economic returns. Usually, it means investing in public health and public education. But don’t confuse Shenyang in this discussion. Shenyang gave tremendous rewards in economic terms to China. Massive investments in science and technology are going to produce entrepreneurship, produce GDP growth, in a way that Belt-and-Road does not. So, Parag, I’d like to ask you: show me one situation in which in the past the China shipment has been threatened by some sort of external force that justifies port controls and strategic operations of ports.",3
67,Parag Khanna,If I can.,3
68,Parag Khanna,"Belt-and-Road did not begin as a military venture. It actually began as a defensive -- in order to diversify transportation corridors, right? It turns out that every country also wants the same thing. As I said, in the last three years, since Belt and Road was announced, Europe has announced its Asia connectivity initiative. Japan and India have announced their connectivity corridors. The United States has created a U.S. International Finance and Development Corporation. If China were to retract money from Belt and Road in the sense of Trans-Eurasian networking, and connectivity, and trade corridors -- everyone else would still want to do it in order to trade with each other. So, the volume of capital is going to grow. And the proportion of that total capital that is Chinese is going to decrease. It's not just about who trades with China. There's north, south Silk Road and connectivity corridors from India to Russia, and other --",3
69,Yasheng Huang ,"I don't think so, because -- -- because -- well, maybe Ian justified the Belt and Road by citing the Sri Lanka example, where the Chinese acquired the custodianship of a port, right? The argument there is it's a military and strategic. You have to show me the case where the Chinese trading has been threatened by --",3
70,Yasheng Huang ,"-- by Indian Navy, or by Sri Lankan --",3
71,Yasheng Huang ,"Well, in effect --",3
72,Yasheng Huang ,"-- in effect, they have, right? Since 1978, Chinese trade volume has increased dramatically, under the Pax Americana arrangement, right? they have done that. The issue is, going forward, in the future, whether or not they should trust or not. That's a separate question.",3
73,Parag Khanna,I declare yes.,3
