,Speaker,Script
13,Laura Ingraham,"Great to be here. And I have deep admiration for all of my co-panelist debaters. No snarky comments. All of them contribute to the dialogue, and I really appreciate the opportunity to be here. Last -- on Saturday, I was at the NRA 500. Do you guys know what that is? Anyone in Manhattan know -- it was a NASCAR race in Dallas. What a great country it is. I could be at the NRA 500, be here with you today. Is there any crossover audience, any people -- oh, none. Darn. I'm totally losing already. I'm a duck out of -- I'm a duck out of water, okay? I'm really a duck out of water here because for me, a centrist is someone who owns only two guns. Oh, come on. I have a question, if this thing is tied by the end, does the Supreme Court actually pick the winner like in 2000? Can we actually get Justice Scalia to write the opinion? I have to say that debating with David Brooks and Mickey Edwards, the politics -- David Brooks, an esteemed columnist for the New York Times, in New York is like -- it's like Barack Obama debating Wayne LaPierre about gun control at a gun show, okay? The odds are definitely stacked against us. But you must vote against this proposition. A couple of points first to Mickey's argument. If Mickey's argument is correct, then one would think that in the bluest of states, which would be very hospitable to moderate Republican views, quote, ""centrist views,"" people like Scott Brown would be victorious. Scott Brown obviously went down in flames. One would think that someone like the very centrist Tommy Thompson of Wisconsin would have won his Senate seat. Unfortunately Tommy Thompson, thought of as a middle-of-the-road Republican, went down in flames. Republicans had their issues, but for every Todd Aiken and Richard Murdoch, I can cite a Republican moderate who could not make the grade. The proposition should be rejected because moderate Republicanism, going to this mythical center, has been tried, and it has failed repeatedly. Last two elections. The Republican Party already died. It died in 2000 with the elite's choice, which was John McCain. Remember, back then, Mitt Romney was the insurgent candidate. I supported Mitt Romney in 2008. He was going up against John McCain, who was for immigration reform. He worked for Ted Kennedy on a bunch of issues. He was for McCain-Feingold. John McCain was the media's favorite Republican. John McCain went down in flames. Move forward to the last election. Everyone said, “The only guy who could beat Barack Obama would be Mitt Romney. Couldn't be that Rick Santorum. Certainly couldn't be Newt Gingrich.” Gosh, Jon Huntsman, the other moderate Republican, he got no traction. Lo and behold, Mitt Romney ran. Mitt Romney lost. Moderates usually lose elections with few exceptions. And before you pull out the “Chris Christie is a moderate and everybody loves him” example, let me tell you what The New York Times said about Chris Christie in 2009: Chris Christie, described as plainly conservative on issues such as school choice, rolling back regulations, and very restrictionist on abortion. Chris Christie won the governorship of New Jersey with the help of people like yours truly, the early Tea Party and conservatives. He was no middle-of-the-road centrist when he won. The proposition should be rejected for another reason. The mythical center. The proposition misunderstands what the word center means. Think about this. You don't seize the center. You create the center. Think about this. George Bush saying that conservatives should be more compassionate. Or Marco Rubio saying that you have to agree with Chuck Schumer on immigration. You say that. I don't know what you -- what you've seen, but to me, it seems a little bit more weak than you would have seemed if you just said, “You know, these are my views. Take them or leave them.” But Barack Obama -- did he seize the center in, let's say, 1994? When Newt Gingrich was changing the face of Republican politics in 1994 or when Ronald Reagan was triumphantly winning elections in the 1980s, did young Barack Obama say to himself, “Gosh, I've got to seize the center. I've got to move and adopt a new point of view, and a new tone, and a new idea, because guess what? Conservatism is all the rage. Unilateral disarmament is out the window. I need to seize the center.” Of course he didn't do that. And he was very smart not to do that. Constantly changing viewpoints are a fact of life in the United States. They usually change when someone makes a coherent, strong argument that the status quo is unacceptable, that the policies that are being advocated by the other side actually don't help the American people. So that to say, “seize the center or die” doesn't mean anything. I can remember when the center was the Defense of Marriage Act. Barack Obama believed in that centrist position. So did Bill Clinton. So did Hillary Clinton. So did most Americans. The left found a new way to approach it and guess what? The center changed. I can remember when the center position was for the war in Iraq. David was a big supporter of the war in Iraq, as was I. But guess what? Facts changed. Circumstances changed. Arguments changed. The center changed. Does that mean that people who had a principled view about the war in Iraq should seize the center and just admit that the war in Iraq was wrong? If that happened and, David, you wrote that column, I must have missed that. The proposition should be rejected because it misunderstands what a political party is. Mickey touched on this -- and I agree with him on this point. A political party doesn't exist just to get elected, right? A political party exists to make people's lives better. Edmund Burke -- I'm sure a lot of fans of Burke out there. But Edmund Burke said that, “Look. A political party is to implement certain agreed on principles. And by the way, it should -- you should reject the entreaties of the elites who will urge you to change your principles to fit the mood of the day.” We saw, time and again, people who come across as flip-floppers. They want to change their views for political convenience. And time and again, those people are rejected as candidates. A party does not exist to win elections. If it did, then guess what? We would have a different scenario today in the United States, because, guess what? Flip-floppers don't win. Would anyone have agreed that the center position of -- about slavery -- you think slavery is a good thing? Slavery in America is a good thing? That was a centrist position in 1850 during the famous 1850 compromise. That center changed. And it should. We had Abraham Lincoln. He came around and guess what? He was a Republican --"
14,Laura Ingraham,You must resist -- thank you.
15,Laura Ingraham,"Yeah, well, I -- again, I think that the center is a moving target. When you say ""seize the center,"" which is the proposition of the debate, what does that mean? I'm looking at the hole that --"
16,Laura Ingraham,"Well, a compromise over what? If you compromise over the core principles of your party, then you are ultimately representing nothing, and you might as well just be a shimmer or a figurehead, representing nothing. So compromise on, ""Well, we're going to spend X amount of money versus Y amount of money,"" oh, that's compromise, I understand what you're saying. But when you say ""seizing the center,"" that stands for a set of principles. In the liberal lexicon, seizing the center for Barack Obama never meant, ""Okay, I'm going to actually now look at the way we spend our military money or the way we run our foreign policy differently."" He doesn't believe that's seizing the center. Compromise only exists when it sets about to erode conservative principles. John Donvan:So you're saying there are situations where there cannot be compromise, where --"
17,Laura Ingraham,"Well, yes. Yes, I am."
18,David Brooks,"Well, I guess the first thing I've noticed about this debate so far is our esteemed opponents are mostly talking tactics and we're mostly talking substance."
19,Laura Ingraham,"No, actually not."
20,David Brooks,"So they've talked about how to win elections. Mickey and I have talked about how to solve problems. Mickey talked about the problems of political dysfunction in Washington, and that's to start with a position and then behave in a prudential manner to try to ease political dysfunction in politics, and that's a centrist position, which involves the practice of patriotic service to the country, understanding there are two sides and both sides contain some truth. I talked about social segmentation, a problem that Charles Murray has talked about, a problem that I think can be addressed with limited but energetic government. We've talked about how to solve those two problems, so neither of us has talked about moving to the center --"
21,Mickey Edwards,"You know, it's not about the party standing for itself. It's about the party standing for the country. You know -- -- James Madison is my hero. I love Madison, the champion of limited government. But he was also for government. The Constitution was not just to put constraints on government but to empower government to act in a reasonable, rational way as a nation. This is not a collection of disparate ideas. This is a full-fledged nation of people who must come together if they're going to do anything worthwhile. Government doesn't have all the power. Government doesn't have all the responsibility, but government does have some responsibility. And that's where the Republican Party is copping out."
22,Ralph Reed,"Well, I would say, first of all, to David's point, David, what we've been debating is the resolution. And what the resolution says is that the Republican Party must move to the center or die. Now, I haven't heard the other side define these terms. I offered my definition. I'll give you a further definition from Merriam’s, which is “The center is the middle point that is equidistant to both end points on a sphere,” okay? That's what the center is. So we're not going to let you off the hook by saying, you can be a conservative, but you've got to compromise. The resolution makes it very clear that the point to which you must compromise is the point that is equidistant between Democrats and Republicans. The resolution further says that if the Republican Party doesn't do that, that it will die. Now, ask yourself, if you're Governor Scott Walker in Wisconsin, and you want to reform the pension program for public employees, because if you don't, it's going to bankrupt your stay. And then that young lady that David's so concerned about isn't going to be able to get any social services because the state's going to be bankrupt. And he offers a proposal that the public unions opposed. And then it goes to a vote. Where is the compromise? They tried to recall him. You want to know what? He won the recall election by a bigger margin than he won the original election because he stood on principle, and he didn't compromise away his principles.John Donvan: All right, Laura Ingraham."
23,Laura Ingraham,"I want to add to that. I mean, the argument that Mickey and David are making -- and that I would say it's not a substantive argument. I would say American greatness conservatism, which was at the crux of much of what David Brooks argued for during the Bush years, supporting a larger, more energetic federal government, supporting not only the war in Iraq, but the war in Afghanistan. It was an utter failure. It grew the deficit. It ended up losing the Republicans, their hard-fought gains in the Senate and the House of Representatives. And by the end of this moving to the center of the Bush administration, the Republicans had lost the House, the Senate and turned the White House over to the most liberal president ever to step foot in 1600 Pennsylvania Avenue. So the Republican Party moved to the center, David Brooks -- I like you very much -- and it got clobbered. And only when it moved away from the --"
24,Laura Ingraham,-- center did it win in 2010.
25,David Brooks,Let me think about the --
26,David Brooks,"-- the centrist Republican Party we've seen over the last ten years. The centrism of Tom Delay, the centrism of Newt Gingrich."
27,Laura Ingraham,George Bush.
28,David Brooks,The centrism of Mitt Romney. We talked about makers versus takers who had a deportationist immigration policy. We have not seen a centrist Republican party.
29,Laura Ingraham,Was Bush centrist?
30,David Brooks,No. He was --
31,Laura Ingraham,He wasn't?
32,David Brooks,No.
33,Laura Ingraham,"Okay. Well, I haven't seen that column written by you."
34,David Brooks,I don't write about Bush so much anymore.
35,Laura Ingraham,"Last time I checked, you were defending the surge in 2008 when the country, the center was against the surge. You wrote a column, June 24, 2008, defending the surge as the right thing to do against the center of the country that was against the war in Iraq. You wrote that column, I didn't."
36,David Brooks,"Wait, did --"
37,David Brooks,"I support the surge, and I supported the surge. The surge is not exactly the crucial issue in 21st century American policy."
38,Laura Ingraham,Iraq is pretty important to me.
39,Laura Ingraham,"Well, we're talking about the center."
40,Ralph Reed,"Yeah, I mean, here, again, those who counsel moderation, trimming your sails, moving to the, quote, ""middle,"" never succeed in winning minority votes. The candidates who do well among minority voters -- and, Mickey, I know when you were one of the most conservative members of the House, serving in the '80s, you regularly won large percentage of the African-American vote in your district. Conservatism is not anathema to minority voters. And in fact the high water mark in the post-World War II period for a Republican presidential candidate in winning Hispanic votes was George W. Bush in 2004. And if you look at that, he won 44 percent of the Hispanic vote. You look at the Hispanics he did well among, he over-performed among self-identified conservatives. 40 percent of Hispanics self-identify as conservatives, 22percent are Evangelical, another 25 percent are faithful Catholics, 2 million of them are small business owners. And that's how you win their votes. Bush won 75 percent of Evangelical Hispanics. They're pro-life, they're pro-marriage, they're for lower taxes. These are conservatives. So you don't -- it's not an either/or. You know, Mike Huckabee who is a pro-life, pro-marriage conservative, won 60 percent of the African-American vote in Arkansas."
41,David Brooks,"There's a lot of chum being thrown in the air, a lot of tracers flying up. The idea we should be debating the surge, that's a little bizarre."
42,Laura Ingraham,The center -- the center of the country was wrong.
43,David Brooks,"The idea that Republicans did well among Hispanics, it's bizarre. They did not do well among Hispanics."
44,Ralph Reed,"I said when George W. Bush ran, and you said he was a conservative."
45,David Brooks,"Well, he had a much better immigration policy than the current Republican Party does, I'll grant you that. And he had an immigration policy which involved comprehensive immigration reform. So that's the kind of centrism I can support. It's an immigration reform that includes something for Democrats, something for Republicans and most of all a lot for the country. It's the sort of immigration reform --"
46,Ralph Reed,"But you just said that George W. Bush wasn't a centrist.David Brooks: Ralph -- Ralph, come on. Let me finish."
47,Ralph Reed,Okay.
48,David Brooks,"It's the kind of immigration reform that includes getting new skilled workers into this country. It's the kind of immigration reform that involves increasing economic growth, welcoming the sort of people into this country who pay taxes over their lifetime and create the country. It's the kind of immigration reform that George Bush supported, that’s centrist --"
49,Ralph Reed,Okay.
50,David Brooks,"-- if you want to call that -- let me finish that. It’s centrist Republican supported, it's the kind of immigration reform that is now in mortal peril because of a Republican Party that has gone to the red rump. And if they defeat this immigration reform in this election --"
51,David Brooks,-- they might as well write a suicide note.
52,Laura Ingraham,Let me -- let me --
53,Laura Ingraham,"I happen to have a Latina daughter, okay? She's almost eight years old. And I take this issue very seriously. And I take the issue of immigration seriously. I believe in it. I believe it adds enormously to the fabric of our society. But the resolution on the table is the Republican Party must move to the center or die. And we are arguing about George W. Bush only because George W. Bush is the most recent national example of a Republican that all the individuals under the age of 35 remember. If you're under 35, the only national Republican you really have any experience with is George W. Bush. And the last time I checked, George W. Bush drove up the deficit, got us involved in two wars that ended up being either badly explained or just wildly unpopular because they didn't seem like they were helping Americans at home and were not all that successful. And I will say that when he left office, he had -- I believe, the last approval rating he had was about 32 percent. The Republican Party was decimated between 2005 and 2008. And during those years, there was not a Tea Party. There was no Sarah Palin. This was no issue with the Tea Party influence. It was because we had an abysmally centrist and out of touch George W. Bush in the White House that the Republican Party has still not come to terms with."
54,Laura Ingraham,And I believe he was in many ways the centrist dream that David Brooks loves.
55,Mickey Edwards,"You know, I feel like I'm watching one of those games where you try to see which shell the pea is under. So, I mean, you guys keep talking about the definitional problem, we're not defining the issue right, and yet you keep redefining conservatism. I mean, Ralph, I appreciate the fact that you pointed out that when I was running for Congress, and when I was there, I routinely carried the African-American vote by good margins. But, you know, a very interesting thing happened. There was a political scientist who did a study of me. I can't imagine why he would do that, but he looked -- and he compared my voting record with what it would be today. And he said, “Holding things steady” -- when I was in Congress, you're absolutely right. I was one of the most conservative members of Congress. And if I were in Congress today, voting exactly the same way on exactly the same issues, I would be one of themost liberal Republicans in Congress. It's the party that has changed. That's not the party of Reagan. It's not the party of Barry Goldwater. You know, it's -- this is a party that has become something different and unrecognizable, something that is at war with the American people, that's at war with people's rights --"
56,Laura Ingraham,I don't think that's true --
57,Mickey Edwards,-- to make their own choices.
58,Laura Ingraham,"If the Republican Party is as out of touch as you claim it to be, how do we have a -- how do we have people like Nikki Haley, Susana Martinez, Ted Cruz? We have incredible people across this country -- Scott Walker and --"
59,Mickey Edwards,Marco Rubio.
60,Laura Ingraham,-- Marco Rubio and all these other people. It's --
61,Mickey Edwards,Where is Marco Rubio ---
62,Laura Ingraham,-- the idea that that party --
63,Mickey Edwards,-- on immigration? I mean --
64,Laura Ingraham,What?
65,Mickey Edwards,I agree with you on those points. But those people don't agree with you.
66,Laura Ingraham,Excuse me.
67,Laura Ingraham,The party -- what are you talking about?
68,Laura Ingraham,"Mickey, Mickey. No. No."
69,Laura Ingraham,"So, first of all -- I want to know --"
70,Ralph Reed,Can I --
71,Ralph Reed,-- respond to that?
72,Ralph Reed,"I helped them during their campaigns, Mickey."
73,Laura Ingraham,As did I.
74,Ralph Reed,"I assure you, they agree with me. I don't know about this resolution, but let me say this. I think Laura and I -- I'm not sure, but we -- I don't want to get too down the rabbit trail of immigration. But I think that it elucidates the disagreement we're having. They seem to be saying, or at least Mickey is, that it's okay to be a conservative, you just have to bewilling to compromise. Well, as I understand it, that's not really the resolution. It goes without saying that in the legislative process, you have give-or-take. I mean, if you read this comprehensive immigration proposal that was released this morning, it has the toughest enforcement and border security measures in U.S. history. If you entered this country illegally, the soonest you can get a green card is 13 years. The soonest. For many, it'll be 20 years. And nobody -- but nobody under this bill moved ahead of the 4.7 million people who have played by the rules, obeyed the law, and are waiting in line right now. Not one. Now, that is not amnesty. And I -- even if you don't agree with the bill, I defy anybody to say that what Marco Rubio has done is seize the center. What he has done is he has -- as a brilliant legislator and he's very gifted -- and this is not just me talking. The president has said he's been a positive influence. Chuck Schumer called him a “game-changer.” He brought conservative principles to bear, okay?"
75,David Brooks,"Okay. Ralph, can you move your chair over here? Okay Laura --"
76,David Brooks,-- do you agree with a single word of what Ralph just said -- I think Ralph just joined our side.
77,Ralph Reed,"No, I didn't --"
78,David Brooks,We're on your side.
79,Laura Ingraham,"I will say that that's not actually the proposition either, David. But you're right. I disagree with what Ralph said on a number of issues. But that's not the proposition so, cute little tactic. That might work at the Gray Lady. It doesn't work here."
80,David Brooks,"I posit that --Laura Ingraham: No, no. Let me --"
81,David Brooks,I posited that as a --
82,Laura Ingraham,"No, no. Let me --"
83,David Brooks,-- as a -- as a living example --
84,Laura Ingraham,"Mr. Donvan, let me add something."
85,David Brooks,-- of the sort of governance --
86,David Brooks,-- Mickey and I are talking about.
87,Ralph Reed,"No, he's --"
88,Ralph Reed,-- -- not for -- he's against the resolution.
89,Laura Ingraham,"Well --John Donvan: David, make your point. I'm going to come back to Laura. David."
90,David Brooks,"Well, I just -- I'll just say it again. I posited immigration reform, which Marco Rubio -- this gang put together as a perfect model, not some abstraction of George Bush as a centrist, which I do not remember really, but a concrete thing we can argue about as an example of the sort of governance I think Mickey and I agree with. Democrats, Republicans getting together, a substantive bill that helps the country, that Mickey, me, and Ralph all support."
91,Laura Ingraham,"Now, Marco -- first of all, Marco Rubio was the upstart candidate against the establishment, moderate, centrist Charlie Crist. Do not interrupt me, please. Charlie Crist, who is now a Democrat. Charlie Crist's positions in Florida were widely hailed by liberal Republicans and liberals, period. He also happened to be unseated by the Tea Party. I had Marco Rubio on my radio show in February of 2009. He was 23 points behind. I saw in Marco Rubio someone different from the Republican dinosaur establishment, the same people who had driven the party, from Bush on down, into almost oblivion. All the gains we won during Gingrich were lost almost under George W. Bush. Marco Rubio is a different type of legislator. It doesn't mean I'm going to agree with him on everything."
92,Laura Ingraham,But I like what he’s trying to do with the national conversation.
93,Laura Ingraham,I don't think he's -- I think he's -- he had the idea of immigration reform seven years ago.
94,Ralph Reed,Not by any -- no.
95,Laura Ingraham,Seven years ago.
