,Speaker,Script
10,Andrew Keen,Sorry. Say that again. John Donvan:Was -- were you fairly characterized there ? Are you against printing presses ? Or would you have been ?
11,Andrew Keen,"As a writer absolutely. So, yeah, this is a typical kind of argument that we always fall into in these kinds of debates. Jaron and I will say we have to worry about this stuff. We have to worry that it's not doing what it says it's going to do. And then someone like Martine will come along and say oh, you're just whiners, pessimists. Just look at history. Just look at the history, for example, of the printing press. I don't know how many jobs, by the way, the invention of the printing press caused and one of the consequences , of course, of the printing press was the reformation and the Hundred Years War and a lot of other kind of suffering. So, it's a rather muddy consequence firstly. That's the first problem. The second problem is more substantial. Because he's making an evangelical spiritual argument. His argument is hopeful. He's saying well, in the past it's always worked out okay, so it will work out again in the future. And he's absolutely wrong when it comes to technology and jobs. The fact is most major economies, most researchers, most people who spend their living figuring out what we're going to do in this world cannot figure out what people are going to do. He talks about cuddly AIs. That's not a job. There's no labor there. He talks about open source , absolutely nonsense. Open source technology has had no successful in today's digital world. The four largest companies in the world today, the four most valuable companies in the world today are Facebook, Google, Microsoft, and A pple. And these four companies are the owners of the platforms of our networked age. Where's open source at ? Open source is just another ideological dream. It never happens and it -- I doubt it will ever happen."
12,James Hughes,"Sure. Well, see, I believe in technological unemployme nt. It's actually -- I've been trying to make the argument for a decade now that -- of the inevitability of technological unemployment and that we need to start anticipating it. It's actually a hard argument to make right now because employments beginning to pick up again. But I believe in this inevitability. But I'm one of those lefty folks who I've heard the last 200 years think that eventually freeing us all from wage slavery might be a good idea. And that if, in fact, people started to see that -- the inevitability of the elimination of work, that we might all wrap our minds around the concept that there might be something better to do than all have wage slave jobs. Just as we wrapped our mind around social security and Medicare and Med icaid and the British National Health Service and so forth, the progress of social welfare legislation is, yes, that bad stuff happens like the industrial revolution and then we responded. So I think that we have to sort of imagine that we'll be able to do that again because people are already talking about what the necessary response is to technological unemployment should be."
13,James Hughes,"Like to see go away ? I don't -- I think there is probably no definition of futility of it other than -- no worse definition than knowing that the machine next to you could do the job that you're doing faster, better, and safe r, but that you're forced to do it because somebody says, ""You can't use that machine."" So, yes, I think in the future there will beall kinds of machines that do all the jobs. I basically -- I think that everything that we do will eventually be done bet ter and faster and safer by machines. But the things that are most immune right now are the creative jobs. So, you know, my daughter's an opera singer. She's probably relatively immune. I -- you know, if opera could be replaced, it would ha ve been replaced by record players and radio a long time ago. So I think, ye s. I think there will be many things that will be replaced. And what it will do is free us up like Andrew proposed to the Marxian vision that we'll be able to be farme rs in the morning and poets in the afternoon if that's what we want to do, a life of true choice. That's the vision of the future I have."
14,Jaron Lanier,"So, look, there are two problems with this. First off, there's a pheno menon I call, ""premature mystery reduction,"" which is when we pretend we have something working that we really don't. So right now, most AI actually depends on scooping up things that people do, including the Go program today which is looking at people's Go games, and the machine translation example. Now -- we want to pretend that there's this AI behind the curtain that's freestanding. But, actually, there's millions of people there, too. Now, the problem with saying, ""Well, we'll ju st pay everybody a basic income and then pretend they're not valuable,"" when they are is -- it's -- first of all, it's a lie. Secondly, it --"
15,Jaron Lanier,"It's a lie because they're still needed. I mean, this is like crazy."
16,Jaron Lanier,"Well, he's wrong, technically. I'm sorry I have to pull that on you. The truth is that in order to make machine language work, you have to scrape millions and millions of real translations every single day to keep up with current events and frameworks. So what -- so you're factually wrong to say that they're not needed. Now, if someday -- you could say, ""Well, somebody maybe they wo n't be needed."" But, you know, the problem ofthat is this premature mystery reduction. I mean, yeah, someday we might be able to float because we understand gravity better o r something. I am an optimist. I don't want to believe that we'll always be stuck with our current level of knowledge. So I'm -- in a sense, I'm a transhumanist. But I just believe that it's a fundamental unknown what the timeline is. That's what science is. Science is what we don't know. So we don't know. A nd so we shouldn't pretend we know. That's lying to ourselves. It's undignified. It's petty. It's silly. It's childish. But also -- I'm sorry, but -- you know, but -- -- the other -- the other --"
17,James Hughes,"But there are things -- J aron Lanier: But, but, but, but, but, but, but no, no, no. There's a peril. T here's also great peril in what you're suggesting. If we say, ""Instead of taking the dignified path and admitting that people are still needed, if we pretend they're not needed and then we have some agency that doles out basic income to them as if they weren't needed, you really think that thing's not going to be a magnet for corruption? Every history lesson teaches us that, that's a huge peril. J ohn Donvan: Okay, I'm going to break in there."
18,Jaron Lanier,Don't step into that problem.
19,Martine Rothblatt,"we’re down talking about facts and figures here, because I don't think that the facts support the idea that new technological innovation, such as AI, result in mass unemployment. In fact, there are today, with our global population of almost 8 billion people, vastly more pe ople employed doing things than there ever were in the annals of history. You could imagine that before the turn of the 20th century, back in the 1900s, over 95 percent of all people were on farms. And somebody would make a very sensible argu ment, saying, ""We can't allow in tractors and things that steal our techniques for harvesting vegetables and food, because then all these farmers would be out of work."" Instead, now we have less than 10 percent of the global population raising food. The average nutritional content of everybody, on average, is much higher. And there's vastly more people doing vastly more interesting jobs and passions than ever before. We are an intelligent, creative species. It is in our DNA to solve problems . We wouldn't be here today if we weren't super good problem solvers. In the past, we were farmers, and then carpentry. Now, coding is the new carpentry. We will figure out new and amazing things to do."
20,Andrew Keen,"No I . Look, there's nothing wrong with -- John, there's nothing wrong with optimism. I mean, as long as you're optimistic about -- and you're realistic. And by the way, Jaron , I didn't know you were transhumanist. If I'd have known, I wouldn't be on your team. Jaron Lanier I meant, you know, within the context of how unknown it all is, you know?"
21,Andrew Keen,But the unknown unknown. Right? That's transhumanism. Jaron Lanier Yeah . I’m a Rumsfeldian transhumani st.
22,Andrew Keen,"now. And by the way, I have no idea --"
23,Andrew Keen,"-- what our te am -- our t eams seem split . On the one han d, we have one guy saying that he's celebrating the elimination of work. And then Martine is saying that actually, we're going to innovate so much that everyone will have new jobs. So, you guys have got to make up your mind, whether you're for or against --"
24,Andrew Keen,-- jobs.
25,James Hughes,And we will have artificial intelligence taking care of us.
26,Andrew Keen,But can -- John Donvan:All right. Andrew --
27,Andrew Keen,"Can I just say one thing? That -- we're sort of talking -- in these kind of debates, everyone's throwing, you know -- we know this from the presidential debates -- everyone's claiming the facts are on their side. But the reality is is when you look at the numbers, when you look at the serious research, you will find that the vast majority of economists are deeply worried with this, Martine. What -- give me some example s of economists who say, ""Yeah, there's going to be millions of jobs in the future. We don't need to worry about this?"""
28,Martine Rothblatt,"You know, I'm reminded of the famous quotation from Arthur C. Clarke , who said that if you ask a lot of experts in their field whether or not something is possible, and they say no, they're almost certainly wrong. And it's the same thing about the economists. They have been wrong repeatedly throughout history. So, going to a source like e conomists -- I would look at the bare fac ts. We've got eight billion people in the world, fewer people starving than when I was growing up. Vast ly more people employed. T hose are the bare facts. And furthermore -- furthermore , let me just say one more thing. We're just at the beginning of what we can do as a human species. We've got things like electric cars from Tesla that just 10 years ago, all the economists, and the technocrats, and the bureaucrats dismissed as impossible. Now people are saying, ""Hey, soon the whole economy is going to be electric."" If you are a person who loves life, you will never run out of cool things to do."
29,Jaron Lanier,"Martine, I want you to be right. And I think you probably are, in the sense that there will be new things for people to do. All we have to admit is that people need to do them and that they could be paid for it, and then we can still have dignity. The only danger is not so much that people become obsolete. The danger is that we'll pretend they're obsolete."
30,Martine Rothblatt,"Absolutely. And already, the Europeans are leading the way to -- J aron Lanier : So, you agree --Martine Rothblatt: -- guaranteed annual income -- J aron Lanier : You know, the is screwed here."
31,Martine Rothblatt,"There will be social dividends that -- it's just like Bernie Sanders says. Medicare for all. Social Security for all. So, there will be a basic social dividend that's paid for everybody. We can afford it. Let's do it."
32,James Hughes,"Well, I do think that there's a great deal of mystification about the nature of artificial intelligence in the future. Martine has a fairly embodied notion of what artificial intelligence would be. Mine i s much more diffuse. I think that the potential space of what artificial intelligence will be in the future is , it's very difficult for us to imagine. So far we have a lot of anthropomorphic projection onto that state. Those who expect that something is going to jump out of a box is going to take over the world, the world has 10 seconds to defeat it -- I mean, that's an anthropomorphic projection of an adolescent, you know, male fantasy onto, ""Well, if I w as king of the world."" And I think, you kno w, it could be like -- a n artificial intelligence might just want to communicate with the -- with whales, or with the stock market, or with the stars. And grow like moss on the side of a mountain. I mean, we just have no idea what artificial minds are going to be like. So, yes. I think, if the project is to replicate a human mind and put human mind emulation into a machine, that's one kind of project. I f, on the other hand, self- awareness emerges out of the Internet or just through all the communications and information in the world, we have no idea what it's going to be like.John Donvan: Let --"
33,Martine Rothblatt,"I agree with James, because, you know, contrary to what Andrew said, the mass of people throughout the world are the ones who are creating our Internet. Websites were not created all by Google, and Amazon, and Apple. They we re created by literally millions of people creating the -- J aron Lanier : But then these things are appr opriated by --"
34,Andrew Keen,"All right. Let's use -- okay. Martine, let's use --"
35,Andrew Keen,"-- the example of Google. Google has created -- you know, J aron has defined artificial intelligence, I think, very intelligently, as the algorithm. Google owns the most valuable algorithm in the world. There's no secret sauce to that a lgorithm. It's not as if Larry Page and Sergey Brin at Stanford suddenly figured out, ""We're going to create this remarkably intelligent algorithm."" And --"
36,Martine Rothblatt,--
37,Andrew Keen,"Well, let me finish. No, l et me -- let me --"
38,Martine Rothblatt,You let him hold the most valuable --John Donvan: Do let him finish.
39,Martine Rothblatt,"-- operating system in the world, and they --"
40,Martine Rothblatt,-- that --
41,Martine Rothblatt,-- Google is today.
42,Andrew Keen,"So -- and this is just to reiterate what Jar on had said. That algorithm is a collection of our intelligence. Google essentially has aggregated the entire intelligence -- brilliant, brilliant maneuver. Fantastic. I'm not saying it's immoral in any way. But Google now owns our collectiv e intelligence. It's a company now that's worth -- it probably w ill be the first company that's worth a trillion dollars. Where do they pay it back to us, our intelligence, that revenue? And that's Jaron's point. When you tear back the curtain, it's n ot arti ficial intelligence. It’s us. And we're not benefiting."
