,Speaker,Script
10,Anthony Licata,"Thank you. Thank you. Tonight, we're going to show you how hunting has, in fact, protected wildlife and habitats throughout North America through this wonderful North American model. I was really happy to hear Wayne ask for details, because I could have -- I have some. And I would like everyone else's opinion about some of the numbers that he's pooh-poohed to see if they really are all that small. And the fact is, hunting provides a sustainable, repeatable model on which wildlife could be managed and protected. I want to give you some history first. At the turn of the 20th century, habitat loss and market hunting had had our species at the point of extinction. Bears, elk, moose, even white-tailed deer. Around this time, concerned hunters, including the editors of Field & Stream and New Yorker Theodore Roosevelt, pushed to set game laws, base wildlife management on science, and make it managed by the public. The principles that formed this are called the North American Wildlife Model. It still drives much of what we do for a simple reason. It works. The system is not perfect, but there is no other form of wildlife management that has the results that this model has had. Hunting is at the center of this story. It's a tool for managing wildlife, but it also makes hunters a powerful tool and advocate for wildlife -- supporters of wildlife. But let's talk about numbers, some of those pieces of land and some of those programs that Wayne mentioned. Hunters provide 80 percent of the funding to fish and game wildlife agencies. There's about 37 million hunters in the United States, and every single one of them contributes. All told, sportsmen contribute a billion dollars a year to wildlife conservation. To me, that's not a small number. These funds come from a variety of ways. The first source of these funds is through hunting licenses. These monies go directly to the state that sold them, and these dollars can only be used for wildlife management and conservation. Big numbers, small numbers -- since 1965, they generated $22 billion. Just last year, in 2015, they generated $821 million. Wayne explained Pittman-Robertson. This is the excise tax on sales of ammunition. Something to know here is that this law was advocated for, lobbied, supported, by hunters -- voluntarily. It has generated more than 12 billion for state wildlife management and conservation. Of those funds, 62 percent are used to buy, develop, and maintain wildlife habitat. Since the Act became law, states have purchased about four million acres of wildlife habitat, an additional 40 million acres are managed under agreements with private landowners. The U.S. Fish and Wildlife Service credits Pittman-Robertson with rebuilding these populations of these animals and extending the ranges from wild turkey, white-tailed deer, mule deer, elk, black bear, bobcat, mountain lions. For example, in 1910, there were 20,000 elk in Montana. Now, there's 120,000 -- in large part, thanks to these monies. Mule, deer, all the other ungulates have had similar recoveries. What's that done? It's allowed wolves and mountain lions to make a recovery as well. Right now, money generated by Pittman-Robertson is working to conserve wolves around the Great Lakes and run the wolf conservation program in Oregon. Non-game benefits as well. It's not just about hunters having more. Here in New York State there's efforts in the Albany Pine Bush area to protect the endangered Karner BlueButterfly. This is a butterfly so rare that even the loss of a few could be devastating to the population. This program has received significant funds from Pittman-Robertson paid for by hunters. The truth is, most of the budgets for wildlife management, which takes place on some of those federal lands that Wayne mentioned, come from these fees. Eighty percent of Wyoming’s budget comes from that. In Michigan it's 76. In Colorado it's 70. A third component is the federal Duck Stamp. Again, this was an idea made by hunters, lobbied by hunters, supported by hunters. It's generated $800 million in money for wetland conservation since its introduction with 98 cents of every dollar going to purchase wetlands or acquire easements that feed into the national wildlife refuge system that we can all enjoy. The Duck Stamp has preserved six and a half million acres of wetlands. Here in New York it's 20 thousand acres. I don't think that's so small. A fourth source of hunter-generated income comes from the many nonprofit hunter-run conservation groups. These groups are organizations like Ducks Unlimited, the Boone and Crockett Club, Rocky Mountain Elk Foundation, Pheasants Forever, and many more. Let's look at Ducks Unlimited as just one example. This group protects wetlands for ducks, but because hunters know that wildlife needs intact, functioning healthy ecosystems to live, it also benefits insects, fish, salamanders, mink, martin, shrews, beavers, all the animals that depend on a healthy wetland. In 2014 and 2015 alone, DU raised $238 million that went to wildlife conservation. Eighty-five percent of that money goes directly into waterfowl habitat restoration and acquiring lands. I don't think that's a small number. With the money that is raised, DU has conserved more than 13.5 million acres of wetlands across North America. This doesn't take into account all the volunteer hours that hunters give working on grass roots conservation projects. What's important to note here is that these groups and all this money is all driven by people's love of hunting. They love the sports. They love the animals. They love the places. It's their desire to preserve these species, to preserve these places that drive all these efforts. When you consider these facts, this history, the billions, literally billions of dollars raised by hunters for conservation, the millions of acres preserved, the hundreds of species that have benefited, I think it's clear that hunting plays a very critical role in wildlife conservation, and that's why I hope that you will agree with me tonight and support this proposition. Thank you."
11,Adam M. Roberts,"Thank you very much, John. It's interesting being the fourth speaker, because I have the benefit of hearing the 14 minutes of argumentation presented by the affirmative side of today's debate and I think I'd like to start my comments the same way Anthony started. He said something very interesting about hunting. He called it a sustainable repeatable model, which I think is a very interesting phrase, a sustainable, repeatable model. Unless you're the bull elephant that's been killed, taken away from the family system and the ecosystem depriving of the local community of ecotourism revenue for generation after generation, that doesn't seem to me to be sustainable. And obviously we've heard a lot of different arguments in these 14 minutes and I tried very hard to figure out how I can sum them all up in a simple way for you all in the time that I'm allotted. And I think the way I can best do that is with two words. Two very simple words to describe the entire argument for the affirmative of today's debate. Trust us. That is what they're really telling you. Trust us that politically we have the wherewithal in countries around the world to ensure that hunting quotas are set by potentially corrupt governments sustainably to ensure that it's based on the sound scientific evidence in biology to ensure that no animal is ever overhunted. Trust us. That law of setting bag limits and hunt seasons are always going to be followed to the letter by every hunter, Walter Palmer excluded. Trust us that economically, the revenue that's generated by every hunting license, every fee that's paid, $10,000, $20,000 to hunt a lion in Tanzania is actually going to go back into local communities, back into conservation on the ground where it matters most. Trust us and trust us that, as hunters, we are always going to be sportsmen and women who are ethical and do what is right by animals and never overhunt, never take too many. Trust us that the logic of these arguments hold the day. Well, ladies and gentlemen, I don't know what your vote was at the beginning of the debate, but at the end of the debate, if you can consider politically, legally, economically, reproductivebiology and logic all dictate that hunters conserve wildlife, then yes, you have to vote in the affirmative. But I think what Wayne and I are showing today is that, that is a folly. And we have to take a slightly global view when we look at these things. So let's look at them one at a time politically. We have a regime in Zimbabwe, a very pro-hunting nation run by a dictator named Robert Mugabe whose cronies are taking over land, former farmlands, turning them into hunting concessions. But those hunting concessions are not just for the lawful sportsmen, the Walter Palmer of the world, and by the way, we really have to stop talking about the separation between the lawful sportsman and the poacher because I think he proved that the line all too often gets blurred. But in a place like Zimbabwe, those same hunting concessions were legal hunters are going with their permit to kill animals, you are having rhinos being poached for their horn, elephants being poached for their ivory, and those products being shipped off to Asia. In Tanzania, one of the bastions of hunting, a strongly pro-hunting nation always saying how our neighbors in Kenya don't have hunting. And look what's happening to the wildlife there. In the Selous ecosystem alone, you have the absolute decimation of lions, the bastion of the country because of overhunting. So, politically, we can see that globally there is no justification for the argument that hunters conserve wildlife. In fact, we see that politically, the deck is stacked against animals. Legally, Conservation International has done a study in which they show that you have Vietnamese poachers going in South Africa where each individual can only get one permit to hunt a rhino and they're bringing in people to hunt rhinos with those permits, including prostitutes from Thailand to take back the rhino horn because that's not commercial trade, that's a trophy. And they are taking that trophy back and it's finding its way into the black market. Legally, the deck is stacked against animals when we look at trophies. But economically is perhaps the most interesting argument of all because it's the one we hear all too often, that the hunter pays for the privilege of the thrill kill. The hunter pays for the privilege of killing animals for sport and, therefore, there is an absolute nexus between that payment of money and what happens on the ground. Well, let's look at some facts and, again, this is globally. A new study by CREST out of Washington, D.C., looked at the great bear rainforest in British Columbia and found that looking at ecotourism related to bears and other carnivores versus hunting, for ecotourism, you have 12 times more visitor spending than you do hunting, 11 times more direct revenue going to the government than you do from hunting and, in 2012, you have 510 jobs generated because of ecotourism and only 11 because of the hunting industry. Look at wolves in Yellowstone. Thirty-five million dollars generated through ecotourism more than four times as much as hunting in the same area. And, lastly, I would leave you with three numbers. Just remember these three numbers, .27 percent, 1.8 percent, three percent. Looking at nations in Africa that have both ecotourism and hunting -- and hunting, the type of big five hunting that Wayne discussed, in no nation that has that condition is more than .27, about a quarter percent of the GDP, generated from hunting revenue. Of all the tourism revenue combined, only 1.8 percent is generated from hunting. Now, I'm not mathematician, but that says to me that more than 98 percent is generated by ecotourism, a drastically different sum. And when Catherine talks about needing to think about the people on the ground in Africa, I'd say, ""If you really want to help the people on the ground in Africa, you help them with sustainable ecotourism models, not hunting models."" And, lastly, three percent. The U.N. Food and Agricultural Organization and the hunting industry itself has noted that only three percent of hunting revenue actually makes it back to the local communities. The rest of it is held in government coffers and foreign operators. Remember, it's not the people on the ground in Tanzania or Zambia that are running these ecotourism operations -- these hunting operations, it's foreign operations. And then biology -- we know that in 1980, there were estimated to be 78,500 lions left in Africa. Today, there are fewer than 20,000. And this is a species that, for those same three decades, were hunted. American trophy hunters taking more than 500 lions on average, year after year, after year. I encourage you -- since we've already talked about the IUCN, to go back on your computer. Look up the IUCN red list, and look at all the species that are listed as critically endangered, endangered, threatened, near threatened, and see how many of them have, as one of the factors threatening those species' survival overhunting. What we see time, after time, after time is that politically, legally, economically, biologically, and logically, the argument fails. Hunters overall globally do not conserve wildlife. And if we really care about both people and wildlife, we do need to generate sustainable models for the long term, and that's keeping animals alive, not dead. Thank you very much."
12,Wayne Pacelle,"So, well, just to close, though, it's great to talk about Teddy Roosevelt. But what about now?"
13,Anthony Licata,What about now? Right now is --
14,Anthony Licata,Yeah.
15,Anthony Licata,"-- if land is being developed. We always need to protect healthy habitat for wildlife, and that is what hunters always advocate for."
16,Adam M. Roberts,"Well, I think it's very effective if you look at it in a very small microcosm. It's not sustainable. And I like history, so let's go back a hundred years, right? So, in the 1880s, you had 11,000 black bears in Florida, but they were literally hunted to the brink of extinction over the next century, to the point where there are only a few hundred of them left. So, what happened after hunters put this onslaught against the species? Hunting was banned in 1994 in Florida. The species was protected. What happened when the protection came into effect? The species started to rebound to the point where a decade later, you had more than 3,000 animals. The only problem is, when you have this kind of rebound, the hunting community, because they are so focused on wanting to kill, reopened the hunt. They pushed to have the Game Commission reopenthe hunt. They sold more licenses -- 3,778 of them -- than there were estimated black bear population in the state. And the hunting season had to be closed after two days because the quota was filled. So, the problem of this concept is yo-yo conservation. We want wolves to recover in the Great Lakes region, only so that we can hunt them back again. Bears to recover in Florida, only so we can hunt them back again."
17,Adam M. Roberts,It's not a sustainable model.
18,Catherine Semcer,"I think absolutely not, and I think you're being really disingenuous, Adam. I mean, you're obfuscating market hunting, people killing predators because they're competing with livestock, with sportsmen. And you know and I know that they are not same thing."
19,Catherine Semcer,I'm sorry. I couldn't hear you over the applause.
20,Wayne Pacelle,But --
21,Catherine Semcer,"No, Wayne. Let me finish. Do not interrupt me."
22,Catherine Semcer,That's John’s job.
23,Catherine Semcer,Sure.
24,Adam M. Roberts,"I'm glad Wayne jumped in first. Wayne Pacelle:Okay. So, let me just say, you know, this wolf thing is -- I mean, I'm a little bit astonished at Anthony's argument. Wherever wolves are in the United States, and there are only 5,000 or so in the lower 48 -- the commercial trappers and the trophy hunters are after them. We shut down – -- we shut down the wolf trophy hunting program in the Great Lakes region under federal court. The courts ruled that the delisting of the animals was unwarranted. They are still threatened or endangered. No one is hunting these animals for conservation."
25,Wayne Pacelle,No one --
26,Wayne Pacelle,"-- is hunting them for food. They're killing -- John, they're --"
27,Wayne Pacelle,Right.
28,Wayne Pacelle,"That view is invalidated by the fact that the U.S. Fish and Wildlife Service just listed them as threatened or endangered and when they wrote the rulemaking they said that trophy hunting was one of the causative factors in the decline. Now there are multiple explanations for the decline of lions. Certainly herdsman, habitat loss, but when you're killing, Adam said it was 500 a year, the last year that it happened was 720 lions out of 20,000 that are surviving. How is that not going to have an effect?"
29,Catherine Semcer,I think it's really simple.
30,Catherine Semcer,"Yeah. I'm sorry. What the Fish and Wildlife Service has also found is that there are instances in which hunting can benefit lion populations, and it's because we tend to get obsessed on the 1 percent, the Cecil. We really need from a conservation focus to be focused on the 99 percent. The money raised by killing one old male lion who's probably starting to prey on cattle, possibly starting to prey on people because he's no longer able to catch the gazelle. That money then gets funneled back into protecting the 99 percent of the lion population. Conservation is a resource --"
31,Catherine Semcer,"That lion if not killed by a hunter, who is willing to pay money into the conservation system, will be killed by the local villagers."
32,Adam M. Roberts,"Well, if I have to talk about lions, I shall. Yeah. So, listen. So here's the way it goes with the lions, right? We know for certain how many lion trophies are being imported into America. We also know for certain based on the permitting how many are going into the EU. It is undeniable that there is a negative conservation impact by trophy hunters on the lion population, and that's what we're here to discuss, not whether or not --"
33,Adam M. Roberts,"Well, because we can see the decline over the past 35 years when there has been trophy hunting for the species. That's not to say --"
34,Adam M. Roberts,"A direct correlation. Now that's not to say, to Catherine's point, that there aren't other factors. But I would challenge her seriously to tell me how many retaliatory killings by livestock owners happen every year. We have no clue how often that happens. So we're not saying that trophy hunting is the only negative impact on lions, but if we're here to decide whether hunters conserve wildlife and there is hunting of lions in Africa and there is this incredible perilous decline of the species toward extinction, the answer has to be no. Hunters are not conserving lions in Africa. If they were, these other factors would potentially be mitigated by the money that's generated by the trophy hunters, which for lions can be $70,000. Now if you ask Craig Packer, the imminent lion biologist, what it would take to actually make a measurable impact, he says not 50,000, not 70,000, every lion hunt needs to cost $1 million if you want to have an impact."
35,Catherine Semcer,"Conservation does not come for free. It is a very capital intensive effort. You know, something we talked a little bit about photo tourism and ecotourism and that's great. We need that, too, but the reality is in Africa it's not possible everywhere."
36,Wayne Pacelle,"Thank you. I did want to say just about the lions that -- While we're on the subject. Botswana just outlawed trophy hunting. There are more lions in Botswana than any other country in Africa. They outlawed all trophy hunting of these animals and the wildlife authorities there say we can make much more money by keeping the living capital there. You can watch a lion a hundred times. You can watch a lion 500 times. You can monetize that each time, aggregating more dollars for the economy for rural communities, for the government. You can shoot the animal only once."
37,Wayne Pacelle,The arithmetic is so plain to me.
38,Wayne Pacelle,"The numbers are undeniable. I mean, how many people are interested in trophy hunting? A few tens of thousands? They're the ones who are aging. They're the declining numbers, not those old lions. And how many millions of us glory in seeing elephants and lions and consider it the experience of a lifetime to see them and to take a picture of them? That's fine. Leave them there. We want them to stay alive because they're wonderful creatures. So just look at the underlying numbers. If you have people paying for wildlife watching concessions and you have millions doing it, then you have just the few thousand people who want to shoot these animals and run away with their heads and their hides. I mean, it's so clear. Look at the numbers. Adam quoted many of the numbers. The trophy hunting concessions in Africa are miniscule compared to wildlife watching which is why Botswana and Kenya and Rwanda have banned all trophy hunting."
39,Anthony Licata,Are we back to wolves or are we talking about --
40,Anthony Licata,"I don't think it can, first of all, but it doesn't have to be an either/or thing, especially when you're talking --"
41,Anthony Licata,"Yeah. It doesn't need to be and it shouldn't be an either/or thing, especially when you're talking about North America. When you're talking about North America where the wildlife populations are high and sustainable and, by the way, it's not, ""Trust us."" It's not, ""Trust hunters."" We don't set them. I don't think you should trust anybody, except the biologists and the professionals who study and develop the populations. When those populations are healthy and stable, there is plenty for hunting, wildlife watching, all kinds of activity. The problem, really, is habitat. It's not if certain animals are hunted, you're not going to see them at all in North America. Anybody have any trouble seeing white-tailed deer or wild turkey around when you get out of the city? That's not the case at all. You can do both. What causes problems is habitat loss."
42,Wayne Pacelle,May
43,Wayne Pacelle,I thought you were pausing.
44,Wayne Pacelle,Okay.
45,Catherine Semcer,"We also have to look at where the money goes to. You know in Tanzania, the wildlife division, receives almost nine times as much funding from hunting as it does from photo tourism. In Zimbabwe, their wildlife --"
46,Catherine Semcer,"Because of the way that their laws are structured. Now, that's not to say that maybe those laws shouldn't change, but that's up to the people of Tanzania. It's not up to Adam, it's not up to Wayne, it's not up to me. That's not up to anyone in this room. It's up to the people of Tanzania. In Zimbabwe, between 60 and 90 percent of the revenue that their wildlife division depends on comes from hunting."
47,Wayne Pacelle,"Well, the U.S. Fish and Wildlife Service --Catherine Semcer: I'm just going to -- one more point and then I'll let you speak."
48,Catherine Semcer,"Thank you. You know, I'll just close by saying, you know, the United Nations World Tourism Organization released a study last year, and what they found was 50 percent of the photo tourists operations do not contribute a single penny to anti-poaching operations."
49,Catherine Semcer,That is abysmal.
50,Wayne Pacelle,"Okay, thank you. So Catherine keeps invoking Zimbabwe which is run by a horrible dictator named Robert Mugabe. It's a corrupt country. They are selling wildlife off to whomever wants to buy it. And the United States Fish and Wildlife Service, the leading wildlife authority in the United States, banned elephant trophy imports into the United States for a reason, for conservation lines of reasons. The U.S. Fish and Wildlife Service has placed the lion on the threatened and endangered list for conservation reasons. I don't know why we keep going back to Zimbabwe here, but I would like to turn the question back to Catherine or Anthony. If one of your enthusiasts within the world of trophy hunting wanted to trophy hunt a whale, you know, if they wanted to shoot a whale because they were rare, because they were big, because they were beautiful -- would that be acceptable, if they paid a million dollars for it? Maybe some of that money would go back to protect the tiny little piece of ocean space. Would it be okay to kill a whale?"
51,Anthony Licata,"As far as I know, biologists have determined that whales cannot be hunted, and it's not a legal hunting activity. It is not something that our audience is interested in doing. It's not something you can do if you follow the biology and the science. Legal hunting is about following the parameters that professional wildlife biologists set, and working as to be part of that ecosystem --"
52,Anthony Licata,"And I also think that -- this is something really important. Let me just say -- I think something has been missing from this debate -- is the fact that hunters -- people, human hunters are natural predators of many game animals. We've always been. Hunters have evolved. Humans have evolved as hunters, and the animals have evolved with us. Hunting animals is part of a long, acceptable part of the ecosystem, of the natural circle of life. And as long as it's done in a way that is respectful, that benefits not one animal of that species, but the entire species, as a way that lifts up the entire ecosystem, as a way that's done holistic, and to make the world and the habitat stronger and better and improve habitats -- I think that's a perfectly acceptable thing."
53,Anthony Licata,I'm not going to hunt a whale.
54,Adam M. Roberts,"Well, so let me say --John Donvan: Adam Roberts."
55,Adam M. Roberts,"-- two things. One is -- and two things about Anthony's answer, which I find really interesting. There would be someone who would pay to hunt a blue whale, to hunt a fin whale. There would be someone who would pay for that privilege, but it's not in the best interests of the conservation of whales, which have been depleted by overhunting for centuries, to have that happen. And that's what Anthony just admitted. It's been decided by the right biologists in the right place that that's not good for conservation, much like the U.S. Department of the Interior has determined it's not in the best conservation interests of the African lion to continue to have unfettered killing by American trophy hunters. Hunters are not contributing to the conservation of the lion. I think Wayne made an excellent point about the elephant imports, and we keep talking again about Tanzania and Zimbabwe. It's remarkable that we are. In Tanzania and Zimbabwe, those are the two countries that the Department of the Interior said ""You cannot bring in trophies from an elephant kill because there is no sound management in those two countries to ensure the long-term viability of those species.” So what we see time, after time, after time is the negative conservation impact of hunting -- whether it's lions, or elephants, or any number of other species -- and the need for the government agencies filled with these smart biologists, to do something about it. What Wayne and I say is, ""Why wait until it's too late? Why wait until wolves are depleted and bears are depleted, and lions and elephants are depleted?” Let's take a precautionary approach and ensure that hunters do not contribute to the decline of these species, rather than have this yo-yo conservation, where we allow them to recover and then hunt them back to the verge of extinction once again."
56,Adam M. Roberts,Yeah. Thank you.
57,Anthony Licata,"Sure. A couple things I'd like to clear up first. The commercial trapping of wolves and shooting wolves from planes -- we're not talking about commercial activities here. That's not what we're here to discuss. We're talking about regulated sport hunting. That's what we're talking about, not commercial activities. And when you're talkingabout wolves, again, the funds from hunters were instrumental in reducing the wolves to the greater Yellowstone ecosystem. And since wolves have been listed -- and they've been hunted -- the numbers have continued to go up. The wolf numbers have not gone down. I'm in agreement with Adam. No one -- no hunter wants numbers to come up and then they crash again, and they wipe them all out. That's not what's wiped these animals out in the first place. It was unregulated market hunting, commercial hunting, loss of habitat. We want the numbers to continue to grow. The numbers of wolves have continued to grow in the Yellowstone ecosystems, despite being hunted. They've expanded their range. They're in Idaho, Utah, Washington, Oregon. The important point here is that hunters are the ones helping manage those populations. And why do the biologists want to limit the wolf populations? It's not hunters, it's other activities. It's other people. It's ranchers, frankly. Ranchers will only tolerate so many wolves, because they eat livestock. And so, the state has decided that that's what they have to do, and so, they hire commercial shooters to trap those wolves and to shoot those wolves. The states. I would love wolves to expand their range, but the truth is, we don't live in a country that was like it was 100 years ago. There's not going to be wolves here in New York -- as much as many of us would maybe want them -- it’s not going to happen. People won't support it. Livestock won't support it. Farmers won't support it. It won't happen. And the habitat is not there. It's too fragmented."
58,Catherine Semcer,"Because, as a conservationist, given the state that are in right now, I can't focus on one lion. I have to focus on the whole population. And we can invest tons of energy and resources into mourning Cecil. That's not going to bring him back and it's not going to do anything to conserve the lions of Southern Africa."
59,Wayne Pacelle,"You know, I really think --"
60,Catherine Semcer,And it's something I would --
61,Catherine Semcer,Let Wayne go.
62,Catherine Semcer,And then -- but then let me go.
