,Speaker,Script,Round
33,Anant Agarwal,"Sure. So you mentioned that -- I think you're making a mistake here. You're comparing the best teacher -- I would love to be in your class, Rebecca. I think that you would be delightful. With a class of 10 or 15 working with Rebecca, that is fantastic. But how many people around the world -- how many children in the U.S. or the rest of the world can afford that kind of luxury, to have a great teacher in a small classroom setting, talking about reading , non-fixed answers at the end of textbooks? We have technology today where we can grade essays using machine learning technology. And if you talk to the teachers in the California School District, they are saying they are giving their children fewer essays because they just don't have the time to grade. I know teachers in high school, I know my wife who teachers, they spend hours and hours grading essays. That is a good thing, and as long as there are teachers like Rebecca to grade my essays and give me instant feedback, that is fantastic. But what about all the students where teachers are not able to give essays and writing assignments because they don't have time to grade? We have technology today in experimental form that will be able to grade essays using a machine learning technology.",2
34,Rebecca Schuman,"I mean, I don't like grading essays. I wrote a very popular article in Slate about how I would like to stop assigning them because I don't like grading them. But when I grade them, I do grade them pretty fast. Essay grading technology is not very good right now. It might get better, but, I mean, when I think about the idea that a robot can replace the nine years of post-college higher education that I had, doing my Ph.D., reading 13 hours a day, learning breadth and depth, really just piercing into the inner depths of my brain and scraping around inside it, I have to confront that technological possibility with sheer terror. I don't know if I want to be in a world where a robot can do what I have worked so hard and sacrificed so much and trained so much to do.",2
35,Anant Agarwal,not comparing -- I'm not comparing you.,2
36,Rebecca Schuman,"I know, but -- Anyone who can",2
37,Rebecca Schuman,Of having a robot grade their papers?,2
38,Rebecca Schuman,They’d learn how to game the robot immediately.,2
39,Jonathan Cole,"But the point is not simply writing papers. Even the most conservative organization in the world, the college board and the SAT, are giving up the essay part of the SAT examinations, because they are doing the grading by rote, in effect. They're not nuanced. They're not teaching students how to think for themselves independently, which is a very difficult thing to do. Now maybe it is doable through technology, but I haven't seen it demonstrated.",2
40,Ben Nelson,"Well, and again, I do think that we're ratholing on a piece of content. I happen to agree with you both. I mean, I do think that at the very high levels of education you do want people who are expert in the subject to grade essays. That has nothing to do about where the class occurs. To say the professor doesn't sit in front of a lecture hall or even a 10-person class and says hold on a second while I read this paper and grade it, that's not a very interactive format. It's not very engaging. And so the question is what is the cost structure that is going to be built around actually disseminating that education? Even in a small format. Even in the scenario we believe in. What you actually do want is very tight student/faculty interaction, 15- to 19-person classes. We still opt to use chronology to facilitate the goings on in the classroom, because we think that it can enhance the experience for the student and dramatically lower the cost where you don't need tobuild buildings and maintain campuses when you can gather the students and have them experience what the world has to offer as opposed to necessarily in a very expensive, very exclusive campus environment.",2
41,Jonathan Cole,"Well, I mean first of all, I think that, you know, educators have done a terrible job, especially at the selective colleges dealing with the issue of costs. I mean, students at Harvard graduate with no debt. They have a tremendous endowment. Columbia College students graduate with about $6,000 worth of debt, but the sticker price is the only thing that is talked about. So it's not as if those who can't afford it who come from, you know, poor socio-economic backgrounds can't go to these great colleges. I think as a conflation, however, if I can switch a bit, what the purposes are of these MOOCs. Are they to democratize the world as it were, which in some ways may well be hegemonic, who owns knowledge, to reach hundreds of thousands of people? Or is it to hold seminars in a different way with 16 or 17 people? Those are very different types of issues and questions. It seems to me Ben is trying to do one thing and it seems to me that edX is trying to do something slightly different.",2
42,Anant Agarwal,"Well, absolutely. I think there are different ways of using technology in the classroom. Every click is not the same. And Ben is using clicks in one way, we're using clicks in another way. I think the point here, the debate is about more clicks and fewer bricks. Can we include the classroom experience? Can we include the way we teach students? Can we teach more students than can have access to a great Rebecca? Can we create using technology the approach where people can learn from each other through peer learning online? Can we access -- can we increase educational access to millions of more students around the world who just don't have access to the Rebecca's of the world?",2
43,Anant Agarwal,I'm referring to all the children and students who cannot afford college or that leave college with huge amounts of debt or that simply don't have access to college.,2
44,Jonathan Cole,"And that's a wonderful aim and a wonderful objective that I actually fully endorse, but the evidence that I've seen, and it's bad -- you know, it's not particularly good evidence, empirical evidence, suggests that the people in remote places that can't get to MIT, can't get to, you know, Amherst or Williams or wherever it might be, are people who are already educated. They're the ones who are signing on to these courses and may well be enjoying them, but it's not reaching the population yet that I think would have, you know, it would have very beneficial .",2
45,Anant Agarwal,"Again, I think it's how you play the numbers. So we have 2.2 million learners on edX and of that, 30 percent of the 600,000 are high school and college students. And so just because 70 percent of learners already have a degree doesn't mean that you are still not reaching -- they're reaching more students at the college age and high school level today than the largest university in the United States. And so we cannot -- so we really cannot say that we're not reaching students in the right demographic. We are.",2
46,Ben Nelson,"And I would add to Anant's point that if these universities would actually issue a degree alongside with that, you wouldn't have 600,000 students, you'd have 60 million. Thatone of the reasons that people don't complete is the same reason that people who sometimes read a textbook from cover to cover decide, hmm, I got to chapter 5. That was good enough. Thank you. But there is no point except for interest right now.",2
47,Rebecca Schuman,"Well, you know, yes, I think that it does -- the numbers are -- it does reach more people than not having it would reach. But I -- again, I agree with Jonathan that it doesn't necessarily reach the kind of people that it had originally intended to reach. And that shows in the corporate directions of edX's two main competitors, Coursera and Udacity, both of whom have decided to concentrate on corporate training instead of the sort of loftier democratization of education. And it also comes at the expense of people like me. There -- you know, you -- I love that you think that I'm irreplaceable and that everybody should just be in my class, but I am not that special. There are literally over a million low-level professors just like me in the United States right now desperate to reach students, desperate to work, working for --",2
48,Rebecca Schuman,"Well, I guess we go from working for poverty level wages to working for no wages. We're extinct.",2
49,Ben Nelson,I disagree.,2
50,Anant Agarwal,I think that I would completely disagree.,2
51,Rebecca Schuman,true.,2
52,Anant Agarwal,"-- is a rising tide that will lift all boats. Give you an example of Professor Jamie L’heureux. She teaches at Bunker Hill Community College in Massachusetts. And what she did was her students did not have access to a great computer science class, so she took the online material from one of her introductory computer science classes, and she used that in a blended model in the community class. And she said, if not for the online material from the edX course, she said she never would have been able to teach that course on her campus. And she also said she's irreplaceable. If not for her and her helping with the online material, the students would not have passed the course. So I think teachers are necessary. I think bringing online learning into the classroom can really up-level the whole educational experience.",2
53,Rebecca Schuman,"I think you're expecting too much of administration. I think if they have the opportunity to get rid of pretty much all professors, type in MOOCs from super professors and then use low-paid adjuncts and TAs to basically proctor people, they would jump at that. They would do that in a second. Maybe not at super elite institutions like this one, but at the regional and directional universities where the vast majority of Americans earn their degrees, I just can't see that not happening because it would help the bottom line so much.",2
54,Ben Nelson,"It would not happen when the supply and demand comes back in balance. Right now, too much supply of professors, not enough supply of completing students. A lot of students desire to complete drop out because we don't track their progress. We don't know when we lose them until the final grade.",2
55,Ben Nelson,"In the future, we'll be able to do that, and therefore there'll be much more demand for adjuncts and therefore salaries will rise.",2
56,Ben Nelson,"So I believe that there are different kinds of subject matter that lend itself to different format of student faculty ratios. But the question about whether or not technology can assist, whether it is a large lecture, a small seminar, even a one-on-one tutorial in many cases is clear. Now --",2
57,Ben Nelson,"Well, there are creative poetry classes online. And both in lecture format and as well as not. And let me tell you --",2
58,Ben Nelson,"It's amazing. I think it's phenomenal. I mean, it -- but I'm biased in that answer. I'll tell you where I don't think that online instruction can compare with off line, even though it already is happening. In conservatory instruction, if you are training someone to be a pianist, training someone to be a violinist, very hard to deliver at a very professional level, not Suzuki method -- very hard to get that level of nuance and personal guidance -- John Donvan:All right. So I just want to go the side on the -- the other side. So your opponents have argued that there is a small sector of material that doesn't lend itself. You have conceded, I think, that there is -- there are areas that would lend themselves to online learning.",2
59,Anant Agarwal,Let me address the economic --,2
60,Anant Agarwal,"-- model question that you raised. In fact, I think you made an argument against yourself. So you said that MOOCs cost between a hundred and $300,000 to create. You're absolutely right. They cost between $10,000 and half a million dollars to create. But the second time you offer the MOOC, you bring that into your classroom. The third time, the fourth time, it's like a textbook. A text-- for someone who's written a textbook, it took me five years to write the textbook. But then to stamp out a new textbook is, you know, is 50 bucks or a hundred bucks. So repeating is much easier. And the MOOCs and online education, that’s how it is, the repetition is very cost effective and very high quality. However, in the classroom, I'm not sure what they pay -- you know, professors at Columbia or other universities, but I know it's not $14,000. It's certainly on the order of a hundred to $300,000. So in other words, we are teaching -- or we are paying a hundred to $300,000 each time a course is repeated. So therefore, the existing model is broken. With MOOCs, we can fix that, where the cost of creation is high, but the repetition, that's how you get the scaling of --",2
61,Jonathan Cole,"I must say that you have given me the perfect reason for retiring faculty. They make their MOOC, and they leave the door, and you don't have to pay them again next year. Now, if they make two MOOCs, who owns the property?",2
62,Anant Agarwal,"So the first point about retiring faculty after they create a MOOC, of course not. They have to be involved in --",2
63,Anant Agarwal,Exactly. So that would be the self-fulfilling prophecy.,2
64,Anant Agarwal,"Exactly. So you make a MOOC, and then you have to support the MOOC. You teach the students. But you're not spending a hundred and $300,000 each time you teach it. You're still teaching it. You're still involved, but to a lesser extent.",2
65,Anant Agarwal,"The intellectual property is very straight forward. Actually, I don't see what the issue is. The courses and content, it's like -- we've addressed the problem with textbooks and other course content. So I frankly don't see an issue there. So I would have freeloaders?",2
66,Ben Nelson,"Well, I --",2
67,Ben Nelson,-- I'm delighted to address that. This debate is not about research. It is about the dissemination of knowledge. It's only about the second part. And --,2
68,Ben Nelson,"No, it is not. I do think that what you enable when you remove the constriction of the campus environment from not just the student but from the professor is that you can enable much more flexible research. I'll give you a couple of very quick examples. If you do field research, having a university job, we have to show up physically to class nine months out of the year, does not do wonders for your career, especially before you're tenured, or, like my father, who's a molecular biologist and is now doing structural biology, he needs to fly to the particle accelerators in Europe every three weeks just so he can shoot photons at his crystals. Well, if he were still teaching -- he's emeritus, so he doesn't -- he wouldn't be able to do that, so -- at least in an offline environment. So research can also be dramatically helped by the removal of physical requirements -- physical presence requirements for the faculty. John Donvan:What do you think of that, Rebecca, which -- I mean, it doesn't apply specifically to the kind of teaching that you're doing, but you would have a -- you would have the ability, for example, to travel and study and do sabbaticals, et cetera, and still teach. Do you like that?",2
69,Rebecca Schuman,"I mean, I think --",2
70,Rebecca Schuman,"For me it sounds great because I'll never have a sabbatical anyway, but I think the few people in my discipline who are left on a tenure track would probably have a heart attack because they'd be like, ""Oh, I would have to coincide my sabbatical with teaching."" Yeah, I mean, I have to say with that -- that is so esoteric, but I guess in an esoteric way I don't disagree with the opposite side on this particular thing.",2
71,Jonathan Cole,"I do disagree. I mean, I --",2
72,Jonathan Cole,"-- I'm not at all sure that you have a university if you were that the sole function of that university in terms of bricks rather than clicks -- although clicks will exist in it -- is the research mission and all of the students are basically no longer there. Now, the essence of our great universities and our great colleges, whether they're very large state universities or much smaller ones, is that they create knowledge. They create discoveries and inventions. I don't see how taking students out of the laboratory is going to enhance that process since they are the people -- the students -- the postdocs and others, the post-doctoral fellows, they are often doing the bench research and learning from each other through close interaction. You take all the undergraduates away and there are no bricks, I'm not sure what kind of university is left. John Donvan:Let me -- let me just say this, and I'll bring the question back to you. I want to remind you that we're in the question and answer section of this Intelligence Squared U.S. Debate. I'm John Donvan, your moderator. We have four debaters, two teams of two, debating this motion, ""More",2
73,Anant Agarwal,"Let's be very careful here. I think we're taking some of the best institutions in the world, some really high quality institutions, and tarring the whole world with this utopian brush. The world is not like that. Most universities in the world are not research institutions. Most colleges in the world, community colleges in the world, and high schools, and places where teaching happens are not research institutions. We happen to be in a research institution which is great. So I think we really need to look at the average, the median, and at universities around the world where education may be the predominant thing that happens. So I dream of a world where we have universities where professors are creating content and also disseminating content, just that they do it differently. It's the same people, but they do it differently. They do it bringing a lot online and so that they can spend a lot of time creating great content which they don't have the time to do because they have to do it every single semester. So now I can really create great content without a huge amount of effort and then focus on interacting with students in ways that I cannot do today.",2
74,Ben Nelson,"I actually don't think it's very different at all. In fact, you can learn from what these companies are doing. If you look at where these companies set up 10 to 15 years ago, they created campuses. Google has a campus and they said oh, we're going to provide everything you want here on the campus, free food and laundry and, you know, slides and things like that. And guess what their employees said? We don't want to live on the campus. They want to live in the city. Open up an office in San Francisco. Open up offices in New York City. Like, all right free food, that's great, but don't think you can re-create the world at huge cost and make it better than reality. So I think that's highly illustrative. I think that the more universities open, the more the university embraces the resources of the world and is open to students, whether they are their students or not, the more vibrant the physical elements of the university would become, like the research infrastructure, and the less university will start to compete -- or will continue to compete in an area like who has the better climbing gym.",2
75,Anant Agarwal,"So again, I think online learning as we know it -- I really called it online learning 2.0, because the old style online learning, it really gave online learning a bad name, and I think different today. Online learning today is completely different andyou should go check it out. We have online labs. We have discussion forums. The kind of things we can grade are simply",2
76,Anant Agarwal,"So if you assume this kind of quality of online learning -- I think at the end of the day it really depends on the content. If a great teacher created the online content or if a great teacher taught the in-person campus course and if the learner took one of the other and had a great experience and a degree, I would say that it shouldn't matter which one they did.",2
77,Anant Agarwal,"I don't think so. I think if someone had enough money to pay for a completely campus experience and the same quality education they would have better soft skills, but I think the debate is about fewer bricks, more clicks, is the emphasis. So I think that on campuses to bring a lot more online learning, the blend of the online with soft skills and so on can be substantially better than anything they have on campus today.",2
78,Jonathan Cole,"Well, I mean obviously -- it's a hypothetical and an interesting one. If more people had experience in producing these things, they might teach better courses. But we don't know. I mean, one of the problems that I have with this is that -- all of this -- is that it seems to me that there are many possibilities for technology and many ways in which technology can improve universities. But we don't know, for example, the answer to the question before, which is how do graduates of one form or another respond in terms of employment opportunities? We don't know very much about different learning styles. We have so little evidence that it seems to me what we're doing is we are essentially casting our fate to the wind and saying, look, this is a possibility, not necessarily a fact, because we don't have very much empirical evidence to demonstrate the case of our opponents.",2
79,Anant Agarwal,"Well, I have to say, you know, there are some great statements from our colleagues. I would love to take a class from Rebecca. But this is not about comparing the absolute best that you can get in a particular kind of course against the online learning of yesteryear. I think we need to look at where is the average going to be? Where is the majority of the university, the classroom, the students going to be? And I think in Rebecca's case, she was able to recite the names of 15 of her students. In my case, it would take me forever to recite the names of 155,000 students that got something out of that course. But I will tell you -- very quickly about three students. Deward Mukendi . He came up from a family of 14 from the Democratic republic of Congo. He goes to the University of Cape Town to learn computer science. In his first year, his father passes away. He can't pay his tuition anymore, and so he goes off into the world, and he's been working for ten years. Now that online learning is available, he is going back to study, and he's taking these MOOCs, and he's learning. And he's saying, ""I'm going to get a better job because of the kind of learning that I'm doing."" I can give you name after name, Omobavay 15-year-old student from in India, took my course, did really well. He applied to MIT, and he got into MIT, now he's a sophomore at MIT. And at MIT, two out of three students today compared to virtually zero two years ago are now doing blended online learning. MIT moved into this in a big way. They're blending the classroom with a lot of online technology. So 2800 out of 4500 students at MIT are now using the edX platform on campus in a blended model. And this is just two years old. I think if we look at where the average is going to be, I think things are going to be very different going ahead. So I would like you to think about the average student in all the world in terms of where universities should be and given that, I really urge you to think about more clicks, fewer bricks in terms of increasing access and also improving the quality of education on our campuses.",3
80,Anant Agarwal,"Thank you. John Donvan:Our motion is, ""More clicks, fewer bricks: The lecture hall is obsolete."" And here to summarize his position against this motion, Jonathan Cole. He is the John Mitchell Mason professor at Columbia University.",3
