,Speaker,Script,Round
10,David Keith,"For the most -- best understood chemical is sulfates or sulfuric acid. So, it's the same thing that is naturally in the stratosphere, both from volcanos and natural emissions. But there's a bunch of other ideas.",2
11,Clive Hamilton,"Well, David has described the actual -- most likely, most discussed -- actual vehicle process of solar engineering: sending up a fleet of planes, on a regular basis, to spray sulfate aerosols, which react in the chemicals of the stratosphere -- the upper atmosphere -- in a way that blocks sunlight coming in. And it could be regulated so that you could, basically, adjust the amount of sunlight.",2
12,Clive Hamilton,"John Donvan: So, we all agree to that. And, will it smell?",2
13,Clive Hamilton,No.,2
14,Clive Hamilton,It will whiten the sky.,2
15,Clive Hamilton,"Oh, now we're off and running.",2
16,Clive Hamilton,-- how much we're doing.,2
17,Clive Hamilton,"So, if you did enough solar geoengineering to, say, offset the effects of four times CO2, taking you all the way back to pre-Industrial -- and it you did it in the, sort of, way that makes that makes the biggest particles -- which would be crazy -- then you can see some whitening.",2
18,Clive Hamilton,"Well, I mean --",2
19,Clive Hamilton,"-- let me just finish on this. Because, you know, David has been a crucial person, probably the leading scientist pushing for a research program in solar geoengineering. And he's, even -- in some of his writings -- suggested we should be deploying it soon. One of the problems with it is that how much of it do we do? Initially, people were saying, ""We should do so much to reduce the temperature back to pre-Industrial levels, one degrees Celsius, or a bit more."" David says, ""No, we need to do much less than that."" But I just point out, there's a sulfur industry that would be -- will be drawn -- called upon to provide the sulfur to be put in the planes to send up. Some of that sulfur comes from -- is extracted from the flu gases of coalified power plants. And that same sulfur -- which we don't allow into the lower atmosphere because it causes sulfur pollution, , bad health, and so on -- is, then, put on planes and put into the upper atmosphere, where is -- blocks some sunlight reaching the planet. I think that -- along with the damage to the ozone layer -- would undue all of the work that we've been doing reducing CFCs to try to reduce the whole in the ozone layer. Really tells us that when you start messing with the chemistry of the upper atmosphere, you're really in very dangerous territory.",2
20,Ted Parson,It's very tough to sort out the technical from the non-technical. But I want to respond to two points Anjali made at the beginning. One is: she said that it would make the precipitation change.,2
21,Ted Parson,"I said, yeah, that it would make precipitation change. That's absolutely correct. But you didn't say, ""Which direction."" And, of course, one of the big risks of climate change is that precip -- and, especially, intense precipitation -- goes up. And what solar geoengineering does is it tends to reduce that. So, you, kind of, hid from the audience the fact that one of the major risks of climate change -- for example, extreme tropical cyclones -- are not increased, but reduced, by solar geoengineering.",2
22,Ted Parson,Yeah.,2
23,Anjali Viswamohanan,"I agree with what David said, that the precipitation levels has, sort of, gone up with global warming and the, sort of, idea that he's talking about is to, sort of, bring it back to what it was --",2
24,Anjali Viswamohanan,-- maybe .,2
25,Anjali Viswamohanan,"Yeah. So, maybe, as in what David's plan with -- and the general plan that solar geoengineering is, generally, to bring back precipitation to what it was at earlier levels. But I think that your point to really think about here is that a lot of countries have, sort of, adopted the climate change over the years. It's not something that started today or yesterday. So, a lot of, say, crop grow -- and a lot of the agricultural seasons in different countries have, also -- climate change. And the sudden change back to what it was may not, necessarily, be in everybody's best interest.",2
26,David Keith,"I need to come in and say that is, absolutely, not my plan. I think that would be nutty. I've never advocated that. I, actually, don't know anybody who is.",2
27,Anjali Viswamohanan,Okay.,2
28,David Keith,"What people who seem to be advocating for doing something -- first of all, what we're advocating for is understanding --",2
29,David Keith,"-- and what the risks are. And, for precipitation, if I was going to advocate anything, I'd advocate that we regulate it, so it doesn’t keep increasing.",2
30,Clive Hamilton,That's David's plan.,2
31,David Keith,Yeah.,2
32,Clive Hamilton,"That's David's plan for solar geoengineering. It's a plan that's evolved over quite a few years. I've been debating David on this question for -- I don't know how long -- eight, seven or eight years. And David, I think, has adjusted the plan to try to deal with as many of the objections have been raised to it, including the ones that Anjali has mentioned. Now, if the world decides to go with David's plan -- rather than somebody else's more radical plan, perhaps -- then, maybe, that's a good thing. But what I've noticed with David's plan is that he's been adjusting it, over years, in a way that tries to head-off the principle objections that people in have been making, in order to make it more palatable to the general public. So --",2
33,Clive Hamilton,-- this is a politicized --,2
34,Clive Hamilton,"Well, no. I'm saying this is a -- no.",2
35,Clive Hamilton,"Well, no, I'm saying the science can't be separated from the way in which --",2
36,Clive Hamilton,-- solar geoengineering is presented in a more palatable way --,2
37,Clive Hamilton,-- to the general public.,2
38,David Keith,I don't think I --,2
39,David Keith,"I don't think I have a plan; I, really, don't.",2
40,Ted Parson,"So, there, actually, is a lot of confusion between scientific results and things that people propose might be reasonable bases for action. And there's ways that you can get confused, by mixing up the two. So, it would, probably, be extraordinarily damaging and destructive to let CO2 go to three or four times pre-Industrial levels and, then, hammer the earth with solar geoengineering to bring it back to pre-Industrial. I don't know anybody who's ever proposed that that would be a sensible idea. What you can find in the literature is scientific studies, using climate models, where they assume that in order to hit the modelled climate really hard and get an informative result. But you don't want to misinterpret those results as saying, ""That's how it would be used. And that's how the scientific authors advocate its being used."" The broader point, here, is that --",2
41,David Keith,That's a very nice analogy.,2
42,David Keith,"Yeah, yeah. Well, one sort, or the other. But it's something that illustrates the fact. Often, in scientific studies, if you have constraints on what you're able to do, you want to hit a system -- an artificial system or a small system -- really hard to observe how it responds. But no one in their right mind would propose acting in that way in the real earth that we all have to live in. The broader point, here, is that we're all arguing about hypotheticals. Because nobody knows what interventions might be feasible; fair, in their effects; desirable. We don't even know --",2
43,David Keith,-- that the main form of intervention would remain sulfur.,2
44,Anjali Viswamohanan,"I think it is very reasonable to assume that, once we're talking about research and modeling, that we would always try and see what would happen if we increase sulfate aerosols in the atmosphere, like, 10 times as what we initially planned. Because we are all, initially, modelling. We are trying to see what the impacts of it would be on the earth. And it's all research. It's nothing that we -- we aren't deploying it. But we're trying to see what the impacts of different circumstances would be on the earth. Is -- am I not right in saying that?",2
45,David Keith,I'm not criticizing these scientific studies. I'm agreeing that these are useful ways to get information.,2
46,Anjali Viswamohanan,Yeah.,2
47,David Keith,But I'm --,2
48,Anjali Viswamohanan,And I agree with that.,2
49,David Keith,"-- what I'm criticizing is the misunderstanding that says, ""Because we studied a huge hit like that in a model, that's what we're advocating doing.""",2
50,Anjali Viswamohanan,"I don't -- I completely agree with that. But my point is that once that information is out there -- that in case we increase the amount of aerosols in the atmosphere -- that might reduce the warming photo. That might just instigate a bunch of players in the markets to, sort of, increase their emissions, and not for low government .",2
51,Clive Hamilton,Yeah.,2
52,Clive Hamilton,"Well, yes. Thank you. Everyone says -- including our opponents tonight -- that they completely agree that cutting carbon emissions must come first, and that solar geoengineering should never be a substitute for it. We all completely agree on that. But I have to say that it can become a, kind of, incantation. Because we have to consider how -- in practice -- this kind of grand technology is going to play out, politically, in policy. Incidentally, we are not attempting to close down the debate, at all. I mean, we're here tonight. We jumped at the chance to debate this in public. What we're worried about is the way in which a research program, without proper governance, will be taken over by particular groups, that a constituency will emerge; so: who will carry out the research; what ethical guidelines they will follow; and, in particular, who will own the results? Because there's already been a rash of people taking out patents on geoengineering technologies, privatizing, including aspects of solar geoengineering. So, we have to consider the political implications. Research is never pure. It always takes place in a social, and institutional, context.",2
53,David Keith,"Absolutely, they're legitimate concerns, I think. I was, actually, one of the early people to raise them. And I think that we should not be patenting. And I think this needs to be pretty global. That's why I'm really happy to see there's an Indian research program. There's a Chinese research program. There's research programs in Europe. In fact, the only one of those countries that does not have a formal research program is the U.S. --",2
54,David Keith,-- a good thing.,2
55,David Keith,"Oh, so, Peter --",2
56,David Keith,"-- I, actually, can't think of a single solar geoengineering patent that's remotely relevant. So, I think it's a good concern. And, at Carnegie Mellon, we, actually, ran a meeting, trying to figure out if it was legal to ban --",2
57,David Keith,"-- patents, which you would like to do.",2
58,Clive Hamilton,-- what about the stratoshield ?,2
59,David Keith,"But it's important to say that there's, essentially, none of it happened, in practice.",2
60,Clive Hamilton,"No convert, no mobile stratoshield?",2
61,David Keith,"Correct. That's one of them. It seems completely ridiculous and implausible. And I don't think there's much there, but --",2
62,Clive Hamilton,"Well, Nathan Myhrvold -- the former Chief Technology Officer at Microsoft -- set up a company called, something ventures -- I forget, exactly --",2
63,Clive Hamilton,"-- Intellectual Ventures, which has taken out a series of patents, including one over deVas , called the stratoshield, which is, essentially, a balloon tethered to the earth with a tube on it. And it would pump sulfite aerosols into the upper atmosphere .",2
64,Clive Hamilton,"patent over it. So, if that turned out to be the best way to do it, we'd have to go Nathan Myhrvold, and pay them, presumably, large amounts of money in order to buy the rights to save the earth.",2
65,David Keith,"just override. And there's good precedent for that. So, in this workshop that we had at Carnegie Mellon, it's learning how to do that. There are places where states just assert control. So, I think the answer is -- there are many different states in this world. And if there was only a single patent on some piece of technology for solar geoengineering, other states would just override. And, in practice, the technologies here are, actually, very, sort of, basic. They're not particularly high technologies. And there's multiple roots. This isn't, like, biotech. So, it's, actually, pretty hard to see that a patent would make much sense. It's important know, patents are cheap. Nathan's group files a lot of patents. And I don't think they think they're serious. I don't think that one's serious. I don't like it. I oppose it. But I think, actually, of the things that are wrong with solar geoengineering -- and there's a lot -- this is pretty low on the list.",2
66,Anjali Viswamohanan,"I think there is, generally, a disconnect between advancement of science in the U.S., as opposed to, perhaps, the rest of the world. Because there is a, sort of, a techno-optimist approach that is in conflict with the values that a lot of the other counties, and regional communities, place as inherent in some technologies that is being developed. In solar geoengineering, specifically, the approach is particularly apparent in how some countries -- like the United Kingdom and Germany -- have withdrawn support for geoengineering research in their countries. In light of these differences in opinions on how we want to duly proceed on the technology -- and without there being a global governance every country is onboard on how we proceed on the next steps on climate change mitigation, or any step forward on climate change -- there has to be a global governance .",2
67,Anjali Viswamohanan,"Yeah, I think that's unlikely.",2
68,Ted Parson,"I am. So, let me stipulate, again, we're all arguing about hypotheticals: what would a world be like in which there had been some decision made to develop, and use, these technologies; and who would be controlling it; what would be the impacts? You're absolutely right that the issue of sectional control by a powerful group is a serious concern. Clive, I think you're right that the concern about the debate being distorted by people who have, kind of, material interest in intellectual property is a significant concern. And we can see other issues where both of those have been of concern. But we can, also, see issues where there have been effective, adequate, relatively equitable regimes enacted, internationally, to address global problems. And, moreover, there's a couple of reasons to think that geoengineering is likely to not be a particularly pernicious problem in terms of effective and equitable governance -- relative to all the ones that we face. First of all, there's this worry that the fossil interests will take it -- sort of, capture the debate, and, basically, advocate too much and use that as a justification for continuing to pollute and not cutting emissions.",2
69,Ted Parson,"Yeah, yes, yeah, petroleum and gas. We're talking about climate denial organizations will just move from saying, ""Climate change is nonsense; it's not real,"" to saying, ""Oh, now we've decided it's real. But here's the solution: we still don't need to cut emissions."" That, absolutely, merits concern and attention. But the oddity is that all the evidence that exists goes the other way. The other concern -- that it would be captured by Nathan Myhrvold, or someone else who holds the crucial patent -- here's one place where the oddity of climate engineering -- that it's so cheap -- I talked about how its being cheap was a problem because it, sort of, it makes the possibility of unregulated or competitive use by multiple actors. Its being cheap also means that there's no fortunes to be made in it. And so, the configuration of interests of people, kind of, monopolizing it and, then, hijacking the debate -- you might say, the analogy to a military/industrial context -- it isn't really that persuasive. If this is ever used -- which is not what we're advocating, or arguing, tonight -- my guess is it will look like a dreary public works project.",2
70,Ted Parson,So --,2
71,Clive Hamilton,"A dreary public works project? Transforming the atmosphere of planet Earth? I don't think so. And when you think -- as I suggested -- that this would -- is a strategic issue; it has military implications; the military are all, already, watching this very carefully -- I think it's a profound issue of geopolitics. And when we look at the fact that the coal and oil industries are taking a -- look, I should say -- most of the people who've been at the forefront of the researching, including -- and advocacy -- including David and Ted -- come to it with the best of motives. They, like us, are deeply concerned about climate change and the failure of the earth to act. Our concern is that once it gets out of the hands of people who are well-motivated and do insist that there should be -- that emission cuts, actually, would come first -- we're in very murky and difficult territory. I mean, think about it from the point of view of the coal and oil industries. If you have solar geoengineering, there's no need to tax carbon emissions; there's no need to worry about gas-guzzlers; or, deforestation. We'll just ramp up the fleet of . Sounds crude and irrational? Boy, in Washington today, don't crude and irrational arguments work? I mean, look at the NRA. So, you know --",2
72,Clive Hamilton,"-- my worst -- let me tell you about my worst nightmare. It's a very short one. And that is that Rupert Murdoch watches this debate, and says, ""This sounds like a great idea."" And he sends a tweet out. And his -- I think it's 321 -- editors around the world say, ""Rupert has spoken. We now support geoengineering."" And every Murdoch newspaper in the world doesn't take account of the subtleties and environmental emphasis that David and Ted do. They say, ""Screw cutting emissions. We're going to put up a solar shield."" Then, we're really in trouble.",2
73,Anjali Viswamohanan,"I think it is unfair to not point out that there have been instances of individuals attempting to test these technologies on their own, in terms of some ocean acidification that has been done off the coast of Canada. And that has been only discovered much later. And it has caused a lot of impact on the sea life in that area.",2
74,Anjali Viswamohanan,Yeah.,2
75,Anjali Viswamohanan,Yeah.,2
76,Anjali Viswamohanan,Yeah.,2
77,Anjali Viswamohanan,Yeah.,2
78,Ted Parson,"Some guy did it. And, then, the government of Canada, forcefully --",2
79,David Keith,I think it's --,2
80,Ted Parson,-- asserted its authority,2
81,David Keith,"-- yeah. And they did so little. It, actually, had no impact. It was a completely terrible stunt. But the point is: the state ruled.",2
82,Ted Parson,As it would.,2
83,David Keith,Yeah.,2
