,Speaker,Script
14,Theodore Shaw,"Thank you. I urge you to vote against the proposition that affirmative action does more harm than good on campus. First, let us define what affirmative action is. It is a conscious attempt, a conscious attempt, to admit students from groups that have been underrepresented to campuses and universities at selective institutions, we can talk about preferences. We can use a lot of loaded terms, but that is the essence of affirmative action. We talk about harm. What kind of harm are we talking about and to whom? This discussion has proceeded -- this debate has proceeded focusing almost exclusively on African-American students on campus, which echoes the reality -- the continuing reality in our country, which is that most of the heat when it comes to issues of race isfelt along that traditional black-white line even while the country has always been multiracial and diverse. There's lots of affirmative action that has existed and continues to exist in our colleges and universities quite aside from the issues of race impacting African-Americans. Of course, historically there was a great deal of affirmative action in this country for white males. Even today, although almost no one talks about it, there is affirmative action for males generally because women in many instances are outperforming men academically. And colleges and universities concerned about having gender balance on campuses have quietly placed a thumb on the scale when it comes to male applicants. There are differences between performances on standardized tests and in GPA for that matter among ethnic and racial groups that we don't talk about a whole lot. Generally speaking, white students are being outperformed by Asian and Asian-American students on standardized tests. Does that mean that white students who are not admitted to institutions of higher education because they -- or they should not be admitted, rather, because they are being outperformed? No. Colleges and universities don't simply take students in rank order and admit them solely on the basis of test scores and GPA. No one talks about stigma being visited upon women who have been beneficiaries of conscious efforts to open up opportunities in higher education. No one talks about stigma being visited upon white students who may have lower GPAs than Asian-American students or lower test scores. The only stigma conversation is the stigma with respect to African-Americans, people of color but particularly African-Americans. And I submit to you that that fact reflects that we continue to struggle even in 2014 with the age-old rumors of intellectual inferiority of African-Americans. Some people won't say it, but I submit that those rumors persist. Now, there are tremendous differences between students who are educated in poverty impacted inner city urban high schools and students who attend privileged high schools. So it's important for us to understand that affirmative action, when it is done correctly -- and as my colleague, Professor Kennedy, indicated, we don't support what he calls ""stupid affirmative action,"" there are instances in which it hasn't been done correctly, and I'd be glad to talk about those instances -- but when it's done correctly, what we're talking about is choosing among qualified students. And the question isn't whether or not or it is solely a question of whether or not students all have the same credentials. The question is whether or not institutions can choose among qualified students, so this shouldn't be a surprise that African-American students who attend schools that are academically challenged may not have the same criteria, nor should it be a surprise that given a long history in this country in which even today, right now as we stand here, nine out of 10 days of African-American presence in what's now the United States has been spent under Jim Crow, segregation or slavery -- shouldn't be surprised that there are still differences that we're struggling to overcome. So, mismatch theory, stigmatization -- I often think about the fact that, like Professor Kennedy, I am unapologetically a beneficiary of affirmative action. Would I have felt more comfortable in the public housing project -- I grew up in the Bronx -- knowing that I didn't get the benefit of affirmative action, but I had my integrity intact? I don't think so."
15,Gail Heriot,"Well, I think the example from the University of Michigan is a good one. That was an entire letter grade on the GPA -- or alternatively, 300 points on the combined SAT."
16,Randall Kennedy,"Sure. I'd be happy to respond. And there are a couple of responses. First, my adversaries make reference to studies that posit the mismatch thesis, which has been posited for a long time. Maybe there's something to it. In fact, I think in someinstances, there are. We should not accept this, however, as an uncontroversial proposition. The fact of the matter is that there are people who have studied the same phenomena that disagree very much with Professor Sander and others who have made the sort of claims that you've heard. You've heard the claim, for instance, that affirmative action actually decreases the numbers of black lawyers. There are other people who have studied the data and have come to a very different conclusion. So, the empirical situation is itself -- you know, it's controversial. It's not clearcut. Furthermore, I'm willing to stipulate, for the sake of argument--I'm willing to stipulate that what they say is true. So let's stipulate that. I'll give them that. Then the question becomes, what of it? My opponents have a certain strange solicitude. They want to save the -- they want to save African American and Latino students from getting the invitation to selective institutions. No one is forcing anyone to attend these institutions. If they don't want to go, they don't have to go. So -- but I think that there are -- but why would we not allow people the opportunity to advance themselves if they, you know, so desire and if these institutions believe that it is in their interest, their institutional interests, to invite these students to come?"
17,Richard Sander,I'll take it.
18,Richard Sander,"So we may be able to resolve this debate and just come to agreement. I will agree with Randall that I withdraw all my objections to affirmative action if colleges and universities will adopt the following practice: When they accept someone for admission, they also provide a detailed statement of how that student's credentials predict their performance. If they're an engineering applicant, tell them the chances, tell them the past record of students with identical credentials who have actually achieved an engineering degree at that school. If they want to go to law school, tellthem, what are the chances that a student with their credentials has passed the bar on the first attempt and what their GPA has been on average. If that information is provided, then you're right, all that affirmative action is doing is increasing the range of opportunities. What's wrong with that? The problem is the schools don't do that. They do not provide transparent. They actually actively counter measure. They actively conceal. They won't disclose data on what they're doing. They tell students that everyone has the same chance of success. Everyone is equally qualified and will have the same outcomes. These things are manifestly not true. So students are accepting offers based on dramatic information -- misinformation."
19,Richard Sander,"And you don't have to take my word for it. There was actually a study done at Duke where a professor looked at the information that the university had internally and went to students and said, okay, if you have this information, what would your enrollment decision be? And they made different decisions."
20,Theodore Shaw,"Well, first, I invite you all to look at studies that have been done by Richard A. Burke of University of Pennsylvania, David E. Ho of Stanford University, Richard Brooks, later of Yale but now at Columbia Law School, and other studies, many other studies. Look at Claude Steele's stereotype threadwork. These propositions that our adversaries have articulated today are challenged. They are very much being contested. But even if we acknowledge, as we must, that there is a gap between performance on standardized tests, does that acknowledgment then lead us inevitably to the answer that affirmative action is doing more harm on campus than good? You know, the issue of presence of students of color who have been underrepresented and excluded from these institutions until there were conscious efforts to admit them is much bigger than test scores. We're talking about the integration of campuses. We're talking about equal opportunity on campuses. And if we want to look to evidence, look to the President of the United States, the attorney general, the CEO of American Express. Look to the two Supreme Court justices who are at -- one African-American, one Latina. Look to African-Americans, look to Latinos who are graduated within the last couple of generations from selective institutions, including this one. And there's massive evidence of the success of what we call affirmative action."
21,Gail Heriot,"Well, first of all, no one has ever rebutted the studies that I cited, not anyone. The only report that's actually been taken on by some of the scholars is Rick's, as I said. And again, some of those same scholars are the ones who basically said the database isn't good enough and then tried to prevent him from getting access to the California database. As I said, that really speaks volumes. And, sure, there are plenty of people who have benefited in some way. I don't know whether any of the people that you listed are among them because I don't know what the counter factual is. I suspect that you and Randall would have been very successful even without preferences, assuming that you got preferences. And I don't know that. One interesting thing is that there's one bit of evidence from --"
22,Gail Heriot,"They claim to be the beneficiaries of racial preferences. If that's so, it may well be that they --"
23,Gail Heriot,"Yeah, they may have."
24,Randall Kennedy,Go ahead.
25,Theodore Shaw,"Well, a couple of things, one, Gail, I -- it's a wonderful thing if nobody's ever rebutted you. That seems to me to be different from what my experience in academia is generally with studies, but I'll check it out."
26,Gail Heriot,"Not rebutted me, but the studies, the studies."
27,Theodore Shaw,"More importantly, though, to be clear, I didn't claim to be the beneficiary of preferences. That's a loaded term. Use that term, the debate is over. I claim to be a beneficiary of affirmative action, and I restate that. I am, unapologetically, the light of opportunity did not shine in neighborhoods like the one I came from, in areas like the area I came from until people consciously took action to do it. It didn't happen serendipitously. And it doesn't mean that I or people like me are not qualified. So Iappreciate you saying I would have made it anyway. I don't -- I don't accept that. I mean, I'd like to think that maybe it was true. But the fact is that what that does is obscure the structural inequality that has existed in our country and that's built into our country. And we still have not rid ourselves of that structural inequality."
28,Richard Sander,"Well, I would just say, if you look at the debate on law school mismatch, which, as Gail says, has been the most contested one, it's interesting. I mean, I published my initial study. The data was limited. My analytical abilities were probably limited. There were about 20 critical studies published in response. But none of these were published in peer-reviewed journals. A debate was joined, new articles came out. If you look at the -- sorry, where the dust has settled eight years later, there are now four peer-reviewed studies that have been published that all find strong evidence of law school mismatch. They all find roughly the disparity in chances caused by large preferences that I mentioned before. There have been zero studies, zero peer-reviewed studies published on the other side. And the most recent critique was actually withdrawn when the author admitted that her results cannot be replicated. So if you look closely at this, you see a pretty overwhelming pattern. Now, I would slightly modify Gail's statement that there are many good studies that say that preferences can have net positive effects. But when those studies are examined, they're generally focusing on secondary outcomes like graduation rates. The things that we're talking about with mismatch are things like learning, competition, grades, attrition from a science track and so on, things that are directly related to mismatch. Graduation rates, for example, are more manipulable by university policies. A law school or college can decide they want to get their graduation rate up to 97 percent. So if you look at some secondary outcomes, I think the debate is more mixed, but it really is overwhelming how on the literature of primary mismatch effects, it's essentially undisputed.John Donvan: Randy Kennedy."
29,Randall Kennedy,"First, you know, the proposition was affirmative action on campus does more harm than good, 99 percent of the discussion has been about racial affirmative action. Of course, affirmative action's broader than that. Women have certainly -- including white women, have been beneficiaries of affirmative action. It's interesting that that doesn't seem to factor very much into the discussion. I would like very much to take Professor Sander up on his comment about how he would withdraw his objections if more information was presented about, you know, what happens with a student with this background getting into the school. I take you up on that. Now, in taking you up on that, which you have implicitly said I take it, is that actually with more information you are fine with affirmative action. And, in fact, in your comments you said over and over again, you're not really so much against affirmative action, you're just against excessive affirmative action. Audience, I want you to be very attentive -- I want you to be very attentive to the disjunction within the side of my adversaries, because one speaker is totally against affirmative action and speaks in terms of laissez-faire, you know, ""Let the chips fall where they may --"" of course, we know where the chips will fall -- that is one speaker, that seems to be Gail's position --"
30,Gail Heriot,"No, I --"
31,Randall Kennedy,"Gail's position -- Gail's position seems to be, ""Let the chips fall where they may. No -- let's not have race be involved at all.” Professor Sander's position seems to be considerably different. His is more of, ""Well, there's too much affirmative action.” His is a tweaking position."
32,Gail Heriot,"Actually I would be absolutely delighted if we just disclosed, because I think that would do a world of good. I would be very happy. I think that's a much better solution than waiting and having the debate go on for decades here. If we could -- if we coulddisclose, and we could do that starting today, and do it honestly, I think that would go a very, very long way to solve the problem because I think students would catch on and they'd do the right thing. So if we could decide on behalf of every law school and every medical school to do that today, then, man, we're in business, and we might as well quit early and go out and have a beer."
33,Gail Heriot,"I'm satisfied with that debating for 20 years, you know. It's a good -- it's a good compromise if we actually could do it now. But I think actually if you paid attention to the mismatch literature, you're going to get more and more persuaded to our side."
34,Richard Sander,"So, you know, I mean, it's not a bad thing if we end up agreeing by, you know, 7:00. If --"
35,Richard Sander,"We're arguing that affirmative action does more harm than good, not that it has to do more harm than good. We're saying that if you fix it, it could work pretty well. And you started out basically acknowledging that you're against stupid affirmative action. So in a way the scope of the agreement, the debate here, is ""What's stupid affirmative action?"" And that goes to this issue about kind of, you know, what do we mean by preferences orwhat do we mean by affirmative action? I mean, I hear what you're saying, Ted, that racial propositions is a loaded term, right? And I try not to use -- I think we use a bunch in my remarks -- the preferences received by legacies are much smaller on average than preferences based on race. Excuse me. Preferences received by women are virtually nonexistent. I mean, that's always been a big theme of affirmative action, that is that women are under the tent as well. But historically that has been very small. I mean, there have been important things in terms of trying to expand the path of access for women. But in terms of actual admissions preferences, that's been a -- it's been, essentially, a trivial phenomenon. And class has not been a significant subject of preferences, okay? The typical college gives something like 20 or 30 times the amount of weight to race as they do to class -- if they consider class at all. So, one of the reasons that race keeps popping up in the mismatch literature is because that's where the really large preferences are, and that's where the problem seems --"
36,Richard Sander,"Because the pervasive tendency of selective institutions is to grossly go overboard. The focus of what schools do, the way that they set their goals is not based on how much of a preference should we use to maximize the width of the pipeline, to sort of maximize the aggregate beneficial social good? It's, how do I have enough cosmetic diversity in my entering freshman class so that I'm not going to get hassled? That's the way the university presidents are usually thinking about this. And that is totally the wrong question. They ought to be thinking about what the effects are. And so, because we're in this mindset where we're asking the wrong questions, or setting it up to do things that it's not well-engineered to do, we end up getting preferences thatare whatever are needed to achieve those cosmetic goals. And it ends up causing more harm than good."
37,Richard Sander,If you look at --
38,Richard Sander,-- preferences of professional schools -- or at the top 200 select schools.
39,Richard Sander,If you look at -- if you look at three big things that keep coming up --
40,Richard Sander,Okay.
41,Theodore Shaw,"So, well, one thing, Rick. I mean, I thought I heard you say that you got me -- and you didn't use the term ""preference"" very much. But then you went on to use it repeatedly."
42,Richard Sander,"Racial preference, right.Theodore Shaw: Right. Okay. So, but be that as it may, we're talking about scholastic institutions in which African American students -- again, where most of this heat is being felt -- I think we've acknowledged that, right? We're talking about percentages of maybe three, four, five, low single digits in many of the institutions. You know, selective law schools, et cetera. It's a lot of fuss, given how few African Americans exist at these institutions. Now, having said that, the proposition is one that says that affirmative action does more harm than good. And if -- I mean, I find it strange that your study focuses on -- I mean, there's a point to be made, I suppose, but I'm not sure where it takes us. Your study focuses on where the students change majors out of the sciences into something else. So what? Lots of students change majors. You may say that black students may change at a higher rate of minority students, but that's not the end of the world. The reality in this country -- unfortunately, I became aware of this some time ago -- is that even if we look at graduation rates, generally speaking -- of all students -- they're not where most of us would like to see them be, you know? There are a lot of white students who change majors, who drop out, who don't finish. There are a lot of reasons that people may not finish in four or five years of college or take longer. Some of them are economic, et cetera. There are a lot of variables, as you know, that are in play here. And some of them disproportionately may affect students of color -- who are disproportionately poor, for example, and come from different backgrounds. So, it's much more complicated. But the proposition that affirmative action does more harm than good is an extraordinary proposition, given the work that still remains in front of us, with respect to desegregating and integrating our institutions and American society, notwithstanding the Age of Obama."
43,Gail Heriot,"I guess I have a number of comments here. First of all, on the disclosure issue that we were talking about a little bit earlier, the U.S. Commission on Civil Rights proposed that law schools disclose these issues. It must have been something like seven years ago. What happened? We got absolute deafening silence from the law schools. Nobody was willing even to mention it. This was a nonstarter. I doubt very much that we can get law school deans to disclose this. But again, as a compromise matter, I would think that's pretty good if we could do that right now. Otherwise I'd just like to convince you that the mismatch literature is in fact correct. I very much doubt that most people consider it more important to have more ivy league grads who are black than it is to have more black doctors, more black scientists, more -- more black engineers. I feel like I'm standing here with a key, and here is the key. Here is how we can get many more black doctors, many more black engineers, many more black scientists, more black lawyers, more black college professors. And I just need someone to take that key and unlock the door. But it's hard. It's hard."
44,Gail Heriot,"Well, I guess I'd like to say something, and that is one thing I think that we --"
45,Gail Heriot,"There'd be more black doctors, there'd be more black engineers, there'd be more black scientists and more black college professors if we did not use these very large preferences. Again, we're not against outreach. We're very much for outreach. But the kind of preferences that are being practiced have been very much counterproductive."
46,Richard Sander,"I think that in the early years, in the 1960s and '70s, it was important to do whatever we could. We had to convince minorities that the doors that had been closed were now opening. So I would set aside that period. But if you want to see what would be the effect now or in recent decades, look at the effect of Prop 209 in California. Californians adopted a ban on the use of race in college admissions. The result of the University of California was a dip in -- a substantial dip in minority enrollments at the most elite schools, a temporary dip in black enrollment at UC as a whole. But within four or five years, the schools had launched enough outreach efforts to reverse that and to be above their pre-209 minority enrollment levels. In the meantime, students had cascaded to less elite institutions and they were completing science degrees at a much higher rate. They were graduating at a much higher rate. They were especially graduating in four years at a much higher rate. Theyhad higher grades. So the overall effects of this quasi national experiment are resoundingly positive."
47,Randall Kennedy,"Yes. I think it was an excellent question from Charles Fried. And my response is that if we continue to have affirmative action as we presently have it, we will continue to see the further desegregation of strategic institutions in American life. The fact of the matter is that in institutions like the one we're situated in right now, in many other elite institutions in American life, we are just seeing -- we are just seeing the fruits of desegregation. We still have a long way to go. And I hope that affirmative action will continue, and it seems to me that in over the next half century, we will continue to see what we have been seeing for the past 40 or 50 years, which is a much fairer, a much better American life. So it does not--I'm not bothered whatsoever by the prospect of a continuation of affirmative action as it is characteristically practiced now."
48,Theodore Shaw,"So, first, in order to answer that question, I think we'd have to have -- and I know you've been engaged in these discussions for a long time. We would have to have a discussion about the legal basis for affirmative action that exists now, you know, the remedial and the diversity legs. My hope would be that there would come a time, within the period that you identified, where it wouldn't be necessary to consciously put a thumb on the scale in order to achieve that kind of diversity. But with respect to the remedial leg which basically the Supreme Court has thrown under the bus, but nonetheless, the jurisprudence is so convoluted that we still have a subterranean discourse about that, that when race no longer is a cause for unearned privilege or unearned disadvantage at the moment of birth or through life, then I'd be more than happy to let it go, not to talk about it any more. I long for that day to come. John Donvan:All right."
49,Theodore Shaw,But we're not there.
50,Randall Kennedy,I'm sorry?
51,Randall Kennedy,"Oh, --"
52,Randall Kennedy,"As far as I'm concerned, in our discussion of this, it's not, frankly, about individual , individual harm, so long as it's not invidious, so long as it's not, trying to stick it to a group because of group membership. What we should be interested in are policies that overall will advance --"
53,Randall Kennedy,-- the purposes of these institutions. John Donvan:But the angst in all of this comes from the fact that everyone experiences it as an individual on all sides --
54,Randall Kennedy,Uh-huh.
55,Randall Kennedy,"Oh, I wouldn't diminish it so the person who's feeling this angst -- I understand that they're feeling the angst. They ought not. The fact of the matter is that we have all sorts of social programs that disadvantage people in various ways. We have all sorts of things that happen, you know, when -- we have all sorts of things that happen and that disadvantage people or, you know, when people face disaster in the middle of the United States -- let's say that there's been a flood, and Uncle Sam comes to me and says, you know, ""We want you to pay more in taxes to help these people out,"" that's a political decision that's being made. I might not like it. I might feel that the pinch is being put on me. I don't think that's a good thing, but I'd do it because I'm part of the United States of America and all people --"
56,Randall Kennedy,Social missions --
57,Richard Sander,I think we'd like to make --
58,Richard Sander,"-- two short comments. One is that we've generally disavowed the idea that we ought to make contributions based on race. And it's this very narrow focus on race that leads us into this bind because the logical implication of having large racial preferences for blacks, Hispanics, and American Indians is that there should be a large racial penalty for Asian-Americans. And I don't think it exists everywhere but it exists in enough schools to be really repugnant. And if we focused affirmative action more on pipeline questions, more on ""Who is having difficulty getting access?"" then there would be dramatically more focus in this whole discussion on class, which is generally ignored by universities and not on race. And if we were focusing more on individual characteristics, we wouldn't have this bind of treating Asian-Americans the way we used to treat Jewish Americans."
59,Gail Heriot,I guess I don't have a whole lot to add --
60,Gail Heriot,-- a little bit.
61,Gail Heriot,"I mean, I didn't say that was my ideal system. I'm not really quite sure what my ideal is. But what I did say is that, yes, if schools were to disclose what the success rate for students with that particular set of academic indicators and students were able to decide for themselves whether or not they wanted to take the risk, I think that's a tremendous improvement over what we have now. And, in fact, that's exactly what the U.S. Commission on Civil Rights recommended that law schools do. And I voted for that report. And what's tragic I think is that schools don't want to disclose it. They don't want to tell students, I am not at all confident that even though as a group we're able to come to a possible settlement. I don't think you're going to get Harvard or any other law school to sign on to it. And that's a tragedy, I think."
