,Speaker,Script,Round
11,Sean Carroll,"Thanks, John. It's a pleasure to be here defending such a cheerful and uplifting proposition, as death is, in fact, final. Driving around the streets of Los Angeles, where I live, you can't help but notice these gigantic billboards telling us ""All Men Must Die."" Turns out they were advertisements for ""Game of Thrones,"" but I thought that they were advertisements for -- -- our event here tonight. It's a similarly -- you know, not quit as happy message as we might like to accept. Fortunately, we can open Dr. Alexander's book. It begins with a quote from Albert Einstein. Einstein says, ""A man should look for what is, not for what he thinks should be,"" to which I would like to reply, ""Exactly."" We human beings are not always perfectly rational. Let me tell this shocking news toyou. We are bundles of cognitive biases. And one of the strongest biases we have is that we go easy on propositions that we would like to be true. What we should, in fact, do, is go especially skeptical on propositions that we would like to be true. And even I want it to be true, that death is not final. But we should hold something like that to an extraordinarily high standard of evidence. So, what are we actually being asked to accept? What should we expect the world to be like if death were not, actually final? For one thing, I would expect that the existence of souls persisting in the afterlife should be perfectly obvious. It should be just as clear that heaven exists as it is clear that Canada exists. But in fact, it seems that the souls persisting in the afterlife are kind of shy. They don't talk to us, except sometimes they do talk to us. I would expect, also, that when people did have near death experiences, and really talked to other souls in the afterlife, that they would come back with consistent, interesting, non-trivial stories to tell. But in fact, when Christians have near-death experiences, they often say they've met Jesus. When Hindus have near-death experiences, they meet Hindu deities. There was a little girl who had a near-death experience, and she met a portly man wearing a red cap. She met Santa Claus. And we are told by some defenders of this that, well, Jesus dressed up as Santa Claus so as not to scare the little girl. Possibly, that is true. But we should be asking, are there other plausible explanations? I especially think that if we went and had a life after death and then came back to visit us, bringing some message back, that message would -- should be as useful as possible. We are told that, you know, people have after death experiences, and they come back saying, you know what? Love is really important. I agree with that. But actually, I knew it already. What I would like to know is the cure for Alzheimer's disease. What I would like to know is something that I didn't already know brought back to us. But it seems that the souls in the afterlife tend to speak in platitudes. The story that we're told of life after death doesn't really hang together. What we have are personal testimonies like that from Dr. Alexander. So people say, with very sincere voices, that what they experienced was totally real. And I have no doubt in the sincerity of this testimony. What I'm asking is, is it possible that our brain is telling us that something was real, but that thing does not actually correspond to something that really happened. And when you ask it that way, the answer is obviously yes. Our brains are fooling us all the time. Steve Novella, my partner, will tell us about the neuroscience behind this. But basically, our brains are not like video recorders or photo albums. They're more like little theaters. When we try to remember something, it'smuch like imagining something that hasn't happened. It's more like running a script than reviewing a tape. And that's why, when we dream, when we hallucinate, when we have a near-death experience, it is just as vivid as something that actually happened. In the legal community, they will tell you that eyewitnesses who tell you that -- have a certain sincerity and conviction that their eyewitness testimony is true, that conviction is essentially uncorrelated with now true it actually is. The vividness or reality of a memory does not tell us that it was really real. So what is going on? We had this informal idea that there is a soul that sort of is a blob of spirit energy that takes up residence near the brain and drives us around like a soccer mom driving an SUV. But we've known for a long time that this picture doesn't make sense. Back in the 1600s, princess Elizabeth of Bohemia carried on a correspondence with René Descarteswho was trying to defend mind-body dualism. And Elizabeth demands, no, how could something immaterial like the soul affect something material like the brain or the body? Descartes was never able to answer that question. And these days, science has gone way beyond that. We know a lot more about what is happening. We can literally see memories being formed. We can see the chemical changes in neurons. So the soul is supposed to also have memories. How do the memories get from the neurons to the soul? We know that brains often have false memories in them. Does the soul in the afterlife carry those false memories, or are they somehow corrected after death? We even know the laws of physics by which the atoms, the electrons, the elementary particles in our brains behave. We know the equations that the electrons that are responsible for chemistry obey. And there's no ambiguity in these equations. They could always be wrong. It is always possible to say, well, we just don't know what is going on. That's fine. But what we have is the evidence of every experiment ever done telling us that these equations are correct. To overcome that, we would need very, very strong evidence, just one experiment, telling us how the soul is pushing around the chemicals in our brain. But we don't have that. What science says is that life or consciousness is not a substance like water or air. It is a process like fire. When you put out the flame on a candle, the flame doesn't go anywhere, it simply stops. And that is what happens when we die. So we're faced at the end with two scenarios. One scenario says that everything we think we understand about the behavior of matter and energy is wrong in a way that has somehow escaped notice by every experiment ever done in the history of science. And instead, there are unknown mechanisms that allow information in the brain to the transferred to blobs of spirit energy that persist after we die and can talk to the otherblobs of spirit energy, but don't talk to us, expect sometimes they do. The other scenario says that physics is right and that people under stress sometimes have experiences that are not actually real. On the basis of rationality, it not a difficult decision to choose between these two options. On the basis of emotion, it might be difficult. But we need to have the courage to live life here in the actual world. Thank you.",1
12,Dr. Raymond Moody,"Thank you. Since 1965, I've had the honor of interviewing thousands of people from all over the world who had near-death experiences. And unless you've been hiding in a cave somewhere for the last 40 years, you've all heard about this, that people on the brink of death tell us that they leave their bodies, and they go into a beautiful light which they find very difficult to describe. And in that light say that relatives or friends of theirs who have already died seem to be there to meet them and to help them through this transition. And they have panoramic memory in which they see all of the events of their lives displayed around them in a sort of holographic panorama of which they witness instantaneously. My assessment from 40-something years of working on this, and I will underline that word ""assessment"" is that in the words of the proposition, death is not final. But I want to translate a little bit to say that what I'm trying to say with that is that in my opinion, at death, personal consciousness is taken up into a more inclusive state of reality or frame of existence in a way that people who go through this find it very difficult to put into words. One of the most common things they say is, however articulate they may be, they say that this experience is ineffable, or indescribable. I want to emphasize here something at the very beginning. And please hear me out on this one. I have decided, or sort of assessed the situation, that there is a life after death. However, I want to say anybody who tells you in the year 2014 that that is a scientific matter is not thinking clearly. In 2014, the question of life after death is not yet a scientific question. I am not a parapsychologist. And I think parapsychology is a pseudo science. So there's a different frame of reference to think about this, though. And that is that reason is a much bigger category than science. Scientific method is about, say, 400 years old. Reason itself is about 2300 years old, a much bigger institution that includes history and philosophy and literary theory and the law in addition to scientific thinking. So what I am suggesting to you is that the solution to the afterlife question is not going to come initially from science, but rather from, I think, the whole area of critical thinking and logic. As I look back on the debate that -- on near-death experiences that's gone on for almost 2500 years now, what strikes me is that a big part of the problem is that the format of the debate is basically twisted. Since Democritus and Plato fought this out 2300 years ago, the way we've debated this is we say that some people look at these near-death experiences, and they take it at face value, as Plato did, and they say, well, this is an indicator of an afterlife. Other people Democritus being an example, said, as Democritus famously did, ""There is no such thing as a moment of death,"" implying that therefore what he's getting is that these near-death experiences are just the patient's perception of the winding down process of the body. The trouble with this whole debate is that that format of debate itself is incoherent. We can't keep debating it that way. Let me give you an indication of why. All of the elements that we think of as a near-death experience, getting out of the body, going into this light, seeing a panoramic review of one's life, seeing apparitions of the deceased occur very commonly, not just to people who almost die and are brought back, but rather to the healthy and uninjured bystanders at the bedside of someone else, shared death experiences, as I call these. As the person in the bed, it's fairly common that bystanders will say that they themselves leave their bodies and accompany their dying loved ones partway toward this light, or they see the apparitions of relatives and friends of the dying person come into the room. So my question is, if the causation of these near-death experiences is the physiological distress and the events going on in the brain, why should the bystanders who are not ill or injured have identically the same experience? So I think that we're into a situation with this now where really the problem has sort of outgrown the format that we use to debate about it. In my opinion, we really are on the verge of breakthroughs in thegenuine, and I will underline ""genuine,"" rational investigation of the question of life after death. And in that context, I think there are two people in history who have more than anyone else I think stated this afterlife question very clearly and the major problems that come with it, Plato being one, who said that, ""Whenever we talk about the afterlife, there's always going to be the narrative aspect, a story, because we've got to have some sort of story just to get thought about this kind of thing started, but also we've got to have some sort of set of concepts to link the -- these narratives with the statement of what -- that there is life after death."" I think that's coming. I think that we are on the brink of a breakthrough in rational study of an afterlife, but it's not going to come initially from science, but initially from the realms of logic and critical thinking. So thank you very much.",1
13,Dr. Raymond Moody,No.,2
14,Dr. Eben Alexander,"Well, I think the important thing to point out is I get asked to give a lot of talks at medical groups, neurosurgery and other surgical groups, physician groups, because they realize the power of the medical situation. And I think this is what certainly grabbed me and challenged me within weeks after my coma is my knowing mybrain mind consciousness came back, and I started to review the records to reveal just how sick I was. I think the problem is that any other reason for being in deep coma, I probably would have been stuck because usually if there's some part of the neocortex that's still working, you could make an argument that that part was part of the process of putting it all together. But I think the important thing to point out is, with my neocortex so badly damaged, it became very difficult to try and come up with a way to explain how this very rich, elaborate set of memories occurred.",2
15,Dr. Eben Alexander,"Well, it was a very real experience that had no way of occurring in my physical brain. Now, initially, I looked at all kinds of possibilities; could it have happened early going in, could it have happened coming out, was there some way that other structures in thebrain or some part of brain was participating and generating this very long, elaborate journey? And yet that's where I kept running into trouble with it.",2
16,Sean Carroll,"Well, I think that Steven can talk about the specifics that might have been going on in the brain. But my emphasis is on weighing two different comprehensive pictures here. We have personal testimony from someone who says he experienced something, and it's very real and says that, well, we can't imagine that, even as a neurosurgeon, he just doesn't know what could possibly have been going on in his brain that would make that happen, therefore let's throw out all of the laws of physics. And I think that that is not nearly enough.",2
17,Dr. Eben Alexander,"No, that's not at all true. In fact, they still teach quantum mechanics, right?",2
18,Sean Carroll,They do. I could teach it right now --,2
19,Dr. Eben Alexander,"Because I think it's important to point out, from my point of view, what drove the Founding Fathers at that field into mysticism was the fact that getting at the very depths of trying to understand subatomic reality they were led to believe the consciousness, the observing mind actually played a role in the unfolding of what was being observed. And I think that that mystery, to my satisfaction, has not really been solved in a way that says that the concerns of people like de Broglie and Dirac, Einstein, Bohr, and others, that they were trying to understand how consciousness influenced them.",2
20,Dr. Eben Alexander,"Well, I believe at some point science can be very useful at determining a lot of this.",2
21,Dr. Eben Alexander,"I think that -- in my view, this is all about how understanding the true nature of consciousness, soul and spirit, has a lot to do with helping to take physics to the next level in terms of understanding --",2
22,Sean Carroll,"The thing about Einstein, Bor, de Broglie, et cetera, the founders of quantum mechanics, is that they're all dead, and they have been dead for many decades. And we know what's going on much better now than we did back then. They were inventing quantum mechanics, and occasionally they toyed with the idea that somehow consciousness had something to do with the fundamental laws of quantum mechanics. Now we know better. We know how laws of quantum mechanics help explain how electrons move in the brain, and there's nothing in there --",2
23,Dr. Raymond Moody,"You know, really, I think the end reality, what we're dealing with here is not a scientifically decidable issue, but a philosophical question. And what it's called is the mind-body problem, probably first articulated in the West by Pythagoras, but there have been many, many different theories of it. The one that's current in the neurosciences is called epiphenomenalism, which says, in effect, that there is no independent reality to what we experience as consciousness. But it's a secondary byproduct of the primary reality which is the brain and the electrochemical events going on in the brain. In my opinion, that's a philosophical statement, really. And my answer is, I don't know. I think the mind-body problem is still unresolved.",2
24,Dr. Eben Alexander,"Well, I would say the --",2
25,Dr. Eben Alexander,"Well, the interesting thing to me in looking back on it is the fact that, you know, I started for a very long time in what I call this ""earthworm eye-view,"" a very primitive, coarse, unresponsive realm that had absolutely no kind of interactivity to it, and yet I remember that prolonged period. And that's what I said earlier is that the next step beyond that should have been one of no awareness at all, and yet what really happened was the blinders coming off and emerging into this far grander reality that was --",2
26,Dr. Eben Alexander,-- which was much crisper than my --,2
27,Dr. Eben Alexander,"Well, to have that be an explanation, one would want at least some part of the neocortex still in a state that could participate because all of our modern thinking in neuroscience --",2
28,Dr. Eben Alexander,"-- is that there really was no part of my brain -- I mean, the factors that showed me when it happened, which was between days one and five and not at the end on coming out of it, basically those are part of the experience itself that to me were very difficult to explain, because they showed that it happened when my doctors told me my brain was way too sick to manufacture anything.",2
29,Dr. Steven Novella,"Well, we don't know and he didn't give an answer to the question of when did those memories form? We don't know. They were not necessarily happening when you were at your worst. And when you were at your worst, there wasn't the kind of functional monitoring that we would've needed to know that your brain was not functioning at all. We don't know that. We saw anatomically, we had edema, swelling, and that certainly would have kept you unconscious, but you weren't getting an fMRI, a PET scan, or an EEG as far as I could see anything that you've written or said about it that would have documented zero brain activity. You can't say that. Nobody can say that. And even still, the memories that you have now were not necessarily formed when you were at your deepest part of the coma. They could've been forming in the hours and days when you were coming out of the coma. Then you had a later delusional period, but at different points in time, different parts of your brain were working or not working, and you were constructing reality in a very bizarre way, in ways that we can reproduce with drugs and hypotension and, you know, with electromagnetic stimulation of different parts of your brain.",2
30,Dr. Eben Alexander,"No, I would say that's not true at all. There are tremendous examples of people encountering souls of departed loved ones, learning information that they couldn't possibly learn in any other way. You had said earlier that there were no cases of any of these memories being generated when the brain was out, and yet there are examples of that, where the brain -- people under deep anesthesia, with complete circulatory arrest, things like that, where they do have some astonishing stories of getting information that it doesn't seem to be any other way that they could have gotten it. So those cases are out there.",2
31,Dr. Steven Novella,"But those cases are not controlled or documented, so, in other words we don't know that they couldn't have gotten that information any other way A lot of those cases I've read, that they're like cold readings, you're getting information that is either plausible or later was retrofitted to the scenario. It's all a lot of special pleading, the same kind of information you get from a psychic. It's not controlled scientific information. There are, in fact, attempts at putting controls in place like putting playing cards on top of a shelf that could only be viewed if you were actually floating above the ceiling. And to the extent that those have been done, no one has been able to demonstrate any information that could only have been obtained while they were extracorporeal, floating above their body. And, by the way, we could make you float above your body.",2
32,Dr. Raymond Moody,"Yeah, you can go to Eben.",2
33,Sean Carroll,"Yeah, I hope it's not insulting. It's certainly not ad hominem because the message is that nobody can be trusted. I think that that is part of what science has taught us, that if someone makes an extraordinary claim, the very first questions we should be asking ourselves are, number one, is there a different, simpler alternative explanation? And number two, how would we know if our purported explanation were false? How would we disprove it? How could we possibly test this idea? And I think that, you know, when you look at the bigger picture of how the universe works, how the laws of physics work, the enormous success of understanding matter, energy, the brain, life -- everything that we've had -- there's just an enormous presumption against the idea that somehow, through ways that there are no equations, no experiments, or no direct evidence to tell us, the information in our brains persists after we die and is there forever and talking to other people who died. So, it's just a matter of presumption. There's plenty of things that I would like to be true -- and I have been tricked into believing they're true. So, I know that I should be especially skeptical about them.",2
34,Dr. Raymond Moody,"What I would say about what Sean says is I agree with it up to a point, in the sense that, yes, I love physics, too. I was an astronomer from the age of seven and so on. And I accept there's a physical realm and so on. But that doesn't rule out that there could be a state of being that doesn't operate by physical principles. I noticed, Sean, when you were trying to think of some other realm, you were thinking in terms of energy or soul substance or whatever. But I'm talking about something entirely different. There's no inconceivability in thinking that everything that we know is true. And yet, there is a higher dimension or a higher domain of existence that sort of -- in which this one is included.",2
35,Sean Carroll,But this --,2
36,Sean Carroll,"-- I mean, that's -- I think that's a perfect thing to have said in this debate, because it illustrates the difference here. No evidence was given for this claim. No reason to believe it was given. All we are given is, ""Well, maybe it's true and you can't absolutely disprove it."" Maybe it is conceivable. We have laws of physics that tell us how the moon moves around the earth. And they work very well. It is conceivable that there are also angels living inside the moon, gliding it around in exactly the way that Newton's Laws tell us. But we don't take that seriously as an idea, because there's no need for it or evidence for it. So, the question is not is it conceivable that there are other realms. The question is, is the evidence in favor of that other realm so overwhelming that it causes us to dismiss the enormous successes of physics, chemistry, biology and neuroscience?",2
37,Dr. Raymond Moody,No. I would say absolutely not. It doesn't require you to dismiss the findings of science to –,2
38,Sean Carroll,"Come over here to this side. We'll welcome you. We'll put your chair over here -- Raymond Moody:And yet, you know, I think it's entirely conceivable that there's some other domain of existence over this that some people gain access to it sometimes. And I know hundreds and hundreds of them.",2
39,Sean Carroll,And how would we know if there weren't?,2
40,Dr. Raymond Moody,"You know something? You're right about the false of viability problem, Sean. That's very big in the afterlife question. But I think the way that this is going to work out is that what we need to do is prepare people in advance, before they ever have a near death experience, in new ways of thinking about these things. You know, the standard -- the standard objection to mystical experience has always been -- as A.J. Ayer put it -- that if the mystic tells us that he can't possibly describe what he experienced, then he's got to admit that he's talking unintelligibly when he talks about it. And that's the problem that we can change, because I think it's --",2
41,Dr. Raymond Moody,What my argument --,2
42,Dr. Raymond Moody,"Yes. Yes. My argument is that when thousands and thousands of people whose judgment I trust and other -- in all other circumstances, a lot of medical friends -- John Donvan:Okay. Give us one example, because I know you've written about this, examples where people who were not the person lying in the bed, but other people --",2
43,Dr. Raymond Moody,Okay.,2
44,Dr. Raymond Moody,Okay.,2
45,Dr. Raymond Moody,"And artist I met a couple of years ago, Jeff Olson, by name, a very well-known graphic artist, had a horrific car crash in which he lost his leg, he -- his wife was killed instantly, and he had a profound near-death experience. As he was thinking about this, what am I going to do about this?"" his doctor had not been informed about this. So he decided to write this story up, and then he wanted to use the name of his doctor. So he called the doctor and invited him to lunch. The doctor came and Jeff told him the store I have his near-death experience, whereupon the surgeon said, ""Well, I've never told anybody this, but that night you were in the hospital I knew that you weren't going to die. Your wife was talking with me in the surgery room. And the --""",2
46,Dr. Raymond Moody,"Yes. And so did the scrub nurse also had an experience of vivid sense of presence and seeing the -- so my point here is that it's not proof, but at a certain point, you know, where do you draw the line and --",2
47,Dr. Steven Novella,"Well, we want to know what's really, really true, not just what seems to be true, what we want to be true. And, you know, again, our brains are narrative generating machines. It tries to construct a story that makes sense to us, appeals to us, stream -- puts everything together seamlessly. And you know, we can have what we believe -- we have memories of experiences that mean something to us, but don't really relate to reality. We know this is true. If you accept that level of evidence -- and this is not about respect. I believe that people have these memories of these experiences. It's just about the interpretation of them.",2
48,Dr. Steven Novella,"Anyone. I mean, think about it.",2
49,Dr. Steven Novella,"But all we have is a story constructed after the fact. We have similar stories about people being abducted by UFOs, seeing big foot, any weird kind of experience you can imagine. If you accept this level of evidence, then you have to believe every paranormal claim out there because we have that level of evidence for thousands of stories that are conflicting in mutually exclusive, often culturally dependent. It's simply not acceptable. And we know -- we know for a fact that the brain can absolutely manufacture those memories, come to absolutely believe a story like that, that's absolutely not true.",2
50,Dr. Eben Alexander,"I would say the brain does not create consciousness. That is something a lot of scientists, those interested in neuroscience are far along that pathway. Now it's called the hard problem of consciousness. In fact, no neuroscientist on earth can give the first sentence to explain the mechanism by which the physical brain creates consciousness. Steve Novella : We don't have to know how the brain creates consciousness.",2
51,Dr. Eben Alexander,"As I said, no neuroscientist on earth can give the first sentence to explain a mechanism by which the physical brain gives rise to consciousness. Steve Novella : But not knowing the mechanism --John Donvan: Is that -- is that true? Steve Novella : I don't -- I disagree with that because there are -- there's consciousness research. There are researchers who are doing a very good job of making progress of understanding consciousness as a neurological phenomenon. We certainly are not all the way there of understanding exactly what it is. It's a very difficult nut to crack. But that we are not at the -- but not knowing the mechanism is not the same thing as saying it's not possible, or it's impossible, or we need a nonphysical mechanism. We certainly don't.",2
52,Dr. Eben Alexander,But not one sentence. Give the first sentence of how you would trace from the physical brain that it gives rise to consciousness.,2
53,Dr. Raymond Moody,"Yeah, I think William James was kind of right about that, that whatever experience one has one can say that by definition almost there's some correlated state of the central nervous system. The question of reality is an entirely different question. Can I imagine that maybe by taking some substance someone could gain access to some other kind of reality? Yes, I can imagine that. However, I think it boils down to the particular, doesn't it? I think you have to look at a much broader set of information to make a -- but generally speaking, yeah.",2
54,Dr. Raymond Moody,"I have no idea. It should be out there somewhere.John Donvan: If you have -- if you have no idea, that's a no. It's downloadable. And the story that was just brought up can be -- can be read in the book in great and compelling detail. Ma'am.",2
55,Dr. Eben Alexander,"Well, I think that, to me, is a very interesting question. The number out there is roughly 15 percent, 20 percent of people who have a medical situation that might lead to a near-death experience, about 15 to 20 percent seem to report them. That's a historical figure that I think is probably low because it comes from an era when we weren't asking people to volunteer that kind of information. I think the actual number is probably higher. If I had just come back from my earthworm eye view, you know, that very prolonged initial phase, that very dumbed-down consciousness that I think was the best my brain could do, I would have had a hellish NDE. Turns out that hellish NDEs are probably, what --",2
56,Dr. Eben Alexander,-- 3 or 4 percent.,2
57,Dr. Eben Alexander,"A near-death experience. And the hellish ones are quite rare by comparison, 3 or 4 percent. My own feeling is that that is because they're incomplete, that souls don't go in with quite the oomph and that exactly in my case, I went in with plenty of oomph and went through that phase and up into the much higher levels of ultra-reality.",2
58,Dr. Steven Novella,"Yeah, I mean, it’s perfectly compatible with the neuroscientific hypothesis of these experiences depends on what parts of your brain are working and not working at any given moment. What's the mechanism of your being in a coma or unconscious? Was it traumatic? Was it lack of oxygen? You know, we could put pilots in a centrifuge, spin them up until they pass out -- a lot of them have near-death experiences, too, they're not near death, but we're depriving their brain of blood flow -- you know, with similar numbers, very, you know, profound, memorable, vivid experiences. So it just depends on the particulars of what parts of the brain are working or not working.",2
59,Dr. Eben Alexander,"There is -- as I said, 3 or 4 percent of people have hellish NDEs. I believe -- I believe there's actually a reality to that realm, to those lower spiritual realms, that you can see referred to back in the Tibetan Book of the Dead, Egyptian Book of the Dead. I mean, it's something that's been referred to for a long time.",2
60,Dr. Steven Novella,"For me, you know, I'm open to evidence for anything. What I would need to see is some information that the people having the experience gained through no other mechanism.So -- and there are experiments ongoing -- preliminary ones have been negative, there are bigger ones ongoing -- to see if people could, for example, look up on the top shelf and see a card that's placed there, that you could only see if you were actually floating above, near the ceiling, so that would be compelling evidence. I mean, it would need to be enough to -- that would be enough to me to at least take it seriously, but then to be -- to say that it's probably true, you need as much evidence as we have for the neuroscientific model which says it's not possible.",2
61,Sean Carroll,"Yeah, I think that -- you know, the idea that we could be convinced of another realm in addition to the natural world is obviously, ""Yes."" There's a million pieces of evidence that would help convince me. None of -- I mean, if this -- if there's a ghost in the room that could lift up that glass right now, then I would be convinced. For those listening on the radio, the glass is not moving, and it -- -- it never moves when you do this. And we live in a world that looks exactly like there's only the natural world.",2
62,Sean Carroll,"Yes and no. I think that there is obviously advantages.John Donvan: Now, what would be the disadvantages?",2
63,Sean Carroll,"I don't want to die. I want to live after I die, maybe not for infinity years but for a few hundred thousand years I could amuse myself. Sadly, as a very wise philosopher once said, ""You can't always get what you want.""",2
64,Sean Carroll,"I think -- you know, it's a great question because there's this image -- like, when we're teaching high school and science, that it's a bunch of facts that are absolutely established, whereas professional scientists like to brag about the fact that -- like Steven just said -- that, you know, we're always skeptical and we're always ready to throw out everything. And both are true, but because there's some intermediate ground. There are many, many things that science does not understand, and we're hoping to get better at it. Many, many things. And there are also some things that science does understand and are not going to go away. This table is made of atoms. We will improve our understanding of what an atom is, what the elemental particles and fields are that make it up, how they interact. That is not finished yet. We can do better. But a million years from now, our best scientific understanding will still say that the table is made of atoms. In my judgment, the current status of our scientific understanding, the parts that we're not going to give up, are enough to conclude that death is, in fact, final.",2
65,Sean Carroll,"Yeah, I mean, I think that, again, there is evidence in favor of those kinds of things. There is other evidence against those kinds of things. And the kind of remote seeing or telepathy or telekinesis or clairvoyance that is being talked about here is in utter and complete violation with everything we understand about the current laws of physics. So, if something is seeing something, it has to be able to absorb photons. How does that happen? I think that there's, again, an overwhelming presumption that stuff that is in so flagrant violation with everything we understand about the fundamental way that matter and energy works better have amazingly good evidence in favor of it. And the evidence in favor of psychic phenomena comes nowhere near that standard.John Donvan: Eben?",2
66,Dr. Steven Novella,"Even if we put plausibility aside, a hundred years of parapsychological research has not been able to produce one bit of compelling replicable evidence that shows that it's a real phenomenon.",2
67,Dr. Eben Alexander,"My response is that the evidence for things like telepathy, precognition, remote viewing, out of body experiences, past life memories in children, the afterdeath communications is overwhelmingly positive evidence that it exists and is real. For those out there in the scientific --",2
