,Speaker,Script,Round
10,Aaron David Miller,"John, thank you very much. It's an honor and privilege to be here. It's an honor to debate Mike and Bret, friendly but formidable opponents, and it's wonderful to be here with Paul Pillar who brings a measure of honesty and clarity to this debate, sometimescontroversial, but it is sorely needed. I really do find myself, unfortunately, sadly, paradoxically, in the anomalous position of agreeing with almost everything Bret said. And at the risk of never being invited back to IQ2 -- -- I have to say at the outset that this is a national conversation that is simply too important to be constrained and confined to simple propositions. I will defend the proposition, but the nuance is clear. And Bret made the case, and that is to say there is smart muscle flexing -- the effective application, formidable application of American military power -- and there is dumb muscle flexing. And that anomaly, that inconsistency, has to be reflected not just in the debate but in the actual execution of policy. If the application of American military power had always been smart, we wouldn't be having these conversations, and I'd be applauding Michael and Bret for everything that they've said in their compelling arguments, nor would I have ever agreed to debate and argue for the proposition. But sadly, that has not been the case. Muscle flexing has, on balance, in my judgment, as my inestimable partner, Paul Pillar, has mentioned, it's messy, and it's, for the United States, been on balance a very unhappy enterprise. And it is likely to remain unhappy as well. This is not to say -- and I want to repeat this for my own personal credibility and what remains of my professional reputation -- The reality is that the application of military power can be effective, can be appropriate. Bush 41, for whom I worked, pushing Saddam out of Kuwait. Go read Baker's memoir of why Bush didn't continue that operation to Baghdad. Read Baker's prescient memoir about the risks, the limitations, and the constraints. Bush 43's application of military power in Afghanistan, air power, local allies, good intel, managed in a manner of months to defeat al-Qaeda and to decimate the Taliban, at least for the moment. But in recent years, I would argue to you, respectfully and humbly, we have not been nearly as effective as in years past. In fact, I would argue that the U.S. is like some modern-day Gulliver, wandering around in a part of the world that it does not understand, constrained by its own illusions, by smaller powers whose interests are not its own all the time. And in search of Hollywood endings to a region that is broken,angry, and dysfunctional, and offers up not solutions and definitive outcomes at all, but just outcomes. And do not let our debating opponents try to persuade you that this is a Republican issue or a Democratic issue. I worked for Rs and Ds. I voted for Rs and Ds. And I can tell you, with some authority, that muscle flexing, dumb muscle flexing, is a bipartisan -- -- as well as equal opportunity employer. Twain quipped, and he was right, famously, that history does not repeat -- it does not repeat. History rhymes. And it's the rhythmic patterns that you need to pay attention to when it comes to smart application of American military power. Let me identify four, perhaps five, cautionary tales with respect to why you need to support our rendition of this emotion -- of this motion. Number one: There is muscle flexing as overreach. Paul has referred to Iraq, what I call -- not to trivialize the men and women who served, who died, and who suffered life-crippling injuries from which they will never, ever recover. This turned out to be, in my judgment, with all due respect, a trillion dollar social science experiment that fundamentally failed. It caused 6,000 Americans dead, trillions expended, most of our credibility in tatters. And for what? A standard of victory was not, could we win, but when could we leave? And extrication is not a metric that you want to use to judge the performance of the most consequential power on earth. That's muscle flexing as overreach. Then you have muscle flexing as bluster. That is to say, talk without action. And I would argue, even though I have supported the president's willful refusal to militarize the American role in Syria in order to defeat Assad -- ISIS is a different story now -- that was an example of talk without action. That is dumb muscle flexing because it erodes and undermines credibility. Presidential rhetoric has to be rooted in reality. If you say it, you've got to mean it, and you have to follow through. Then we have what I call one-off muscle flexing. That's Libya. That's where we and NATO took eight months to take care of Colonel Q, but without much regard or thought to the implications of what would come next. And we lost the first sitting ambassador since 1979, Chris Stevens, as a consequence. Fourth, there is split-the-difference muscle flexing. I support the president's strategy in Syria, but it is replete with anomalies and contradiction that are going to be extremely difficult to maintain. We strike ISIS, we essentially empower Assad. We try to take out Assad, weleave the field open to ISIS. Caliphates in Damascus, with Baghdad next. And fifth -- and this is why this is deadly serious. What is happening tonight, this conversation is not some sort of academic exercise. The mother of all military interventions may be not far away. If negotiations do not produce a comprehensive accord, if sanctions do not work with respect to the mullahs in Tehran, if the mullahs accelerate their program, this president has set his own red line. He will not allow Iran to acquire a nuclear weapon. We have committed ourselves to the Israelis repeatedly over the last several years not to preempt, we will do it for them. So I urge you when you vote, think about the consequences and implications, both for and against, of the application of military power. Let me conclude by simply saying neither this administration that has been risk averse or the last one that has been too risk ready has got it right. The next time we apply military force, we need to think through how, why, and where.",1
11,Michael Doran,"Thank you, John. And thank all of you for coming. It's a great pleasure to be here. It's an honor. It truly is an honor to be debating Aaron and Paul and to be on the same team with somebody as talented and silver tongued as Bret Stephens. Handsome. Handsome, silver tongued, and talented. I thought that what Aaron just said was very wise and very gracious. I noted, as you did, that he accepted our victory. He agreed with everything that Bret said. And so I would very graciously like, in complete reciprocity and the spirit of reciprocity, I accept your admission of defeat. And I accept your challenge to discuss this in terms other than the motion. Look, it's true that we have to have wise use of force as opposed to dumb use of force. I think we can all agree to that. If we're going to say though, as I think Paul and Aaron are, that we need to have a kind of bias in favor of restraint, then you're saying one of two things. You're saying that action is either going to -- military action is either going to destroy some beneficial process that is ongoing, or you're saying that it is going to generate some new bad process that doesn't exist. And I think that, that proposition, the proposition basically that Paul laid out, is the one that President Obama accepted when he took office in 2009 and he made policy toward the Middle East -- from 2009 up until yesterday or a couple of weeks ago -- on the basis that restraint is almost always better than the use of military action. And I look at the last five years as a kind of referendum on that proposition, and I think it comes up, and it comes up faulty. And I'd like to explain to you why. So, what did we see over the last five years? We saw, first of all, in Iraq, we saw the Maliki government become increasingly sectarian, increasingly dependent on Iraq, and increasingly dictatorial. And it alienated the Sunni Arabs living in al-Anbar Province and in the north. Now, Paul said that the surge did not stop the civil war, it just lowered the violence a little bit. It's not true. It's not true. The surge created a political space that Maliki could have used to have created a more inclusive government. It needed, though -- that process needed continued American pressure, which the Obama administration would not apply. And so David Petraeus handed to the Obama administration and he handed to Maliki an opportunity that was lost. Now, that's what was happening in Iraq, so the civil war started up again in a vicious sectarian fashion, alienated the Sunnis. Meanwhile in Syria another civil war started, which had nothing to do whatsoever with the application of American force. It started completely as a result of indigenous processes. But there, too, we have a sectarian Shiite government aligned with Iran that is destroying Sunnis. Now, think about the extent of the destruction in Syria. Syria's a country of around 20 million people. Nine million of them, possibly even 10 million of them are now displaced. That's almost half the entire population of the country has been displaced. Three million of them have been driven out of Syria and are now refugees in the surrounding countries and risking to destabilize those countries. Let's not even mention the systematic rape, the torture, the dropping of bombs onto breadlines as women and children wait to buy bread, by the Assad regime and supported by Iran. So, if you want to say that using military force is going to stop some kind of beneficial process that is ongoing, you can't make the argument, because if you look at what's happening, the Middle East is spiraling out of control. And that's why President Obama finally had to apply force, because there was this process spiraling out at full force. Now, back in 2012, his National Security Council went to him and said, “You have to apply force. You have to arm the Syrian opposition.” This was David Patraeus, Hillary Clinton, Leon Panetta, and so forth. And President Obama said, “No, I won't do it.” Now, at the same time that this argument was going on, Sarah Palin was asked what she thought about this. Sarah Palin -- the war was going on and she was asked, “Should we arm the Syrian opposition like the National Security Council wants to?” And she said, “No.” She said, “My answer is, let Allah sort them out, right? Let the Sunnis and Shiites kill each other.” Now, that is basically the policy that President Obama followed. He didn't call it that, but that's what he did. He let Allah sort it out. That is the policy that Paul Pillar and Aaron David Miller are calling for. They're saying, “Let Allah sort it out” -- the Sarah Palin Doctrine. We know -- We now know that the Sarah Palin strategy does not work. It does not work. We have to use military power. And we have to use military power. Now, Paul Pillar said something interesting. He said, “You cannot -- you can't makepeople increase their will by use of military force.” This is patently not true. The fact of the matter is that what we have in the Middle East are countries run by mafias, basically, or organizations like ISIS that are first and foremost mafia organizations. If somebody goes to the United States and beheads its citizens on television and the United States says, “I'm not going to do anything,” it sends a message to all of our allies in the region that if we're not going to go take action when our citizens are beheaded, we're certainly not going to come help them. And that encourages them to go and cut a deal with the mafia rather than showing the will to fight. If we don't put skin in the game -- and skin in the game means military force -- then we will not -- then we will undermine the will of our allies whom we need. Thank you.",1
12,Aaron David Miller,"Again, we're constrained and confined by a motion that is, in many respects, really not appropriate to the national conversation that has to be had. This president, frankly, is risk averse, except in one area where he has emerged to be George W. Bush on steroids. And that is the protection -- that is the protection of the continental United States. He's killed ten times the number of, however you want to describe them, terrorists, militants, extremists, with predator drones. He's expanded the drone war to Pakistan, to Yemen, to Somalia. He killed Bin Laden. He dismantled al-Qaeda core.",2
13,Aaron David Miller,"What I'm saying is the reason he interceded several weeks ago is because the organizing principle of the nation's foreign policy is the protection of the homeland. 9/11 was the second bloodiest day in American history, exceeded by only one other day, September 17th, 1862, when more Americans were killed in a single afternoon in the battle of Antietam, than any other day. That is the organizing principle. That's why public opinion, frankly, has become risk ready, not because we believe, or the president believes, that he is somehow going to put the Iraqi and Syrian Humpty Dumpty back together again.",2
14,Aaron David Miller,He can't.,2
15,Bret Stephens,"Look, I mean, we're all happier in this room, I suspect, as New Yorkers, that Osama Bin Laden is dead. What did it require to kill him? It wasn't smart diplomacy. It wasn't flowers dropped from 30,000 feet. It was a team of Navy Seals deployed from a military base in eastern Afghanistan who went in and killed him. Are we better off for him being dead or not? I think inarguably, we are. Psychologically, we are. We're a healthier country because we killed the enemy who wounded us so deeply. I'm sorry I'm not going to sort of play by Aaron's rules, because Aaron -- I adore Aaron, and Aaron has realized the hollowness of his proposition. But I came here to debate this motion which is something that --",2
16,Aaron David Miller,"No, Bret, that's unfair.Bret Stephens: -- that Paul -- that Paul is sticking to.",2
17,Bret Stephens,And I .,2
18,Bret Stephens,Okay.,2
19,Bret Stephens,"Let me -- you know, Aaron said something very interesting somewhere in his talk. He said -- I think towards the end. He said, we have to find some middle ground between the over-ambitions of the freedom agenda, of the Bush doctrine, and perhaps the lack of ambition of what was the first five years of the Obama presidency. What is the Goldilocks formula? That's essentially -- you would agree with me, that's what we're looking to do. And let me make two brief suggestions. One of them is this: The purpose of American foreign policy should not be, particularly in the Middle East, should not be to make our dreams come true, because your dreams will never come true when it comes to the Middle East, not Israel-Palestine, not democracy in Iraq, not development in Afghanistan, not women's rights in Saudi Arabia, not gay rights in Iran and so on. However, we can have an achievable goal of keeping our nightmares at bay. And we can define what those nightmares are. We don't want Iran to get a nuclear weapon. We don't want ISIS to consolidate a caliphate in northernIraq and Syria. We don't want the humanitarian disaster of Syria to spiral endlessly and affect all of its neighbors.",2
20,Bret Stephens,How do we calibrate a foreign policy that keeps our nightmares at bay? That is the question.,2
21,Paul Pillar,"Yeah, Bret's absolutely right that we can't think in terms of what our dreams are in the Middle East. And that's exactly part of what Aaron and I are criticizing. Again, Iraq 2003, the outstanding example, 2003 plus 8 1/2 years, we had a dream, or at least the makers of that war had a dream of using the regime change in this central Middle Eastern state to stimulate free market economics and democracy, not just in Iraq but throughout the region. It was the dream. It wasn't meeting a threat. It was trying to use military force to accomplish a more positive objective. And that's one of the ways we went wrong. You know, meeting real threats, absolutely. And Bret gave a couple of excellent examples in his initial presentation, like World War II. We couldn't agree more. But it's where we've gone beyond meeting threats.",2
22,Paul Pillar,"Well, it was a threat to the Yazidis.",2
23,Paul Pillar,"And I think there are some very tactical decisions that have been very difficult for the administration to make. And we can get really down in the weeds in terms of, youknow, hitting this mountain rather than mountain. And I don't think Aaron and I are saying, despite the efforts of our worthy opponents to frame the debate in a way that we have to say that every use of military force is for the worst. That's, of course, not what we're saying.",2
24,Aaron David Miller,"May I just try to frame this -- look, we are stuck in a region we cannot transform, and we cannot extricate ourselves from. We have interests, allies and enemies there. When you cannot transform, and you cannot extricate, that leaves only one course, which is, I would argue, my word, you transact. You essentially apply a cruel and unforgiving standard to what constitutes American national interests, and you willfully pursue those interests. You decide what's doable from what isn't, what is vital from what is discretionary. And when I say, ""vital,"" what do I mean by ""vital""? I mean an enterprise in which we are prepared to expend American lives, American treasure and American credibility. That leads you back to the one thing most Americans do care about, and that is the protection of the continental United States, which was --",2
25,Aaron David Miller,-- in effect was the basis for Obama's intervention.,2
26,Michael Doran,"Thanks. Aaron used a nice phrase in his earlier comments. He said that the Middle East was bad -- or, no, was broken, angry and dysfunctional, which I think makes a nice acronym, BAD. Right. It's a very bad place. And you also say we have interests, allies and enemies there. We -- it's a bad place. We want to keep it as far from us as possible, and yet we can't extricate ourselves. I agree with absolutely -- absolutely all of that. I think we need a metaphor, a kind of different metaphor. And I would say that the Middle East is like having diabetes, right? It's miserable, it's horrible. You can't -- youcan't get rid of it. You have to -- you have to manage it. And so my argument is that -- that a bias toward action and a bias toward military action is the best way to treat the disease rather than Paul's way, which is to -- which is basically to cordon off the area and stay away from it. Now, we've already -- as I said earlier, we've already seen -- we tried to cordon it off and move away and ignore it, and it comes to us just like diabetes. I just want to make one point here about the importance of using military force. When -- if we don't show a bias toward action, then we won't have allies. And allies -- this is a counterintuitive thing. We were accustomed, as a result of the kind of rhetoric that we heard from Paul, to think that when we use military force, we alienate people. And we want to -- we want to believe -- remember, there was this whole ""hard power, soft power"" thing. We want to believe that people in the Middle East love us for the reasons that we love ourselves. It's not true. Why -- the people in the Middle East want us primarily for one thing, and that is our ability to provide security and the guarantee that we will provide them security. Look at Syria today. If we want to solve Syria, or if we just want to make it a little bit better and keep it at a distance, we want to put others out in front. We want to have allies. We would like to have Turkey, one of the most important countries there, go and do things in Syria.",2
27,Michael Doran,"They're not -- if I can just one sentence, all right?",2
28,Michael Doran,"They're not going to go out and take risks in Turkey if they think that we might do like President Obama did a year ago with Syria and say, ""Ah, you know what? I'm tired of this fight."" They need to know we're going to go all the way with them and back them no matter what happens, and that requires military force.",2
29,Paul Pillar,"Yeah, one of the big myths about credibility is that any time we back away from something that's either a losing proposition or not worth the effort or isn't in defense of our key interests, that somehow people and governments all over the world are going to think, ""Oh, the Americans are a bunch of weak-kneed people who aren't going to stand up to their vital interests."" That is simply not the case, and there's academic research on this, that it's not the way that other governments think or perceive us. And to understand that, how would we view the Russians or the Chinese or anyone else who backed away from or did not use military force or flex their muscles in something peripheral, something that was losing, something that was not in their vital interests? Would we say, ""Oh, they're a bunch of weak-kneed lily-livered weaklings, and they're not going to stick up for their vital interests""? Of course not. We would assume they would, and that's the same thing with us.",2
30,Bret Stephens,"Look, what Paul said is just simply manifestly untrue. I think Paul and I would agree that we do not want -- the American government does not want Israel to attack Iran in the event that Iran or the Israelis perceive that Iran is approaching a nuclear capability, some point of no return. But when we show, when we tell the Israelis, when we announce that we have a red line in Syria, and then we erase that red line and the president goes before the cameras and says, ""Oh, I never said, 'red line,' the world had a red line, it was someone else's red line, and, by the way, I have this interesting diplomatic gambit that I've worked out with Sergey Lavrov,” what does that tell decision makers in Jerusalem and in Tel Aviv? It tells them that America's promise that it will not allow Iran to get nuclear weapons is a totally hollow promise that they cannot trust. And you don't have to take my word for it. You can ask the Israeli defense minister who is on record as saying this. So we have this issue of credibility that Paul has just raised and dismissed -- we have exponentially increased the chance that Israel will become a foreign policy freelancer in what is perhaps the most fraught situation in the Middle East. Why? Because they don't trust the Americans. Same story with the Saudis. We used to have a close defense alliance with the Saudis. The Saudis don't trust us anymore, which is why John Kerry had to go on bended knee to Riyadh a few weeks ago to say, ""No, this time we're actually serious.""John Donvan: Okay, point made, and I want to take it to Aaron David Miller.",2
31,Aaron David Miller,"We've spent the -- and, again, I haven't seen a piece of classified information since 2003, so what I'm about to say is my view -- we've spent the last several years trying to preempt the Israelis from striking Iran prematurely. On the assumption that negotiations and or sanctions, some combination of the two would retard, ultimately undermine Iran's pursuit of a nuclear weapons capacity -- forget the weapon itself, just the threshold capacity -- we've make commitments to the Israelis based on the assumption that if they stay their hand and Iran moves to weaponize, we will do this because we can do it better, we can do it more comprehensively and more definitively. This president may well be called on, Bret, to make good on that. And this is an issue for 2015 if these negotiations don't reach an agreement in November, which is highly unlikely in my view.",2
32,Michael Doran,"Nobody in the Middle East believes he'll do that, not a single leader.",2
33,Michael Doran,"Sorry. I said nobody in the Middle East believes he'll actually do that. He's said it or he's signaled it, suggested it, and so on, but there is nobody, nobody in Riyadh nobody in Jerusalem, nobody in Baghdad, and nobody in Tehran believes that he will actually use military force to stop Iran.",2
34,Aaron David Miller,"Two things would undermine and destroy the Obama presidency, what remains of Obama's credibility. One is another consequential attack on the homeland -- I'm not talking about a lone wolf inspired attack, I'm talking about directed attack that leads to scores of American casualties, regardless of his actions now -- and the second, which three administrations have now committed themselves to, is Iran's crossing the threshold to weaponize -- Michael doran:Which is -- and he agrees with you. He agrees with you. And that's why he is caving in the negotiations. And --",2
35,Aaron David Miller,"Well, look, I'm not here to --",2
36,Michael Doran,-- and making concession after concession after concession in order to get past the -- in order to hold them at this first-end goal for the next two years.,2
37,Aaron David Miller,This one may not have a Hollywood ending.,2
38,Paul Pillar,"There was no such thing as ISIS or a forerunner of it before we invaded Iraq. And once we did and the multi-faceted civil war got rolling, a major ingredient of it was Sunni-Arab rejection and resistance both to the Shiites and to us because we were seen as overthrowing, which we did, a Sunni-dominated regime and opening the way to Shiite rule, which is exactly what happened. And part of that -- one of the most extreme parts of that resistance to what we did was what was then known as Al-Qaeda and Iraq under Mr. Zarqawi, which is the group that evolved into what we now know today as ISIS or Islamic State.",2
39,Bret Stephens,I think it's very simple. ISIS is the creation of the last five years of inaction. Above all --,2
40,Bret Stephens,Right.,2
41,Bret Stephens,"Well, the problem with his --",2
42,Bret Stephens,"It's perfectly simple. It's not as if Jihadism was born in March of 2003. That's just simply not true. We had Jihadi groups all over the Middle East. And what we know about Jihadism is that the Jihadis thrive in areas of chaos, lack of governance. And that's what we've allowed to expand and multiply not simply in Iraq, but above all, in Syria through a policy of deliberate inaction.",2
43,Bret Stephens,Of course we weren't there at the -- we weren't there at all.,2
44,Bret Stephens,We are talking about ISIS is a creation of the last few years. You had never heard of ISIS until about two years ago.John Donvan: They changed their name.,2
45,Aaron David Miller,Can I just add one point? ISIS is a response to two failed and/or failing states and a pool of Sunni grievances which mount faster than the numbers of moderate Sunni rebels that we can stand up -- grievances generated by Assad and grievances generated by Maliki.,2
46,Aaron David Miller,You are receiving some that we could fix that?,2
47,Aaron David Miller,"Sure. You're assuming somehow we had the power, the incentive, the motivation after the two longest wars in American history to basically put the Syrian Humpty Dumpty and Iraq back together again? That's your assumption? Do you think that would --?",2
48,Aaron David Miller,"No, but Bret --",2
49,Aaron David Miller,"To the extent we enabled the weakness of Iraq and Syria, Bret has a point. But I do not believe we bear the primary responsibility for ISIS' emergence. It was Larry Summers who said, “In the history of the world, nobody ever washed a rental car.” You know whyyou don't wash rental cars? Because you care only about what you own. And the problem in this region is a lack of ownership. It's a lack of gender equality. It's a lack of transparency, accountability, pluralism, and the emergence of national leaders who care about the vast majority of their people.",2
50,Aaron David Miller,That helped ISIS --,2
51,Michael Doran,I just want to point out that that -- you just undermined Paul's argument.,2
52,Michael Doran,Because you --,2
53,Michael Doran,"No, no, because you said -- you have basically said that it's the bad qualities of this region that are generating these actors -- these malevolent actors rather than our -- rather than anything that we did. And --",2
54,Aaron David Miller,"To the extent -- yeah. To the extent we enabled it, we deserve a responsibility.",2
55,Michael Doran,"Look, look. Even if you say we're the prime mover, which I don't accept -- but if I accept it for the sake of discussion that we're the prime mover and we set this thing rolling, the only solution to it now is a military solution, and that's the conclusion that President Obama came to, and that's the only conclusion that a logical person can come to.",2
56,Michael Doran,It's Iraq and Syria.,2
57,Michael Doran,"Right? It's Iraq and Syria. We had nothing to do with Syria, nothing.",2
58,Paul Pillar,"Just, Iraq, most assuredly, was not at peace in 2009. And we're not going back to Sykes-Picot or running the causation back deck indicates. We're talking about problems right now, the very issues we're wrestling with right now that are a continuation of what began in the case of Iraq, in 2001.",2
59,Aaron David Miller,"I mean, I think --",2
