,Speaker,Script
11,Carl Pope,"Thank you very much. I want to start out simply by saying that these rules, which are being proposed by the Obama administration are not enough. I would agree with my esteemed opponent on that topic. I wish EPA would go further. I wish we had a more ambitious rule. I think we could implement a more ambitious rule and it wouldn’t cost anymore, but these rules as they stand are extraordinarily important. Once implemented, they will reduce CO2 emissions from the U.S. utility sector by 870 million tons a year. That is more than the total annual emissions from Germany, Iran, Korea, or Brazil. This one rule is more important in terms of climate impact than all of the emissions from any one of those countries. This one rule has said to the rest of the world, ""The United States is serious. We are a real partner."" This rule was critical, and I can say this because I was part of the conversations, in getting the government of India to agree to come to the table at the Paris COP (Conference of the Parties) and join the world in combatting climate change. And India has now just cancelled a huge portion of its planned coal bill. China actually is reducing its emissions 10 years earlier than it said it would. So the world is moving, and the American willingness to retire our outmoded and noncompetitive coal fleet, which is what this rule represents, was a very, very important part of that progress. This is not small potatoes. It's also not a silver bullet. This is not the kind of problem that any one regulation, any one country, any one sector can solve. But it's a big step forward. And fortunately it's a step that's going to demonstrate to the world that moving away from outmoded coal plants and on to cleaner technologies, gas efficiency, wind, and solar is not only good for the climate, it's economically attractive, because the reality is that -- if you look at the latest studies -- there's one that was done in Colorado by a bunch of renewable energy experts which calculated that if the United States built the lowest cost electricity system that we can imagine with today's technology, nothing magic, we would be able to reduce our CO2 emissions by 80 percent by 2030 at no net increase in utility bills for customers. This morning PJM, which operates the most coal heavy graded in the United States, it includes most of the coal belts, states like Pennsylvania, New Jersey, Ohio, West Virginia, Virginia, they said that their grid -- these are the people who operate the grid, these are the people left to answer the utilities, these are the people who keep the lights on -- they said that the Clean Power Plan can be implemented with no loss of reliability, and their best guess was a 1 to 3 percent increase in energy prices. Now, why is this possible? Very simply, five years ago we had three -- 523 coal plants generating 50 percent of our electricity but also emitting the largest quantity of sulfur, nitrogen, mercury, and carbon. Every year 13,000 Americans were estimated to be dying from those coal plants which were old, 70 percent of them were more than 30 years old, and those old plants were outmoded. Very few had modern scrubbers. Why were they so dirty? Because in 1977, when Congress passed the Clean Air Act, the utilities promised. You don't need to regulate these plants. We're just going to retire them. They're going to be gone. You don't need to do anything about them. But they didn't keep that promise. They operated them dirty for 40 more years. And it took an oilman from Texas, George Bush, who was the first person who actually proposed that we ought to tackle all of these pollutants together, Bush promised he would clean up from these power plants mercury, nitrogen, sulfur, and carbon. And when he became president, the coal industry unfortunately -- well, let's put it -- they put enough pressure on him that he didn't follow up on his promise. President Obama is now following up on the promise. And the war on coal you've heard so much about is really more or less Barack Obama carrying out one of George Bush's unfulfilled campaign promises. It was not a wild leftwing idea nor is it regulatory overreach. The Supreme Court ordered EPA to regulate carbon if it found that carbon caused climate change. EPA looked to the scientists who said, ""It does."" And our opponents agree, carbon causes climate change, climate change is dangerous, the Clean Air Act requires that it be cleaned up, but this plan is working. Right now 238 of the coal plants have already retired. We're almost half of the way to the goal set by the Clean Power Plan, and you will notice your lights are still on. Reliability has not been degraded. In fact, the wholesale price of electricity over the past five years has fallen by 25 percent while we are replacing coal with cleaner modern competitive alternatives. The sky is not falling. It is getting cleaner, and that's the reason you should vote against this motion."
12,Michael Nasi,"Well, thank you and good evening. I'm going to focus my introductory remarks on the legal aspects of how EPA has gone overboard. Now, don't worry. In a six-minute introduction, we're not going to be able to take a whirlwind tour through the thousands of pages of briefing that's pending before the D.C. Circuit. Instead, what I'm going to do is focus and narrow my conversation to two fundamental legal defects that relate directly to what the Secretary referenced. And first, let me just set the stage about what we're talking about here -- the Clean Power Plan, the 111(d) Rule, as they refer. What EPA has done is they have passed a so -- you know, a gas mileage requirement of sorts for existing coal and gas-fired power plants. And they have set that standard at a level that is more stringent than the standard that they have simultaneously passed for brand new state of the art plants. Let that sink in. That's like you being told by EPA that the car you already own is subject to a gas mileage standard that they recognize you can't meet and that is actually more stringent than what is being promulgated for a brand new car. So, let's talk about the fundamental disconnect there of an existing standard more stringent than a new standard. And how did they get there? Well, that leads you to the first fundamental legal problem. It's called the ""outside the fence"" issue. And what we have here is EPA not relying upon the definitions it has used and have been interpreted under the portion of the Clean Air Act that they have used. Okay? And they have instead expanded -- massively expanded -- the definition of a phrase ""best system of emission reduction,"" which is contained within another phrase, ""Standard of performance."" And for nearly half a century of Clean Air Act jurisprudence, over Republican and Democratic administrations, that standard-setting practice under Section 111 has involved the assessment of technology and processes that can be applied inside the fence of individual sources. It has not included this reimagining and expansive definition that EPA has given, which says you can go outside the fence of a facility, and you can make assumptions about what they might be able to do by interacting in a market or by paying somebody else to generate in their place. These outside-the-fence assumptions include things like generation shifting, the idea of instead of dispatching electricity with your own power plant, you can pay somebody else to dispatch in your place -- like renewable energy. And renewable energy, by the way, isn't even governed by the rule. So, EPA has argued -- and I'm sure you'll hear tonight -- that there's precedent for this. They've done this before. But let me be clear. This section of the Clean Air Act has never been used for this purpose. In over 100 separate performance standards that have been promulgated, this type of definition, this ""outside the fence"" approach has not been allowed. Has not been done and has not been allowed. In fact, the precedent that they will direct you to -- and EPA has relied upon -- involve explicit statutory direction, contemplating that you would have outside the fence type factors. That does not exist in this part of the Clean Air Act. It's not enough to say the Clean Air Act -- that they've done it before. This part of the Clean Air Act has never been used that way. And the authority matters. This is exactly the type of overreach that the Supreme Court was warning against in its 2014 decision of Utility Air Regulatory Group or UARG. Let me read from the majority opinion a phrase that I think you're going to hear a lot about in the disposition of what -- whether this rule is legal. “When an agency claims to discover in a long extant statute an unheralded power to regulate a significant portion of the American economy, we typically greet its announcement with a measure of skepticism. We expect Congress to speak clearly if it wishes to assign to an agency, decisions of vast economical -- economic and political significance.” So, did EPA heed the warning? Well, we know we have a long extant statue. Section 111 of the Clean Air Act that over 50 years has not been taken outside the fence and we know that in states that mine coal, produce coal, manufacture things, rely upon it for their electricity, this rule will have vast economic and political implications. So did Congress speak clearly in the Clean Air Act in the section that the EPA is relying upon? And the frank answer is no. In fact, the terms that are contained in Section 111 and the manner in which the D.C. Circuit has interpreted those words contradict the EPAs position. So they're really asking for an expansive definition that's never been done before. When the Supreme Court has actually set a standard that proves that they actually have to have an explicit direction. So, the rule will fail on that ground, but let's shift to another legal problem that maybe goes to some of the more fundamental issues that we'll debate throughout the night, and that is that this rule is not enforceable by EPA because the assumptions it made, these outside the fence assumptions about how the grid will operate, they are not things the EPA has the power to make happen. When it sets a standard, it must be able to enforce the assumptions that are built into it. And so you have a line of jurisprudence and a statute called the Federal Power Act, and in that area of the law, it has been held consistently that intrastate electric power systems are the purview of the state. And so I'll wrap up by saying this, that EPA can't just say states have flexibility. EPA has to be able to prove they can enforce the assumptions they built into the rules."
13,Michael Nasi,"I'm going to borrow from the metaphor that Professor Freeman's colleague, Lawrence Tribe has said. If a robber approaches you and says your money or your life, it doesn't make that action legal because he says you can pay with cash, credit, or bitcoin."
14,Jody Freeman,Thank you. I appreciate that.
15,Jody Freeman,"Good evening. Good evening. There are four reasons you should vote no against this proposition. First, the benefits of this policy vastly outweigh the costs. It's very simple. We can concede for the moment for sake of argument, that it might cost something to transition to a cleaner energy economy. We'll spend some time in our dialogue --"
16,Jody Freeman,Oh. No one's ever said that.
17,Jody Freeman,"Okay. As you know I'm recounting the four reasons you should vote against the proposition and the first is simply that the benefits of it -- of the policy outweigh the costs and, again, we will have an opportunity through the discussion to challenge some of the claims the other side is making about skyrocketing electricity costs and reliability, which we believe we can very clearly dispute. But for the moment concede the idea that it might cost something to transition to cleaner energy and the question for you is whether it's worth it. The projection for this rule is that by 2030 the benefits will be around between $30 and $50 billion and the cost -- and that's annual, and the cost $5 to $8 billion. So you can see there this gap, the clear gap between benefits and cost and that gap will shrink. In other words, it will be more costly to deal with this problem of climate change the longer we wait. For that you don't have to believe EPA, you don't have to believe us, Carl and me, you don't have to believe the environmentalists, because economists on both sides of the aisle and, in fact, former officials from Republican administrations like Hank Paulson, the treasury secretary in the George W. Bush administration, have said very clearly that it's economically risky to wait to deal with this problem, that it gets only more expensive as time goes by. So the first reason to vote against the proposition is simply that the benefits overwhelm the costs of doing so. Second reason you should vote against it, Carl made in his discussion of the policy implications of the rule, that is that it matters. It's a meaningful policy as it will actually help us make progress, contrary to the other side's claim, as Chuck said, that this makes no difference, that it's meaningless and insignificant and, therefore, illegitimate and shouldn't be pursued. It's just not the case. In fact, power plants in this country produce a disproportionate share of carbon pollution, up to 30 percent of the economy's pollution as measured in 2013. And according to the Nonpartisan International Energy Agency, that's 6 percent of global emissions. That on its own makes it significant. But what's really careless about that argument is that it amounts to saying that we shouldn't do anything about anything because we can't do everything all at once. That just can't be right. You have to be able to make progress on a problem like this, a global problem, incrementally and cumulatively. And what's required, as Carl said, is that all the major economies of the world make commitments just like this one, to cut emissions from the sectors of their economy that produce the most emissions. The third reason you should vote against the proposition is that it combines smart regulation with technology innovation. The other side's presentation, and Chuck made this point, is resting on the idea that you should choose between technology like carbon capture and sequestration and regulation, on the other hand, and that you choose against regulation because they imply, ""It doesn't work."" But, in fact, the best combination is the two of them. So historically what's happened when we produce smart regulation that motivates or incentivizes technology, we get tremendous gains. The catalytic converter Chuck mentioned, it was invented in 1950 but it wasn't widely deployed and it didn't appear in its modern cost effective form until Clean Air Act regulation required the auto industry to reduce emissions from the tailpipes of cars and trucks. That gave wind to the sales of the catalytic converter. The same is true of the Clean Power Plan. What it does is incentivize technology, clean energy, wind energy, solar energy, and sets the course of the future and says, ""This is the direction we're going in, in this sector. You can invest in those technologies."" And it will stimulate carbon capture and sequestration just the way it stimulated catalytic converters. Just to be clear tonight, Carl and I are not anti-technology and we're certainly not anti-carbon capture and sequestration. We just think the two work well together. The fourth reason is really what I'll spend the bulk of my time on, even though I'll run out here in the opener. In discussion it's the legal argument that Mike made. And very briefly let me say this, while I deeply respect my colleague, Larry Tribe, who said that this policy is akin to lighting the Constitution on fire, with all respect it is absolutely not the case. There is no commandeering of the states or interference with their sovereignty or guns to the head as Mike colorfully invoked because the states have a complete opt-out from this policy. The states can say, ""No, not going to plan."" The federal government -- you can be left to develop and enforce these standards on your own. That deal, that bargain, that the federal government sets pollution standards and the states are given the opportunity to devise plans to implement them the way they see fit in their jurisdictions is at the heart of pollution laws passed beginning in the 1970s, and for 50 years the Supreme Court has upheld that scheme as perfectly constitutional and in no way commandeering or interfering with the states. There is no 10th Amendment violation. Second, there is no taking of private property, which you sometimes hear opponents say. Mike didn't mention it, but I was thinking he might, and if we get there I'll make that argument to you, too, simply because industry doesn't have a constitutional right that is absolute in perpetuity to continue to harm the public health just because they always have on the claim that it's their property. The Supreme Court in 200 years has never held that to be the case. There is no taking of private property. And, finally, and I'll take my extension from you if you're willing to grant it-- and, finally, the argument that EPA is somehow veering out of its lane here and doing energy policy and creating an unprecedented scheme beyond, as Mike said, the sense line, a discussion we'll get into in the dialogue, the EPA has taken a flexible law which Congress passed in 1970 and has amended subsequently, giving it broad discretion to set standards using the best system. And it has done that in a creative, in a cost-effective, and in a flexible way that gives the states many, many opportunities to meet the standard. For that reason, because it's a cost-effective, flexible, reasonable application of this law within its discretion, and because the benefits vastly outweigh the costs, you should vote no against the proposition."
18,Charles McConnell,"I think Jody said it the best. You can shut down every single coal-fired power plant in America and you're going to change the global balance by 6 percent. The real challenge here is that the rest of the world is looking to the United States for leadership, and not a plan that assumes that they're going to have a bountiful acceptance and availability of natural gas -- which has been the miracle in this country."
19,Charles McConnell,"The argument is that by shutting down every coal-fired power plant, you're going to lose the opportunity to innovate technology and coal-fired generation. The rest of the world needs that technology. They need that leadership from the United States."
20,Jody Freeman,Can I --
21,Charles McConnell,That's what they look for.
22,Jody Freeman,"Can I -- since he quoted me, I'm going to --"
23,Jody Freeman,"-- and he misquoted me -- because, to be fair, I didn't say anything about shutting down every coal plant in America. And in fact, I really want to correct the record on this, right off the top. Even with full implementation of this plan, the projection is we'll still be using 30 percent of coal for our electricity supply. So, it's a red herring to suggest that this is shutting down all the coal in America."
24,Charles McConnell,"But the fact is, if you shut them all down, it's only 6 percent. And that was fundamentally the question that was raised to me."
25,Charles McConnell,"You see, these plants provide the opportunity for the United States to implement technology leadership, to be able to provide that to the rest of the world where the rest of the world doesn't have natural gas, doesn't have the capabilities that we have to make this transition, and have this miracle that we've had happen."
26,Charles McConnell,It's not worth demonizing coal to the point where you throw away the opportunity to develop technology.
27,Carl Pope,"That is not what is happening here. Let's be clear. CCS, if it is developed, will be developed for new --"
28,Jody Freeman,CCS.
29,Carl Pope,CCS is carbon capture and sequestration. We use the --
30,Carl Pope,"Okay. The core concept is CO2 comes out of a power plant or a steel mill or a cement keel or a natural gas plant and you capture the CO2 in that exhaust stream and you then either store it underground or turn it into another product and thereby it does not damage the climate, which if you do that it doesn't. That's correct."
31,Jody Freeman,That
32,Carl Pope,"But CC -- but doing this will not be done on 40-year-old coal plants or 30-year-old coal plants or 20-year-old coal plants. It will be done on brand new kinds of coal technology and there is no conflict between developing those technologies, which the world could certainly use, I agree, in the right context which is for new facilities while we rapidly retire the out-moded 30 and 40-year-old dirty coal plants, which are never going to be equipped with this technology. At the same time there is no conflict. We're not debating CCS here."
33,Carl Pope,We're debating whether we're going to clean up the existing power sector in the United States.
34,Charles McConnell,"It's up to you, Mike."
35,Michael Nasi,"Well, the flawed premise is that this is only going to be about new plants and the reality as the secretary mentioned is there's already thousands of coal-fire power plants in the world. And the world is currently building the equivalent of our entire electric fleet, about one or about 1,200 gigawatts of new power plants and not just in China and India, in Germany, in Japan, in South Korea. There is enough of a footprint of coal plants that what the secretary is saying is that we need to be leaders to commercialize the kind of --"
36,Michael Nasi,Yes. I'm referring to my -- out of respect for his former position.
37,Michael Nasi,"I'll call him Chuck then. He's from Ohio. Let's call him Chuck. So, what Chuck is getting at is if you undermine the economics of the one nation that has the affluence to actually commercialize this technology, if you undermine the economics of the industry that could do it, you're going to lose the opportunity to create meaningful technology that can be bolted on to that fleet of power plants across the world."
38,Jody Freeman,"I want to make sure the audience is focused on what I think is the really key question here, which is what does the clean power plan do, really? Does it do any of these things? Undermine economics and destroy the potential for CCS and distract us from what we really should be doing and reject all this technology? It does none of that. The clean power plan is based on a projection that we can deploy more renewable energy and substitute it for dirtier for power. It's based on a projection that we can substitute natural gas for coal and wind and solar for both coal and gas. And that's not a wild fantasy of the government or the Obama administration or environmentalists, I'm pointing at Carl, or anybody else. It's based on what the states in the United States today are already doing deploying these technologies. So the question I have for both Chuck and for Mike is why would you not do the cheap and ready deployable thing your states are already doing with technology in order to pursue alone exclusively a much more expensive, much more difficult to deploy, much farther off CCS strategy that we both support, but we don't think it should displace the here and now opportunities for clean technology?"
39,Jody Freeman,What?
40,Carl Pope,"Well, to begin with --"
41,Carl Pope,"No, that is not true. And if you look at the Clean Power Plan and if somebody wants to build a coal plant with CCS, they can do so in any one of those states. The problem is right now nobody is ready to put in the money required to build a new coal plant because in Texas -- the newest coal plant in Texas, which is quite clean except for carbon, Sandy Springs, was open in 2013, in 2015 it was shut six months of the year because it costs six cents to generate a kilowatt hour of electricity and the market price in Texas right now is only three cents. And the owners of that plant went to a Texas court and a Texas jury and said that their $1.7 billion coal plant was only worth $250 million because it couldn't compete. And the Texas jury agreed with them and ordered the assessor to downgrade the assessed value of that plant from 1.7 billion to 400 million dollars. Coal without CCS cannot compete in Texas without the Clean Power Plan. That's the coal economic dilemma the coal industry has, its product costs too much."
42,Michael Nasi,"Well, I'm glad you brought up Texas and Sandy Creek power plant. The fundamental misconception of what's going on in the competitive electric market, okay, is that somehow coal is losing just because it can't compete. Coal is being dispatched less -- it is dispatched more when gas prices are a little higher, is dispatched a little less when gas prices are low. But it is fundamentally undermined --"
43,Michael Nasi,"""Dispatched,"" let me explain that, coal fire power plant being put out on the electric grid as part of the generation mix, what Carl is referring to is that the economics of a power plant, their ability to produce energy in a competitive environment drives whether or not they use that. And the argument --"
44,Michael Nasi,"-- they send it into the -- yeah, an operator asks them and they put their energy out. So the misconception of what's being argued is that, that's happening just because, all things being equal, coal is disfavored. Let's be clear, the market is distorted. It's distorted by two fundamental things that are going on in the marketplace, one, in every electric market, no matter how deregulated, we as taxpayers are subsidizing wind and solar onto the grid at $23 per megawatt hour. That is more than the wholesale price of electricity. That is a market distortion. The second thing that's happening is that environmental regulations do raise the cost. And the question I'd have for the audience and anybody who cares about reliable and stable electricity prices is if EPA gets a blank check on the Clean Air Act and it can make its own assumptions about what can be done outside the fence, what's to stop them from creating additional costs for gas for our generation--"
45,Michael Nasi,--such that gas becomes?
46,Jody Freeman,"No, and I'm glad you asked it, and I'm glad Mike started to talk about dispatch and complications of how energy works because I just want to explain what the Clean Power Plan does so that we're all on the same page. It basically takes the system Mike referred to, where there are grid operators who figure out how to match supply and demand in the moment and send out energy so your iPhone can get plugged in and charged up, and EPA looked at that grid as an interconnected whole, treating it like a giant machine. And they said, ""The law asks us to set standards based on the best system."" That's the literal language, ""best system,"" of emission reduction. And we look at this utility sector and we see it's all interconnected on these grids. And it doesn't matter to the consumer where they get their power from as long as they get to plug in their iPhone and their laptop. So if we look at the opportunities across the entire grid for making power cleaner, we see that looking at is as an interconnected whole there are lots of opportunities. You can ramp down coal and substitute gas. You can integrate wind and solar and support it with other baseload, meaning stable power, for when the wind doesn't blow or the sun doesn't shine. And you can invest in energy efficiency, meaning, you don't even ask for so much power. And all that's available now, and the states are doing it now. And the regional grid managers are doing it now, and we at EPA think, that's then best system of emission reduction. That's all they did. They took flexible capacious language in the statute and then took a commonsense approach to the utility sector of the industry they're regulating, and the particular pollutant they're trying to get at --"
47,Jody Freeman,-- which is CO2.
48,Charles McConnell,"Well, where is she at -- I think -- to the point you just made is that I sat is an agency where inter-agency collaboration was fundamental to a good outcome."
49,Charles McConnell,"EPA, working with fossil energy at DOE and working with other parts of the Department of Energy to interact and collaborate. And that collaboration didn't occur. It was very much singularly driven out of the EPA, and it was disappointing. It was also very frustrating. And so --"
50,Charles McConnell,Power battles?
51,Charles McConnell,"Oh, I believe they were fundamentally given a mandate by the administration. And every one else was told to stand down. I had questions come to me about resource adequacy, and I asked, ""What does that even mean?"""
52,Charles McConnell,"Okay? I had no idea what it meant. And it was an EPA-defined term, which was theoretical -- reliability based on theoretical capacity. And I said, ""Look, we've got reliability numbers. Go out to the PUCs and ask."" But they didn't."
53,Charles McConnell,"Public Utility Commissions. Go out to the real people where this is happening and ask the question. Didn't do it. Didn't want to do it, and certainly never asked about cost."
54,Carl Pope,I yield to the gentlelady from Harvard.
55,Jody Freeman,"I'll yield back. I promise to yield back. Just on this topic of interagency collaboration -- here's what happened between these two agencies. They haven't historically always gotten along. They're really different agencies, right? EPA is an executive branch agency, and the president appoints and fires the head of that agency and has more control. FERC, the Federal Energy Regulatory Commission, where Chuck worked, is an independent commission that has to keep its distance --"
56,Charles McConnell,I didn't work at FERC. I worked at DOE.
57,Jody Freeman,"Oh, pardon me. At DOE. Forgive me. Forgive me. But still to my point, DOE's an executive branch agency. DOE does not have regulatory authority. That is, it doesn't issue regulations. It's primarily a funder of energy much more than a regulator of energy. FERC is the agency -- I misspoke -- FERC is the agency -- Federal Energy Regulatory Commission -- which has the authority to regulate the energy markets. And FERC and EPA cooperated quite a bit on this rule, you might be surprised to learn. So, speaking of inter-agency collaboration, there was quite a bit. In fact, FERC has signed a document -- and DOE has signed it too, so I'm a little curious about the idea that DOE was totally out of the loop -- in which they've agreed to monitor the reliability of the systems jointly, together, as the Clean Power Plan is implemented. First time we've ever seen that, inter-agency collaboration."
58,Jody Freeman,So --
59,Michael Nasi,"They're missing the point that EPA doesn't have the authority to enforce what it's imposing. If a state refuses, I would ask, to do a plan, okay, and EPA has said it will impose its own plan -- do they have the authority to actually enforce the assumptions that are hard-wired into the standard – a standard that is not related to technology, but is related to grid assumptions the agency has no jurisdiction or expertise in. How will they enforce such a standard?"
60,Jody Freeman,"I'm going to owe Carl two now. This rule requires the utilities -- the power plants themselves, with the units they operate -- to meet a standard to reduce emissions. The burden is on them -- directly. The burden is not on the states. They're aren't asked to do anything. They don't own the units, right? Private utilities own the units. So, if the states decide they don't want to draft a plan to make it very cost-effective for the units in their jurisdiction, if the states decide they don't want to participate in regional trading markets to make costs low and make things easy -- if they really don't want to do anything like that for their in-state utilities -- and I got to tell you, I find it hard to believe that they don't want to respond to their in-state utilities and make life better for them. But if they really don't want to just to stick the finger in the eye of the EPA, EPA will say to the power plants themselves you need to meet these targets and we see how you can do it by investing in a variety of controls, increasing efficiency on site, investing in renewable energy, investing in energy efficiency, investing in coal switching to natural gas, lots of ways, you come up with any ways you want, you guys decide on trading machines we'll approve it. So I think not only can"
61,Carl Pope,"Yes. I don't understand, given the importance that the two of you clearly do attach to perfecting the technology to capture and sequester carbon, why the overwhelmingly dominant public conversation and the place where your coalitions put your energy is not on getting adequate funding from a Republican Congress for CCS. Why you were attacking the clean power plan, which at worst is neutral to the development of the technology rather than advocating --"
62,Charles McConnell,"I think we need to be careful about painting with a broad brush about industry, okay? There's many industries that are putting their own shareholder money in play right now to try to advance a technology that EPA has already deemed to be commercially demonstrated and available and required to be installed on new coal-fired power plants, and yet this administration still has an R&D budget of hundreds of millions of dollars to try to move this technology forward so it's speaking out of both sides of your mouth. You can't have a commercially demonstrated technology that you require and at the same time be spending money for R&D."
63,Michael Nasi,You have to allow that commercialization partnership to occur. EPAs role is to police the technology once it is available to be installed inside the fence.
64,Jody Freeman,The professor in me is so excited right now. You have no idea.
65,Michael Nasi,Sure. Sure.
66,Michael Nasi,"Yeah. I mean, I think it's a meaty legal issue, one that I addressed in part by quoting the Supreme Court's law of the land about these rules that have vast economic consequence and the articulation of the test that clear statutory authority exists. It is no doubt after that decision that in the King v. Burwell decision in the Affordable Care Act case with a different set of justices joining the majority, they eroded the Chevron doctrine, the Chevron doctrine being that when statutes are truly ambiguous, okay, they don't foreclose what you're doing. The agency is given some deference. The Supreme Court has cut back on that doctrine and the argument is not just a technical one, it's fundamental to our system of government. The deal about the Chevron doctrine is that we infer Congress wanted to delegate some of that authority to an executive branch agency. The Supreme Court has said such implied delegation does not exist when the rule is of such great consequence that you could not infer that Congress intended to do that."
67,Jody Freeman,I'm super excited right now.
68,Jody Freeman,"Here's the deal with the word Chevron, okay? It stands for a principle that says when agencies are delegated power in a law to do stuff, to implement a law that Congress passed, when the terms of that statute are ambiguous, when they're not clear, the agency has some room to maneuver and courts are obligated to defer to their reasonable interpretations of the language. That's it. Simple. And in this case EPA is pointing to the language of the Clean Air Act and saying it asks us to set standards based on the best system. And we think this system has to be influenced by the sector we're looking at. And we think that system has to be influenced by the technologies available. And we think the best system has to be influenced by the polluters that we're trying to control here, CO2. And -- for CO2 so they've taken this approach that says, ""Let's look at these alternative ways of cutting emissions. That I think is a reasonable interpretation of ambiguous language that the court should defer to under the very well established and not eroded Chevron Doctrine."
69,Charles McConnell,"Well, you're absolutely right. And basically the costs will go up if you look at those seven states that are going to bear 40 percent of the responsibility to make these targets happen in this country. Energy costs are going to go up between 30 and 40 percent, period. Those states are the makers. Those are the guys that make things. Everyone else who's a taker gets to sit on the sideline and take and point their finger at the makers and say, ""You got to make it better. You got to make it nicer for me, but I'm going to continue to consume, I'm going to continue to do my thing,"" right, ""but I don't have to bear any responsibility for this plan."" And that's not societal deployment of something that's supposed to be good for society."
