,Speaker,Script
10,Frederick Hess,"It's a pleasure to be here with you this evening to talk about this issue. Notice that we -- I am not here to argue that the Common Core is malicious or atrocious. I am here to argue that we should not embrace it. Now, you might wonder why. I heard Mike try to recharacterize the Common Core as meaning that one is f or standards, for high standards, and for great tests. Well, if that's the Common Core , then I'm for it, too. But that's actually not the Common Core. That is Mike trying to turn the Common Core into a vague principle that we like good stuff. Carmel talked about Janelle. I got to tell you, if you think there was any state in the Union, circa 2009, that said, ""It's state standards,"" or, ""It's okay to graduate high school as an illiterate,"" that's actually not the facts on the ground. The standards bear only a passing resemblance to what is asked of kids and what actually gets taught. But that's all kind of a distraction. There's a couple reasons that we should absolutely not embrace the Common Core . First, the Common Core does not solve the problem that it was designed to solve. The motivation behind the launch of the Common Core was what we called the ""race to the bottom,"" after No Child Left Behind, the concern that states were playing games with their test scores in order to make their schools look better than they were. Common Core was supposed to help address this. It doesn't. It doesn't because in order to get a lot of states to sign on, partly with the inducement of federal money, the advocates for the Common Core brutally compromised the design of the thing. Common Core allows every state to set its own cut score, so every state can decide what is or is not passing. The Smarter Balanced Consortium, one of the two federally funded testing consortia, gives s tates a 12-week testing window. They can decide where in a 12 -week period during the spring they would like to test their kids. That means some states can have their kids get 50 percent more learning time than other states. This is a time -test ed way to inflate your test scores. And only about 35 to 40 percent of students are actually going to be tested in the spring with the federally funded Common Core assessments. Other states have been bailing in droves, and we've now got a slew of states whipping up half- baked assessments for next spring that certainly aren't comparable and very likely may be lousier tests than the one they abandoned for the Common Core . So the bottom line is that Common Core actually not only doesn't solve the race to th e bottom problem, it may actually aggravate it. Second issue going on here is a number of strident claims were made for the Common Core . We are told that the Common Core is evidence based. We are told that it's internationally benchmarked, that it's rig orous. Well, that evidence is about as disciplined as Mike's reference to the -- his assertion that every study over 30 years -- just no, you can't make statements like this. There are tens of thousands of studies conducted of United States education, and they don't all show anything. The idea that the Common Core is evidence based? Look, what they mean is the folks sitting on the committees that wrote the Common Core looked at some statistics on the kinds of high school courses that college kids take, and they looked at some surveys of employers and college professors. That's fine. That's good. I'm glad they did that. That's not evidence of what needs to be or not be in the Common Core . In fact, I'm not sure what kind of evidenc e one would point to, to prove that children need to learn to multiply fractions at this grade rather than that grade. Frankly, these are judgment calls which reasonable people can disagree on. Lynn Fuchs, professor at Vanderbilt, who's got no dog in the Common Core fight, has pointedout that there's no empirical basis for the Common Core, that we don't know yet whether it makes sense to have this particular set of standards or not. Internationally benchmarked? What they mean is that people o n the committees writing the Common Core looked at some international standards, and they copied some, and they didn't copy others. The idea that the Common Core's more rigorous? Well, frankly, the Common Core ends high school math after algebra 2. Most state standards went beyond that. They included trigonometry and pre -calculus before the Common Core . Now, Mike and Carmel might say that they don't think that stuff's necessary or useful, but it's hard for somebody to convince me that these are undenia bly more rigorous standards when we're jettisoning the last two years of mathematics. Now, this would all be interesting enough and a reason to maybe go slow, but there's another piece to the puzzle, which is that Common Core is actually not just about wo rds on paper. It's also about theories of hypotheses about how kids will learn better. These hypotheses are baked into the Common Core , into the tests that have been designed to support the Common Core, and they have received shockingly little debate, given how radical they are. One is a fascination with what Common Core advocates called close reading. This is the idea that students ought to learn to read by deciphering the text -- preferably nonfiction, by deciphering the text without regard to other knowledge and without any personal reaction to the text. Now, I don't have a problem with close reading. It turns out when I taught high school two decades ago, I actually did a fair bit of this. But the idea that this is how every child at eve ry grade level in every subject across an ocean ought to experience reading? I find that a radical proposition. Common Core embraces something called conceptual math. You may have seen some of the worksheets or the YouTube videos. This is the stuff that Carol was talking about, the idea that elementary children in particular ought to master math by learning the concepts, not just the arithmetic, and the best way to master these concepts is by composing and decomposing lots of these numb ers in various drawing exercises. I don't have a problem with this as a way to teach kids math. I find it shocking that this should be the way all children of all performance levels across the nation ough t to learn it. Third, the Common Core embraces so mething called informational text, informational reading. At the high school level it wants kids to read 70 percent informational text. It doesn't want to do this in English class, which is why we are now looking at children in chemistry classes, for instance, reading EPA reports. The idea that you are going to learn science moreeffectively by reading EPA reports than by doing lab is a radical proposi tion. In some, given that the Common Core doesn't solve the problem, it has been sold based on exag gerated claim and calls for major changes of a certain value, it seems to me reasonable not to embrace the darn thing. Thank you."
11,Carol Burris,"I would say yes and no. You know, certainly they weren’t conceived in secret, but they were conceived by a very, v ery small group of people who were predominantly non-educators. And the input happened after the fact. Certainly as an educator, I had really no awareness of any of this going on and I stay very current. Until 2010, and then everything w as presented in one fell swoop. Certainly the president has made it very c lear that he is supportive of the Common Core standards but mostly what happened was Race to the Top. And that was a federal program. And if you look at some of the writings and went back to 2008, as the G overnors Association were talking about this, they were actually saying these are the kinds of incentives that we need."
12,Carol Burris,"Right, Race to the Top was a sti mulus program that came into effect shortly after President Obama was elected president. The whole idea behind Race to the Top was that there were going to have to be radical changes in school s, adoption of Common Core standards or something similar., test ing programs, evaluation of teachers by test scores, and other things. And in order to get the money and we all desperately needed the money, states very, very quickly put together applications."
13,Carmel Martin,"Well , I would say again, this was an effort that was underway before President Obama was President Obama. It was led by a democratic and republican governor from very diverse states. They had the support of virtually again, Sarah Palin and Rick Perry don’t support much, but the other 48 governors were strongly supportive of it. And the Obama administration supported an initiative that was state led, that was driven from, I would argue , bottom up, not top down. And I think what we need to k eep in mind though, is even if--we’l l never know how many states would have adopted the standards but for the incentives provided by the federal government. But then the question before us right now is, given that it was something that was developed, through I would argue, contrary to Carol , through a very rigorous process. It brought teachers into the process. It brought the public into the process. And then onc e each state adopted it, there was process at the state level around the standards. So, then the question before us is, are the standards good for our students? And Mike and I think it is."
14,Frederick Hess,"-- the Secretary of Education.John Donvan: I just want to remind you to pull your papers under the mic, because --"
15,Frederick Hess,I'm sorry.
16,Frederick Hess,My apologies.
17,Frederick Hess,"Sure. No. Absolutely. My apologies for that. Mike, I'm curious on your response to Carmel, given that you have previously testified to the Indiana State Senate that the federal government has been heavy -handed with this refo rm and deserves to be chastened. A nd that you have, in fact, said that you hope th e Oklahoma Governor, Mary Fallin, sues the U.S. Secretary of Education because not th rough race to the top, but through waivers from No Child Left Behind -- you said, ""Nothing gives a secretary of education the authority to push states around whe n it comes to those standards."""
18,Michael Petrilli,"I did. Yes. And it had a question mark at the end. That was good. Yes. Absolutely. And if we were here to debate the federal role in education, I would move over there. Maybe Carol would be over here. I'm not sure. But we are here to debate --"
19,Carol Burris,"--Michael Petrilli: -- to debate the Common Core , right? It is true. Look, the -- I think everybody is in agreement. I wrote an article recently with a strong opponent of the Common Core . We wrote together. Here are the facts. It started out as a state -led initiative. And then the Obama Administration came in and endorsed it. There's no doubt that it had a big impact in the number of states that got involved. And in my opinion, we would all be much better off if the federal government would now butt out. So, Carmel, maybe you can share that view with the Secretary of Education."
20,Carmel Martin,"Well, I would say --"
21,Carmel Martin,-- it's early to judge the implementation of the standards.
22,Carmel Martin,I understand that.
23,Carmel Martin,"I would -- but I would say, although it's early, we do see some signs of success. And I would point to Kentucky, which was one of the first states to adopt the Common Core . And in --John Donvan: Carmel, can I stop you? Only because of time limits, that I think the sense of the question is that when they were put together, prior to their implementation, that there was no evidence that they were -- they were based on no evidence that they would work, as opposed to how they've d one --"
24,Carmel Martin,Well --
25,Carmel Martin,Okay.
26,Carmel Martin,"Well, I mean, I think that's just factually inaccurate. I think that the folks who got together to draft the new standards relied very heavily on the existing research that they had about what children needed to be able to do and what set of knowledge they needed to have to be successful in college and in good jobs. They brought in the people from the post -secondary sector, something that hadn't been done in K -12 education historically, which really is pretty illogical that that hadn't been done before. They brought in people from the business community to talk about what skills they needed their employees to have. They brought in content experts. They showed the standards to the associations that represent teachers in mathematics and E nglish language arts. And they took in their input. I think neither Mike nor I would say that each and every standard is perfect. But I think if you look at the process that was used in the development of these standards and compare --"
27,Carmel Martin,"-- disagree, but they did look at evidence."
28,Carol Burris,"No. I -- the truth of the matter is, one of the things that's very different about the Common Core that I spoke about, is unlike the old Massachusetts standards, the standards in New York -- which really just identify what kids should know at grade levels -- the Common Core standards create -- or contain what's called instructional shifts in practice. Six in ELA and six in ."
29,Carol Burris,"English language arts. Thank you. For example, the whole idea that it makes sense for yo ung children to engage in close reading -- there is absolutely no evidence that that's the case. At the high school level, yes. But not at the elementary level. There was no real research that was based on yanking up lexile levels. We know from years of developmental reading research that kids do best when they read independently with leveled readers. But the Common Core says no. The Common Core says predominant readin g should be on what is considered to be grade level, which has just been increased. And if the kids don't get it, well, the teachers should read it aloud. Well, let me tell you something. You learned how to ride your bicycle by riding your bicycle. You didn't learn how to ride your bicycle by having your dad never taking his hands off the bar."
30,Frederick Hess,"Mike, I hate to step on the applause line, but actually I think you conflated two things. You conflated close reading and Lexile. These are not the same thing."
31,Michael Petrilli,"Right, but Rick, is that actually in the standards? Do the standards say that? No. What the standards say is that children need to read at grade l evel proficiently."
32,Frederick Hess,"Well, Mike, wait a minute. This is, I think, the degree of ambiguity in the Common Core that drives a lot of people crazy, that at one level the Common Core is just a bunch of innocuous words on paper, you know, one of the eighth grade reading standards, ""Compare and contrast the structure of two or more texts and analyze how the deferring structure of each text contributes to its meaning and style."" This isn't very different from what most states previously had. These are a bunch of pleasant words on paper. I have no particular objection to them. The significance of the Common Core is that the advocates for the Common Core and the people who are designing the test talk very explicitly about, as Carol said, these instructional shifts, which have not been publicly debated, which got little public airing as 40 -odd states rushed to adopt the Common Core in 2009, 2010, and which portend a dramatic shift in how we teach 50 million children reading and math."
33,Frederick Hess,"I'm not sure these are bad things, but I sure as heck think we ought to find out more before we embrace them."
34,Michael Petrilli,But when there is evidence --
35,Michael Petrilli,"-- as we have now in early reading -- there was evidence 20 years ago on phonics -- on phonemic awareness, that was finally incorporated into our schools -- now we have good evidence that these level texts, just having kids who are fifth graders reading fi rstgrade texts over and over again, has not been working. Now we have that evidence. It's time to follow the evidence. And that's what Common Core does. Not every point has that, but where there is evidence -- we know that calculator use in the first grade, not a good idea. The Common Core s says we should not be using calculators till the kids get older. These are dramatically more evidence based than the standards that came before."
36,Carol Burris,-- seen the evidence that level checks do not work.
37,Michael Petrilli,"I -- no, I'm absolutely confident. Look, this has been the dominant way we have taught reading now for decades. And you look at our achievement in reading, and it is mostly flat. And you look at our achievement in reading for special education kids, for kids who are behind, and what you find is that they are not making progress fast enough. We've done better in math where we've made greater progress, particularly for poor kids, but in reading it's been slow. We've made some progress in teaching early reading because of phonics and phonemic awareness because there we finally followed the evidence."
38,Michael Petrilli,"And what I'm saying is that we n eed to follow the evidence. The Common Core is saying that's what we need to do, follow the evidence. Kids deserve to be challenged. The teachers I talk to today, you know -- -- I mean, Carol's argument earlier -- the four words, ""These are too hard,"" right?"
39,Carmel Martin,Yeah.
40,Carmel Martin,-- some kids can't reach the same expectations as other kids.
41,Carol Burris,Can I jump in?
42,Carol Burris,"I am the last person on the planet that would ever say, ""Some kids can't."" I run an integrated high school, 16 percent of our kids are on free or reduced price lunch, and every one of them tomorrow who are 12th g raders will walk into an international baccalaureate English class. So, that's -- this is not about it being hard, it's about it being wrong. That's what it's about. It's about it being appropriate."
43,Carmel Martin,Yeah.
44,Carol Burris,Yes.
45,Michael Petrilli,Right.
46,Michael Petrilli,"Right, is that their concerns are very well founded, as are the concerns of many ed ucators who have been complaining for years, decades now, that the tests we’ve been using to judge schools are not well designed. And they’re right. Those tests by and large have been very inexpensive tests. They’ve been set at a low level. They’ve been fill in the blank. And now we finally have this opportunity to move to much better tests with the Common Core , that are under development, that are coming this spring for the very first time in about half of the country. And this is our opportunity to now address many of those concerns. And for example, these tests will have a lot more writing on them than most of the other tests had. It’s very hard to test kids’ critical thinking skills if it’s just multiple choice. Right, certainly hard to test their writing skills. Yet a state like Georgia has been trying to get by with a test that costs eight dollars per kid and therefore doesn’t have any writing on it. And what we’re trying to do here is to turn that page. And say look, there were maj or problems with the test under the No Child Left Behind era. We’ve heard those concerns and now we’re trying to get something better, something that I think that Carol and Rick have supported in the past. John Donvan:I’d appreciate it if Rick, if you w ant to step in, because we haven’t heard from you in a bit. And you look like you’re steaming over there. If you want to defer to your partner, please do."
47,Frederick Hess,"No , I always look that way. Two thoughts, one on testing and one just on the prior question. One, you know John, one way to think about this is it’s really we’re debating embrace the Common Core . Again I’m not declaring the Common Core to be atrocious or malicious. I am suggesting that the standard of proof for the Common Core is much higher than for old state standards. Massachusetts had had state standards in place for 18 years, give or take. Those standards had produced substantial and sustained improvements in student learning. If what Mike and Carmel had been advocating for, was taking these standards whose tires we’ve kicked for 15 or more years, and taking those national, I would have been very open to that. The idea that we have a bunch of design hypotheses about what kids should know, we think, maybe , and how they should learn it, maybe. The idea that we want to roll this out for 50 million children with little opportunity to see how this plays out or what it means, leaves me remarkably nervous. So for me -- So, for me it’s less about too high or too low. I think frankly we just don’t know. On the testing point, I mean, like I said at the beginning, I’m with Mike. I’m for good tests. I’m anti -bad tests. Mike and I are on the same page here. But I think the notion that the Common Core tests are good is an open question."
48,Carol Burris,"I think it's always helpful to have an example. Here's what's called the Research Simulation Task. The Research Simulation Task -- this is from P ARCC -- is an assessment component worthy of student preparation because it asks students to exercise the career and college readiness skills of observation, deduction, and proper use and evaluation of evidence across text types . In this test, students will analyze an informational topic presented through several articles, multimedia stimuli, the first text being an anchor text. Students will engage with the text by answering a series of questions and synthesizing information from multiple sources in order to write two analytic essays. I think that sounds great. Grade 3. That was Grade 3. You know what? If kids ca n do that at the end of Grade 3, I can retire. Just give them calculus in fourth grade and send all those Doogie Howsers off to college."
49,Frederick Hess,"Sure. I mean, one, Carmel -- I mean, I think this point about Massachusetts, if I recall right, Mike, for instance, has argued that the Massachusetts standards were better -- or at least as good as the Common Core . So, yet -- I think let's be careful about imputing claims to the Common Core . Even folks who support them, I think, tend to be more measured about how good they think they are. Second, the Kentucky point -- the fact that you've got more kids scoring profi cient doesn't mean anything whatsoever. You can adjust a cut score in any direction you want. This has always been the concern with post -No Child Left Behind testing. So, the fact that Kentucky scores went up doesn't tell us a thing unless we know how Kent ucky is setting the score and --"
50,Frederick Hess,That's correct.
