,Speaker,Script
18,Alina Polyakova,"I can respond. I didn't have a chance to fit this into my six minutes. But you know, we did respond from a policy perspective -- at the turn of the century that I mentioned, during the great upheaval in the United States. What did the U.S. government do? The U.S. government is actually the first to introduce mass public education --"
19,Alina Polyakova,Correct.
20,Alina Polyakova,Yeah. Sorry about that.
21,Alina Polyakova,"Not the recent century. And the United States was also the first government to lay a path for post-secondary education by establishing state universities. And all these welfare states in Europe that are now paying for their expansive social programs and free education actually learn from us. So, we can do that again. But it will take good social policy. So, you talked about these people -- they'll be left behind because they don't have the skills, right? There are already private-public initiatives that are happening between Facebook, and LinkedIn -- and Andrew can talk about that. He's from Silicon Valley -- that are trying to re-train people, give them the kinds of digital skills they will need in this new digitized economy. This is happening in the local level, at the state level, and it will happen at the federal level as people start to push for more and more funding and resources of these kind of programs, just like we did 100 years ago. We will do it again."
22,Yascha Mounk,"I'm just so touched and moved by the political system. I want to read whatever newspaper you're reading, because when I look at the news, I don't have that much trust --"
23,Alina Polyakova,Breitbart.
24,Yascha Mounk,"-- to respond rationally to changes -- -- in what's going on. The -- I've heard two main lines from the other side. The first is a line that Alina said. We have a handbook for how to deal with all of this. No, we don't, because the kind of automation that technologists are talking up in Silicon Valley is going to be profoundly different from what we've seen before. It's not just one particular kind of routinized activity being substituted by robots, and there's all kinds other routinized activities that could still be done by humans. It is intelligent machines learning to adapt on the fly to all kinds of different tasks. And that puts us into a completely new situation, and no, we don't have the handbook to deal with that. And the other line I'm going to keep hearing over and over again from the other side is, you know, this time isn't any different from the past. Let's assume that that's true for the moment -- and think of all of the deep political upheaval that we've seen over the last 200 years, as we've had moments of automation. Think of the luddites. Think of the deep economic crisis of the late 1920s and the horrible wars that that led to. I don't think that this time isn't going to be different. I think it might well be different. But even if they're right, that it's just going to be just the same, we will be in for a world of hurt and for a world of chaos, and in a very different changed world in which China is stronger, in which authoritarian regimes are stronger, in which already our political systems are less functional. We just cannot assume that we are going to be able to deal with that in a rational way."
25,Andrew Keen,"So, our friends on the other side keep on using this word ""profoundly."" According to Yascha, we're living in profoundly different times. Ian says it's profoundly troubling times. I think they're profoundly wrong. The reality is, is that -- well, let me make two points. Firstly, Ian's point that we're living in profoundly troubling times -- he kept on mentioning China and he kept on mentioning the collapse of democracy around the world in Turkey, and Poland, and Hungary, and Russia. He's absolutely right about that. I might even use ""profoundly troubling"" in those sense. It's got nothing to do with automation. I haven't seen a lot of AI in Putin's Russia, unless he's using it to undermine our system, using it with bots. I haven't seen a lot of automation in Poland, or Hungary, or Turkey. So, the problem with the crisis of democracy in the early part of the 21st century is an atavistic longing for community, a fetishization of territory and blood, which has absolutely nothing to do with AI, nothing at all. The -- and the China thing is a distraction as well, because China isn't a democracy. So, whether or not China does well as a non-democracy has nothing to do with this issue of automation-d crashing democracy. Let me also take up Ian's point. I just wrote a book. Seriously, I wrote a book about how we are indeed responding. There is a movement around the world, for example which I know Alina has looked at very carefully, guaranteed minimum income. We acknowledge that people will lose their jobs. So, what are we going to do? We're going to guarantee them an amount of money, so they can survive, so that they won't trash democracy. And these are initiatives in Switzerland, in Finland, in Brazil, all around the world."
26,Ian Bremmer,One of them has just been abolished by the way. One in Switzerland was voted down.
27,Andrew Keen,The one in Switzerland was voted down. But I interviewed for my book the person who began it. And in Zurich a majority voted in favor. And he considered it a success because it began the conversation. Just as in the middle of the 19th century the first initiative to stop 11-year-olds working in factories or allowing people to unionize those were put down. It takes time. We -- our problem is our impatience. We expect there to be an app to fix the future. It takes time.
28,Yascha Mounk,"Well the first one is interesting but you're just thinking about a guy who lost his job. He might be a danger to democracy but so might the person who actually now owns an army of robots. So, I think that there's two different ways in which democracy might come under pressure. The first is that there's going to be enclaves of very rich people who actually own all of the productive material in society which is the machines and robots and so on being asked to give up more and more money in order to finance that nice universal basic income scheme that Andrew is talking about. And at some point, they're going to think ""Why? I don't have anything from these people."""
29,Yascha Mounk,They're not actually helping me.
30,Yascha Mounk,Yes.
31,Yascha Mounk,"But that's in a best-case scenario. In the worst case scenario, we get what we've seen around the world. To say that the rise of populism has nothing to do with the fact that incomes in United States and other countries have stagnated for many decades is deeply naïve. One of the reasons why people have turned back to nationalism, have turned back to these authoritarian forces, is that they no longer believe that our political system is working very well. And they're very willing to go with somebody like our current president who says ""Just trust me. I alone am going to fix it. All of this system is corrupt and inefficient. I really speak for the people. Give me a little bit more power and everything is going to turn out for the best."" The idea that all people want is a little bit of income and if the state gives them some money every month we're going to be happy which is the idea of universalized income that Andrew Keen is talking about is deeply naïve. We live in a society in which for centuries and millennia people's self-worth has come from having a job and gaining status from that."
32,Yascha Mounk,And think that we can just substitute that by giving people a little bit of money every month is quite naïve.
33,Ian Bremmer,"I would want to challenge the notion that still functioning is a question of whether or not there's a revolution and creates an authoritarian regime. One of my favorite quotes which I put in the book is from William Gibson. And it's about -- says the future is already here. It's just not evenly distributed. Our history is littered with incidents of people not being necessary, not being empowered, and as a consequence being left behind in functioning democracies. We see it today in Israel. One of the most effective and advanced industrial democracies not just in the Middle East, in the entire world. They don't need the Palestinians anymore. Don't need their labor. Have the ability to wall them off. And you know what? Israel's an awesome democracy as long as you don't count the Palestinians? Now is that a functioning democracy or is that a crashing democracy? Because in the -- one of the reasons I am concerned about universal basic income -- Andrew's right. I think that eventually if we don't have jobs for people we'll do more experiments of UBI that won't be voted down like Switzerland. The Finns just said after one year, we don't want to pay for it anymore. Eventually they'll do it. They'll do it like the Saudis did. You know what happens when -- when you give people money and you feel like you don't need them anymore. They're no longer -- you've taken care of your responsibility. You start treating them a little differently. You start treating them less like people. I don't consider that a functional democracy."
34,Alina Polyakova,"So, two points in response to that. One, I just want to point out that Yascha's using a very old Marxist argument here. Marx was writing in the 1800s. And his basic thesis was, you know, as modern capitalism advances, you know, the higher ups, the owners of the means of production own all the capital and then everybody else is going to become a worker and the conditions are going to be worse and worse and worse. And eventually we were going to have this beautiful communist revolution where the workers are so angry they're going to, you know, push out the capitalists or the capitalists try to suppress them. And, you know, that didn't work out so well, right? And here we are. And it's 200 years later. None of those predictions have come to pass. So, I just want to point that out to you, Yascha, you're still living in a -- in an old world."
35,Yascha Mounk,"I agree. There's an alternative scenario which is that the robots become conscious and start coming down on us instead. So, it's -- you know, you might -- you might be right."
36,Alina Polyakova,"Well, that takes me to my next point. I think before we even get to the conversation about universal income or other programs to try to make the adjustment, the economic restructuring, easier there's an underlying assumption that is inherently false here which is that automation will lead to mass unemployment. And that is not correct. Because we can all say, you know, the prediction is that millions of jobs worldwide, 400 million, 800 million, are going to be lost to automation. But how many more will be created? We have no idea actually. And in fact, if we look at every technological revolution we saw far more jobs created or people transitioning into a different industry versus just mass unemployment. You know what? Modern democracies in the West are dying out. And in fact, what we're likely to face in the next 20, 25 years -- it's not going to happen in five years -- is we're not going to have enough people to fill those jobs. And that's already happening. Look at the unemployment rate in the United States. Look at some of the small businesses in places that agricultural like Idaho, Ohio. They're actually complaining because they can't find workers."
37,Alina Polyakova,This is the new reality.
38,Alina Polyakova,Yeah.
39,Andrew Keen,"Yeah. I want to reiterate what Alina is saying. The reality of the AI revolution, it will create new scarcities. Machines can't develop empathy. Machines aren't creative. Machines can't think for themselves. Though actually could conceivable, not inevitably, because that's the problematic word in this conversation. But this revolution could potentially enable a second or third renaissance. It's just as likely, not inevitable but possible. But I want to come back to something that Yascha is saying because he's falling into the very trap that I warned you about. He's presenting technology and monopolies as inevitable. He's talking about winner take all technology companies. They're going to control everything. They're going to compound inequality. What Yascha is forgetting is politics. He's forgetting democracy. Look what's going on in Europe. Margrethe Vestager, the EU Commissioner of Antitrust, is fighting Apple, fighting Google, fighting Facebook. The --"
40,Andrew Keen,"Who do you think will win? She just fined Apple $12 billion. Google is now under three antitrust investigations. Now the problem in America is that the political system is paralyzed, but that's got nothing to do with this bigger issue. Ian is suggesting -- sorry, Yascha is suggesting we essentially lie back and think of Silicon Valley and just assume it's inevitable and there's nothing we can do. We can do stuff as consumers, as entrepreneurs, as citizens. And politics is the answer, it's not the problem. But these guys present politics as the problem. It's the solution. It always has been, and it always will be."
41,Ian Bremmer,"I certainly would not suggest we lie back and allow Silicon Valley they're going to win because it's not necessarily Silicon Valley. Right now, it's either Silicon Valley or it's China. Those are the drivers of automation. When you asked who's going to win in Europe it's not going to be the Europeans. I don't know if it'll be Silicon Valley or the Chinese. That's a really interesting question. But let's keep in mind that in China AI is driven by the state, the political system. In the United States it is not. It's driven by corporations. In other words, at no point are the political systems, the liberal democracies, actually driving AI. That's a problem. They don't understand it. In the United States we wouldn't know how to regulate. Did you see Mark Zuckerberg trying to explain to senators what a Facebook was? Did you guys see that? Right? Do not count on these people to be effective arbiters and umpires. But there's -- -- one -- okay. I yield my time to applause, but there's one other point I wanted to make -- -- which is no one -- everyone keeps talking about the automation point of jobs. No one else has picked up on the point of what automation, AI, is doing to information consumption. And we all have one of these. Maybe there's one 95-year-old person in the back that doesn't. The rest of us do. We spend way too much time on them. We're doing an incredible social experiment right now, giving all of our kids -- we're saying, ""Here, use these to connect with absolutely everybody. Let's see what happens in 20 years."" Within five, it's going to be virtual, right? It's going to be augmented reality. It's going to be completely immersive. And those -- United States control those filters -- by corporations that want to make money. In China, controlled by the government. Again, automation and AI crashing liberal democracy. And I don't see us doing anything to stop our kids from having those 24/7 in 10-years’ time. I don't see that isn't profoundly disturbing to at least the model of government that we've had --"
42,Ian Bremmer,-- through our lives.
43,Alina Polyakova,I'll respond to that.
44,Alina Polyakova,"I can respond to that quickly. Of course, they will. This has happened before. I don't know if any of you know the derivation of the term ""Luddites."" I'm sure that some of you do. But Luddites are actually real people in England who attacked the machinery in their cotton mills because they were afraid of what that might mean for their jobs. This happens all the time -- where, in ""Office Space,"" that scene where they're all destroying the copy machine is one I always think of as, you know, the moment when we think the machines are enemies. This is what we have to flip. The machines --"
45,Alina Polyakova,"I don't think they can at this point in time. And frankly, the China question keeps coming up. I'm pretty skeptical about top-down approach to innovation. Innovation is inherently entrepreneurial, as Ian -- you know, you're an entrepreneur. Would you have been able to be the same entrepreneur in China? Probably not. So, I'm pretty skeptical that China will continue on the rising path that it's currently on -- because, at the end of the day, the inherent raison d'etre of the regime is to stifle innovation, entrepreneurship, and stifle any sort of freedom. This is not the kind of kind of country that will lead in the long-term."
46,Andrew Keen,"Yeah. John, you're turning the debate upside down. You're saying democracy will crash automation."
47,Alina Polyakova,"John Donvan: Well, I'm -- actually, I --"
48,Andrew Keen,Isn't that the point --
49,Andrew Keen,"Well, certainly, the sort of notion of absolutes -- the -- this -- again, I think it's part of this debate, that somehow you have technology, and then it will ruin democracy. These things aren't autonomous. And democracy will play a role in shaping automation, civilizing it, making it accountable. We're already seeing it in -- as Alina said -- in public-private partnerships. We're already even seeing it in Silicon Valley. We can all joke about Mark Zuckerberg -- and sure, he's a bit of a schmuck -- but rich schmuck, of course -- -- but Silicon Valley is growing up. There are more and more people who recognize that there is a need to make AI accountable, to make it more responsible, in terms of jobs. Even Travis Kalanick , the baddest of bad boys in Silicon Valley, the ex-CEO of Uber -- I've known him for years -- he started a VC fund focusing on the creation of jobs. If Travis can do it, anyone can."
50,Yascha Mounk,"There's an important question on the floor here, which is, which side thinks that things are inevitable? Right? If you listen to Alina and Andrew, then we think that automation is inevitably going to crush democracy; there's absolutely nothing we can do. That was never our argument. We can do something about it if we get everything right. Our argument is, it's going to be incredibly hard to do all of those things. And we're just not actually understanding how hard it is if we're going to have a chance of doing that. They are the ones who believe in inevitability. They say, ""Technological progress only ever has good political effects. Leave it to us. Leave it to the people in Silicon Valley. There will be some solution they will pull out of a hat. Perhaps it's UBI. Perhaps it's everybody have a job. Perhaps it's both at the same time. Don't worry about it; nothing could possibly go wrong."" I'm a little afraid that with them at the helm, things might just go wrong."
51,Ian Bremmer,I think it's interesting.
52,Ian Bremmer,"I think the one industrial democracy that is facing much less challenge on this front is Japan. No immigration, population shrinking very fast, incredibly homogeneous. So, their willingness to go through globalization and the disruption of jobs hasn't caused much of a problem for them. The society is also -- because it's so homogeneous -- much more supportive of the big institutions, the business CEOs, their associations, the media, and the liberal democratic party. It's kind of a single party democracy. But you know, that sort of system I don't see evolving or existing in the United States or Europe in the course of the next 20 or 30 years. The sclerosis is far too entrenched. Which means that for the purpose of time of this -- the framework of this debate, I actually think Japan is the exception that proves the rule as opposed to the model that we should all aspire to."
53,Andrew Keen,"I would just say on this -- you know, Ian has written off Europe. I think that's a big mistake. I think the real innovation now -- and we've all fetishized innovation here -- the real innovation, when it comes to managing this technological revolution, is coming from Europe. It's coming on their -- the introduction of the general data protection regulation, which came out this month, which protects our privacy. It's coming with the challenge to monopolies. It's coming with forcing these big tech platforms to be accountable. It will eventually arrive in America. You know, there's a famous Churchill quote about Americans; they always get it wrong, and eventually they get it right. And the same is true when it comes to tech. We take it for granted that America is the leader in innovation. It is in business terms, but it isn't in political terms. And America has much to learn from Europe. And I think it's very wrong to write Europe off."
54,Andrew Keen,"Well, then, ask Alina. Don't ask me."
