,Speaker,Script,Round
10,DIMITRI K. SIMES,"—and they’re not just some brainwashed people. India is the greatest democracy, in terms of numbers of people in India, and by now they have a long experience with democracy. And yet India is very strongly against democracy promotion. We should believe in democracy for ourselves, we should promote freedom of choice for others, but we should not presume that we know all the answers, and as the only remaining superpower, we should be the judge and the jury, however noble our intentions may be.",
11,NATAN SHARANSKY,"You know, in life…a disadvantage can sometimes be advantage . Take being short. I can assure that in Soviet prison, being short was a huge advantage. And not only because punishment cells were very small. But because…the food is rationed. And clothes come in one size. So for tall people, they’re always hungry, and clothes simply doesn’t cover their body, and protect them from cold. But for people of my size, it was easier with hunger, and I always had an extra cloth, to cover myself, from the cold. And the winters are very cold in gulag. There we were praying for global warming. So…one can think that…living under totalitarian regime was a big disadvantage. Of course I’m very happy that my daughters were born in freedom. But, sometimes I really think, that having experience of living in a fear society, I have a big advantage. Because, I will never take freedom for granted. I will never think that the grass on the other side could be greener. I will never say what was said by one human rights, so-called human rights officer of the United Nations two years ago in Baghdad, when he was explaining why under Saddam Hussein it was better. He said, you know, under Saddam, if only you object, give away your freedom of thought and expression, you’re physically more or less okay. Now only the one who never had to give away his freedom of thought and expression can say such a thing. People who live in fear societies, have different perspective, of the advantages of democracy. And when they say democracy, exactly as all the colleagues who are against said, democracy’s not about elections. Stalin had elections. He did pretty well there. And Hitler not only had elections but as just now was said, he has opposition. He was elected democratically, but nobody would think that Third Reich is…a democracy. America’s strong democracy because, it has all these institutions of civil society, free press, independent courts, and so forth. Because…when I—when I’m speaking about democracy …the society which as I call, can pass the town square test--you can come to the center of your city. You can speak your mind, you can express your opinions, and you won’t be punished, you will not be harassed. That’s free society. So, is promoting free institutions of free society, like, free press, or, or independent opposition, independent courts, is promotion of these institutions result us a better year? Of course not. What, that’s, exactly what America was doing, when you defeated Germany, and Japan in the Second World War. You spent enormous efforts, economical, intellectual, financial, to support, to promote democracy, and today Japan and Germany is not a threat. Take Russia, when Russia was part of the totalitarian Soviet system, it was your worst enemy. When Soviet Union fell apart and Russia went towards freedom, it almost became your ally. Today, when freedom is then in retreat, in a big retreat, it becomes again a threat to America. And that is true about every part of the world. Take Venezuela, you take North Korea, you take Iran…what—whenever there is a threat to America is means that democracy is there, in retreat. If Middle East today is a dangerous place, it’s not because of democracy. It’s because in the last 60 years, when democracy was spread to Germany, and to Japan, and to Spain, and to Latin America, and to South Asia, and to Eastern Europe, and even to Russia, it was never spread to Middle East. And one can say, but you cannot impose democracy freedom from outside, of course you can’t impose freedom from outside. But, we find out that you can impose dictatorship from outside, simply by supporting dictators. And that’s unfortunately exactly what so many leaders of the free world were doing. They were supporting and they continued to support, royal Saudis. Ignoring the fact what’s happening there with the rights of even . They supported and continue to support…uh, au—au— authoritarian regime of Egypt. Ignoring the fact that practically every week, there is another human rights activist sent to prison. They were supporting Saddam Hussein, until the last day. Day before Saddam Hussein sent troops to Kuwait, leaders of Europe and United States of America believed that he was a good reliable partner, who can get stability. Decades before American President started speaking about promoting the freedom of the Middle East, Al Qaeda was born, that was already the place plagued with wars, with killing, and with repression. Was Middle East safer, before America started talking about promoting democracy. What is—was it safer in the ‘70s, when Jordan had to fight PLO and Syria, when Lebanon was almost destroyed with civil war, when Iranian re—regime in— emerged, and the American diplomats turned into refugees. Was Middle East more safe in the ‘80s, when the American airplane was blown up by, uh, Libya. When in Beirut and hundreds of American soldiers were killed. When one million citizens became victims, killed and wounded, in the war between Iran and Iraq. Has the Middle East been more safe in ‘90s, when Kuwait was sw—swallowed up, by Iraq. When missiles were fired—falling on Tel Aviv and Riyadh. When twin towers survived…the first attack of the terrorists. And when Al Qaeda published its famous fatwa, about killing Americans. Promoting democracy in the Middle East is an excellent idea, by the way I, I idea that it has to be connected with human rights. That the policy of the free world has—in the Middle East has to be connected with the question of human rights, that’s exactly what I was promoting for all my years. Unfortunately, all the administrations of the United States of America in the ‘70s and the ‘80s and the ‘90s, never did it. Promoting democracy in the Middle East is an excellent idea, that’s very—the thing is, how. It’s very difficult to overcome the resistance of all those who don’t want democracy there.",
12,NATAN SHARANSKY,"And that’s a very important question. But it’s not the question which we are discussing today, till this day the question which is discussed is, whether it is good idea or not. The march of freedom, ladies and gentlemen, is very difficult. It will not succeed in one day. But there is no alternative. Great struggles between those who on one side, those millions, hundreds of millions in the Middle East, who want freedom, and those who want to deprive them of freedom. The problem is that sometimes we forget on whose side we are. The globe was blessed, and I personally was blessed, with America for—which always knew on what side it is. America which knew that, this divide between free world and fear societies, is much more important than divide between Republicans and Democrats, between this and that party. America which knew that ideal freedom…is bigger than any president, any party, any country.",
13,NATAN SHARANSKY,Thank you.,
14,SHIBLEY TELHAMI,"May—may—if I may, um, I’d like to answer this one. Um, you know, I—I think there are two big differences here. Uh, one difference is, that, when we are saying we’re spreading democracy or we’re shaping institutions a long ways, that we imagine ourselves but there is no consensus or international norms, that’s one thing. But when we are talking about human rights there, uh, there are human rights treaties, there are international laws, there are norms against torture. And many of these governments in the Middle East are signatories to these treaties. And therefore, it is a very different order of things, to hold them accountable to those treaties. And it is—and you would get a lot more international support rather than be exposed and be alone in pushing a policy that other people are not doing. And these governments can and must respond, particularly when the international pressure comes. So that’s one difference that is extremely important because we can mobilize supporter, we can strengthen institutions, we can do it, but the other difference is, is that we— There are two…uh, the difficulty in imposing democracy, is a, another order beyond—",
15,SHIBLEY TELHAMI,"—uh, trying to uphold people on, on human rights because I want to say this on, on democracy because I think, we don’t have modesty here, it’s like saying, trust us, we can spread democracy. And we don’t have a good record. Even scholars don’t know how to do it. And yet we want to make it a priority, when in fact, we haven’t been able to do even lesser things very well.",
16,NATAN SHARANSKY,"No, I—I think—",
17,FLYNT LEVERETT,"Yeah—yeah, I just wanted to say, yes, it is possible to make that separation and it actually works in the real world. Um, one of the few things I did in my, um, service at the Bush White House of which I am unreservedly proud, is that I drafted the letter that President Bush sent to President Mubarek in 2002 regarding the detention of Saad Eddin Ibrahim, the, the scholar—",
18,FLYNT LEVERETT,—yes—,
19,FLYNT LEVERETT,"Um, and basically the tack we took in that letter was, um, we were at that point discussing the possibility of, um, uh, additional aid to Israe—to Egypt beyond what Egypt was already receiving. And we simply said in the letter, you know, you’re doing this to Saad has made it impossible for us to move ahead with any kind of initiative like this. We also said in the letter, you know, existing aid and our strategic cooperation, you know, we hope will go on. Um, but we sent the—",
20,NATAN SHARANSKY,That’s promoting democracy—,
21,FLYNT LEVERETT,—you can’t get more—,
22,LIZ CHENEY,Exactly—exactly—,
23,FLYNT LEVERETT,And—,
24,NATAN SHARANSKY,That’s promoting democracy—,
25,FLYNT LEVERETT,—we can’t get more—,
26,LIZ CHENEY,Sure.,
27,FLYNT LEVERETT,And—,
28,LIZ CHENEY,Sure.,
29,FLYNT LEVERETT,"…in the end, Saad was released in pretty short order after that letter was sent because—",
30,FLYNT LEVERETT,"No, we were saying we want him out of jail.",
31,LIZ CHENEY,"Can I respond on that, because I think that’s a—",
32,LIZ CHENEY,"—that’s a—what, what Flynt has described is accurate, uh, and it is a key—a terrific example of how the US promotes democracy, it is one of the tools to use. Um, Saad Eddin was in jail because he’d been a threat to the regime, because he’d supposedly written an article about the succession in Egypt, he’d written things the regime did not appreciate. He was imprisoned, he was a prisoner of conscience. And at some point, from, from the perspective of US policy, it became unacceptable to us, and we, we said to the Mubarek regime we will no longer continue this level of aid, we will consider future levels of aid at risk—",
33,FLYNT LEVERETT,Though we will continue at a present level—,
34,LIZ CHENEY,"Uh, if you—if you— Right, we will consider future levels of aid at risk if you go down this path, and potentially, in following years, additional amounts would be at risk. At the same it—",
35,DANIELLE PLETKA,"think it’s also important and it’s a little bit unfair perhaps but it is important to bear a little bit of witness to what Saad Eddin Ibrahim has done since he was released, uh, from prison, uh, with the good offices of Flynt, Liz, and, and other folks in the Bush administration, and that is that he has been an untiring and, extraordinarily annoying to the Mubarek regime, voice for change—",
36,DANIELLE PLETKA,"—for reform, and he said to the President of the United States in the presence of Natan and others at a recent conference in Prague, why do you not do more. Why do you not stand up for us. Now, that’s not the three of us or the three of you. That is a reformer in the Middle East who’s calling upon us to use our power. And I think that that is what we need to reflect, those voices—",
37,DIMITRI K. SIMES,"You know— When I hear this argument, that we should criticize every government, uh, we disagreement with in terms of their domestic practices, I want to ask people in the audience before the vote, to ask themselves…when was the last time you assaulted, even if for rhetorically, your business partners. When if you are a lawyer, when was the last time you told a judge that he was a jerk. Uh, when you came to school where your children study, and there told the principal that you have no confidence in them. You know what…if you have to work with people, not because you appointed them, not because you selected them, but because you need to work with them, you have to know when to stop. You don’t need to praise them artificially. You do not need to pretend like President Bush did, that, uh, President Putin had a wonderful pro-democracy soul. But, you do understand that if you need Egypt, if you need the Saudis, to help you with the Middle East peace process, to create an impression that we are trying to overthrow their governments, well, you know, it’s a little inconsistent. It is counterproductive. And I think like with every good thing, we need to know when to stop. And the Bush administration did not know, and still does not know when to stop.",
38,LIZ CHENEY,"need to say one thing in response to that though, and I know Natan wants to answer too. 9-11 changed that. And after September 11th, we were very clearly in a situation where it wasn’t us talking to our children’s teacher. It was us saying to governments in the region, conditions inside your countries have become a national security challenge, threat, concern for us. It’s not us saying that we are going to…impose democracy, saying that we’re going to invade every country in the Middle East as are some of the straw men that are, that are held up, but much more us saying, look, we are threatened by the conditions in your country. We are threatened as a nation because your children are living in despair, because your children have no hope, because they can’t speak, because they go to schools where they’re teaching hatred, and violence and intolerance. Those things are not sort of your concerns which have no impact on us, and anybody who lived through 9-11 has thought about the fact that that danger came here to our shores, primarily from countries in that region which are not allowing freedom for their people. You have to understand that their freedom is not just right but it’s a national security interest for the United States—",
39,SHIBLEY TELHAMI,"What Liz has just said is actually rather revealing, because I think that’s an argument about, uh, not democracy as an end in itself but as an instrument to en—to American security, it’s a—it’s a—",
40,LIZ CHENEY,It’s both. It’s absolutely both—,
41,SHIBLEY TELHAMI,"Well—you, you know, you can’t have it both ways, and I think if this is the tack that was taken, uh, this is part of the problem, you have to make an evaluation, has it served our security, even if you don’t make a judgment about democracy, uh, in the same way that we did have a— I think many people in the American political mainstream came to believe that, somehow terrorism is a function of the absence of democracy. First of all, scho—scholars don’t agree on that necessary. But, but, let’s assume that that was the case. Then you have to make an assessment whether we have more terrorism or less terrorism, as a consequence of the policy that we have undertaken, and I think, everybody could look now and make an assessment on where we are in the Middle East, there’s more— There’s no doubt, that there is more Al Qaeda in the Middle East than there was before, in our world certainly, and, there is more terrorism in the Middle East than before. So it hasn’t worked with our national security, and it is being in a way, argued both as an end in itself and an instrument of security, when in fact, even the scholars who believe it’s possible to do it, believe it’ll take years to do and then meanwhile, all you have is instability. And what instability is correlated with, is more terrorism. And that is why we can’t have it both ways, so when Hamas gets elected, uh, you’re stuck. You don’t know what to do. That’s the problem.",
42,NATAN SHARANSKY,"Yeah, I—I want only—",
43,NATAN SHARANSKY,"No, I want only to, to react to the jokes of Mr. Simes because they sounded for me like kind of déjà vu. And I understood why. Because they are exactly those arguments of those who explained to us why Soviet Union should not be called Evil Empire. Why Soviet Union should not be restricted in it trade with the United States. Why should not be massive demonstrations for Soviet Jews when Soviet officials are coming. If these jokes were heard then and there you were very strong. If they would listen to them, I would still be in prison.",
44,DIMITRI K. SIMES,"Well, you know—",
45,DIMITRI K. SIMES,"When I came to the United States, one of the first things, uh, I did, was, uh, to become a secretary of the advisory board of the Union of Councils for Soviet Jews. And I was a strong supporter of the Jackson-Vanik amendment.",
46,NATAN SHARANSKY,So—,
47,DIMITRI K. SIMES,"There is absolutely no contradiction, between, uh…helping people like Mr. Sharansky, who is a genuine hero, and whose courage I greatly admire, and also understanding some practical interests. Ronald Reagan called the Soviet Union an Evil Empire. Ronald Reagan also, immediately after his assassination, uh, wrote a handwritten letter to Leonid Brezhnev, suggesting that they should find a way to work together. You need to find the balance. The Bush administration doesn’t know how to do it.",
48,LIZ CHENEY,"Well I think it’s an excellent question, I think that, um, the record of the United States in 1991 in Iraq after calling on the Shia in particular to rise up and then not being there to support them, um, is a shame. And I think it’s something very much our enemies look to. I think it’s also, uh, something that our allies look to. I think that, those who argue for example that we should leave Iraq today, those who argue that we should pull out of the Middle East today, um, I have not heard them explain what that would mean for the millions of people who have believed us when we’ve said that we are standing for freedom, we’re stranding for a new Middle East. And in fact…I think that, that, in response to one of the points Shibley was making, we have a convergence, it’s a—it’s, often, uh, unusual, maybe too unusual. But we have a convergence today, between what is the right thing to do morally. What is the right thing to do to live up to America’s heritage, and America’s proper role in the world, which is to promote freedom where we can. A convergence between that and America’s national security interest, which is that today, promoting freedom in the Middle East will make us safer and has made us safer, and I disagree with Shibley, you don’t have to choose. When you have a situation where there’s a convergence between those two objectives, um, it seems to me that it’s pretty clear that the path you go do down is to undertake that policy. On the issue of whether it’s made us safer I would only point out that during the 1990s when the United States was in fact undertaking the policy that they have advocated, we were attacked in 1993, 1998, 2000. Since 2001, we have not been attacked again. Now, you can talk about what’s happening in the region, we can argue about that, we can argue about the war in Iraq, as I said I welcome that, I welcome the opportunity to do that. But you cannot ignore the fact that since we have been promoting democracy in the Middle East, since we have been standing on the side of those for freedom, as messy, as complicated, as difficult as it is, Al Qaeda has not attacked us here in the US again. It’s not only because of that policy, absolutely, it’s because of…uh, our own policies to take the fight to the enemy, it’s because of what we’ve done to protect the homeland. But surely that policy has been part of it, and you cannot ignore that absence of attacks if you make the argument that we’re not safer.",
49,FLYNT LEVERETT,"Yeah. America’s moral obligation to the kinds of people that you were describing, is first of all, not to lead such people to believe that we will support them in ways that in the end, we will not provide. Our first moral obligation is not to mislead people. Our second moral obligation, particularly in relation to Iraq, is not to go to war, when we do not have a coherent and plausible plan for stabilizing a country like that, after we have overthrown the regime. To do that, I would argue, is the height of moral irresponsibility.",
50,DIMITRI K. SIMES,"Well,",
51,DIMITRI K. SIMES,"most definitely would not be allied with Khmer Rouge. I most definitely would not be allied with Ahmadinejad, and I most definitely think it was a mistake for us in the past to be seen allied with Saddam Hussein. But I would have to make one qualifier. That is unless of course, we are facing an apocalyptic threat. That is why Winston Churchill decided to be allied with Stalin. And if you would look at Churchill’s record, vis-à-vis Communism, he probably was most brutal in, uh, being quite honest about what a horrible regime they had in the Soviet Union at that time. But in comparison with Hitler, and I’m not even sure quite that Churchill was making just a moral judgment, he was making a strategic judgment, he felt that Britain had no choice, and let me say this. I wish our foreign policy was a morality play. I wish there was never tension between what we wish, and what we know is security interests. But there is tension. And when we are talking about this tension, we are not suggesting that we do not care about the abuse, about those who have no voice. But we are talking about realistic foreign policy choices. And friends, if you believe in democracy, democracy starts with the serious and informed conversation in home.",
52,SHIBLEY TELHAMI,"Uh, well I—I agree first of all that there are people you don’t deal with, but you know, the choice isn’t between having an ally and, and, and not, I mean, in, in, in most cases there, there are…uh, governments that are bad that you don’t deal with or you can ignore. There’s a difference between, uh, uh, applying sanctions or applying some international, uh, punishment on a—on a regime, and between going to change the system. Uh, I think that, uh, we’re in a great position, uh, and we were after 9-11, to mobilize the international community over issues that were of great importance not just to us but to everyone else. And human rights is included in that. And, we have international forums, uh, for a, in which we can take this, we still are the most powerful nation, and peop—we could’ve led in international organizations, uh, to tighten, to, to punish, to, uh, to, uh, exclude people who were violating human rights in the international system, I believe that we need to do that. I think it is important to have moral values. I think that, national interest cannot explain all of what we do, I don’t wanna just be serving my material interests, I’m a—I’m a moral individual, I want my country to stand for moral issues, I don’t deny that. I think we can—are capable of it, if we’re not capable of it as a—as the United States of America, no country is. We’re far too powerful, not to have something extra to push for the good in the world beyond. What I’m calling for, is more modesty, more selectivity, more…international, uh, organization, uh, type action. Uh, not the sort of, uh, I don’t wanna say—arrogance probably is the word, in this particular case, to say that we know what is best and we’re going to bring it about, that’s not values. Especially, when the morning after, people are far worse as they are in Iraq, than many of them were the day before. That is not values, that is not spreading good in the world, that is not, when you have more than 2 million refugees, most of whom we’re not even trying to provide for.",
53,DANIELLE PLETKA,"don’t, I don’t, I don’t have a, uh, a ques—a response, I have a question, um, I would like to ask our compatriots whether, uh, had they had the opportunity, um, and were in a position to do so prior to 9-11, would they have worked to overthrow or change the regime in Afghanistan and remove the Taliban.",
54,DIMITRI K. SIMES,I’m glad you asked.,
55,DANIELLE PLETKA,"Oh, good. Go for it, Dimitri.",
56,DIMITRI K. SIMES,"was, uh…uh, bus-riding. And talking to people in the administration, including, uh, to the Secretary of State… about, uh, the need to establish American priorities. And after World Trade Center, after what was done to American, embassies in Africa, I felt very strongly, that the big target had to be, Taliban, and of course Al Qaeda. However, the administration at that time was so upset with what was happening in Russia, and so eager to reduce increasing Russia down to size, that they ignored, then Prime Minister Putin, he was not President yet, Prime Minister Putin, suggestions, that the United States and Russia would work together against Taliban. Similar felt, that we, instead of focusing on all kinds of things including democracy promotion in Pakistan, had to make that that very issue, Pakistani support for Taliban, the central issue in our dialogue with that government. But we treated foreign policy as a Christmas tree. We did not want to establish priorities. We wanted to do everything at the time. We cannot conduct an experiment in history, I do not know whether to attack Taliban with the Russians, and with the Pakistanis, whether we would be able to prevent September 11th.",
57,DANIELLE PLETKA,But you would’ve supported that—,
58,DIMITRI K. SIMES,we would never know.,
59,DANIELLE PLETKA,"But you would’ve supported it, right?",
60,DIMITRI K. SIMES,most definitely—,
61,DANIELLE PLETKA,Like you supported the overthrow of Saddam Hussein.,
62,DIMITRI K. SIMES,I—as a matter of fact—,
63,DANIELLE PLETKA,Right.,
64,DIMITRI K. SIMES,did sup—,
65,DANIELLE PLETKA,"I—you did, I know that you did—",
66,DIMITRI K. SIMES,The amount of—,
67,DANIELLE PLETKA,I’m just checking.,
68,DIMITRI K. SIMES,did support the overthrow of Saddam Hussein—,
69,DANIELLE PLETKA,"Right, good.",
70,DIMITRI K. SIMES,You’re absolutely right.,
71,DANIELLE PLETKA,I’m thrilled to hear it.,
72,DIMITRI K. SIMES,And I have no regret—,
73,DANIELLE PLETKA,As did,
74,DIMITRI K. SIMES,"Uh, that’s, that’s—",
75,NATAN SHARANSKY,Not so fast—,
76,DIMITRI K. SIMES,That is the big issue.,
77,DIMITRI K. SIMES,thought that Saddam—,
78,NATAN SHARANSKY,"Not , no—",
79,DIMITRI K. SIMES,"—Hussein was a threat, I thought that containment was not working, I thought we had to go and try to do it quickly—",
80,NATAN SHARANSKY,"One short note is simply in support of Winston Churchill, because it was mentioned correctly that Winston Churchill had no choice but to cooperate with Stalin to fight Hitler. But immediately after the war, he was the first to declare the beginning of Cold War. He was the first to recognize who—what is the nature of Soviet Union. And he brought back that moral clarity, which is lacking so much today, thank you.",
81,NATAN SHARANSKY,"Well, uh, it was mentioned already today that some time ago, I together with Vaclav Havel organized an international conference in Prague on security and democracy. And it became like a kind of international meeting of democratic dissidents from all over the world but first of all from Middle East. For there were so many democratic dissidents from Iran and Iraq and Libya and Syria, and Sudan and Egypt and so on. I know by listening to the stories of these people, I think they themselves, were surprised to discover how each of them has the same story. Of personal struggle, a person who wants to be free and wants his country to be free, against totalitarian regime. And, uh, it was easy to recognize the stories of our dissident stories, mine and Vaclav Havel’s then, and theirs today. With one difference. We knew… that if we go to prison all the free world will be with us. They know that they, when they go to prison, the free world is debating whether it is in our interest to support them, or their…uh, or the people who jailed them.",
82,NATAN SHARANSKY,"And that’s a big problem. Frankly speaking, I’d like on today’s debate, Abraham Lincoln who’s been speaking together with us. Because, this President when he came to the office… black Americans were slaves, and even had to rights to walk. If he was asked if it is good idea to promote democracy, is it…good idea to impose democracy, is stability should be preferred to democracy, what he would answer. He once said—I don’t remember exact quote, I don’t something like this—we will not be the masters, we will not be the slaves. We of course, we are, thank God, we are not slaves. We must make sure that we are not supporting the masters. To promote democracy, it’s first of all to stop supporting tyr—tyrants in the Middle East.",
83,FLYNT LEVERETT,"That is simply not true. There is an enormous ferment in the Persian Gulf today, around economic reform, around, as Liz pointed out, the spread of information technologies, the increasing involvement of the Gulf states, and other Middle Eastern countries in the globalized world of the 21st century. That is not a product of American policy, in fact I would say we’re not doing enough to support those developments. Egypt can get a free-trade agreement with the European Union but it can’t get a free-trade agreement with us. That’s nuts, we ought to be supporting economic reform in these countries, we ought to be standing up for human rights, and the political development in these countries will then, over time, take care of itself, and in the meantime, we will be much better positioned to fight terror, protect the security of the state of Israel, and protect our most vital interests in the Gulf—",
84,LIZ CHENEY,"Um, I think it’s important as you vote tonight to think about the fact that all three of those arguing for the motion, have argued our point. Flynt’s just argued that we ought to be supporting the changes that we’re seeing in the Gulf, not just the economic changes but the expansion of information technology, the expansion of freedom of the press, that’s part of democracy. Dimitri argued that we ought to be supporting freedom of choice. That’s what we’re doing. Um, and Shibley said we should advocate democracy, we just ought to do it differently. So I think that it’s important for us to focus on what is the debate here tonight, but when we’ve got all three of our opponents arguing that, that the policy itself may have flaws but that in one way or another we ought to be advocating democracy, human rights, freedom, economic reform, uh, it is, uh…hard not to imagine that, that what is, um, urging them to argue for this motion, is a disagreement about our Iraq policy, a disagreement about George Bush, a disagreement about our foreign policy in general.",
85,LIZ CHENEY,"And I think it’s critically important to recognize this isn’t a game. There are real people, real men and women, as I mentioned across the region today, tonight, tomorrow, who believe America will stand with them for freedom. And I think that, that the, uh, great moral disservice that we would do, we could do to them, the greatest moral disservice we could do to them would be to fold our tent in the face of terrorist attack, to fold our tent in the face of extremists, who don’t believe that women should be equal, who don’t believe in freedom of religion, who don’t believe in freedom of speech. Our opponents have also said we need a balanced policy, we need to work with regimes when they can help us in the war on terror, and at the same time we need to be supporting freedom. That’s what we do. You can say we don’t do it the way you would do it, we could have a debate about how to do it more effectively, but at the end of the day, that is what we’re doing, that is what the policy is, and I think it’s critically important that we don’t abandon those who are standing with us, to help build a world in which we don’t have to fear attack by terrorists.",
86,SHIBLEY TELHAMI,"We need more democratic change, more liberty, more human rights, not words to claim we are doing it, and not promises that we can in fact do it. The train wreck is too long to miss. It is easy to sell dreams in times of pain, and many after the horror of 9-11 so badly wanted answers. And visions of spreading democracy were too good to resist. If something is imaginable, we thought, it is possible. If something is possible, we thought, it is likely. Thus is the stuff of wishful thinking. It would still be worth a dream if the costs and reality were not so unbearably high, if it weren’t for the fact that the morning after, has been even worse than the day before. That millions are paying the price. There’s a time to go with your heart—",
87,SHIBLEY TELHAMI,—and there is a time to go with your mind. And this is the time to go with your mind. Thank you.,
88,DANIELLE PLETKA,"Flynt suggested in his closing remarks that, uh, that if the United States harps on the treaty obligations of, uh, of our, our Arab dictator, uh, friends, then perhaps there will be a greater adherence to human rights. Um, I recall the Iranian signature of the International Atomic Energy Agency’s nuclear non-proliferation treaty, um, which was not a very effective treaty that was signed, uh, North Korea, same. Uh, all the counter-terrorism treaties, the genocide treaties, the chemical weapons conventions. Pieces of paper make bureaucrats in Washington feel good. They enable them to come home with victories that they can trumpet on the front page of the Washington Post and the New York Times. But it doesn’t do a great deal for the people who live in these countries, the 300 million people of the Middle East and North Africa who don’t live in freedom. As I came here today and looked out the window and you can see signs hanging from institutions, synagogues in particular that say—",
89,DANIELLE PLETKA,"—“Save Darfur.” Why is it that we have a special regard for Darfur, but not for the 300 million of the Middle East and North Africa who have lived so long with torture, without freedom, and yes, with genocide as well. Our past failings should not dictate our future failings. And our hearts and our minds should work together, for the right thing in the national interest. Yes, it’s true, Hitler was elected by democracy. But that does not discredit democracy. To the contrary, those who are willing to accept that decision, and do nothing in the face of the reality that Hitler was an evil, ruthless tyrant, were the Chamberlains. And those who spoke out to depose and to act and to spread democracy and change in national interest, were with Churchill. And I think history will judge those who stood on the other side very harshly in this regard as well.",
90,DIMITRI K. SIMES,"Like Mr. Sharansky, I also lived in the Soviet Union. And, uh, for most of us, the United States was a shining castle. And the United States stood, not only for prosperity and freedom for the United States, but also for freedom for the rest of us. The big difference however, for—between standing for this kind of freedom, and what we have witnessed during last several years, that every American President, before this one, was taking the position that we would protect and defend freedom of Americans, and of the allies. And whenever possible, would protect freedom of other nations. The country was not taking upon themselves, telling others on a global scale how they’re supposed to live. And when you go to the world, and offer indispensable guidance, particularly when you are not particular popular, when you—",
91,DIMITRI K. SIMES,"—are not particularly liked, you know what? It creates a backlash. The debate tonight is not about freedom. The debate tonight is whether we want to have a foreign policy which makes us feel good, or do we have to have foreign policy judged by results. And I am convinced, the dissidents in Iran, democrats in Iraq, they want results, not rhetoric. That is why I am in favor of this resolution.",
