,Speaker,Script,Round
13,Ian Bremmer,"So let me start by saying I'm sympathetic to much of what Peter said. I certainly agree that the United States was not trying to rebuild Russia after the Cold War was over the way we did Japan and Europe with MacArthur and the Marshall plan. Shock therapy, NATO enlargement, energy diversification, those things that we actually did didn't help Russia, they weakened Russia. Okay, let's remember what this debate is about. The debate is about -- not about ""Are we sympathetic with Russia's position?"" I'm very sympathetic with Russia's position. They're just losing, right? They're -- if we had helped them a lot, they might still be a great power. Maybe, it's possible, they lost a lot. They had little legitimacy, but they might have -- they'd be in better shape. Peter and I clearly agree on this. The problem is he's debating the other side, right? What we're debating is that Russia's not a great power, it's a marginal power. I decided to look something up in the dictionary before I got here. Marginal, what's the definition of marginal? It was ""Not of central importance, limited in extent, significance or stature.” I look at global politics today. I look at the economy. Russia isnot a great power. It is a marginal power, and it's becoming more marginal by the day. I had a discussion with David Miliband, the ex-British foreign secretary just a few weeks ago, and there was a question from the audience as to why it was that British relations with Russia had gotten to be so poor. And he said, ""Well, you see, the Brits believe that Russia is in decline, and Russia believes that Britain is in decline,"" and we are both correct. That's where we are. Oh, look, I agree with Peter as well that Putin is a sinister tyrant. Do I think that Russia really wants that? No, no, I don't. Certainly they like a little less sinister. They understand that leadership needs to be strong, but less sinister. Anticorruption? The Russians themselves did a poll on this in the last couple months, 5 percent of Russians believe that the anticorruption policies of Putin were in any way effective. They'd like them to be a little bit more effective. They would. You know, 110 Russians presently control 35 percent of Russia's household wealth. We have -- we talk about inequality in the United States. The Russians actually get it right, right? 0.0000007 percent of Russians control 35 percent of the country's household wealth. Look, it is a big country. They don't have many people on it , it's a big country, right? I mean, Palin can see them from her house -- -- you know, Putin can see Alaska from his house. Alaska doesn't have much sway in the bottom 48, right? It's big. They've got a lot of resources. They don't have many people, right? We're not excited about Alaska. I apologize if you're from Alaska, but we don't care. The problem is what’s Russia doing with all of that land? What’s -- what are you doing with all of that potential? =’ll tell you what they’re not doing is fixing their economy. There have been a lot of companies out there that have thought about investing big in Russia. IKEA used to make more money per square meter in Russia than anywhere else in the world in the early 90s. They’ve pulled back. Why? Because folks came in. They said, “Oh, you’ve got environmental problems. Under your parking lot, there’s a gas line. You’re going to have to pay us an awful lot. We won’t do that. Oh, = guess we’ll shut down =KEA for a bit.” Wal-Mart thought about it for four years, decided not to invest. Wal-Mart wants to be everywhere. They’re your big-box, low-cost leader. They’re all over China. That’s not an easy place to invest. They’re not in Russia. Toyota, $28 million in St. Petersburg because the Russians desperately wanted them -- the Japanese to work with them. Koizumi brought over the chairman and CEO. Said, “Let’s do this.” They said, “We’ll test it out, and if it goes well a few years later, we’ll make Russia the base of manufacturing for the entire Eurasia region.” Have they expanded? Absolutely not. Everything walked out the door, right? Economics -- we have to say economics matter, right? We can’t just pretend that it -- that it’s not important. Geopolitics -- here, let me go back to my friend Edward here.You’re right. Tajikistan, Armenia, Belarus -- that is not a portfolio you want. Snowden -- the Chinese handled Snowden well. They said, “Let’s get him. Let’s bring him over. We’ll grab all of his stuff. We’ll learn some stuff about how the American’s are spying on us. And then, we’ll send him somewhere.” And Russia said, “Me, me, me. Let’s have him.” And the Russians grab him. They said, “We’ll take all the stuff. And then, we’ll send him to Cuba. Oh, we didn’t think that through very well.” They don’t want to keep him. It became a problem. They didn’t think it through very well. Again, feather in Putin’s cap. =t’s great. He can swan around. Feather in Putin’s cap. $51 billion on Sochi. What did that do for the average Russian? :ow’s that done for Russia in the world? =t’s been a problem. Ukraine is the most important national security interest that Russia has outside of their country. The average Russian believes that Ukraine has been a part of it for 300 years. The Americans and the Europeans didn’t care. Yanukovych wanted aid from the Americans and Europeans so that he could balance the Russians off against the Europeans. And we said, “Sorry, not it. We’ve got other things to take care of.” And so, then, Putin said, “=’ll write you a check for 15 billion out of our pension fund.” And, you know what? The Ukrainian people said, “We don’t care. We don’t want the money. We’ll demonstrate. We’ll die in the streets, rather than have to live under that.” That’s Ukraine. We’re not talking about Germany. We’re not talking about Indonesia. These are the people that speak Russian and Ukrainian together. So, they’ll have Crimea. They will take Crimea. We told them, “Red line.” We told lots of -- we told the Syrians, “Red line.” They stepped over it. Does that mean that they are a great power? Syria? It does not. Are the Russians a great power? They are not. Let me just end a couple other economic bits. How big are the Russians today, economically, compared to China? Chinese economy is more than four times larger. That’s pretty -- talk about the BRICs, as if they’re all places that you would think about with equal importance. The Russians are losing out in their backyard because of the Chinese imposing their will increasingly economically dominating central Asia, because that’s where all the investments are going to come from. East Siberia, because the Chinese are demographically swamping Russia there. The Russians are concerned about that. There’s no question in my mind that if we look at the future for Russia geo-politically, geo-economically, demographically, this is not a great power. We all wish it were. =t’dbe better for them. =t’d be better for the world. But, it’s not. And I think you should vote, as a consequence, with us, and for the motion. Thank you.",1
14,Amb. Robert D. Blackwill,"Good evening. Skillful debaters, when they have a weak case to make, change the subject. So, let’s remember what the subject is. =t is not, “=s Russia a responsible member of the international community?” No, it’s not. =t isn’t, “Does Russia have friends?” No, it’s not. =t isn’t, “Would you vote Vladimir Putin to be your church deacon?” The answer is no. And finally, it is not, “=s Russia a great power?” That is not the subject of this debate. The subject of this debate is, “=s Russia a marginal power?” And, as our colleague mentioned, this means a country with very little impact on the international system, and very little consequence for the United States. So, =’m going to quickly go through why = believe that’s deeply mistake. So, first, Russia, today, is the only country on mother earth that can destroy the United States as we know it in 30 minutes. It has 1,500 nuclear weapons on hair trigger aimed at America’s cities. No other country could have the effect on the United States of Russia. It has 10,000 nuclear weapons. Think Hiroshima. Think Nagasaki -- 100,000 people died. And think 10,000 nuclear weapons.Second, the United States and Russia possess 95 percent of all nuclear weapons on the planet. And let me just quote one of my favorite senators, if not my favorite senator,",1
15,Amb. Robert D. Blackwill,Twice.,2
16,Edward Lucas,"Well, as I said, almost my opening words, Russia is a nuclear superpower. It's worth bearing in mind, of course, that having the nuclear war heads is one thing, and delivering them is another. And the record of the Russian Navy, of building new strategic submarines is pretty -- pretty patchy, even by the lamentable standards ofdefense procurement contracts worldwide. And there's something slightly comic about seeing the old bear bombers which look like something out of Dr. Strangelove lumbering up to Guam and other places in NATO air space to try and provoke us and scare us. And you kind of wonder if the rubber bands and gaffer tape or duct tape is still holding it together all right. I worry about the security of the Soviet -- Russian -- ex-Soviet and now Russian…it’s catching--",2
17,Edward Lucas,"-- of a nuclear arsenal. But I just want to -- also, if I may, just pick up on one -- I don't really --",2
18,Edward Lucas,"Well, it's there in the sense that if Putin goes mad or even madder, yes, he can do a Dr. Strangelove, and he can blow the world up, and that is indeed something to worry about. But I think you have to ask, how does he use that power? What is he using that power for? How does he take that power and put Russia at the center of world affairs. Is he helping, for example, to deal with nonproliferation. That would be a really good thing for a nuclear superpower to do, to try to make sure we deal with nuclear proliferation in the Middle East, maybe put pressure on North Korea so that they don't develop their nuclear. That's what a responsible, what a mainstream nuclear power would do. Russia's not involved in that. On the contrary, it's actually constantly threatening to sell advanced systems to Iran which will give the Iranians more time and more protection for their nuclear program. They certainly played no role in helping to --",2
19,Edward Lucas,"-- deal with North Korea. John Donvan:Let's take some of what you just said back to Robert Blackwill, where we hear Edward Luke was again arguing on this issue of what's marginality? What pushes Russia from the center of the game? And he's saying the weapons are irrelevant. It's how they use them.",2
20,Amb. Robert D. Blackwill,"Well, first of all, Russia is modernizing all three legs of its strategic deterrent, its delivery systems. So those are facts. Unlike the United States, Russia has active programs, missile programs, submarine programs and aircraft programs to deliver its nuclear weapons. They take it seriously. Second, Russia is involved in the North Korean diplomacy. And third, Russia has not delivered advanced air defense systems to Iran. They haven't done so. So all three of those facts are wrong. With respect to nuclear weapons and our colleagues admit that it is a superpower. The question again, just to remind ourselves, is not, is Russia a responsible power? We all agree it's not a responsible power. And we can list all the different ways. But that's not what the subject tonight is about. It's rather how important a power is it, and the nuclear weapons make it of consequence to the United States.",2
21,Ian Bremmer,"I think our argument has a lot to do with whether or not its power is relevant and useable in the world today. I mean, Russia is a nuclear superpower. It's also a sugar beet superpower. That's nice. Borscht would be unmakable in this country, were it not for Russia. The fact is, we're not very concerned about their nukes. For the last ten plus years, we've been most concerned about the war on terror. And just last year, finally, we said, well, you know, we've dealt with al-Qaeda at least in terms of the United States, just not for other countries, but now we're much more concerned about cyber as the principal concern for the United States. And, of course, in terms of cyber attacks, the Russians have a lot of criminals. But in terms of the potential of a government to engage in cyberattacks against the U.S., that is head and shoulders, neck, body -- it's China above anybody else, above the Russians. So, yes, we're not going to deny the fact that Russia has 10,000 nuclear warheads. What we are going to say is that alone doesn't actually cut it on the world stage today. We're certainly not acting as if it cuts it. We don't -- our strategic planning as a country and our prioritization and policy is not as if that is the principal thing that we are losing sleep over on a daily basis.",2
22,Peter Hitchens,"Well, I don't actually share this concern about nuclear weapons very much because I've come to the conclusion that they are more or less unusable, and I don't think anybody would -- since Harry Truman used them, I don't think anybody else will ever do so. It is noticeable what the Russians did develop in the first part of the 21st century. But --",2
23,Peter Hitchens,"Well, I do. I can't sit here and honestly say that I -- well, I don't believe. But I think it is simply the absurdity in this is not about nuclear weapons as the absurdity is in the wishful thinking of those who would like there not to be a major power on the planet which differs from the United States on a number of very important objectives. And the motion is really about, we wish Russia were a marginal power because we would like it to be the case that we could bomb Syria as we failed to do. We'd like it to be the case that we could globalize the world and sweep away borders to the extent they have. The argument which is not being had here about Ukraine, for instance, is probably not largely known in this country, is the nature of the European Union. –It has a sort of supreme Soviet with no opposition. It is intensely bureaucratic. It is entirely lawless. It is monstrously corrupt. And this is --",2
24,Peter Hitchens,This is the body which we were supposedly --John Donvan: What does that have to do with our motion?,2
25,Peter Hitchens,It has to do with the fact that there was -- what has provoked the immense international crisis in which we now find ourselves is not a struggle between freedom and tyranny. It's a struggle between two power blocks. And one power block is in favor of globalism and the sweeping away of borders. And one power block is in favor of national Soviet --,2
26,Peter Hitchens,"John Donvan: In a broad way, your opponents are sort of arguing that Russia is not very good at being very good at anything.",2
27,Peter Hitchens,"Yeah. I'm saying it's very good at standing up for national sovereignty. The issue of Ukraine’s international sovereignty is easily resolved. Ukraine is an artificial nation created at the nadir of Russia's fortunes. Had it been that the United States had gone through a tremendous crisis in 1991 in which Mexico had been able to seduce the four states, which the United States took from it in 1848, back into some kind of independent republic, allowing the United States Navy use of San Diego, you'd have roughly the same circumstances, and you'd view it very much the same as the Russians.",2
28,Peter Hitchens,"I just think this stuff is interesting, that's all.",2
29,Edward Lucas,"When I was reading up for this debate, I came across a particularly good quote which I think exemplifies a very important point. It goes like this: “The idea that you can intervene in another country because you don't like its regime is wrong, dangerous, and should be opposed. That is why I like Vladimir Putin.” That's what Peter Hitchens said in his talk at Bristol. It's very interesting. Everyone's in favor of this until you come to a case you don't like. And I think the idea that you can just dismiss Ukraine as an artificial country is extraordinary. And I wonder how -- is anyone in the audience here from Ukraine, by the way? Yeah, do you think that it's a marginal country? Do you think Ukraine is a real country? Yes, you do. You're nodding. You think so too.",2
30,Ian Bremmer,This guy's not sure.,2
31,Edward Lucas,I'm not. But I will give way to you. I want to get --,2
32,Edward Lucas,-- to discussing more important --,2
33,Amb. Robert D. Blackwill,"Well, perhaps I am eccentric, but I can tell the difference between a nuclear weapon and a sugar beet. Robert Blackwill:And as for cyber, the morning New York Times reports that there are major cyber attacks emanating from Russia against Ukraine today. So to dismiss Russia's impact on the future of Ukraine as if it were not perhaps even the most important actor outside Ukraine on the future of Ukraine, seems to me quite myopic.",2
34,Ian Bremmer,"I cede to the ambassador that a nuclear weapon is not a sugar beet. Look, the question is not, do nukes matter? The question is, how important do we actually estimate Russia's capabilities broadly for -- since the Cold War is over, Gallup has taken a poll of all Americans asking, open-ended question, who do we think of as our principal enemy? Right? They probably even asked Romney at one point, right? They got the Russia answer. But not from anybody else. China -- China most recently was number one. Before that, it was Iran. And the only other countries that ever make it into the top four are Iraq and North Korea. We're just not that worried. Look, when Obama came in, we sent over, as ambassador to Russia, Mike McFaul, guy I know very well, very capable guy, former Stanford prof. Did his PhD with me in Stanford, and is absolutely prodemocracy, pro-opposition. First day he goes over to Moscow, what does he do? He meets with the opposition, clearly a red rag to a ball, right? I mean, we never would have done that with China. We never would have sent over someone who would offend them that much. Why not? Because we care about China. Because China matters. It's big. I mean, there is a major power out there that doesn't agree with us on things. It's called China, right? We don't -- Hillary Clinton said, you don't preach human rights to your banker. That's what Hillary said. Right? Hillary just compared Putin to the Fuhrer, right? Why? Because she can, because Russia doesn't matter as much to us. That's the way we perceive it, right? And perception is a part of reality.",2
35,Amb. Robert D. Blackwill,"And without Russia, we act often outside international law.",2
36,Edward Lucas,"Well, Russia's clearly a crucial part if you are living in Crimea right now, and if you're worried about the security of Ukraine. But Russia's not a crucial part on all the stuff that we would be doing if Russia wasn't being such a nuisance. And I think this exemplifies what Putin does. He craves attention. He longs to be able to say, to the Russian people, I'm standing toe to toe with the United States. All these foreign leaders are calling me. I'm really important. And it's almost a behavior of a sort of disturbed adolescent. He's just sort of, you know, locking himself in the bedroom because he loves hearing the grownups pounding on the door and saying, ""Don't play with those matches, ""and ""what have you done with the kitchen knife?"" It's deranged delusional behavior from somebody who doesn't understand that the world has changed.",2
37,Edward Lucas,He's -- perhaps -- just a moment. These are tactical triumphs. They're strategic blunders. He's marginalizing Russia and leaving out of the mainstream on the margins of everything that actually matters in the world.,2
38,Peter Hitchens,"I just would like to comment on this Hillary Clinton referring to Vladimir Putin as a Fuhrer. There's this curious template in discussing foreign policy of the second World War. And usually, what it means is the person who's making the argument says, ""He is Hitler. You're Neville Chamberlain, and I am Winston Churchill. Hear me roar."" This is dribble. There are many, many other characters in foreign policy. And one of them is Woodrow Wilson who nobody ever mentions, who created, pretty much, the second World War by drawing foolish, unsustainable borders all over Europe, which have now been entirely abolished by the European Union, by the way, under the agreement, which were, of course, the principal cause of the second World War. And what we did to Russia was a mistake. This idea that Russia is a marginal power, which is why it is a stupid idea and why you should reject it, was put forward in the chancelleries of the West when Russia was lying flat on its back at the collapse of the Soviet Union in 1991, when NATO was pushed right up to the borders of Russia, something which all Russians believe they were promised would never happen. And this -- this foolish treatment of Russia, this belief that it's a marginal power is a mistake, and it will rebound on us. It has rebounded on us in the Ukraine. It is rebounding on us in Crimea. It will rebound on us in many, many other ways. If we started treating it more sensibly as the sort of power that it is, we wouldn't have these problems.John Donvan: And Peter --",2
39,Peter Hitchens,-- this is Fuhrerization.,2
40,Peter Hitchens,"Oh, I think it’s childish. You can look around the world. This is amazing the bad press that Putin gets. It's entirely deserved, but it's -- all defenders of Israel will know this too. The selective criticism, and there's genuine criticism. If people are criticized for things which other people are doing by people who then don't criticize the other people, that's not the reason for the criticism. There is a man called Recep Tayyip Erdogan, who is in charge of Turkey, who locks up journalists in large numbers, who stages show trials of his political opponents, whose country and government is fantastically, spectacularly corrupt. He is our ally and friend, praised weekly in the Economist magazine in which I believe Edward -- -- Edward is a prominent figure. And never a word, never a word. One of his big -- he kills his own people. One of his victims of the attacks in the square demonstrations died yesterday as a result of having a tear gas canister fired on the side of his head. But there were many more than that. This is a disgraceful person. But -- from the economists and the globalizers with him because he is in favor of globalization. He is in favor of away borders so --",2
41,Ian Bremmer,"No, that's right. That's a very good point. And, again, I'd focus on the fact that unfortunately for Russia there's been a lot fewer, and they matter more in the global stage. Look. I mean, there's no question that the Central African Republic finds Mali crucial right now. That doesn't make me say that Mali is a great power, a major power, or something we spend a lot of time on. I think the point that Edward made, that Putin absolutely desperately demands attention, and he had to, he won -- you know, he had a diplomatic victory, a tactical one on Syria. We really -- we got over our skis. We set a red line. We didn't want to do anything, right, because the enemies were as bad as Assad from our perspective, right? And so we then tried to back off. We were going to have a vote in Congress, and then we weren't really going to have a vote, and then Putin says, ""Ah, let's have a deal."" And he couldn't leave it there. He had to write an op-ed in the New York Times. You know, it was the most read op-ed in the New York Times all year. Putin, I do think -- I think as an individual, looking around the whole world, there is no single one person who is more powerful today than Putin. I really believe that. He's got an enormous amount of money. He has no checks and balances on his decision making domestically at all. That is at the expense of Russian power. His institutions, which had been more consolidated, have weakened. His governors are now directly appointed. His judiciary is a shell of what it was -- hope -- what --",2
42,Ian Bremmer,"Yeah, it wasn't personal power. I mean, again, the Soviet Union in many ways, much similar to what you think about China, it may be authoritarian, the fact is that you havea relative consensus, you can't just move willy-nilly with policy. You could say the Stalin period briefly had some of that, but Putin is governing over a much smaller place with much -- not just the United States facing him, again, China -- China's so much bigger and a direct security threat --",2
43,Amb. Robert D. Blackwill,"Well, I just reinforce what Ian has just said is that Russia under Putin is powerful. It's powerful with respect to the future of Syria, with the future of Iran, and I close by saying, again, this is not a debate about the European Union. It's not a debate about China. It's a debate about whether Russia is marginal, and I hope when you vote you'll be voting on that. We could also vote on the early movies of Steven Spielberg -- -- but I'd like to stick to the subject at hand if we possibly could.",2
44,Peter Hitchens,"I don't know. I just -- I think the problem that has been since the end of the Cold War that nobody really knows what the American military is for anymore. And they don't know what to design them for, what sort of wars it's supposed to fight, how to equip it, what should be spent on it. We have a similar much smaller program in my own country where we have a gigantic nuclear arsenal which defends us against enemies we don't have who probably couldn't find us on a map anymore because we're now so insignificant it wouldn't be worth their while bothering. So I think that one of the problems that persists in all foreign policy is trying to work out what sort of world it is, and I think this -- the continued belief that we have of -- we have a major enemy in Russia is one of the things which a lot of people in what I think has been called the military industrial complex here rather like to cling to, and it doesn't -- it doesn't actually tally with what's really going on, the real struggles of power which are coming. They're coming as far as I can see in the Pacific, where the United States is not particularly strong or particularly well prepared either diplomatically or military for what's coming. And it prefers to divert itself in panics about Iran, panics about North Korea, and panics about Russia. I think it's a mistake on your part that, of course, in 1776 you told us to keep our noses out of your business and I probably shouldn't say any more about it.",2
